SCHOOL,ORG CODE,UG,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,13,14,TOTAL
CENTRAL BERKSHIRE              - Becket Consolidated                 ,06350005,0,0,21,20,24,31,18,32,0,0,0,0,0,0,0,0,0,146
CENTRAL BERKSHIRE              - Berkshire Trail Elem                ,06350010,0,0,22,15,27,16,27,21,0,0,0,0,0,0,0,0,0,128
CENTRAL BERKSHIRE              - Central Berkshire ECC               ,06350003,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
CENTRAL BERKSHIRE              - Craneville                          ,06350025,0,1,63,83,78,77,88,106,0,0,0,0,0,0,0,0,0,496
CENTRAL BERKSHIRE              - Kittredge                           ,06350035,0,23,35,34,40,39,33,39,0,0,0,0,0,0,0,0,0,243
CENTRAL BERKSHIRE              - Nessacus Middle                     ,06350305,0,0,0,0,0,0,0,0,203,198,201,0,0,0,0,0,0,602
CENTRAL BERKSHIRE              - Wahconah Regional High              ,06350505,0,0,0,0,0,0,0,0,0,0,0,242,182,175,142,0,0,741
CHAMPION HMCS                  - Champion HMCS                       ,04340505,0,0,0,0,0,0,0,0,0,0,0,53,28,13,7,0,0,101
CHATHAM                        - Chatham Elementary                  ,00550005,0,14,53,59,55,36,57,0,0,0,0,0,0,0,0,0,0,274
CHATHAM                        - Chatham High                        ,00550505,0,0,0,0,0,0,0,0,0,0,0,60,64,56,47,0,0,227
CHATHAM                        - Chatham Middle School               ,00550305,0,0,0,0,0,0,0,56,54,56,59,0,0,0,0,0,0,225
CHELMSFORD                     - Byam School                         ,00560030,0,0,102,107,94,120,97,0,0,0,0,0,0,0,0,0,0,520
CHELMSFORD                     - Center Elementary School            ,00560005,0,0,71,91,91,86,85,0,0,0,0,0,0,0,0,0,0,424
CHELMSFORD                     - Charles D Harrington                ,00560025,0,0,88,94,104,111,94,0,0,0,0,0,0,0,0,0,0,491
CHELMSFORD                     - Chelmsford High                     ,00560505,0,0,0,0,0,0,0,0,0,0,0,466,451,373,390,0,0,"1,680"
CHELMSFORD                     - Col Moses Parker Schl               ,00560305,0,0,0,0,0,0,0,221,201,232,196,0,0,0,0,0,0,850
CHELMSFORD                     - McCarthy Middle School              ,00560310,0,0,0,0,0,0,0,240,242,232,220,0,0,0,0,0,0,934
CHELMSFORD                     - South Row                           ,00560015,0,0,82,93,96,77,90,0,0,0,0,0,0,0,0,0,0,438
CHELMSFORD                     - Westlands Elementary                ,00560020,0,0,69,76,73,67,75,0,0,0,0,0,0,0,0,0,0,360
CHELSEA                        - Chelsea High                        ,00570505,0,0,0,0,0,0,0,0,0,0,0,381,283,235,210,0,0,"1,109"
CHELSEA                        - Clark Avenue School                 ,00570050,0,0,0,0,0,0,0,359,387,0,0,0,0,0,0,0,0,746
CHELSEA                        - Edgar A Hooks Elem                  ,00570030,0,0,0,84,134,119,100,45,0,0,0,0,0,0,0,0,0,482
CHELSEA                        - Frank M Sokolowski Elem             ,00570040,0,0,0,63,145,117,119,34,0,0,0,0,0,0,0,0,0,478
CHELSEA                        - George D Kelly Elem                 ,00570035,0,0,11,95,101,114,155,49,0,0,0,0,0,0,0,0,0,525
CHELSEA                        - Shurtleff Early Childhood           ,00570003,0,328,478,86,0,0,0,0,0,0,0,0,0,0,0,0,0,892
CHELSEA                        - The Alternative School              ,00570510,0,0,0,0,0,0,0,2,7,8,5,13,9,3,3,0,0,50
CHELSEA                        - William A Berkowitz Elem            ,00570025,0,0,6,73,144,126,126,26,0,0,0,0,0,0,0,0,0,501
CHELSEA                        - Williams North Middle               ,00570305,0,0,0,0,0,0,0,2,61,198,184,0,0,0,0,0,0,445
CHELSEA                        - Williams South Middle               ,00570310,0,0,0,0,0,0,0,0,25,265,223,0,0,0,0,0,0,513
CHESTERFIELD-GOSHEN            - New Hingham Regional Elem           ,06320025,0,16,19,23,16,24,18,20,11,0,0,0,0,0,0,0,0,147
CHICOPEE                       - Barry                               ,00610003,0,0,65,76,58,61,73,69,0,0,0,0,0,0,0,0,0,402
CHICOPEE                       - Belcher                             ,00610010,0,0,78,80,94,88,0,0,0,0,0,0,0,0,0,0,0,340
CHICOPEE                       - Bellamy Middle                      ,00610305,0,0,0,0,0,0,0,0,325,363,350,0,0,0,0,0,0,"1,038"
CHICOPEE                       - Bowe                                ,00610015,0,0,61,56,63,77,65,68,0,0,0,0,0,0,0,0,0,390
CHICOPEE                       - Bowie                               ,00610020,0,0,60,82,68,76,72,83,0,0,0,0,0,0,0,0,0,441
CHICOPEE                       - Chapin                              ,00610025,0,0,57,55,54,48,0,0,0,0,0,0,0,0,0,0,0,214
CHICOPEE                       - Chicopee Comprehensive HS           ,00610510,0,0,0,0,0,0,0,0,0,0,0,387,344,233,286,0,0,"1,250"
CHICOPEE                       - Chicopee High                       ,00610505,0,0,0,0,0,0,0,0,0,0,0,357,266,230,208,0,0,"1,061"
CHICOPEE                       - Fairview Middle                     ,00610310,0,0,0,0,0,0,0,0,237,231,211,0,0,0,0,0,0,679
CHICOPEE                       - Gen John J Stefanik                 ,00610090,0,0,67,88,85,77,91,85,0,0,0,0,0,0,0,0,0,493
CHICOPEE                       - Horizon Academy                     ,00610021,0,0,0,0,0,0,0,0,0,7,16,27,27,21,23,0,0,121
CHICOPEE                       - Lambert-Lavoie                      ,00610040,0,0,51,64,52,52,43,54,0,0,0,0,0,0,0,0,0,316
CHICOPEE                       - Litwin                              ,00610022,0,0,22,33,36,32,121,108,3,5,0,0,0,0,0,0,0,360
CHICOPEE                       - Selser                              ,00610050,0,0,18,19,14,19,69,92,0,0,1,0,1,0,0,0,0,233
CHICOPEE                       - Streiber Memorial School            ,00610065,0,0,45,42,39,55,57,48,0,0,0,0,0,0,0,0,0,286
CHICOPEE                       - Szetela ECC                         ,00610001,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225
CITY ON A HILL CHART           - City On A Hill CS                   ,04370505,0,0,0,0,0,0,0,0,0,0,0,57,63,49,33,0,0,202
CLARKSBURG                     - Clarksburg Elementary               ,00630010,0,0,25,28,22,20,29,18,30,19,26,0,0,0,0,0,0,217
CLINTON                        - Clinton Elem                        ,00640050,0,0,149,146,151,17,0,0,0,0,0,0,0,0,0,0,0,463
CLINTON                        - Clinton Middle School               ,00640305,0,0,0,0,0,131,170,156,171,152,171,0,0,0,0,0,0,951
CLINTON                        - Clinton Senior High                 ,00640505,0,29,0,0,0,0,0,0,0,0,0,148,144,121,98,0,0,540
CLINTON                        - Parkhurst                           ,00640035,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
COHASSET                       - Cohasset Jr Sr High                 ,00650505,0,0,0,0,0,0,0,0,0,114,78,86,84,80,70,0,0,512
COHASSET                       - Deer Hill                           ,00650005,0,0,0,0,0,0,112,102,128,0,0,0,0,0,0,0,0,342
COHASSET                       - Joseph Osgood                       ,00650010,0,0,124,111,115,133,0,0,0,0,0,0,0,0,0,0,0,483
COMMUNITY DAY CHARTE           - Community Day CS                    ,04400205,0,0,18,24,21,45,30,34,28,22,18,0,0,0,0,0,0,240
CONCORD                        - Alcott                              ,00670005,0,0,50,71,88,84,93,74,0,0,0,0,0,0,0,0,0,460
CONCORD                        - Concord Middle                      ,00670305,0,0,0,0,0,0,0,0,233,228,217,0,0,0,0,0,0,678
CONCORD                        - Thoreau                             ,00670020,0,0,74,58,76,84,73,80,0,0,0,0,0,0,0,0,0,445
CONCORD                        - Willard                             ,00670030,0,5,78,70,81,88,84,71,0,0,0,0,0,0,0,0,0,477
CONCORD-CARLISLE               - Concord Carlisle High               ,06400505,0,0,0,0,0,0,0,0,0,0,0,273,301,264,218,0,0,"1,056"
CONSERVATORY LAB CHA           - CONSERVATORY LAB CS,04390050,0,0,21,23,23,20,0,0,0,0,0,0,0,0,0,0,0,87
CONWAY                         - Conway Grammar                      ,00680005,0,12,15,17,17,21,17,33,24,0,0,0,0,0,0,0,0,156
DANVERS                        - Danvers High                        ,00710505,0,0,0,0,0,0,0,0,0,0,0,264,264,275,239,0,0,"1,042"
DANVERS                        - Dunn Middle                         ,00710305,0,0,0,0,0,0,0,0,316,305,320,0,0,0,0,0,0,941
DANVERS                        - Great Oak                           ,00710015,0,0,63,52,66,58,57,61,0,0,0,0,0,0,0,0,0,357
DANVERS                        - Highlands                           ,00710010,0,27,47,61,65,59,54,55,0,0,0,0,0,0,0,0,0,368
DANVERS                        - Ivan G Smith                        ,00710032,0,0,50,56,53,58,47,71,0,0,0,0,0,0,0,0,0,335
DANVERS                        - Riverside                           ,00710030,0,8,45,43,52,61,53,63,0,0,0,0,0,0,0,0,0,325
DANVERS                        - Willis E Thorpe                     ,00710045,0,0,57,59,60,59,57,73,0,0,0,0,0,0,0,0,0,365
DARTMOUTH                      - Andrew B Cushman                    ,00720010,0,0,0,40,48,46,58,60,0,0,0,0,0,0,0,0,0,252
DARTMOUTH                      - Dartmouth High                      ,00720505,0,0,0,0,0,0,0,0,0,0,0,308,339,301,259,0,0,"1,207"
DARTMOUTH                      - Dartmouth Middle                    ,00720050,0,25,0,0,0,0,0,0,332,375,348,0,0,0,0,0,0,"1,080"
DARTMOUTH                      - George H Potter                     ,00720030,0,0,91,124,92,95,101,103,0,0,0,0,0,0,0,0,0,606
DARTMOUTH                      - Job S Gidley                        ,00720020,0,0,61,56,67,70,69,84,0,0,0,0,0,0,0,0,0,407
DARTMOUTH                      - Joseph Demello                      ,00720015,0,0,98,85,84,78,106,94,0,0,0,0,0,0,0,0,0,545
DEDHAM                         - Avery                               ,00730010,0,0,0,69,63,54,46,71,0,0,0,0,0,0,0,0,0,303
DEDHAM                         - Dedham High                         ,00730505,0,0,0,0,0,0,0,0,0,0,209,227,175,187,166,0,0,964
DEDHAM                         - Dedham Middle School                ,00730305,0,0,0,0,0,0,0,0,269,224,0,0,0,0,0,0,0,493
DEDHAM                         - Early Childhood Center              ,00730005,0,116,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362
DEDHAM                         - Greenlodge                          ,00730025,0,0,0,77,48,57,47,65,0,0,0,0,0,0,0,0,0,294
DEDHAM                         - Oakdale                             ,00730030,0,0,0,84,65,72,76,74,0,0,0,0,0,0,0,0,0,371
DEDHAM                         - Riverdale                           ,00730045,0,0,0,60,65,62,62,49,0,0,0,0,0,0,0,0,0,298
DEERFIELD                      - Deerfield Elem                      ,00740015,0,37,47,58,57,58,49,62,56,0,0,0,0,0,0,0,0,424
DENNIS-YARMOUTH                - Dennis-Yarmouth Reg High            ,06450505,0,0,0,0,0,0,0,0,0,0,0,381,304,246,224,0,0,"1,155"
DENNIS-YARMOUTH                - Ezra H Baker                        ,06450005,0,0,105,126,118,117,0,0,0,0,0,0,0,0,0,0,0,466
DENNIS-YARMOUTH                - John Simpkins                       ,06450010,0,0,0,0,0,99,80,88,0,0,0,0,0,0,0,0,0,267
DENNIS-YARMOUTH                - Laurence C MacArthur Elem           ,06450020,0,0,94,91,81,0,0,0,0,0,0,0,0,0,0,0,0,266
DENNIS-YARMOUTH                - Marguerite E Small Elem             ,06450015,0,0,57,59,59,71,68,82,0,0,0,0,0,0,0,0,0,396
DENNIS-YARMOUTH                - Mattacheese Middle Sch              ,06450305,0,0,0,0,0,0,0,0,202,231,252,0,0,0,0,0,0,685
DENNIS-YARMOUTH                - N H Wixon Middle                    ,06450310,0,0,0,0,0,0,148,147,140,154,159,0,0,0,0,0,0,748
DENNIS-YARMOUTH                - Station Avenue Elem                 ,06450025,0,0,64,72,74,72,71,81,0,0,0,0,0,0,0,0,0,434
DIGHTON-REHOBOTH               - Dighton Elementary                  ,06500005,0,30,86,104,85,100,92,0,0,0,0,0,0,0,0,0,0,497
DIGHTON-REHOBOTH               - Dighton Middle School               ,06500305,0,0,0,0,0,0,0,93,92,96,100,0,0,0,0,0,0,381
DIGHTON-REHOBOTH               - Dighton-Rehoboth Rhs                ,06500505,0,30,0,0,0,0,0,0,0,0,0,269,221,243,207,0,0,970
DIGHTON-REHOBOTH               - Dorothy L Beckwith                  ,06500310,0,0,0,0,0,0,0,164,179,146,167,0,0,0,0,0,0,656
DIGHTON-REHOBOTH               - Palmer River /Anawan                ,06500010,0,38,126,127,122,149,137,0,0,0,0,0,0,0,0,0,0,699
DOUGLAS                        - Douglas Early Childhood             ,00770003,0,102,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
DOUGLAS                        - Douglas Elementary                  ,00770010,0,0,0,115,112,121,128,113,0,0,0,0,0,0,0,0,0,589
DOUGLAS                        - Douglas Middle High                 ,00770505,0,0,0,0,0,0,0,0,96,98,120,69,76,69,86,0,0,614
DOVER                          - Caryl                               ,00780003,0,0,0,0,0,101,94,89,0,0,0,0,0,0,0,0,0,284
DOVER                          - Chickering                          ,00780005,0,0,99,105,89,0,0,0,0,0,0,0,0,0,0,0,0,293
DOVER-SHERBORN                 - Dover-Sherborn Reg High             ,06550505,0,0,0,0,0,0,0,0,0,0,0,114,105,115,123,0,0,457
DOVER-SHERBORN                 - Dover-Sherborn Reg Jr H S           ,06550405,0,0,0,0,0,0,0,0,177,145,163,0,0,0,0,0,0,485
DRACUT                         - Dracut Middle                       ,00790035,0,24,125,110,146,125,135,148,137,0,0,0,0,0,0,0,0,950
DRACUT                         - Dracut Senior High                  ,00790505,0,0,0,0,0,0,0,0,0,0,0,295,280,226,196,0,0,997
DRACUT                         - George H Englesby Jr High           ,00790405,0,0,0,0,0,0,0,0,0,344,331,0,0,0,0,0,0,675
DRACUT                         - Greenmont Avenue                    ,00790030,0,0,46,56,67,63,59,63,54,0,0,0,0,0,0,0,0,408
DRACUT                         - Joseph A Campbell Elem              ,00790020,0,25,116,113,116,113,142,122,131,0,0,0,0,0,0,0,0,878
DRACUT                         - Parker Avenue                       ,00790025,0,0,23,27,47,46,39,33,30,0,0,0,0,0,0,0,0,245
DUDLEY-CHARLTON REG            - Charlton Elementary                 ,06580020,0,121,133,205,0,0,0,0,0,0,0,0,0,0,0,0,0,459
DUDLEY-CHARLTON REG            - Charlton Middle School              ,06580310,0,0,0,0,0,0,0,206,184,205,190,0,0,0,0,0,0,785
DUDLEY-CHARLTON REG            - Dudley Elementary                   ,06580005,0,0,0,0,131,128,127,0,0,0,0,0,0,0,0,0,0,386
DUDLEY-CHARLTON REG            - Dudley Middle School                ,06580305,0,0,0,0,0,0,0,146,161,162,137,0,0,0,0,0,0,606
DUDLEY-CHARLTON REG            - Heritage School                     ,06580030,0,0,0,0,190,194,210,0,0,0,0,0,0,0,0,0,0,594
DUDLEY-CHARLTON REG            - Mason Rd School                     ,06580010,0,71,100,149,0,0,0,0,0,0,0,0,0,0,0,0,0,320
DUDLEY-CHARLTON REG            - Shepherd Hill Reg High              ,06580505,0,0,0,0,0,0,0,0,0,0,0,295,247,272,185,0,0,999
DUXBURY                        - Alden School                        ,00820004,0,0,0,0,0,255,258,0,0,0,0,0,0,0,0,0,0,513
DUXBURY                        - Chandler Elementary                 ,00820006,0,62,214,251,222,0,0,0,0,0,0,0,0,0,0,0,0,749
DUXBURY                        - Duxbury High                        ,00820505,0,0,0,0,0,0,0,0,0,0,0,231,234,202,224,0,0,891
DUXBURY                        - Duxbury Middle                      ,00820305,0,0,0,0,0,0,0,228,261,255,251,0,0,0,0,0,0,995
EAST BRIDGEWATER               - Central                             ,00830005,0,23,175,199,158,190,0,0,0,0,0,0,0,0,0,0,0,745
EAST BRIDGEWATER               - East Bridgewater High               ,00830505,0,0,0,0,0,0,0,0,0,0,0,167,191,175,141,0,0,674
EAST BRIDGEWATER               - Gordon W Mitchell                   ,00830010,0,0,0,0,0,0,212,226,208,211,195,0,0,0,0,0,0,"1,052"
EAST LONGMEADOW                - Birchland Park                      ,00870305,0,0,0,0,0,0,0,0,227,196,211,0,0,0,0,0,0,634
EAST LONGMEADOW                - East Longmeadow High                ,00870505,0,0,0,0,0,0,0,0,0,0,0,221,210,198,186,0,0,815
EAST LONGMEADOW                - Mapleshade                          ,00870010,0,0,0,0,0,94,94,97,0,0,0,0,0,0,0,0,0,285
EAST LONGMEADOW                - Meadow Brook                        ,00870013,0,46,176,157,199,0,0,0,0,0,0,0,0,0,0,0,0,578
EAST LONGMEADOW                - Mountain View                       ,00870015,0,0,0,0,0,93,92,109,0,0,0,0,0,0,0,0,0,294
EASTHAM                        - Eastham Elementary                  ,00850005,0,0,30,39,48,61,53,55,0,0,0,0,0,0,0,0,0,286
EASTHAMPTON                    - Center School                       ,00860005,0,0,31,40,38,38,47,0,0,0,0,0,0,0,0,0,0,194
EASTHAMPTON                    - Easthampton High                    ,00860505,0,0,0,0,0,0,0,0,0,0,0,116,143,98,91,0,0,448
EASTHAMPTON                    - Maple                               ,00860010,0,39,32,35,29,34,52,0,0,0,0,0,0,0,0,0,0,221
EASTHAMPTON                    - Neil A Pepin                        ,00860020,0,0,30,37,34,40,45,0,0,0,0,0,0,0,0,0,0,186
EASTHAMPTON                    - Parsons                             ,00860015,0,0,23,31,31,26,23,0,0,0,0,0,0,0,0,0,0,134
EASTHAMPTON                    - White Brook Middle School           ,00860305,0,0,0,0,0,0,0,152,169,133,140,0,0,0,0,0,0,594
EASTON                         - Center School                       ,00880003,0,0,99,85,105,63,0,0,0,0,0,0,0,0,0,0,0,352
EASTON                         - Easton Junior High                  ,00880405,0,0,0,0,0,0,0,0,0,284,260,266,0,0,0,0,0,810
EASTON                         - F L Olmsted                         ,00880030,0,0,0,0,0,0,189,171,162,0,0,0,0,0,0,0,0,522
EASTON                         - H H Richardson School               ,00880025,0,0,0,0,0,68,125,110,134,0,0,0,0,0,0,0,0,437
EASTON                         - Moreau Hall                         ,00880020,0,0,75,96,93,70,0,0,0,0,0,0,0,0,0,0,0,334
EASTON                         - Oliver Ames High                    ,00880505,0,0,0,0,0,0,0,0,0,0,0,2,275,216,239,0,0,738
EASTON                         - Parkview Elementary                 ,00880015,0,48,111,134,120,93,0,0,0,0,0,0,0,0,0,0,0,506
EDGARTOWN                      - Edgartown Elementary                ,00890005,0,0,36,45,30,44,48,40,50,40,47,0,0,0,0,0,0,380
ERVING                         - Erving Elementary                   ,00910030,0,28,14,17,21,17,22,13,27,0,0,0,0,0,0,0,0,159
ESSEX AGR TECH                 - Essex Agr & Tech Inst               ,09130705,0,0,0,0,0,0,0,0,0,0,0,99,117,88,66,0,0,370
EVERETT                        - Adams ECC                           ,00930003,0,280,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322
EVERETT                        - Albert W Lewis                      ,00930040,0,0,0,21,26,32,44,32,0,0,0,0,0,0,0,0,0,155
EVERETT                        - Centre                              ,00930010,0,0,45,70,66,80,86,83,106,0,0,0,0,0,0,0,0,536
EVERETT                        - Devens                              ,00930011,0,39,32,65,45,72,60,53,0,0,0,0,0,0,0,0,0,366
EVERETT                        - Everett High                        ,00930505,0,50,0,0,0,0,0,0,0,0,0,459,367,381,335,0,0,"1,592"
EVERETT                        - Lafayette School                    ,00930038,0,0,105,139,129,139,133,117,136,112,125,0,0,0,0,0,0,"1,135"
EVERETT                        - Parlin School                       ,00930058,0,0,38,30,36,44,36,29,130,284,294,0,0,0,0,0,0,921
EVERETT                        - Webster                             ,00930060,0,0,54,50,64,70,73,80,71,0,0,0,0,0,0,0,0,462
FAIRHAVEN                      - East Fairhaven                      ,00940010,0,0,40,37,41,48,51,42,0,0,0,0,0,0,0,0,0,259
FAIRHAVEN                      - Fairhaven High                      ,00940505,0,0,0,0,0,0,0,0,0,0,0,177,173,153,127,0,0,630
FAIRHAVEN                      - Hastings Middle                     ,00940305,0,0,0,0,0,0,0,0,215,204,182,0,0,0,0,0,0,601
FAIRHAVEN                      - Leroy Wood                          ,00940030,0,0,21,31,35,33,43,51,0,0,0,0,0,0,0,0,0,214
FAIRHAVEN                      - Oxford                              ,00940015,0,0,34,36,45,57,46,41,0,0,0,0,0,0,0,0,0,259
FAIRHAVEN                      - Rogers                              ,00940020,0,0,47,45,46,46,54,51,0,0,0,0,0,0,0,0,0,289
FALL RIVER                     - A S LeTourneau                      ,00950085,0,0,43,47,38,34,48,54,0,0,0,0,0,0,0,0,0,264
FALL RIVER                     - B M C Durfee High                   ,00950505,0,0,0,0,0,0,0,0,0,0,0,"1,041",642,655,511,0,0,"2,849"
FALL RIVER                     - Boys Club Alt                       ,00950055,0,0,0,0,0,4,9,11,1,0,0,0,0,0,0,0,0,25
FALL RIVER                     - Brayton Avenue                      ,00950015,0,0,25,23,25,29,34,37,0,0,0,0,0,0,0,0,0,173
FALL RIVER                     - Charles V Carroll                   ,00950020,0,28,54,40,55,47,56,48,0,0,0,0,0,0,0,0,0,328
FALL RIVER                     - Coughlin                            ,00950030,0,0,40,22,26,26,31,30,0,0,0,0,0,0,0,0,0,175
FALL RIVER                     - Davol                               ,00950040,0,0,28,30,33,29,27,26,0,0,0,0,0,0,0,0,0,173
FALL RIVER                     - Edmond P Talbot Middle              ,00950305,0,0,0,0,0,0,0,0,278,244,267,0,0,0,0,0,0,789
FALL RIVER                     - Fall River Alt                      ,00950330,0,0,0,0,0,0,0,0,7,12,6,0,0,0,0,0,0,25
FALL RIVER                     - Fowler Elem                         ,00950060,0,0,20,25,23,24,27,23,14,0,0,0,0,0,0,0,0,156
FALL RIVER                     - Frank M Silvia                      ,00950067,0,64,38,49,49,30,36,51,0,0,0,0,0,0,0,0,0,317
FALL RIVER                     - Harriet T Healy                     ,00950070,0,0,37,39,36,49,25,29,0,0,0,0,0,0,0,0,0,215
FALL RIVER                     - Hector L Belisle                    ,00950010,0,0,22,21,21,27,26,26,21,0,0,0,0,0,0,0,0,164
FALL RIVER                     - Henry Lord Middle                   ,00950310,0,0,0,0,0,0,0,0,256,265,272,0,0,0,0,0,0,793
FALL RIVER                     - Highland                            ,00950075,0,13,28,27,29,28,27,27,0,0,0,0,0,0,0,0,0,179
FALL RIVER                     - Hugo A Dubuque                      ,00950050,0,0,32,22,25,21,29,26,0,0,0,0,0,0,0,0,0,155
FALL RIVER                     - James Tansey                        ,00950140,0,22,55,45,49,44,45,57,0,0,0,0,0,0,0,0,0,317
FALL RIVER                     - John J Doran                        ,00950045,0,0,13,21,33,47,2,49,1,0,0,0,0,0,0,0,0,166
FALL RIVER                     - John J Doran Annex                  ,00950046,0,0,46,16,16,20,63,26,0,0,0,0,0,0,0,0,0,187
FALL RIVER                     - Laurel Lake                         ,00950080,0,0,53,46,43,43,58,48,0,0,0,0,0,0,0,0,0,291
FALL RIVER                     - Leontine Lincoln                    ,00950090,0,0,39,41,44,49,39,47,0,0,0,0,0,0,0,0,0,259
FALL RIVER                     - Matthew J Kuss Middle               ,00950320,0,0,0,0,0,0,0,0,182,193,205,0,0,0,0,0,0,580
FALL RIVER                     - McCarrick                           ,00950021,0,0,18,23,19,18,28,19,0,0,0,0,0,0,0,0,0,125
FALL RIVER                     - Morton Middle                       ,00950315,0,0,0,0,0,0,0,0,243,258,231,0,0,0,0,0,0,732
FALL RIVER                     - N B Borden                          ,00950012,0,0,22,25,23,32,43,31,0,0,0,0,0,0,0,0,0,176
FALL RIVER                     - Osborn Street                       ,00950100,0,0,16,14,21,29,24,26,17,0,0,0,0,0,0,0,0,147
FALL RIVER                     - Ralph M Small                       ,00950125,0,0,40,50,49,44,48,49,0,0,0,0,0,0,0,0,0,280
FALL RIVER                     - Samuel Watson                       ,00950145,0,0,56,47,43,52,57,57,0,0,0,0,0,0,0,0,0,312
FALL RIVER                     - Slade                               ,00950120,0,0,44,34,39,48,46,52,36,0,0,0,0,0,0,0,0,299
FALL RIVER                     - Spencer Borden                      ,00950130,0,0,41,43,40,41,43,36,0,0,0,0,0,0,0,0,0,244
FALL RIVER                     - Stone                               ,00950135,0,48,15,20,12,0,0,0,0,0,0,0,0,0,0,0,0,95
FALL RIVER                     - Susan H Wixon                       ,00950160,0,0,72,52,57,43,51,49,0,0,0,0,0,0,0,0,0,324
FALL RIVER                     - The Learning Center                 ,00950110,0,26,25,17,7,0,0,0,0,0,0,0,0,0,0,0,0,75
FALL RIVER                     - Westall                             ,00950150,0,0,39,38,38,47,28,39,0,0,0,0,0,0,0,0,0,229
FALL RIVER                     - William Connell                     ,00950025,0,0,25,25,25,27,28,25,0,0,0,0,0,0,0,0,0,155
FALL RIVER                     - William J Wiley                     ,00950155,0,0,27,27,22,23,29,31,0,0,0,0,0,0,0,0,0,159
FALL RIVER                     - William S Greene                    ,00950065,0,12,39,21,31,22,28,19,0,0,0,0,0,0,0,0,0,172
FALMOUTH                       - East Falmouth Elem                  ,00960005,0,58,74,61,80,86,88,0,0,0,0,0,0,0,0,0,0,447
FALMOUTH                       - Falmouth High                       ,00960505,0,0,0,0,0,0,0,0,0,0,0,334,337,334,275,0,0,"1,280"
FALMOUTH                       - Lawrence                            ,00960405,0,0,0,0,0,0,0,0,0,389,431,0,0,0,0,0,0,820
FALMOUTH                       - Morse Pond School                   ,00960305,0,0,0,0,0,0,0,417,414,0,0,0,0,0,0,0,0,831
FALMOUTH                       - Mullen-Hall                         ,00960020,0,9,86,95,99,91,115,0,0,0,0,0,0,0,0,0,0,495
FALMOUTH                       - North Falmouth Elem                 ,00960030,0,0,100,97,92,110,113,0,0,0,0,0,0,0,0,0,0,512
FALMOUTH                       - Teaticket                           ,00960015,0,58,67,72,73,83,85,0,0,0,0,0,0,0,0,0,0,438
FARMINGTON RIVER REG           - Farmington River Elem               ,06620020,0,28,10,20,29,21,19,23,26,0,0,0,0,0,0,0,0,176
FITCHBURG                      - Academy Middle School               ,00970320,0,0,0,0,0,0,0,0,0,357,330,0,0,0,0,0,0,687
FITCHBURG                      - B F Brown Middle                    ,00970305,0,0,0,0,0,0,0,173,202,187,156,0,0,0,0,0,0,718
FITCHBURG                      - Crocker Elementary                  ,00970016,0,0,0,113,120,125,138,5,2,0,0,0,0,0,0,0,0,503
FITCHBURG                      - Fitchburg High                      ,00970505,0,0,0,0,0,0,0,0,0,0,0,520,301,299,295,0,0,"1,415"
FITCHBURG                      - Goodrich Kdg Ctr                    ,00970025,0,21,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234
FITCHBURG                      - McKay Campus-FSC                    ,00970030,0,27,55,86,103,87,89,0,0,0,0,0,0,0,0,0,0,447
FITCHBURG                      - Memorial Intermediate               ,00970048,0,0,0,0,0,0,0,362,363,0,0,0,0,0,0,0,0,725
FITCHBURG                      - Reingold                            ,00970043,0,12,19,165,157,158,147,0,0,0,0,0,0,0,0,0,0,658
FITCHBURG                      - South Fitchburg                     ,00970055,0,15,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
FITCHBURG                      - South Street                        ,00970060,0,46,102,157,159,165,164,1,0,2,1,1,0,0,1,0,0,799
FLORIDA                        - Abbott Memorial                     ,00980005,0,11,9,10,9,11,11,11,13,9,13,0,0,0,0,0,0,107
FOXBOROUGH                     - Charles Taylor Elem                 ,00990050,0,0,70,62,52,53,75,0,0,0,0,0,0,0,0,0,0,312
FOXBOROUGH                     - Foxborough High                     ,00990505,0,0,0,0,0,0,0,0,0,0,223,217,203,185,170,0,0,998
FOXBOROUGH                     - John J Ahern                        ,00990405,0,0,0,0,0,0,0,237,226,242,0,0,0,0,0,0,0,705
FOXBOROUGH                     - Mabelle M Burrell                   ,00990015,0,0,63,73,56,66,77,0,0,0,0,0,0,0,0,0,0,335
FOXBOROUGH                     - Vincent M Igo Elem                  ,00990020,0,93,68,75,103,92,87,0,0,0,0,0,0,0,0,0,0,518
FRAMINGHAM                     - Barbieri Elem                       ,01000035,0,0,89,94,97,83,100,98,0,0,0,0,0,0,0,0,0,561
FRAMINGHAM                     - Blocks Pre-School @ King            ,01000003,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
FRAMINGHAM                     - Brophy                              ,01000006,0,0,87,90,90,92,90,70,0,0,0,0,0,0,0,0,0,519
