SCHOOL,ORG CODE,UG,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,13,14,TOTAL
ADAMS-CHESHIRE                 - Hoosac Valley High                  ,06030505,0,0,0,0,0,0,0,0,0,0,0,144,152,145,110,0,0,551
ADAMS-CHESHIRE                 - Plunket Elementary                  ,06030020,0,0,87,113,114,92,108,112,0,0,0,0,0,0,0,0,0,626
AGAWAM                         - Agawam ECC                          ,00050003,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
AGAWAM                         - Agawam High                         ,00050505,0,0,0,0,0,0,0,0,0,0,0,312,327,317,299,0,0,"1,255"
AGAWAM                         - Agawam Junior High                  ,00050405,0,0,0,0,0,0,0,0,0,320,342,0,0,0,0,0,0,662
AGAWAM                         - Agawam Middle School                ,00050303,0,0,0,0,0,0,0,338,344,0,0,0,0,0,0,0,0,682
AGAWAM                         - Benjamin J Phelps                   ,00050020,0,0,75,80,87,83,101,0,0,0,0,0,0,0,0,0,0,426
AGAWAM                         - Clifford M Granger                  ,00050010,0,0,94,86,89,91,87,0,0,0,0,0,0,0,0,0,0,447
AGAWAM                         - James Clark School                  ,00050030,0,0,71,75,79,90,76,0,0,0,0,0,0,0,0,0,0,391
AGAWAM                         - Robinson Park                       ,00050025,0,0,64,63,71,68,87,0,0,0,0,0,0,0,0,0,0,353
AMESBURY                       - Amesbury Elementary                 ,00070005,0,51,20,110,114,114,113,0,0,0,0,0,0,0,0,0,0,522
AMESBURY                       - Amesbury High                       ,00070505,0,0,0,0,0,0,0,0,0,0,0,276,218,171,131,0,0,796
AMESBURY                       - Amesbury Middle                     ,00070013,0,0,0,0,0,0,0,244,197,259,212,0,0,0,0,0,0,912
AMESBURY                       - Charles C Cashman El                ,00070010,0,0,57,98,91,96,94,0,0,0,0,0,0,0,0,0,0,436
AMESBURY                       - Horace Mann                         ,00070003,0,4,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
AMHERST                        - Crocker Farm Elementary             ,00080009,0,0,41,41,37,47,46,58,71,0,0,0,0,0,0,0,0,341
AMHERST                        - Fort River Elementary               ,00080020,0,64,71,66,58,76,74,71,79,0,0,0,0,0,0,0,0,559
AMHERST                        - Marks Meadow Laboratory             ,00080030,0,0,19,21,33,33,25,26,25,0,0,0,0,0,0,0,0,182
AMHERST                        - Wildwood Elementary                 ,00080050,0,0,67,65,81,58,92,67,82,0,0,0,0,0,0,0,0,512
AMHERST-PELHAM                 - Amherst Regional High               ,06050505,0,0,0,0,0,0,0,0,0,0,0,363,345,358,299,0,0,"1,365"
AMHERST-PELHAM                 - Amherst Regional MS                 ,06050405,0,0,0,0,0,0,0,0,0,324,364,0,0,0,0,0,0,688
ANDOVER                        - Andover High                        ,00090505,0,0,0,0,0,0,0,0,0,0,0,445,395,405,381,0,0,"1,626"
ANDOVER                        - Andover West Middle                 ,00090310,0,0,0,0,0,0,0,0,217,256,207,0,0,0,0,0,0,680
ANDOVER                        - Bancroft Elementary                 ,00090003,0,0,77,72,105,110,111,123,0,0,0,0,0,0,0,0,0,598
ANDOVER                        - Doherty Middle                      ,00090305,0,0,0,0,0,0,0,0,278,248,265,0,0,0,0,0,0,791
ANDOVER                        - Henry C Sanborn Elem                ,00090010,0,0,73,81,78,87,85,86,0,0,0,0,0,0,0,0,0,490
ANDOVER                        - Shawsheen School                    ,00090005,0,32,109,73,73,0,0,0,0,0,0,0,0,0,0,0,0,287
ANDOVER                        - South Elementary                    ,00090020,0,0,81,104,108,112,110,102,0,0,0,0,0,0,0,0,0,617
ANDOVER                        - West Elementary                     ,00090025,0,0,85,92,112,154,180,193,0,0,0,0,0,0,0,0,0,816
ARLINGTON                      - Arlington High                      ,00100505,0,0,0,0,0,0,0,0,0,0,0,284,280,261,244,0,0,"1,069"
ARLINGTON                      - Brackett                            ,00100010,0,0,62,47,47,42,51,44,0,0,0,0,0,0,0,0,0,293
ARLINGTON                      - Cyrus E Dallin                      ,00100025,0,0,71,58,68,50,58,62,0,0,0,0,0,0,0,0,0,367
ARLINGTON                      - Hardy                               ,00100030,0,0,48,50,55,44,44,42,0,0,0,0,0,0,0,0,0,283
ARLINGTON                      - John A Bishop                       ,00100005,0,0,60,58,62,58,63,70,0,0,0,0,0,0,0,0,0,371
ARLINGTON                      - M Norcross Stratton                 ,00100055,0,0,55,52,48,31,43,39,0,0,0,0,0,0,0,0,0,268
ARLINGTON                      - Ottoson Middle                      ,00100410,0,0,0,0,0,0,0,0,345,345,320,0,0,0,0,0,0,"1,010"
ARLINGTON                      - Peirce                              ,00100045,0,0,33,37,41,40,32,31,0,0,0,0,0,0,0,0,0,214
ARLINGTON                      - Thompson                            ,00100050,0,0,59,52,57,57,49,66,0,0,0,0,0,0,0,0,0,340
ASHBURNHAM-WESTMINST           - Briggs Elem                         ,06100025,0,0,65,80,70,83,94,99,0,0,0,0,0,0,0,0,0,491
ASHBURNHAM-WESTMINST           - Meetinghouse School                 ,06100010,0,0,97,101,98,0,0,0,0,0,0,0,0,0,0,0,0,296
ASHBURNHAM-WESTMINST           - Oakmont Regional H S                ,06100505,0,0,0,0,0,0,0,0,0,0,0,200,186,185,171,0,0,745
ASHBURNHAM-WESTMINST           - Overlook Middle School              ,06100305,0,0,0,0,0,0,0,0,200,195,221,0,0,0,0,0,0,616
ASHBURNHAM-WESTMINST           - Westminster Elem                    ,06100005,0,44,0,0,0,102,105,114,0,0,0,0,0,0,0,0,0,365
ASHLAND                        - Ashland High                        ,00140505,0,0,0,0,0,0,0,0,0,0,0,153,149,151,134,0,0,587
ASHLAND                        - Ashland Middle                      ,00140405,0,0,0,0,0,0,0,0,0,199,170,0,0,0,0,0,0,369
ASHLAND                        - David Mindess                       ,00140015,0,0,0,0,0,0,201,193,188,0,0,0,0,0,0,0,0,582
ASHLAND                        - Henry E Warren Elem                 ,00140010,0,0,0,217,199,205,0,0,0,0,0,0,0,0,0,0,0,621
ASHLAND                        - William Pittaway Elem               ,00140005,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
ASSABET VALLEY RVSD            - Assabet Valley Voc H S              ,08010605,0,0,0,0,0,0,0,0,0,0,0,203,248,224,167,0,0,930
ATHOL-ROYALSTON                - Athol High                          ,06150505,0,0,0,0,0,0,0,0,0,0,0,166,151,147,133,0,0,597
ATHOL-ROYALSTON                - Athol Middle                        ,06150305,0,0,0,0,0,0,0,0,170,210,184,0,0,0,0,0,0,564
ATHOL-ROYALSTON                - Ellen Bigelow                       ,06150005,0,0,28,35,37,32,0,0,0,0,0,0,0,0,0,0,0,132
ATHOL-ROYALSTON                - Pleasant St                         ,06150016,0,0,31,42,39,27,42,50,0,0,0,0,0,0,0,0,0,231
ATHOL-ROYALSTON                - Riverbend                           ,06150020,0,0,0,0,2,0,85,135,0,0,0,0,0,0,0,0,0,222
ATHOL-ROYALSTON                - Royalston Community Sch             ,06150050,0,0,18,15,17,20,20,24,19,0,0,0,0,0,0,0,0,133
ATHOL-ROYALSTON                - Sanders Street                      ,06150025,0,0,34,38,36,30,0,0,0,0,0,0,0,0,0,0,0,138
ATHOL-ROYALSTON                - Silver Lake                         ,06150030,0,0,24,38,33,40,0,0,0,0,0,0,0,0,0,0,0,135
ATHOL-ROYALSTON                - The Learning Center                 ,06150060,0,33,3,1,0,1,0,3,0,7,4,0,0,0,0,0,0,52
ATLANTIS CHARTER SCH           - Atlantis CS                         ,04910550,0,0,86,69,69,70,69,67,72,64,20,0,0,0,0,0,0,586
ATTLEBORO                      - Attleboro High                      ,00160505,0,0,0,0,0,0,0,0,0,0,0,526,372,332,319,0,0,"1,549"
ATTLEBORO                      - Attleboro Voc Tech High             ,00160605,0,0,0,0,0,0,0,0,0,0,0,9,134,123,96,0,0,362
ATTLEBORO                      - Cyril K Brennan Middle              ,00160315,0,0,0,0,0,0,0,222,196,174,209,0,0,0,0,0,0,801
ATTLEBORO                      - Hill Roberts Elem                   ,00160045,0,0,0,99,106,109,111,0,0,0,0,0,0,0,0,0,0,425
ATTLEBORO                      - Hyman Fine Elem                     ,00160040,0,0,0,108,106,122,105,0,0,0,0,0,0,0,0,0,0,441
ATTLEBORO                      - Peter Thacher Elementary            ,00160050,0,125,255,100,118,107,84,0,0,0,0,0,0,0,0,0,0,789
ATTLEBORO                      - Robert J Coelho Middle              ,00160305,0,0,0,0,0,0,0,179,163,176,178,0,0,0,0,0,0,696
ATTLEBORO                      - Studley School                      ,00160001,0,0,287,109,101,100,87,0,0,0,0,0,0,0,0,0,0,684
ATTLEBORO                      - Wamsutta Middle                     ,00160320,0,0,0,0,0,0,0,203,168,200,173,0,0,0,0,0,0,744
ATTLEBORO                      - Willett                             ,00160035,0,0,0,90,100,94,111,0,0,0,0,0,0,0,0,0,0,395
AUBURN                         - Auburn Middle                       ,00170305,0,0,0,0,0,0,0,0,219,199,206,0,0,0,0,0,0,624
AUBURN                         - Auburn Senior High                  ,00170505,0,0,0,0,0,0,0,0,0,0,0,159,169,164,134,0,0,626
AUBURN                         - Bryn Mawr                           ,00170010,0,0,93,100,100,0,0,0,0,0,0,0,0,0,0,0,0,293
AUBURN                         - Julia Bancroft                      ,00170005,0,0,0,0,0,94,91,113,0,0,0,0,0,0,0,0,0,298
AUBURN                         - Mary D Stone                        ,00170025,0,70,101,92,89,0,0,0,0,0,0,0,0,0,0,0,0,352
AUBURN                         - Pakachoag                           ,00170015,0,0,0,0,0,108,112,94,0,0,0,0,0,0,0,0,0,314
AVON                           - Avon Middle High School             ,00180510,0,0,0,0,0,0,0,61,59,59,64,67,49,52,58,0,0,469
AVON                           - Ralph D Butler                      ,00180010,0,0,50,58,61,56,63,0,0,0,0,0,0,0,0,0,0,288
AYER                           - Ayer High                           ,00190510,0,0,0,0,0,0,0,0,0,0,0,94,86,97,74,0,0,351
AYER                           - Ayer Middle                         ,00190305,0,0,0,0,0,0,0,94,102,88,80,0,0,0,0,0,0,364
AYER                           - Hilltop-Page                        ,00190025,0,31,128,125,110,106,103,0,0,0,0,0,0,0,0,0,0,603
BARNSTABLE                     - Barnstable High                     ,00200505,0,0,0,0,0,0,0,0,0,0,0,584,503,430,457,0,0,"1,975"
BARNSTABLE                     - Centerville Elementary              ,00200010,0,0,77,78,70,83,90,2,0,0,0,0,0,0,0,0,0,400
BARNSTABLE                     - Cotuit Elem                         ,00200015,0,0,0,0,16,68,74,0,0,0,0,0,0,0,0,0,0,158
BARNSTABLE                     - Hyannis Elementary                  ,00200020,0,0,81,100,75,74,92,0,0,0,0,0,0,0,0,0,0,422
BARNSTABLE                     - Hyannis West Elementary             ,00200025,0,0,65,74,71,87,74,0,0,0,0,0,0,0,0,0,0,371
BARNSTABLE                     - Marston Mills East                  ,00200032,0,67,61,67,69,88,75,0,0,0,0,0,0,0,0,0,0,427
BARNSTABLE                     - Marstons Mills Elem                 ,00200030,0,0,54,73,36,0,0,0,0,0,0,0,0,0,0,0,0,163
BARNSTABLE                     - Middle Sch/Marston's Mill           ,00200310,0,0,0,0,0,0,0,0,289,241,248,0,0,0,0,0,0,778
BARNSTABLE                     - Middle School/Hyannis               ,00200305,0,0,0,0,0,0,0,0,282,309,307,0,0,0,0,0,0,898
BARNSTABLE                     - Osterville Bay Elementary           ,00200040,0,0,0,0,0,100,77,0,0,0,0,0,0,0,0,0,0,177
BARNSTABLE                     - Osterville Elementary               ,00200035,0,0,90,99,73,0,0,0,0,0,0,0,0,0,0,0,0,262
BARNSTABLE                     - West Barnstable Elem                ,00200005,0,0,45,53,63,57,61,0,0,0,0,0,0,0,0,0,0,279
Barnstable Grade 5 - Barnstable Grade 5 HMCS             ,04230010,0,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,0,614
BEDFORD                        - Bedford High                        ,00230505,0,0,0,0,0,0,0,0,0,0,0,191,168,168,144,0,0,671
BEDFORD                        - John Glenn Middle                   ,00230305,0,0,0,0,0,0,0,0,156,175,150,0,0,0,0,0,0,481
BEDFORD                        - Lt Elezer Davis                     ,00230010,0,0,174,167,181,0,0,0,0,0,0,0,0,0,0,0,0,522
BEDFORD                        - Lt Job Lane School                  ,00230012,0,0,0,0,0,163,176,164,0,0,0,0,0,0,0,0,0,503
BELCHERTOWN                    - Belchertown High                    ,00240505,0,0,0,0,0,0,0,0,0,0,0,166,131,139,120,0,0,556
BELCHERTOWN                    - Berkshire Avenue School             ,00240002,0,0,0,40,46,0,0,0,0,0,0,0,0,0,0,0,0,86
BELCHERTOWN                    - Chestnut Hill Community             ,00240004,0,0,0,0,0,0,0,0,217,190,189,0,0,0,0,0,0,596
BELCHERTOWN                    - Cold Spring                         ,00240005,0,0,186,77,71,0,0,0,0,0,0,0,0,0,0,0,0,334
BELCHERTOWN                    - Swift River Elem                    ,00240018,0,53,0,0,0,191,182,200,0,0,0,0,0,0,0,0,0,626
BELCHERTOWN                    - Tadgell Hall                        ,00240020,0,0,0,56,93,0,0,0,0,0,0,0,0,0,0,0,0,149
BELLINGHAM                     - Bellingham ECC                      ,00250003,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
BELLINGHAM                     - Bellingham Memorial Jr/Sr           ,00250505,0,0,0,0,0,0,0,0,0,229,214,212,165,166,141,0,0,"1,127"
BELLINGHAM                     - Clara Macy Elementary               ,00250009,0,0,64,55,48,63,54,59,60,0,0,0,0,0,0,0,0,403
BELLINGHAM                     - Primavera Jr/Sr H S                 ,00250510,0,0,0,0,0,0,0,0,0,5,6,9,16,8,6,0,0,50
BELLINGHAM                     - South Elem                          ,00250020,0,0,59,88,94,78,88,92,100,0,0,0,0,0,0,0,0,599
BELLINGHAM                     - Stall Brook                         ,00250025,0,0,52,89,67,87,61,80,91,0,0,0,0,0,0,0,0,527
BELMONT                        - Belmont High                        ,00260505,0,0,0,0,0,0,0,0,0,0,0,269,222,264,224,0,0,979
BELMONT                        - Daniel Butler                       ,00260015,0,0,49,53,56,53,67,0,0,0,0,0,0,0,0,0,0,278
BELMONT                        - Mary Lee Burbank                    ,00260010,0,0,52,56,52,53,61,0,0,0,0,0,0,0,0,0,0,274
BELMONT                        - Roger E Wellington                  ,00260035,0,0,87,78,103,86,89,0,0,0,0,0,0,0,0,0,0,443
BELMONT                        - Winn Brook                          ,00260005,0,50,64,74,82,88,65,0,0,0,0,0,0,0,0,0,0,423
BELMONT                        - Winthrop L Chenery Middle           ,00260305,0,0,0,0,0,0,0,318,286,270,292,0,0,0,0,0,0,"1,166"
BENJAMIN BANNEKER CH           - Benjamin Banneker CS                ,04200205,0,0,58,39,41,38,29,38,32,33,20,0,0,0,0,0,0,328
BENJAMIN FRANKLIN CH           - Ben Franklin Classical CS           ,04470205,0,0,40,43,43,46,44,48,46,39,40,0,0,0,0,0,0,389
BERKLEY                        - Berkley Community School            ,00270010,0,18,101,83,93,121,110,81,107,96,99,0,0,0,0,0,0,909
BERKSHIRE HILLS                - Housatonic Grammar                  ,06180015,0,0,21,24,27,22,0,0,0,0,0,0,0,0,0,0,0,94
BERKSHIRE HILLS                - Monument Mt Reg High                ,06180505,0,0,0,0,0,0,0,0,0,0,0,159,191,185,157,0,0,703
BERKSHIRE HILLS                - Searles Middle                      ,06180305,0,0,0,0,0,0,0,0,105,117,116,0,0,0,0,0,0,338
BERKSHIRE HILLS                - Stockbridge Plain                   ,06180030,0,6,16,19,17,35,95,105,0,0,0,0,0,0,0,0,0,293
BERKSHIRE HILLS                - Village                             ,06180025,0,0,15,14,12,10,0,0,0,0,0,0,0,0,0,0,0,51
BERKSHIRE HILLS                - William Cullen Bryant               ,06180005,0,0,30,28,32,40,0,0,0,0,0,0,0,0,0,0,0,130
BERLIN                         - Berlin Memorial                     ,00280005,0,0,35,36,34,29,41,29,29,0,0,0,0,0,0,0,0,233
BERLIN-BOYLSTON REG            - Tahanto Reg High                    ,06200505,0,0,0,0,0,0,0,0,0,84,79,71,71,64,67,0,0,436
BEVERLY                        - Abraham Edwards                     ,00300020,0,0,30,48,38,38,43,42,0,0,0,0,0,0,0,0,0,239
BEVERLY                        - Ayers@McKay/Ryal Side Sch           ,00300055,0,0,50,72,76,82,79,78,0,0,0,0,0,0,0,0,0,437
BEVERLY                        - Beverly High                        ,00300505,0,0,0,0,0,0,0,0,0,0,0,378,326,317,266,0,0,"1,287"
BEVERLY                        - Briscoe Middle                      ,00300305,0,0,0,0,0,0,0,0,200,208,186,0,0,0,0,0,0,594
BEVERLY                        - Centerville                         ,00300010,0,0,0,65,52,54,60,62,0,0,0,0,0,0,0,0,0,293
BEVERLY                        - Cove                                ,00300015,0,0,0,57,45,60,54,53,0,0,0,0,0,0,0,0,0,269
BEVERLY                        - Hannah Elementary                   ,00300033,0,0,49,63,68,64,56,79,0,0,0,0,0,0,0,0,0,379
BEVERLY                        - McKeown Elementary                  ,00300037,0,0,44,41,41,47,47,41,0,0,0,0,0,0,0,0,0,261
BEVERLY                        - Memorial Middle                     ,00300310,0,0,0,0,0,0,0,0,179,163,153,0,0,0,0,0,0,495
BEVERLY                        - North Beverly Elementary            ,00300040,0,0,32,46,31,41,37,41,0,0,0,0,0,0,0,0,0,228
BEVERLY                        - Patten Elementary School            ,00300060,0,54,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198
BILLERICA                      - Billerica Mem High Sch              ,00310505,0,0,0,0,0,0,0,0,0,0,0,416,364,336,336,0,0,"1,452"
BILLERICA                      - Eugene C Vining                     ,00310030,0,0,64,64,83,66,54,81,0,0,0,0,0,0,0,0,0,412
BILLERICA                      - Frederick J Dutile                  ,00310007,0,0,101,107,80,95,86,86,0,0,0,0,0,0,0,0,0,555
BILLERICA                      - Hajjar Elementary                   ,00310026,0,0,95,130,116,113,120,137,0,0,0,0,0,0,0,0,0,711
BILLERICA                      - John F Kennedy                      ,00310012,0,0,84,104,92,86,91,113,0,0,0,0,0,0,0,0,0,570
BILLERICA                      - Locke Middle                        ,00310310,0,0,0,0,0,0,0,0,235,233,222,0,0,0,0,0,0,690
BILLERICA                      - Marshall Middle School              ,00310305,0,0,0,0,0,0,0,0,288,342,300,0,0,0,0,0,0,930
BILLERICA                      - Parker                              ,00310015,0,0,93,99,82,119,89,71,0,0,0,0,0,0,0,0,0,553
BILLERICA                      - Thomas Ditson                       ,00310005,0,0,88,116,76,88,78,77,0,0,0,0,0,0,0,0,0,523
BLACKSTONE VALLEY RE           - Blackstone Valley                   ,08050605,0,0,0,0,0,0,0,0,0,0,0,219,219,208,196,0,0,842
BLACKSTONE-MILLVILLE           - A F Maloney                         ,06220015,0,0,0,0,0,0,152,140,144,0,0,0,0,0,0,0,0,436
BLACKSTONE-MILLVILLE           - Blackstone Millville RHS            ,06220505,0,0,0,0,0,0,0,0,0,0,0,161,156,114,108,0,0,539
BLACKSTONE-MILLVILLE           - Blackstone Millville RMS            ,06220405,0,0,0,0,0,0,0,0,0,187,200,0,0,0,0,0,0,387
BLACKSTONE-MILLVILLE           - John F Kennedy Elem                 ,06220008,0,0,124,130,117,141,0,0,0,0,0,0,0,0,0,0,0,512
BLACKSTONE-MILLVILLE           - Millville Elem                      ,06220010,0,76,71,59,48,51,57,60,37,0,0,0,0,0,0,0,0,459
BLUE HILLS VOC                 - Blue Hills Reg Voc Tech             ,08060605,0,0,0,0,0,0,0,0,0,0,0,205,233,200,180,0,0,875
BLUE HILLS VOC                 - Randolph Career Dev                 ,08060610,0,0,0,0,0,0,0,0,0,0,0,136,59,68,47,0,0,310
BOSTON                         - AGASSIZ,00350007,0,32,92,121,116,167,104,127,0,0,0,0,0,0,0,0,0,759
BOSTON                         - ALEXANDER HAMILTON,00350011,0,1,33,39,31,39,40,32,0,0,0,0,0,0,0,0,0,215
BOSTON                         - ANOTHER COURSE TO COLLEGE,00350541,0,0,0,0,0,0,0,0,0,0,0,0,0,24,55,0,0,79
BOSTON                         - BEETHOVEN,00350021,0,0,46,45,47,47,36,67,0,0,0,0,0,0,0,0,0,288
BOSTON                         - BLACKSTONE,00350390,0,35,126,127,124,115,144,120,0,0,0,0,0,0,0,0,0,791
BOSTON                         - BLUE HILL AVE ECC,00350010,0,62,68,67,0,0,0,0,0,0,0,0,0,0,0,0,0,197
BOSTON                         - Boston Adult Academy,00350548,0,0,0,0,0,0,0,0,0,0,0,0,4,70,98,0,0,172
BOSTON                         - BOSTON ARTS ACADEMY,00350546,0,0,0,0,0,0,0,0,0,0,0,78,88,88,67,0,0,321
BOSTON                         - BOSTON HIGH SCHOOL,00350650,0,0,0,0,0,0,0,0,0,0,0,221,167,131,110,0,0,629
BOSTON                         - BOSTON LATIN,00350560,0,0,0,0,0,0,0,0,0,390,415,415,382,380,325,0,0,"2,307"
BOSTON                         - BOSTON LATIN ACADEMY,00350545,0,0,0,0,0,0,0,0,0,330,269,319,270,237,210,0,0,"1,635"
BOSTON                         - BRIGHTON HIGH,00350505,0,0,0,0,0,0,0,0,0,0,0,353,298,245,247,0,0,"1,143"
BOSTON                         - CARTER DEVELOP DAY CARE,00350036,0,0,0,0,0,0,0,0,15,1,0,1,1,0,0,0,0,18
BOSTON                         - CHARLES H TAYLOR,00350054,0,6,56,119,106,103,102,112,0,0,0,0,0,0,0,0,0,604
BOSTON                         - CHARLES SUMNER,00350052,0,1,54,103,91,110,95,94,0,0,0,0,0,0,0,0,0,548
BOSTON                         - CHARLESTOWN HIGH,00350515,0,0,0,0,0,0,0,0,0,0,0,437,300,280,285,0,0,"1,302"
BOSTON                         - CLARENCE R EDWARDS MIDDLE,00350430,0,0,0,0,0,0,0,0,199,153,169,0,0,0,0,0,0,521
BOSTON                         - CURTIS GUILD,00350062,0,6,37,37,36,29,26,31,0,0,0,0,0,0,0,0,0,202
BOSTON                         - DANTE ALIGHIERI,00350066,0,0,23,23,27,25,21,24,0,0,0,0,0,0,0,0,0,143
BOSTON                         - DAVID A ELLIS,00350072,0,0,63,72,64,94,52,97,0,0,0,0,0,0,0,0,0,442
BOSTON                         - DEARBORN,00350074,0,0,0,0,0,0,0,0,172,136,141,0,0,0,0,0,0,449
BOSTON                         - DENNIS C HALEY,00350077,0,0,52,53,58,62,50,47,0,0,0,0,0,0,0,0,0,322
BOSTON                         - DONALD MCKAY,00350080,0,0,68,91,115,98,90,95,49,38,25,0,0,0,0,0,0,669
BOSTON                         - DORCHESTER HIGH,00350520,0,0,0,0,0,0,0,0,0,0,0,342,169,207,215,0,0,933
BOSTON                         - EAST BOSTON ECC,00350009,0,63,67,68,0,0,0,0,0,0,0,0,0,0,0,0,0,198
BOSTON                         - EAST BOSTON HIGH,00350530,0,0,0,0,0,0,0,0,0,0,0,542,261,309,221,0,0,"1,333"
BOSTON                         - EDWARD EVERETT,00350088,0,13,48,50,52,57,61,60,0,0,0,0,0,0,0,0,0,341
BOSTON                         - EGLESTON COMM HIGH SCHOOL,00350543,0,0,0,0,0,0,0,0,0,0,0,4,24,17,9,0,0,54
BOSTON                         - ELC - EAST ZONE,00350005,0,44,65,54,0,0,0,0,0,0,0,0,0,0,0,0,0,163
BOSTON                         - ELC - NORTH ZONE,00350003,0,45,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,82
BOSTON                         - ELC - WEST ZONE,00350006,0,41,41,38,0,0,0,0,0,0,0,0,0,0,0,0,0,120
BOSTON                         - ELIHU GREENWOOD,00350094,0,0,49,77,74,91,95,94,0,0,0,0,0,0,0,0,0,480
BOSTON                         - ELIOT ELEMENTARY,00350096,0,0,29,29,31,33,35,38,0,0,0,0,0,0,0,0,0,195
BOSTON                         - ELLIS MENDELL,00350100,0,6,25,21,48,53,28,50,0,0,0,0,0,0,0,0,0,231
BOSTON                         - EMILY A FIFIELD,00350102,0,0,47,68,69,72,55,58,0,0,0,0,0,0,0,0,0,369
BOSTON                         - EXPULSION ALT SCHOOL,00350580,0,0,0,0,0,0,0,0,0,0,0,4,9,10,8,0,0,31
BOSTON                         - FARRAGUT,00350108,0,0,28,46,47,51,61,54,0,0,0,0,0,0,0,0,0,287
BOSTON                         - FENWAY HIGH SCHOOL,00350540,0,0,0,0,0,0,0,0,0,0,0,68,67,65,55,0,0,255
BOSTON                         - FRANK V THOMPSON MIDDLE,00350114,0,0,0,0,0,0,0,0,197,139,134,0,0,0,0,0,0,470
BOSTON                         - FRANKLIN D ROOSEVELT,00350116,0,0,38,49,48,55,49,54,0,0,0,0,0,0,0,0,0,293
BOSTON                         - GEORGE H CONLEY,00350122,0,36,30,29,35,37,28,30,0,0,0,0,0,0,0,0,0,225
BOSTON                         - GROVER CLEVELAND,00350415,0,0,0,0,0,0,0,0,259,243,231,0,0,0,0,0,0,733
BOSTON                         - HARBOR SCHOOL,00350426,0,0,0,0,0,0,0,0,84,86,74,0,0,0,0,0,0,244
BOSTON                         - HARRIET A BALDWIN,00350129,0,0,28,35,41,39,36,29,0,0,0,0,0,0,0,0,0,208
BOSTON                         - HARVARD-KENT,00350200,0,12,63,82,83,100,70,64,0,0,0,0,0,0,0,0,0,474
BOSTON                         - HENRY GREW,00350135,0,0,42,50,51,52,49,50,0,0,0,0,0,0,0,0,0,294
BOSTON                         - HENRY L HIGGINSON,00350137,0,29,28,29,23,27,26,18,0,0,0,0,0,0,0,0,0,180
BOSTON                         - HORACE MANN,00350750,0,9,13,11,10,17,14,7,6,8,9,9,2,7,5,0,0,127
