DISTRICT,ORG CODE,UG,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,13,14,TOTAL
Silver Lake,07600000,0,0,0,0,0,0,0,0,0,491,544,547,457,393,358,0,0,"2,790"
Smith Leadership Academy Charter,04190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
So Middlesex Voc Tech Reg,08290000,0,0,0,0,0,0,0,0,0,0,0,200,206,175,179,0,0,760
So.Boston Harbor Academy Charter,04490000,0,0,0,0,0,0,0,43,44,43,45,33,30,0,0,0,0,238
Somerset,02730000,0,73,192,183,187,167,176,219,229,238,248,330,274,211,183,0,0,"2,910"
Somerville,02740000,0,170,421,463,452,426,406,424,461,376,429,565,430,394,383,0,0,"5,800"
South Hadley,02780000,0,74,133,139,164,163,181,195,192,181,187,167,169,169,178,0,0,"2,292"
South Shore Charter,04880000,0,0,37,31,36,29,20,35,30,35,22,25,21,11,10,0,0,342
South Shore Reg Voc Tech,08730000,0,0,0,0,0,0,0,0,0,0,0,154,149,110,119,0,0,532
Southampton,02750000,0,27,67,75,75,85,88,82,84,0,0,0,0,0,0,0,0,583
Southborough,02760000,0,17,169,200,150,183,165,173,167,152,138,0,0,0,0,0,0,"1,514"
Southbridge,02770000,0,94,208,229,208,238,218,231,227,241,216,195,156,106,122,0,0,"2,689"
Southeastern Reg Voc Tech,08720000,0,0,0,0,0,0,0,0,0,0,0,317,309,293,249,0,0,"1,168"
Southern Berkshire,07650000,0,40,112,57,79,78,77,72,77,76,75,72,80,66,51,0,0,"1,012"
Southern Worcester Cty VT,08760000,0,0,0,0,0,0,0,0,0,0,0,304,272,241,199,2,0,"1,018"
Southwick-Tolland,07660000,0,35,128,134,136,126,134,148,127,153,146,156,151,140,155,0,0,"1,869"
Spencer-E Brookfield,07670000,0,32,210,151,154,155,186,190,183,198,166,154,179,125,116,0,0,"2,199"
Springfield,02810000,0,844,"1,862","2,142","2,052","2,020","2,132","1,999","1,863","2,024","1,972","2,274","1,472","1,212","1,223",0,0,"25,091"
Stoneham,02840000,0,59,190,205,209,211,227,225,229,248,236,227,194,214,162,0,0,"2,836"
Stoughton,02850000,0,94,269,273,301,321,335,345,353,347,368,313,303,262,254,0,0,"4,138"
Sturbridge,02870000,0,49,90,107,113,122,118,114,135,0,0,0,0,0,0,0,0,848
Sturgis Charter,04890000,0,0,0,0,0,0,0,0,0,0,0,113,57,58,53,0,0,281
Sudbury,02880000,0,67,295,329,347,322,335,345,335,329,307,0,0,0,0,0,0,"3,011"
Sunderland,02890000,0,23,36,31,36,34,50,38,44,0,0,0,0,0,0,0,0,292
Sutton,02900000,0,21,142,139,117,143,140,144,131,132,119,109,92,100,85,0,0,"1,614"
Swampscott,02910000,0,0,174,172,131,140,197,179,186,229,204,160,221,192,183,0,0,"2,368"
Swansea,02920000,0,43,149,184,169,153,179,170,187,207,170,189,173,146,138,0,0,"2,257"
Tantasqua,07700000,0,0,0,0,0,0,0,0,0,293,290,273,281,254,248,0,0,"1,639"
Taunton,02930000,0,219,664,664,689,701,684,751,739,682,619,554,444,441,321,0,0,"8,172"
Tewksbury,02950000,0,98,362,393,416,401,371,387,418,412,354,292,251,205,193,0,0,"4,553"
Tisbury,02960000,0,0,23,39,36,40,35,33,47,42,44,0,0,0,0,0,0,339
Topsfield,02980000,0,6,96,98,100,106,124,90,1,0,0,0,0,0,0,0,0,621
Tri County,08780000,0,0,0,0,0,0,0,0,0,0,0,237,215,200,192,0,0,844
Triton,07730000,0,91,223,235,283,272,312,279,292,313,279,297,227,210,175,0,0,"3,488"
Truro,03000000,0,2,19,14,15,17,17,20,17,0,0,0,0,0,0,0,0,121
Tyngsborough,03010000,0,121,163,180,156,149,152,160,188,186,182,168,153,133,131,0,0,"2,222"
Up-Island Regional,07740000,0,0,40,47,39,49,50,61,57,45,60,0,0,0,0,0,0,448
Uphams Corner Charter,04900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper Cape Cod Voc Tech,08790000,0,0,0,0,0,0,0,0,0,0,0,165,145,144,119,0,0,573
Uxbridge,03040000,0,133,166,185,183,166,200,204,215,183,185,143,129,122,137,0,0,"2,351"
Wachusett,07750000,0,76,493,539,534,567,567,592,633,591,548,420,426,399,411,0,0,"6,796"
Wakefield,03050000,0,56,220,282,277,261,244,286,288,301,266,250,265,225,213,0,0,"3,434"
Wales,03060000,0,20,15,23,24,25,19,16,27,0,0,0,0,0,0,0,0,169
Walpole,03070000,0,114,246,285,268,289,298,320,306,312,289,256,231,217,223,0,0,"3,654"
Waltham,03080000,0,80,343,364,357,371,378,380,375,374,349,404,377,397,340,0,0,"4,889"
Ware,03090000,0,51,94,98,91,88,116,100,132,108,124,131,62,70,78,0,0,"1,343"
Wareham,03100000,0,32,250,276,280,264,287,279,323,329,302,281,234,173,195,0,0,"3,505"
Watertown,03140000,0,97,187,169,169,172,202,159,220,203,189,178,191,226,164,0,0,"2,526"
Wayland,03150000,0,1,186,245,221,249,241,242,262,244,231,206,214,193,191,0,0,"2,926"
Webster,03160000,0,0,146,122,148,133,161,149,145,157,150,137,119,134,100,0,0,"1,801"
Wellesley,03170000,0,22,349,345,348,328,325,338,288,296,301,255,224,247,217,0,0,"3,883"
Wellfleet,03180000,0,0,26,20,22,25,11,22,0,0,0,0,0,0,0,0,0,126
West Boylston,03220000,0,20,61,80,94,82,110,97,91,95,103,91,97,81,73,0,0,"1,175"
West Bridgewater,03230000,0,21,83,76,76,84,68,88,94,100,76,66,58,73,45,0,0,"1,008"
West Springfield,03320000,0,69,234,272,270,301,307,271,340,353,319,395,321,263,232,0,0,"3,947"
Westborough,03210000,0,68,233,240,228,278,306,283,294,287,270,249,221,230,186,0,0,"3,373"
Westfield,03250000,0,107,440,495,462,480,494,518,533,526,564,572,538,536,541,0,0,"6,806"
Westford,03260000,0,52,362,415,401,392,399,381,384,341,352,306,332,312,256,0,0,"4,685"
Westhampton,03270000,0,19,19,14,16,22,16,19,20,0,0,0,0,0,0,0,0,145
Weston,03300000,0,53,181,181,182,187,185,196,190,193,176,169,167,140,107,0,0,"2,307"
Westport,03310000,0,114,143,147,144,164,149,169,148,175,162,145,145,112,88,0,0,"2,005"
Westwood,03350000,0,14,191,225,224,220,215,219,216,207,202,173,172,159,162,0,0,"2,599"
Weymouth,03360000,0,283,491,546,504,549,550,551,602,591,553,504,502,438,438,0,0,"7,102"
Whately,03370000,0,10,16,18,20,22,17,20,18,0,0,0,0,0,0,0,0,141
Whitman-Hanson,07800000,0,149,330,337,349,333,392,373,370,394,364,318,284,270,286,0,0,"4,549"
Whittier Voc,08850000,0,0,0,0,0,0,0,0,0,0,0,390,351,300,291,0,0,"1,332"
Williamsburg,03400000,0,23,28,32,28,21,23,42,28,0,0,0,0,0,0,0,0,225
Williamstown,03410000,0,35,56,65,82,71,70,76,84,0,0,0,0,0,0,0,0,539
Wilmington,03420000,0,59,302,326,337,327,319,301,320,301,303,227,206,219,166,0,0,"3,713"
Winchendon,03430000,0,87,122,121,129,135,169,170,151,163,165,137,133,102,97,0,0,"1,881"
Winchester,03440000,0,55,246,290,264,281,279,280,318,270,262,230,228,197,219,0,0,"3,419"
Winthrop,03460000,0,44,153,156,166,168,180,187,160,210,186,121,144,100,106,0,3,"2,084"
Woburn,03470000,0,0,296,343,353,362,354,370,425,374,344,333,328,301,276,0,0,"4,459"
Worcester,03480000,0,882,"2,082","2,139","2,058","2,183","2,042","2,129","2,186","1,939","1,840","2,165","1,502","1,444","1,253",26,0,"25,871"
Wrentham,03500000,0,46,152,149,187,168,174,169,172,0,0,0,0,0,0,0,0,"1,217"
State Totals,00000000,0,"20,865","68,576","75,107","73,440","75,380","76,602","77,580","78,825","78,164","75,241","80,410","69,707","64,187","59,607",207,121,"974,015"
