DISTRICT,ORG CODE,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,TOTAL
Falmouth,00960000,110,269,326,282,300,286,297,280,251,256,255,217,208,170,5,"3,512"
Farmington River Reg,06620000,35,12,22,13,22,20,17,14,0,0,0,0,0,0,0,155
Fitchburg,00970000,152,420,440,392,420,364,385,396,378,398,349,264,324,296,3,"4,981"
Florida,00980000,19,10,4,9,5,8,11,11,12,15,0,0,0,0,0,104
Four Rivers Charter Public (District),04130000,0,0,0,0,0,0,0,0,36,36,35,36,36,29,0,208
Foxborough,00990000,81,172,175,194,188,204,229,214,231,245,222,197,209,216,0,"2,777"
Foxborough Regional Charter (District),04460000,0,96,106,112,112,110,108,112,106,110,78,63,57,32,0,"1,202"
Framingham,01000000,249,784,717,689,659,650,645,555,584,560,516,532,540,491,1,"8,172"
Francis W. Parker Charter Essential (District),04780000,0,0,0,0,0,0,0,0,66,65,61,72,60,72,0,396
Franklin,01010000,173,412,418,447,468,467,468,520,467,486,418,398,417,395,2,"5,956"
Franklin County Regional Vocational Technical,08180000,0,0,0,0,0,0,0,0,0,0,130,130,125,126,0,511
Freetown-Lakeville,06650000,77,221,224,202,244,244,245,261,255,301,217,224,191,200,0,"3,106"
Frontier,06700000,0,0,0,0,0,0,0,0,106,129,100,101,104,111,2,653
Gardner,01030000,86,215,179,190,183,199,183,192,188,202,190,174,172,167,8,"2,528"
Gateway,06720000,43,69,74,80,78,83,77,74,81,90,87,75,95,75,3,"1,084"
Georgetown,01050000,89,92,110,115,113,134,112,149,127,131,104,114,95,126,0,"1,611"
Gill-Montague,06740000,43,72,92,67,73,76,72,80,93,74,70,59,84,68,0,"1,023"
Global Learning Charter Public (District),04960000,0,0,0,0,0,0,79,79,107,81,53,23,26,19,0,467
Gloucester,01070000,76,250,233,250,201,201,242,210,208,226,276,284,219,215,0,"3,091"
Gloucester Community Arts Charter (District),04480000,0,0,0,8,19,12,23,24,26,25,0,0,0,0,0,137
Gosnold,01090000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
Grafton,01100000,82,212,241,274,226,243,250,247,221,231,177,184,158,153,6,"2,905"
Granby,01110000,30,67,62,77,64,74,80,86,93,91,85,92,94,96,4,"1,095"
Granville,01120000,0,15,11,16,12,14,15,20,15,28,0,0,0,0,0,146
Greater Fall River Regional Vocational Technical,08210000,0,0,0,0,0,0,0,0,0,0,366,343,324,317,0,"1,350"
Greater Lawrence Regional Vocational Technical,08230000,0,0,0,0,0,0,0,0,0,0,346,337,314,282,0,"1,279"
Greater Lowell Regional Vocational Technical,08280000,0,0,0,0,0,0,0,0,0,0,577,551,507,462,19,"2,116"
Greater New Bedford Regional Vocational Technical,08250000,0,0,0,0,0,0,0,0,0,0,563,566,527,484,0,"2,140"
Greenfield,01140000,101,196,188,195,146,164,176,176,191,189,115,98,83,90,4,"2,112"
Groton-Dunstable,06730000,60,133,157,182,190,196,213,227,232,230,214,213,230,203,1,"2,681"
Grove Hall Preparatory Charter School (District),04620000,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,72
Hadley,01170000,61,56,44,45,54,37,56,46,50,64,47,47,43,50,0,700
Halifax,01180000,0,69,78,72,85,88,89,116,0,0,0,0,0,0,0,597
Hamilton-Wenham,06750000,20,100,133,127,142,149,148,138,150,142,175,180,172,176,2,"1,954"
Hampden Charter School of Science (District),04990000,0,0,0,0,0,0,0,57,56,52,55,36,35,0,0,291
Hampden-Wilbraham,06800000,51,187,202,240,214,230,275,261,263,297,331,306,308,303,0,"3,468"
Hampshire,06830000,0,0,0,0,0,0,0,0,138,150,121,126,114,136,2,787
Hancock,01210000,7,7,5,5,7,4,7,4,0,0,0,0,0,0,0,46
Hanover,01220000,48,195,160,205,240,205,241,226,230,242,191,199,184,165,4,"2,735"
Harvard,01250000,20,69,62,85,86,85,86,108,110,106,117,106,115,105,0,"1,260"
Harwich,01260000,46,119,113,100,105,106,107,113,83,109,73,67,96,75,2,"1,314"
Hatfield,01270000,41,35,36,42,33,35,34,25,29,38,41,29,33,31,0,482
Haverhill,01280000,193,524,513,501,523,539,524,584,621,637,489,470,451,396,15,"6,980"
Hawlemont,06850000,16,8,5,10,15,11,17,14,0,0,0,0,0,0,0,96
Hill View Montessori Charter Public (District),04550000,0,34,34,33,32,33,32,32,35,31,0,0,0,0,0,296
Hilltown Cooperative Charter Public (District),04500000,0,18,18,19,19,19,19,20,16,17,0,0,0,0,0,165
Hingham,01310000,49,266,342,368,383,334,320,341,310,289,301,271,285,271,5,"4,135"
Holbrook,01330000,33,100,94,116,94,101,86,98,99,124,55,65,56,49,6,"1,176"
Holland,01350000,21,23,29,25,34,35,26,29,0,0,0,0,0,0,0,222
Holliston,01360000,89,198,187,218,210,235,216,221,217,224,188,199,212,227,1,"2,842"
Holyoke,01370000,218,446,417,438,403,360,419,404,412,421,668,527,380,364,0,"5,877"
Holyoke Community Charter (District),04530000,0,77,85,60,91,105,83,75,62,63,0,0,0,0,0,701
Hopedale,01380000,102,85,89,90,90,88,92,98,93,93,87,82,90,78,0,"1,257"
Hopkinton,01390000,48,179,248,234,298,257,266,268,252,295,270,290,237,272,0,"3,414"
Hudson,01410000,107,207,234,197,210,235,232,227,198,249,222,207,220,207,0,"2,952"
Hull,01420000,42,64,69,73,76,91,95,77,80,87,81,85,92,83,0,"1,095"
Innovation Academy Charter (District),04350000,0,0,0,0,0,0,103,101,102,99,73,55,34,44,0,611
Ipswich,01440000,48,143,134,155,173,152,148,151,198,157,160,171,157,165,2,"2,114"
King Philip,06900000,0,0,0,0,0,0,0,0,415,462,290,324,319,321,0,"2,131"
Kingston,01450000,0,146,154,173,176,189,162,169,0,0,0,0,0,0,0,"1,169"
KIPP Academy Lynn Charter (District),04290000,0,0,0,0,0,0,100,93,95,82,96,0,0,0,0,466
Lanesborough,01480000,21,27,22,32,39,30,44,30,0,0,0,0,0,0,0,245
Lawrence,01490000,380,960,"1,103","1,090","1,029","1,007",984,993,"1,030","1,005",998,888,737,665,31,"12,900"
Lawrence Family Development Charter (District),04540000,0,149,58,60,60,61,60,55,56,54,0,0,0,0,0,613
Lee,01500000,19,45,44,47,56,52,44,43,66,67,60,89,74,85,0,791
Leicester,01510000,86,129,102,154,122,138,134,133,137,136,129,130,120,128,0,"1,778"
Lenox,01520000,19,50,53,64,48,56,47,64,69,58,65,70,71,67,3,804
Leominster,01530000,167,467,437,471,465,450,443,528,452,454,500,458,474,415,0,"6,181"
Leverett,01540000,14,17,16,14,15,19,37,16,0,0,0,0,0,0,0,148
Lexington,01550000,23,389,482,481,469,493,501,546,515,547,465,479,506,501,0,"6,397"
Lincoln,01570000,118,127,120,120,119,120,92,118,117,98,0,0,0,0,0,"1,149"
Lincoln-Sudbury,06950000,0,0,0,0,0,0,0,0,0,0,390,400,402,407,2,"1,601"
Littleton,01580000,66,118,139,94,125,148,126,124,133,121,107,97,97,115,0,"1,610"
Longmeadow,01590000,39,159,187,203,205,236,217,230,227,265,247,231,250,257,0,"2,953"
Lowell,01600000,487,"1,257","1,100","1,102","1,058","1,043","1,018","1,114","1,109","1,080",838,810,749,767,16,"13,548"
Lowell Community Charter Public (District),04560000,0,126,99,99,118,102,89,44,0,0,0,0,0,0,0,677
Lowell Middlesex Academy Charter (District),04580000,0,0,0,0,0,0,0,0,0,0,21,14,47,30,0,112
Ludlow,01610000,65,158,190,204,220,199,202,219,230,210,263,262,234,228,2,"2,886"
Lunenburg,01620000,40,116,107,123,117,111,127,141,121,124,114,129,133,128,6,"1,637"
Lynn,01630000,266,"1,235","1,228","1,182","1,063","1,006",940,962,946,983,"1,028","1,012",959,908,13,"13,731"
Lynnfield,01640000,50,150,150,172,188,170,198,197,184,199,157,152,160,147,2,"2,276"
Ma Academy for Math and Science,04680000,0,0,0,0,0,0,0,0,0,0,0,0,46,45,0,91
Malden,01650000,311,479,511,500,503,482,501,515,471,467,572,412,419,401,28,"6,572"
Manchester Essex Regional,06980000,35,99,112,124,122,122,113,109,118,125,121,126,110,113,0,"1,549"
Mansfield,01670000,108,272,299,319,373,355,366,370,389,372,339,353,380,362,6,"4,663"
Marblehead,01680000,35,227,247,254,261,239,235,211,269,243,249,258,207,230,5,"3,170"
Marblehead Community Charter Public (District),04640000,0,0,0,0,0,45,49,46,46,44,0,0,0,0,0,230
Marion,01690000,21,56,65,73,59,63,69,67,0,0,0,0,0,0,0,473
Marlborough,01700000,144,411,402,388,359,387,406,346,322,291,317,289,305,218,12,"4,597"
Marshfield,01710000,147,265,324,362,328,350,344,367,361,355,360,341,323,355,6,"4,588"
Martha's Vineyard Charter (District),04660000,0,15,16,11,16,13,14,18,21,16,6,8,15,13,0,182
Marthas Vineyard,07000000,0,0,0,0,0,0,0,0,0,0,171,165,180,152,1,669
Martin Luther King Jr. Charter School of Excellence (District),04920000,0,64,63,63,63,66,69,0,0,0,0,0,0,0,0,388
Masconomet,07050000,0,0,0,0,0,0,0,0,366,390,331,345,303,328,1,"2,064"
Mashpee,01720000,67,121,144,139,151,133,144,130,125,130,121,103,114,115,0,"1,737"
MATCH Charter Public School (District),04690000,0,0,0,0,0,0,0,78,87,76,78,55,52,47,0,473
MATCH Community Day Charter Public School (District),04650000,51,0,0,49,0,0,0,0,0,0,0,0,0,0,0,100
Mattapoisett,01730000,22,59,68,69,75,71,64,84,0,0,0,0,0,0,0,512
Maynard,01740000,50,119,104,130,123,113,106,105,93,90,69,83,69,67,2,"1,323"
Medfield,01750000,50,173,179,201,199,214,225,233,239,249,201,233,237,227,0,"2,860"
Medford,01760000,83,422,415,389,338,320,400,386,333,385,376,372,317,329,7,"4,872"
Medway,01770000,61,140,160,191,158,211,202,222,209,215,190,185,221,203,0,"2,568"
Melrose,01780000,260,242,264,261,280,296,294,273,291,293,270,245,233,277,1,"3,780"
Mendon-Upton,07100000,66,172,155,192,201,214,228,199,196,213,177,189,184,175,7,"2,568"
Methuen,01810000,144,525,551,576,578,556,584,570,591,619,449,488,422,426,19,"7,098"
Middleborough,01820000,55,277,266,286,278,261,262,281,281,311,223,194,223,175,0,"3,373"
Middleton,01840000,72,90,91,85,123,110,123,112,0,0,0,0,0,0,0,806
Milford,01850000,158,326,343,320,318,302,317,315,309,331,279,309,269,253,3,"4,152"
Millbury,01860000,83,130,151,144,138,145,118,129,133,135,145,131,111,115,0,"1,808"
Millis,01870000,70,100,114,114,119,122,99,124,98,113,103,104,85,87,0,"1,452"
Milton,01890000,96,304,336,352,332,296,312,323,258,276,238,239,275,249,0,"3,886"
Minuteman Regional Vocational Technical,08300000,0,0,0,0,0,0,0,0,0,0,199,178,120,151,0,648
Mohawk Trail,07170000,56,50,55,63,72,56,79,73,85,117,93,77,90,80,3,"1,049"
Monson,01910000,55,72,76,106,104,95,107,119,115,125,87,84,86,83,1,"1,315"
Montachusett Regional Vocational Technical,08320000,0,0,0,0,0,0,0,0,0,0,382,374,350,329,0,"1,435"
Mount Greylock,07150000,0,0,0,0,0,0,0,0,90,91,88,116,89,107,4,585
Mystic Valley Regional Charter (District),04700000,0,150,138,120,120,120,120,119,113,119,106,84,78,82,0,"1,469"
Nahant,01960000,27,25,17,29,33,22,28,23,0,0,0,0,0,0,0,204
Nantucket,01970000,26,107,104,98,93,112,93,105,95,100,124,93,86,94,0,"1,330"
Narragansett,07200000,39,90,85,85,90,104,134,128,126,140,107,102,124,110,2,"1,466"
Nashoba,07250000,98,244,238,271,266,251,272,286,273,286,264,253,249,240,10,"3,501"
Nashoba Valley Regional Vocational Technical,08520000,0,0,0,0,0,0,0,0,0,0,179,171,167,169,0,686
Natick,01980000,87,420,406,381,419,433,382,383,355,374,330,331,322,316,8,"4,947"
Nauset,06600000,0,0,0,0,0,0,0,169,192,207,250,255,196,252,4,"1,525"
Needham,01990000,73,398,383,447,416,429,491,437,413,419,394,367,375,361,6,"5,409"
Neighborhood House Charter (District),04440000,41,41,42,40,40,39,41,42,38,36,0,0,0,0,0,400
New Bedford,02010000,609,"1,223","1,247","1,162","1,079","1,021",889,824,960,988,811,484,766,488,0,"12,551"
New Leadership Charter (District),04710000,0,0,0,0,0,0,0,100,91,88,69,65,43,39,0,495
New Salem-Wendell,07280000,17,18,17,15,20,18,14,21,0,0,0,0,0,0,0,140
Newburyport,02040000,80,163,179,155,168,157,195,180,174,176,189,164,186,166,2,"2,334"
Newton,02070000,199,893,939,956,924,"1,026",943,924,871,865,884,916,859,859,21,"12,079"
Norfolk,02080000,56,105,115,122,129,158,134,149,0,0,0,0,0,0,0,968
Norfolk County Agricultural,09150000,0,0,0,0,0,0,0,0,0,0,124,121,121,123,0,489
North Adams,02090000,121,132,118,102,107,111,110,96,105,113,115,98,116,105,5,"1,554"
North Andover,02110000,101,307,323,355,393,363,397,398,359,364,351,347,303,326,0,"4,687"
North Attleborough,02120000,142,313,333,349,364,386,403,414,379,401,316,309,305,273,6,"4,693"
North Brookfield,02150000,11,47,41,48,40,52,50,49,35,46,38,37,37,32,0,563
North Central Charter Essential (District),04740000,0,0,0,0,0,0,0,0,57,64,76,60,58,43,0,358
North Middlesex,07350000,82,273,235,272,298,292,281,316,314,341,275,251,279,273,3,"3,785"
North Reading,02170000,63,148,206,186,214,221,230,237,205,221,173,190,167,175,0,"2,636"
North Shore Regional Vocational Technical,08540000,0,0,0,0,0,0,0,0,0,0,125,118,124,100,0,467
Northampton,02100000,56,163,203,204,187,178,191,205,216,220,246,216,220,199,0,"2,704"
Northampton-Smith Vocational Agricultural,04060000,0,0,0,0,0,0,0,0,0,0,103,111,105,115,0,434
Northboro-Southboro,07300000,0,0,0,0,0,0,0,0,0,0,348,382,367,343,6,"1,446"
Northborough,02130000,29,199,196,197,230,208,212,194,238,223,0,0,0,0,0,"1,926"
Northbridge,02140000,121,216,197,237,197,195,191,214,178,199,182,180,170,138,3,"2,618"
Northeast Metropolitan Regional Vocational Technical,08530000,0,0,0,0,0,0,0,0,0,0,330,322,306,293,0,"1,251"
Northern Berkshire Regional Vocational Technical,08510000,0,0,0,0,0,0,0,0,0,0,128,124,112,106,0,470
Norton,02180000,88,181,199,186,207,202,211,208,232,231,166,201,172,186,0,"2,670"
Norwell,02190000,41,132,156,173,164,212,201,188,209,193,180,158,184,145,0,"2,336"
Norwood,02200000,93,279,295,264,252,263,222,254,237,257,284,254,292,226,4,"3,476"
Oak Bluffs,02210000,5,45,42,29,53,43,31,34,60,45,0,0,0,0,0,387
Old Colony Regional Vocational Technical,08550000,0,0,0,0,0,0,0,0,0,0,160,145,138,129,0,572
Old Rochester,07400000,0,0,0,0,0,0,0,0,232,226,178,163,167,185,0,"1,151"
Orange,02230000,79,68,80,101,93,94,109,111,0,0,0,0,0,0,0,735
Orleans,02240000,20,30,31,38,22,34,33,0,0,0,0,0,0,0,0,208
Oxford,02260000,64,151,150,150,153,152,169,165,146,172,136,125,132,143,0,"2,008"
Palmer,02270000,27,114,122,120,140,131,132,124,125,141,94,103,106,103,0,"1,582"
Pathfinder Regional Vocational Technical,08600000,0,0,0,0,0,0,0,0,0,0,181,165,161,143,8,658
Peabody,02290000,205,448,478,433,444,410,430,421,470,469,446,487,451,445,7,"6,044"
Pelham,02300000,0,15,17,17,16,19,20,19,0,0,0,0,0,0,0,123
Pembroke,02310000,52,219,241,252,256,241,275,320,273,260,253,250,213,221,2,"3,328"
Pentucket,07450000,85,191,204,226,256,259,237,261,266,258,221,189,190,187,2,"3,032"
Petersham,02340000,0,18,18,17,16,17,14,15,0,0,0,0,0,0,0,115
Phoenix Charter Academy (District),04930000,0,0,0,0,0,0,0,0,0,0,75,44,39,23,0,181
Pioneer Charter School of Science (District),04940000,0,0,0,0,0,0,0,0,47,72,65,54,49,34,0,321
Pioneer Valley,07500000,47,60,72,61,86,79,73,94,105,106,98,83,83,79,0,"1,126"
Pioneer Valley Chinese Immersion Charter(District),04970000,0,44,44,47,41,19,13,15,11,7,0,0,0,0,0,241
Pioneer Valley Performing Arts Charter Public (District),04790000,0,0,0,0,0,0,0,0,68,68,62,65,65,69,0,397
Pittsfield,02360000,180,501,469,463,473,427,411,382,425,394,481,522,410,443,0,"5,981"
Plainville,02380000,69,121,98,116,88,112,109,116,0,0,0,0,0,0,0,829
Plymouth,02390000,184,606,621,602,642,661,568,540,558,614,649,605,631,506,11,"7,998"
