DISTRICT,ORG CODE,UG,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,13,14,TOTAL
OLD ROCHESTER                 ,07400000,0,0,0,0,0,0,0,0,0,226,217,190,180,167,170,0,0,"1,150"
ORANGE                        ,02230000,0,73,105,108,102,90,104,134,133,0,0,0,0,0,0,0,0,849
ORLEANS                       ,02240000,0,0,34,45,38,37,47,54,0,0,0,0,0,0,0,0,0,255
OXFORD                        ,02260000,0,57,160,165,180,180,158,176,170,165,196,147,164,114,135,0,1,"2,168"
PALMER                        ,02270000,0,52,152,191,162,203,190,166,182,166,180,191,141,139,136,0,0,"2,251"
PATHFINDER VOC TECH           ,08600000,0,0,0,0,0,0,0,0,0,0,0,171,179,176,119,0,0,645
PEABODY                       ,02290000,0,94,497,553,553,536,536,525,553,532,495,473,465,457,373,0,0,"6,642"
PELHAM                        ,02300000,0,0,15,18,14,18,21,24,17,0,0,0,0,0,0,0,0,127
PEMBROKE                      ,02310000,0,0,236,227,284,252,261,280,255,0,0,0,0,0,0,0,0,"1,795"
PENTUCKET                     ,07450000,0,109,248,289,250,258,284,310,279,279,277,256,228,227,199,0,0,"3,493"
PETERSHAM                     ,02340000,0,2,16,15,17,12,19,15,15,0,0,0,0,0,0,0,0,111
PIONEER VALLEY                ,07500000,0,62,62,64,65,75,82,107,77,97,121,78,77,59,71,0,0,"1,097"
PIONEER VALLEY PERF           ,04790000,0,0,0,0,0,0,0,0,0,0,0,64,77,78,62,0,0,281
PITTSFIELD                    ,02360000,0,194,489,527,482,501,536,541,504,514,545,617,476,485,400,14,0,"6,825"
PLAINVILLE                    ,02380000,0,44,113,104,109,103,101,97,95,0,0,0,0,0,0,0,0,766
PLYMOUTH                      ,02390000,0,157,661,703,744,763,753,673,688,681,685,761,627,620,474,2,0,"8,992"
PLYMPTON                      ,02400000,0,0,32,37,36,47,46,41,37,0,0,0,0,0,0,0,0,276
PROVINCETOWN                  ,02420000,0,23,19,12,19,16,25,12,25,27,30,31,39,20,24,0,0,322
QUABBIN                       ,07530000,0,56,207,209,242,253,259,252,282,261,294,265,261,191,150,0,0,"3,182"
QUABOAG REGIONAL              ,07780000,0,86,105,102,110,105,128,137,151,149,124,109,87,77,68,0,0,"1,538"
QUINCY                        ,02430000,0,254,560,694,645,656,658,713,718,691,666,747,721,605,550,0,0,"8,878"
RALPH C MAHAR                 ,07550000,0,0,0,0,0,0,0,0,0,147,143,154,113,114,82,0,0,753
RANDOLPH                      ,02440000,0,70,250,325,316,327,360,386,379,370,356,307,253,268,213,0,0,"4,180"
READING                       ,02460000,0,0,341,305,308,356,357,369,331,339,357,309,321,272,246,0,0,"4,211"
REVERE                        ,02480000,0,245,358,476,458,529,484,511,523,522,468,492,331,293,251,0,0,"5,941"
RICHMOND                      ,02490000,0,0,10,12,23,19,18,25,29,19,18,0,0,0,0,0,0,173
RISING TIDE CHARTER           ,04830000,0,0,0,0,0,0,0,47,51,47,50,0,0,0,0,0,0,195
RIVER VALLEY CHARTER          ,04820000,0,0,0,26,36,34,19,39,36,0,0,0,0,0,0,0,0,190
ROBERT M. HUGHES CHA          ,04510000,0,0,21,23,20,22,20,18,18,0,0,0,0,0,0,0,0,142
ROCHESTER                     ,02500000,0,11,61,71,67,64,75,86,72,0,0,0,0,0,0,0,0,507
ROCKLAND                      ,02510000,0,78,197,232,236,205,240,245,200,254,221,202,211,181,174,0,0,"2,876"
ROCKPORT                      ,02520000,0,0,70,54,76,97,95,85,111,96,114,58,76,71,61,0,0,"1,064"
ROWE                          ,02530000,0,7,7,5,4,6,10,5,10,0,0,0,0,0,0,0,0,54
ROXBURY PREP CHARTER          ,04840000,0,0,0,0,0,0,0,0,68,61,0,0,0,0,0,0,0,129
S.BOSTON HARBOR ACAD          ,04490000,0,0,0,0,0,0,0,42,40,43,42,33,0,0,0,0,0,200
SABIS FOXBORO REG'L           ,04460000,0,0,69,71,68,65,75,68,77,59,38,24,28,0,0,0,0,642
SABIS INTERNATIONAL           ,04410000,0,0,70,135,151,103,106,116,91,90,90,72,73,32,47,0,0,"1,176"
SALEM                         ,02580000,0,174,418,350,437,451,420,427,451,386,335,364,302,258,234,0,0,"5,007"
SANDWICH                      ,02610000,0,57,312,314,310,318,344,337,362,350,327,313,264,221,238,0,0,"4,067"
SAUGUS                        ,02620000,0,75,231,288,273,254,292,259,258,292,276,243,205,225,207,0,0,"3,378"
SAVOY                         ,02630000,0,12,2,6,4,9,8,7,0,0,0,0,0,0,0,0,0,48
SCITUATE                      ,02640000,0,23,250,256,247,273,251,293,243,258,267,163,205,204,168,0,0,"3,101"
SEEKONK                       ,02650000,0,19,134,164,165,162,174,200,199,209,199,164,147,140,149,0,0,"2,225"
SEVEN HILLS CHARTER           ,04860000,0,0,72,79,68,57,84,85,84,82,53,0,0,0,0,0,0,664
SHARON                        ,02660000,0,0,251,250,264,262,255,290,277,262,285,272,266,249,243,0,0,"3,426"
SHAWSHEEN VALLEY VOC          ,08710000,0,0,0,0,0,0,0,0,0,0,0,313,298,278,256,0,0,"1,145"
SHERBORN                      ,02690000,0,0,56,77,62,85,88,81,0,0,0,0,0,0,0,0,0,449
SHIRLEY                       ,02700000,0,60,82,81,83,78,82,80,78,63,88,0,0,0,0,0,0,775
SHREWSBURY                    ,02710000,0,135,393,422,473,402,401,435,389,368,366,291,283,252,209,9,0,"4,828"
SHUTESBURY                    ,02720000,0,25,24,25,11,26,28,35,30,0,0,0,0,0,0,0,0,204
SILVER LAKE                   ,07600000,0,0,0,0,0,0,0,0,0,553,561,572,429,415,349,0,0,"2,879"
SO MIDDLESEX VOC TEC          ,08290000,0,0,0,0,0,0,0,0,0,0,0,196,152,186,188,27,0,749
SOMERSET                      ,02730000,0,73,175,174,160,160,208,217,224,243,209,374,219,200,208,0,0,"2,844"
SOMERVILLE                    ,02740000,0,160,477,488,457,438,443,470,406,461,461,583,468,402,367,0,0,"6,081"
SOMERVILLE CHARTER S          ,04870000,0,0,46,87,101,80,89,80,54,55,43,27,16,14,13,0,0,705
SOUTH HADLEY                  ,02780000,0,58,137,163,169,185,188,188,174,192,195,177,177,185,155,0,0,"2,343"
SOUTH SHORE CHARTER           ,04880000,0,0,32,41,31,23,30,40,37,26,33,15,14,13,17,0,0,352
SOUTH SHORE REG VOC           ,08730000,0,0,0,0,0,0,0,0,0,0,0,158,127,128,102,0,0,515
SOUTHAMPTON                   ,02750000,0,26,66,69,81,84,84,82,88,0,0,0,0,0,0,0,0,580
SOUTHBOROUGH                  ,02760000,0,0,171,156,183,165,170,167,151,133,152,0,0,0,0,0,0,"1,448"
SOUTHBRIDGE                   ,02770000,0,0,230,200,240,221,225,233,236,216,208,195,118,138,97,0,0,"2,557"
SOUTHEASTERN REG VOC          ,08720000,0,0,0,0,0,0,0,0,0,0,0,312,307,276,259,0,0,"1,154"
SOUTHERN BERKSHIRE            ,07650000,0,39,98,81,77,77,76,81,80,68,84,90,78,59,53,0,0,"1,041"
SOUTHERN WORCESTER C          ,08760000,0,0,0,0,0,0,0,0,0,0,0,298,276,236,206,1,0,"1,017"
SOUTHWICK-TOLLAND             ,07660000,0,33,129,139,129,138,149,126,158,143,143,160,144,162,138,0,0,"1,891"
SPENCER-E BROOKFIELD          ,07670000,0,77,152,166,157,182,181,182,179,167,162,203,152,115,116,0,0,"2,191"
SPRINGFIELD                   ,02810000,0,781,"2,036","2,313","2,180","2,227","2,183","2,030","2,121","2,053","1,916","2,216","1,797","1,439","1,234",0,0,"26,526"
STONEHAM                      ,02840000,0,124,189,205,223,229,226,231,251,242,224,210,204,171,175,0,0,"2,904"
STOUGHTON                     ,02850000,0,75,259,302,327,326,362,356,348,366,362,312,265,263,264,0,0,"4,187"
STURBRIDGE                    ,02870000,0,39,105,119,119,117,105,125,116,0,0,0,0,0,0,0,0,845
STURGIS CHARTER SCHO          ,04890000,0,0,0,0,0,0,0,0,0,0,0,55,75,70,0,0,0,200
SUDBURY                       ,02880000,0,61,295,334,318,326,344,337,320,307,298,0,0,0,0,0,0,"2,940"
SUNDERLAND                    ,02890000,0,23,27,34,36,44,39,47,22,0,0,0,0,0,0,0,0,272
SUTTON                        ,02900000,0,60,144,118,143,141,145,134,138,121,126,110,117,76,82,0,0,"1,655"
SWAMPSCOTT                    ,02910000,0,0,164,163,135,198,178,183,195,200,194,229,203,200,146,0,0,"2,388"
SWANSEA                       ,02920000,0,46,176,170,151,175,170,177,206,174,198,203,169,125,155,0,0,"2,295"
TANTASQUA                     ,07700000,0,0,0,0,0,0,0,0,0,295,289,282,277,278,226,1,0,"1,648"
TAUNTON                       ,02930000,0,226,639,701,709,696,729,714,709,669,626,499,504,499,332,18,0,"8,270"
TEWKSBURY                     ,02950000,0,72,363,431,410,369,377,428,412,356,363,290,218,210,169,0,0,"4,468"
TISBURY                       ,02960000,0,5,38,37,40,37,32,44,45,51,35,0,0,0,0,0,0,364
TOPSFIELD                     ,02980000,0,74,93,101,102,111,124,89,102,0,0,0,0,0,0,0,0,796
TRI COUNTY                    ,08780000,0,0,0,0,0,0,0,0,0,0,0,247,227,215,184,0,0,873
TRITON                        ,07730000,0,142,245,277,279,308,283,293,315,272,315,251,244,175,188,0,0,"3,587"
TRURO                         ,03000000,0,0,14,15,18,16,20,19,24,0,0,0,0,0,0,0,0,126
TYNGSBOROUGH                  ,03010000,0,88,149,174,154,155,163,184,174,187,186,152,146,132,110,0,0,"2,154"
UP-ISLAND REGIONAL            ,07740000,0,0,42,35,43,44,59,54,45,63,56,0,0,0,0,0,0,441
UPPER CAPE COD VOC T          ,08790000,0,0,0,0,0,0,0,0,0,0,0,163,154,133,114,28,0,592
UXBRIDGE                      ,03040000,0,151,187,186,169,199,218,208,185,192,173,132,125,143,99,6,0,"2,373"
WACHUSETT                     ,07750000,0,50,504,528,530,547,584,639,621,545,554,415,408,409,379,0,10,"6,723"
WAKEFIELD                     ,03050000,0,52,244,286,254,245,278,286,298,262,297,272,240,236,237,0,0,"3,487"
WALES                         ,03060000,0,28,22,25,25,19,16,30,32,0,0,0,0,0,0,0,0,197
WALPOLE                       ,03070000,0,116,274,266,299,292,322,313,319,293,295,236,222,227,213,0,0,"3,687"
WALTHAM                       ,03080000,0,82,396,382,401,396,398,392,374,364,386,383,391,378,345,0,0,"5,068"
WARE PUBLIC SCHOOLS           ,03090000,0,51,113,99,92,116,103,136,109,123,99,90,82,91,79,0,0,"1,383"
WAREHAM                       ,03100000,0,28,254,315,269,286,282,328,322,301,324,289,208,234,190,0,0,"3,630"
WATERTOWN                     ,03140000,0,93,175,180,176,203,152,211,208,201,198,202,238,175,172,0,0,"2,584"
WAYLAND                       ,03150000,0,0,232,219,241,242,244,251,245,228,207,220,207,202,172,0,0,"2,910"
WEBSTER                       ,03160000,0,79,124,161,123,170,145,160,147,153,173,143,142,104,80,0,0,"1,904"
WELLESLEY                     ,03170000,0,0,351,351,332,328,333,289,312,298,259,230,249,222,219,0,0,"3,773"
WELLFLEET                     ,03180000,0,0,22,21,24,13,21,30,0,0,0,0,0,0,0,0,0,131
WEST BOYLSTON                 ,03220000,0,16,68,96,78,109,93,85,98,102,90,102,84,78,70,0,0,"1,169"
WEST BRIDGEWATER              ,03230000,0,20,67,78,86,54,91,91,86,76,95,77,69,48,66,0,0,"1,004"
WEST SPRINGFIELD              ,03320000,0,59,232,273,325,318,278,328,365,321,345,410,309,264,260,0,0,"4,087"
WESTBOROUGH                   ,03210000,0,35,232,217,279,298,284,302,281,274,245,218,230,191,183,0,0,"3,269"
WESTFIELD                     ,03250000,0,114,423,457,466,501,513,524,500,549,497,546,539,569,488,0,0,"6,686"
WESTFORD                      ,03260000,0,47,372,401,394,395,379,392,336,359,302,338,323,270,237,0,0,"4,545"
WESTHAMPTON                   ,03270000,0,18,18,17,22,19,19,20,21,0,0,0,0,0,0,0,0,154
WESTON                        ,03300000,0,7,172,186,182,183,196,193,198,181,179,174,143,107,119,0,0,"2,220"
WESTPORT                      ,03310000,0,91,133,143,153,143,165,155,160,165,165,158,128,100,117,0,0,"1,976"
WESTWOOD                      ,03350000,0,0,223,223,218,210,220,213,215,208,176,170,170,163,144,0,0,"2,553"
WEYMOUTH                      ,03360000,0,268,545,532,566,564,553,607,585,519,544,515,471,480,380,0,0,"7,129"
WHATELY                       ,03370000,0,12,21,23,21,18,16,15,19,0,0,0,0,0,0,0,0,145
WHITMAN-HANSON                ,07800000,0,153,312,344,310,383,363,369,395,363,367,303,296,288,238,0,0,"4,484"
WHITTIER VOC                  ,08850000,0,0,0,0,0,0,0,0,0,0,0,379,334,325,287,0,0,"1,325"
WILLIAMSBURG                  ,03400000,0,21,34,30,19,25,42,30,36,0,0,0,0,0,0,0,0,237
WILLIAMSTOWN                  ,03410000,0,36,69,80,74,69,74,72,81,0,0,0,0,0,0,0,0,555
WILMINGTON                    ,03420000,0,56,310,332,338,310,300,325,308,319,307,213,233,182,172,0,0,"3,705"
WINCHENDON                    ,03430000,0,86,125,120,136,174,171,159,162,170,165,164,134,115,90,0,0,"1,971"
WINCHESTER                    ,03440000,0,68,249,254,273,278,276,310,262,261,226,245,239,223,200,0,0,"3,364"
WINTHROP                      ,03460000,0,51,151,157,173,184,180,163,202,183,171,173,128,119,101,1,1,"2,138"
WOBURN                        ,03470000,0,78,334,373,358,376,387,440,379,357,407,362,319,297,297,0,0,"4,764"
WORCESTER                     ,03480000,0,848,"2,146","2,204","2,216","2,115","2,145","2,140","2,091","1,883","1,820","2,073","1,448","1,376","1,274",41,8,"25,828"
WRENTHAM                      ,03500000,0,45,127,185,163,176,168,170,149,0,0,0,0,0,0,0,0,"1,183"
State Totals,00000000,0,"19,938","70,647","75,699","75,747","77,718","77,876","79,622","78,852","76,606","74,510","79,570","69,447","64,689","57,994",600,78,"979,593"
