SCHOOL,ORG CODE,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,TOTAL
Amesbury - Amesbury High,00070505,0,0,0,0,0,0,0,0,0,0,171,158,178,161,6,674
Amesbury - Amesbury Middle,00070013,0,0,0,0,0,0,200,194,176,193,0,0,0,0,0,763
Amesbury - Charles C Cashman El,00070010,29,107,107,114,103,94,0,0,0,0,0,0,0,0,0,554
Amesbury Academy Charter Public School - Academy of Strategic Learning Charter School,04150505,0,0,0,0,0,0,0,0,0,1,9,14,13,13,0,50
Amherst - Crocker Farm Elementary,00080009,63,53,52,33,34,37,40,29,0,0,0,0,0,0,0,341
Amherst - Fort River Elementary,00080020,0,51,57,54,64,64,73,71,0,0,0,0,0,0,0,434
Amherst - Marks Meadow Elementary School,00080030,0,25,23,31,19,24,25,31,0,0,0,0,0,0,0,178
Amherst - Wildwood Elementary,00080050,0,43,46,59,58,55,58,49,0,0,0,0,0,0,0,368
Amherst-Pelham - Amherst Regional High,06050505,0,0,0,0,0,0,0,0,0,0,294,287,295,292,0,"1,168"
Amherst-Pelham - Amherst Regional MS,06050405,0,0,0,0,0,0,0,0,248,245,0,0,0,0,0,493
Andover - Andover High,00090505,0,0,0,0,0,0,0,0,0,0,490,441,442,426,0,"1,799"
Andover - Andover West Middle,00090310,0,0,0,0,0,0,0,172,178,179,0,0,0,0,0,529
Andover - Bancroft Elementary,00090003,0,56,83,80,81,81,88,0,0,0,0,0,0,0,0,469
Andover - Doherty Middle,00090305,0,0,0,0,0,0,0,197,178,174,0,0,0,0,0,549
Andover - Henry C Sanborn Elem,00090010,0,48,56,57,56,65,73,0,0,0,0,0,0,0,0,355
Andover - High Plain Elementary,00090004,0,72,87,81,99,88,97,0,0,0,0,0,0,0,0,524
Andover - Shawsheen School,00090005,74,72,73,63,0,0,0,0,0,0,0,0,0,0,0,282
Andover - South Elementary,00090020,0,88,79,97,113,98,101,0,0,0,0,0,0,0,0,576
Andover - West Elementary,00090025,4,61,86,96,137,137,156,0,0,0,0,0,0,0,0,677
Andover - Wood Hill Middle School,00090350,0,0,0,0,0,0,0,128,136,139,0,0,0,0,0,403
Arlington - Arlington High,00100505,0,0,0,0,0,0,0,0,0,0,312,280,304,266,0,"1,162"
Arlington - Brackett,00100010,0,62,83,63,77,77,79,0,0,0,0,0,0,0,0,441
Arlington - Cyrus E Dallin,00100025,0,73,73,69,66,66,54,0,0,0,0,0,0,0,0,401
Arlington - Hardy,00100030,0,69,59,65,60,45,53,0,0,0,0,0,0,0,0,351
Arlington - John A Bishop,00100005,0,53,75,67,64,42,55,0,0,0,0,0,0,0,0,356
Arlington - M Norcross Stratton,00100055,0,75,62,47,51,55,40,0,0,0,0,0,0,0,0,330
Arlington - Menotomy Preschool,00100038,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
Arlington - Ottoson Middle,00100410,0,0,0,0,0,0,0,359,367,334,0,0,0,0,0,"1,060"
Arlington - Peirce,00100045,0,39,47,37,42,36,36,0,0,0,0,0,0,0,0,237
Arlington - Thompson,00100050,0,63,47,55,58,51,42,0,0,0,0,0,0,0,0,316
Ashburnham-Westminster - Briggs Elem,06100025,0,76,70,73,62,84,80,0,0,0,0,0,0,0,0,445
Ashburnham-Westminster - Meetinghouse School,06100010,46,64,110,0,0,0,0,0,0,0,0,0,0,0,0,220
Ashburnham-Westminster - Oakmont Regional H S,06100505,0,0,0,0,0,0,0,0,0,0,184,203,177,174,10,748
Ashburnham-Westminster - Overlook Middle School,06100305,0,0,0,0,0,0,0,196,195,174,0,0,0,0,0,565
Ashburnham-Westminster - Westminster Elem,06100005,0,0,0,99,92,112,107,0,0,0,0,0,0,0,0,410
Ashland - Ashland High,00140505,0,0,0,0,0,0,0,0,0,0,190,192,168,173,0,723
Ashland - Ashland Middle,00140405,0,0,0,0,0,0,0,214,173,209,0,0,0,0,0,596
Ashland - David Mindess,00140015,0,0,0,0,199,191,206,0,0,0,0,0,0,0,0,596
Ashland - Henry E Warren Elem,00140010,120,0,203,211,0,0,0,0,0,0,0,0,0,0,0,534
Ashland - William Pittaway Elem,00140005,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,191
Assabet Valley Regional Vocational Technical - Assabet Valley Voc HS,08010605,0,0,0,0,0,0,0,0,0,0,269,258,238,198,0,963
Athol-Royalston - Athol High,06150505,0,0,0,0,0,0,0,0,0,0,145,83,134,95,8,465
Athol-Royalston - Athol-Royalston Middle School,06150305,0,0,0,0,0,0,69,118,137,124,0,0,0,0,0,448
Athol-Royalston - Ellen Bigelow,06150005,0,0,0,0,2,2,2,9,3,1,3,5,1,3,0,31
Athol-Royalston - Pleasant St,06150016,44,42,36,47,23,53,0,0,0,0,0,0,0,0,0,245
Athol-Royalston - Riverbend,06150020,0,21,22,21,20,50,21,0,0,0,0,0,0,0,0,155
Athol-Royalston - Royalston Community Sch,06150050,2,25,22,23,24,27,21,21,0,0,0,0,0,0,0,165
Athol-Royalston - Sanders Street,06150025,0,47,42,41,43,0,0,0,0,0,0,0,0,0,0,173
Atlantis Charter (District) - Atlantis Charter School,04910550,0,90,69,71,68,70,95,94,96,80,0,0,0,0,0,733
Attleboro - A. Irvin Studley Elementary School,00160001,0,89,76,92,80,95,0,0,0,0,0,0,0,0,0,432
Attleboro - Attleboro High,00160505,0,0,0,0,0,0,0,0,0,0,469,453,430,404,0,"1,756"
Attleboro - Cyril K. Brennan Middle School,00160315,0,0,0,0,0,0,138,165,134,145,0,0,0,0,0,582
Attleboro - Early Learning Center,00160008,152,5,0,0,0,0,0,0,0,0,0,0,0,0,0,157
Attleboro - Hill-Roberts Elementary School,00160045,0,93,105,95,108,74,0,0,0,0,0,0,0,0,0,475
Attleboro - Hyman Fine Elementary School,00160040,0,93,86,86,78,86,0,0,0,0,0,0,0,0,0,429
Attleboro - Peter Thacher Elementary School,00160050,0,100,92,90,92,89,0,0,0,0,0,0,0,0,0,463
Attleboro - Robert J. Coelho Middle School,00160305,0,0,0,0,0,0,157,164,171,164,0,0,0,0,0,656
Attleboro - Thomas E. Willett School,00160035,0,93,91,80,63,71,0,0,0,0,0,0,0,0,0,398
Attleboro - Wamsutta Middle School,00160320,0,0,0,0,0,0,141,133,155,156,0,0,0,0,0,585
Auburn - Auburn Middle,00170305,0,0,0,0,0,0,0,165,189,196,0,0,0,0,0,550
Auburn - Auburn Senior High,00170505,0,0,0,0,0,0,0,0,0,0,186,209,172,196,3,766
Auburn - Bryn Mawr,00170010,0,87,76,86,0,0,0,0,0,0,0,0,0,0,0,249
Auburn - Julia Bancroft,00170005,0,0,0,0,86,79,94,0,0,0,0,0,0,0,0,259
Auburn - Mary D Stone,00170025,48,78,83,88,0,0,0,0,0,0,0,0,0,0,0,297
Auburn - Pakachoag,00170015,0,0,0,0,98,100,80,0,0,0,0,0,0,0,0,278
Avon - Avon Middle High School,00180510,0,0,0,0,0,0,0,0,68,65,63,62,42,48,1,349
Avon - Ralph D Butler,00180010,11,50,52,51,53,60,61,61,0,0,0,0,0,0,0,399
Ayer - Ayer High,00190510,0,0,0,0,0,0,0,0,0,0,87,95,82,101,0,365
Ayer - Ayer Middle,00190305,0,0,0,0,0,0,0,95,81,68,0,0,0,0,0,244
Ayer - Page-Hilltop,00190025,37,99,79,79,112,92,90,0,0,0,0,0,0,0,0,588
Barnstable - Barnstable Early Learning Center,00200004,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
Barnstable - Barnstable High,00200505,0,0,0,0,0,0,0,0,0,413,456,449,399,387,16,"2,120"
Barnstable - Barnstable Intermediate School,00200315,0,0,0,0,0,0,0,424,389,0,0,0,0,0,0,813
Barnstable - Centerville Elementary,00200010,0,57,68,50,62,0,0,0,0,0,0,0,0,0,0,237
Barnstable - Hyannis West Elementary,00200025,0,66,79,83,84,0,0,0,0,0,0,0,0,0,0,312
Barnstable - West Barnstable Elem,00200005,0,58,61,67,65,0,0,0,0,0,0,0,0,0,0,251
Barnstable - West Villages Elementary School,00200045,0,116,99,110,120,0,0,0,0,0,0,0,0,0,0,445
Barnstable Community Horace Mann Charter Public (District) - Barnstable Community Horace Mann Charter Publ,04270010,0,59,93,98,85,0,0,0,0,0,0,0,0,0,0,335
Barnstable Horace Mann Charter (District) - Barnstable Horace Mann Charter School,04230010,0,0,0,0,0,421,372,0,0,0,0,0,0,0,0,793
Bedford - Bedford High,00230505,12,0,0,0,0,0,0,0,0,0,221,197,189,162,0,781
Bedford - John Glenn Middle,00230305,0,0,0,0,0,0,0,176,196,186,0,0,0,0,0,558
Bedford - Lt Elezer Davis,00230010,18,189,153,166,0,0,0,0,0,0,0,0,0,0,0,526
Bedford - Lt Job Lane School,00230012,0,0,0,0,186,185,193,0,0,0,0,0,0,0,0,564
Belchertown - Belchertown High,00240505,0,0,0,0,0,0,0,0,0,0,219,178,197,160,6,760
Belchertown - Chestnut Hill Community School,00240006,0,0,0,0,0,206,190,194,0,0,0,0,0,0,0,590
Belchertown - Cold Spring,00240005,25,181,0,0,0,0,0,0,0,0,0,0,0,0,0,206
Belchertown - Jabish Middle School,00240025,0,0,0,0,0,0,0,0,217,233,0,0,0,0,0,450
Belchertown - Swift River Elem,00240018,0,0,200,190,214,0,0,0,0,0,0,0,0,0,0,604
Bellingham - Bellingham ECC,00250003,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
Bellingham - Bellingham High School,00250505,0,0,0,0,0,0,0,0,0,0,188,193,178,188,1,748
Bellingham - Bellingham Memorial Middle School,00250315,0,0,0,0,0,0,194,206,220,188,0,0,0,0,0,808
Bellingham - Clara Macy Elementary,00250009,0,53,70,48,54,47,0,0,0,0,0,0,0,0,0,272
Bellingham - Primavera Jr/Sr H S,00250510,0,0,0,0,0,0,0,0,0,0,4,11,9,6,0,30
Bellingham - South Elem,00250020,0,90,97,94,72,76,0,0,0,0,0,0,0,0,0,429
Bellingham - Stall Brook,00250025,0,47,49,54,51,43,0,0,0,0,0,0,0,0,0,244
Belmont - Belmont High,00260505,0,0,0,0,0,0,0,0,0,0,265,284,293,277,0,"1,119"
Belmont - Daniel Butler,00260015,0,87,61,73,72,46,0,0,0,0,0,0,0,0,0,339
Belmont - Mary Lee Burbank,00260010,0,69,64,68,67,74,0,0,0,0,0,0,0,0,0,342
Belmont - Roger E Wellington,00260035,0,89,97,85,75,113,0,0,0,0,0,0,0,0,0,459
Belmont - Winn Brook,00260005,71,85,92,92,93,98,0,0,0,0,0,0,0,0,0,531
Belmont - Winthrop L Chenery Middle,00260305,0,0,0,0,0,0,304,314,274,292,0,0,0,0,0,"1,184"
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,0,59,56,56,59,43,29,24,0,0,0,0,0,0,0,326
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public Sc,04470205,0,45,47,48,48,47,51,53,50,43,0,0,0,0,0,432
Berkley - Berkley Community School,00270010,79,89,89,86,87,83,0,0,0,0,0,0,0,0,0,513
Berkley - Berkley Middle School,00270305,0,0,0,0,0,0,108,108,101,91,0,0,0,0,0,408
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public,04140305,0,0,0,0,0,0,0,34,56,43,46,18,13,6,0,216
Berkshire Hills - Monument Mt Reg High,06180505,0,0,0,0,0,0,0,0,0,0,121,152,146,176,4,599
Berkshire Hills - Monument Valley Regional Middle School,06180310,0,0,0,0,0,0,82,85,98,104,0,0,0,0,0,369
Berkshire Hills - Muddy Brook Regional Elementary School,06180035,21,98,71,60,74,85,0,0,0,0,0,0,0,0,0,409
Berlin - Berlin Memorial,00280005,7,31,27,26,21,34,38,28,0,0,0,0,0,0,0,212
Berlin-Boylston - Tahanto Reg High,06200505,0,0,0,0,0,0,0,0,73,80,61,73,68,89,0,444
Beverly - Ayers/Ryal Side Sch,00300055,42,68,82,62,64,64,65,0,0,0,0,0,0,0,0,447
Beverly - Beverly High,00300505,0,0,0,0,0,0,0,0,0,0,338,308,274,318,5,"1,243"
Beverly - Briscoe Middle,00300305,0,0,0,0,0,0,0,311,310,323,0,0,0,0,0,944
Beverly - Centerville Elementary,00300010,0,76,57,68,60,69,56,0,0,0,0,0,0,0,0,386
Beverly - Cove Elementary,00300015,65,93,61,83,47,69,69,0,0,0,0,0,0,0,0,487
Beverly - Hannah Elementary,00300033,0,75,55,56,59,69,61,0,0,0,0,0,0,0,0,375
Beverly - North Beverly Elementary,00300040,0,43,57,65,69,84,69,0,0,0,0,0,0,0,0,387
Billerica - Billerica Memorial High School,00310505,130,0,0,0,0,0,0,0,0,0,366,397,350,351,4,"1,598"
Billerica - Eugene C Vining,00310030,0,34,47,59,41,42,49,0,0,0,0,0,0,0,0,272
Billerica - Frederick J Dutile,00310007,0,55,59,74,62,77,87,0,0,0,0,0,0,0,0,414
Billerica - Hajjar Elementary,00310026,0,83,73,107,88,84,105,0,0,0,0,0,0,0,0,540
Billerica - John F Kennedy,00310012,0,58,71,82,90,82,78,0,0,0,0,0,0,0,0,461
Billerica - Locke Middle,00310310,0,0,0,0,0,0,0,231,231,229,0,0,0,0,0,691
Billerica - Marshall Middle School,00310305,0,0,0,0,0,0,0,262,289,270,0,0,0,0,0,821
Billerica - Parker,00310015,0,62,68,64,64,71,62,0,0,0,0,0,0,0,0,391
Billerica - Thomas Ditson,00310005,0,110,119,128,135,136,124,0,0,0,0,0,0,0,0,752
Blackstone Valley Regional Vocational Technical - Blackstone Valley,08050605,0,0,0,0,0,0,0,0,0,0,298,293,279,266,0,"1,136"
Blackstone-Millville - A F Maloney,06220015,0,0,0,0,0,110,120,0,0,0,0,0,0,0,0,230
Blackstone-Millville - Blackstone Millville RHS,06220505,0,0,0,0,0,0,0,0,0,0,159,140,115,130,0,544
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,0,0,0,0,0,0,0,168,138,194,0,0,0,0,0,500
Blackstone-Millville - John F Kennedy Elem,06220008,0,115,104,121,108,0,0,0,0,0,0,0,0,0,0,448
Blackstone-Millville - Millville Elem,06220010,60,44,50,43,51,37,57,0,0,0,0,0,0,0,0,342
Blue Hills Regional Vocational Technical - Blue Hills Reg Voc Tech,08060605,0,0,0,0,0,0,0,0,0,0,222,220,204,196,0,842
Boston - Agassiz,00350007,31,75,87,84,71,73,71,0,0,0,0,0,0,0,0,492
Boston - Another Course To College,00350541,0,0,0,0,0,0,0,0,0,0,49,52,53,53,0,207
Boston - Baldwin ELC,00350003,63,36,41,0,0,0,0,0,0,0,0,0,0,0,0,140
Boston - Beethoven,00350021,44,46,45,48,52,50,0,0,0,0,0,0,0,0,0,285
Boston - Blackstone,00350390,60,91,86,89,88,82,73,0,0,0,0,0,0,0,0,569
Boston - Boston Adult Academy,00350548,0,0,0,0,0,0,0,0,0,0,2,16,53,149,0,220
Boston - Boston Arts Academy,00350546,0,0,0,0,0,0,0,0,0,0,116,115,115,83,1,430
Boston - Boston Community Leadership Academy,00350558,0,0,0,0,0,0,0,0,0,0,133,112,101,83,2,431
Boston - Boston International  High School,00350507,0,0,0,0,0,0,0,0,0,0,35,56,85,26,0,202
Boston - Boston Latin,00350560,0,0,0,0,0,0,0,0,369,404,413,423,389,397,0,"2,395"
Boston - Boston Latin Academy,00350545,0,0,0,0,0,0,0,0,304,275,316,313,294,257,0,"1,759"
Boston - Boston Middle School Academy,00350413,0,0,0,0,0,0,0,1,3,8,0,0,0,0,0,12
Boston - Boston Teachers Union School,00350012,22,27,24,22,0,0,0,47,0,0,0,0,0,0,0,142
Boston - Brighton High,00350505,0,0,0,0,0,0,0,0,0,0,315,249,292,344,8,"1,208"
Boston - Brook Farm Business and Service Career Academ,00350576,0,0,0,0,0,0,0,0,0,0,98,88,73,80,3,342
Boston - Carter Developmental Center,00350036,0,0,0,0,0,1,0,1,0,5,1,1,3,6,6,24
Boston - Charles H Taylor,00350054,26,76,81,72,79,67,75,0,0,0,0,0,0,0,0,476
Boston - Charles Sumner,00350052,38,78,81,92,74,74,66,0,0,0,0,0,0,0,0,503
Boston - Charlestown High,00350515,0,0,0,0,0,0,0,0,0,0,224,213,194,236,34,901
Boston - Clarence R Edwards Middle,00350430,0,0,0,0,0,0,0,224,167,105,0,0,0,0,0,496
Boston - Community Academy,00350518,0,0,0,0,0,0,0,0,0,0,5,16,14,18,0,53
Boston - Community Academy of Science and Health,00350581,0,0,0,0,0,0,0,0,0,0,124,51,139,64,0,378
Boston - Curley K-8 School,00350020,52,59,54,52,50,52,53,105,81,109,0,0,0,0,0,667
Boston - Curtis Guild,00350062,0,53,51,55,49,48,41,0,0,0,0,0,0,0,0,297
Boston - Dante Alighieri,00350066,0,22,19,25,22,21,21,0,0,0,0,0,0,0,0,130
Boston - David A Ellis,00350072,31,43,54,56,54,36,41,0,0,0,0,0,0,0,0,315
Boston - Dearborn,00350074,0,0,0,0,0,0,0,67,83,137,0,0,0,0,0,287
Boston - Dennis C Haley,00350077,21,43,43,41,43,41,44,0,0,0,0,0,0,0,0,276
Boston - Donald Mckay,00350080,0,65,73,92,97,102,101,68,54,59,0,0,0,0,0,711
Boston - Dorchester Academy,00350651,0,0,0,0,0,0,0,0,0,0,133,124,104,68,2,431
Boston - Dr. Catherine Ellison-Rosa Parks Early Ed Sch,00350008,51,31,56,50,0,0,0,0,0,0,0,0,0,0,0,188
Boston - East Boston ECC,00350009,59,54,54,0,0,0,0,0,0,0,0,0,0,0,0,167
Boston - East Boston High,00350530,0,0,0,0,0,0,0,0,0,0,386,334,274,368,23,"1,385"
Boston - Edison K-8,00350375,34,44,55,56,55,68,56,118,102,116,0,0,0,0,0,704
Boston - Edward Everett,00350088,11,37,39,42,45,47,39,0,0,0,0,0,0,0,0,260
Boston - Egleston Comm High School,00350543,0,0,0,0,0,0,0,0,0,0,7,18,22,46,0,93
Boston - ELC - East Zone,00350005,44,42,38,0,0,0,0,0,0,0,0,0,0,0,0,124
Boston - ELC - West Zone,00350006,33,31,30,0,0,0,0,0,0,0,0,0,0,0,0,94
Boston - Elihu Greenwood,00350094,0,40,61,62,78,50,56,0,0,0,0,0,0,0,0,347
Boston - Eliot Elementary,00350096,29,35,22,25,24,30,30,33,32,17,0,0,0,0,0,277
Boston - Ellis Mendell,00350100,34,30,29,20,31,14,28,0,0,0,0,0,0,0,0,186
Boston - Emily A Fifield,00350102,1,44,57,40,60,52,49,0,0,0,0,0,0,0,0,303
Boston - Excel High School,00350522,0,0,0,0,0,0,0,0,0,0,108,83,123,77,1,392
Boston - Farragut,00350108,0,25,41,38,34,36,42,0,0,0,0,0,0,0,0,216
Boston - Fenway High School,00350540,0,0,0,0,0,0,0,0,0,0,76,73,71,69,0,289
Boston - Franklin D Roosevelt,00350116,40,42,41,41,48,49,40,54,51,0,0,0,0,0,0,406
Boston - Gardner Pilot Academy,00350326,20,60,54,53,62,48,47,0,0,0,0,0,0,0,0,344
Boston - George H Conley,00350122,29,31,24,27,28,32,30,0,0,0,0,0,0,0,0,201
Boston - Harbor School,00350426,0,0,0,0,0,0,0,107,88,92,0,0,0,0,0,287
Boston - Harvard-Kent,00350200,37,61,69,73,78,76,62,0,0,0,0,0,0,0,0,456
Boston - Haynes Early Education Center,00350010,52,62,68,0,0,0,0,0,0,0,0,0,0,0,0,182
Boston - Henry Grew,00350135,0,43,41,38,50,45,38,0,0,0,0,0,0,0,0,255
Boston - Higginson/Lewis K-8,00350377,28,41,34,26,26,13,26,62,66,61,0,0,0,0,0,383
Boston - Horace Mann School for the Deaf,00350750,13,3,10,8,10,10,4,12,18,15,6,8,13,4,4,138
Boston - Hugh Roe O'Donnell,00350141,22,46,47,42,38,35,38,0,0,0,0,0,0,0,0,268
Boston - Jackson Mann,00350013,31,82,86,61,69,73,86,96,60,56,0,0,0,0,0,700
Boston - James Condon Elem,00350146,62,89,97,92,114,133,108,0,0,0,0,0,0,0,0,695
Boston - James J Chittick,00350154,23,43,44,45,50,43,43,0,0,0,0,0,0,0,0,291
Boston - James Otis,00350156,30,53,51,46,47,46,43,0,0,0,0,0,0,0,0,316
Boston - James P Timilty Middle,00350485,0,0,0,0,0,0,0,273,193,202,0,0,0,0,0,668
Boston - James W Hennigan,00350153,0,33,70,74,79,112,111,0,0,0,0,0,0,0,0,479
Boston - Jeremiah E Burke High,00350525,0,0,0,0,0,0,0,0,0,0,282,180,184,129,4,779
Boston - John D Philbrick,00350172,0,25,31,26,26,20,9,0,0,0,0,0,0,0,0,137
Boston - John F Kennedy,00350166,0,56,54,64,62,63,53,0,0,0,0,0,0,0,0,352
Boston - John Marshall,00350178,105,102,114,103,94,95,98,0,0,0,0,0,0,0,0,711
Boston - John P Holland,00350167,30,93,109,123,109,97,97,0,0,0,0,0,0,0,0,658
Boston - John W McCormack,00350179,0,0,0,0,0,0,0,232,180,208,0,0,0,0,0,620
Boston - John Winthrop,00350180,44,46,42,44,39,51,56,0,0,0,0,0,0,0,0,322
Boston - Joseph J Hurley,00350182,27,42,44,43,55,52,37,12,12,0,0,0,0,0,0,324
Boston - Joseph Lee,00350183,9,48,50,55,52,60,69,0,0,0,0,0,0,0,0,343
Boston - Joseph P Manning,00350184,0,24,26,27,25,25,26,0,0,0,0,0,0,0,0,153
Boston - Joseph P Tynan,00350181,16,68,62,48,51,49,31,0,0,0,0,0,0,0,0,325
Boston - Josiah Quincy,00350286,36,120,109,123,110,145,138,0,0,0,0,0,0,0,0,781
Boston - Joyce Kilmer,00350190,50,44,46,45,51,49,46,46,23,21,0,0,0,0,0,421
Boston - King K-8,00350376,37,54,37,42,22,25,23,36,68,67,0,0,0,0,0,411
Boston - Lee Academy,00350001,57,40,39,41,37,36,31,0,0,0,0,0,0,0,0,281
Boston - Lilla G. Frederick Middle School,00350383,0,0,0,0,0,0,0,204,220,227,0,0,0,0,0,651
Boston - Lyndon,00350262,44,50,51,59,60,54,65,65,35,30,0,0,0,0,0,513
Boston - Lyon Upper 9-12,00350655,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
Boston - Madison Park High,00350537,0,0,0,0,0,0,0,0,0,0,423,378,313,286,15,"1,415"
Boston - Manassah E Bradley,00350215,27,26,46,46,45,48,44,0,0,0,0,0,0,0,0,282
Boston - Mario Umana Middle School Academy,00350405,0,0,0,0,0,0,0,144,157,187,0,0,0,0,0,488
Boston - Mary Lyon,00350004,0,9,15,13,14,14,13,15,14,16,0,0,0,0,0,123
Boston - Mather,00350227,62,83,79,80,95,75,75,0,0,0,0,0,0,0,0,549
Boston - Mattahunt,00350226,51,66,91,92,96,83,80,0,0,0,0,0,0,0,0,559
Boston - Maurice J Tobin,00350229,13,42,61,58,58,53,62,36,38,31,0,0,0,0,0,452
Boston - Media Communications Technology High School,00350578,0,0,0,0,0,0,0,0,0,0,104,78,87,84,0,353
Boston - Michael J Perkins,00350231,0,41,41,31,40,24,24,0,0,0,0,0,0,0,0,201
Boston - Mildred Avenue K-8,00350378,0,0,39,39,50,50,48,155,174,202,0,0,0,0,0,757
Boston - Mission Hill School,00350382,0,16,25,23,21,19,18,16,13,14,0,0,0,0,0,165
Boston - Monument High School,00350538,0,0,0,0,0,0,0,0,0,0,76,83,107,71,1,338
Boston - Mozart,00350237,21,22,22,22,19,24,19,0,0,0,0,0,0,0,0,149
Boston - Nathan Hale,00350243,24,23,29,20,23,34,18,0,0,0,0,0,0,0,0,171
Boston - New Mission High School,00350542,0,0,0,0,0,0,0,0,0,0,65,62,66,63,0,256
Boston - O W Holmes,00350138,25,30,47,47,55,33,42,0,0,0,0,0,0,0,0,279
Boston - O'Bryant Sch Math/Science,00350575,0,0,0,0,0,0,0,0,85,118,328,235,216,230,0,"1,212"
Boston - Odyssey High School,00350577,0,0,0,0,0,0,0,0,0,0,104,93,80,73,0,350
Boston - Oliver Hazard Perry,00350255,21,22,23,27,29,20,20,26,24,27,0,0,0,0,0,239
Boston - Orchard Gardens,00350257,25,63,58,64,69,74,73,98,87,89,0,0,0,0,0,700
Boston - Parkway Academy of Technology and Health,00350574,0,0,0,0,0,0,0,0,0,0,110,73,68,67,2,320
Boston - Patrick F Gavin Middle,00350435,0,0,0,0,0,0,0,151,140,174,0,0,0,0,0,465
Boston - Patrick J Kennedy,00350264,25,49,50,37,32,39,25,0,0,0,0,0,0,0,0,257
Boston - Patrick O'Hearn,00350266,29,45,24,22,45,43,20,0,0,0,0,0,0,0,0,228
Boston - Paul A Dever,00350268,23,72,88,84,87,64,62,0,0,0,0,0,0,0,0,480
Boston - Phineas Bates,00350278,12,44,44,45,47,57,47,0,0,0,0,0,0,0,0,296
Boston - Quincy Upper School,00350565,0,0,0,0,0,0,0,147,80,62,65,61,39,46,0,500
