DISTRICT,ORG CODE,UG,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,13,14,TOTAL
BROOKFIELD,00450000,0,20,36,45,55,49,43,46,59,0,0,0,0,0,0,0,0,353
BROOKLINE,00460000,82,0,422,493,480,513,501,481,459,482,455,442,410,442,406,0,0,"6,068"
BURLINGTON,00480000,11,0,287,317,288,301,276,276,262,275,243,240,233,244,235,0,0,"3,488"
CAMBRIDGE,00490000,150,21,855,655,729,681,634,616,584,555,501,477,514,505,487,1,0,"7,965"
CANTON,00500000,15,48,220,229,261,228,219,252,223,199,227,165,177,160,172,0,0,"2,795"
CAPE COD LIGHTHOUSE CHART,04320000,0,0,0,0,0,0,0,0,54,54,54,0,0,0,0,0,0,162
CAPE COD REGION VOC TECH,08150000,0,0,0,0,0,0,0,0,0,0,0,156,149,131,104,0,0,540
CARLISLE,00510000,0,13,60,90,77,74,93,77,79,73,55,0,0,0,0,0,0,691
CARVER,00520000,0,66,170,170,172,170,178,191,167,201,167,159,136,131,115,0,0,"2,193"
CENTRAL BERKSHIRE,06350000,0,41,178,208,195,185,202,217,192,199,166,213,200,189,156,0,0,"2,541"
CHATHAM,00550000,0,10,44,56,46,46,45,46,61,62,57,55,35,49,45,0,0,657
CHELMSFORD,00560000,14,0,383,507,464,462,435,406,422,377,393,359,400,371,381,0,0,"5,374"
CHELMSFORD ALLIANCE/ED CH,04350000,0,0,0,0,0,0,0,44,45,41,24,0,0,0,0,0,0,154
CHELSEA,00570000,14,359,511,612,503,462,392,375,382,331,337,297,314,234,175,0,0,"5,298"
CHESTERFIELD-GOSHEN,06320000,0,0,19,22,11,15,22,14,25,0,0,0,0,0,0,0,0,128
CHICOPEE,00610000,104,208,540,596,543,532,524,464,588,567,538,834,601,528,465,0,0,"7,632"
CITY ON A HILL CHARTER,04370000,0,0,0,0,0,0,0,0,0,0,0,42,48,11,0,0,0,101
CLARKSBURG,00630000,0,0,25,23,23,19,18,28,19,24,21,0,0,0,0,0,0,200
CLINTON,00640000,0,56,165,147,180,148,167,127,161,150,148,132,115,107,65,0,0,"1,868"
COHASSET,00650000,0,0,103,98,124,114,87,113,98,99,99,73,81,57,67,0,0,"1,213"
COMMUNITY DAY CHARTER SCH,04400000,0,0,22,34,22,23,19,12,0,0,0,0,0,0,0,0,0,132
CONCORD,00670000,0,0,235,222,248,225,217,201,208,199,186,0,0,0,0,0,0,"1,941"
CONCORD-CARLISLE,06400000,0,0,0,0,0,0,0,0,0,0,0,239,233,224,230,0,0,926
CONWAY,00680000,0,21,21,35,27,26,26,23,34,0,0,0,0,0,0,0,0,213
DANVERS,00710000,0,33,252,292,316,280,310,282,293,287,278,249,250,225,234,0,0,"3,581"
DARTMOUTH,00720000,20,43,245,317,309,310,315,301,365,357,315,292,303,247,299,0,0,"4,038"
DEDHAM,00730000,0,69,246,274,266,244,240,247,227,239,217,170,202,169,161,0,0,"2,971"
DEERFIELD,00740000,0,26,54,62,55,64,59,66,55,0,0,0,0,0,0,0,0,441
DENNIS-YARMOUTH,06450000,13,56,365,408,358,383,397,326,420,383,350,370,274,273,222,0,0,"4,598"
DIGHTON-REHOBOTH,06500000,0,84,186,227,228,208,245,246,242,249,222,219,223,218,220,0,0,"3,017"
DOUGLAS,00770000,3,0,0,93,76,92,92,96,103,107,114,64,47,61,41,0,0,989
DOVER,00780000,0,0,86,84,91,83,86,74,0,0,0,0,0,0,0,0,0,504
DOVER-SHERBORN,06550000,0,0,0,0,0,0,0,0,130,144,132,106,102,111,106,0,0,831
DRACUT,00790000,0,55,328,378,365,337,333,303,346,306,317,249,263,239,170,0,0,"3,989"
DUDLEY-CHARLTON REG,06580000,0,187,292,301,300,311,292,303,275,315,286,270,194,187,150,0,0,"3,663"
DUXBURY,00820000,0,39,216,207,231,228,240,243,249,206,239,228,206,191,181,0,0,"2,904"
EAST BRIDGEWATER,00830000,0,25,197,215,208,200,184,183,207,198,183,170,155,150,141,0,0,"2,416"
EAST LONGMEADOW,00870000,0,41,165,190,214,202,201,198,193,209,189,199,220,209,184,0,0,"2,614"
EASTHAM,00850000,0,0,44,49,65,71,63,62,0,0,0,0,0,0,0,0,0,354
EASTHAMPTON,00860000,3,12,177,172,180,156,160,154,190,149,168,137,131,122,118,0,0,"2,029"
EASTON,00880000,15,101,275,293,300,287,277,282,311,236,270,271,232,214,192,0,0,"3,556"
EDGARTOWN,00890000,0,15,52,45,49,40,52,41,50,54,49,0,0,0,0,0,0,447
ERVING,00910000,0,27,21,13,27,18,21,15,20,0,0,0,0,0,0,0,0,162
ESSEX,00920000,0,0,29,41,43,43,37,48,43,43,47,0,0,0,0,0,0,374
ESSEX AGR TECH,09130000,0,0,0,0,0,0,0,0,0,0,0,90,91,73,68,333,105,760
EVERETT,00930000,16,341,412,436,409,363,377,354,347,342,348,370,301,287,289,1,0,"4,993"
FAIRHAVEN,00940000,0,0,148,189,202,180,166,190,182,205,208,152,108,150,127,0,0,"2,207"
FALL RIVER,00950000,218,129,"1,114","1,143","1,026",956,972,928,"1,007","1,008","1,006",887,641,613,561,0,0,"12,193"
FALMOUTH,00960000,34,130,392,441,398,384,429,410,392,365,355,353,407,370,341,0,0,"5,201"
FARMINGTON RIVER REG,06620000,0,40,13,19,22,25,27,29,29,0,0,0,0,0,0,0,0,204
FITCHBURG,00970000,50,110,497,546,569,505,468,450,450,423,420,312,260,192,179,0,0,"5,431"
FLORIDA,00980000,0,0,11,11,14,12,13,23,14,14,12,0,0,0,0,0,0,124
FOXBOROUGH,00990000,1,51,250,242,243,244,217,243,227,201,219,197,193,157,150,0,0,"2,835"
FRAMINGHAM,01000000,36,160,688,677,767,670,636,601,600,522,616,492,498,421,374,0,0,"7,758"
FRANCIS W PARKER CHARTER,04780000,0,0,0,0,0,0,0,0,0,67,80,41,0,0,0,0,0,188
FRANKLIN,01010000,6,92,445,482,403,418,402,383,395,349,313,307,226,228,196,0,0,"4,645"
FRANKLIN COUNTY,08180000,10,0,0,0,0,0,0,0,0,0,0,129,139,106,93,0,0,477
FREETOWN,01020000,4,20,80,91,111,96,117,0,0,0,0,0,0,0,0,0,0,519
FREETOWN-LAKEVILLE,06650000,0,0,0,0,0,0,0,230,214,261,249,226,181,220,138,0,0,"1,719"
FRONTIER,06700000,0,0,0,0,0,0,0,0,0,143,131,119,108,77,102,0,0,680
GARDNER,01030000,5,59,264,254,252,237,220,230,235,230,221,201,181,181,192,0,0,"2,962"
GATEWAY,06720000,0,61,98,119,118,141,147,133,157,133,158,111,118,102,90,0,0,"1,686"
GEORGETOWN,01050000,0,93,100,103,124,103,110,93,112,89,77,87,79,84,67,0,0,"1,321"
GILL-MONTAGUE,06740000,11,40,127,145,104,132,113,127,135,156,143,115,96,99,84,0,0,"1,627"
GLOUCESTER,01070000,80,68,318,308,335,269,329,324,355,328,297,288,240,261,207,0,0,"4,007"
GRAFTON,01100000,2,12,217,186,215,147,154,170,177,165,161,135,100,102,107,0,0,"2,050"
GRANBY,01110000,0,35,84,89,65,89,68,86,97,89,83,90,64,57,63,0,0,"1,059"
GRANVILLE,01120000,0,22,24,31,30,27,26,25,20,28,25,0,0,0,0,0,0,258
GREATER FALL RIVER,08210000,0,0,0,0,0,0,0,0,0,0,0,325,306,276,249,53,0,"1,209"
GREATER LAWRENCE RVT,08230000,6,0,0,0,0,0,0,0,0,0,0,406,352,315,301,5,0,"1,385"
GREATER LOWELL VOC TEC,08280000,26,0,0,0,0,0,0,0,0,0,0,634,474,452,349,146,0,"2,081"
GREATER NEW BEDFORD,08250000,0,0,0,0,0,0,0,0,0,0,0,517,449,414,369,0,0,"1,749"
GREENFIELD,01140000,7,62,193,197,230,206,188,205,215,210,219,188,162,130,126,0,0,"2,538"
GROTON-DUNSTABLE,06730000,0,48,181,218,202,220,182,233,187,171,156,104,125,98,104,0,0,"2,229"
HADLEY,01170000,0,54,41,43,47,39,50,51,52,49,70,43,37,37,31,0,0,644
HALIFAX,01180000,0,0,97,114,77,130,100,85,104,0,0,0,0,0,0,0,0,707
HAMILTON-WENHAM,06750000,0,0,138,143,147,169,168,153,151,148,137,166,172,168,178,0,0,"2,038"
HAMPDEN-WILBRAHAM,06800000,29,53,227,258,281,276,289,275,288,288,274,294,241,235,226,0,0,"3,534"
HAMPSHIRE,06830000,0,0,0,0,0,0,0,0,0,158,167,152,115,116,96,0,0,804
HANCOCK,01210000,0,0,6,9,7,11,4,4,9,0,0,0,0,0,0,0,0,50
HANOVER,01220000,13,61,188,180,228,224,201,211,190,185,220,136,138,148,127,0,0,"2,450"
HARVARD,01250000,0,0,76,92,93,84,96,116,91,84,86,74,93,84,64,0,0,"1,133"
HARWICH,01260000,0,22,120,140,110,121,112,129,115,101,116,118,100,101,80,0,0,"1,485"
HATFIELD,01270000,0,45,37,48,28,33,35,33,33,41,34,36,44,32,27,0,0,506
HAVERHILL,01280000,58,140,745,814,796,720,798,759,742,674,666,477,378,378,297,0,0,"8,442"
HAWLEMONT,06850000,0,24,12,17,24,24,26,31,22,0,0,0,0,0,0,0,0,180
HILLTOWN CHARTER SCHOOL,04500000,0,0,12,10,13,6,7,6,0,0,0,0,0,0,0,0,0,54
HINGHAM,01310000,0,35,282,293,307,312,247,271,269,256,244,208,221,200,193,0,0,"3,338"
HOLBROOK,01330000,31,0,131,122,123,108,135,125,124,116,118,79,55,65,67,0,0,"1,399"
HOLLAND,01350000,0,40,43,42,40,27,49,39,40,0,0,0,0,0,0,0,0,320
HOLLISTON,01360000,0,54,259,269,219,251,259,251,244,216,255,199,223,198,192,0,0,"3,089"
HOLYOKE,01370000,195,135,683,706,674,620,615,541,591,566,530,704,533,432,375,30,0,"7,930"
HOPEDALE,01380000,0,84,89,82,103,73,106,92,74,69,80,92,78,48,63,0,0,"1,133"
HOPKINTON,01390000,0,25,204,232,209,208,192,185,181,170,153,122,114,100,90,0,0,"2,185"
HUDSON,01410000,0,79,232,246,242,225,174,246,238,182,189,143,145,123,117,0,0,"2,581"
HULL,01420000,0,43,111,122,112,111,118,118,136,98,101,104,95,96,76,0,0,"1,441"
IPSWICH,01440000,0,37,151,161,165,164,176,158,153,143,133,117,112,101,96,0,0,"1,867"
KING PHILIP,06900000,0,0,0,0,0,0,0,0,0,343,339,214,225,178,245,0,0,"1,544"
KINGSTON,01450000,0,0,124,187,165,158,168,136,148,0,0,0,0,0,0,0,0,"1,086"
LAKEVILLE,01460000,0,15,131,136,118,135,125,0,0,0,0,0,0,0,0,0,0,660
LANESBOROUGH,01480000,0,28,28,41,43,42,51,38,45,0,0,0,0,0,0,0,0,316
LAWRENCE,01490000,35,419,954,"1,264","1,151","1,016","1,001","1,003","1,012",940,891,763,486,415,300,0,0,"11,650"
LAWRENCE FAMILY DEV CHART,04540000,0,0,60,60,39,40,39,0,0,0,0,0,0,0,0,0,0,238
LEE,01500000,6,33,55,70,54,60,50,62,74,67,67,87,85,74,77,0,0,921
LEICESTER,01510000,0,79,123,156,142,119,152,160,133,157,123,110,111,125,111,0,0,"1,801"
LENOX,01520000,7,22,49,61,56,61,54,62,57,58,64,62,60,63,47,0,0,783
LEOMINSTER,01530000,29,76,466,538,505,516,463,438,498,441,417,440,393,333,341,3,0,"5,897"
LEVERETT,01540000,0,11,26,33,24,26,26,29,34,0,0,0,0,0,0,0,0,209
LEXINGTON,01550000,0,0,417,486,453,465,436,469,427,440,411,361,377,333,367,0,0,"5,442"
LINCOLN,01570000,0,0,156,162,160,142,140,133,114,115,109,0,0,0,0,0,0,"1,231"
LINCOLN-SUDBURY,06950000,0,0,0,0,0,0,0,0,0,0,0,253,274,237,232,0,0,996
LITTLETON,01580000,25,34,118,126,120,127,102,92,106,89,82,67,80,58,78,0,0,"1,304"
LONGMEADOW,01590000,0,0,220,222,202,222,215,221,228,261,211,255,250,240,224,0,0,"2,971"
LOWELL,01600000,83,317,"1,422","1,550","1,471","1,335","1,386","1,350","1,289","1,310","1,230","1,071",834,634,477,0,0,"15,759"
LOWELL MIDDLESEX ACAD CH,04580000,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
LUDLOW,01610000,0,0,222,248,221,265,238,242,236,238,221,246,240,206,201,0,0,"3,024"
LUNENBURG,01620000,1,73,115,141,140,134,169,124,159,154,143,137,139,103,111,0,0,"1,843"
LYNN,01630000,171,464,"1,183","1,468","1,274","1,134","1,141","1,130","1,050","1,071",940,"1,018",876,791,629,0,0,"14,340"
LYNNFIELD,01640000,3,0,126,159,157,146,147,145,149,149,165,129,124,111,110,0,0,"1,820"
MA ACADEMY/MATH AND SCIENCE,04680000,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,68
MALDEN,01650000,245,301,419,502,473,415,407,350,393,405,426,365,323,308,245,0,0,"5,577"
MANCHESTER,01660000,0,0,67,57,77,78,67,75,79,73,67,73,76,62,50,0,0,901
MANSFIELD,01670000,0,67,420,382,365,344,345,301,287,268,251,243,203,171,191,0,0,"3,838"
MARBLEHEAD,01680000,0,31,235,243,269,246,217,203,192,205,166,207,190,147,152,0,0,"2,703"
MARBLEHEAD COMMUNITY CH,04640000,0,0,0,0,0,0,0,40,56,43,35,0,0,0,0,0,0,174
MARION,01690000,0,14,58,75,82,74,61,81,57,0,0,0,0,0,0,0,0,502
MARLBOROUGH,01700000,18,152,451,444,430,386,379,347,322,307,295,236,232,178,184,0,0,"4,361"
MARSHFIELD,01710000,38,83,341,373,364,348,351,372,356,336,321,308,287,246,251,0,0,"4,375"
MARTHA'S VINEYARD CHARTER,04660000,0,0,0,0,0,0,13,15,12,19,11,5,0,0,0,0,0,75
MARTHAS VINEYARD,07000000,0,0,0,0,0,0,0,0,0,0,0,191,166,135,123,0,0,615
MASCONOMET,07050000,0,0,0,0,0,0,0,0,0,269,260,263,228,247,206,0,0,"1,473"
MASHPEE,01720000,15,17,174,183,176,194,160,166,157,139,137,103,0,0,0,0,0,"1,621"
MATTAPOISETT,01730000,0,15,69,77,80,82,84,82,91,0,0,0,0,0,0,0,0,580
MAYNARD,01740000,0,49,145,165,137,127,129,118,115,96,90,72,66,63,67,0,0,"1,439"
MEDFIELD,01750000,0,43,221,233,255,207,249,203,182,175,165,143,120,116,133,0,0,"2,445"
MEDFORD,01760000,21,74,452,453,406,478,424,421,426,382,379,337,357,314,336,0,0,"5,260"
MEDWAY,01770000,0,46,206,175,198,191,205,193,183,173,167,135,130,118,114,0,0,"2,234"
MELROSE,01780000,41,32,264,321,276,309,277,268,282,274,274,252,240,238,242,0,0,"3,590"
MENDON-UPTON,07100000,0,0,166,145,152,134,137,130,109,132,104,91,95,91,69,0,0,"1,555"
METHUEN,01810000,45,61,486,578,548,571,534,530,523,510,492,466,377,386,358,0,0,"6,465"
MIDDLEBOROUGH,01820000,0,0,318,313,288,296,295,303,316,307,299,251,187,207,174,0,0,"3,554"
MIDDLETON,01840000,0,0,90,83,108,102,73,86,83,0,0,0,0,0,0,0,0,625
MILFORD,01850000,15,0,313,366,312,337,337,316,298,300,317,273,263,244,244,0,0,"3,935"
MILLBURY,01860000,11,30,166,175,180,150,149,135,133,122,138,137,91,115,82,0,0,"1,814"
MILLIS,01870000,0,55,117,113,114,112,99,74,105,85,93,73,65,72,66,0,0,"1,243"
MILTON,01890000,2,48,306,354,305,368,321,346,330,318,270,203,220,201,184,0,0,"3,776"
MINUTEMAN VOC TECH,08300000,0,0,0,0,0,0,0,0,0,0,0,242,237,194,166,109,18,966
MOHAWK TRAIL,07170000,0,67,114,128,122,120,135,119,119,182,177,146,135,112,115,0,0,"1,791"
MONSON,01910000,0,29,102,108,110,118,123,114,121,110,107,100,100,93,78,0,0,"1,413"
MONTACHUSETT VOC TECH REG,08320000,0,0,0,0,0,0,0,0,0,0,0,333,249,222,203,18,0,"1,025"
MOUNT GREYLOCK,07150000,0,0,0,0,0,0,0,0,0,132,143,158,117,126,92,0,0,768
NAHANT,01960000,0,0,26,25,40,43,41,45,47,0,0,0,0,0,0,0,0,267
NANTUCKET,01970000,0,21,87,107,104,97,79,91,93,83,94,88,68,79,71,0,0,"1,162"
NARRAGANSETT,07200000,0,34,110,143,118,145,116,128,116,86,129,106,95,92,83,0,0,"1,501"
NASHOBA,07250000,16,37,215,240,231,246,226,208,230,187,191,180,202,182,214,0,0,"2,805"
NASHOBA VALLEY TECH,08520000,0,0,0,0,0,0,0,0,0,0,0,182,144,148,114,0,0,588
NATICK,01980000,0,42,348,396,356,346,343,305,330,271,280,276,266,213,215,0,0,"3,987"
NAUSET,06600000,0,34,0,0,0,0,0,0,213,251,230,265,241,211,203,0,0,"1,648"
NEEDHAM,01990000,0,0,333,383,377,340,360,329,322,280,304,297,275,268,242,0,0,"4,110"
NEIGHBORHOOD HOUSE CHART,04440000,0,0,17,17,17,18,18,17,0,0,0,0,0,0,0,0,0,104
NEW BEDFORD,02010000,3,394,"1,104","1,415","1,310","1,268","1,198","1,156","1,120","1,162","1,074","1,026",891,802,738,0,0,"14,661"
NEW SALEM-WENDELL,07280000,0,30,25,30,16,29,25,33,30,0,0,0,0,0,0,0,0,218
NEWBURYPORT,02040000,0,0,172,220,215,241,200,206,169,210,199,179,163,163,118,0,0,"2,455"
NEWTON,02070000,187,0,870,871,887,925,886,854,833,820,742,749,762,759,695,10,0,"10,850"
NORFOLK,02080000,0,42,153,185,173,147,163,149,145,0,0,0,0,0,0,0,0,"1,157"
NORFOLK COUNTY AGR,09150000,0,0,0,0,0,0,0,0,0,0,0,110,106,126,99,0,0,441
NORTH ADAMS,02090000,5,74,176,189,195,169,203,169,196,199,176,154,167,143,153,0,0,"2,368"
NORTH ANDOVER,02110000,0,71,304,367,390,365,340,325,336,310,285,240,210,226,198,0,0,"3,967"
NORTH ATTLEBOROUGH,02120000,46,0,376,425,373,395,365,373,351,360,368,236,252,253,221,0,0,"4,394"
NORTH BROOKFIELD,02150000,0,0,72,83,66,81,60,81,74,73,61,44,52,52,31,0,0,830
NORTH MIDDLESEX,07350000,0,118,337,407,376,404,430,379,430,376,384,300,307,256,223,0,0,"4,727"
NORTH READING,02170000,9,27,198,197,209,209,188,195,133,166,167,144,124,128,108,0,0,"2,202"
NORTH SHORE REG VOC,08540000,0,0,0,0,0,0,0,0,0,0,0,112,127,139,94,4,0,476
NORTH STAR ACADEMY CH SCH,04730000,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
NORTHAMPTON,02100000,0,75,238,205,271,257,236,215,249,252,247,225,214,204,164,0,0,"3,052"
NORTHAMPTON-SMITH,04060000,0,0,0,0,0,0,0,0,0,0,0,150,152,123,95,0,0,520
NORTHBORO-SOUTHBORO,07300000,0,0,0,0,0,0,0,0,0,0,0,208,232,195,203,0,0,838
NORTHBOROUGH,02130000,0,0,239,222,232,219,204,220,204,205,172,0,0,0,0,0,0,"1,917"
NORTHBRIDGE,02140000,8,95,221,224,190,179,170,180,203,169,164,136,123,104,98,0,0,"2,264"
NORTHEAST METRO VOC,08530000,0,0,0,0,0,0,0,0,0,0,0,322,292,261,233,0,0,"1,108"
NORTHERN BERKSHIRE VOC,08510000,0,0,0,0,0,0,0,0,0,0,0,124,123,108,103,46,0,504
NORTON,02180000,11,47,284,274,259,232,227,393,337,369,145,108,0,0,0,0,0,"2,686"
NORWELL,02190000,0,20,154,153,153,145,145,151,139,146,151,121,123,121,96,0,0,"1,818"
NORWOOD,02200000,0,84,286,338,300,317,309,294,284,258,244,240,231,229,248,0,0,"3,662"
OAK BLUFFS,02210000,0,19,55,47,48,67,46,43,39,45,33,0,0,0,0,0,0,442
OLD COLONY REG VOC TECH,08550000,0,0,0,0,0,0,0,0,0,0,0,151,145,111,108,0,0,515
OLD ROCHESTER,07400000,0,0,0,0,0,0,0,0,0,219,219,165,143,157,140,0,0,"1,043"
ORANGE,02230000,0,47,113,128,130,123,124,135,99,0,0,0,0,0,0,0,0,899
ORLEANS,02240000,0,20,55,53,56,66,59,45,0,0,0,0,0,0,0,0,0,354
OXFORD,02260000,22,57,123,175,170,163,185,157,197,160,184,140,135,124,100,0,0,"2,092"
PALMER,02270000,13,29,168,167,157,151,159,209,159,187,191,143,115,118,98,0,0,"2,064"
PATHFINDER VOC TECH,08600000,59,0,0,0,0,0,0,0,0,0,0,161,171,143,108,0,0,642
PEABODY,02290000,32,86,543,569,557,524,507,513,502,479,458,477,423,397,327,0,0,"6,394"
PELHAM,02300000,0,0,25,24,17,22,23,16,18,0,0,0,0,0,0,0,0,145
PEMBROKE,02310000,0,0,232,292,247,278,261,277,271,0,0,0,0,0,0,0,0,"1,858"
PENTUCKET,07450000,0,87,265,301,281,271,265,299,264,268,252,193,180,166,169,0,0,"3,261"
PETERSHAM,02340000,0,1,15,10,14,14,14,10,11,0,0,0,0,0,0,0,0,89
PIONEER VALLEY,07500000,0,64,70,94,68,92,101,93,101,103,110,103,81,68,59,0,0,"1,207"
PIONEER VALLEY PERF ARTS,04790000,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,64
PITTSFIELD,02360000,192,106,555,560,540,528,531,499,477,508,490,556,537,485,426,21,0,"7,011"
PLAINVILLE,02380000,0,33,114,96,102,106,92,101,99,0,0,0,0,0,0,0,0,743
PLYMOUTH,02390000,0,121,703,767,739,715,700,704,702,702,586,681,637,564,530,0,0,"8,851"
PLYMPTON,02400000,0,0,40,48,30,36,40,48,40,0,0,0,0,0,0,0,0,282
PROVINCETOWN,02420000,0,29,26,13,24,18,20,24,25,22,26,38,41,31,20,0,0,357
QUABBIN,07530000,21,59,238,229,257,242,262,251,279,210,202,201,192,152,146,0,0,"2,941"
QUABOAG REGIONAL,07780000,0,68,136,127,148,143,134,134,110,119,117,116,99,86,83,0,0,"1,620"
QUINCY,02430000,224,203,601,769,730,697,664,639,654,636,592,698,606,614,555,0,0,"8,882"
RALPH C MAHAR,07550000,10,0,0,0,0,0,0,0,0,157,155,127,124,105,112,0,0,790
RANDOLPH,02440000,100,0,337,410,346,338,322,337,328,299,325,269,251,218,176,0,0,"4,056"
READING,02460000,12,43,312,375,324,346,361,343,348,304,278,281,268,254,234,0,0,"4,083"
REVERE,02480000,62,181,432,558,551,527,508,421,460,420,419,327,333,293,214,0,0,"5,706"
RICHMOND,02490000,0,0,16,24,27,22,17,27,29,25,29,0,0,0,0,0,0,216
ROCHESTER,02500000,0,13,54,75,57,62,60,63,57,0,0,0,0,0,0,0,0,441
