SCHOOL,ORG CODE,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,TOTAL
Attleboro - Cyril K. Brennan Middle School,00160315,0,0,0,0,0,0,146,159,150,167,0,0,0,0,0,622
Attleboro - Early Learning Center,00160008,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
Attleboro - Hill-Roberts Elementary School,00160045,0,80,87,115,103,91,0,0,0,0,0,0,0,0,0,476
Attleboro - Hyman Fine Elementary School,00160040,0,95,87,95,79,83,0,0,0,0,0,0,0,0,0,439
Attleboro - Peter Thacher Elementary School,00160050,0,89,94,87,95,95,0,0,0,0,0,0,0,0,0,460
Attleboro - Robert J. Coelho Middle School,00160305,0,0,0,0,0,0,162,144,168,177,0,0,0,0,0,651
Attleboro - Thomas E. Willett School,00160035,0,83,81,87,83,75,0,0,0,0,0,0,0,0,0,409
Attleboro - Wamsutta Middle School,00160320,0,0,0,0,0,0,133,135,137,126,0,0,0,0,0,531
Auburn - Auburn Middle,00170305,0,0,0,0,0,0,0,194,183,168,0,0,0,0,0,545
Auburn - Auburn Senior High,00170505,45,0,0,0,0,0,0,0,0,0,163,177,183,200,3,771
Auburn - Bryn Mawr,00170010,0,86,97,88,0,0,0,0,0,0,0,0,0,0,0,271
Auburn - Julia Bancroft,00170005,0,0,0,0,84,85,90,0,0,0,0,0,0,0,0,259
Auburn - Mary D Stone,00170025,0,73,75,93,0,0,0,0,0,0,0,0,0,0,0,241
Auburn - Pakachoag,00170015,0,0,0,0,88,88,94,0,0,0,0,0,0,0,0,270
Avon - Avon Middle High School,00180510,0,0,0,0,0,0,0,0,66,65,61,46,65,48,0,351
Avon - Ralph D Butler,00180010,22,41,55,55,54,54,62,62,0,0,0,0,0,0,0,405
Ayer Shirley School District - Ayer Shirley Regional High School,06160505,0,0,0,0,0,0,0,0,0,0,69,80,72,86,0,307
Ayer Shirley School District - Ayer Shirley Regional Middle School,06160305,0,0,0,0,0,0,0,149,121,128,0,0,0,0,0,398
Ayer Shirley School District - Lura A. White Elementary School,06160001,43,61,63,48,58,58,53,0,0,0,0,0,0,0,0,384
Ayer Shirley School District - Page Hilltop School,06160002,36,85,105,87,75,76,102,0,0,0,0,0,0,0,0,566
Barnstable - Barnstable Early Learning Center,00200004,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
Barnstable - Barnstable High,00200505,0,0,0,0,0,0,0,0,0,421,409,354,407,405,14,"2,010"
Barnstable - Barnstable Intermediate School,00200315,0,0,0,0,0,0,0,388,389,0,0,0,0,0,0,777
Barnstable - Centerville Elementary,00200010,0,69,49,66,77,0,0,0,0,0,0,0,0,0,0,261
Barnstable - Hyannis West Elementary,00200025,0,82,78,69,78,0,0,0,0,0,0,0,0,0,0,307
Barnstable - West Barnstable Elementary,00200005,0,63,76,60,58,0,0,0,0,0,0,0,0,0,0,257
Barnstable - West Villages Elementary School,00200045,0,99,107,121,103,0,0,0,0,0,0,0,0,0,0,430
Barnstable Community Horace Mann Charter Public (District) - Barnstable Community Horace Mann Charter Public School,04270010,0,78,88,59,92,0,0,0,0,0,0,0,0,0,0,317
Barnstable Horace Mann Charter (District) - Barnstable Horace Mann Charter School,04230010,0,0,0,0,0,407,399,0,0,0,0,0,0,0,0,806
Bedford - Bedford High,00230505,20,0,0,0,0,0,0,0,0,0,236,197,215,187,0,855
Bedford - John Glenn Middle,00230305,0,0,0,0,0,0,0,199,189,186,0,0,0,0,0,574
Bedford - Lt Elezer Davis,00230010,0,157,166,190,0,0,0,0,0,0,0,0,0,0,0,513
Bedford - Lt Job Lane School,00230012,0,0,0,0,147,174,180,0,0,0,0,0,0,0,0,501
Belchertown - Belchertown High,00240505,0,0,0,0,0,0,0,0,0,0,194,198,195,170,3,760
Belchertown - Chestnut Hill Community School,00240006,0,0,0,0,0,195,214,203,0,0,0,0,0,0,0,612
Belchertown - Cold Spring,00240005,19,163,0,0,0,0,0,0,0,0,0,0,0,0,0,182
Belchertown - Jabish Middle School,00240025,0,0,0,0,0,0,0,0,191,204,0,0,0,0,0,395
Belchertown - Swift River Elementary,00240018,0,0,198,182,189,0,0,0,0,0,0,0,0,0,0,569
Bellingham - Bellingham Early Childhood Center,00250003,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
Bellingham - Bellingham High School,00250505,0,0,0,0,0,0,0,0,0,0,183,165,156,181,0,685
Bellingham - Bellingham Memorial Middle School,00250315,0,0,0,0,0,0,180,168,182,204,0,0,0,0,0,734
Bellingham - Clara Macy Elementary,00250009,0,48,46,53,66,48,0,0,0,0,0,0,0,0,0,261
Bellingham - Primavera Junior/Senior High School,00250510,0,0,0,0,0,0,0,0,0,0,5,2,6,9,0,22
Bellingham - South Elementary,00250020,0,77,95,80,93,98,0,0,0,0,0,0,0,0,0,443
Bellingham - Stall Brook,00250025,0,57,28,49,44,56,0,0,0,0,0,0,0,0,0,234
Belmont - Belmont High,00260505,0,0,0,0,0,0,0,0,0,0,280,273,256,274,0,"1,083"
Belmont - Daniel Butler,00260015,0,69,70,83,60,69,0,0,0,0,0,0,0,0,0,351
Belmont - Mary Lee Burbank,00260010,0,66,57,65,66,66,0,0,0,0,0,0,0,0,0,320
Belmont - Roger E Wellington,00260035,66,121,90,92,97,85,0,0,0,0,0,0,0,0,0,551
Belmont - Winn Brook,00260005,0,88,84,90,87,96,0,0,0,0,0,0,0,0,0,445
Belmont - Winthrop L Chenery Middle,00260305,0,0,0,0,0,0,297,312,300,302,0,0,0,0,0,"1,211"
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,0,69,36,46,54,57,55,36,0,0,0,0,0,0,0,353
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,0,50,50,50,50,50,51,48,51,50,0,0,0,0,0,450
Berkley - Berkley Community School,00270010,62,74,88,90,93,87,0,0,0,0,0,0,0,0,0,494
Berkley - Berkley Middle School,00270305,0,0,0,0,0,0,85,89,106,102,0,0,0,0,0,382
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,04140305,0,0,0,0,0,0,0,48,57,65,42,28,28,8,0,276
Berkshire Hills - Monument Mt Regional High,06180505,0,0,0,0,0,0,0,0,0,0,117,125,129,144,5,520
Berkshire Hills - Monument Valley Regional Middle School,06180310,0,0,0,0,0,0,77,95,114,106,0,0,0,0,0,392
Berkshire Hills - Muddy Brook Regional Elementary School,06180035,13,79,89,94,83,69,0,0,0,0,0,0,0,0,0,427
Berlin - Berlin Memorial,00280005,11,36,20,31,31,27,23,34,0,0,0,0,0,0,0,213
Berlin-Boylston - Tahanto Regional High,06200505,0,0,0,0,0,0,0,0,86,84,58,60,58,72,0,418
Beverly - Ayers/Ryal Side School,00300055,0,93,89,88,80,67,60,0,0,0,0,0,0,0,0,477
Beverly - Beverly High,00300505,0,0,0,0,0,0,0,0,0,0,360,322,295,281,5,"1,263"
Beverly - Briscoe Middle,00300305,0,0,0,0,0,0,0,348,305,317,0,0,0,0,0,970
Beverly - Centerville Elementary,00300010,0,53,59,58,56,69,55,0,0,0,0,0,0,0,0,350
Beverly - Cove Elementary,00300015,56,44,57,90,66,76,46,0,0,0,0,0,0,0,0,435
Beverly - Hannah Elementary,00300033,56,50,68,65,54,52,56,0,0,0,0,0,0,0,0,401
Beverly - North Beverly Elementary,00300040,0,57,74,67,64,64,70,0,0,0,0,0,0,0,0,396
Billerica - Billerica Memorial High School,00310505,133,0,0,0,0,0,0,0,0,0,383,370,359,370,9,"1,624"
Billerica - Eugene C Vining,00310030,0,38,50,37,43,60,35,0,0,0,0,0,0,0,0,263
Billerica - Frederick J Dutile,00310007,0,58,64,60,55,79,64,0,0,0,0,0,0,0,0,380
Billerica - Hajjar Elementary,00310026,0,89,92,80,73,101,80,0,0,0,0,0,0,0,0,515
Billerica - John F Kennedy,00310012,0,60,64,65,65,81,82,0,0,0,0,0,0,0,0,417
Billerica - Locke Middle,00310310,0,0,0,0,0,0,0,221,226,227,0,0,0,0,0,674
Billerica - Marshall Middle School,00310305,0,0,0,0,0,0,0,251,263,274,0,0,0,0,0,788
Billerica - Parker,00310015,0,56,52,56,65,69,62,0,0,0,0,0,0,0,0,360
Billerica - Thomas Ditson,00310005,0,90,97,110,135,130,137,0,0,0,0,0,0,0,0,699
Blackstone Valley Regional Vocational Technical - Blackstone Valley,08050605,0,0,0,0,0,0,0,0,0,0,299,293,280,275,0,"1,147"
Blackstone-Millville - A F Maloney,06220015,0,0,0,0,0,118,112,0,0,0,0,0,0,0,0,230
Blackstone-Millville - Blackstone Millville RHS,06220505,0,0,0,0,0,0,0,0,0,0,123,142,148,124,0,537
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,0,0,0,0,0,0,0,143,179,162,0,0,0,0,0,484
Blackstone-Millville - John F Kennedy Elementary,06220008,0,87,97,114,93,0,0,0,0,0,0,0,0,0,0,391
Blackstone-Millville - Millville Elementary,06220010,60,35,40,40,51,35,45,0,0,0,0,0,0,0,0,306
Blue Hills Regional Vocational Technical - Blue Hills Regional Vocational Technical,08060605,0,0,0,0,0,0,0,0,0,0,204,220,206,206,0,836
Boston - Another Course To College,00350541,0,0,0,0,0,0,0,0,0,0,53,53,55,49,0,210
Boston - Baldwin Early Learning Center,00350003,94,56,42,0,0,0,0,0,0,0,0,0,0,0,0,192
Boston - Beethoven,00350021,44,76,80,53,51,0,0,0,0,0,0,0,0,0,0,304
Boston - Blackstone,00350390,73,97,88,97,87,75,62,0,0,0,0,0,0,0,0,579
Boston - Boston Adult Academy,00350548,0,0,0,0,0,0,0,0,0,0,0,3,190,105,0,298
Boston - Boston Arts Academy,00350546,0,0,0,0,0,0,0,0,0,0,123,119,102,74,0,418
Boston - Boston Community Leadership Academy,00350558,0,0,0,0,0,0,0,0,0,0,143,117,120,92,1,473
Boston - Boston International High School,00350507,0,0,0,0,0,0,0,0,0,0,91,122,66,63,0,342
Boston - Boston Latin,00350560,0,0,0,0,0,0,0,0,380,404,386,406,386,390,0,"2,352"
Boston - Boston Latin Academy,00350545,0,0,0,0,0,0,0,0,296,276,309,258,260,281,0,"1,680"
Boston - Boston Middle School Academy,00350413,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,7
Boston - Boston Teachers Union School,00350012,22,26,30,22,25,24,0,54,50,58,0,0,0,0,0,311
Boston - Brighton High,00350505,0,0,0,0,0,0,0,0,0,0,305,268,235,322,14,"1,144"
Boston - Brook Farm/Media High,00350658,0,0,0,0,0,0,0,0,0,0,177,177,180,156,7,697
Boston - Carter Developmental Center,00350036,0,0,0,0,0,0,0,1,1,2,1,4,2,6,8,25
Boston - Charles H Taylor,00350054,11,84,71,81,73,76,84,0,0,0,0,0,0,0,0,480
Boston - Charles Sumner,00350052,41,86,95,92,65,70,65,0,0,0,0,0,0,0,0,514
Boston - Charlestown High,00350515,0,0,0,0,0,0,0,0,0,0,218,228,209,261,36,952
Boston - Clarence R Edwards Middle,00350430,0,0,0,0,0,0,0,173,181,180,0,0,0,0,0,534
Boston - Community Academy,00350518,0,0,0,0,0,0,0,0,0,0,8,13,9,7,0,37
Boston - Community Academy of Science and Health,00350581,0,0,0,0,0,0,0,0,0,0,104,53,142,75,3,377
Boston - Curley K-8 School,00350020,65,66,66,70,75,84,85,101,95,92,0,0,0,0,0,799
Boston - Curtis Guild,00350062,0,43,49,50,44,45,42,0,0,0,0,0,0,0,0,273
Boston - David A Ellis,00350072,54,65,62,67,62,42,42,0,0,0,0,0,0,0,0,394
Boston - Dearborn,00350074,0,0,0,0,0,0,0,76,87,83,0,0,0,0,0,246
Boston - Dennis C Haley,00350077,37,42,45,48,49,46,45,0,0,0,0,0,0,0,0,312
Boston - Donald Mckay,00350080,0,61,71,89,74,69,94,82,79,55,0,0,0,0,0,674
Boston - Dorchester Academy,00350651,0,0,0,0,0,0,0,0,0,0,119,84,74,104,12,393
Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School,00350008,43,39,42,41,42,0,0,0,0,0,0,0,0,0,0,207
Boston - Dr. William Henderson,00350266,36,47,24,48,24,23,42,0,0,0,0,0,0,0,0,244
Boston - East Boston Early Childhood Center,00350009,86,45,59,9,0,0,0,0,0,0,0,0,0,0,0,199
Boston - East Boston High,00350530,0,0,0,0,0,0,0,0,0,0,443,291,268,364,46,"1,412"
Boston - Edison K-8,00350375,40,58,65,86,82,81,81,135,112,98,0,0,0,0,0,838
Boston - Edward Everett,00350088,15,42,44,44,47,50,40,0,0,0,0,0,0,0,0,282
Boston - Egleston Community High School,00350543,0,0,0,0,0,0,0,0,0,0,16,24,41,69,0,150
Boston - ELC - West Zone,00350006,27,33,34,0,0,0,0,0,0,0,0,0,0,0,0,94
Boston - Elihu Greenwood Leadership Academy,00350094,0,58,65,74,84,54,61,0,0,0,0,0,0,0,0,396
Boston - Eliot Elementary,00350096,36,35,34,35,25,33,32,36,28,30,0,0,0,0,0,324
Boston - Ellis Mendell,00350100,33,37,42,34,27,23,31,0,0,0,0,0,0,0,0,227
Boston - Excel High School,00350522,0,0,0,0,0,0,0,0,0,0,176,111,209,160,4,660
Boston - Fenway High School,00350540,0,0,0,0,0,0,0,0,0,0,85,83,82,72,0,322
Boston - Franklin D Roosevelt,00350116,44,43,43,40,54,45,45,65,57,57,0,0,0,0,0,493
Boston - Gardner Pilot Academy,00350326,21,60,61,56,57,51,40,0,0,0,0,0,0,0,0,346
Boston - George H Conley,00350122,23,28,33,29,29,30,31,0,0,0,0,0,0,0,0,203
Boston - Harbor School,00350426,0,0,0,0,0,0,0,83,70,86,0,0,0,0,0,239
Boston - Harvard-Kent,00350200,37,84,81,94,71,79,68,0,0,0,0,0,0,0,0,514
Boston - Haynes Early Education Center,00350010,65,68,65,0,0,0,0,0,0,0,0,0,0,0,0,198
Boston - Henry Grew,00350135,0,42,42,44,46,48,43,0,0,0,0,0,0,0,0,265
Boston - Higginson/Lewis K-8,00350377,29,74,46,45,34,26,22,34,41,65,0,0,0,0,0,416
Boston - Horace Mann School for the Deaf,00350750,16,8,5,5,7,7,10,8,15,0,13,13,5,16,0,128
Boston - Hugh Roe O'Donnell,00350141,22,41,45,44,49,51,37,0,0,0,0,0,0,0,0,289
Boston - Jackson Mann,00350013,45,75,77,79,77,81,69,88,71,66,0,0,0,0,0,728
Boston - James Condon Elementary,00350146,80,110,112,115,107,125,122,0,0,0,0,0,0,0,0,771
Boston - James J Chittick,00350154,40,49,47,51,49,50,47,0,0,0,0,0,0,0,0,333
Boston - James Otis,00350156,50,59,58,54,63,57,50,0,0,0,0,0,0,0,0,391
Boston - James P Timilty Middle,00350485,0,0,0,0,0,0,0,244,222,226,0,0,0,0,0,692
Boston - James W Hennigan,00350153,0,63,74,107,104,115,109,0,0,0,0,0,0,0,0,572
Boston - Jeremiah E Burke High,00350525,0,0,0,0,0,0,0,0,0,0,188,132,148,169,1,638
Boston - John D Philbrick,00350172,0,25,30,23,25,24,25,0,0,0,0,0,0,0,0,152
Boston - John F Kennedy,00350166,0,63,70,69,62,64,62,0,0,0,0,0,0,0,0,390
Boston - John Marshall,00350178,111,109,114,114,93,93,82,0,0,0,0,0,0,0,0,716
Boston - John P Holland,00350167,48,121,144,130,124,104,103,0,0,0,0,0,0,0,0,774
Boston - John W McCormack,00350179,0,0,0,0,0,0,0,267,195,200,0,0,0,0,0,662
Boston - John Winthrop,00350180,43,65,64,45,49,49,35,0,0,0,0,0,0,0,0,350
Boston - Joseph J Hurley,00350182,26,48,51,45,40,32,49,33,9,9,0,0,0,0,0,342
Boston - Joseph Lee,00350183,0,0,0,80,88,95,87,0,0,0,0,0,0,0,0,350
Boston - Joseph P Manning,00350184,12,22,23,27,27,28,25,0,0,0,0,0,0,0,0,164
Boston - Joseph P Tynan,00350181,27,69,70,68,55,55,42,0,0,0,0,0,0,0,0,386
Boston - Josiah Quincy,00350286,42,113,126,125,123,141,146,0,0,0,0,0,0,0,0,816
Boston - Joyce Kilmer,00350190,52,44,52,46,53,51,51,52,29,23,0,0,0,0,0,453
Boston - King K-8,00350376,41,47,68,47,45,24,24,35,27,25,0,0,0,0,0,383
Boston - Lee Academy,00350001,73,46,77,0,0,0,0,0,0,0,0,0,0,0,0,196
Boston - Lilla G. Frederick Middle School,00350383,0,0,0,0,0,0,0,200,199,233,0,0,0,0,0,632
Boston - Lyndon,00350262,44,62,59,63,76,74,67,60,35,34,0,0,0,0,0,574
Boston - Lyon K-8,00350004,0,11,14,13,15,15,14,14,15,14,0,0,0,0,0,125
Boston - Lyon Upper 9-12,00350655,0,0,0,0,0,0,0,0,0,0,24,32,25,0,0,81
Boston - Madison Park High,00350537,0,0,0,0,0,0,0,0,0,0,372,376,276,234,1,"1,259"
Boston - Manassah E Bradley,00350215,37,24,46,43,45,49,49,0,0,0,0,0,0,0,0,293
Boston - Mather,00350227,65,83,91,95,91,92,98,0,0,0,0,0,0,0,0,615
Boston - Mattahunt,00350226,77,130,113,101,87,88,77,0,0,0,0,0,0,0,0,673
Boston - Maurice J Tobin,00350229,12,40,62,61,60,50,52,44,44,28,0,0,0,0,0,453
Boston - Michael J Perkins,00350231,0,66,42,44,44,25,22,0,0,0,0,0,0,0,0,243
Boston - Mildred Avenue K-8,00350378,0,0,0,0,48,56,51,154,150,148,0,0,0,0,0,607
Boston - Mission Hill School,00350382,0,18,27,20,23,18,16,17,16,11,0,0,0,0,0,166
Boston - Mozart,00350237,22,20,24,30,28,23,25,0,0,0,0,0,0,0,0,172
Boston - Nathan Hale,00350243,22,22,28,22,25,25,24,0,0,0,0,0,0,0,0,168
Boston - New Mission High School,00350542,0,0,0,0,0,0,0,0,0,0,61,62,65,69,1,258
Boston - O W Holmes,00350138,27,46,51,53,55,47,47,0,0,0,0,0,0,0,0,326
Boston - O'Bryant School Math/Science,00350575,0,0,0,0,0,0,0,0,158,123,284,316,239,193,0,"1,313"
Boston - Oliver Hazard Perry,00350255,21,22,24,25,32,24,29,32,24,26,0,0,0,0,0,259
Boston - Orchard Gardens,00350257,39,70,87,95,79,86,82,68,81,79,0,0,0,0,0,766
Boston - Patrick J Kennedy,00350264,29,45,52,41,42,36,32,0,0,0,0,0,0,0,0,277
Boston - Paul A Dever,00350268,25,96,99,94,81,76,72,0,0,0,0,0,0,0,0,543
Boston - Phineas Bates,00350278,25,44,45,44,48,50,64,0,0,0,0,0,0,0,0,320
Boston - Quincy Upper School,00350565,0,0,0,0,0,0,0,135,73,75,63,39,60,59,9,513
Boston - Rafael Hernandez,00350691,44,50,47,50,52,40,38,40,27,29,0,0,0,0,0,417
Boston - Richard J Murphy,00350240,43,71,71,67,78,132,121,152,96,87,0,0,0,0,0,918
Boston - Roger Clap,00350298,26,28,25,21,23,24,19,0,0,0,0,0,0,0,0,166
Boston - Samuel Adams,00350302,47,45,46,46,46,30,18,0,0,0,0,0,0,0,0,278
Boston - Samuel W Mason,00350304,26,37,36,38,36,31,29,0,0,0,0,0,0,0,0,233
Boston - Sarah Greenwood,00350308,50,45,50,49,44,39,35,32,22,21,0,0,0,0,0,387
Boston - Snowden International School at Copley,00350690,0,0,0,0,0,0,0,0,0,0,136,114,85,75,0,410
Boston - TechBoston Academy,00350657,0,0,0,0,0,0,0,138,132,150,155,151,119,93,1,939
