SCHOOL,ORG CODE,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,TOTAL
Arlington - Menotomy Preschool,00100038,77,,,,,,,,,,,,,,0,77
Arlington - Ottoson Middle,00100410,,,,,,,,346,329,333,,,,,0,"1,008"
Arlington - Peirce,00100045,,39,37,33,40,33,41,,,,,,,,0,223
Arlington - Thompson,00100050,,71,59,45,59,48,48,,,,,,,,0,330
Ashburnham-Westminster - Briggs Elem,06100025,17,63,87,81,95,87,81,,,,,,,,0,511
Ashburnham-Westminster - Meetinghouse School,06100010,37,85,108,,,,,,,,,,,,0,230
Ashburnham-Westminster - Oakmont Regional H S,06100505,,,,,,,,,,,187,193,172,178,8,738
Ashburnham-Westminster - Overlook Middle School,06100305,,,,,,,,200,214,205,,,,,0,619
Ashburnham-Westminster - Westminster Elem,06100005,,,,95,98,92,89,,,,,,,,0,374
Ashland - Ashland High,00140505,,,,,,,,,,,186,185,175,164,0,710
Ashland - Ashland Middle,00140405,,,,,,,,194,193,200,,,,,0,587
Ashland - David Mindess,00140015,,,,,237,185,220,,,,,,,,0,642
Ashland - Henry E Warren Elem,00140010,,,195,210,,,,,,,,,,,0,405
Ashland - William Pittaway Elem,00140005,119,190,,,,,,,,,,,,,0,309
Assabet Valley - Assabet Valley Voc H S,08010605,,,,,,,,,,,237,242,228,218,0,925
Athol-Royalston - Athol High,06150505,,,,,,,,,,,148,99,168,124,0,539
Athol-Royalston - Athol-Royalston Middle School,06150305,,,,,,,,141,156,181,,,,,0,478
Athol-Royalston - Ellen Bigelow,06150005,,,,1,3,10,5,3,2,2,4,1,5,4,0,40
Athol-Royalston - Pleasant St,06150016,32,26,40,39,49,44,50,,,,,,,,0,280
Athol-Royalston - Riverbend,06150020,,19,26,21,24,56,52,,,,,,,,0,198
Athol-Royalston - Royalston Community Sch,06150050,6,10,11,13,18,17,17,20,,,,,,,0,112
Athol-Royalston - Sanders Street,06150025,,36,31,33,40,,,,,,,,,,0,140
Athol-Royalston - Silver Lake,06150030,1,35,33,22,26,25,25,,,,,,,,0,167
Atlantis Charter (District) - Atlantis Charter School,04910550,,85,67,69,92,92,96,71,72,47,,,,,0,691
Attleboro - A. Irvin Studley Elementary School,00160001,,88,114,77,96,96,,,,,,,,,0,471
Attleboro - Attleboro High,00160505,,,,,,,,,,,489,451,472,416,0,"1,828"
Attleboro - Cyril K. Brennan Middle School,00160315,,,,,,,132,145,156,147,,,,,0,580
Attleboro - Early Learning Center,00160008,147,2,,,,,,,,,,,,,0,149
Attleboro - Hill-Roberts Elementary School,00160045,,91,79,93,97,101,,,,,,,,,0,461
Attleboro - Hyman Fine Elementary School,00160040,,55,102,82,91,81,,,,,,,,,0,411
Attleboro - Peter Thacher Elementary School,00160050,,119,80,88,76,104,,,,,,,,,0,467
Attleboro - Robert J. Coelho Middle School,00160305,,,,,,,175,154,145,175,,,,,0,649
Attleboro - Thomas E. Willett School,00160035,,63,83,83,89,70,,,,,,,,,0,388
Attleboro - Wamsutta Middle School,00160320,,,,,,,154,163,155,163,,,,,0,635
Auburn - Auburn Middle,00170305,,,,,,,,197,203,183,,,,,0,583
Auburn - Auburn Senior High,00170505,,,,,,,,,,,195,146,160,167,3,671
Auburn - Bryn Mawr,00170010,,70,86,86,,,,,,,,,,,0,242
Auburn - Julia Bancroft,00170005,,,,,75,90,101,,,,,,,,0,266
Auburn - Mary D Stone,00170025,48,92,91,77,,,,,,,,,,,0,308
Auburn - Pakachoag,00170015,,,,,74,84,95,,,,,,,,0,253
Avon - Avon Middle High School,00180510,,,,,,,,,71,64,62,68,61,55,0,381
Avon - Ralph D Butler,00180010,12,31,47,58,52,53,63,64,,,,,,,0,380
Ayer - Ayer High,00190510,,,,,,,,,,,95,112,95,88,0,390
Ayer - Ayer Middle,00190305,,,,,,,77,95,97,83,,,,,0,352
Ayer - Page-Hilltop,00190025,54,113,88,92,96,85,,,,,,,,,0,528
Barnstable - Barnstable Early Learning Center,00200004,112,,,,,,,,,,,,,,0,112
Barnstable - Barnstable High,00200505,,,,,,,,,,,551,410,463,404,5,"1,833"
Barnstable - Barnstable Middle School,00200305,,,,,,,,1,458,415,,,,,0,874
Barnstable - Centerville Elementary,00200010,,56,59,65,66,66,,,,,,,,,0,312
Barnstable - Cotuit Elem,00200015,,,,,50,61,,,,,,,,,0,111
Barnstable - Hyannis Elementary,00200020,,57,60,62,60,72,,,,,,,,,0,311
Barnstable - Hyannis West Elementary,00200025,,68,51,53,60,47,,,,,,,,,0,279
Barnstable - Marstons Mills Elem,00200030,,57,38,59,,,,,,,,,,,0,154
Barnstable - Osterville Bay Elementary,00200040,,,,,74,74,,,,,,,,,0,148
Barnstable - Osterville Elementary,00200035,,73,57,53,,,,,,,,,,,0,183
Barnstable - West Barnstable Elem,00200005,,35,42,49,50,50,,,,,,,,,0,226
Barnstable Horace Mann Charter (District) - Barnstable Horace Mann Charter School,04230010,,,,,,,446,457,,,,,,,0,903
Bedford - Bedford High,00230505,,,,,,,,,,,192,216,180,162,0,750
Bedford - John Glenn Middle,00230305,,,,,,,,194,163,160,,,,,0,517
Bedford - Lt Elezer Davis,00230010,5,149,167,174,,,,,,,,,,,0,495
Bedford - Lt Job Lane School,00230012,,,,,169,187,167,,,,,,,,0,523
Belchertown - Belchertown High,00240505,,,,,,,,,,,194,197,178,199,3,771
Belchertown - Chestnut Hill Community School,00240006,,,,,,201,224,219,,,,,,,0,644
Belchertown - Cold Spring,00240005,71,195,,,,,,,,,,,,,0,266
Belchertown - Jabish Middle School,00240025,,,,,,,,,204,239,,,,,0,443
Belchertown - Swift River Elem,00240018,,,195,175,190,,,,,,,,,,0,560
Bellingham - Bellingham ECC,00250003,25,,,,,,,,,,,,,,0,25
Bellingham - Bellingham High School,00250505,,,,,,,,,,,209,180,179,197,0,765
Bellingham - Bellingham Memorial Middle School,00250315,,,,,,,187,193,230,209,,,,,0,819
Bellingham - Clara Macy Elementary,00250009,,52,50,60,50,65,,,,,,,,,0,277
Bellingham - Primavera Jr/Sr H S,00250510,,,,,,,,,,,7,14,8,5,0,34
Bellingham - South Elem,00250020,,62,80,76,94,100,,,,,,,,,0,412
Bellingham - Stall Brook,00250025,,61,43,49,65,56,,,,,,,,,0,274
Belmont - Belmont High,00260505,,,,,,,,,,,287,289,287,287,0,"1,150"
Belmont - Daniel Butler,00260015,,67,48,61,55,38,,,,,,,,,0,269
Belmont - Mary Lee Burbank,00260010,,54,63,59,59,64,,,,,,,,,0,299
Belmont - Roger E Wellington,00260035,,73,94,87,98,82,,,,,,,,,0,434
Belmont - Winn Brook,00260005,55,80,92,63,84,79,,,,,,,,,0,453
Belmont - Winthrop L Chenery Middle,00260305,,,,,,,269,273,281,299,,,,,0,"1,122"
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,,61,52,47,45,43,36,26,,,,,,,0,310
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,,44,44,44,48,45,48,42,45,28,,,,,0,388
Berkley - Berkley Community School,00270010,85,85,92,109,108,107,,,,,,,,,0,586
Berkley - Berkley Middle School,00270305,,,,,,,92,104,101,107,,,,,0,404
Berkshire Arts and Technology Charter (District) - Berkshire Arts and Technology Charter School,04140305,,,,,,,,70,65,47,12,16,12,,0,222
Berkshire Hills - Monument Mt Reg High,06180505,,,,,,,,,,,181,166,160,176,1,684
Berkshire Hills - Monument Valley Regional Middle School,06180310,,,,,,,84,72,116,111,,,,,0,383
Berkshire Hills - Muddy Brook Regional Elementary School,06180035,20,83,75,76,80,68,,,,,,,,,0,402
Berlin - Berlin Memorial,00280005,10,20,32,41,35,33,27,28,,,,,,,0,226
Berlin-Boylston - Tahanto Reg High,06200505,,,,,,,,,94,89,92,72,69,72,0,488
Beverly - Ayers/Ryal Side Sch,00300055,32,71,61,72,67,59,68,,,,,,,,0,430
Beverly - Beverly High,00300505,,,,,,,,,,,340,309,330,332,0,"1,311"
Beverly - Briscoe Middle,00300305,,,,,,,,317,319,313,,,,,0,949
Beverly - Centerville Elementary,00300010,,41,58,44,71,65,51,,,,,,,,0,330
Beverly - Cove Elementary,00300015,74,65,73,65,56,67,81,,,,,,,,0,481
Beverly - Hannah Elementary,00300033,,53,60,55,48,49,49,,,,,,,,0,314
Beverly - McKeown Elementary,00300037,,45,47,45,34,49,35,,,,,,,,0,255
Beverly - North Beverly Elementary,00300040,,46,77,48,51,52,65,,,,,,,,0,339
Billerica - Billerica Memorial High School,00310505,123,,,,,,,,,,403,366,395,358,0,"1,645"
Billerica - Eugene C Vining,00310030,,48,48,60,57,71,63,,,,,,,,0,347
Billerica - Frederick J Dutile,00310007,,60,80,87,84,89,87,,,,,,,,0,487
Billerica - Hajjar Elementary,00310026,,79,94,115,104,100,83,,,,,,,,0,575
Billerica - John F Kennedy,00310012,,81,73,92,98,107,83,,,,,,,,0,534
Billerica - Locke Middle,00310310,,,,,,,,236,239,227,,,,,0,702
Billerica - Marshall Middle School,00310305,,,,,,,,278,301,277,,,,,0,856
Billerica - Parker,00310015,,55,74,70,62,62,59,,,,,,,,0,382
Billerica - Thomas Ditson,00310005,,108,136,115,130,135,130,,,,,,,,0,754
Blackstone Valley Reg - Blackstone Valley,08050605,,,,,,,,,,,277,272,232,212,0,993
Blackstone-Millville - A F Maloney,06220015,,,,,,84,130,,,,,,,,0,214
Blackstone-Millville - Blackstone Millville RHS,06220505,,,,,,,,,,,166,168,143,124,0,601
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,,,,,,,,196,177,169,,,,,0,542
Blackstone-Millville - John F Kennedy Elem,06220008,21,100,107,106,110,,,,,,,,,,0,444
Blackstone-Millville - Millville Elem,06220010,59,44,39,55,48,48,59,,,,,,,,0,352
Blue Hills Voc - Blue Hills Reg Voc Tech,08060605,,,,,,,,,,,233,221,218,179,0,851
Boston - Academy of Public Service,00350502,,,,,,,,,,,115,43,50,45,0,253
Boston - Agassiz,00350007,26,82,88,81,109,92,101,,,,,,,,0,579
Boston - Alexander Hamilton,00350011,20,16,27,22,33,26,25,,,,,,,,0,169
Boston - Another Course To College,00350541,,,,,,,,,,,45,53,60,56,1,215
Boston - Baldwin ELC,00350003,90,51,36,,,,,,,,,,,,0,177
Boston - Beethoven,00350021,,39,41,39,52,53,53,,,,,,,,0,277
Boston - Blackstone,00350390,79,84,83,77,91,96,86,,,,,,,,0,596
Boston - Boston Adult Academy,00350548,,,,,,,,,,,10,37,65,156,2,270
Boston - Boston Arts Academy,00350546,,,,,,,,,,,120,104,99,85,0,408
Boston - Boston Community Leadership Academy,00350558,,,,,,,,,,,125,82,96,85,5,393
Boston - Boston International  High School,00350507,,,,,,,,,,,26,46,37,37,0,146
Boston - Boston Latin,00350560,,,,,,,,,417,398,441,403,382,386,0,"2,427"
Boston - Boston Latin Academy,00350545,,,,,,,,,333,337,321,285,247,219,0,"1,742"
Boston - Boston Middle School Academy,00350413,,,,,,,,2,4,12,,,,,0,18
Boston - Brighton High,00350505,,,,,,,,,,,305,356,324,297,4,"1,286"
Boston - Brook Farm Business and Service Career Academy,00350576,,,,,,,,,,,130,67,82,78,0,357
Boston - Carter Develop Day Care,00350036,,,,,,,,,,,7,3,1,2,8,21
Boston - Charles H Taylor,00350054,29,64,73,82,77,85,88,,,,,,,,0,498
Boston - Charles Sumner,00350052,40,80,81,90,82,69,68,,,,,,,,0,510
Boston - Charlestown High,00350515,,,,,,,,,,,384,264,251,310,3,"1,212"
Boston - Clarence R Edwards Middle,00350430,,,,,,,,111,115,154,,,,,0,380
Boston - Community Academy,00350518,,,,,,,,,,,19,9,17,31,0,76
Boston - Community Academy of Science and Health,00350581,,,,,,,,,,,93,71,105,92,4,365
Boston - Curtis Guild,00350062,,39,52,49,41,34,41,,,,,,,,0,256
Boston - Dante Alighieri,00350066,,19,23,21,21,17,19,,,,,,,,0,120
Boston - David A Ellis,00350072,,54,43,53,46,31,56,,,,,,,,0,283
Boston - Dearborn,00350074,,,,,,,,114,99,156,,,,,0,369
Boston - Dennis C Haley,00350077,22,42,44,50,52,43,40,,,,,,,,0,293
Boston - Donald Mckay,00350080,,62,77,97,87,92,74,69,46,38,,,,,0,642
Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School,00350008,62,70,59,,,,,,,,,,,,0,191
Boston - East Boston ECC,00350009,57,54,62,,,,,,,,,,,,0,173
Boston - East Boston High,00350530,,,,,,,,,,,425,483,300,281,2,"1,491"
Boston - Edward Everett,00350088,14,35,38,40,47,45,48,,,,,,,,0,267
Boston - Egleston Comm High School,00350543,,,,,,,,,,,7,22,27,29,0,85
Boston - ELC - East Zone,00350005,45,41,36,,,,,,,,,,,,0,122
Boston - ELC - West Zone,00350006,34,36,32,,,,,,,,,,,,0,102
Boston - Elihu Greenwood,00350094,,58,61,67,72,61,55,,,,,,,,0,374
Boston - Eliot Elementary,00350096,,19,21,28,31,31,19,31,,,,,,,0,180
Boston - Ellis Mendell,00350100,19,18,19,43,27,19,21,,,,,,,,0,166
Boston - Emily A Fifield,00350102,5,42,57,57,57,44,39,,,,,,,,0,301
Boston - Excel High School,00350522,,,,,,,,,,,116,85,102,70,0,373
Boston - Farragut,00350108,,24,41,43,44,39,41,,,,,,,,0,232
Boston - Fenway High School,00350540,,,,,,,,,,,74,78,72,71,0,295
Boston - Franklin D Roosevelt,00350116,,40,42,43,46,50,36,,,,,,,,0,257
Boston - George H Conley,00350122,22,26,26,28,31,33,26,,,,,,,,0,192
Boston - Grover Cleveland,00350415,,,,,,,,,90,94,,,,,0,184
Boston - Harbor School,00350426,,,,,,,,84,92,79,,,,,0,255
Boston - Harvard-Kent,00350200,32,58,81,81,58,59,62,,,,,,,,0,431
Boston - Haynes Early Education Center,00350010,61,61,63,,,,,,,,,,,,0,185
Boston - Henry Grew,00350135,,42,36,46,47,37,39,,,,,,,,0,247
Boston - Henry L Higginson,00350137,23,24,27,23,23,17,15,,,,,,,,0,152
Boston - Horace Mann School for the Deaf,00350750,13,6,7,6,14,7,9,16,15,15,3,11,2,1,8,133
Boston - Hugh Roe O'Donnell,00350141,22,43,43,42,33,29,25,,,,,,,,0,237
Boston - Jackson Mann,00350013,28,60,49,94,84,90,94,80,,,,,,,0,579
Boston - James A Garfield Elem,00350152,,36,35,37,38,27,29,,,,,,,,0,202
Boston - James Condon Elem,00350146,62,91,87,95,109,94,120,,,,,,,,0,658
Boston - James J Chittick,00350154,,42,51,40,43,45,39,,,,,,,,0,260
Boston - James M Curley,00350384,22,44,42,45,49,37,40,,,,,,,,0,279
Boston - James Otis,00350156,,47,42,44,47,42,44,,,,,,,,0,266
Boston - James P Timilty Middle,00350485,,,,,,,,242,190,207,,,,,0,639
Boston - James W Hennigan,00350153,,39,67,90,87,111,102,,,,,,,,0,496
Boston - Jeremiah E Burke High,00350525,,,,,,,,,,,296,143,153,148,3,743
Boston - John D Philbrick,00350172,,27,28,28,23,23,15,,,,,,,,0,144
Boston - John F Kennedy,00350166,,62,56,57,88,61,65,,,,,,,,0,389
Boston - John Marshall,00350178,104,102,102,99,94,93,94,,,,,,,,0,688
Boston - John P Holland,00350167,19,97,129,113,109,104,109,,,,,,,,0,680
Boston - John W McCormack,00350179,,,,,,,,272,205,198,,,,,0,675
Boston - John Winthrop,00350180,20,43,36,49,51,43,59,,,,,,,,0,301
Boston - Joseph J Hurley,00350182,10,57,62,52,40,31,32,,,,,,,,0,284
Boston - Joseph Lee,00350183,13,34,48,50,75,73,70,,,,,,,,0,363
Boston - Joseph P Manning,00350184,,23,25,26,32,24,23,,,,,,,,0,153
Boston - Joseph P Tynan,00350181,21,46,63,54,63,42,44,,,,,,,,0,333
Boston - Josiah Quincy,00350286,36,121,125,119,128,149,130,,,,,,,,0,808
Boston - Joyce Kilmer,00350190,22,43,46,44,49,39,42,,,,,,,,0,285
Boston - Lee Academy,00350001,76,35,35,37,,,,,,,,,,,0,183
Boston - Lewis Middle School,00350455,,,,,,,,103,80,79,,,,,0,262
Boston - Lilla G. Frederick Middle School,00350383,,,,,,,,227,215,198,,,,,0,640
Boston - Lucy Stone,00350211,15,19,21,22,28,20,18,,,,,,,,0,143
Boston - Lyndon,00350262,,53,48,52,58,62,61,60,43,41,,,,,0,478
Boston - Madison Park High,00350537,,,,,,,,,,,479,429,364,300,3,"1,575"
Boston - Manassah E Bradley,00350215,20,22,36,41,27,44,49,,,,,,,,0,239
Boston - Martin Luther King Jr Mid,00350410,,,,,,,,98,93,76,,,,,0,267
Boston - Mary E Curley Middle,00350420,,,,,,,,186,189,222,,,,,0,597
Boston - Mary Lyon,00350004,,10,12,12,14,11,14,15,14,13,,,,,0,115
Boston - Mather,00350227,58,75,83,82,84,77,83,,,,,,,,0,542
Boston - Mattahunt,00350226,28,65,85,109,79,78,91,,,,,,,,0,535
Boston - Maurice J Tobin,00350229,10,30,58,48,53,56,39,31,34,30,,,,,0,389
Boston - Media Communications Technology High School,00350578,,,,,,,,,,,106,71,105,85,0,367
Boston - Michael J Perkins,00350231,,43,36,37,37,40,28,,,,,,,,0,221
Boston - Mildred Avenue Middle School,00350381,,,,,,,,190,193,205,,,,,0,588
Boston - Mission Hill School,00350382,,25,20,19,17,22,14,18,14,16,,,,,0,165
Boston - Monument High School,00350538,,,,,,,,,,,98,102,95,67,1,363
Boston - Mozart,00350237,21,25,22,26,17,16,17,,,,,,,,0,144
Boston - Nathan Hale,00350243,,25,36,22,23,32,31,,,,,,,,0,169
Boston - New Mission High School,00350542,,,,,,,,,,,62,64,66,67,1,260
Boston - Noonan Business Academy,00350524,,,,,,,,,,,105,52,73,30,0,260
Boston - O W Holmes,00350138,13,26,29,34,34,29,25,,,,,,,,0,190
Boston - O'Bryant Sch Math/Science,00350575,,,,,,,,,170,103,299,288,203,201,0,"1,264"
Boston - Odyssey High School,00350577,,,,,,,,,,,100,80,111,69,1,361
Boston - Oliver Hazard Perry,00350255,21,27,32,26,28,23,21,24,,,,,,,0,202
Boston - Orchard Gardens ,00350257,,58,58,63,71,63,65,74,76,82,,,,,0,610
Boston - Parkway Academy of Technology and Health,00350574,,,,,,,,,,,111,76,86,53,0,326
Boston - Patrick F Gavin Middle,00350435,,,,,,,,152,166,167,,,,,0,485
Boston - Patrick J Kennedy,00350264,25,26,42,41,29,23,34,,,,,,,,0,220
Boston - Patrick O'Hearn,00350266,34,44,44,23,44,23,22,,,,,,,,0,234
Boston - Paul A Dever,00350268,,83,86,81,79,60,64,,,,,,,,0,453
Boston - Pauline Agassiz Shaw,00350270,5,43,42,41,45,50,39,,,,,,,,0,265
Boston - Phineas Bates,00350278,,39,41,45,47,56,52,,,,,,,,0,280
Boston - Quincy E Dickerman,00350284,4,22,45,35,44,29,26,,,,,,,,0,205
Boston - Quincy Upper School,00350565,,,,,,,,141,82,67,58,53,54,33,0,488
Boston - Rafael Hernandez,00350691,44,50,48,49,41,39,39,36,27,28,,,,,0,401
Boston - Ralph Waldo Emerson,00350288,,29,41,27,38,38,39,,,,,,,,0,212
Boston - Richard J Murphy,00350240,33,66,69,73,83,160,162,138,76,64,,,,,0,924
Boston - Roger Clap,00350298,17,19,21,23,24,21,20,,,,,,,,0,145
Boston - Samuel Adams,00350302,6,44,44,39,37,29,21,,,,,,,,0,220
Boston - Samuel W Mason,00350304,29,34,32,34,32,31,25,,,,,,,,0,217
Boston - Sarah Greenwood,00350308,46,41,49,50,40,32,27,32,18,21,,,,,0,356
Boston - Snowden Int'l High,00350690,,,,,,,,,,,144,131,90,58,0,423
Boston - Social Justice Academy,00350583,,,,,,,,,,,105,82,85,61,6,339
Boston - Solomon Lewenberg Middle,00350450,,,,,,,,137,128,158,,,,,0,423
Boston - Tech Boston Academy,00350539,,,,,,,,,,,108,115,85,52,0,360
Boston - The Engineering School,00350582,,,,,,,,,,,72,79,89,80,26,346
Boston - The English High,00350535,,,,,,,,,,,433,199,295,310,7,"1,244"
Boston - Thomas A Edison Jr High,00350425,,,,,,,,161,165,175,,,,,0,501
Boston - Thomas Gardner,00350326,17,52,53,63,49,43,41,,,,,,,,0,318
Boston - Thomas J Kenny,00350328,27,22,23,26,32,41,35,,,,,,,,0,206
Boston - Umana/Barnes Middle,00350405,,,,,,,,214,212,199,,,,,0,625
Boston - Urban Science Academy,00350579,,,,,,,,,,,113,89,61,57,2,322
Boston - Warren-Prescott,00350346,5,45,42,52,48,45,42,52,41,41,,,,,0,413
Boston - Washington Irving Middle,00350445,,,,,,,,230,216,245,,,,,0,691
Boston - William E Russell,00350366,11,55,54,61,54,44,52,,,,,,,,0,331
Boston - William Ellery Channing,00350360,19,45,45,42,47,56,69,,,,,,,,0,323
Boston - William H Ohrenberger,00350258,,60,70,69,72,68,83,,,,,,,,0,422
Boston - William McKinley,00350363,1,,4,11,6,17,32,49,39,43,63,68,67,41,8,449
Boston - William Monroe Trotter,00350370,2,73,83,88,73,67,66,,,,,,,,0,452
Boston - Winship Elementary,00350374,41,23,34,42,32,20,15,,,,,,,,0,207
Boston - Wm B Rogers Middle,00350470,,,,,,,,160,173,183,,,,,0,516
Boston - Woodrow Wilson Middle,00350490,,,,,,,,135,121,160,,,,,0,416
Boston - Young Achievers,00350380,16,26,39,38,38,37,39,40,20,20,,,,,0,313
Boston Collegiate Charter (District) - Boston Collegiate Charter School,04490305,,,,,,,72,88,60,60,50,30,19,15,0,394
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,04240505,,,,,,,,,,,59,47,82,104,0,292
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,04160305,,,,,,,,102,69,39,,,,,0,210
Boston Renaissance Charter Public (District) - Boston Renaissance Charter  Public School,04810550,,426,211,145,144,127,117,112,,,,,,,0,"1,282"
Bourne - Bourne High,00360505,,,,,,,,,,,216,177,192,142,1,728
Bourne - Bourne Middle School,00360325,,,,,,,203,202,170,197,,,,,0,772
Bourne - Ella F Hoxie School,00360015,,,44,50,38,56,,,,,,,,,0,188
Bourne - James F Peebles Elem,00360010,,,123,123,150,130,,,,,,,,,0,526
Bourne - Otis Memorial,00360020,66,168,30,25,19,20,,,,,,,,,0,328
Boxborough - Blanchard Memorial,00370005,14,60,67,76,68,76,95,87,,,,,,,0,543
Boxford - Harry Lee Cole,00380005,61,121,107,135,,,,,,,,,,,0,424
Boxford - Spofford Pond,00380013,,,,,141,131,160,118,,,,,,,0,550
Boylston - Boylston Elementary,00390005,20,45,50,45,55,50,52,60,,,,,,,0,377
Braintree - Archie T Morrison,00400033,,56,78,62,74,66,86,,,,,,,,0,422
Braintree - Braintree High,00400505,102,,,,,,,,,,350,377,386,324,10,"1,549"
Braintree - Donald Ross,00400050,,48,62,45,49,48,65,,,,,,,,0,317
Braintree - East Middle School,00400305,,,,,,,,222,235,222,,,,,0,679
