DISTRICT,ORG CODE,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,TOTAL
Westhampton,03270000,18,17,16,17,19,16,23,23,0,0,0,0,0,0,0,149
Weston,03300000,45,139,126,175,159,162,174,182,170,214,149,190,190,175,3,"2,253"
Westport,03310000,73,110,109,127,145,117,132,134,130,158,71,97,79,86,0,"1,568"
Westwood,03350000,44,206,213,209,252,248,263,272,255,271,247,257,214,253,0,"3,204"
Weymouth,03360000,225,438,528,505,534,503,496,470,474,492,617,473,513,446,7,"6,721"
Whately,03370000,10,18,17,21,19,17,18,15,0,0,0,0,0,0,0,135
Whitman-Hanson,07800000,104,242,287,313,294,317,326,341,329,337,296,285,304,274,3,"4,052"
Whittier Regional Vocational Technical,08850000,0,0,0,0,0,0,0,0,0,0,327,356,330,294,0,"1,307"
Williamsburg,03400000,13,15,14,17,25,27,17,30,0,0,0,0,0,0,0,158
Williamstown,03410000,31,66,54,58,69,60,56,65,0,0,0,0,0,0,0,459
Wilmington,03420000,66,211,298,251,274,262,315,294,265,282,232,223,208,263,4,"3,448"
Winchendon,03430000,85,87,103,109,93,91,94,113,118,122,86,81,85,78,0,"1,345"
Winchester,03440000,83,319,361,340,367,401,352,373,365,335,336,282,316,275,0,"4,505"
Winthrop,03460000,28,152,143,134,161,142,147,166,155,172,116,131,159,131,1,"1,938"
Woburn,03470000,163,374,394,383,353,326,381,329,354,372,337,328,347,320,0,"4,761"
Worcester,03480000,"1,397","2,187","2,151","1,946","1,986","1,845","1,743","1,712","1,689","1,620","1,918","1,732","1,713","1,615",0,"25,254"
Wrentham,03500000,88,110,130,132,148,133,163,161,0,0,0,0,0,0,0,"1,065"
State Totals,00000000,"28,375","67,670","71,574","71,669","70,470","69,922","71,175","71,442","71,235","72,190","76,671","72,959","71,266","68,038","1,188","955,844"
