SCHOOL,ORG CODE,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,TOTAL
Arlington - Brackett,00100010,0,97,83,68,92,88,69,0,0,0,0,0,0,0,0,497
Arlington - Cyrus E Dallin,00100025,0,74,78,66,76,89,73,0,0,0,0,0,0,0,0,456
Arlington - Hardy,00100030,0,82,69,68,68,46,59,0,0,0,0,0,0,0,0,392
Arlington - John A Bishop,00100005,0,68,72,68,76,72,59,0,0,0,0,0,0,0,0,415
Arlington - M Norcross Stratton,00100055,0,67,68,69,68,66,70,0,0,0,0,0,0,0,0,408
Arlington - Menotomy Preschool,00100038,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
Arlington - Ottoson Middle,00100410,0,0,0,0,0,0,0,397,341,369,0,0,0,0,0,"1,107"
Arlington - Peirce,00100045,0,47,44,44,47,43,42,0,0,0,0,0,0,0,0,267
Arlington - Thompson,00100050,0,81,68,82,50,55,56,0,0,0,0,0,0,0,0,392
Ashburnham-Westminster - Briggs Elementary,06100025,59,70,82,88,69,94,87,0,0,0,0,0,0,0,0,549
Ashburnham-Westminster - Meetinghouse School,06100010,0,72,85,0,0,0,0,0,0,0,0,0,0,0,0,157
Ashburnham-Westminster - Oakmont Regional High School,06100505,0,0,0,0,0,0,0,0,0,0,191,184,171,164,8,718
Ashburnham-Westminster - Overlook Middle School,06100305,0,0,0,0,0,0,0,191,189,190,0,0,0,0,0,570
Ashburnham-Westminster - Westminster Elementary,06100005,0,0,0,85,110,91,69,0,0,0,0,0,0,0,0,355
Ashland - Ashland High,00140505,0,0,0,0,0,0,0,0,0,0,174,188,189,168,0,719
Ashland - Ashland Middle,00140405,0,0,0,0,0,0,0,198,194,175,0,0,0,0,0,567
Ashland - David Mindess,00140015,0,0,0,0,193,183,212,0,0,0,0,0,0,0,0,588
Ashland - Henry E Warren Elementary,00140010,0,193,206,199,0,0,0,0,0,0,0,0,0,0,0,598
Ashland - William Pittaway Elementary,00140005,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
Assabet Valley Regional Vocational Technical - Assabet Valley Vocational High School,08010605,0,0,0,0,0,0,0,0,0,0,280,278,259,241,0,"1,058"
Athol-Royalston - Athol High,06150505,0,0,0,0,0,0,0,0,0,0,102,93,105,80,6,386
Athol-Royalston - Athol-Royalston Middle School,06150305,0,0,0,0,0,0,95,96,112,99,0,0,0,0,0,402
Athol-Royalston - Pleasant Street,06150016,49,48,44,49,47,43,0,0,0,0,0,0,0,0,0,280
Athol-Royalston - Riverbend-Sanders Street School,06150020,0,45,48,49,21,32,0,0,0,0,0,0,0,0,0,195
Athol-Royalston - Royalston Community School,06150050,0,17,21,26,25,23,20,17,0,0,0,0,0,0,0,149
Atlantis Charter - Atlantis Charter School,04910550,0,106,115,72,73,72,100,100,100,100,47,0,0,0,0,885
Attleboro - A. Irvin Studley Elementary School,00160001,0,91,78,95,96,79,0,0,0,0,0,0,0,0,0,439
Attleboro - Attleboro Community Academy,00160515,0,0,0,0,0,0,0,0,0,0,0,3,14,31,0,48
Attleboro - Attleboro High,00160505,0,0,0,0,0,0,0,0,0,0,433,424,452,385,0,"1,694"
Attleboro - Cyril K. Brennan Middle School,00160315,0,0,0,0,0,0,131,140,151,146,0,0,0,0,0,568
Attleboro - Early Learning Center,00160008,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
Attleboro - Hill-Roberts Elementary School,00160045,0,92,93,116,100,82,0,0,0,0,0,0,0,0,0,483
Attleboro - Hyman Fine Elementary School,00160040,0,84,90,99,98,87,0,0,0,0,0,0,0,0,0,458
Attleboro - Peter Thacher Elementary School,00160050,0,76,89,86,85,85,0,0,0,0,0,0,0,0,0,421
Attleboro - Robert J. Coelho Middle School,00160305,0,0,0,0,0,0,191,168,166,150,0,0,0,0,0,675
Attleboro - Thomas Willett Elementary School,00160035,0,90,96,72,76,63,0,0,0,0,0,0,0,0,0,397
Attleboro - Wamsutta Middle School,00160320,0,0,0,0,0,0,137,143,131,139,0,0,0,0,0,550
Auburn - Auburn Middle,00170305,0,0,0,0,0,0,0,191,196,205,0,0,0,0,0,592
Auburn - Auburn Senior High,00170505,50,0,0,0,0,0,0,0,0,0,171,157,162,162,6,708
Auburn - Bryn Mawr,00170010,0,79,92,81,0,0,0,0,0,0,0,0,0,0,0,252
Auburn - Julia Bancroft,00170005,0,0,0,0,98,108,95,0,0,0,0,0,0,0,0,301
Auburn - Mary D Stone,00170025,0,81,80,96,0,0,0,0,0,0,0,0,0,0,0,257
Auburn - Pakachoag,00170015,0,0,0,0,78,85,96,0,0,0,0,0,0,0,0,259
Avon - Avon Middle High School,00180510,0,0,0,0,0,0,0,0,62,60,61,50,50,42,3,328
Avon - Ralph D Butler,00180010,19,43,53,60,58,58,63,59,0,0,0,0,0,0,0,413
Ayer Shirley School District - Ayer Shirley Regional High School,06160505,0,0,0,0,0,0,0,0,0,0,97,95,94,55,0,341
Ayer Shirley School District - Ayer Shirley Regional Middle School,06160305,0,0,0,0,0,0,0,141,123,148,0,0,0,0,0,412
Ayer Shirley School District - Lura A. White Elementary School,06160001,26,64,44,57,58,61,42,0,0,0,0,0,0,0,0,352
Ayer Shirley School District - Page Hilltop Elementary School,06160002,29,78,96,96,69,98,86,0,0,0,0,0,0,0,0,552
Barnstable - Barnstable High,00200505,0,0,0,0,0,0,0,0,0,398,396,369,399,334,15,"1,911"
Barnstable - Barnstable Intermediate School,00200315,0,0,0,0,0,0,0,363,388,0,0,0,0,0,0,751
Barnstable - Barnstable United Elementary School,00200050,0,0,0,0,0,389,383,0,0,0,0,0,0,0,0,772
Barnstable - Centerville Elementary,00200010,93,85,88,88,73,0,0,0,0,0,0,0,0,0,0,427
Barnstable - Hyannis West Elementary,00200025,0,81,92,94,88,0,0,0,0,0,0,0,0,0,0,355
Barnstable - West Barnstable Elementary,00200005,0,59,68,66,74,0,0,0,0,0,0,0,0,0,0,267
Barnstable - West Villages Elementary School,00200045,0,94,104,135,117,0,0,0,0,0,0,0,0,0,0,450
Barnstable Community Horace Mann Charter Public - Barnstable Community Horace Mann Charter Public School,04270010,0,75,68,75,73,0,0,0,0,0,0,0,0,0,0,291
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,0,0,0,0,0,0,0,69,79,70,0,0,0,0,0,218
Bedford - Bedford High,00230505,32,0,0,0,0,0,0,0,0,0,230,220,204,227,0,913
Bedford - John Glenn Middle,00230305,0,0,0,0,0,0,0,145,177,180,0,0,0,0,0,502
Bedford - Lt Elezer Davis,00230010,0,186,202,179,0,0,0,0,0,0,0,0,0,0,0,567
Bedford - Lt Job Lane School,00230012,0,0,0,0,164,174,202,0,0,0,0,0,0,0,0,540
Belchertown - Belchertown High,00240505,0,0,0,0,0,0,0,0,0,0,184,175,177,172,0,708
Belchertown - Chestnut Hill Community School,00240006,0,0,0,0,0,196,176,198,0,0,0,0,0,0,0,570
Belchertown - Cold Spring,00240005,29,136,0,0,0,0,0,0,0,0,0,0,0,0,0,165
Belchertown - Jabish Middle School,00240025,0,0,0,0,0,0,0,0,195,206,0,0,0,0,0,401
Belchertown - Swift River Elementary,00240018,0,0,171,172,177,0,0,0,0,0,0,0,0,0,0,520
Bellingham - Bellingham Early Childhood Center,00250003,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
Bellingham - Bellingham High School,00250505,0,0,0,0,0,0,0,0,0,0,121,143,160,175,0,599
Bellingham - Bellingham Memorial Middle School,00250315,0,0,0,0,0,0,184,191,192,167,0,0,0,0,0,734
Bellingham - Clara Macy Elementary,00250009,0,41,62,41,47,42,0,0,0,0,0,0,0,0,0,233
Bellingham - Primavera Junior/Senior High School,00250510,0,0,0,0,0,0,0,0,0,6,8,7,4,6,0,31
Bellingham - South Elementary,00250020,0,83,74,89,90,100,0,0,0,0,0,0,0,0,0,436
Bellingham - Stall Brook,00250025,0,59,55,50,52,39,0,0,0,0,0,0,0,0,0,255
Belmont - Belmont High,00260505,0,0,0,0,0,0,0,0,0,0,341,304,312,279,0,"1,236"
Belmont - Daniel Butler,00260015,0,72,67,66,62,74,0,0,0,0,0,0,0,0,0,341
Belmont - Mary Lee Burbank,00260010,0,71,68,70,71,71,0,0,0,0,0,0,0,0,0,351
Belmont - Roger E Wellington,00260035,63,115,111,101,121,94,0,0,0,0,0,0,0,0,0,605
Belmont - Winn Brook,00260005,0,95,95,95,93,87,0,0,0,0,0,0,0,0,0,465
Belmont - Winthrop L Chenery Middle,00260305,0,0,0,0,0,0,339,331,323,292,0,0,0,0,0,"1,285"
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,0,67,48,55,52,44,43,38,0,0,0,0,0,0,0,347
Benjamin Franklin Classical Charter Public - Benjamin Franklin Classical Charter Public School,04470205,0,50,50,50,50,50,50,50,49,51,0,0,0,0,0,450
Berkley - Berkley Community School,00270010,67,78,95,78,79,89,0,0,0,0,0,0,0,0,0,486
Berkley - Berkley Middle School,00270305,0,0,0,0,0,0,98,87,93,91,0,0,0,0,0,369
Berkshire Arts and Technology Charter Public - Berkshire Arts and Technology Charter Public School,04140305,0,0,0,0,0,0,0,72,64,69,57,23,28,21,0,334
Berkshire Hills - Monument Mt Regional High,06180505,0,0,0,0,0,0,0,0,0,0,125,145,143,129,10,552
Berkshire Hills - Monument Valley Regional Middle School,06180310,0,0,0,0,0,0,100,94,105,104,0,0,0,0,0,403
Berkshire Hills - Muddy Brook Regional Elementary School,06180035,16,77,66,67,66,93,0,0,0,0,0,0,0,0,0,385
Berlin - Berlin Memorial,00280005,22,20,26,27,36,26,29,0,0,0,0,0,0,0,0,186
Berlin-Boylston - Tahanto Regional High,06200505,0,0,0,0,0,0,0,86,84,84,85,85,69,58,0,551
Beverly - Ayers/Ryal Side School,00300055,0,100,87,84,68,88,76,0,0,0,0,0,0,0,0,503
Beverly - Beverly High,00300505,0,0,0,0,0,0,0,0,0,0,351,335,334,325,9,"1,354"
Beverly - Briscoe Middle,00300305,0,0,0,0,0,0,0,322,314,283,0,0,0,0,0,919
Beverly - Centerville Elementary,00300010,0,45,64,62,48,68,54,0,0,0,0,0,0,0,0,341
Beverly - Cove Elementary,00300015,94,106,82,76,66,60,84,0,0,0,0,0,0,0,0,568
Beverly - Hannah Elementary,00300033,0,65,56,81,54,65,66,0,0,0,0,0,0,0,0,387
Beverly - North Beverly Elementary,00300040,0,59,87,63,73,72,74,0,0,0,0,0,0,0,0,428
Billerica - Billerica Memorial High School,00310505,159,0,0,0,0,0,0,0,0,0,330,310,301,327,9,"1,436"
Billerica - Eugene C Vining,00310030,0,30,33,39,32,39,28,0,0,0,0,0,0,0,0,201
Billerica - Frederick J Dutile,00310007,0,53,45,50,58,45,41,0,0,0,0,0,0,0,0,292
Billerica - Hajjar Elementary,00310026,0,72,100,78,89,94,82,0,0,0,0,0,0,0,0,515
Billerica - John F Kennedy,00310012,0,49,55,56,63,55,66,0,0,0,0,0,0,0,0,344
Billerica - Locke Middle,00310310,0,0,0,0,0,0,0,196,223,214,0,0,0,0,0,633
Billerica - Marshall Middle School,00310305,0,0,0,0,0,0,0,195,270,226,0,0,0,0,0,691
Billerica - Parker,00310015,0,73,87,85,68,75,68,0,0,0,0,0,0,0,0,456
Billerica - Thomas Ditson,00310005,0,92,91,101,86,100,106,0,0,0,0,0,0,0,0,576
Blackstone Valley Regional Vocational Technical - Blackstone Valley,08050605,0,0,0,0,0,0,0,0,0,0,310,297,296,282,0,"1,185"
Blackstone-Millville - A F Maloney,06220015,0,0,0,0,0,97,109,0,0,0,0,0,0,0,0,206
Blackstone-Millville - Blackstone Millville RHS,06220505,0,0,0,0,0,0,0,0,0,0,114,121,123,95,4,457
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,0,0,0,0,0,0,0,139,150,154,0,0,0,0,0,443
Blackstone-Millville - John F Kennedy Elementary,06220008,0,96,101,97,90,0,0,0,0,0,0,0,0,0,0,384
Blackstone-Millville - Millville Elementary,06220010,61,36,26,49,30,48,35,0,0,0,0,0,0,0,0,285
Blue Hills Regional Vocational Technical - Blue Hills Regional Vocational Technical,08060605,0,0,0,0,0,0,0,0,0,0,237,231,202,189,0,859
Boston - Another Course To College,00350541,0,0,0,0,0,0,0,0,0,0,62,60,59,55,0,236
Boston - Baldwin Early Learning Center,00350003,69,45,37,0,0,0,0,0,0,0,0,0,0,0,0,151
Boston - Beethoven,00350021,43,93,86,87,8,0,0,0,0,0,0,0,0,0,0,317
Boston - Blackstone,00350390,72,72,99,107,98,84,69,0,0,0,0,0,0,0,0,601
Boston - Boston Adult Academy,00350548,0,0,0,0,0,0,0,0,0,0,0,0,58,133,0,191
Boston - Boston Arts Academy,00350546,0,0,0,0,0,0,0,0,0,0,102,123,119,97,0,441
Boston - Boston Community Leadership Academy,00350558,0,0,0,0,0,0,0,0,0,0,126,151,135,106,7,525
Boston - Boston International  High School,00350507,0,0,0,0,0,0,0,0,0,0,175,82,66,58,0,381
Boston - Boston Latin,00350560,0,0,0,0,0,0,0,0,406,412,448,395,415,363,0,"2,439"
Boston - Boston Latin Academy,00350545,0,0,0,0,0,0,0,0,271,278,336,297,266,275,0,"1,723"
Boston - Boston Middle School Academy,00350413,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,8
Boston - Boston Teachers Union School,00350012,20,24,24,26,31,29,20,47,47,56,0,0,0,0,0,324
Boston - Brighton High,00350505,0,0,0,0,0,0,0,0,0,0,231,251,233,245,14,974
Boston - Carter Developmental Center,00350036,0,0,0,0,0,0,0,0,1,5,3,3,5,6,7,30
Boston - Charles H Taylor,00350054,15,110,88,86,94,78,75,0,0,0,0,0,0,0,0,546
Boston - Charles Sumner,00350052,34,96,104,102,84,74,57,0,0,0,0,0,0,0,0,551
Boston - Charlestown High,00350515,0,0,0,0,0,0,0,0,0,0,277,200,224,220,41,962
Boston - Clarence R Edwards Middle,00350430,0,0,0,0,0,0,0,121,127,168,0,0,0,0,0,416
Boston - Community Academy,00350518,0,0,0,0,0,0,0,0,0,0,8,14,13,27,0,62
Boston - Community Academy of Science and Health,00350581,0,0,0,0,0,0,0,0,0,0,102,76,104,67,3,352
Boston - Curley K-8 School,00350020,70,80,94,87,73,89,87,97,85,114,0,0,0,0,0,876
Boston - Curtis Guild,00350062,20,52,63,81,48,54,38,0,0,0,0,0,0,0,0,356
Boston - Dante Alighieri Montessori School,00350066,26,14,16,12,9,6,0,0,0,0,0,0,0,0,0,83
Boston - David A Ellis,00350072,48,88,62,75,68,56,33,0,0,0,0,0,0,0,0,430
Boston - Dearborn,00350074,0,0,0,0,0,0,0,49,62,70,66,26,0,0,0,273
Boston - Dennis C Haley,00350077,29,46,40,61,46,49,46,44,24,0,0,0,0,0,0,385
Boston - Donald Mckay,00350080,0,64,70,90,85,85,76,82,57,88,0,0,0,0,0,697
Boston - Dorchester Academy,00350651,0,0,0,0,0,0,0,0,0,0,89,94,90,99,10,382
Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School,00350008,45,38,35,33,28,0,0,0,0,0,0,0,0,0,0,179
Boston - Dr. William Henderson Lower,00350266,33,46,26,49,49,23,0,0,0,0,0,0,0,0,0,226
Boston - Dr. William Henderson Upper,00350426,0,0,0,0,0,0,43,66,58,69,71,22,32,0,0,361
Boston - East Boston Early Childhood Center,00350009,74,58,41,0,0,0,0,0,0,0,0,0,0,0,0,173
Boston - East Boston High,00350530,0,0,0,0,0,0,0,0,0,0,464,387,291,360,20,"1,522"
Boston - Edison K-8,00350375,27,49,71,93,75,84,83,109,72,116,0,0,0,0,0,779
Boston - Edward Everett,00350088,18,37,44,47,47,45,41,0,0,0,0,0,0,0,0,279
Boston - ELC - West Zone,00350006,26,38,33,0,0,0,0,0,0,0,0,0,0,0,0,97
Boston - Elihu Greenwood Leadership Academy,00350094,0,51,62,58,68,53,48,0,0,0,0,0,0,0,0,340
Boston - Eliot Elementary,00350096,35,74,57,71,39,46,39,39,22,31,0,0,0,0,0,453
Boston - Ellis Mendell,00350100,33,38,41,43,34,29,24,0,0,0,0,0,0,0,0,242
Boston - Excel High School,00350522,0,0,0,0,0,0,0,0,0,0,128,99,166,141,4,538
Boston - Fenway High School,00350540,0,0,0,0,0,0,0,0,0,0,81,84,84,79,0,328
Boston - Franklin D Roosevelt,00350116,43,42,42,45,40,49,40,47,46,46,0,0,0,0,0,440
Boston - Gardner Pilot Academy,00350326,9,39,36,38,60,46,42,44,37,35,0,0,0,0,0,386
Boston - George H Conley,00350122,21,19,55,23,30,22,22,0,0,0,0,0,0,0,0,192
Boston - Greater Egleston Community High School,00350543,0,0,0,0,0,0,0,0,0,0,7,42,38,113,2,202
Boston - Harvard-Kent,00350200,28,76,108,108,90,73,72,0,0,0,0,0,0,0,0,555
Boston - Haynes Early Education Center,00350010,43,65,70,0,0,0,0,0,0,0,0,0,0,0,0,178
Boston - Henry Grew,00350135,0,55,45,44,40,34,33,0,0,0,0,0,0,0,0,251
Boston - Higginson,00350015,29,42,51,51,0,0,0,0,0,0,0,0,0,0,0,173
Boston - Higginson/Lewis K-8,00350377,5,70,50,48,69,49,42,26,28,29,0,0,0,0,0,416
Boston - Horace Mann School for the Deaf,00350750,12,6,6,9,3,7,7,4,11,7,6,8,1,11,9,107
Boston - Hugh Roe ODonnell,00350141,20,43,45,44,44,50,46,0,0,0,0,0,0,0,0,292
Boston - Jackson Mann,00350013,48,79,82,83,83,83,70,91,60,70,0,0,0,0,0,749
Boston - James Condon Elementary,00350146,73,95,125,132,118,135,121,0,0,0,0,0,0,0,0,799
Boston - James J Chittick,00350154,44,37,47,48,44,39,38,0,0,0,0,0,0,0,0,297
Boston - James Otis,00350156,41,57,57,63,59,63,39,0,0,0,0,0,0,0,0,379
Boston - James P Timilty Middle,00350485,0,0,0,0,0,0,0,145,155,186,0,0,0,0,0,486
Boston - James W Hennigan,00350153,0,44,74,89,88,133,100,92,0,0,0,0,0,0,0,620
Boston - Jeremiah E Burke High,00350525,0,0,0,0,0,0,0,0,0,0,135,100,151,149,4,539
Boston - John D Philbrick,00350172,9,31,27,23,25,23,23,0,0,0,0,0,0,0,0,161
Boston - John F Kennedy,00350166,21,61,67,73,63,62,55,0,0,0,0,0,0,0,0,402
Boston - John W McCormack,00350179,0,0,0,0,0,0,0,194,199,203,0,0,0,0,0,596
Boston - John Winthrop,00350180,28,61,61,58,54,54,41,0,0,0,0,0,0,0,0,357
Boston - Joseph J Hurley,00350182,29,43,49,50,35,40,35,30,18,13,0,0,0,0,0,342
Boston - Joseph Lee,00350183,52,53,58,56,61,72,78,92,64,63,0,0,0,0,0,649
Boston - Joseph P Manning,00350184,13,22,23,24,25,25,25,0,0,0,0,0,0,0,0,157
Boston - Joseph P Tynan,00350181,41,53,73,78,67,43,47,0,0,0,0,0,0,0,0,402
Boston - Josiah Quincy,00350286,44,114,127,122,116,127,139,0,0,0,0,0,0,0,0,789
Boston - Joyce Kilmer,00350190,40,46,69,48,50,55,46,57,21,24,0,0,0,0,0,456
Boston - King K-8,00350376,61,70,66,64,70,50,27,40,23,24,0,0,0,0,0,495
Boston - Lee Academy,00350001,58,78,76,0,0,0,0,0,0,0,0,0,0,0,0,212
Boston - Lilla G. Frederick Middle School,00350383,0,0,0,0,0,0,0,147,184,221,0,0,0,0,0,552
Boston - Lyndon,00350262,65,42,81,62,61,67,44,65,31,32,0,0,0,0,0,550
Boston - Lyon K-8,00350004,0,13,12,15,15,17,16,18,14,19,0,0,0,0,0,139
Boston - Lyon Upper 9-12,00350655,0,0,0,0,0,0,0,0,0,0,31,35,36,32,0,134
Boston - Madison Park High,00350537,0,0,0,0,0,0,0,0,0,0,158,277,240,224,22,921
Boston - Manassah E Bradley,00350215,43,37,51,43,43,57,36,0,0,0,0,0,0,0,0,310
Boston - Margarita Muniz Academy,00350549,0,0,0,0,0,0,0,0,0,0,84,72,73,0,0,229
Boston - Mario Umana Academy,00350656,0,64,64,77,69,26,26,170,136,148,0,0,0,0,0,780
Boston - Mather,00350227,59,89,86,94,98,99,74,0,0,0,0,0,0,0,0,599
Boston - Mattahunt,00350226,97,100,107,109,82,82,58,0,0,0,0,0,0,0,0,635
Boston - Maurice J Tobin,00350229,13,77,60,60,60,48,29,42,23,26,0,0,0,0,0,438
Boston - Michael J Perkins,00350231,0,39,42,45,62,26,23,0,0,0,0,0,0,0,0,237
Boston - Mildred Avenue K-8,00350378,0,42,0,0,0,25,37,110,62,106,0,0,0,0,0,382
Boston - Mission Hill School,00350382,36,26,20,32,26,18,19,18,16,21,0,0,0,0,0,232
Boston - Mozart,00350237,25,24,23,22,22,25,21,0,0,0,0,0,0,0,0,162
Boston - Nathan Hale,00350243,18,20,24,22,48,22,22,0,0,0,0,0,0,0,0,176
Boston - New Mission High School,00350542,0,0,0,0,0,0,0,0,0,0,73,77,83,68,0,301
Boston - O W Holmes,00350138,35,48,59,56,53,50,34,0,0,0,0,0,0,0,0,335
Boston - OBryant School Math/Science,00350575,0,0,0,0,0,0,0,0,149,143,323,298,264,238,0,"1,415"
Boston - Oliver Hazard Perry,00350255,15,28,22,27,28,32,23,25,17,32,0,0,0,0,0,249
Boston - Orchard Gardens,00350257,51,77,83,100,90,95,97,77,81,86,0,0,0,0,0,837
Boston - Patrick J Kennedy,00350264,30,42,73,64,42,34,22,0,0,0,0,0,0,0,0,307
Boston - Paul A Dever,00350268,40,60,89,90,86,87,72,0,0,0,0,0,0,0,0,524
Boston - Pauline Agassiz Shaw Elementary School,00350014,52,54,0,0,0,0,0,0,0,0,0,0,0,0,0,106
Boston - Phineas Bates,00350278,20,34,44,44,47,57,46,0,0,0,0,0,0,0,0,292
Boston - Quincy Upper School,00350565,0,0,0,0,0,0,0,131,68,72,45,56,52,58,15,497
Boston - Rafael Hernandez,00350691,50,51,48,45,49,45,38,39,29,28,0,0,0,0,0,422
Boston - Richard J Murphy,00350240,36,62,67,76,83,132,114,142,79,91,0,0,0,0,0,882
Boston - Roger Clap,00350298,21,39,31,27,22,23,21,0,0,0,0,0,0,0,0,184
