DISTRICT,ORG CODE,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,TOTAL
Dudley-Charlton Reg,06580000,177,336,313,302,288,366,339,353,374,365,279,303,281,258,0,"4,334"
Duxbury,00820000,73,243,259,222,258,255,228,272,261,250,264,247,234,227,1,"3,294"
East Bridgewater,00830000,24,164,191,217,183,201,170,192,209,214,180,168,160,149,0,"2,422"
East Longmeadow,00870000,51,172,211,188,205,186,217,222,216,220,260,208,215,177,0,"2,748"
Eastham,00850000,0,34,45,33,28,34,48,0,0,0,0,0,0,0,0,222
Easthampton,00860000,37,114,110,112,132,128,134,145,153,160,152,77,91,89,0,"1,634"
Easton,00880000,72,266,294,303,314,325,320,315,312,285,256,254,246,264,7,"3,833"
Edgartown,00890000,0,41,42,32,42,36,38,39,54,38,0,0,0,0,0,362
Edward Brooke Charter,04280000,0,0,0,0,0,0,88,77,0,0,0,0,0,0,0,165
Erving,00910000,32,22,26,21,15,19,13,20,0,0,0,0,0,0,0,168
Essex Agr Tech,09130000,0,0,0,0,0,0,0,0,0,0,120,119,95,73,0,407
Everett,00930000,228,305,384,308,368,368,368,461,432,409,493,441,397,359,0,"5,321"
Excel Academy Charter,04100000,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,101
Fairhaven,00940000,31,143,135,174,136,169,189,190,212,200,205,194,153,126,2,"2,259"
Fall River,00950000,207,985,937,872,971,916,931,951,"1,038","1,004","1,063",770,532,520,0,"11,697"
Falmouth,00960000,156,270,311,293,339,331,347,364,360,391,322,325,356,279,0,"4,444"
Farmington River Reg,06620000,26,21,20,20,17,31,34,19,0,0,0,0,0,0,0,188
Fitchburg,00970000,146,449,452,466,496,440,479,497,461,416,484,353,344,274,3,"5,760"
Florida,00980000,17,12,10,13,10,12,13,9,12,11,0,0,0,0,0,119
Four Rivers Charter,04130000,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,64
Foxboro Regional Charter,04460000,0,95,103,103,98,78,80,85,80,55,44,23,16,15,0,875
Foxborough,00990000,109,189,207,203,213,204,223,230,259,234,226,212,195,183,0,"2,887"
Framingham,01000000,163,655,659,677,721,666,652,626,591,635,591,527,479,460,0,"8,102"
Framingham Community Charter,04180000,0,0,0,0,0,0,0,84,100,0,0,0,0,0,0,184
Francis W. Parker Charter,04780000,0,0,0,0,0,0,0,0,66,65,65,64,56,40,0,356
Franklin,01010000,156,507,480,494,542,458,478,472,416,470,382,360,318,293,0,"5,826"
Franklin County,08180000,0,0,0,0,0,0,0,0,0,0,155,147,122,102,0,526
Frederick Douglass Charter,04420000,0,0,0,0,0,0,0,69,72,74,53,0,0,0,0,268
Freetown,01020000,23,88,119,100,96,95,0,0,0,0,0,0,0,0,0,521
Freetown-Lakeville,06650000,0,0,0,0,0,0,248,271,258,262,239,219,203,196,1,"1,897"
Frontier,06700000,0,0,0,0,0,0,0,0,134,139,104,115,121,94,1,708
Gardner,01030000,67,216,220,222,224,247,267,262,280,268,275,262,256,193,4,"3,263"
Gateway,06720000,47,69,111,100,102,101,102,107,112,117,101,129,111,89,0,"1,398"
Georgetown,01050000,158,122,120,129,107,135,117,127,113,100,110,95,104,80,0,"1,617"
Gill-Montague,06740000,23,75,79,78,88,85,79,101,120,142,115,117,82,81,0,"1,265"
Gloucester,01070000,61,282,278,309,293,281,328,287,309,283,394,325,310,279,0,"4,019"
Gosnold,01090000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
Grafton,01100000,68,221,215,210,201,202,220,190,206,174,183,114,118,131,0,"2,453"
Granby,01110000,12,81,75,83,86,92,100,103,109,95,76,82,63,82,1,"1,140"
Granville,01120000,18,27,19,26,19,24,22,38,22,33,0,0,0,0,0,248
Greater Fall River,08210000,0,0,0,0,0,0,0,0,0,0,349,322,292,233,0,"1,196"
Greater Lawrence RVT,08230000,0,0,0,0,0,0,0,0,0,0,470,397,328,278,7,"1,480"
Greater Lowell Voc Tec,08280000,0,0,0,0,0,0,0,0,0,0,529,507,469,388,16,"1,909"
Greater New Bedford,08250000,0,0,0,0,0,0,0,0,0,0,541,526,416,373,0,"1,856"
Greenfield,01140000,52,158,164,154,140,183,155,178,183,171,182,150,130,120,0,"2,120"
Groton-Dunstable,06730000,81,193,236,246,231,239,252,227,213,232,194,193,163,195,3,"2,898"
Hadley,01170000,51,50,47,54,32,60,40,55,51,45,46,36,42,39,0,648
Halifax,01180000,0,101,101,103,107,97,98,102,0,0,0,0,0,0,0,709
Hamilton-Wenham,06750000,37,120,141,172,170,192,158,180,166,160,184,174,180,179,0,"2,213"
Hampden-Wilbraham,06800000,59,239,245,258,277,271,265,282,333,319,383,327,321,273,0,"3,852"
Hampshire,06830000,0,0,0,0,0,0,0,0,178,154,136,141,115,113,0,837
Hancock,01210000,7,7,6,6,6,6,7,5,0,0,0,0,0,0,0,50
Hanover,01220000,44,217,227,235,240,215,228,219,210,200,197,189,181,173,4,"2,779"
Harvard,01250000,0,75,80,94,87,98,101,86,113,106,111,89,98,103,0,"1,241"
Harwich,01260000,29,116,93,123,116,105,129,113,135,136,122,116,94,95,2,"1,524"
Hatfield,01270000,17,21,41,28,36,38,33,43,44,50,29,30,32,34,0,476
Haverhill,01280000,149,593,659,639,621,598,645,661,745,774,561,472,496,430,8,"8,051"
Hawlemont,06850000,16,19,12,14,15,21,12,20,0,0,0,0,0,0,0,129
Health Careers Academy HMCS,04520000,0,0,0,0,0,0,0,0,0,0,44,41,45,52,0,182
Hilltown Cooperative Charter,04500000,0,12,12,18,18,19,17,18,18,14,0,0,0,0,0,146
Hingham,01310000,59,283,292,273,313,283,263,269,283,306,270,249,238,209,0,"3,590"
Holbrook,01330000,22,119,109,119,89,113,127,107,140,140,90,85,66,92,0,"1,418"
Holland,01350000,52,32,28,25,23,38,33,36,0,0,0,0,0,0,0,267
Holliston,01360000,85,227,206,223,244,269,237,231,279,262,207,227,222,198,3,"3,120"
Holyoke,01370000,178,575,556,573,553,559,522,601,530,594,748,519,371,366,0,"7,245"
Hopedale,01380000,127,85,96,101,105,94,95,95,92,89,85,74,72,60,0,"1,270"
Hopkinton,01390000,49,282,283,294,269,273,288,271,242,267,215,229,205,188,0,"3,355"
Hudson,01410000,114,205,199,203,212,204,221,205,216,246,213,182,171,178,0,"2,769"
Hull,01420000,31,88,83,94,85,92,97,99,105,120,93,98,96,92,0,"1,273"
Ipswich,01440000,60,139,147,163,148,159,150,166,187,173,175,155,148,124,0,"2,094"
King Philip,06900000,0,0,0,0,0,0,0,0,382,414,290,297,271,268,0,"1,922"
Kingston,01450000,0,164,162,162,200,168,168,184,0,0,0,0,0,0,0,"1,208"
Lakeville,01460000,36,138,154,175,128,132,0,0,0,0,0,0,0,0,0,763
Lanesborough,01480000,25,22,38,48,37,39,37,50,0,0,0,0,0,0,0,296
Lawrence,01490000,284,932,"1,006","1,019","1,094","1,072","1,087","1,145","1,191","1,177",914,651,542,394,0,"12,508"
Lawrence Family Development Charter,04540000,0,66,57,59,58,58,57,56,51,52,0,0,0,0,0,514
Lee,01500000,25,45,53,45,51,59,59,56,60,77,87,96,65,97,0,875
Leicester,01510000,98,114,139,120,148,147,143,155,150,171,163,135,120,137,0,"1,940"
Lenox,01520000,19,50,53,57,63,56,61,82,67,70,67,72,53,61,4,835
Leominster,01530000,158,388,486,412,488,506,441,497,495,494,544,487,442,390,0,"6,228"
Leverett,01540000,8,18,16,16,28,14,16,17,0,0,0,0,0,0,0,133
Lexington,01550000,57,405,411,445,479,515,508,471,510,546,483,466,442,437,0,"6,175"
Lincoln,01570000,34,147,172,149,145,145,157,114,112,144,0,0,0,0,0,"1,319"
Lincoln-Sudbury,06950000,0,0,0,0,0,0,0,0,0,0,380,353,352,325,0,"1,410"
Littleton,01580000,53,114,162,137,118,149,123,124,118,111,92,114,76,73,0,"1,564"
Longmeadow,01590000,38,234,265,240,256,264,256,258,255,277,258,281,251,256,0,"3,389"
Lowell,01600000,407,"1,071","1,111","1,140","1,172","1,129","1,189","1,304","1,356","1,320","1,273",867,958,808,12,"15,117"
Lowell Community Charter,04560000,0,113,98,97,101,43,45,45,0,0,0,0,0,0,0,542
Lowell Middlesex Academy Charter,04580000,0,0,0,0,0,0,0,0,0,0,7,20,33,48,0,108
Ludlow,01610000,85,157,175,219,220,215,224,229,294,276,302,261,218,202,0,"3,077"
Lunenburg,01620000,57,108,109,126,111,138,143,147,148,154,149,155,154,131,0,"1,830"
Lynn,01630000,216,"1,029","1,204","1,127","1,099","1,135","1,141","1,129","1,150","1,043","1,367","1,150",963,865,3,"14,621"
Lynnfield,01640000,45,147,174,158,163,157,173,168,155,178,132,130,129,122,0,"2,031"
Ma Academy for Math and Science,04680000,0,0,0,0,0,0,0,0,0,0,0,0,47,55,0,102
Malden,01650000,245,495,481,479,479,467,462,454,497,518,460,390,377,331,0,"6,135"
Manchester Essex Regional,06980000,0,83,98,90,97,104,104,91,89,94,100,98,91,87,0,"1,226"
Mansfield,01670000,113,354,378,418,397,396,400,395,374,374,313,291,276,263,0,"4,742"
Marblehead,01680000,41,252,237,258,210,228,223,199,215,219,264,259,203,208,0,"3,016"
Marblehead Community Charter,04640000,0,0,0,0,0,0,45,45,45,42,0,0,0,0,0,177
Marion,01690000,11,40,77,61,60,68,77,80,0,0,0,0,0,0,0,474
Marlborough,01700000,149,389,395,376,395,395,395,394,400,424,337,304,243,255,0,"4,851"
Marshfield,01710000,108,364,363,372,345,390,339,363,338,338,322,344,286,326,0,"4,598"
Martha's Vineyard Charter,04660000,0,13,13,12,14,10,14,13,20,14,8,6,9,8,0,154
Marthas Vineyard,07000000,0,0,0,0,0,0,0,0,0,0,213,209,191,191,1,805
Masconomet,07050000,0,0,0,0,0,0,0,0,373,344,351,349,298,278,0,"1,993"
Mashpee,01720000,38,142,162,146,157,151,187,180,194,190,195,169,121,132,0,"2,164"
Mattapoisett,01730000,15,60,63,63,76,89,81,76,0,0,0,0,0,0,0,523
Maynard,01740000,62,210,8,121,101,109,115,127,109,122,72,74,92,77,0,"1,399"
Medfield,01750000,44,239,213,257,251,244,250,236,241,244,241,186,221,180,0,"3,047"
Medford,01760000,84,347,312,336,284,349,345,379,401,388,409,376,355,351,0,"4,716"
Media and Technology Charter,04690000,0,0,0,0,0,0,0,0,0,0,49,56,38,27,0,170
Medway,01770000,66,204,214,232,243,236,249,246,239,184,208,186,192,187,0,"2,886"
Melrose,01780000,230,244,291,253,242,269,244,285,273,270,225,261,243,242,0,"3,572"
Mendon-Upton,07100000,51,210,250,208,221,209,227,200,199,201,173,154,147,124,1,"2,575"
Methuen,01810000,136,535,554,544,575,556,584,580,646,637,526,535,420,402,32,"7,262"
Middleborough,01820000,50,317,290,274,314,279,272,306,317,323,276,258,200,210,0,"3,686"
Middleton,01840000,67,105,96,116,103,98,98,108,0,0,0,0,0,0,0,791
Milford,01850000,143,359,295,350,323,293,324,302,335,331,309,288,287,246,0,"4,185"
Millbury,01860000,80,137,148,129,144,139,176,164,186,170,169,129,129,108,0,"2,008"
Millis,01870000,52,109,113,119,101,103,118,115,105,98,78,75,70,62,0,"1,318"
Milton,01890000,86,235,238,291,279,277,302,329,295,303,233,226,236,242,8,"3,580"
Minuteman Voc Tech,08300000,0,0,0,0,0,0,0,0,0,0,187,182,199,147,0,715
Mohawk Trail,07170000,52,107,74,85,94,106,94,99,129,160,168,115,127,119,3,"1,532"
Monson,01910000,70,122,98,110,130,119,137,109,124,135,100,109,91,90,0,"1,544"
Montachusett Voc Tech Reg,08320000,0,0,0,0,0,0,0,0,0,0,336,326,270,235,0,"1,167"
Mount Greylock,07150000,0,0,0,0,0,0,0,0,128,134,131,137,126,112,0,768
Murdoch Middle Public Charter,04350000,0,0,0,0,0,0,57,62,74,70,0,0,0,0,0,263
Mystic Valley Regional Charter,04700000,0,135,138,120,118,119,112,82,73,63,38,24,0,0,0,"1,022"
Nahant,01960000,0,24,31,30,26,26,34,34,0,0,0,0,0,0,0,205
Nantucket,01970000,23,91,79,88,72,91,85,93,87,97,106,98,75,83,1,"1,169"
Narragansett,07200000,48,118,107,136,121,124,120,109,132,156,123,126,109,106,0,"1,635"
Nashoba,07250000,97,242,238,217,236,241,245,241,234,262,209,219,198,184,0,"3,063"
Nashoba Valley Tech,08520000,0,0,0,0,0,0,0,0,0,0,145,111,132,107,0,495
Natick,01980000,107,429,393,380,382,369,350,342,317,346,296,324,301,268,0,"4,604"
Nauset,06600000,71,0,0,0,0,0,0,217,233,235,308,288,234,239,2,"1,827"
Needham,01990000,64,396,387,358,356,363,336,376,336,375,362,353,352,308,0,"4,722"
Neighborhood House Charter,04440000,23,22,22,22,21,23,22,23,22,21,0,0,0,0,0,221
New Bedford,02010000,444,"1,206","1,269","1,188","1,201","1,236","1,123","1,141","1,110","1,218","1,076",782,893,659,0,"14,546"
New Bedford Global HMCS,04720000,0,0,0,0,0,0,29,59,79,70,0,0,0,0,0,237
New Leadership HMCS,04710000,0,0,0,0,0,0,0,158,22,65,56,29,21,27,0,378
New Salem-Wendell,07280000,25,21,17,18,18,16,20,22,0,0,0,0,0,0,0,157
Newburyport,02040000,60,156,166,157,177,164,189,168,178,197,195,222,190,162,0,"2,381"
Newton,02070000,188,796,837,828,823,819,835,897,903,865,902,936,875,911,0,"11,415"
Norfolk,02080000,69,184,144,152,154,158,165,158,0,0,0,0,0,0,0,"1,184"
Norfolk County Agr,09150000,0,0,0,0,0,0,0,0,0,0,120,104,99,98,0,421
North Adams,02090000,58,139,138,139,145,162,160,175,170,166,209,132,167,110,7,"2,077"
North Andover,02110000,71,292,330,326,337,359,359,387,352,365,340,320,272,248,1,"4,359"
North Attleborough,02120000,128,351,370,371,384,343,367,375,406,419,309,295,296,254,0,"4,668"
North Brookfield,02150000,0,53,61,62,65,73,67,61,68,68,55,61,51,40,0,785
North Central Charter Essential School,04740000,0,0,0,0,0,0,0,0,153,76,64,12,0,0,0,305
North Middlesex,07350000,167,334,315,357,346,389,360,417,382,386,330,326,308,261,0,"4,678"
North Reading,02170000,51,221,214,243,217,213,231,210,214,195,167,197,139,152,1,"2,665"
North Shore Reg Voc,08540000,0,0,0,0,0,0,0,0,0,0,117,121,110,94,0,442
Northampton,02100000,55,205,212,192,217,197,245,223,264,238,252,226,241,211,0,"2,978"
Northampton-Smith,04060000,0,0,0,0,0,0,0,0,0,0,126,114,106,98,0,444
Northboro-Southboro,07300000,0,0,0,0,0,0,0,0,0,0,346,302,296,294,0,"1,238"
Northborough,02130000,31,198,191,202,211,198,217,236,238,214,0,0,0,0,0,"1,936"
Northbridge,02140000,108,198,216,183,192,193,203,190,195,210,206,167,148,135,6,"2,550"
Northeast Metro Voc,08530000,0,0,0,0,0,0,0,0,0,0,326,321,298,245,0,"1,190"
Northern Berkshire Voc,08510000,0,0,0,0,0,0,0,0,0,0,126,112,108,94,0,440
Norton,02180000,103,245,274,253,273,292,262,273,266,262,188,180,162,149,0,"3,182"
Norwell,02190000,52,139,168,159,171,141,160,178,169,163,162,135,130,136,0,"2,063"
Norwood,02200000,113,239,284,285,272,245,271,312,287,317,273,292,277,260,0,"3,727"
Oak Bluffs,02210000,4,44,40,43,44,50,49,45,52,52,0,0,0,0,0,423
Old Colony Reg Voc Tech,08550000,0,0,0,0,0,0,0,0,0,0,153,143,138,126,0,560
Old Rochester,07400000,24,0,0,0,0,0,0,0,231,267,193,175,183,174,0,"1,247"
Orange,02230000,67,97,108,93,97,120,102,102,0,0,0,0,0,0,0,786
Orleans,02240000,0,40,32,35,35,47,42,0,0,0,0,0,0,0,0,231
Oxford,02260000,57,167,163,174,168,167,178,179,171,177,174,175,141,150,1,"2,242"
Palmer,02270000,55,141,139,157,162,190,130,230,188,174,121,126,133,144,3,"2,093"
Pathfinder Voc Tech,08600000,0,0,0,0,0,0,0,0,0,0,177,158,144,130,42,651
Peabody,02290000,169,497,493,501,532,493,541,499,524,501,522,489,439,425,0,"6,625"
Pelham,02300000,0,11,14,19,17,18,17,20,0,0,0,0,0,0,0,116
Pembroke,02310000,57,265,285,273,246,240,283,254,0,0,0,0,0,0,0,"1,903"
Pentucket,07450000,108,256,271,256,257,281,270,268,311,269,252,237,222,230,0,"3,488"
Petersham,02340000,0,18,15,17,19,17,14,14,0,0,0,0,0,0,0,114
Pioneer Valley,07500000,58,64,79,61,71,67,71,75,100,114,85,83,98,66,0,"1,092"
Pioneer Valley Performing Arts Charter,04790000,0,0,0,0,0,0,0,0,0,7,86,73,87,76,0,329
Pittsfield,02360000,193,484,446,502,493,502,492,491,519,526,608,468,500,381,0,"6,605"
Plainville,02380000,72,117,101,102,111,115,105,106,0,0,0,0,0,0,0,829
Plymouth,02390000,164,639,631,645,687,630,697,661,686,669,790,651,640,564,0,"8,754"
Plympton,02400000,0,37,34,35,33,34,41,48,0,0,0,0,0,0,0,262
Prospect Hill Academy Charter,04870000,0,65,66,65,65,80,65,62,70,70,55,31,20,19,0,733
Provincetown,02420000,15,10,9,12,19,10,19,10,30,24,26,27,23,25,0,259
Quabbin,07530000,71,220,194,201,231,236,252,260,277,288,293,245,261,195,0,"3,224"
Quaboag Regional,07780000,51,96,108,94,130,102,118,107,117,122,123,117,111,84,0,"1,480"
Quincy,02430000,300,500,628,631,639,632,632,650,677,709,838,747,698,616,0,"8,897"
Ralph C Mahar,07550000,0,0,0,0,0,0,0,0,123,160,118,101,114,102,1,719
Randolph,02440000,85,208,282,279,296,297,307,315,345,409,290,229,261,208,4,"3,815"
Reading,02460000,65,300,361,344,350,312,309,348,335,360,277,298,328,273,2,"4,262"
Revere,02480000,174,378,447,460,396,450,416,499,476,464,532,407,341,271,2,"5,713"
Richmond,02490000,12,17,18,18,18,19,27,29,19,28,0,0,0,0,0,205
Rising Tide Charter,04830000,0,0,0,0,0,0,40,82,59,50,0,0,0,0,0,231
River Valley Charter,04820000,0,32,28,38,32,31,32,36,19,39,0,0,0,0,0,287
Robert M. Hughes Academy Charter,04510000,0,21,20,23,18,19,20,17,25,14,0,0,0,0,0,177
Rochester,02500000,11,72,86,70,73,81,77,68,0,0,0,0,0,0,0,538
Rockland,02510000,60,186,198,215,187,211,230,204,236,235,169,212,200,179,0,"2,722"
Rockport,02520000,2,83,86,72,68,58,77,99,97,81,85,76,77,63,0,"1,024"
Rowe,02530000,12,8,7,4,7,5,8,5,0,0,0,0,0,0,0,56
Roxbury Charter,04220000,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,62
Roxbury Preparatory Charter,04840000,0,0,0,0,0,0,0,68,60,51,0,0,0,0,0,179
Sabis International Charter,04410000,0,97,101,103,113,150,165,120,112,127,89,69,58,39,0,"1,343"
Salem,02580000,168,375,370,332,416,337,405,396,386,395,410,375,290,268,0,"4,923"
Sandwich,02610000,81,250,317,302,337,327,317,326,341,347,336,305,289,273,0,"4,148"
Saugus,02620000,71,213,268,255,265,281,274,276,285,251,199,230,232,206,6,"3,312"
Savoy,02630000,15,6,8,10,4,9,4,0,0,0,0,0,0,0,0,56
Scituate,02640000,64,240,276,227,258,260,238,259,246,285,200,205,223,162,3,"3,146"
Seekonk,02650000,37,141,159,178,165,184,171,182,181,215,190,196,163,166,0,"2,328"
Seven Hills Charter,04860000,0,72,71,73,78,76,77,54,74,72,0,0,0,0,0,647
Sharon,02660000,73,242,233,270,300,255,277,265,260,285,283,262,282,274,1,"3,562"
