DISTRICT,ORG CODE,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,TOTAL
Shawsheen Valley Voc Tech,08710000,0,0,0,0,0,0,0,0,0,0,325,302,297,285,1,"1,210"
Sherborn,02690000,20,75,63,76,63,77,67,0,0,0,0,0,0,0,0,441
Shirley,02700000,75,76,56,81,70,88,73,70,73,90,0,0,0,0,0,752
Shrewsbury,02710000,156,397,484,464,480,464,494,436,438,437,355,343,324,285,5,"5,562"
Shutesbury,02720000,23,22,20,19,21,26,14,29,0,0,0,0,0,0,0,174
Silver Lake,07600000,66,0,0,0,0,0,0,0,528,578,430,464,506,377,0,"2,949"
Smith Leadership Academy Charter,04190000,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,78
So Middlesex Voc Tech Reg,08290000,0,0,0,0,0,0,0,0,0,0,204,154,188,186,3,735
So.Boston Harbor Academy Charter,04490000,0,0,0,0,0,0,88,68,49,44,33,20,26,18,0,346
Somerset,02730000,72,167,183,191,202,196,173,191,233,234,338,254,224,228,1,"2,887"
Somerville,02740000,244,422,406,403,392,386,420,403,416,401,508,424,384,407,0,"5,616"
South Hadley,02780000,68,131,161,162,157,184,183,194,198,187,173,180,170,155,0,"2,303"
South Shore Charter,04880000,0,34,39,35,24,34,28,27,41,32,34,18,12,8,0,366
South Shore Reg Voc Tech,08730000,0,0,0,0,0,0,0,0,0,0,156,151,126,121,0,554
Southampton,02750000,24,74,60,71,73,74,82,88,0,0,0,0,0,0,0,546
Southborough,02760000,46,149,193,177,196,165,178,174,170,159,0,0,0,0,0,"1,607"
Southbridge,02770000,81,231,224,211,208,207,227,217,219,201,178,147,116,125,0,"2,592"
Southeastern Reg Voc Tech,08720000,0,0,0,0,0,0,0,0,0,0,328,315,288,249,0,"1,180"
Southern Berkshire,07650000,32,103,77,82,63,88,79,78,79,77,66,61,66,69,0,"1,020"
Southern Worcester Cty VT,08760000,0,0,0,0,0,0,0,0,0,0,325,247,251,206,7,"1,036"
Southwick-Tolland,07660000,34,150,136,129,143,137,135,146,154,129,171,152,158,149,0,"1,923"
Spencer-E Brookfield,07670000,72,180,163,177,148,155,160,196,208,193,172,137,140,152,0,"2,253"
Springfield,02810000,752,"1,968","2,190","1,971","2,059","2,074","2,043","2,077","2,117","2,025","2,753","1,777","1,260","1,066",0,"26,132"
Stoneham,02840000,126,209,210,225,217,213,219,235,229,232,250,233,208,184,0,"2,990"
Stoughton,02850000,73,304,293,250,268,308,318,334,351,310,342,349,266,301,3,"4,070"
Sturbridge,02870000,43,104,88,102,110,116,128,127,0,0,0,0,0,0,0,818
Sturgis Charter,04890000,0,0,0,0,0,0,0,0,0,0,105,93,90,37,0,325
Sudbury,02880000,65,322,324,368,349,360,324,326,339,324,0,0,0,0,0,"3,101"
Sunderland,02890000,21,31,62,4,31,33,33,45,0,0,0,0,0,0,0,260
Sutton,02900000,15,144,148,131,148,126,154,146,147,116,109,92,104,80,0,"1,660"
Swampscott,02910000,26,142,167,183,169,172,139,192,202,217,213,195,167,198,0,"2,382"
Swansea,02920000,52,124,168,159,166,177,164,172,167,190,175,164,151,159,0,"2,188"
Tantasqua,07700000,0,0,0,0,0,0,0,0,282,320,329,316,268,246,0,"1,761"
Taunton,02930000,212,653,675,698,684,694,665,712,703,728,637,484,472,371,8,"8,396"
Tewksbury,02950000,113,356,402,385,376,409,421,390,399,417,333,284,272,208,0,"4,765"
Tisbury,02960000,4,29,32,26,41,40,40,36,28,43,0,0,0,0,0,319
Topsfield,02980000,45,88,93,103,96,101,116,109,0,0,0,0,0,0,0,751
Tri County,08780000,0,0,0,0,0,0,0,0,0,0,239,211,230,187,0,867
Triton,07730000,161,259,261,242,241,285,277,309,275,270,291,249,215,216,0,"3,551"
Truro,03000000,23,13,14,18,12,13,15,10,0,0,0,0,0,0,0,118
Tyngsborough,03010000,102,168,195,179,162,162,158,162,170,196,161,160,155,139,0,"2,269"
Up-Island Regional,07740000,4,29,37,46,44,41,43,47,51,51,0,0,0,0,0,393
Uphams Corner Charter,04900000,0,0,0,0,0,0,15,65,0,0,0,0,0,0,0,80
Upper Cape Cod Voc Tech,08790000,0,0,0,0,0,0,0,0,0,0,178,164,142,132,0,616
Uxbridge,03040000,129,163,167,150,173,173,161,190,191,208,135,137,134,125,0,"2,236"
Wachusett,07750000,46,558,553,556,571,561,593,572,591,619,481,436,425,425,11,"6,998"
Wakefield,03050000,66,245,280,233,273,278,259,260,287,277,258,258,241,238,3,"3,456"
Wales,03060000,29,21,19,19,28,18,25,19,0,0,0,0,0,0,0,178
Walpole,03070000,0,276,311,266,289,275,291,311,317,293,293,245,249,213,0,"3,629"
Waltham,03080000,52,393,328,333,323,329,350,354,365,354,369,374,379,364,0,"4,667"
Ware,03090000,52,108,90,97,94,107,100,111,89,120,114,80,85,48,0,"1,295"
Wareham,03100000,33,246,260,270,262,294,270,289,273,333,317,267,189,181,0,"3,484"
Watertown,03140000,29,190,164,181,172,170,166,204,158,221,206,158,176,199,0,"2,394"
Wayland,03150000,28,204,217,200,251,224,247,233,247,257,240,225,203,209,0,"2,985"
Webster,03160000,77,140,138,146,123,149,129,150,150,160,132,127,105,92,0,"1,818"
Wellesley,03170000,76,390,366,366,351,357,336,317,331,297,297,302,250,216,0,"4,252"
Wellfleet,03180000,0,25,21,26,25,24,26,0,0,0,0,0,0,0,0,147
West Boylston,03220000,15,52,67,74,84,98,95,112,99,99,85,83,83,93,1,"1,140"
West Bridgewater,03230000,37,74,75,91,78,78,88,62,95,94,77,57,59,57,0,"1,022"
West Springfield,03320000,52,245,300,255,295,276,311,336,315,340,453,277,262,248,3,"3,968"
Westborough,03210000,73,227,278,269,239,223,297,310,275,296,275,263,248,234,0,"3,507"
Westfield,03250000,135,360,434,488,465,471,481,512,507,557,567,583,546,468,0,"6,574"
Westford,03260000,70,377,439,396,437,420,402,422,403,393,353,366,310,324,0,"5,112"
Westhampton,03270000,19,18,19,19,16,16,23,17,0,0,0,0,0,0,0,147
Weston,03300000,41,166,172,201,188,175,196,179,192,196,185,155,164,160,0,"2,370"
Westport,03310000,99,116,126,143,140,145,165,154,174,146,142,139,85,127,0,"1,901"
Westwood,03350000,38,211,237,209,229,224,226,221,212,217,206,194,173,164,0,"2,761"
Weymouth,03360000,282,497,524,481,531,501,524,542,547,578,506,467,474,436,5,"6,895"
Whately,03370000,12,16,14,17,19,18,21,17,0,0,0,0,0,0,0,134
Whitman-Hanson,07800000,165,335,325,335,333,348,329,384,368,376,308,301,285,260,4,"4,456"
Whittier Voc,08850000,0,0,0,0,0,0,0,0,0,0,384,384,342,300,0,"1,410"
Williamsburg,03400000,29,25,27,28,30,29,17,20,0,0,0,0,0,0,0,205
Williamstown,03410000,30,74,67,64,79,80,67,81,0,0,0,0,0,0,0,542
Wilmington,03420000,60,290,317,323,311,334,331,318,299,331,216,239,226,197,0,"3,792"
Winchendon,03430000,83,146,162,119,135,134,139,167,169,147,140,125,101,110,0,"1,877"
Winchester,03440000,68,270,298,284,299,267,282,281,277,308,270,233,212,222,0,"3,571"
Winthrop,03460000,44,164,147,160,159,161,169,180,189,165,210,148,133,120,0,"2,149"
Woburn,03470000,110,356,363,316,367,339,364,355,359,423,369,305,366,310,0,"4,702"
Worcester,03480000,678,"2,088","1,994","1,883","1,881","1,917","1,995","1,972","1,921","1,939","2,126","1,742","1,597","1,295",27,"25,055"
Wrentham,03500000,61,181,173,169,158,182,172,176,0,0,0,0,0,0,0,"1,272"
State Totals,00000000,"22,533","69,704","72,667","71,840","73,614","73,478","74,842","76,945","77,872","78,635","83,759","73,967","68,214","62,389",359,"980,818"
