SCHOOL,ORG CODE,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,TOTAL
Alma del Mar Charter School (District) - Alma del Mar Charter School,04090205,0,39,41,40,40,0,0,0,0,0,0,0,0,0,0,160
Amesbury - Amesbury Elementary,00070005,35,79,83,85,69,77,0,0,0,0,0,0,0,0,0,428
Amesbury - Amesbury High,00070505,0,0,0,0,0,0,0,0,0,0,179,140,161,160,0,640
Amesbury - Amesbury Middle,00070013,0,0,0,0,0,0,179,187,170,195,0,0,0,0,0,731
Amesbury - Charles C Cashman Elementary,00070010,52,90,101,88,110,97,0,0,0,0,0,0,0,0,0,538
Amesbury Academy Charter Public (District) - Amesbury Academy Charter Public School,04150505,0,0,0,0,0,0,0,0,0,0,7,12,7,21,0,47
Amherst - Crocker Farm Elementary,00080009,65,36,52,49,46,62,43,45,0,0,0,0,0,0,0,398
Amherst - Fort River Elementary,00080020,0,53,52,48,60,46,56,61,0,0,0,0,0,0,0,376
Amherst - Wildwood Elementary,00080050,0,60,54,49,63,67,66,73,0,0,0,0,0,0,0,432
Amherst-Pelham - Amherst Regional High,06050505,0,0,0,0,0,0,0,0,0,0,261,259,250,283,6,"1,059"
Amherst-Pelham - Amherst Regional Middle School,06050405,0,0,0,0,0,0,0,0,236,238,0,0,0,0,0,474
Andover - Andover High,00090505,0,0,0,0,0,0,0,0,0,0,466,433,440,453,7,"1,799"
Andover - Andover West Middle,00090310,0,0,0,0,0,0,0,195,179,189,0,0,0,0,0,563
Andover - Bancroft Elementary,00090003,0,67,75,88,68,98,90,0,0,0,0,0,0,0,0,486
Andover - Doherty Middle,00090305,0,0,0,0,0,0,0,189,175,198,0,0,0,0,0,562
Andover - Henry C Sanborn Elementary,00090010,0,40,59,59,65,69,68,0,0,0,0,0,0,0,0,360
Andover - High Plain Elementary,00090004,0,59,74,93,105,124,96,0,0,0,0,0,0,0,0,551
Andover - Shawsheen School,00090005,70,74,62,69,0,0,0,0,0,0,0,0,0,0,0,275
Andover - South Elementary,00090020,0,68,84,97,104,88,103,0,0,0,0,0,0,0,0,544
Andover - West Elementary,00090025,3,62,87,97,127,149,155,0,0,0,0,0,0,0,0,680
Andover - Wood Hill Middle School,00090350,0,0,0,0,0,0,0,130,125,150,0,0,0,0,0,405
Arlington - Arlington High,00100505,0,0,0,0,0,0,0,0,0,0,313,298,296,326,0,"1,233"
Arlington - Brackett,00100010,0,64,89,87,74,71,64,0,0,0,0,0,0,0,0,449
Arlington - Cyrus E Dallin,00100025,0,67,75,96,71,70,64,0,0,0,0,0,0,0,0,443
Arlington - Hardy,00100030,0,67,62,47,59,55,60,0,0,0,0,0,0,0,0,350
Arlington - John A Bishop,00100005,0,58,76,65,59,76,66,0,0,0,0,0,0,0,0,400
Arlington - M Norcross Stratton,00100055,0,62,57,56,66,54,48,0,0,0,0,0,0,0,0,343
Arlington - Menotomy Preschool,00100038,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
Arlington - Ottoson Middle,00100410,0,0,0,0,0,0,0,374,328,326,0,0,0,0,0,"1,028"
Arlington - Peirce,00100045,0,51,52,44,43,52,35,0,0,0,0,0,0,0,0,277
Arlington - Thompson,00100050,0,85,49,51,46,46,49,0,0,0,0,0,0,0,0,326
Ashburnham-Westminster - Briggs Elementary,06100025,0,77,58,83,86,72,76,0,0,0,0,0,0,0,0,452
Ashburnham-Westminster - Meetinghouse School,06100010,60,73,106,0,0,0,0,0,0,0,0,0,0,0,0,239
Ashburnham-Westminster - Oakmont Regional High School,06100505,0,0,0,0,0,0,0,0,0,0,178,174,142,159,4,657
Ashburnham-Westminster - Overlook Middle School,06100305,0,0,0,0,0,0,0,180,208,207,0,0,0,0,0,595
Ashburnham-Westminster - Westminster Elementary,06100005,0,0,0,89,63,110,88,0,0,0,0,0,0,0,0,350
Ashland - Ashland High,00140505,0,0,0,0,0,0,0,0,0,0,188,172,185,172,0,717
Ashland - Ashland Middle,00140405,0,0,0,0,0,0,0,172,172,191,0,0,0,0,0,535
Ashland - David Mindess,00140015,0,0,0,0,206,210,219,0,0,0,0,0,0,0,0,635
Ashland - Henry E Warren Elementary,00140010,0,183,192,189,0,0,0,0,0,0,0,0,0,0,0,564
Ashland - William Pittaway Elementary,00140005,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
Assabet Valley Regional Vocational Technical - Assabet Valley Vocational High School,08010605,0,0,0,0,0,0,0,0,0,0,275,263,247,226,0,"1,011"
Athol-Royalston - Athol High,06150505,0,0,0,0,0,0,0,0,0,0,125,90,86,83,5,389
Athol-Royalston - Athol-Royalston Middle School,06150305,0,0,0,0,0,1,109,84,124,111,0,0,0,0,0,429
Athol-Royalston - Pleasant Street,06150016,47,50,49,38,47,44,0,0,0,0,0,0,0,0,0,275
Athol-Royalston - Riverbend,06150020,0,0,2,5,55,51,0,0,0,0,0,0,0,0,0,113
Athol-Royalston - Royalston Community School,06150050,0,24,23,20,19,18,19,19,0,0,0,0,0,0,0,142
Athol-Royalston - Sanders Street,06150025,0,45,38,45,0,0,0,0,0,0,0,0,0,0,0,128
Atlantis Charter (District) - Atlantis Charter School,04910550,0,98,73,71,72,72,100,100,93,80,0,0,0,0,0,759
Attleboro - A. Irvin Studley Elementary School,00160001,0,81,91,82,82,83,0,0,0,0,0,0,0,0,0,419
Attleboro - Attleboro High,00160505,0,0,0,0,0,0,0,0,0,0,466,451,434,386,0,"1,737"
Attleboro - Cyril K. Brennan Middle School,00160315,0,0,0,0,0,0,144,141,151,153,0,0,0,0,0,589
Attleboro - Early Learning Center,00160008,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
Attleboro - Hill-Roberts Elementary School,00160045,0,107,91,86,122,101,0,0,0,0,0,0,0,0,0,507
Attleboro - Hyman Fine Elementary School,00160040,0,90,102,87,91,75,0,0,0,0,0,0,0,0,0,445
Attleboro - Peter Thacher Elementary School,00160050,0,89,85,91,81,98,0,0,0,0,0,0,0,0,0,444
Attleboro - Robert J. Coelho Middle School,00160305,0,0,0,0,0,0,177,149,154,150,0,0,0,0,0,630
Attleboro - Thomas E. Willett School,00160035,0,91,82,74,83,83,0,0,0,0,0,0,0,0,0,413
Attleboro - Wamsutta Middle School,00160320,0,0,0,0,0,0,128,138,139,145,0,0,0,0,0,550
Auburn - Auburn Middle,00170305,0,0,0,0,0,0,0,187,206,184,0,0,0,0,0,577
Auburn - Auburn Senior High,00170505,44,0,0,0,0,0,0,0,0,0,148,169,173,187,3,724
Auburn - Bryn Mawr,00170010,0,82,94,100,0,0,0,0,0,0,0,0,0,0,0,276
Auburn - Julia Bancroft,00170005,0,0,0,0,91,84,85,0,0,0,0,0,0,0,0,260
Auburn - Mary D Stone,00170025,0,79,75,77,0,0,0,0,0,0,0,0,0,0,0,231
Auburn - Pakachoag,00170015,0,0,0,0,92,87,92,0,0,0,0,0,0,0,0,271
Avon - Avon Middle High School,00180510,0,0,0,0,0,0,0,0,63,67,60,51,48,53,3,345
Avon - Ralph D Butler,00180010,20,43,47,57,56,58,60,60,0,0,0,0,0,0,0,401
Ayer Shirley School District - Ayer Shirley Regional High School,06160505,0,0,0,0,0,0,0,0,0,0,103,70,74,71,0,318
Ayer Shirley School District - Ayer Shirley Regional Middle School,06160305,0,0,0,0,0,0,0,152,143,123,0,0,0,0,0,418
Ayer Shirley School District - Lura A. White Elementary School,06160001,38,57,62,62,46,62,62,0,0,0,0,0,0,0,0,389
Ayer Shirley School District - Page Hilltop School,06160002,28,103,84,101,80,75,72,0,0,0,0,0,0,0,0,543
Barnstable - Barnstable High,00200505,0,0,0,0,0,0,0,0,0,393,435,368,376,361,11,"1,944"
Barnstable - Barnstable Intermediate School,00200315,0,0,0,0,0,0,0,389,386,0,0,0,0,0,0,775
Barnstable - Barnstable United Elementary School,00200050,0,0,0,0,0,408,390,0,0,0,0,0,0,0,0,798
Barnstable - Centerville Elementary,00200010,107,81,69,46,72,0,0,0,0,0,0,0,0,0,0,375
Barnstable - Hyannis West Elementary,00200025,0,96,91,74,70,0,0,0,0,0,0,0,0,0,0,331
Barnstable - West Barnstable Elementary,00200005,0,69,61,78,62,0,0,0,0,0,0,0,0,0,0,270
Barnstable - West Villages Elementary School,00200045,0,109,103,111,125,0,0,0,0,0,0,0,0,0,0,448
Barnstable Community Horace Mann Charter Public (District) - Barnstable Community Horace Mann Charter Public School,04270010,0,68,82,82,54,0,0,0,0,0,0,0,0,0,0,286
Bedford - Bedford High,00230505,34,0,0,0,0,0,0,0,0,0,223,245,186,224,0,912
Bedford - John Glenn Middle,00230305,0,0,0,0,0,0,0,181,199,195,0,0,0,0,0,575
Bedford - Lt Elezer Davis,00230010,0,157,166,168,0,0,0,0,0,0,0,0,0,0,0,491
Bedford - Lt Job Lane School,00230012,0,0,0,0,204,152,180,0,0,0,0,0,0,0,0,536
Belchertown - Belchertown High,00240505,0,0,0,0,0,0,0,0,0,0,191,183,202,192,4,772
Belchertown - Chestnut Hill Community School,00240006,0,0,0,0,0,190,190,209,0,0,0,0,0,0,0,589
Belchertown - Cold Spring,00240005,20,176,0,0,0,0,0,0,0,0,0,0,0,0,0,196
Belchertown - Jabish Middle School,00240025,0,0,0,0,0,0,0,0,198,191,0,0,0,0,0,389
Belchertown - Swift River Elementary,00240018,0,0,172,196,178,0,0,0,0,0,0,0,0,0,0,546
Bellingham - Bellingham Early Childhood Center,00250003,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
Bellingham - Bellingham High School,00250505,0,0,0,0,0,0,0,0,0,0,171,178,159,160,0,668
Bellingham - Bellingham Memorial Middle School,00250315,0,0,0,0,0,0,201,182,165,184,0,0,0,0,0,732
Bellingham - Clara Macy Elementary,00250009,0,36,50,41,53,63,0,0,0,0,0,0,0,0,0,243
Bellingham - Primavera Junior/Senior High School,00250510,0,0,0,0,0,0,0,0,0,0,0,6,3,12,0,21
Bellingham - South Elementary,00250020,0,88,80,104,88,91,0,0,0,0,0,0,0,0,0,451
Bellingham - Stall Brook,00250025,0,53,55,36,49,48,0,0,0,0,0,0,0,0,0,241
Belmont - Belmont High,00260505,0,0,0,0,0,0,0,0,0,0,308,280,276,256,0,"1,120"
Belmont - Daniel Butler,00260015,0,62,67,69,82,58,0,0,0,0,0,0,0,0,0,338
Belmont - Mary Lee Burbank,00260010,0,65,65,62,68,66,0,0,0,0,0,0,0,0,0,326
Belmont - Roger E Wellington,00260035,71,104,124,95,101,101,0,0,0,0,0,0,0,0,0,596
Belmont - Winn Brook,00260005,0,87,94,87,95,82,0,0,0,0,0,0,0,0,0,445
Belmont - Winthrop L Chenery Middle,00260305,0,0,0,0,0,0,324,296,318,302,0,0,0,0,0,"1,240"
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,0,67,49,35,46,56,52,49,0,0,0,0,0,0,0,354
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,0,50,50,50,50,50,50,50,50,50,0,0,0,0,0,450
Berkley - Berkley Community School,00270010,73,76,76,91,94,88,0,0,0,0,0,0,0,0,0,498
Berkley - Berkley Middle School,00270305,0,0,0,0,0,0,91,87,89,103,0,0,0,0,0,370
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,04140305,0,0,0,0,0,0,0,59,68,55,43,35,23,22,0,305
Berkshire Hills - Monument Mt Regional High,06180505,0,0,0,0,0,0,0,0,0,0,149,129,127,123,5,533
Berkshire Hills - Monument Valley Regional Middle School,06180310,0,0,0,0,0,0,88,80,107,118,0,0,0,0,0,393
Berkshire Hills - Muddy Brook Regional Elementary School,06180035,11,82,64,94,94,90,0,0,0,0,0,0,0,0,0,435
Berlin - Berlin Memorial,00280005,14,29,32,26,35,35,29,23,0,0,0,0,0,0,0,223
Berlin-Boylston - Tahanto Regional High,06200505,0,0,0,0,0,0,0,0,89,87,69,56,67,58,0,426
Beverly - Ayers/Ryal Side School,00300055,0,97,69,90,81,77,70,0,0,0,0,0,0,0,0,484
Beverly - Beverly High,00300505,0,0,0,0,0,0,0,0,0,0,334,346,312,301,8,"1,301"
Beverly - Briscoe Middle,00300305,0,0,0,0,0,0,0,281,338,305,0,0,0,0,0,924
Beverly - Centerville Elementary,00300010,0,80,38,59,61,59,66,0,0,0,0,0,0,0,0,363
Beverly - Cove Elementary,00300015,95,44,74,55,89,66,77,0,0,0,0,0,0,0,0,500
Beverly - Hannah Elementary,00300033,11,78,56,63,62,51,50,0,0,0,0,0,0,0,0,371
Beverly - North Beverly Elementary,00300040,0,44,67,76,73,68,64,0,0,0,0,0,0,0,0,392
Billerica - Billerica Memorial High School,00310505,134,0,0,0,0,0,0,0,0,0,343,374,362,327,11,"1,551"
Billerica - Eugene C Vining,00310030,0,43,31,38,30,34,51,0,0,0,0,0,0,0,0,227
Billerica - Frederick J Dutile,00310007,0,54,65,62,59,52,75,0,0,0,0,0,0,0,0,367
Billerica - Hajjar Elementary,00310026,0,68,96,95,81,72,103,0,0,0,0,0,0,0,0,515
Billerica - John F Kennedy,00310012,0,46,63,56,68,63,71,0,0,0,0,0,0,0,0,367
Billerica - Locke Middle,00310310,0,0,0,0,0,0,0,222,225,228,0,0,0,0,0,675
Billerica - Marshall Middle School,00310305,0,0,0,0,0,0,0,228,249,270,0,0,0,0,0,747
Billerica - Parker,00310015,0,77,70,69,63,74,66,0,0,0,0,0,0,0,0,419
Billerica - Thomas Ditson,00310005,0,101,86,101,107,127,123,0,0,0,0,0,0,0,0,645
Blackstone Valley Regional Vocational Technical - Blackstone Valley,08050605,0,0,0,0,0,0,0,0,0,0,299,293,287,274,0,"1,153"
Blackstone-Millville - A F Maloney,06220015,0,0,0,0,0,90,114,0,0,0,0,0,0,0,0,204
Blackstone-Millville - Blackstone Millville RHS,06220505,0,0,0,0,0,0,0,0,0,0,132,105,126,135,5,503
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,0,0,0,0,0,0,0,154,141,172,0,0,0,0,0,467
Blackstone-Millville - John F Kennedy Elementary,06220008,0,105,96,98,111,0,0,0,0,0,0,0,0,0,0,410
Blackstone-Millville - Millville Elementary,06220010,57,41,32,43,37,52,36,0,0,0,0,0,0,0,0,298
Blue Hills Regional Vocational Technical - Blue Hills Regional Vocational Technical,08060605,0,0,0,0,0,0,0,0,0,0,219,203,202,192,0,816
Boston - Another Course To College,00350541,0,0,0,0,0,0,0,0,0,0,60,69,43,48,0,220
Boston - Baldwin Early Learning Center,00350003,98,46,41,0,0,0,0,0,0,0,0,0,0,0,0,185
Boston - Beethoven,00350021,44,83,84,91,8,0,0,0,0,0,0,0,0,0,0,310
Boston - Blackstone,00350390,74,115,102,91,85,78,54,0,0,0,0,0,0,0,0,599
Boston - Boston Adult Academy,00350548,0,0,0,0,0,0,0,0,0,0,0,0,144,113,0,257
Boston - Boston Arts Academy,00350546,0,0,0,0,0,0,0,0,0,0,119,119,101,81,0,420
Boston - Boston Community Leadership Academy,00350558,0,0,0,0,0,0,0,0,0,0,155,131,99,107,1,493
Boston - Boston International  High School,00350507,0,0,0,0,0,0,0,0,0,0,138,75,78,68,0,359
Boston - Boston Latin,00350560,0,0,0,0,0,0,0,0,400,370,445,377,383,378,0,"2,353"
Boston - Boston Latin Academy,00350545,0,0,0,0,0,0,0,0,292,288,280,293,253,239,0,"1,645"
Boston - Boston Middle School Academy,00350413,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,12
Boston - Boston Teachers Union School,00350012,22,27,28,23,25,25,19,55,49,46,0,0,0,0,0,319
Boston - Brighton High,00350505,0,0,0,0,0,0,0,0,0,0,271,281,256,284,16,"1,108"
Boston - Carter Developmental Center,00350036,0,0,0,0,0,0,0,1,1,2,2,0,4,5,9,24
Boston - Charles H Taylor,00350054,32,84,113,72,82,84,68,0,0,0,0,0,0,0,0,535
Boston - Charles Sumner,00350052,39,110,97,97,73,54,59,0,0,0,0,0,0,0,0,529
Boston - Charlestown High,00350515,0,0,0,0,0,0,0,0,0,0,250,190,219,255,39,953
Boston - Clarence R Edwards Middle,00350430,0,0,0,0,0,0,0,169,185,180,0,0,0,0,0,534
Boston - Community Academy,00350518,0,0,0,0,0,0,0,0,0,0,8,12,9,8,0,37
Boston - Community Academy of Science and Health,00350581,0,0,0,0,0,0,0,0,0,0,144,47,117,88,4,400
Boston - Curley K-8 School,00350020,65,68,66,70,80,80,82,109,97,105,0,0,0,0,0,822
Boston - Curtis Guild,00350062,0,67,52,52,54,49,32,0,0,0,0,0,0,0,0,306
Boston - David A Ellis,00350072,50,65,72,60,61,56,32,0,0,0,0,0,0,0,0,396
Boston - Dearborn,00350074,0,0,0,0,0,0,0,73,77,92,0,0,0,0,0,242
Boston - Dennis C Haley,00350077,31,63,40,46,47,43,34,0,0,0,0,0,0,0,0,304
Boston - Donald Mckay,00350080,0,63,73,87,85,77,61,88,73,74,0,0,0,0,0,681
Boston - Dorchester Academy,00350651,0,0,0,0,0,0,0,0,0,0,104,92,91,93,13,393
Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School,00350008,61,34,44,41,30,0,0,0,0,0,0,0,0,0,0,210
Boston - Dr. William Henderson,00350266,34,46,46,25,47,25,21,0,0,0,0,0,0,0,0,244
Boston - Early Childhood Center at Fifield (ECC-Fifield),00350002,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
Boston - East Boston Early Childhood Center,00350009,84,51,46,12,7,0,0,0,0,0,0,0,0,0,0,200
Boston - East Boston High,00350530,0,0,0,0,0,0,0,0,0,0,423,296,279,340,34,"1,372"
Boston - Edison K-8,00350375,38,60,65,69,78,97,76,130,101,105,0,0,0,0,0,819
Boston - Edward Everett,00350088,14,42,45,43,48,45,44,0,0,0,0,0,0,0,0,281
Boston - Egleston Community High School,00350543,0,0,0,0,0,0,0,0,0,0,11,43,39,97,2,192
Boston - ELC - West Zone,00350006,28,35,36,0,0,0,0,0,0,0,0,0,0,0,0,99
Boston - Elihu Greenwood Leadership Academy,00350094,0,62,62,72,81,61,52,0,0,0,0,0,0,0,0,390
Boston - Eliot Elementary,00350096,35,55,36,37,37,25,33,40,26,27,0,0,0,0,0,351
Boston - Ellis Mendell,00350100,34,39,41,37,34,26,20,0,0,0,0,0,0,0,0,231
Boston - Excel High School,00350522,0,0,0,0,0,0,0,0,0,0,165,149,171,144,6,635
Boston - Fenway High School,00350540,0,0,0,0,0,0,0,0,0,0,86,81,80,73,0,320
Boston - Franklin D Roosevelt,00350116,40,42,43,43,40,49,34,47,61,54,0,0,0,0,0,453
Boston - Gardner Pilot Academy,00350326,20,44,55,59,54,45,43,39,0,0,0,0,0,0,0,359
Boston - George H Conley,00350122,19,26,31,29,31,21,25,0,0,0,0,0,0,0,0,182
Boston - Harbor School,00350426,0,0,0,0,0,0,0,88,86,74,34,0,0,0,0,282
Boston - Harvard-Kent,00350200,45,86,94,101,90,65,60,0,0,0,0,0,0,0,0,541
Boston - Haynes Early Education Center,00350010,65,68,67,0,0,0,0,0,0,0,0,0,0,0,0,200
Boston - Henry Grew,00350135,0,42,50,45,48,42,39,0,0,0,0,0,0,0,0,266
Boston - Higginson/Lewis K-8,00350377,34,49,69,46,48,25,22,31,33,32,0,0,0,0,0,389
Boston - Horace Mann School for the Deaf,00350750,13,8,7,4,6,4,6,10,12,11,2,13,10,13,0,119
Boston - Hugh Roe O'Donnell,00350141,22,45,42,46,49,51,39,0,0,0,0,0,0,0,0,294
Boston - Jackson Mann,00350013,37,87,85,80,70,78,69,81,61,69,0,0,0,0,0,717
Boston - James Condon Elementary,00350146,71,118,123,113,134,126,114,0,0,0,0,0,0,0,0,799
Boston - James J Chittick,00350154,32,49,50,44,56,49,39,0,0,0,0,0,0,0,0,319
Boston - James Otis,00350156,44,60,56,61,56,59,47,0,0,0,0,0,0,0,0,383
Boston - James P Timilty Middle,00350485,0,0,0,0,0,0,0,233,199,206,0,0,0,0,0,638
Boston - James W Hennigan,00350153,0,75,80,99,109,128,93,0,0,0,0,0,0,0,0,584
Boston - Jeremiah E Burke High,00350525,0,0,0,0,0,0,0,0,0,0,178,116,140,163,6,603
Boston - John D Philbrick,00350172,10,22,31,23,25,24,18,0,0,0,0,0,0,0,0,153
Boston - John F Kennedy,00350166,19,63,65,66,73,70,54,0,0,0,0,0,0,0,0,410
Boston - John Marshall,00350178,101,116,123,98,90,81,79,0,0,0,0,0,0,0,0,688
Boston - John P Holland,00350167,45,124,144,128,119,114,84,0,0,0,0,0,0,0,0,758
Boston - John W McCormack,00350179,0,0,0,0,0,0,0,249,232,201,0,0,0,0,0,682
Boston - John Winthrop,00350180,42,63,66,62,48,53,47,0,0,0,0,0,0,0,0,381
Boston - Joseph J Hurley,00350182,28,47,48,44,41,38,29,25,23,11,0,0,0,0,0,334
Boston - Joseph Lee,00350183,0,0,0,75,83,104,89,74,0,0,0,0,0,0,0,425
Boston - Joseph P Manning,00350184,14,22,22,27,24,26,24,0,0,0,0,0,0,0,0,159
Boston - Joseph P Tynan,00350181,26,77,70,61,74,43,36,0,0,0,0,0,0,0,0,387
Boston - Josiah Quincy,00350286,42,121,130,127,126,134,147,0,0,0,0,0,0,0,0,827
Boston - Joyce Kilmer,00350190,53,44,45,49,49,53,47,52,22,28,0,0,0,0,0,442
Boston - King K-8,00350376,62,41,68,75,41,50,19,32,23,29,0,0,0,0,0,440
Boston - Lee Academy,00350001,82,49,49,0,0,0,0,0,0,0,0,0,0,0,0,180
Boston - Lilla G. Frederick Middle School,00350383,0,0,0,0,0,0,0,171,214,229,0,0,0,0,0,614
Boston - Lyndon,00350262,44,65,64,64,58,72,59,61,30,31,0,0,0,0,0,548
Boston - Lyon K-8,00350004,0,12,16,16,16,16,16,18,17,19,0,0,0,0,0,146
Boston - Lyon Upper 9-12,00350655,0,0,0,0,0,0,0,0,0,0,36,33,35,30,0,134
Boston - Madison Park High,00350537,0,0,0,0,0,0,0,0,0,0,326,296,310,226,2,"1,160"
Boston - Manassah E Bradley,00350215,35,22,43,44,41,51,33,0,0,0,0,0,0,0,0,269
Boston - Margarita Muniz Academy,00350549,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,82
Boston - Mario Umana Academy,00350656,0,72,22,32,27,30,32,158,145,166,0,0,0,0,0,684
Boston - Mather,00350227,67,83,87,89,94,91,87,0,0,0,0,0,0,0,0,598
Boston - Mattahunt,00350226,65,115,115,101,88,88,62,0,0,0,0,0,0,0,0,634
Boston - Maurice J Tobin,00350229,14,41,65,55,52,56,47,31,36,37,0,0,0,0,0,434
Boston - Michael J Perkins,00350231,0,45,68,44,49,47,22,0,0,0,0,0,0,0,0,275
Boston - Mildred Avenue K-8,00350378,0,0,0,0,0,56,43,138,147,141,0,0,0,0,0,525
Boston - Mission Hill School,00350382,21,30,31,22,20,19,15,19,16,16,0,0,0,0,0,209
Boston - Mozart,00350237,22,21,22,29,25,28,17,0,0,0,0,0,0,0,0,164
Boston - Nathan Hale,00350243,22,27,28,22,23,25,22,0,0,0,0,0,0,0,0,169
Boston - New Mission High School,00350542,0,0,0,0,0,0,0,0,0,0,78,56,57,72,0,263
Boston - O W Holmes,00350138,27,55,48,49,51,52,36,0,0,0,0,0,0,0,0,318
Boston - O'Bryant School Math/Science,00350575,0,0,0,0,0,0,0,0,144,141,284,307,250,230,0,"1,356"
Boston - Oliver Hazard Perry,00350255,22,22,22,26,29,32,22,30,22,24,0,0,0,0,0,251
Boston - Orchard Gardens,00350257,55,85,92,96,93,85,88,84,80,75,0,0,0,0,0,833
Boston - Patrick J Kennedy,00350264,37,45,55,43,39,38,26,0,0,0,0,0,0,0,0,283
Boston - Paul A Dever,00350268,21,95,103,105,101,87,72,0,0,0,0,0,0,0,0,584
Boston - Phineas Bates,00350278,24,44,43,45,50,59,45,0,0,0,0,0,0,0,0,310
Boston - Quincy Upper School,00350565,0,0,0,0,0,0,0,140,70,76,55,62,38,62,10,513
Boston - Rafael Hernandez,00350691,48,49,51,49,50,50,42,35,27,25,0,0,0,0,0,426
Boston - Richard J Murphy,00350240,45,68,72,70,79,124,117,143,87,95,0,0,0,0,0,900
Boston - Roger Clap,00350298,24,22,35,22,24,24,23,0,0,0,0,0,0,0,0,174
Boston - Samuel Adams,00350302,47,45,50,49,47,36,18,0,0,0,0,0,0,0,0,292
Boston - Samuel W Mason,00350304,29,37,39,41,40,38,24,0,0,0,0,0,0,0,0,248
Boston - Sarah Greenwood,00350308,47,48,50,45,44,47,32,41,33,20,0,0,0,0,0,407
Boston - Snowden International School at Copley,00350690,0,0,0,0,0,0,0,0,0,0,129,114,89,74,0,406
Boston - TechBoston Academy,00350657,0,0,0,0,0,0,0,145,144,144,168,153,148,95,0,997
