SCHOOL,ORG CODE,UG,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,13,14,TOTAL
Attleboro - Attleboro Voc Tech High,00160605,0,0,0,0,0,0,0,0,0,0,0,14,171,118,82,0,0,385
Attleboro - ATTLEBOROUGH ECC,00160005,0,103,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446
Attleboro - Cyril K. Brennan Middle School,00160315,0,0,0,0,0,0,0,171,196,146,176,0,0,0,0,0,0,689
Attleboro - Hill-Roberts Elementary School,00160045,0,0,85,107,109,122,107,0,0,0,0,0,0,0,0,0,0,530
Attleboro - Hyman Fine Elementary School,00160040,0,0,0,121,130,163,128,0,0,0,0,0,0,0,0,0,0,542
Attleboro - JOSEPH FINBERG,00160010,0,0,0,89,58,70,73,0,0,0,0,0,0,0,0,0,0,290
Attleboro - Robert J. Coelho Middle School,00160305,0,0,0,0,0,0,0,164,164,161,157,0,0,0,0,0,0,646
Attleboro - Thomas E. Willett School,00160035,0,0,0,105,112,123,105,0,0,0,0,0,0,0,0,0,0,445
Attleboro - Wamsutta Middle School,00160320,0,0,0,0,0,0,0,192,175,203,187,0,0,0,0,0,0,757
Auburn - Auburn Middle,00170305,0,0,0,0,0,0,0,0,207,187,181,0,0,0,0,0,0,575
Auburn - Auburn Senior High,00170505,0,0,0,0,0,0,0,0,0,0,0,164,145,148,162,0,0,619
Auburn - Bryn Mawr,00170010,0,0,96,87,84,0,0,0,0,0,0,0,0,0,0,0,0,267
Auburn - Julia Bancroft,00170005,0,0,0,0,0,95,100,94,0,0,0,0,0,0,0,0,0,289
Auburn - Mary D Stone,00170025,7,67,90,113,102,0,0,0,0,0,0,0,0,0,0,0,0,379
Auburn - Pakachoag,00170015,0,0,0,0,0,93,110,110,0,0,0,0,0,0,0,0,0,313
Avon - AVON HIGH SCHOOL,00180505,0,0,0,0,0,0,0,0,0,0,0,53,59,56,50,0,0,218
Avon - AVON MIDDLE SCHOOL,00180305,0,0,0,0,0,0,0,61,61,71,69,0,0,0,0,0,0,262
Avon - Ralph D Butler,00180010,0,0,63,66,64,64,65,0,0,0,0,0,0,0,0,0,0,322
Ayer - Ayer High,00190510,0,0,0,0,0,0,0,0,0,0,0,96,84,91,63,0,0,334
Ayer - Ayer Middle,00190305,0,0,0,0,0,0,0,94,81,80,69,0,0,0,0,0,0,324
Ayer - Page-Hilltop,00190025,0,29,119,105,97,108,91,0,0,0,0,0,0,0,0,0,0,549
Barnstable - Barnstable High,00200505,0,0,0,0,0,0,0,0,0,0,0,562,495,362,385,0,0,"1,804"
Barnstable - Centerville Elementary,00200010,9,18,53,74,92,89,88,0,0,0,0,0,0,0,0,0,0,423
Barnstable - Cotuit Elem,00200015,0,0,0,0,32,87,62,0,0,0,0,0,0,0,0,0,0,181
Barnstable - GRADE 5 SCHOOL,00200045,0,0,0,0,0,0,0,592,0,0,0,0,0,0,0,0,0,592
Barnstable - Hyannis Elementary,00200020,0,84,72,85,93,95,81,0,0,0,0,0,0,0,0,0,0,510
Barnstable - Hyannis West Elementary,00200025,0,31,61,88,92,90,97,0,0,0,0,0,0,0,0,0,0,459
Barnstable - Marstons Mills East,00200032,0,65,60,92,75,88,105,0,0,0,0,0,0,0,0,0,0,485
Barnstable - Marstons Mills Elem,00200030,0,0,59,72,38,0,0,0,0,0,0,0,0,0,0,0,0,169
Barnstable - Middle Sch/Marston's Mill,00200310,0,0,0,0,0,0,0,0,253,268,276,0,0,0,0,0,0,797
Barnstable - Middle School/Hyannis,00200305,0,0,0,0,0,0,0,0,303,269,282,0,0,0,0,0,0,854
Barnstable - Osterville Bay Elementary,00200040,0,0,0,0,0,80,107,0,0,0,0,0,0,0,0,0,0,187
Barnstable - Osterville Elementary,00200035,0,0,65,91,78,37,0,0,0,0,0,0,0,0,0,0,0,271
Barnstable - West Barnstable Elem,00200005,0,0,46,52,63,67,69,0,0,0,0,0,0,0,0,0,0,297
Bedford - Bedford High,00230505,0,0,0,0,0,0,0,0,0,0,0,192,172,138,159,0,0,661
Bedford - John Glenn Middle,00230305,0,0,0,0,0,0,0,0,150,147,151,0,0,0,0,0,0,448
Bedford - Lt Elezer Davis,00230010,0,0,151,165,176,0,0,0,0,0,0,0,0,0,0,0,0,492
Bedford - Lt Job Lane School,00230012,0,0,0,0,0,159,149,184,0,0,0,0,0,0,0,0,0,492
Belchertown - Belchertown High,00240505,0,0,0,0,0,0,0,0,0,0,0,132,143,146,114,0,0,535
Belchertown - Berkshire Avenue School,00240002,0,0,0,42,44,0,0,0,0,0,0,0,0,0,0,0,0,86
Belchertown - Chestnut Hill Community,00240004,1,0,0,0,0,0,0,0,184,195,195,0,0,0,0,0,0,575
Belchertown - Cold Spring,00240005,0,0,191,67,69,0,0,0,0,0,0,0,0,0,0,0,0,327
Belchertown - Swift River Elem,00240018,0,66,0,0,0,195,199,187,0,0,0,0,0,0,0,0,0,647
Belchertown - Tadgell Hall,00240020,0,0,0,86,69,0,0,0,0,0,0,0,0,0,0,0,0,155
Bellingham - Bellingham ECC,00250003,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
Bellingham - Bellingham High School,00250505,4,0,0,0,0,0,0,0,0,211,187,193,145,134,137,0,0,"1,011"
Bellingham - Clara Macy Elementary,00250009,0,0,44,62,55,61,57,69,72,0,0,0,0,0,0,0,0,420
Bellingham - Primavera Jr/Sr H S,00250510,7,0,0,0,0,0,0,0,0,3,5,19,14,5,4,0,0,57
Bellingham - South Elem,00250020,20,0,82,85,84,90,98,95,81,0,0,0,0,0,0,0,0,635
Bellingham - Stall Brook,00250025,27,0,49,83,60,77,79,68,64,0,0,0,0,0,0,0,0,507
Belmont - Belmont High,00260505,0,0,0,0,0,0,0,0,0,0,0,269,240,239,217,0,0,965
Belmont - Daniel Butler,00260015,0,0,46,50,68,66,62,0,0,0,0,0,0,0,0,0,0,292
Belmont - Mary Lee Burbank,00260010,0,0,53,58,63,68,59,0,0,0,0,0,0,0,0,0,0,301
Belmont - Roger E Wellington,00260035,0,0,94,84,90,92,95,0,0,0,0,0,0,0,0,0,0,455
Belmont - Winn Brook,00260005,0,24,75,86,65,81,82,0,0,0,0,0,0,0,0,0,0,413
Belmont - Winthrop L Chenery Middle,00260305,0,0,0,0,0,0,0,271,299,259,251,0,0,0,0,0,0,"1,080"
Benjamin Banneker Charter - Benjamin Banneker Charter School,04200205,0,0,35,38,42,36,41,34,30,34,0,0,0,0,0,0,0,290
Benjamin Franklin Classical Charter - Benjamin Franklin Classical Charter School,04470205,0,0,42,43,44,47,41,26,40,27,0,0,0,0,0,0,0,310
Berkley - Berkley Community School,00270010,20,62,82,111,103,76,96,88,91,87,87,0,0,0,0,0,0,903
Berkshire Hills - Housatonic Grammar,06180015,0,0,29,20,22,35,0,0,0,0,0,0,0,0,0,0,0,106
Berkshire Hills - Monument Mt Reg High,06180505,8,0,0,0,0,0,0,0,0,0,0,183,167,148,138,0,0,644
Berkshire Hills - Searles Middle,06180305,0,0,0,0,0,0,0,0,94,135,147,0,0,0,0,0,0,376
Berkshire Hills - Stockbridge Plain,06180030,0,10,14,33,23,18,113,103,0,0,0,0,0,0,0,0,0,314
Berkshire Hills - Village,06180025,0,0,12,15,20,14,0,0,0,0,0,0,0,0,0,0,0,61
Berkshire Hills - William Cullen Bryant,06180005,0,0,36,37,38,36,0,0,0,0,0,0,0,0,0,0,0,147
Berlin - Berlin Memorial,00280005,0,0,28,35,42,30,28,42,33,0,0,0,0,0,0,0,0,238
Berlin-Boylston - Tahanto Reg High,06200505,0,0,0,0,0,0,0,0,0,86,84,72,68,50,53,0,0,413
Beverly - Abraham Edwards,00300020,0,0,41,51,45,40,35,51,0,0,0,0,0,0,0,0,0,263
Beverly - Ayers/Ryal Side Sch,00300055,0,0,0,0,69,76,70,84,0,0,0,0,0,0,0,0,0,299
Beverly - Beverly High,00300505,0,0,0,0,0,0,0,0,0,0,0,360,316,284,267,0,0,"1,227"
Beverly - Briscoe Middle,00300305,0,0,0,0,0,0,0,0,195,240,215,0,0,0,0,0,0,650
Beverly - Centerville Elementary,00300010,0,0,40,62,66,56,71,54,0,0,0,0,0,0,0,0,0,349
Beverly - Cove Elementary,00300015,0,0,26,63,56,55,58,53,0,0,0,0,0,0,0,0,0,311
Beverly - Hannah Elementary,00300033,0,0,46,62,54,80,82,58,0,0,0,0,0,0,0,0,0,382
Beverly - McKeown Elementary,00300037,19,0,45,42,55,43,44,41,0,0,0,0,0,0,0,0,0,289
Beverly - Memorial Middle,00300310,0,0,0,0,0,0,0,0,161,164,190,0,0,0,0,0,0,515
Beverly - North Beverly Elementary,00300040,0,0,35,47,38,49,47,47,0,0,0,0,0,0,0,0,0,263
Beverly - Patten Elementary School,00300060,0,57,120,73,0,0,0,0,0,0,0,0,0,0,0,0,0,250
Billerica - Billerica Memorial High School,00310505,0,0,0,0,0,0,0,0,0,0,0,341,380,348,359,0,0,"1,428"
Billerica - Eugene C Vining,00310030,0,0,83,64,63,84,66,72,0,0,0,0,0,0,0,0,0,432
Billerica - Frederick J Dutile,00310007,6,0,82,99,88,91,75,94,0,0,0,0,0,0,0,0,0,535
Billerica - Hajjar Elementary,00310026,0,0,104,116,120,130,111,160,0,0,0,0,0,0,0,0,0,741
Billerica - John F Kennedy,00310012,0,0,90,101,83,114,101,98,0,0,0,0,0,0,0,0,0,587
Billerica - Locke Middle,00310310,0,0,0,0,0,0,0,0,226,257,218,0,0,0,0,0,0,701
Billerica - Marshall Middle School,00310305,0,0,0,0,0,0,0,0,298,292,273,0,0,0,0,0,0,863
Billerica - Parker,00310015,0,0,72,111,93,79,81,63,0,0,0,0,0,0,0,0,0,499
Billerica - Thomas Ditson,00310005,0,0,69,95,69,77,84,81,0,0,0,0,0,0,0,0,0,475
Blackstone Valley Reg - Blackstone Valley,08050605,0,0,0,0,0,0,0,0,0,0,0,216,228,225,199,0,0,868
Blackstone-Millville - A F Maloney,06220015,8,0,0,0,0,0,151,113,131,0,0,0,0,0,0,0,0,403
Blackstone-Millville - Blackstone Millville RHS,06220505,0,0,0,0,0,0,0,0,0,0,0,136,130,121,113,0,0,500
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,0,0,0,0,0,0,0,0,0,199,224,0,0,0,0,0,0,423
Blackstone-Millville - John F Kennedy Elem,06220008,31,0,115,146,143,130,0,0,0,0,0,0,0,0,0,0,0,565
Blackstone-Millville - Millville Elem,06220010,9,83,61,49,57,58,39,58,91,0,0,0,0,0,0,0,0,505
Blue Hills Voc - Blue Hills Reg Voc Tech,08060605,0,0,0,0,0,0,0,0,0,0,0,221,219,179,178,48,0,845
Blue Hills Voc - Randolph Career Dev,08060610,0,0,0,0,0,0,0,0,0,0,0,104,83,47,29,0,0,263
Boston - Agassiz,00350007,0,44,117,133,133,134,117,121,0,0,0,0,0,0,0,0,0,799
Boston - Alexander Hamilton,00350011,0,1,27,36,35,32,36,33,0,0,0,0,0,0,0,0,0,200
Boston - Another Course To College,00350541,0,0,0,0,0,0,0,0,0,0,0,0,0,45,63,0,0,108
Boston - Beethoven,00350021,0,24,45,55,32,63,57,36,0,0,0,0,0,0,0,0,0,312
Boston - Blackstone,00350390,0,61,161,133,152,126,121,111,0,0,0,0,0,0,0,0,0,865
Boston - Blue Hill Ave ECC,00350010,0,63,61,36,0,0,0,0,0,0,0,0,0,0,0,0,0,160
Boston - Boston Arts Academy,00350546,0,0,0,0,0,0,0,0,0,0,0,77,65,0,0,0,0,142
Boston - Boston High School,00350650,0,0,0,0,0,0,0,0,0,0,0,178,195,195,163,0,0,731
Boston - Boston Latin,00350560,0,0,0,0,0,0,0,0,0,374,388,453,412,371,354,0,0,"2,352"
Boston - Boston Latin Academy,00350545,0,0,0,0,0,0,0,0,0,281,263,332,261,217,208,0,0,"1,562"
Boston - Brighton High,00350505,0,0,0,0,0,0,0,0,0,0,0,341,285,239,203,0,0,"1,068"
Boston - Carter Develop Day Care,00350036,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19
Boston - Charles H Taylor,00350054,0,9,85,86,105,103,113,99,0,0,0,0,0,0,0,0,0,600
Boston - Charles Sumner,00350052,0,0,86,97,102,103,86,83,0,0,0,0,0,0,0,0,0,557
Boston - Charlestown High,00350515,0,0,0,0,0,0,0,0,0,0,0,323,298,276,256,0,0,"1,153"
Boston - Clarence R Edwards Middle,00350430,0,0,0,0,0,0,0,0,178,167,152,0,0,0,0,0,0,497
Boston - Curtis Guild,00350062,0,11,35,44,47,37,35,28,0,0,0,0,0,0,0,0,0,237
Boston - Dante Alighieri,00350066,0,0,38,25,28,24,28,20,0,0,0,0,0,0,0,0,0,163
Boston - David A Ellis,00350072,0,0,95,77,82,104,90,74,0,0,0,0,0,0,0,0,0,522
Boston - Dearborn,00350074,0,0,0,0,0,0,0,0,147,163,174,0,0,0,0,0,0,484
Boston - Dennis C Haley,00350077,0,0,31,79,59,57,48,30,0,0,0,0,0,0,0,0,0,304
Boston - Donald Mckay,00350080,0,0,68,94,110,98,95,79,31,47,37,0,0,0,0,0,0,659
Boston - Dorchester High,00350520,0,0,0,0,0,0,0,0,0,0,0,330,242,206,216,0,0,994
Boston - East Boston ECC,00350009,0,64,61,18,0,0,0,0,0,0,0,0,0,0,0,0,0,143
Boston - East Boston High,00350530,0,0,0,0,0,0,0,0,0,0,0,445,383,250,189,0,0,"1,267"
Boston - Edward Everett,00350088,0,9,48,53,57,66,61,56,0,0,0,0,0,0,0,0,0,350
Boston - Egleston Comm High School,00350543,0,0,0,0,0,0,0,0,0,0,0,9,25,20,13,0,0,67
Boston - ELC - East Zone,00350005,0,57,71,49,0,0,0,0,0,0,0,0,0,0,0,0,0,177
Boston - ELC - North Zone,00350003,0,42,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,81
Boston - ELC - West Zone,00350006,0,38,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,122
Boston - Elihu Greenwood,00350094,0,0,43,72,90,94,101,100,0,0,0,0,0,0,0,0,0,500
Boston - Eliot Elementary,00350096,0,0,24,23,37,36,51,43,0,0,0,0,0,0,0,0,0,214
Boston - Ellis Mendell,00350100,0,6,48,47,31,53,28,36,0,0,0,0,0,0,0,0,0,249
Boston - Emily A Fifield,00350102,0,0,46,73,84,86,61,57,0,0,0,0,0,0,0,0,0,407
Boston - Expulsion Alt School,00350580,0,0,0,0,0,0,0,0,0,3,2,4,9,10,14,0,0,42
Boston - Farragut,00350108,0,0,27,56,53,51,41,46,0,0,0,0,0,0,0,0,0,274
Boston - Fenway High School,00350540,0,0,0,0,0,0,0,0,0,0,0,62,76,75,57,0,0,270
Boston - Frank V Thompson Middle,00350114,0,0,0,0,0,0,0,0,170,136,119,0,0,0,0,0,0,425
Boston - Franklin D Roosevelt,00350116,0,0,63,46,53,57,52,58,0,0,0,0,0,0,0,0,0,329
Boston - George H Conley,00350122,0,8,50,32,36,37,36,37,0,0,0,0,0,0,0,0,0,236
Boston - Grover Cleveland,00350415,0,0,0,0,0,0,0,0,263,260,234,0,0,0,0,0,0,757
Boston - Harbor School,00350426,0,0,0,0,0,0,0,0,30,57,0,0,0,0,0,0,0,87
Boston - Harriet A Baldwin,00350129,0,0,42,40,52,42,29,36,0,0,0,0,0,0,0,0,0,241
Boston - Harvard-Kent,00350200,0,9,66,99,84,79,83,90,0,0,0,0,0,0,0,0,0,510
Boston - Henry Grew,00350135,0,0,75,52,55,52,51,53,0,0,0,0,0,0,0,0,0,338
Boston - Henry L Higginson,00350137,0,43,28,31,27,21,21,33,0,0,0,0,0,0,0,0,0,204
Boston - Horace Mann,00350750,0,12,5,17,9,9,9,4,9,8,6,5,0,11,10,0,0,114
Boston - Hugh Roe O'Donnell,00350141,0,0,63,49,55,52,56,47,0,0,0,0,0,0,0,0,0,322
Boston - Hyde Park High School,00350550,0,0,0,0,0,0,0,0,0,0,0,276,201,200,202,0,0,879
Boston - Jackson Mann,00350013,0,4,35,127,124,105,103,94,0,0,0,0,0,0,0,0,0,592
Boston - James A Garfield Elem,00350152,0,0,43,75,55,60,56,43,0,0,0,0,0,0,0,0,0,332
Boston - James Condon Elem,00350146,0,74,87,129,135,144,164,123,0,0,0,0,0,0,0,0,0,856
Boston - James J Chittick,00350154,0,0,75,75,87,89,54,47,0,0,0,0,0,0,0,0,0,427
Boston - James M Curley,00350384,0,0,42,50,59,59,47,52,0,0,0,0,0,0,0,0,0,309
Boston - James Otis,00350156,0,0,64,68,77,70,62,66,0,0,0,0,0,0,0,0,0,407
Boston - James P Timilty Middle,00350485,0,0,0,0,0,0,0,0,226,182,213,0,0,0,0,0,0,621
Boston - James W Hennigan,00350153,0,0,40,82,109,118,148,163,1,0,0,0,0,0,0,0,0,661
Boston - Jeremiah E Burke High,00350525,0,0,0,0,0,0,0,0,0,0,0,180,210,189,123,0,0,702
Boston - John D Philbrick,00350172,0,0,25,30,32,33,23,20,0,0,0,0,0,0,0,0,0,163
Boston - John F Kennedy,00350166,0,0,71,75,112,105,80,76,0,0,0,0,0,0,0,0,0,519
Boston - John Marshall,00350178,0,2,170,151,165,142,109,98,0,0,0,0,0,0,0,0,0,837
Boston - John P Holland,00350167,0,0,102,166,176,168,147,134,0,0,0,0,0,0,0,0,0,893
Boston - John W McCormack,00350179,0,0,0,0,0,0,0,0,292,246,222,0,0,0,0,0,0,760
Boston - John Winthrop,00350180,0,25,63,52,34,28,43,40,0,0,0,0,0,0,0,0,0,285
Boston - Joseph J Hurley,00350182,0,0,58,56,74,62,68,57,0,0,0,0,0,0,0,0,0,375
Boston - Joseph Lee,00350183,0,34,85,133,118,121,105,87,0,0,0,0,0,0,0,0,0,683
Boston - Joseph P Manning,00350184,0,0,24,24,36,30,29,23,0,0,0,0,0,0,0,0,0,166
Boston - Joseph P Tynan,00350181,0,11,53,94,94,96,97,69,0,0,0,0,0,0,0,0,0,514
Boston - Josiah Quincy,00350286,0,3,127,138,143,133,156,151,0,0,0,0,0,0,0,0,0,851
Boston - Joyce Kilmer,00350190,0,0,68,50,54,58,24,30,0,0,0,0,0,0,0,0,0,284
Boston - Lewis Middle School,00350455,0,0,0,0,0,0,0,0,133,112,113,0,0,0,0,0,0,358
Boston - Lucy Stone,00350211,0,0,24,49,34,35,31,35,0,0,0,0,0,0,0,0,0,208
Boston - Lyndon,00350262,0,0,56,68,68,80,58,50,0,0,0,0,0,0,0,0,0,380
Boston - Madison Park High,00350537,0,0,0,0,0,0,0,0,0,0,0,498,450,398,311,0,0,"1,657"
Boston - Manassah E Bradley,00350215,0,28,25,50,50,51,54,57,0,0,0,0,0,0,0,0,0,315
Boston - Margaret Fuller,00350217,0,0,24,49,56,32,21,40,0,0,0,0,0,0,0,0,0,222
Boston - Martin Luther King Jr Mid,00350410,0,0,0,0,0,0,0,0,203,157,141,0,0,0,0,0,0,501
Boston - Mary E Curley Middle,00350420,0,0,0,0,0,0,0,0,289,230,232,0,0,0,0,0,0,751
