SCHOOL,ORG CODE,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,TOTAL
Andover - Doherty Middle,00090305,0,0,0,0,0,0,0,178,184,191,0,0,0,0,0,553
Andover - Henry C Sanborn Elem,00090010,0,53,58,60,48,66,57,0,0,0,0,0,0,0,0,342
Andover - High Plain Elementary,00090004,0,71,81,81,103,96,109,0,0,0,0,0,0,0,0,541
Andover - Shawsheen School,00090005,54,66,63,49,0,0,0,0,0,0,0,0,0,0,0,232
Andover - South Elementary,00090020,0,81,85,107,90,86,98,0,0,0,0,0,0,0,0,547
Andover - West Elementary,00090025,0,70,100,77,141,132,147,0,0,0,0,0,0,0,0,667
Andover - Wood Hill Middle School,00090350,0,0,0,0,0,0,0,115,133,125,0,0,0,0,0,373
Arlington - Arlington High,00100505,0,0,0,0,0,0,0,0,0,0,293,285,294,293,0,"1,165"
Arlington - Brackett,00100010,0,74,88,66,71,67,64,0,0,0,0,0,0,0,0,430
Arlington - Cyrus E Dallin,00100025,0,67,54,62,54,51,76,0,0,0,0,0,0,0,0,364
Arlington - Hardy,00100030,0,47,67,45,50,56,30,0,0,0,0,0,0,0,0,295
Arlington - John A Bishop,00100005,0,43,67,69,75,65,54,0,0,0,0,0,0,0,0,373
Arlington - M Norcross Stratton,00100055,0,51,49,54,56,38,48,0,0,0,0,0,0,0,0,296
Arlington - Menotomy Preschool,00100038,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
Arlington - Ottoson Middle,00100410,0,0,0,0,0,0,0,338,342,292,0,0,0,0,0,972
Arlington - Peirce,00100045,0,36,41,37,44,44,32,0,0,0,0,0,0,0,0,234
Arlington - Thompson,00100050,0,63,45,66,49,47,49,0,0,0,0,0,0,0,0,319
Ashburnham-Westminster - Briggs Elem,06100025,20,81,80,91,84,74,82,0,0,0,0,0,0,0,0,512
Ashburnham-Westminster - Meetinghouse School,06100010,37,85,92,0,0,0,0,0,0,0,0,0,0,0,0,214
Ashburnham-Westminster - Oakmont Regional H S,06100505,0,0,0,0,0,0,0,0,0,0,203,189,171,152,9,724
Ashburnham-Westminster - Overlook Middle School,06100305,0,0,0,0,0,0,0,207,193,213,0,0,0,0,0,613
Ashburnham-Westminster - Westminster Elem,06100005,0,0,0,92,90,85,104,0,0,0,0,0,0,0,0,371
Ashland - Ashland High,00140505,0,0,0,0,0,0,0,0,0,0,176,176,163,161,0,676
Ashland - Ashland Middle,00140405,0,0,0,0,0,0,0,0,208,194,0,0,0,0,0,402
Ashland - David Mindess,00140015,0,0,0,0,68,220,205,193,0,0,0,0,0,0,0,686
Ashland - Henry E Warren Elem,00140010,0,0,224,239,120,0,0,0,0,0,0,0,0,0,0,583
Ashland - William Pittaway Elem,00140005,129,178,0,0,0,0,0,0,0,0,0,0,0,0,0,307
Assabet Valley - Assabet Valley Voc H S,08010605,0,0,0,0,0,0,0,0,0,0,235,241,247,193,0,916
Athol-Royalston - Athol High,06150505,0,0,0,0,0,0,0,0,0,0,119,169,154,115,0,557
Athol-Royalston - Athol-Royalston Middle School,06150305,0,0,0,0,0,0,0,146,182,161,0,0,0,0,0,489
Athol-Royalston - Ellen Bigelow,06150005,0,0,0,1,7,3,6,3,3,2,1,3,2,0,0,31
Athol-Royalston - Pleasant St,06150016,0,46,41,53,51,51,55,0,0,0,0,0,0,0,0,297
Athol-Royalston - Riverbend,06150020,0,20,27,25,26,53,51,0,0,0,0,0,0,0,0,202
Athol-Royalston - Royalston Community Sch,06150050,2,12,14,18,17,19,29,15,0,0,0,0,0,0,0,126
Athol-Royalston - Sanders Street,06150025,0,42,33,39,40,0,0,0,0,0,0,0,0,0,0,154
Athol-Royalston - Silver Lake,06150030,46,33,22,25,26,24,25,0,0,0,0,0,0,0,0,201
Atlantis Charter - Atlantis Charter School,04910550,0,85,66,93,91,94,71,72,58,54,0,0,0,0,0,684
Attleboro - A. Irvin Studley Elementary School,00160001,0,101,85,97,94,101,0,0,0,0,0,0,0,0,0,478
Attleboro - Attleboro High,00160505,0,0,0,0,0,0,0,0,0,0,508,508,470,384,0,"1,870"
Attleboro - Cyril K. Brennan Middle School,00160315,0,0,0,0,0,0,145,150,140,168,0,0,0,0,0,603
Attleboro - Early Learning Center,00160008,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
Attleboro - Hill-Roberts Elementary School,00160045,0,66,102,96,98,98,0,0,0,0,0,0,0,0,0,460
Attleboro - Hyman Fine Elementary School,00160040,0,83,96,94,87,90,0,0,0,0,0,0,0,0,0,450
Attleboro - Peter Thacher Elementary School,00160050,0,107,84,70,94,98,0,0,0,0,0,0,0,0,0,453
Attleboro - Robert J. Coelho Middle School,00160305,0,0,0,0,0,0,164,145,173,152,0,0,0,0,0,634
Attleboro - Thomas E. Willett School,00160035,0,87,94,84,77,75,0,0,0,0,0,0,0,0,0,417
Attleboro - Wamsutta Middle School,00160320,0,0,0,0,0,0,166,161,158,168,0,0,0,0,0,653
Auburn - Auburn Middle,00170305,0,0,0,0,0,0,0,198,189,217,0,0,0,0,0,604
Auburn - Auburn Senior High,00170505,0,0,0,0,0,0,0,0,0,0,135,156,168,153,3,615
Auburn - Bryn Mawr,00170010,0,71,80,74,0,0,0,0,0,0,0,0,0,0,0,225
Auburn - Julia Bancroft,00170005,0,0,0,0,84,99,91,0,0,0,0,0,0,0,0,274
Auburn - Mary D Stone,00170025,80,77,75,75,0,0,0,0,0,0,0,0,0,0,0,307
Auburn - Pakachoag,00170015,0,0,0,0,83,94,108,0,0,0,0,0,0,0,0,285
Avon - Avon Middle High School,00180510,0,0,0,0,0,0,0,0,59,67,64,59,57,58,0,364
Avon - Ralph D Butler,00180010,17,40,55,53,50,60,57,61,0,0,0,0,0,0,0,393
Ayer - Ayer High,00190510,0,0,0,0,0,0,0,0,0,0,118,92,91,85,0,386
Ayer - Ayer Middle,00190305,0,0,0,0,0,0,99,111,81,87,0,0,0,0,0,378
Ayer - Page-Hilltop,00190025,86,93,103,101,93,85,0,0,0,0,0,0,0,0,0,561
Barnstable - Barnstable Early Learning Center,00200004,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
Barnstable - Barnstable High,00200505,0,0,0,0,0,0,0,0,0,0,498,499,459,427,0,"1,883"
Barnstable - Barnstable Middle School,00200305,0,0,0,0,0,0,1,0,417,524,0,0,0,0,0,942
Barnstable - Centerville Elementary,00200010,0,57,60,64,67,75,0,0,0,0,0,0,0,0,0,323
Barnstable - Cotuit Elem,00200015,0,0,0,0,54,61,0,0,0,0,0,0,0,0,0,115
Barnstable - Hyannis Elementary,00200020,0,57,58,61,79,62,0,0,0,0,0,0,0,0,0,317
Barnstable - Hyannis West Elementary,00200025,0,47,53,55,55,60,0,0,0,0,0,0,0,0,0,270
Barnstable - Marstons Mills Elem,00200030,4,40,53,48,0,0,0,0,0,0,0,0,0,0,0,145
Barnstable - Osterville Bay Elementary,00200040,0,0,0,0,71,89,0,0,0,0,0,0,0,0,0,160
Barnstable - Osterville Elementary,00200035,0,54,64,80,0,0,0,0,0,0,0,0,0,0,0,198
Barnstable - West Barnstable Elem,00200005,0,41,48,51,53,62,0,0,0,0,0,0,0,0,0,255
Barnstable HMCS - Barnstable HMCS School,04230010,0,0,0,0,0,0,456,463,0,0,0,0,0,0,0,919
Bedford - Bedford High,00230505,0,0,0,0,0,0,0,0,0,0,221,189,173,178,0,761
Bedford - John Glenn Middle,00230305,0,0,0,0,0,0,0,159,159,152,0,0,0,0,0,470
Bedford - Lt Elezer Davis,00230010,11,162,172,166,0,0,0,0,0,0,0,0,0,0,0,511
Bedford - Lt Job Lane School,00230012,0,0,0,0,180,167,193,0,0,0,0,0,0,0,0,540
Belchertown - Belchertown High,00240505,0,0,0,0,0,0,0,0,0,0,199,196,202,153,5,755
Belchertown - Chestnut Hill Community,00240004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belchertown - Chestnut Hill Community School,00240006,0,0,0,0,0,211,217,201,0,0,0,0,0,0,0,629
Belchertown - Cold Spring,00240005,33,192,0,0,0,0,0,0,0,0,0,0,0,0,0,225
Belchertown - Jabish Middle School,00240025,0,0,0,0,0,0,0,0,233,206,0,0,0,0,0,439
Belchertown - Swift River Elem,00240018,0,0,178,183,193,0,0,0,0,0,0,0,0,0,0,554
Belchertown - Tadgell Hall,00240020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellingham - Bellingham ECC,00250003,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Bellingham - Bellingham High School,00250505,0,0,0,0,0,0,0,0,0,0,176,186,192,189,0,743
Bellingham - Bellingham Memorial Middle School,00250315,0,0,0,0,0,0,187,223,209,222,0,0,0,0,0,841
Bellingham - Clara Macy Elementary,00250009,0,56,52,49,56,56,0,0,0,0,0,0,0,0,0,269
Bellingham - Primavera Jr/Sr H S,00250510,0,0,0,0,0,0,0,0,1,2,13,8,8,4,0,36
Bellingham - South Elem,00250020,0,66,78,88,96,77,0,0,0,0,0,0,0,0,0,405
Bellingham - Stall Brook,00250025,0,42,56,66,59,60,0,0,0,0,0,0,0,0,0,283
Belmont - Belmont High,00260505,0,0,0,0,0,0,0,0,0,0,291,298,294,286,0,"1,169"
Belmont - Daniel Butler,00260015,0,42,55,53,37,46,0,0,0,0,0,0,0,0,0,233
Belmont - Mary Lee Burbank,00260010,0,58,46,57,59,54,0,0,0,0,0,0,0,0,0,274
Belmont - Roger E Wellington,00260035,0,87,88,86,77,85,0,0,0,0,0,0,0,0,0,423
Belmont - Winn Brook,00260005,68,85,63,84,80,90,0,0,0,0,0,0,0,0,0,470
Belmont - Winthrop L Chenery Middle,00260305,0,0,0,0,0,0,270,274,296,285,0,0,0,0,0,"1,125"
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,0,54,33,38,27,39,33,25,25,26,0,0,0,0,0,300
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,0,44,45,44,47,46,49,46,36,27,0,0,0,0,0,384
Berkley - Berkley Community School,00270010,84,81,112,105,106,90,0,0,0,0,0,0,0,0,0,578
Berkley - Berkley Middle School,00270305,0,0,0,0,0,0,97,99,113,122,0,0,0,0,0,431
Berkshire Arts and Technology Charter - Berkshire Arts and Technology Charter School,04140305,0,0,0,0,0,0,0,58,43,0,27,15,0,0,0,143
Berkshire Hills - Monument Mt Reg High,06180505,0,0,0,0,0,0,0,0,0,0,163,148,181,145,2,639
Berkshire Hills - Monument Valley Regional Middle School,06180310,0,0,0,0,0,0,71,92,117,136,0,0,0,0,0,416
Berkshire Hills - Muddy Brook Regional Elementary School,06180035,20,94,71,77,71,78,0,0,0,0,0,0,0,0,0,411
Berkshire Hills - Searles Middle,06180305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berkshire Hills - Stockbridge Plain,06180030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlin - Berlin Memorial,00280005,11,32,44,32,39,30,32,29,0,0,0,0,0,0,0,249
Berlin-Boylston - Tahanto Reg High,06200505,0,0,0,0,0,0,0,0,86,101,69,66,76,77,0,475
Beverly - Ayers/Ryal Side Sch,00300055,33,68,68,76,65,68,69,0,0,0,0,0,0,0,0,447
Beverly - Beverly High,00300505,0,0,0,0,0,0,0,0,0,0,322,346,349,287,0,"1,304"
Beverly - Briscoe Middle,00300305,0,0,0,0,0,0,0,329,320,345,0,0,0,0,0,994
Beverly - Centerville Elementary,00300010,0,45,48,72,70,52,54,0,0,0,0,0,0,0,0,341
Beverly - Cove Elementary,00300015,46,75,65,58,65,79,79,0,0,0,0,0,0,0,0,467
Beverly - Hannah Elementary,00300033,0,57,60,50,49,49,61,0,0,0,0,0,0,0,0,326
Beverly - McKeown Elementary,00300037,0,50,46,35,48,38,48,0,0,0,0,0,0,0,0,265
Beverly - Memorial Middle,00300310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beverly - North Beverly Elementary,00300040,0,59,50,43,51,62,50,0,0,0,0,0,0,0,0,315
Billerica - Billerica Memorial High School,00310505,154,0,0,0,0,0,0,0,0,0,359,403,398,357,0,"1,671"
Billerica - Eugene C Vining,00310030,0,36,62,58,66,61,48,0,0,0,0,0,0,0,0,331
Billerica - Frederick J Dutile,00310007,0,66,94,83,87,90,95,0,0,0,0,0,0,0,0,515
Billerica - Hajjar Elementary,00310026,0,87,122,110,100,92,97,0,0,0,0,0,0,0,0,608
Billerica - John F Kennedy,00310012,0,65,85,105,104,82,81,0,0,0,0,0,0,0,0,522
Billerica - Locke Middle,00310310,0,0,0,0,0,0,0,240,215,231,0,0,0,0,0,686
Billerica - Marshall Middle School,00310305,0,0,0,0,0,0,0,297,274,294,0,0,0,0,0,865
Billerica - Parker,00310015,0,57,79,70,68,70,77,0,0,0,0,0,0,0,0,421
Billerica - Thomas Ditson,00310005,0,105,125,139,143,137,138,0,0,0,0,0,0,0,0,787
Blackstone Valley Reg - Blackstone Valley,08050605,0,0,0,0,0,0,0,0,0,0,273,243,215,192,0,923
Blackstone-Millville - A F Maloney,06220015,0,0,0,0,0,126,135,0,0,0,0,0,0,0,0,261
Blackstone-Millville - Blackstone Millville RHS,06220505,0,0,0,0,0,0,0,0,0,0,183,158,129,104,0,574
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,0,0,0,0,0,0,0,185,168,201,0,0,0,0,0,554
Blackstone-Millville - John F Kennedy Elem,06220008,29,103,108,106,90,0,0,0,0,0,0,0,0,0,0,436
Blackstone-Millville - Millville Elem,06220010,62,35,48,47,51,53,56,0,0,0,0,0,0,0,0,352
Blue Hills Voc - Blue Hills Reg Voc Tech,08060605,0,0,0,0,0,0,0,0,0,0,227,230,196,173,0,826
Boston - Academy of Public Service,00350502,0,0,0,0,0,0,0,0,0,0,81,54,78,54,0,267
Boston - Agassiz,00350007,32,90,90,100,104,110,111,0,0,0,0,0,0,0,0,637
Boston - Alexander Hamilton,00350011,0,33,37,28,34,23,30,0,0,0,0,0,0,0,0,185
Boston - Another Course To College,00350541,0,0,0,0,0,0,0,0,0,0,48,65,59,51,0,223
Boston - Beethoven,00350021,0,40,42,45,47,56,58,0,0,0,0,0,0,0,0,288
Boston - Blackstone,00350390,74,78,81,98,91,103,89,0,0,0,0,0,0,0,0,614
Boston - Blue Hill Ave ECC,00350010,77,61,59,0,0,0,0,0,0,0,0,0,0,0,0,197
Boston - Boston Adult Academy,00350548,0,0,0,0,0,0,0,0,0,0,12,20,43,195,0,270
Boston - Boston Arts Academy,00350546,0,0,0,0,0,0,0,0,0,0,101,115,89,94,0,399
Boston - Boston Community Leadership Academy,00350558,0,0,0,0,0,0,0,0,0,0,116,75,91,110,0,392
Boston - Boston International  High School,00350507,0,0,0,0,0,0,0,0,0,0,41,50,55,19,0,165
Boston - Boston Latin,00350560,0,0,0,0,0,0,0,0,396,416,429,408,397,375,0,"2,421"
Boston - Boston Latin Academy,00350545,0,0,0,0,0,0,0,0,353,266,309,271,241,246,0,"1,686"
Boston - Boston Middle School Academy,00350413,0,0,0,0,0,0,0,1,12,13,0,0,0,0,0,26
Boston - Brighton High,00350505,0,0,0,0,0,0,0,0,0,0,325,331,313,296,0,"1,265"
Boston - Brook Farm Business and Service Career Academy,00350576,0,0,0,0,0,0,0,0,0,0,102,83,78,72,0,335
Boston - Carter Develop Day Care,00350036,0,0,0,0,0,0,0,0,0,0,7,2,1,15,0,25
Boston - Charles H Taylor,00350054,18,52,81,84,88,97,76,0,0,0,0,0,0,0,0,496
Boston - Charles Sumner,00350052,34,63,86,80,88,59,80,0,0,0,0,0,0,0,0,490
Boston - Charlestown High,00350515,0,0,0,0,0,0,0,0,0,0,392,303,288,261,0,"1,244"
Boston - Clarence R Edwards Middle,00350430,0,0,0,0,0,0,0,119,168,139,0,0,0,0,0,426
Boston - Community Academy,00350518,0,0,0,0,0,0,0,0,0,0,8,13,26,8,0,55
Boston - Community Academy of Science and Health,00350581,0,0,0,0,0,0,0,0,0,0,123,91,91,99,0,404
Boston - Curtis Guild,00350062,1,45,45,35,41,35,35,0,0,0,0,0,0,0,0,237
Boston - Dante Alighieri,00350066,0,22,20,19,20,18,15,0,0,0,0,0,0,0,0,114
Boston - David A Ellis,00350072,0,42,50,67,43,60,55,0,0,0,0,0,0,0,0,317
Boston - Dearborn,00350074,0,0,0,0,0,0,0,109,157,163,0,0,0,0,0,429
Boston - Dennis C Haley,00350077,0,44,45,47,55,46,43,0,0,0,0,0,0,0,0,280
Boston - Donald Mckay,00350080,0,67,64,86,84,70,88,55,40,32,0,0,0,0,0,586
Boston - East Boston ECC,00350009,80,66,68,0,0,0,0,0,0,0,0,0,0,0,0,214
Boston - East Boston High,00350530,0,0,0,0,0,0,0,0,0,0,629,281,255,301,0,"1,466"
Boston - Economics and Business Academy,00350524,0,0,0,0,0,0,0,0,0,0,84,82,81,24,0,271
Boston - Edward Everett,00350088,13,44,45,44,46,44,43,0,0,0,0,0,0,0,0,279
Boston - Egleston Comm High School,00350543,0,0,0,0,0,0,0,0,0,0,14,22,37,34,0,107
Boston - ELC - East Zone,00350005,50,40,43,0,0,0,0,0,0,0,0,0,0,0,0,133
Boston - ELC - North Zone,00350003,106,43,26,0,0,0,0,0,0,0,0,0,0,0,0,175
Boston - ELC - West Zone,00350006,33,38,34,0,0,0,0,0,0,0,0,0,0,0,0,105
Boston - Elihu Greenwood,00350094,0,58,61,65,69,73,82,0,0,0,0,0,0,0,0,408
Boston - Eliot Elementary,00350096,0,24,24,26,36,18,26,0,0,0,0,0,0,0,0,154
Boston - Ellis Mendell,00350100,0,16,52,38,20,26,31,0,0,0,0,0,0,0,0,183
Boston - Emily A Fifield,00350102,0,37,63,60,60,49,45,0,0,0,0,0,0,0,0,314
Boston - Excel High School,00350522,0,0,0,0,0,0,0,0,0,0,120,111,64,81,0,376
Boston - Farragut,00350108,0,21,46,40,36,44,43,0,0,0,0,0,0,0,0,230
Boston - Fenway High School,00350540,0,0,0,0,0,0,0,0,0,0,72,79,67,62,0,280
Boston - Franklin D Roosevelt,00350116,0,42,39,44,45,41,51,0,0,0,0,0,0,0,0,262
Boston - George H Conley,00350122,35,27,34,32,35,32,22,0,0,0,0,0,0,0,0,217
Boston - Grover Cleveland,00350415,0,0,0,0,0,0,0,99,106,145,0,0,0,0,0,350
Boston - Harbor School,00350426,0,0,0,0,0,0,0,113,71,78,0,0,0,0,0,262
Boston - Harvard-Kent,00350200,34,58,87,70,68,56,74,0,0,0,0,0,0,0,0,447
Boston - Henry Grew,00350135,0,40,44,45,42,46,35,0,0,0,0,0,0,0,0,252
Boston - Henry L Higginson,00350137,22,28,29,19,18,21,24,0,0,0,0,0,0,0,0,161
Boston - Horace Mann,00350750,11,7,6,11,9,8,18,10,14,13,10,5,1,13,0,136
Boston - Hugh Roe O'Donnell,00350141,0,43,41,39,34,32,30,0,0,0,0,0,0,0,0,219
Boston - Hyde Park High School,00350550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boston - Jackson Mann,00350013,10,56,78,88,99,85,81,0,0,0,0,0,0,0,0,497
Boston - James A Garfield Elem,00350152,0,40,42,33,37,31,32,0,0,0,0,0,0,0,0,215
Boston - James Condon Elem,00350146,66,81,91,101,93,123,113,0,0,0,0,0,0,0,0,668
Boston - James J Chittick,00350154,0,46,41,40,43,42,38,0,0,0,0,0,0,0,0,250
Boston - James M Curley,00350384,21,44,41,42,49,39,36,0,0,0,0,0,0,0,0,272
Boston - James Otis,00350156,0,26,49,54,41,43,48,0,0,0,0,0,0,0,0,261
Boston - James P Timilty Middle,00350485,0,0,0,0,0,0,0,249,227,218,0,0,0,0,0,694
Boston - James W Hennigan,00350153,0,44,74,83,86,112,106,0,0,0,0,0,0,0,0,505
Boston - Jeremiah E Burke High,00350525,0,0,0,0,0,0,0,0,0,0,274,184,157,169,0,784
Boston - John D Philbrick,00350172,0,25,34,27,25,13,17,0,0,0,0,0,0,0,0,141
Boston - John F Kennedy,00350166,0,52,59,91,67,71,57,0,0,0,0,0,0,0,0,397
Boston - John Marshall,00350178,31,105,97,107,96,95,87,0,0,0,0,0,0,0,0,618
Boston - John P Holland,00350167,0,95,115,116,110,116,107,0,0,0,0,0,0,0,0,659
Boston - John W McCormack,00350179,0,0,0,0,0,0,0,284,223,229,0,0,0,0,0,736
Boston - John Winthrop,00350180,20,41,43,49,45,53,49,0,0,0,0,0,0,0,0,300
Boston - Joseph J Hurley,00350182,10,58,62,46,43,38,32,0,0,0,0,0,0,0,0,289
Boston - Joseph Lee,00350183,25,34,65,89,78,69,81,0,0,0,0,0,0,0,0,441
Boston - Joseph P Manning,00350184,0,22,25,28,30,32,35,0,0,0,0,0,0,0,0,172
Boston - Joseph P Tynan,00350181,6,51,67,72,42,42,48,0,0,0,0,0,0,0,0,328
Boston - Josiah Quincy,00350286,28,128,119,118,124,134,153,0,0,0,0,0,0,0,0,804
Boston - Joyce Kilmer,00350190,22,44,43,43,45,40,40,0,0,0,0,0,0,0,0,277
Boston - Lee Academy,00350001,77,33,43,0,0,0,0,0,0,0,0,0,0,0,0,153
Boston - Lewis Middle School,00350455,0,0,0,0,0,0,0,95,82,122,0,0,0,0,0,299
Boston - Lucy Stone,00350211,19,22,21,24,27,19,30,0,0,0,0,0,0,0,0,162
Boston - Lyndon,00350262,0,51,51,50,60,58,53,74,43,32,0,0,0,0,0,472
Boston - Madison Park High,00350537,0,0,0,0,0,0,0,0,0,0,455,441,359,362,0,"1,617"
Boston - Manassah E Bradley,00350215,24,20,40,31,33,50,49,0,0,0,0,0,0,0,0,247
Boston - Martin Luther King Jr Mid,00350410,0,0,0,0,0,0,0,108,94,102,0,0,0,0,0,304
Boston - Mary E Curley Middle,00350420,0,0,0,0,0,0,0,214,213,225,0,0,0,0,0,652
Boston - Mary Lyon,00350004,0,11,11,11,12,14,15,18,11,13,0,0,0,0,0,116
Boston - Mather,00350227,19,62,76,80,73,87,80,0,0,0,0,0,0,0,0,477
Boston - Mattahunt,00350226,37,72,121,96,83,81,91,0,0,0,0,0,0,0,0,581
Boston - Mattapan ECC,00350008,72,60,58,0,0,0,0,0,0,0,0,0,0,0,0,190
Boston - Maurice J Tobin,00350229,0,34,52,56,59,44,42,39,35,26,0,0,0,0,0,387
Boston - Media Communications Technology High School,00350578,0,0,0,0,0,0,0,0,0,0,105,115,82,88,0,390
Boston - Michael J Perkins,00350231,0,34,44,38,36,32,26,0,0,0,0,0,0,0,0,210
Boston - Mildred Avenue Middle School,00350381,0,0,0,0,0,0,0,193,207,215,0,0,0,0,0,615
Boston - Mission Hill School,00350382,0,19,21,18,20,16,17,17,17,11,0,0,0,0,0,156
Boston - Monument High School,00350538,0,0,0,0,0,0,0,0,0,0,106,126,67,72,0,371
Boston - Mozart,00350237,23,20,22,20,23,22,19,0,0,0,0,0,0,0,0,149
Boston - Nathan Hale,00350243,0,25,27,24,40,35,39,0,0,0,0,0,0,0,0,190
Boston - New Boston Pilot Middle School,00350383,0,0,0,0,0,0,0,226,213,239,0,0,0,0,0,678
