SCHOOL,ORG CODE,UG,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,13,14,TOTAL
ADAMS-CHESHIRE - PLUNKET ELEMENTARY,06030020,0,44,107,98,109,86,85,106,0,0,0,0,0,0,0,0,0,635
AGAWAM - AGAWAM HIGH,00050505,0,0,0,0,0,0,0,0,0,0,0,352,314,331,271,0,0,"1,268"
AGAWAM - AGAWAM JUNIOR HIGH,00050405,0,0,0,0,0,0,0,0,0,359,353,0,0,0,0,0,0,712
AGAWAM - AGAWAM MIDDLE SCHOOL,00050303,0,0,0,0,0,0,0,337,308,0,0,0,0,0,0,0,0,645
AGAWAM - BENJAMIN J PHELPS,00050020,0,0,89,100,68,64,89,0,0,0,0,0,0,0,0,0,0,410
AGAWAM - CLIFFORD M GRANGER,00050010,0,0,96,95,104,88,89,0,0,0,0,0,0,0,0,0,0,472
AGAWAM - JAMES CLARK SCHOOL,00050030,5,0,69,77,69,62,72,0,0,0,0,0,0,0,0,0,0,354
AGAWAM - ROBINSON PARK,00050025,0,0,66,86,87,97,95,0,0,0,0,0,0,0,0,0,0,431
AMESBURY - AMESBURY ELEMENTARY,00070005,0,27,123,193,175,123,1,0,0,0,0,0,0,0,0,0,0,642
AMESBURY - AMESBURY HIGH,00070505,0,0,0,0,0,0,0,0,0,0,0,193,163,154,125,0,0,635
AMESBURY - AMESBURY MIDDLE,00070013,0,0,0,0,0,0,0,0,230,216,197,0,0,0,0,0,0,643
AMESBURY - CHARLES C CASHMAN EL,00070010,0,0,0,0,68,123,209,261,0,0,0,0,0,0,0,0,0,661
AMESBURY - HORACE MANN,00070003,0,30,98,90,0,0,0,0,0,0,0,0,0,0,0,0,0,218
AMHERST - CROCKER FARM ELEMENTARY,00080009,0,0,0,51,65,52,55,64,60,0,0,0,0,0,0,0,0,347
AMHERST - FORT RIVER ELEMENTARY,00080020,0,0,126,73,80,72,96,87,80,0,0,0,0,0,0,0,0,614
AMHERST - MARKS MEADOW LABORATORY,00080030,0,0,22,27,26,26,34,34,27,0,0,0,0,0,0,0,0,196
AMHERST - WILDWOOD ELEMENTARY,00080050,0,58,84,76,79,69,76,75,58,0,0,0,0,0,0,0,0,575
AMHERST-PELHAM - AMHERST REGIONAL HIGH,06050505,0,0,0,0,0,0,0,0,0,0,0,0,351,256,279,0,0,886
AMHERST-PELHAM - AMHERST REGIONAL JR HIGH,06050405,0,0,0,0,0,0,0,0,0,378,314,329,0,0,0,0,0,"1,021"
ANDOVER - ANDOVER HIGH,00090505,9,0,0,0,0,0,0,0,0,0,0,368,338,312,292,0,0,"1,319"
ANDOVER - ANDOVER WEST MIDDLE,00090310,4,0,0,0,0,0,0,0,225,213,202,0,0,0,0,0,0,644
ANDOVER - BANCROFT ELEMENTARY,00090003,0,0,78,102,101,100,106,103,0,0,0,0,0,0,0,0,0,590
ANDOVER - DOHERTY MIDDLE,00090305,0,0,0,0,0,0,0,0,243,245,232,0,0,0,0,0,0,720
ANDOVER - HENRY C SANBORN ELEM,00090010,0,0,63,71,84,75,71,92,0,0,0,0,0,0,0,0,0,456
ANDOVER - SHAWSHEEN EARLY CHILDHOOD,00090005,0,31,101,88,74,0,0,0,0,0,0,0,0,0,0,0,0,294
ANDOVER - SOUTH ELEMENTARY,00090020,0,0,92,94,95,106,119,115,0,0,0,0,0,0,0,0,0,621
ANDOVER - WEST ELEMENTARY,00090025,0,0,91,118,108,205,167,168,0,0,0,0,0,0,0,0,0,857
ARLINGTON - ARLINGTON HIGH,00100505,0,0,0,0,0,0,0,0,0,0,0,256,275,243,202,0,0,976
ARLINGTON - BRACKETT,00100010,0,0,54,63,47,57,56,47,53,0,0,0,0,0,0,0,0,377
ARLINGTON - CYRUS E DALLIN,00100025,0,0,60,65,65,65,62,49,49,0,0,0,0,0,0,0,0,415
ARLINGTON - HARDY,00100030,0,0,58,45,65,50,56,35,56,0,0,0,0,0,0,0,0,365
ARLINGTON - JOHN A BISHOP,00100005,0,0,62,66,67,61,49,59,0,0,0,0,0,0,0,0,0,364
ARLINGTON - M NORCROSS STRATTON,00100055,31,0,42,46,45,41,49,51,86,0,0,0,0,0,0,0,0,391
ARLINGTON - OTTOSON JR HIGH,00100410,0,0,0,0,0,0,0,0,0,306,276,0,0,0,0,0,0,582
ARLINGTON - PEIRCE,00100045,0,0,29,39,39,44,39,33,35,0,0,0,0,0,0,0,0,258
ARLINGTON - THOMPSON,00100050,0,0,55,78,53,55,46,45,56,0,0,0,0,0,0,0,0,388
ASHBURNHAM-WESTMINSTER - BRIGGS ELEM,06100025,0,0,73,83,83,89,103,112,0,0,0,0,0,0,0,0,0,543
ASHBURNHAM-WESTMINSTER - MEETINGHOUSE SCHOOL,06100010,0,0,91,115,98,0,0,0,0,0,0,0,0,0,0,0,0,304
ASHBURNHAM-WESTMINSTER - OAKMONT REGIONAL H S,06100505,0,0,0,0,0,0,0,0,0,0,0,174,167,140,184,0,0,665
ASHBURNHAM-WESTMINSTER - OVERLOOK MIDDLE SCHOOL,06100305,0,0,0,0,0,0,0,0,204,215,188,0,0,0,0,0,0,607
ASHBURNHAM-WESTMINSTER - WESTMINSTER ELEM,06100005,0,20,0,0,0,89,115,104,0,0,0,0,0,0,0,0,0,328
ASHLAND - ASHLAND HIGH,00140505,0,0,0,0,0,0,0,0,0,0,153,150,109,116,90,0,0,618
ASHLAND - DAVID MINDESS MIDDLE,00140015,0,0,0,0,0,0,162,143,164,164,0,0,0,0,0,0,0,633
ASHLAND - HENRY E WARREN ELEM,00140010,0,0,0,0,184,192,0,0,0,0,0,0,0,0,0,0,0,376
ASHLAND - WILLIAM PITTAWAY ELEM,00140005,0,0,161,181,0,0,0,0,0,0,0,0,0,0,0,0,0,342
ASSABET VALLEY - ASSABET VALLEY VOC H S,08010605,0,0,0,0,0,0,0,0,0,0,0,206,214,187,193,84,0,884
ATHOL-ROYALSTON - ATHOL HIGH,06150505,4,0,0,0,0,0,0,0,0,0,0,173,143,96,122,0,0,538
ATHOL-ROYALSTON - ATHOL MIDDLE,06150305,0,0,0,0,0,0,0,0,0,206,171,0,0,0,0,0,0,377
ATHOL-ROYALSTON - ELLEN BIGELOW,06150005,0,0,16,42,35,40,40,0,0,0,0,0,0,0,0,0,0,173
ATHOL-ROYALSTON - PLEASANT ST,06150016,0,0,36,38,43,39,44,45,42,0,0,0,0,0,0,0,0,287
ATHOL-ROYALSTON - RAYMOND,06150045,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
ATHOL-ROYALSTON - RIVERBEND,06150020,0,0,0,0,0,0,20,141,137,0,0,0,0,0,0,0,0,298
ATHOL-ROYALSTON - ROYALSTON COMMUNITY SCH,06150050,0,17,14,22,18,15,18,15,14,0,0,0,0,0,0,0,0,133
ATHOL-ROYALSTON - SANDERS STREET,06150025,0,0,33,52,48,40,0,0,0,0,0,0,0,0,0,0,0,173
ATHOL-ROYALSTON - SILVER LAKE,06150030,0,0,34,50,46,47,47,0,0,0,0,0,0,0,0,0,0,224
ATLANTIS CHARTER - ATLANTIS CS,04910550,0,0,66,70,60,63,24,23,25,0,0,0,0,0,0,0,0,331
ATTLEBORO - ATTLEBORO HIGH,00160505,0,0,0,0,0,0,0,0,0,0,0,499,370,292,238,0,0,"1,399"
ATTLEBORO - ATTLEBORO VOC TECH HIGH,00160605,0,0,0,0,0,0,0,0,0,0,0,0,116,80,66,0,0,262
ATTLEBORO - ATTLEBOROUGH ECC,00160005,0,76,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509
ATTLEBORO - CYRIL K BRENNAN MIDDLE,00160315,0,0,0,0,0,0,0,135,158,169,169,0,0,0,0,0,0,631
ATTLEBORO - HILL ROBERTS ELEM,00160045,0,0,0,129,112,110,121,0,0,0,0,0,0,0,0,0,0,472
ATTLEBORO - HYMAN FINE ELEM,00160040,0,0,0,181,119,139,112,0,0,0,0,0,0,0,0,0,0,551
ATTLEBORO - JOSEPH FINBERG,00160010,0,0,0,70,78,73,67,0,0,0,0,0,0,0,0,0,0,288
ATTLEBORO - PETER THACHER MIDDLE,00160310,0,0,0,0,0,0,0,193,187,195,155,0,0,0,0,0,0,730
ATTLEBORO - ROBERT J COELHO MIDDLE,00160305,0,0,0,0,0,0,0,183,166,147,163,0,0,0,0,0,0,659
ATTLEBORO - STUDLEY SCHOOL,00160001,0,0,89,143,135,128,126,0,0,0,0,0,0,0,0,0,0,621
ATTLEBORO - WILLETT,00160035,0,0,0,124,115,92,108,0,0,0,0,0,0,0,0,0,0,439
AUBURN - AUBURN MIDDLE,00170305,0,0,0,0,0,0,0,0,187,200,159,0,0,0,0,0,0,546
AUBURN - AUBURN SENIOR HIGH,00170505,0,0,0,0,0,0,0,0,0,0,0,135,163,150,144,0,0,592
AUBURN - BRYN MAWR,00170010,0,0,90,96,97,0,0,0,0,0,0,0,0,0,0,0,0,283
AUBURN - JULIA BANCROFT,00170005,0,0,0,0,0,89,104,80,0,0,0,0,0,0,0,0,0,273
AUBURN - MARY D STONE,00170025,6,60,91,98,102,0,0,0,0,0,0,0,0,0,0,0,0,357
AUBURN - PAKACHOAG,00170015,0,0,0,0,0,106,94,97,0,0,0,0,0,0,0,0,0,297
AVON - AVON HIGH SCHOOL,00180505,0,0,0,0,0,0,0,0,0,0,0,59,54,58,58,0,0,229
AVON - AVON MIDDLE SCHOOL,00180305,0,0,0,0,0,0,0,70,65,64,71,0,0,0,0,0,0,270
AVON - RALPH D BUTLER,00180010,0,0,62,66,62,64,64,0,0,0,0,0,0,0,0,0,0,318
AYER - AYER HIGH,00190510,0,0,0,0,0,0,0,0,0,0,0,102,64,65,62,0,0,293
AYER - AYER MIDDLE,00190305,0,0,0,0,0,0,0,67,74,69,67,0,0,0,0,0,0,277
AYER - HILLTOP-PAGE,00190025,0,19,108,115,91,98,82,0,0,0,0,0,0,0,0,0,0,513
BARNSTABLE - BARNSTABLE HIGH,00200505,0,0,0,0,0,0,0,0,0,0,0,498,451,432,325,0,0,"1,706"
BARNSTABLE - CENTERVILLE ELEMENTARY,00200010,9,0,80,80,91,105,111,0,0,0,0,0,0,0,0,0,0,476
BARNSTABLE - COTUIT ELEM,00200015,0,0,35,0,0,66,83,0,0,0,0,0,0,0,0,0,0,184
BARNSTABLE - GRADE 5 SCHOOL,00200045,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,541
BARNSTABLE - HYANNIS ELEMENTARY,00200020,0,102,96,89,86,86,72,0,0,0,0,0,0,0,0,0,0,531
BARNSTABLE - HYANNIS WEST ELEMENTARY,00200025,0,0,90,98,105,82,78,0,0,0,0,0,0,0,0,0,0,453
BARNSTABLE - MARSTON MILLS EAST,00200032,0,38,72,88,103,75,79,0,0,0,0,0,0,0,0,0,0,455
BARNSTABLE - MARSTONS MILLS ELEM,00200030,0,0,40,80,65,0,0,0,0,0,0,0,0,0,0,0,0,185
BARNSTABLE - MIDDLE SCH/MARSTON'S MILL,00200310,0,0,0,0,0,0,0,0,271,276,286,0,0,0,0,0,0,833
BARNSTABLE - MIDDLE SCHOOL/HYANNIS,00200305,0,0,0,0,0,0,0,0,261,256,298,0,0,0,0,0,0,815
BARNSTABLE - OSTERVILLE BAY ELEMENTARY,00200040,0,0,0,0,0,114,109,0,0,0,0,0,0,0,0,0,0,223
BARNSTABLE - OSTERVILLE ELEMENTARY,00200035,0,0,84,124,103,0,0,0,0,0,0,0,0,0,0,0,0,311
BARNSTABLE - WEST BARNSTABLE ELEM,00200005,0,0,50,59,67,50,64,0,0,0,0,0,0,0,0,0,0,290
BEDFORD - BEDFORD HIGH,00230505,0,0,0,0,0,0,0,0,0,0,0,169,158,154,124,0,0,605
BEDFORD - JOHN GLENN MIDDLE,00230305,0,0,0,0,0,0,0,0,145,152,120,0,0,0,0,0,0,417
BEDFORD - LT ELEZER DAVIS,00230010,0,0,154,154,143,0,0,0,0,0,0,0,0,0,0,0,0,451
BEDFORD - LT JOB LANE SCHOOL,00230012,0,0,0,0,0,176,150,141,0,0,0,0,0,0,0,0,0,467
BELCHERTOWN - BELCHERTOWN HIGH,00240505,0,0,0,0,0,0,0,0,0,0,0,146,130,164,112,0,0,552
BELCHERTOWN - BERKSHIRE AVENUE SCHOOL,00240002,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,94
BELCHERTOWN - CHESTNUT HILL COMMUNITY,00240004,2,0,0,0,0,0,0,0,208,177,188,0,0,0,0,0,0,575
BELCHERTOWN - COLD SPRING,00240005,0,0,188,69,74,0,0,0,0,0,0,0,0,0,0,0,0,331
BELCHERTOWN - SWIFT RIVER ELEM,00240018,0,44,0,0,0,185,181,181,0,0,0,0,0,0,0,0,0,591
BELCHERTOWN - TADGELL HALL,00240020,0,0,0,70,75,0,0,0,0,0,0,0,0,0,0,0,0,145
BELLINGHAM - BELLINGHAM E C C,00250003,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
BELLINGHAM - BELLINGHAM MEMORIAL JR-SR,00250505,4,0,0,0,0,0,0,0,0,209,170,155,140,140,127,0,0,945
BELLINGHAM - CLARA MACY ELEMENTARY,00250009,0,0,59,66,61,71,72,74,58,0,0,0,0,0,0,0,0,461
BELLINGHAM - PRIMAVERA JR/SR H S,00250510,0,0,0,0,0,0,0,0,0,5,11,11,11,5,6,0,0,49
BELLINGHAM - SOUTH ELEM,00250020,20,0,80,98,97,94,77,83,65,0,0,0,0,0,0,0,0,614
BELLINGHAM - STALL BROOK,00250025,23,0,59,74,82,58,71,61,70,0,0,0,0,0,0,0,0,498
BELMONT - BELMONT HIGH,00260505,0,0,0,0,0,0,0,0,0,0,0,244,239,220,191,0,0,894
BELMONT - DANIEL BUTLER,00260015,0,0,65,53,56,45,65,63,0,0,0,0,0,0,0,0,0,347
BELMONT - MARY LEE BURBANK,00260010,0,0,62,65,55,64,70,61,0,0,0,0,0,0,0,0,0,377
BELMONT - ROGER E WELLINGTON,00260035,0,0,87,90,107,78,102,94,22,0,0,0,0,0,0,0,0,580
BELMONT - WINN BROOK,00260005,0,18,61,74,74,83,69,70,0,0,0,0,0,0,0,0,0,449
BELMONT - WINTHROP L CHENERY MIDDLE,00260305,0,0,0,0,0,0,0,0,254,291,271,0,0,0,0,0,0,816
BENJAMIN BANNEKER CHARTER - BENJAMIN BANNEKER (9/96),04200205,0,0,40,30,36,31,28,30,0,0,0,0,0,0,0,0,0,195
BENJAMIN FRANKLIN CHARTER - BEN FRANKLIN CLASSICAL CS,04470205,0,0,42,42,37,21,38,20,0,0,0,0,0,0,0,0,0,200
BERKLEY - BERKLEY COMMUNITY SCHOOL,00270010,12,51,93,75,101,90,83,88,85,85,66,0,0,0,0,0,0,829
BERKSHIRE HILLS - HOUSATONIC GRAMMAR,06180015,0,0,20,42,35,43,0,0,0,0,0,0,0,0,0,0,0,140
BERKSHIRE HILLS - MONUMENT MT REG HIGH,06180505,7,0,0,0,0,0,0,0,0,0,0,163,183,173,168,0,0,694
BERKSHIRE HILLS - SEARLES MIDDLE,06180305,0,0,0,0,0,0,0,0,133,148,130,0,0,0,0,0,0,411
BERKSHIRE HILLS - STOCKBRIDGE PLAIN,06180030,0,9,21,17,28,18,98,131,0,0,0,0,0,0,0,0,0,322
BERKSHIRE HILLS - VILLAGE,06180025,0,0,22,15,21,11,0,0,0,0,0,0,0,0,0,0,0,69
BERKSHIRE HILLS - WILLIAM CULLEN BRYANT,06180005,0,0,37,38,34,39,0,0,0,0,0,0,0,0,0,0,0,148
BERLIN - BERLIN MEMORIAL,00280005,0,0,41,32,27,38,36,33,36,0,0,0,0,0,0,0,0,243
BERLIN-BOYLSTON - TAHANTO REG HIGH,06200505,0,0,0,0,0,0,0,0,0,84,79,52,54,60,51,0,0,380
BEVERLY - ABRAHAM EDWARDS,00300020,0,0,42,46,47,49,39,54,0,0,0,0,0,0,0,0,0,277
BEVERLY - AYERS/RYAL SIDE SCHOOL,00300055,11,0,64,81,70,92,70,72,0,0,0,0,0,0,0,0,0,460
BEVERLY - BEVERLY HIGH,00300505,0,45,53,0,0,0,0,0,0,0,0,303,321,307,276,0,0,"1,305"
BEVERLY - BRISCOE MIDDLE,00300305,0,0,0,0,0,0,0,33,214,207,194,0,0,0,0,0,0,648
BEVERLY - CENTERVILLE,00300010,0,0,38,58,67,53,46,45,0,0,0,0,0,0,0,0,0,307
BEVERLY - COVE,00300015,0,0,37,55,65,51,47,62,0,0,0,0,0,0,0,0,0,317
BEVERLY - HANNAH ELEMENTARY,00300033,0,0,57,79,77,71,72,50,0,0,0,0,0,0,0,0,0,406
BEVERLY - MEMORIAL MIDDLE,00300310,0,0,0,0,0,0,0,0,212,189,178,0,0,0,0,0,0,579
BEVERLY - NORTH BEVERLY ELEMENTARY,00300040,0,0,45,45,49,52,40,41,0,0,0,0,0,0,0,0,0,272
BEVERLY - XXMCKAY,00300035,0,0,42,46,54,48,52,57,0,0,0,0,0,0,0,0,0,299
BILLERICA - BILLERICA MEM HIGH SCH,00310505,0,0,0,0,0,0,0,0,0,0,0,341,375,355,332,0,0,"1,403"
BILLERICA - EUGENE C VINING,00310030,0,0,60,89,68,75,66,63,0,0,0,0,0,0,0,0,0,421
BILLERICA - FREDERICK J DUTILE,00310007,7,0,79,83,76,92,79,83,0,0,0,0,0,0,0,0,0,499
BILLERICA - HAJJAR ELEMENTARY,00310026,0,0,107,131,115,157,112,114,0,0,0,0,0,0,0,0,0,736
BILLERICA - JOHN F KENNEDY,00310012,0,0,71,110,89,89,97,106,0,0,0,0,0,0,0,0,0,562
BILLERICA - LOCKE MIDDLE,00310310,0,0,0,0,0,0,0,0,225,197,229,0,0,0,0,0,0,651
BILLERICA - MARSHALL MIDDLE SCHOOL,00310305,0,0,0,0,0,0,0,0,279,264,274,0,0,0,0,0,0,817
BILLERICA - PARKER,00310015,0,0,87,82,77,74,78,84,0,0,0,0,0,0,0,0,0,482
BILLERICA - THOMAS DITSON,00310005,0,0,60,81,87,85,84,102,0,0,0,0,0,0,0,0,0,499
BLACKSTONE VALLEY REG - BLACKSTONE VALLEY,08050605,0,0,0,0,0,0,0,0,0,0,0,228,236,216,167,0,0,847
BLACKSTONE-MILLVILLE - A F MALONEY,06220305,0,0,0,0,0,0,126,139,147,0,0,0,0,0,0,0,0,412
BLACKSTONE-MILLVILLE - BLACKSTONE MILLVILLE REG,06220505,0,0,0,0,0,0,0,0,0,167,175,140,143,119,87,0,0,831
BLACKSTONE-MILLVILLE - JOHN F KENNEDY ELEM,06220008,13,0,143,151,143,112,0,0,0,0,0,0,0,0,0,0,0,562
BLACKSTONE-MILLVILLE - MILLVILLE ELEM,06220010,16,81,59,55,40,60,93,47,71,0,0,0,0,0,0,0,0,522
BLUE HILLS VOC - BLUE HILLS REG VOC TECH,08060605,0,0,0,0,0,0,0,0,0,0,0,194,218,200,186,60,0,858
BLUE HILLS VOC - RANDOLPH CAREER DEV,08060610,0,0,0,0,0,0,0,0,0,0,0,112,51,35,30,0,0,228
BOSTON - AGASSIZ,00350007,0,0,224,133,123,130,114,126,0,0,0,0,0,0,0,0,0,850
BOSTON - ALEXANDER HAMILTON,00350011,0,0,80,44,30,37,41,29,0,0,0,0,0,0,0,0,0,261
BOSTON - ANOTHER COURSE TO COLLEGE,00350541,0,0,0,0,0,0,0,0,0,0,0,0,0,55,53,0,0,108
BOSTON - BEETHOVEN,00350021,0,0,111,56,60,30,43,44,0,0,0,0,0,0,0,0,0,344
BOSTON - BLACKSTONE,00350390,0,0,273,151,158,134,103,114,0,0,0,0,0,0,0,0,0,933
BOSTON - BOSTON HIGH SCHOOL,00350650,0,0,0,0,0,0,0,0,0,0,0,251,268,221,192,0,0,932
BOSTON - BOSTON LATIN,00350560,0,0,0,0,0,0,0,0,0,386,375,481,405,359,326,0,0,"2,332"
BOSTON - BOSTON LATIN ACADEMY,00350545,0,0,0,0,0,0,0,0,0,364,341,278,261,249,174,0,0,"1,667"
BOSTON - BRIGHTON HIGH,00350505,0,0,0,0,0,0,0,0,0,0,0,333,280,245,189,0,0,"1,047"
BOSTON - CARTER DEVELOP DAY CARE,00350036,0,0,0,0,0,0,14,0,0,0,1,1,0,1,1,0,0,18
BOSTON - CHARLES H TAYLOR,00350054,0,0,150,105,108,101,106,95,0,0,0,0,0,0,0,0,0,665
BOSTON - CHARLES SUMNER,00350052,0,0,123,91,83,81,92,81,0,0,0,0,0,0,0,0,0,551
BOSTON - CHARLESTOWN HIGH,00350515,0,0,0,0,0,0,0,0,0,0,0,297,321,317,221,0,0,"1,156"
BOSTON - CLARENCE R EDWARDS MIDDLE,00350430,0,0,0,0,0,0,0,0,169,150,154,0,0,0,0,0,0,473
BOSTON - CURTIS GUILD,00350062,0,0,56,42,47,37,32,31,0,0,0,0,0,0,0,0,0,245
BOSTON - DANTE ALIGHIERI,00350066,0,0,68,28,28,23,27,24,0,0,0,0,0,0,0,0,0,198
BOSTON - DAVID A ELLIS,00350072,0,0,131,101,90,83,93,70,0,0,0,0,0,0,0,0,0,568
BOSTON - DEARBORN,00350074,0,0,0,0,0,0,0,0,159,149,133,0,0,0,0,0,0,441
BOSTON - DENNIS C HALEY,00350077,0,0,64,56,57,45,35,25,0,0,0,0,0,0,0,0,0,282
BOSTON - DONALD MCKAY,00350080,0,0,103,99,108,77,62,61,59,41,47,0,0,0,0,0,0,657
BOSTON - DORCHESTER HIGH,00350520,0,0,0,0,0,0,0,0,0,0,0,328,273,218,218,0,0,"1,037"
BOSTON - DOWNTOWN EVENING ACADEMY,00350085,0,0,0,0,0,0,0,0,0,0,0,12,30,47,50,0,0,139
BOSTON - EAST BOSTON HIGH,00350530,0,0,0,0,0,0,0,0,0,0,0,409,328,261,162,0,0,"1,160"
BOSTON - EDWARD EVERETT,00350088,0,0,98,57,56,59,50,43,0,0,0,0,0,0,0,0,0,363
BOSTON - EGLESTON COMM HIGH SCHOOL,00350543,0,0,0,0,0,0,0,0,0,0,0,7,8,8,8,0,0,31
BOSTON - ELC - EAST ZONE,00350005,0,0,132,55,0,0,0,0,0,0,0,0,0,0,0,0,0,187
BOSTON - ELC - NORTH ZONE,00350003,0,0,58,19,0,0,0,0,0,0,0,0,0,0,0,0,0,77
BOSTON - ELC - WEST ZONE,00350006,0,0,73,46,0,0,0,0,0,0,0,0,0,0,0,0,0,119
BOSTON - ELIHU GREENWOOD,00350094,0,0,70,84,87,93,97,101,0,0,0,0,0,0,0,0,0,532
BOSTON - ELIOT ELEMENTARY,00350096,0,0,26,31,62,49,39,42,0,0,0,0,0,0,0,0,0,249
BOSTON - ELLIS MENDELL,00350100,0,0,90,50,28,38,31,20,0,0,0,0,0,0,0,0,0,257
BOSTON - EMILY A FIFIELD,00350102,0,0,43,79,79,57,45,33,0,0,0,0,0,0,0,0,0,336
BOSTON - FARRAGUT,00350108,0,0,27,60,47,45,42,46,0,0,0,0,0,0,0,0,0,267
BOSTON - FENWAY MIDDLE COLLEGE,00350540,0,0,0,0,0,0,0,0,0,0,0,63,76,70,49,0,0,258
BOSTON - FRANK V THOMPSON MIDDLE,00350114,0,0,0,0,0,0,0,0,155,139,114,0,0,0,0,0,0,408
BOSTON - FRANKLIN D ROOSEVELT,00350116,0,0,96,56,55,55,55,56,0,0,0,0,0,0,0,0,0,373
BOSTON - GEORGE H CONLEY,00350122,0,0,88,35,33,40,34,39,0,0,0,0,0,0,0,0,0,269
BOSTON - GROVER CLEVELAND,00350415,0,0,0,0,0,0,0,0,260,246,216,0,0,0,0,0,0,722
BOSTON - HARRIET A BALDWIN,00350129,0,0,61,50,46,46,32,49,0,0,0,0,0,0,0,0,0,284
BOSTON - HARVARD-KENT,00350200,0,0,141,83,93,88,83,73,0,0,0,0,0,0,0,0,0,561
BOSTON - HENRY GREW,00350135,0,0,98,61,54,53,52,52,0,0,0,0,0,0,0,0,0,370
BOSTON - HENRY L HIGGINSON,00350137,0,0,60,35,25,35,27,16,0,0,0,0,0,0,0,0,0,198
BOSTON - HORACE MANN,00350750,0,0,26,12,8,10,6,9,7,6,5,11,2,6,7,0,0,115
BOSTON - HUGH ROE O'DONNELL,00350141,0,0,94,56,53,51,46,44,0,0,0,0,0,0,0,0,0,344
BOSTON - HYDE PARK HIGH SCHOOL,00350550,0,0,0,0,0,0,0,0,0,0,0,323,299,275,207,0,0,"1,104"
BOSTON - JACKSON MANN,00350013,0,0,110,128,139,121,112,103,0,0,0,0,1,0,0,0,0,714
BOSTON - JAMES A GARFIELD ELEM,00350152,0,0,84,56,55,57,52,51,0,0,0,0,0,0,0,0,0,355
BOSTON - JAMES CONDON ELEM,00350146,0,0,184,144,134,113,165,135,0,0,0,0,0,0,0,0,0,875
BOSTON - JAMES J CHITTICK,00350154,0,0,99,87,74,61,51,42,0,0,0,0,0,0,0,0,0,414
BOSTON - JAMES M CURLEY,00350384,0,0,64,57,56,57,43,59,0,0,0,0,0,0,0,0,0,336
BOSTON - JAMES OTIS,00350156,0,0,93,75,69,67,60,62,0,0,0,0,0,0,0,0,0,426
BOSTON - JAMES P TIMILTY MIDDLE,00350485,0,0,0,0,0,0,0,0,294,173,133,0,0,0,0,0,0,600
BOSTON - JAMES W HENNIGAN,00350153,0,0,66,92,106,114,160,162,0,0,0,0,0,0,0,0,0,700
BOSTON - JEREMIAH E BURKE HIGH,00350525,0,0,0,0,0,0,0,0,0,0,0,158,162,191,126,0,0,637
BOSTON - JOHN D PHILBRICK,00350172,0,0,42,35,24,22,21,16,0,0,0,0,0,0,0,0,0,160
