DISTRICT,ORG CODE,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,TOTAL
Boxborough,00370000,11,65,70,74,98,78,84,109,0,0,0,0,0,0,0,589
Boxford,00380000,61,120,137,130,153,122,143,142,0,0,0,0,0,0,0,"1,008"
Boylston,00390000,6,45,53,47,53,59,54,57,0,0,0,0,0,0,0,374
Braintree,00400000,106,348,399,359,412,428,396,412,396,415,383,342,371,330,9,"5,106"
Brewster,00410000,0,67,82,94,75,91,112,0,0,0,0,0,0,0,0,521
Bridgewater-Raynham,06250000,142,482,485,470,483,486,457,495,482,510,363,386,392,370,0,"6,003"
Brimfield,00430000,48,46,43,46,40,46,35,49,0,0,0,0,0,0,0,353
Bristol County Agr,09100000,0,0,0,0,0,0,0,0,0,0,117,111,102,96,0,426
Bristol-Plymouth Voc Tech,08100000,0,0,0,0,0,0,0,0,0,0,294,252,242,212,0,"1,000"
Brockton,00440000,333,"1,262","1,183","1,125","1,245","1,184","1,234","1,298","1,408","1,334","1,446","1,086","1,031",904,18,"16,091"
Brookfield,00450000,31,42,32,40,26,51,55,44,0,0,0,0,0,0,0,321
Brookline,00460000,208,418,430,456,426,421,414,455,401,465,455,485,476,473,1,"5,984"
Burlington,00480000,8,283,299,277,286,264,272,289,284,282,266,240,236,236,0,"3,522"
Cambridge,00490000,50,707,462,471,436,458,417,449,446,460,422,463,494,448,0,"6,183"
Canton,00500000,48,208,234,259,241,244,267,236,237,204,196,231,210,175,0,"2,990"
Cape Cod Lighthouse Charter,04320000,0,0,0,0,0,0,0,60,60,60,0,0,0,0,0,180
Cape Cod Region Voc Tech,08150000,0,0,0,0,0,0,0,0,0,0,185,188,193,149,2,717
Carlisle,00510000,16,79,84,75,95,104,112,88,99,74,0,0,0,0,0,826
Carver,00520000,42,146,148,170,148,175,149,170,196,173,168,117,137,120,2,"2,061"
Central Berkshire,06350000,18,146,145,161,134,140,160,182,193,176,228,190,170,167,0,"2,210"
Champion HMCS,04340000,0,0,0,0,0,0,0,0,0,0,46,44,5,26,0,121
Chatham,00550000,18,49,57,48,59,54,57,53,43,55,54,52,51,64,2,716
Chelmsford,00560000,63,379,451,472,421,438,446,425,440,447,454,457,437,402,0,"5,732"
Chelsea,00570000,318,423,467,448,411,407,354,397,413,437,576,366,330,178,8,"5,533"
Chesterfield-Goshen,06320000,17,17,26,20,23,25,20,22,0,0,0,0,0,0,0,170
Chicopee,00610000,190,506,522,515,493,545,597,571,579,605,718,627,579,552,0,"7,599"
Christa McAuliffe Regional Charter Public (District),04180000,0,0,0,0,0,0,0,79,87,88,0,0,0,0,0,254
City On A Hill Charter Public (District),04370000,0,0,0,0,0,0,0,0,0,0,118,39,52,27,0,236
Clarksburg,00630000,0,21,17,18,17,29,27,18,23,29,0,0,0,0,0,199
Clinton,00640000,87,146,146,139,129,163,140,167,160,170,144,144,124,132,0,"1,991"
Codman Academy Charter Public (District),04380000,0,0,0,0,0,0,0,0,0,0,34,30,21,20,0,105
Cohasset,00650000,0,127,123,115,115,124,129,122,137,121,93,111,102,81,0,"1,500"
Community Day Charter Public (District),04400000,0,42,25,48,48,24,25,26,42,26,0,0,0,0,0,306
Concord,00670000,20,206,228,223,206,198,190,230,233,241,0,0,0,0,0,"1,975"
Concord-Carlisle,06400000,0,0,0,0,0,0,0,0,0,0,336,312,316,301,0,"1,265"
Conservatory Lab Charter,04390000,0,23,23,24,24,22,19,0,0,0,0,0,0,0,0,135
Conway,00680000,11,16,22,18,18,28,22,17,0,0,0,0,0,0,0,152
Danvers,00710000,63,259,246,299,264,280,268,300,322,280,271,269,260,249,0,"3,630"
Dartmouth,00720000,44,252,317,303,339,320,329,335,355,381,356,324,345,292,3,"4,295"
Dedham,00730000,126,221,206,208,242,224,251,245,232,206,261,190,164,169,0,"2,945"
Deerfield,00740000,33,58,61,60,61,57,62,55,0,0,0,0,0,0,0,447
Dennis-Yarmouth,06450000,80,281,316,285,327,310,342,329,337,337,290,283,301,267,1,"4,086"
Dighton-Rehoboth,06500000,76,238,235,242,233,265,256,248,282,281,277,275,223,250,0,"3,381"
Douglas,00770000,143,139,125,140,153,107,142,137,120,135,111,86,90,86,0,"1,714"
Dover,00780000,12,77,105,105,99,114,110,0,0,0,0,0,0,0,0,622
Dover-Sherborn,06550000,0,0,0,0,0,0,0,153,176,173,153,149,120,134,0,"1,058"
Dracut,00790000,55,267,309,316,347,319,324,359,380,364,354,283,273,244,0,"4,194"
Dudley-Charlton Reg,06580000,181,290,338,305,307,298,382,353,372,374,333,272,284,260,0,"4,349"
Duxbury,00820000,71,231,261,265,231,262,267,218,264,254,241,261,250,232,0,"3,308"
East Bridgewater,00830000,48,213,169,195,221,190,207,171,188,213,195,175,163,153,0,"2,501"
East Longmeadow,00870000,52,173,196,207,194,204,201,226,228,213,234,237,204,219,0,"2,788"
Eastham,00850000,0,37,32,43,31,27,34,0,0,0,0,0,0,0,0,204
Easthampton,00860000,39,114,111,116,118,130,137,141,133,147,150,122,80,90,0,"1,628"
Easton,00880000,78,272,280,288,305,323,331,320,314,318,258,263,256,245,2,"3,853"
Edgartown,00890000,0,35,35,43,32,39,41,32,39,55,0,0,0,0,0,351
Edward Brooke Charter,04280000,0,0,0,0,0,0,86,85,51,0,0,0,0,0,0,222
Erving,00910000,33,24,26,20,20,17,20,16,0,0,0,0,0,0,0,176
Essex Agr Tech,09130000,0,0,0,0,0,0,0,0,0,0,120,119,99,87,0,425
Everett,00930000,264,283,370,380,343,362,365,368,470,421,420,495,414,392,0,"5,347"
Excel Academy Charter,04100000,0,0,0,0,0,0,0,95,99,0,0,0,0,0,0,194
Fairhaven,00940000,52,161,155,147,156,164,172,190,203,203,203,164,182,137,2,"2,291"
Fall River,00950000,234,882,930,882,847,939,906,882,921,"1,002","1,009",880,535,504,3,"11,356"
Falmouth,00960000,151,263,264,306,286,334,335,344,347,355,321,316,320,315,0,"4,257"
Farmington River Reg,06620000,28,15,21,21,21,18,34,32,0,0,0,0,0,0,0,190
Fitchburg,00970000,124,424,475,425,429,461,432,473,451,441,430,363,329,337,6,"5,600"
Florida,00980000,12,12,12,9,12,8,12,12,10,12,0,0,0,0,0,111
Four Rivers Charter Public (District),04130000,0,0,0,0,0,0,0,0,33,35,34,0,0,0,0,102
Foxboro Regional Charter,04460000,0,96,108,113,111,105,83,82,83,83,46,37,21,13,0,981
Foxborough,00990000,104,197,210,221,201,210,219,242,232,255,241,206,211,194,0,"2,943"
Framingham,01000000,208,660,655,651,661,698,649,595,610,605,519,585,504,465,0,"8,065"
Francis W. Parker Charter Essential,04780000,0,0,0,0,0,0,0,0,61,64,66,62,59,56,0,368
Franklin,01010000,211,461,489,484,487,541,468,486,467,420,415,372,363,303,0,"5,967"
Franklin County,08180000,0,0,0,0,0,0,0,0,0,0,154,137,128,110,0,529
Frederick Douglass Charter,04420000,0,0,0,0,0,0,0,71,72,81,71,54,0,0,0,349
Freetown,01020000,23,83,98,115,96,94,0,0,0,0,0,0,0,0,0,509
Freetown-Lakeville,06650000,0,0,0,0,0,0,231,253,267,263,204,231,212,199,0,"1,860"
Frontier,06700000,0,0,0,0,0,0,0,0,134,128,129,103,114,118,0,726
Gardner,01030000,70,225,208,202,212,222,240,266,264,271,308,233,256,223,5,"3,205"
Gateway,06720000,49,76,75,109,101,103,101,110,110,109,111,107,119,93,0,"1,373"
Georgetown,01050000,161,128,137,114,131,110,138,115,125,115,103,109,93,96,0,"1,675"
Gill-Montague,06740000,29,83,78,78,79,92,86,75,99,125,132,90,94,78,0,"1,218"
Gloucester,01070000,90,262,288,276,309,288,291,306,293,307,352,375,254,283,0,"3,974"
Gosnold,01090000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Grafton,01100000,81,201,242,208,212,196,210,213,177,201,171,180,111,115,0,"2,518"
Granby,01110000,18,81,89,77,81,87,96,103,104,106,88,78,82,56,0,"1,146"
Granville,01120000,20,17,30,19,23,22,23,22,38,21,0,0,0,0,0,235
Greater Fall River,08210000,0,0,0,0,0,0,0,0,0,0,351,342,300,273,0,"1,266"
Greater Lawrence RVT,08230000,0,0,0,0,0,0,0,0,0,0,485,426,313,277,6,"1,507"
Greater Lowell Voc Tec,08280000,0,0,0,0,0,0,0,0,0,0,530,497,480,434,8,"1,949"
Greater New Bedford,08250000,0,0,0,0,0,0,0,0,0,0,561,542,441,362,0,"1,906"
Greenfield,01140000,49,132,141,156,135,131,176,140,163,179,161,149,117,119,0,"1,948"
Groton-Dunstable,06730000,72,202,189,262,244,239,239,254,226,220,209,193,199,159,3,"2,910"
Hadley,01170000,50,45,50,54,52,34,62,39,49,49,41,42,34,42,0,643
Halifax,01180000,0,95,106,102,108,104,99,98,0,0,0,0,0,0,0,712
Hamilton-Wenham,06750000,30,141,141,142,178,174,189,155,189,166,183,187,166,176,1,"2,218"
Hampden-Wilbraham,06800000,57,224,245,252,268,280,267,274,291,330,370,346,322,315,0,"3,841"
Hampshire,06830000,0,0,0,0,0,0,0,0,154,172,133,133,146,121,0,859
Hancock,01210000,9,4,8,7,8,6,6,5,0,0,0,0,0,0,0,53
Hanover,01220000,51,223,231,229,234,238,226,218,211,214,173,198,188,175,6,"2,815"
Harvard,01250000,8,76,83,87,103,96,103,111,87,110,102,103,87,98,0,"1,254"
Harwich,01260000,36,107,118,92,121,120,97,120,107,125,130,112,109,84,2,"1,480"
Hatfield,01270000,21,22,25,43,33,37,41,33,43,39,39,28,33,35,0,472
Haverhill,01280000,167,544,621,581,588,599,601,627,650,718,684,491,441,464,8,"7,784"
Hawlemont,06850000,19,18,17,13,15,16,23,16,0,0,0,0,0,0,0,137
Health Careers Academy HMCS,04520000,0,0,0,0,0,0,0,0,0,0,73,45,39,42,0,199
Hill View Montessori Charter School of Haverhill Charter Public (District),04550000,0,35,36,30,21,0,0,0,0,0,0,0,0,0,0,122
Hilltown Cooperative Charter  Public (District),04500000,0,12,12,18,18,19,17,18,14,18,0,0,0,0,0,146
Hingham,01310000,54,305,291,288,281,310,295,256,269,284,290,270,249,233,0,"3,675"
Holbrook,01330000,25,101,127,106,121,95,120,126,100,146,80,86,79,72,5,"1,389"
Holland,01350000,43,36,36,29,23,20,41,35,0,0,0,0,0,0,0,263
Holliston,01360000,83,197,222,207,217,234,263,229,230,274,237,199,217,226,3,"3,038"
Holyoke,01370000,189,515,553,530,542,537,547,556,580,498,739,550,376,344,0,"7,056"
Hopedale,01380000,120,90,87,96,99,106,93,91,93,85,82,80,74,65,0,"1,261"
Hopkinton,01390000,55,227,298,295,300,266,280,277,270,244,251,212,227,202,0,"3,404"
Hudson,01410000,106,186,226,199,195,198,209,221,217,234,232,200,177,155,2,"2,757"
Hull,01420000,29,89,88,90,93,94,90,107,111,118,132,95,82,90,0,"1,308"
Ipswich,01440000,62,152,136,153,162,145,158,147,172,186,158,171,144,140,3,"2,089"
King Philip,06900000,0,0,0,0,0,0,0,0,430,382,318,291,300,250,0,"1,971"
Kingston,01450000,0,161,168,169,156,200,170,157,0,0,0,0,0,0,0,"1,181"
Kipp Academy Lynn Charter,04290000,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,77
Lakeville,01460000,37,129,159,151,174,127,0,0,0,0,0,0,0,0,0,777
Lanesborough,01480000,25,33,31,43,46,39,41,39,0,0,0,0,0,0,0,297
Lawrence,01490000,334,871,"1,025",959,"1,034","1,054","1,028","1,071","1,132","1,139",993,641,529,417,8,"12,235"
Lawrence Family Development Charter,04540000,0,68,59,58,61,59,60,54,56,45,0,0,0,0,0,520
Lee,01500000,19,54,49,56,48,55,61,64,68,67,106,79,87,60,0,873
Leicester,01510000,102,119,114,141,126,145,148,146,153,150,169,150,115,115,0,"1,893"
Lenox,01520000,21,55,57,56,55,59,62,64,79,70,77,68,69,57,4,853
Leominster,01530000,170,419,445,485,435,491,481,430,486,468,591,458,453,374,3,"6,189"
Leverett,01540000,15,15,19,15,18,29,13,15,0,0,0,0,0,0,0,139
Lexington,01550000,62,354,451,429,469,482,518,503,482,519,540,475,461,439,0,"6,184"
Lincoln,01570000,29,145,139,175,137,146,126,142,108,112,0,0,0,0,0,"1,259"
Lincoln-Sudbury,06950000,0,0,0,0,0,0,0,0,0,0,413,378,347,346,0,"1,484"
Littleton,01580000,39,121,144,134,131,115,139,116,109,117,97,90,111,72,0,"1,535"
Longmeadow,01590000,34,208,250,263,237,261,271,258,265,260,284,259,274,243,0,"3,367"
Lowell,01600000,429,"1,039","1,076","1,085","1,175","1,067","1,139","1,202","1,330","1,326","1,170",966,772,827,0,"14,603"
Lowell Community Charter Public (District),04560000,0,115,108,86,97,96,47,38,42,0,0,0,0,0,0,629
Lowell Middlesex Academy Charter,04580000,0,0,0,0,0,0,0,0,0,0,24,14,31,31,0,100
Ludlow,01610000,69,201,187,188,227,231,213,230,237,292,306,263,256,216,0,"3,116"
Lunenburg,01620000,67,103,114,110,128,116,144,145,137,138,180,148,145,146,1,"1,822"
Lynn,01630000,195,928,"1,182","1,079","1,045","1,051","1,036","1,086","1,096","1,089","1,276","1,161","1,012",831,0,"14,067"
Lynnfield,01640000,48,160,174,174,165,162,161,178,170,157,167,126,128,133,0,"2,103"
Ma Academy for Math and Science,04680000,0,0,0,0,0,0,0,0,0,0,0,0,47,43,0,90
Malden,01650000,294,431,529,481,478,479,481,473,463,497,481,417,387,348,0,"6,239"
Manchester Essex Regional,06980000,0,87,100,102,100,98,106,104,91,90,106,94,99,91,0,"1,268"
Mansfield,01670000,102,343,360,365,414,403,405,401,401,370,349,311,285,264,3,"4,776"
Marblehead,01680000,29,268,256,240,247,177,213,232,218,226,241,269,252,203,0,"3,071"
Marblehead Community Charter,04640000,0,0,0,0,0,44,44,45,46,41,0,0,0,0,0,220
Marion,01690000,11,53,44,76,61,59,67,79,0,0,0,0,0,0,0,450
Marlborough,01700000,157,372,389,385,371,378,386,391,405,445,340,284,252,233,0,"4,788"
Marshfield,01710000,98,393,375,362,374,358,387,346,367,329,323,314,328,281,2,"4,637"
Marston Mills East Horace Mann Charter,04270000,0,68,77,59,78,69,0,0,0,0,0,0,0,0,0,351
Martha's Vineyard Charter,04660000,0,14,14,13,11,14,12,17,12,23,7,8,7,10,0,162
Marthas Vineyard,07000000,0,0,0,0,0,0,0,0,0,0,209,200,204,190,4,807
Masconomet,07050000,0,0,0,0,0,0,0,0,391,381,333,338,351,290,0,"2,084"
Mashpee,01720000,61,141,139,158,132,155,140,174,182,195,178,178,153,122,1,"2,109"
Mattapoisett,01730000,14,69,63,63,60,76,86,83,0,0,0,0,0,0,0,514
Maynard,01740000,68,100,96,103,118,102,106,115,128,108,95,73,79,86,0,"1,377"
Medfield,01750000,52,233,247,222,257,257,245,249,232,238,225,241,181,220,0,"3,099"
Medford,01760000,106,365,333,312,346,295,355,357,385,415,443,365,384,348,0,"4,809"
Media and Technology Charter,04690000,0,0,0,0,0,0,0,0,0,0,96,38,24,28,0,186
Medway,01770000,56,215,213,217,226,248,233,238,245,238,157,205,188,189,0,"2,868"
Melrose,01780000,232,284,263,293,264,246,265,251,288,268,227,216,257,232,0,"3,586"
Mendon-Upton,07100000,56,212,222,257,224,237,216,231,203,205,192,175,153,149,0,"2,732"
Methuen,01810000,149,536,558,571,567,577,574,602,594,647,575,471,483,388,25,"7,317"
Middleborough,01820000,36,287,303,288,273,309,273,276,297,335,238,256,241,183,0,"3,595"
Middleton,01840000,67,112,122,99,118,109,106,101,0,0,0,0,0,0,0,834
Milford,01850000,163,329,361,291,343,317,296,330,313,340,270,331,263,267,0,"4,214"
Millbury,01860000,71,136,133,145,128,148,134,178,160,169,151,163,130,126,0,"1,972"
Millis,01870000,51,100,115,111,123,97,104,117,113,105,67,79,80,74,0,"1,336"
Milton,01890000,104,220,275,257,294,279,287,300,306,293,277,245,233,219,5,"3,594"
Minuteman Voc Tech,08300000,0,0,0,0,0,0,0,0,0,0,193,180,174,180,0,727
Mohawk Trail,07170000,51,67,94,77,77,90,105,87,129,127,157,134,113,115,4,"1,427"
Monson,01910000,56,129,129,95,119,130,129,138,114,127,106,103,111,84,0,"1,570"
Montachusett Voc Tech Reg,08320000,0,0,0,0,0,0,0,0,0,0,362,328,292,247,0,"1,229"
Mount Greylock,07150000,0,0,0,0,0,0,0,0,130,120,116,116,128,120,0,730
Murdoch Middle Public Charter,04350000,0,0,0,0,0,0,62,63,53,61,0,0,0,0,0,239
Mystic Valley Regional Charter,04700000,0,121,125,139,120,113,119,113,79,73,42,32,22,0,0,"1,098"
Nahant,01960000,2,42,26,32,29,26,27,35,0,0,0,0,0,0,0,219
Nantucket,01970000,37,91,96,84,87,81,95,88,98,91,113,100,95,67,0,"1,223"
Narragansett,07200000,57,114,124,127,133,135,134,131,125,135,129,120,118,103,0,"1,685"
Nashoba,07250000,94,248,249,239,227,231,250,239,253,232,218,219,223,195,0,"3,117"
Nashoba Valley Tech,08520000,0,0,0,0,0,0,0,0,0,0,170,146,113,116,0,545
Natick,01980000,91,377,425,386,369,377,356,330,336,303,319,288,319,301,0,"4,577"
Nauset,06600000,71,0,0,0,0,0,0,187,217,235,278,288,272,240,2,"1,790"
Needham,01990000,54,435,403,408,372,364,373,358,377,337,374,357,347,342,0,"4,901"
Neighborhood House Charter,04440000,22,44,22,22,22,24,20,22,22,22,0,0,0,0,0,242
New Bedford,02010000,456,"1,159","1,275","1,178","1,133","1,154","1,137","1,040","1,084","1,131","1,149",734,897,632,0,"14,159"
New Bedford Global HMCS,04720000,0,0,0,0,0,0,36,67,82,71,23,0,0,0,0,279
New Leadership HMCS,04710000,0,0,0,0,0,0,0,134,92,41,60,35,14,20,0,396
New Salem-Wendell,07280000,21,20,22,15,17,17,18,26,0,0,0,0,0,0,0,156
Newburyport,02040000,59,155,174,162,154,180,167,182,170,181,215,195,212,173,0,"2,379"
Newton,02070000,205,806,856,836,835,828,814,825,889,898,898,912,940,879,4,"11,425"
Norfolk,02080000,61,155,180,141,149,152,153,149,0,0,0,0,0,0,0,"1,140"
Norfolk County Agr,09150000,0,0,0,0,0,0,0,0,0,0,120,118,100,96,0,434
North Adams,02090000,52,147,129,131,147,140,154,138,171,166,138,201,136,137,10,"1,997"
North Andover,02110000,79,297,327,339,340,339,359,363,385,360,349,349,327,278,0,"4,491"
North Attleborough,02120000,148,319,369,368,367,385,357,394,377,417,337,311,290,271,0,"4,710"
North Brookfield,02150000,0,47,57,58,62,60,71,70,59,70,65,56,63,47,0,785
North Central Charter Essential School,04740000,0,0,0,0,0,0,0,0,76,89,80,48,41,0,0,334
North Middlesex,07350000,188,306,336,331,351,345,384,368,421,384,339,302,319,282,0,"4,656"
North Reading,02170000,58,199,229,214,241,220,210,223,213,215,174,173,199,140,0,"2,708"
North Shore Reg Voc,08540000,0,0,0,0,0,0,0,0,0,0,122,126,111,96,0,455
Northampton,02100000,55,212,221,208,204,224,195,246,249,273,218,231,221,233,0,"2,990"
Northampton-Smith,04060000,0,0,0,0,0,0,0,0,0,0,112,135,102,88,0,437
Northboro-Southboro,07300000,0,0,0,0,0,0,0,0,0,0,325,344,308,296,0,"1,273"
Northborough,02130000,34,206,215,190,213,216,205,221,236,241,0,0,0,0,0,"1,977"
Northbridge,02140000,119,201,194,214,196,209,206,204,197,201,224,173,160,144,4,"2,646"
Northeast Metro Voc,08530000,0,0,0,0,0,0,0,0,0,0,330,333,278,272,0,"1,213"
Northern Berkshire Voc,08510000,0,0,0,0,0,0,0,0,0,0,138,123,106,101,0,468
Norton,02180000,106,263,287,251,245,266,293,259,277,265,224,179,159,156,0,"3,230"
Norwell,02190000,41,179,165,176,166,182,148,161,173,163,150,164,131,129,0,"2,128"
Norwood,02200000,92,231,252,260,298,271,249,275,305,287,313,274,291,259,0,"3,657"
Oak Bluffs,02210000,4,56,46,42,46,48,44,51,47,54,0,0,0,0,0,438
Old Colony Reg Voc Tech,08550000,0,0,0,0,0,0,0,0,0,0,143,152,130,122,0,547
Old Rochester,07400000,26,0,0,0,0,0,0,0,219,234,218,192,183,157,0,"1,229"
Orange,02230000,55,84,104,109,100,96,112,108,0,0,0,0,0,0,0,768
Orleans,02240000,0,30,43,33,38,38,47,0,0,0,0,0,0,0,0,229
Oxford,02260000,55,136,180,162,158,168,172,190,176,177,148,162,162,149,2,"2,197"
Palmer,02270000,46,132,148,133,158,164,224,144,182,195,127,121,110,126,0,"2,010"
Pathfinder Voc Tech,08600000,0,0,0,0,0,0,0,0,0,0,184,167,165,138,14,668
Peabody,02290000,141,491,491,489,505,528,488,545,511,529,484,526,483,419,0,"6,630"
Pelham,02300000,0,16,13,15,17,19,15,17,0,0,0,0,0,0,0,112
Pembroke,02310000,59,269,276,294,269,246,242,282,248,249,248,174,165,160,0,"3,181"
Pentucket,07450000,70,259,263,277,258,267,276,272,263,283,275,233,232,218,0,"3,446"
Petersham,02340000,0,12,19,18,21,19,19,14,0,0,0,0,0,0,0,122
Pioneer Valley,07500000,64,77,68,75,64,73,73,71,96,102,89,78,73,89,0,"1,092"
Pioneer Valley Performing Arts Charter Public (District),04790000,0,0,0,0,0,0,0,0,40,42,80,77,73,90,0,402
Pittsfield,02360000,171,495,455,461,502,485,493,465,477,499,624,470,485,414,0,"6,496"
Plainville,02380000,70,112,118,175,24,113,106,106,0,0,0,0,0,0,0,824
Plymouth,02390000,161,613,689,626,629,682,594,668,667,688,740,668,601,570,12,"8,608"
Plympton,02400000,0,21,37,34,36,34,31,43,0,0,0,0,0,0,0,236
Prospect Hill Academy Charter,04870000,0,60,62,60,59,61,70,63,68,66,63,60,19,20,0,731
Provincetown,02420000,10,14,9,9,13,19,11,19,18,32,21,24,27,22,0,248
Quabbin,07530000,87,210,234,194,216,221,251,256,295,277,309,266,229,241,0,"3,286"
Quaboag Regional,07780000,51,107,102,116,94,132,107,123,98,116,98,115,111,105,0,"1,475"
Quincy,02430000,302,441,600,630,605,626,640,626,667,692,820,771,725,652,0,"8,797"
Ralph C Mahar,07550000,0,0,0,0,0,0,0,0,123,127,142,108,108,88,3,699
Randolph,02440000,83,208,248,275,272,297,293,299,323,339,308,227,213,241,2,"3,628"
Reading,02460000,67,337,331,341,345,349,307,315,350,340,327,272,308,304,0,"4,293"
Revere,02480000,174,359,445,415,437,407,442,417,535,468,490,382,344,294,4,"5,613"
Richmond,02490000,11,17,20,16,19,18,20,27,27,20,0,0,0,0,0,195
Rising Tide Charter,04830000,0,0,0,0,0,0,62,58,83,50,0,0,0,0,0,253
River Valley Charter,04820000,0,32,30,31,39,31,32,33,39,20,0,0,0,0,0,287
Robert M. Hughes Academy Charter,04510000,0,22,22,23,20,21,21,18,17,16,0,0,0,0,0,180
Rochester,02500000,13,62,87,82,73,78,80,81,0,0,0,0,0,0,0,556
Rockland,02510000,56,188,193,199,211,182,199,224,207,224,192,169,207,200,0,"2,651"
Rockport,02520000,8,64,87,84,68,70,57,86,102,96,77,84,71,80,0,"1,034"
Rowe,02530000,13,7,7,7,4,9,7,7,0,0,0,0,0,0,0,61
Roxbury Charter High Public (District),04220000,0,0,0,0,0,0,0,0,0,0,56,48,0,0,0,104
Roxbury Preparatory Charter,04840000,0,0,0,0,0,0,0,74,65,51,0,0,0,0,0,190
