DISTRICT,ORG CODE,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,TOTAL
Sabis International Charter,04410000,0,97,100,100,115,116,150,172,111,111,105,82,60,55,0,"1,374"
Salem,02580000,148,353,357,364,322,401,302,348,353,391,438,359,323,256,0,"4,715"
Salem Academy Charter,04850000,0,0,0,0,0,0,0,44,43,0,0,0,0,0,0,87
Sandwich,02610000,80,265,259,321,309,340,321,326,325,343,288,320,292,268,0,"4,057"
Saugus,02620000,71,193,234,255,249,258,306,269,263,275,182,195,216,217,5,"3,188"
Savoy,02630000,15,14,5,10,11,6,10,0,0,0,0,0,0,0,0,71
Scituate,02640000,85,262,262,279,229,265,253,234,255,244,236,206,199,216,7,"3,232"
Seekonk,02650000,45,124,158,167,184,174,183,180,190,184,199,194,192,155,0,"2,329"
Seven Hills Charter,04860000,0,77,77,77,78,75,79,75,52,77,0,0,0,0,0,667
Sharon,02660000,59,196,274,225,278,303,264,268,270,263,304,283,262,272,1,"3,522"
Shawsheen Valley Voc Tech,08710000,0,0,0,0,0,0,0,0,0,0,335,328,283,280,2,"1,228"
Sherborn,02690000,21,82,89,67,79,66,83,0,0,0,0,0,0,0,0,487
Shirley,02700000,77,79,71,58,80,70,83,67,62,71,0,0,0,0,0,718
Shrewsbury,02710000,171,382,451,486,463,505,463,494,445,438,413,361,334,318,8,"5,732"
Shutesbury,02720000,21,15,24,22,22,19,27,13,0,0,0,0,0,0,0,163
Silver Lake,07600000,75,0,0,0,0,0,0,0,328,289,309,270,296,281,0,"1,848"
Smith Leadership Academy Charter Public (District),04190000,0,0,0,0,0,0,0,86,80,0,0,0,0,0,0,166
So Middlesex Voc Tech Reg,08290000,0,0,0,0,0,0,0,0,0,0,193,221,162,166,2,744
Somerset,02730000,80,186,177,179,190,211,199,183,198,247,299,286,242,197,0,"2,874"
Somerville,02740000,224,458,415,367,363,366,376,409,372,394,506,363,395,375,0,"5,383"
South Hadley,02780000,71,124,151,163,168,169,186,193,195,205,192,174,174,168,0,"2,333"
South Shore Charter Public (District),04880000,0,40,38,39,41,37,42,36,40,40,42,35,24,14,0,468
South Shore Reg Voc Tech,08730000,0,0,0,0,0,0,0,0,0,0,164,155,138,115,0,572
Southampton,02750000,24,72,65,59,71,67,74,83,0,0,0,0,0,0,0,515
Southborough,02760000,48,167,166,192,182,197,163,176,168,172,0,0,0,0,0,"1,631"
Southbridge,02770000,91,197,233,211,194,202,199,223,207,207,173,141,127,114,0,"2,519"
Southeastern Reg Voc Tech,08720000,0,0,0,0,0,0,0,0,0,0,329,312,299,257,0,"1,197"
Southern Berkshire,07650000,29,93,74,74,83,64,90,76,76,79,70,52,52,65,0,977
Southern Worcester Cty VT,08760000,0,0,0,0,0,0,0,0,0,0,294,284,223,220,0,"1,021"
Southwick-Tolland,07660000,29,123,152,139,136,144,146,136,143,160,145,172,166,134,0,"1,925"
Spencer-E Brookfield,07670000,73,201,188,159,163,151,156,162,201,207,178,162,131,122,0,"2,254"
Springfield,02810000,664,"1,976","2,170","2,019","1,954","2,040","2,045","2,033","2,092","2,040","2,755","1,701","1,321","1,165",0,"25,975"
Stoneham,02840000,139,210,219,210,225,212,221,221,230,227,220,237,217,203,0,"2,991"
Stoughton,02850000,86,296,299,289,259,261,302,316,329,355,331,330,301,266,2,"4,022"
Sturbridge,02870000,72,84,113,97,115,119,117,137,0,0,0,0,0,0,0,854
Sturgis Charter Public (District),04890000,0,0,0,0,0,0,0,0,0,0,94,105,78,80,0,357
Sudbury,02880000,68,348,377,330,368,354,360,324,331,350,0,0,0,0,0,"3,210"
Sunderland,02890000,23,20,35,30,37,31,38,31,0,0,0,0,0,0,0,245
Sutton,02900000,14,131,145,149,134,148,120,145,147,148,100,105,92,99,0,"1,677"
Swampscott,02910000,40,181,148,165,179,173,169,140,218,202,232,214,184,162,1,"2,408"
Swansea,02920000,45,142,132,154,154,164,177,170,167,163,158,165,147,154,0,"2,092"
Tantasqua,07700000,0,0,0,0,0,0,0,0,299,300,349,309,301,238,0,"1,796"
Taunton,02930000,224,643,652,645,680,682,690,685,716,712,653,514,493,381,6,"8,376"
Tewksbury,02950000,117,373,387,389,384,381,412,424,399,411,346,297,267,254,0,"4,841"
Tisbury,02960000,8,37,28,27,26,42,44,38,30,31,0,0,0,0,0,311
Topsfield,02980000,44,80,98,97,104,97,103,112,0,0,0,0,0,0,0,735
Tri County,08780000,0,0,0,0,0,0,0,0,0,0,244,221,187,204,0,856
Triton,07730000,142,270,245,257,233,237,269,270,294,270,277,245,225,230,0,"3,464"
Truro,03000000,22,15,14,12,17,13,12,10,0,0,0,0,0,0,0,115
Tyngsborough,03010000,106,137,212,177,176,166,165,158,163,166,177,162,160,157,0,"2,282"
Up-Island Regional,07740000,7,33,39,35,45,49,37,38,47,51,0,0,0,0,0,381
Uphams Corner Charter,04900000,0,0,0,0,0,0,64,44,39,0,0,0,0,0,0,147
Upper Cape Cod Voc Tech,08790000,0,0,0,0,0,0,0,0,0,0,179,174,156,132,2,643
Uxbridge,03040000,128,154,154,159,155,166,165,160,185,178,136,134,126,134,0,"2,134"
Wachusett,07750000,48,489,583,565,575,576,561,588,560,580,517,485,437,425,8,"6,997"
Wakefield,03050000,71,236,270,291,226,280,292,260,261,286,273,273,229,236,0,"3,484"
Wales,03060000,28,25,19,20,19,29,18,26,0,0,0,0,0,0,0,184
Walpole,03070000,83,300,296,312,267,293,275,296,297,319,272,275,256,243,0,"3,784"
Waltham,03080000,83,398,364,324,340,322,321,355,364,351,370,382,332,360,0,"4,666"
Ware,03090000,49,115,98,77,89,90,107,91,108,97,87,85,67,80,0,"1,240"
Wareham,03100000,43,238,273,247,265,249,293,266,300,269,355,231,228,159,1,"3,417"
Watertown,03140000,59,196,182,171,181,179,170,174,197,149,207,198,165,169,0,"2,397"
Wayland,03150000,14,169,221,217,207,258,231,240,241,242,236,240,218,201,0,"2,935"
Webster,03160000,66,160,130,132,153,129,148,132,164,142,148,131,101,111,0,"1,847"
Wellesley,03170000,87,361,401,372,370,345,351,327,325,327,296,299,293,242,0,"4,396"
Wellfleet,03180000,0,29,23,19,23,23,24,0,0,0,0,0,0,0,0,141
West Boylston,03220000,22,75,56,71,75,84,101,96,117,99,91,86,89,76,2,"1,140"
West Bridgewater,03230000,37,83,84,84,95,86,87,95,84,114,89,79,57,59,0,"1,133"
West Springfield,03320000,53,273,274,292,249,277,276,321,352,318,424,327,240,254,0,"3,930"
Westborough,03210000,75,220,233,282,271,251,228,296,309,276,278,275,266,247,0,"3,507"
Westfield,03250000,128,403,391,439,488,473,486,494,530,521,591,572,585,491,2,"6,594"
Westford,03260000,76,300,467,404,398,443,413,415,417,400,389,345,358,308,0,"5,133"
Westhampton,03270000,22,15,19,20,20,19,17,24,0,0,0,0,0,0,0,156
Weston,03300000,39,167,172,180,203,184,171,194,179,187,182,182,155,163,0,"2,358"
Westport,03310000,106,118,120,129,137,148,151,170,167,164,131,131,98,100,0,"1,870"
Westwood,03350000,36,237,214,243,210,231,225,233,213,215,214,201,189,169,0,"2,830"
Weymouth,03360000,301,471,536,509,477,510,489,520,549,531,567,501,459,436,2,"6,858"
Whately,03370000,14,14,16,13,18,20,20,21,0,0,0,0,0,0,0,136
Whitman-Hanson,07800000,164,315,345,323,351,330,344,335,379,372,322,315,304,283,4,"4,486"
Whittier Voc,08850000,0,0,0,0,0,0,0,0,0,0,250,365,339,301,0,"1,255"
Williamsburg,03400000,26,24,24,26,31,30,30,20,0,0,0,0,0,0,0,211
Williamstown,03410000,36,53,69,70,60,73,81,65,0,0,0,0,0,0,0,507
Wilmington,03420000,61,286,302,331,316,311,335,332,312,306,253,225,248,217,0,"3,835"
Winchendon,03430000,82,153,158,144,130,134,126,138,169,151,121,91,101,83,0,"1,781"
Winchester,03440000,83,270,325,300,285,301,261,290,278,279,304,265,234,202,0,"3,677"
Winthrop,03460000,52,147,180,149,162,150,161,159,170,173,148,175,133,108,0,"2,067"
Woburn,03470000,114,362,373,345,325,362,328,365,351,355,390,333,297,355,4,"4,659"
Worcester,03480000,701,"1,950","1,979","1,847","1,746","1,800","1,786","1,918","1,823","1,858","2,258","1,785","1,626","1,437",24,"24,538"
Wrentham,03500000,61,189,186,166,174,154,188,165,0,0,0,0,0,0,0,"1,283"
State Totals,00000000,"23,281","68,357","72,840","71,403","71,578","72,818","73,337","74,901","76,830","76,831","84,627","75,478","69,441","63,852",337,"975,911"
