SCHOOL,ORG CODE,UG,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,13,14,TOTAL
ARLINGTON - ARLINGTON HIGH,00100505,0,0,0,0,0,0,0,0,0,0,0,299,269,263,254,0,0,"1,085"
ARLINGTON - BRACKETT,00100010,0,0,43,41,39,47,47,46,0,0,0,0,0,0,0,0,0,263
ARLINGTON - CYRUS E DALLIN,00100025,0,0,60,72,51,55,64,67,0,0,0,0,0,0,0,0,0,369
ARLINGTON - HARDY,00100030,9,0,50,62,47,47,46,55,0,0,0,0,0,0,0,0,0,316
ARLINGTON - JOHN A BISHOP,00100005,0,0,34,56,56,65,68,67,0,0,0,0,0,0,0,0,0,346
ARLINGTON - M NORCROSS STRATTON,00100055,0,0,64,51,32,46,43,41,0,0,0,0,0,0,0,0,0,277
ARLINGTON - OTTOSON JR HIGH,00100410,0,0,0,0,0,0,0,0,341,330,317,0,0,0,0,0,0,988
ARLINGTON - PEIRCE,00100045,0,0,38,35,37,38,33,33,0,0,0,0,0,0,0,0,0,214
ARLINGTON - THOMPSON,00100050,4,0,54,54,49,51,63,45,0,0,0,0,0,0,0,0,0,320
ASHBURNHAM-WESTMINSTER - BRIGGS ELEM,06100025,0,0,71,74,78,87,97,91,0,0,0,0,0,0,0,0,0,498
ASHBURNHAM-WESTMINSTER - MEETINGHOUSE SCHOOL,06100010,0,0,89,99,98,0,0,0,0,0,0,0,0,0,0,0,0,286
ASHBURNHAM-WESTMINSTER - OAKMONT REGIONAL H S,06100505,0,0,0,0,0,0,0,0,0,0,0,174,190,172,170,0,0,706
ASHBURNHAM-WESTMINSTER - OVERLOOK MIDDLE SCHOOL,06100305,0,0,0,0,0,0,0,0,195,219,234,0,0,0,0,0,0,648
ASHBURNHAM-WESTMINSTER - WESTMINSTER ELEM,06100005,0,0,0,0,0,99,110,101,0,0,0,0,0,0,0,0,0,342
ASHLAND - ASHLAND HIGH,00140505,0,0,0,0,0,0,0,0,0,0,0,145,155,133,144,0,0,577
ASHLAND - ASHLAND MIDDLE,00140405,0,0,0,0,0,0,0,0,0,170,158,0,0,0,0,0,0,328
ASHLAND - DAVID MINDESS,00140015,0,0,0,0,0,0,193,178,200,0,0,0,0,0,0,0,0,571
ASHLAND - HENRY E WARREN ELEM,00140010,0,0,0,205,208,200,0,0,0,0,0,0,0,0,0,0,0,613
ASHLAND - WILLIAM PITTAWAY ELEM,00140005,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207
ASSABET VALLEY - ASSABET VALLEY VOC H S,08010605,0,0,0,0,0,0,0,0,0,0,0,240,239,188,197,89,0,953
ATHOL-ROYALSTON - ATHOL HIGH,06150505,0,0,0,0,0,0,0,0,0,0,0,157,158,151,129,0,0,595
ATHOL-ROYALSTON - ATHOL MIDDLE,06150305,0,0,0,0,0,0,0,0,0,185,200,0,0,0,0,0,0,385
ATHOL-ROYALSTON - ELLEN BIGELOW,06150005,0,0,34,37,26,19,43,0,0,0,0,0,0,0,0,0,0,159
ATHOL-ROYALSTON - LYMAN WARD ELC,06150002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
ATHOL-ROYALSTON - PLEASANT ST,06150016,0,0,42,34,24,45,50,48,42,0,0,0,0,0,0,0,0,285
ATHOL-ROYALSTON - RIVERBEND,06150020,0,0,0,0,0,1,48,114,112,0,0,0,0,0,0,0,0,275
ATHOL-ROYALSTON - ROYALSTON COMMUNITY SCH,06150050,14,0,12,15,21,21,22,19,17,0,0,0,0,0,0,0,0,141
ATHOL-ROYALSTON - SANDERS STREET,06150025,0,0,40,39,33,18,0,0,0,0,0,0,0,0,0,0,0,130
ATHOL-ROYALSTON - SILVER LAKE,06150030,0,0,21,32,46,39,42,0,0,0,0,0,0,0,0,0,0,180
ATLANTIS CHARTER SCHOOL - ATLANTIS CS,04910550,0,0,88,69,66,73,72,73,66,21,19,0,0,0,0,0,0,547
ATTLEBORO - ATTLEBORO HIGH,00160505,0,0,0,0,0,0,0,0,0,0,0,529,319,297,277,0,0,"1,422"
ATTLEBORO - ATTLEBORO VOC TECH HIGH,00160605,0,0,0,0,0,0,0,0,0,0,0,18,191,155,96,0,0,460
ATTLEBORO - CYRIL K BRENNAN MIDDLE,00160315,0,0,0,0,0,0,0,198,174,209,151,0,0,0,0,0,0,732
ATTLEBORO - HILL ROBERTS ELEM,00160045,0,0,0,118,108,109,123,0,0,0,0,0,0,0,0,0,0,458
ATTLEBORO - HYMAN FINE ELEM,00160040,0,0,0,116,121,104,142,0,0,0,0,0,0,0,0,0,0,483
ATTLEBORO - PETER THACHER ELEMENTARY,00160050,0,130,261,111,112,87,101,0,0,0,0,0,0,0,0,0,0,802
ATTLEBORO - ROBERT J COELHO MIDDLE,00160305,0,0,0,0,0,0,0,166,166,165,160,0,0,0,0,0,0,657
ATTLEBORO - STUDLEY SCHOOL,00160001,0,0,287,99,110,89,119,0,0,0,0,0,0,0,0,0,0,704
ATTLEBORO - WAMSUTTA MIDDLE,00160320,0,0,0,0,0,0,0,174,192,178,200,0,0,0,0,0,0,744
ATTLEBORO - WILLETT,00160035,0,0,0,117,102,114,127,0,0,0,0,0,0,0,0,0,0,460
AUBURN - AUBURN MIDDLE,00170305,0,0,0,0,0,0,0,0,193,205,191,0,0,0,0,0,0,589
AUBURN - AUBURN SENIOR HIGH,00170505,0,0,0,0,0,0,0,0,0,0,0,163,166,141,148,0,0,618
AUBURN - BRYN MAWR,00170010,0,0,92,102,92,0,0,0,0,0,0,0,0,0,0,0,0,286
AUBURN - JULIA BANCROFT,00170005,0,0,0,0,0,86,105,105,0,0,0,0,0,0,0,0,0,296
AUBURN - MARY D STONE,00170025,7,70,84,99,111,0,0,0,0,0,0,0,0,0,0,0,0,371
AUBURN - PAKACHOAG,00170015,0,0,0,0,0,105,92,114,0,0,0,0,0,0,0,0,0,311
AVON - AVON MIDDLE HIGH SCHOOL,00180510,0,0,0,0,0,0,0,60,57,61,72,53,57,61,58,0,0,479
AVON - RALPH D BUTLER,00180010,0,15,50,59,58,63,61,0,0,0,0,0,0,0,0,0,0,306
AYER - AYER HIGH,00190510,0,0,0,0,0,0,0,0,0,0,0,100,93,75,79,0,0,347
AYER - AYER MIDDLE,00190305,0,0,0,0,0,0,0,93,88,80,85,0,0,0,0,0,0,346
AYER - HILLTOP-PAGE,00190025,0,29,131,109,106,100,101,0,0,0,0,0,0,0,0,0,0,576
BARNSTABLE - BARNSTABLE HIGH,00200505,7,0,0,0,0,0,0,0,0,0,0,611,445,459,388,0,0,"1,910"
BARNSTABLE - CENTERVILLE ELEMENTARY,00200010,3,26,68,68,80,96,91,0,0,0,0,0,0,0,0,0,0,432
BARNSTABLE - COTUIT ELEM,00200015,0,0,0,0,17,72,88,0,0,0,0,0,0,0,0,0,0,177
BARNSTABLE - HYANNIS ELEMENTARY,00200020,0,78,100,85,74,97,91,0,0,0,0,0,0,0,0,0,0,525
BARNSTABLE - HYANNIS WEST ELEMENTARY,00200025,0,28,70,70,94,83,91,0,0,0,0,0,0,0,0,0,0,436
BARNSTABLE - MARSTON MILLS EAST,00200032,0,54,57,68,88,75,90,0,0,0,0,0,0,0,0,0,0,432
BARNSTABLE - MARSTONS MILLS ELEM,00200030,0,0,62,50,46,0,0,0,0,0,0,0,0,0,0,0,0,158
BARNSTABLE - MIDDLE SCH/MARSTON'S MILL,00200310,0,0,0,0,0,0,0,0,251,243,268,0,0,0,0,0,0,762
BARNSTABLE - MIDDLE SCHOOL/HYANNIS,00200305,0,0,0,0,0,0,0,0,317,298,285,0,0,0,0,0,0,900
BARNSTABLE - OSTERVILLE BAY ELEMENTARY,00200040,0,0,0,0,0,75,111,0,0,0,0,0,0,0,0,0,0,186
BARNSTABLE - OSTERVILLE ELEMENTARY,00200035,0,0,89,80,95,0,0,0,0,0,0,0,0,0,0,0,0,264
BARNSTABLE - WEST BARNSTABLE ELEM,00200005,0,0,46,60,58,64,64,0,0,0,0,0,0,0,0,0,0,292
BARNSTABLE GRADE 5 HMCS - BARNSTABLE GRADE 5 HMCS,04230010,0,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,581
BEDFORD - BEDFORD HIGH,00230505,0,0,0,0,0,0,0,0,0,0,0,189,186,141,134,0,0,650
BEDFORD - JOHN GLENN MIDDLE,00230305,0,0,0,0,0,0,0,0,175,149,146,0,0,0,0,0,0,470
BEDFORD - LT ELEZER DAVIS,00230010,0,0,150,171,165,0,0,0,0,0,0,0,0,0,0,0,0,486
BEDFORD - LT JOB LANE SCHOOL,00230012,0,0,0,0,0,172,156,152,0,0,0,0,0,0,0,0,0,480
BELCHERTOWN - BELCHERTOWN HIGH,00240505,0,0,0,0,0,0,0,0,0,0,0,143,139,142,125,0,0,549
BELCHERTOWN - BERKSHIRE AVENUE SCHOOL,00240002,0,0,0,48,50,0,0,0,0,0,0,0,0,0,0,0,0,98
BELCHERTOWN - CHESTNUT HILL COMMUNITY,00240004,0,0,0,0,0,0,0,0,187,190,194,0,0,0,0,0,0,571
BELCHERTOWN - COLD SPRING,00240005,0,0,165,68,72,0,0,0,0,0,0,0,0,0,0,0,0,305
BELCHERTOWN - SWIFT RIVER ELEM,00240018,0,0,0,0,0,184,196,210,0,0,0,0,0,0,0,0,0,652
BELCHERTOWN - TADGELL HALL,00240020,0,0,0,93,70,0,0,0,0,0,0,0,0,0,0,0,0,163
BELLINGHAM - BELLINGHAM ECC,00250003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
BELLINGHAM - BELLINGHAM MEMORIAL JR/SR,00250505,0,0,0,0,0,0,0,0,0,212,206,180,170,143,130,0,0,"1,041"
BELLINGHAM - CLARA MACY ELEMENTARY,00250009,0,0,54,46,61,53,59,59,66,0,0,0,0,0,0,0,0,398
BELLINGHAM - PRIMAVERA JR/SR H S,00250510,0,0,0,0,0,0,0,0,0,4,7,19,8,5,5,0,0,48
BELLINGHAM - SOUTH ELEM,00250020,25,0,70,86,79,82,89,101,92,0,0,0,0,0,0,0,0,624
BELLINGHAM - STALL BROOK,00250025,31,0,74,59,84,57,79,79,66,0,0,0,0,0,0,0,0,529
BELMONT - BELMONT HIGH,00260505,0,0,0,0,0,0,0,0,0,0,0,251,269,247,225,0,0,992
BELMONT - DANIEL BUTLER,00260015,0,0,53,53,51,64,67,0,0,0,0,0,0,0,0,0,0,288
BELMONT - MARY LEE BURBANK,00260010,0,0,54,53,57,64,74,0,0,0,0,0,0,0,0,0,0,302
BELMONT - ROGER E WELLINGTON,00260035,0,0,83,99,84,90,96,0,0,0,0,0,0,0,0,0,0,452
BELMONT - WINN BROOK,00260005,0,49,72,79,86,64,80,0,0,0,0,0,0,0,0,0,0,430
BELMONT - WINTHROP L CHENERY MIDDLE,00260305,38,0,0,0,0,0,0,288,273,288,257,0,0,0,0,0,0,"1,144"
BENJAMIN BANNEKER CHARTER - BENJAMIN BANNEKER CS,04200205,0,0,54,37,37,37,38,32,35,20,25,0,0,0,0,0,0,315
BENJAMIN FRANKLIN CHARTER - BEN FRANKLIN CLASSICAL CS,04470205,0,0,40,42,42,44,47,43,36,44,24,0,0,0,0,0,0,362
BERKLEY - BERKLEY COMMUNITY SCHOOL,00270010,18,71,79,92,115,109,80,100,93,92,90,0,0,0,0,0,0,939
BERKSHIRE HILLS - HOUSATONIC GRAMMAR,06180015,0,0,21,28,22,21,0,0,0,0,0,0,0,0,0,0,0,92
BERKSHIRE HILLS - MONUMENT MT REG HIGH,06180505,10,0,0,0,0,0,0,0,0,0,0,184,180,155,149,0,0,678
BERKSHIRE HILLS - SEARLES MIDDLE,06180305,0,0,0,0,0,0,0,0,102,109,126,0,0,0,0,0,0,337
BERKSHIRE HILLS - STOCKBRIDGE PLAIN,06180030,0,7,18,14,32,21,105,109,0,0,0,0,0,0,0,0,0,306
BERKSHIRE HILLS - VILLAGE,06180025,0,0,15,13,15,19,0,0,0,0,0,0,0,0,0,0,0,62
BERKSHIRE HILLS - WILLIAM CULLEN BRYANT,06180005,0,0,29,39,38,38,0,0,0,0,0,0,0,0,0,0,0,144
BERLIN - BERLIN MEMORIAL,00280005,0,0,37,33,34,41,30,31,40,0,0,0,0,0,0,0,0,246
BERLIN-BOYLSTON - TAHANTO REG HIGH,06200505,0,0,0,0,0,0,0,0,0,74,86,70,66,65,47,0,0,408
BEVERLY - ABRAHAM EDWARDS,00300020,0,0,43,45,40,42,41,36,0,0,0,0,0,0,0,0,0,247
BEVERLY - AYERS@MCKAY/RYAL SIDE SCH,00300055,24,0,63,67,73,75,72,65,0,0,0,0,0,0,0,0,0,439
BEVERLY - BEVERLY HIGH,00300505,0,0,0,0,0,0,0,0,0,0,0,376,350,290,257,0,0,"1,273"
BEVERLY - BRISCOE MIDDLE,00300305,0,0,0,0,0,0,0,0,211,196,237,0,0,0,0,0,0,644
BEVERLY - CENTERVILLE,00300010,0,0,39,46,60,63,62,67,0,0,0,0,0,0,0,0,0,337
BEVERLY - COVE,00300015,0,0,0,51,62,49,56,57,0,0,0,0,0,0,0,0,0,275
BEVERLY - HANNAH ELEMENTARY,00300033,0,0,0,0,64,54,79,72,0,0,0,0,0,0,0,0,0,269
BEVERLY - MCKEOWN ELEMENTARY,00300037,9,0,44,43,43,49,42,45,0,0,0,0,0,0,0,0,0,275
BEVERLY - MEMORIAL MIDDLE,00300310,0,0,0,0,0,0,0,0,161,154,161,0,0,0,0,0,0,476
BEVERLY - NORTH BEVERLY ELEMENTARY,00300040,0,0,38,34,42,35,47,47,0,0,0,0,0,0,0,0,0,243
BEVERLY - PATTEN ELEMENTARY SCHOOL,00300060,0,54,130,74,0,0,0,0,0,0,0,0,0,0,0,0,0,258
BILLERICA - BILLERICA MEM HIGH SCH,00310505,0,0,0,0,0,0,0,0,0,0,0,363,330,359,327,0,0,"1,379"
BILLERICA - EUGENE C VINING,00310030,0,0,67,84,69,59,82,64,0,0,0,0,0,0,0,0,0,425
BILLERICA - FREDERICK J DUTILE,00310007,6,0,93,84,93,83,84,72,0,0,0,0,0,0,0,0,0,515
BILLERICA - HAJJAR ELEMENTARY,00310026,0,0,123,115,112,118,135,111,0,0,0,0,0,0,0,0,0,714
BILLERICA - JOHN F KENNEDY,00310012,0,0,97,102,96,82,114,99,0,0,0,0,0,0,0,0,0,590
BILLERICA - LOCKE MIDDLE,00310310,0,0,0,0,0,0,0,0,230,223,260,0,0,0,0,0,0,713
BILLERICA - MARSHALL MIDDLE SCHOOL,00310305,0,0,0,0,0,0,0,0,353,296,272,0,0,0,0,0,0,921
BILLERICA - PARKER,00310015,6,0,83,76,109,89,76,78,0,0,0,0,0,0,0,0,0,517
BILLERICA - THOMAS DITSON,00310005,0,0,93,74,92,75,75,89,0,0,0,0,0,0,0,0,0,498
BLACKSTONE VALLEY REG - BLACKSTONE VALLEY,08050605,0,0,0,0,0,0,0,0,0,0,0,222,225,208,213,0,0,868
BLACKSTONE-MILLVILLE - A F MALONEY,06220015,0,0,0,0,0,0,137,145,118,0,0,0,0,0,0,0,0,400
BLACKSTONE-MILLVILLE - BLACKSTONE MILLVILLE RHS,06220505,0,0,0,0,0,0,0,0,0,0,0,191,127,112,114,0,0,544
BLACKSTONE-MILLVILLE - BLACKSTONE MILLVILLE RMS,06220405,0,0,0,0,0,0,0,0,0,208,192,0,0,0,0,0,0,400
BLACKSTONE-MILLVILLE - JOHN F KENNEDY ELEM,06220008,31,0,124,123,126,149,0,0,0,0,0,0,0,0,0,0,0,553
BLACKSTONE-MILLVILLE - MILLVILLE ELEM,06220010,23,76,49,51,45,57,59,38,60,0,0,0,0,0,0,0,0,458
BLUE HILLS VOC - BLUE HILLS REG VOC TECH,08060605,0,0,0,0,0,0,0,0,0,0,0,222,215,197,153,38,0,825
BLUE HILLS VOC - RANDOLPH CAREER DEV,08060610,0,0,0,0,0,0,0,0,0,0,0,115,73,70,35,0,0,293
BOSTON - AGASSIZ,00350007,0,38,99,118,142,136,131,115,0,0,0,0,0,0,0,0,0,779
BOSTON - ALEXANDER HAMILTON,00350011,0,0,31,30,35,37,34,32,0,0,0,0,0,0,0,0,0,199
BOSTON - ANOTHER COURSE TO COLLEGE,00350541,0,0,0,0,0,0,0,0,0,0,0,0,0,43,42,0,0,85
BOSTON - BEETHOVEN,00350021,0,0,49,47,51,32,66,56,0,0,0,0,0,0,0,0,0,301
BOSTON - BLACKSTONE,00350390,0,41,126,135,121,138,127,120,0,0,0,0,0,0,0,0,0,808
BOSTON - BLUE HILL AVE ECC,00350010,0,65,66,58,0,0,0,0,0,0,0,0,0,0,0,0,0,189
BOSTON - BOSTON ARTS ACADEMY,00350546,0,0,0,0,0,0,0,0,0,0,0,69,87,75,0,0,0,231
BOSTON - BOSTON HIGH SCHOOL,00350650,0,0,0,0,0,0,0,0,0,0,0,300,174,201,143,0,0,818
BOSTON - BOSTON LATIN,00350560,0,0,0,0,0,0,0,0,0,418,352,431,398,357,346,0,0,"2,302"
BOSTON - BOSTON LATIN ACADEMY,00350545,0,0,0,0,0,0,0,0,0,305,246,306,261,229,197,0,0,"1,544"
BOSTON - BRIGHTON HIGH,00350505,0,0,0,0,0,0,0,0,0,0,0,389,275,277,192,0,0,"1,133"
BOSTON - CARTER DEVELOP DAY CARE,00350036,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,18
BOSTON - CHARLES H TAYLOR,00350054,0,12,88,113,92,101,108,111,0,0,0,0,0,0,0,0,0,625
BOSTON - CHARLES SUMNER,00350052,0,1,89,97,101,109,89,86,0,0,0,0,0,0,0,0,0,572
BOSTON - CHARLESTOWN HIGH,00350515,0,0,0,0,0,0,0,0,0,0,0,329,339,273,252,0,0,"1,193"
BOSTON - CLARENCE R EDWARDS MIDDLE,00350430,0,0,0,0,0,0,0,0,164,170,195,0,0,0,0,0,0,529
BOSTON - CURTIS GUILD,00350062,0,10,42,39,37,36,32,34,0,0,0,0,0,0,0,0,0,230
BOSTON - DANTE ALIGHIERI,00350066,0,0,25,24,22,28,21,27,0,0,0,0,0,0,0,0,0,147
BOSTON - DAVID A ELLIS,00350072,0,0,63,66,74,76,100,79,0,0,0,0,0,0,0,0,0,458
BOSTON - DEARBORN,00350074,0,0,0,0,0,0,0,0,155,126,175,0,0,0,0,0,0,456
BOSTON - DENNIS C HALEY,00350077,0,0,52,58,71,62,51,46,0,0,0,0,0,0,0,0,0,340
BOSTON - DONALD MCKAY,00350080,0,0,65,102,99,109,91,90,56,29,39,0,0,0,0,0,0,680
BOSTON - DORCHESTER HIGH,00350520,0,0,0,0,0,0,0,0,0,0,0,415,281,209,211,0,0,"1,116"
BOSTON - EAST BOSTON ECC,00350009,0,62,69,64,0,0,0,0,0,0,0,0,0,0,0,0,0,195
BOSTON - EAST BOSTON HIGH,00350530,0,0,0,0,0,0,0,0,0,0,0,517,260,289,222,0,0,"1,288"
BOSTON - EDWARD EVERETT,00350088,0,13,51,50,50,60,63,60,0,0,0,0,0,0,0,0,0,347
BOSTON - EGLESTON COMM HIGH SCHOOL,00350543,0,0,0,0,0,0,0,0,0,0,0,4,12,17,18,0,0,51
BOSTON - ELC - EAST ZONE,00350005,0,54,71,48,0,0,0,0,0,0,0,0,0,0,0,0,0,173
BOSTON - ELC - NORTH ZONE,00350003,0,44,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,86
BOSTON - ELC - WEST ZONE,00350006,0,37,41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,121
BOSTON - ELIHU GREENWOOD,00350094,0,0,64,70,75,89,92,101,0,0,0,0,0,0,0,0,0,491
BOSTON - ELIOT ELEMENTARY,00350096,0,0,25,28,29,38,34,49,0,0,0,0,0,0,0,0,0,203
BOSTON - ELLIS MENDELL,00350100,0,5,25,40,49,33,48,28,0,0,0,0,0,0,0,0,0,228
BOSTON - EMILY A FIFIELD,00350102,0,0,47,71,69,82,64,57,0,0,0,0,0,0,0,0,0,390
BOSTON - EXPULSION ALT SCHOOL,00350580,0,0,0,0,0,0,0,0,0,1,0,4,10,8,5,0,0,28
BOSTON - FARRAGUT,00350108,0,0,26,48,42,49,57,48,0,0,0,0,0,0,0,0,0,270
BOSTON - FENWAY HIGH SCHOOL,00350540,0,0,0,0,0,0,0,0,0,0,0,66,71,71,56,0,0,264
BOSTON - FRANK V THOMPSON MIDDLE,00350114,0,0,0,0,0,0,0,0,167,151,137,1,0,0,0,0,0,456
BOSTON - FRANKLIN D ROOSEVELT,00350116,0,0,43,48,48,54,54,55,0,0,0,0,0,0,0,0,0,302
BOSTON - GEORGE H CONLEY,00350122,0,33,32,33,35,34,37,31,0,0,0,0,0,0,0,0,0,235
BOSTON - GROVER CLEVELAND,00350415,0,0,0,0,0,0,0,0,261,228,238,0,0,0,0,0,0,727
BOSTON - HARBOR SCHOOL,00350426,0,0,0,0,0,0,0,0,81,53,56,0,0,0,0,0,0,190
BOSTON - HARRIET A BALDWIN,00350129,0,0,27,42,40,46,30,33,0,0,0,0,0,0,0,0,0,218
BOSTON - HARVARD-KENT,00350200,0,7,62,83,100,85,60,78,0,0,0,0,0,0,0,0,0,475
BOSTON - HENRY GREW,00350135,0,0,46,53,50,55,46,49,0,0,0,0,0,0,0,0,0,299
BOSTON - HENRY L HIGGINSON,00350137,0,33,31,28,23,29,23,17,0,0,0,0,0,0,0,0,0,184
BOSTON - HORACE MANN,00350750,0,12,8,6,15,11,10,7,6,10,8,4,5,0,13,0,0,115
BOSTON - HUGH ROE O'DONNELL,00350141,0,0,49,55,49,50,52,45,0,0,0,0,0,0,0,0,0,300
BOSTON - HYDE PARK HIGH SCHOOL,00350550,0,0,0,0,0,0,0,0,0,0,0,284,227,186,227,0,0,924
BOSTON - JACKSON MANN,00350013,0,7,58,140,120,116,122,111,0,0,0,0,0,0,0,0,0,674
BOSTON - JAMES A GARFIELD ELEM,00350152,0,0,33,45,57,53,47,49,0,0,0,0,0,0,0,0,0,284
