SCHOOL,ORG CODE,UG,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,13,14,TOTAL
ATTLEBORO - PETER THACHER MIDDLE,00160310,0,0,0,0,0,0,0,191,197,160,175,0,0,0,0,0,0,723
ATTLEBORO - ROBERT J COELHO MIDDLE,00160305,0,0,0,0,0,0,0,158,157,161,179,0,0,0,0,0,0,655
ATTLEBORO - STUDLEY SCHOOL,00160001,0,0,136,136,135,123,92,0,0,0,0,0,0,0,0,0,0,622
ATTLEBORO - WILLETT,00160035,0,0,0,114,92,102,101,0,0,0,0,0,0,0,0,0,0,409
AUBURN - AUBURN MIDDLE,00170305,0,0,0,0,0,0,0,0,200,157,174,0,0,0,0,0,0,531
AUBURN - AUBURN SENIOR HIGH,00170505,0,0,0,0,0,0,0,0,0,0,0,146,139,142,169,0,0,596
AUBURN - BRYN MAWR,00170010,0,0,93,100,91,0,0,0,0,0,0,0,0,0,0,0,0,284
AUBURN - JULIA BANCROFT,00170005,0,0,0,0,0,104,78,93,0,0,0,0,0,0,0,0,0,275
AUBURN - MARY D STONE,00170025,5,55,90,103,110,0,0,0,0,0,0,0,0,0,0,0,0,363
AUBURN - PAKACHOAG,00170015,0,0,0,0,0,96,98,90,0,0,0,0,0,0,0,0,0,284
AVON - AVON HIGH SCHOOL,00180505,0,0,0,0,0,0,0,0,0,0,0,58,56,57,57,0,0,228
AVON - AVON MIDDLE SCHOOL,00180305,0,0,0,0,0,0,0,68,62,70,61,0,0,0,0,0,0,261
AVON - RALPH D BUTLER,00180010,0,0,60,59,63,61,70,0,0,0,0,0,0,0,0,0,0,313
AYER - AYER HIGH,00190510,0,0,0,0,0,0,0,0,0,0,0,66,72,61,41,0,0,240
AYER - AYER MIDDLE,00190305,0,0,0,0,0,0,0,92,75,81,85,0,0,0,0,0,0,333
AYER - HILLTOP-PAGE,00190025,0,7,138,110,115,93,79,0,0,0,0,0,0,0,0,0,0,542
BARNSTABLE - BARNSTABLE HIGH,00200505,0,0,0,0,0,0,0,0,0,0,0,485,431,353,390,0,0,"1,659"
BARNSTABLE - CENTERVILLE ELEMENTARY,00200010,0,0,71,93,112,118,97,0,0,0,0,0,0,0,0,0,0,491
BARNSTABLE - COTUIT ELEM,00200015,0,0,37,0,0,82,78,0,0,0,0,0,0,0,0,0,0,197
BARNSTABLE - GRADE 5 SCHOOL,00200045,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,574
BARNSTABLE - HYANNIS ELEMENTARY,00200020,0,131,85,93,79,75,85,0,0,0,0,0,0,0,0,0,0,548
BARNSTABLE - HYANNIS WEST ELEMENTARY,00200025,0,0,101,119,99,82,87,0,0,0,0,0,0,0,0,0,0,488
BARNSTABLE - MARSTON MILLS EAST,00200032,4,7,78,110,81,80,83,0,0,0,0,0,0,0,0,0,0,443
BARNSTABLE - MARSTONS MILLS ELEM,00200030,58,0,20,38,56,0,0,0,0,0,0,0,0,0,0,0,0,172
BARNSTABLE - MIDDLE SCH/MARSTON'S MILL,00200310,0,0,0,0,0,0,0,0,276,287,248,0,0,0,0,0,0,811
BARNSTABLE - MIDDLE SCHOOL/HYANNIS,00200305,0,0,0,0,0,0,0,0,274,303,283,0,0,0,0,0,0,860
BARNSTABLE - OSTERVILLE BAY ELEMENTARY,00200040,0,0,0,0,0,110,92,0,0,0,0,0,0,0,0,0,0,202
BARNSTABLE - OSTERVILLE ELEMENTARY,00200035,0,0,116,103,115,0,0,0,0,0,0,0,0,0,0,0,0,334
BARNSTABLE - WEST BARNSTABLE ELEM,00200005,0,0,49,64,52,60,59,0,0,0,0,0,0,0,0,0,0,284
BEDFORD - BEDFORD HIGH,00230505,0,0,0,0,0,0,0,0,0,0,0,157,156,128,156,0,0,597
BEDFORD - JOHN GLENN MIDDLE,00230305,0,0,0,0,0,0,0,0,151,124,117,0,0,0,0,0,0,392
BEDFORD - LT ELEZER DAVIS,00230010,0,0,133,138,177,0,0,0,0,0,0,0,0,0,0,0,0,448
BEDFORD - LT JOB LANE SCHOOL,00230012,0,0,0,0,0,149,141,144,0,0,0,0,0,0,0,0,0,434
BELCHERTOWN - BELCHERTOWN HIGH,00240505,0,0,0,0,0,0,0,0,0,0,0,131,154,149,104,0,0,538
BELCHERTOWN - BERKSHIRE AVENUE SCHOOL,00240002,0,0,0,0,0,54,52,0,0,0,0,0,0,0,0,0,0,106
BELCHERTOWN - CENTER,00240003,0,0,0,48,54,0,0,0,0,0,0,0,0,0,0,0,0,102
BELCHERTOWN - CHESTNUT HILL COMMUNITY,00240004,2,0,0,0,0,0,0,214,181,188,167,0,0,0,0,0,0,752
BELCHERTOWN - COLD SPRING,00240005,0,25,183,118,56,0,0,0,0,0,0,0,0,0,0,0,0,382
BELCHERTOWN - FRANKLIN SCHOOL,00240010,0,0,0,22,23,22,0,0,0,0,0,0,0,0,0,0,0,67
BELCHERTOWN - MEADOW SCHOOL,00240015,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,76
BELCHERTOWN - TADGELL HALL,00240020,0,0,0,0,56,106,52,0,0,0,0,0,0,0,0,0,0,214
BELLINGHAM - BELLINGHAM E C C,00250003,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
BELLINGHAM - BELLINGHAM MEMORIAL JR-SR,00250505,4,0,0,0,0,0,0,0,0,175,158,157,145,127,115,0,0,881
BELLINGHAM - CLARA MACY ELEMENTARY,00250009,14,0,58,68,61,71,79,61,56,0,0,0,0,0,0,0,0,468
BELLINGHAM - PRIMAVERA JR/SR H S,00250510,0,0,0,0,0,0,0,0,0,4,6,11,5,5,4,0,0,35
BELLINGHAM - SOUTH ELEM,00250020,21,0,91,99,95,70,81,63,90,0,0,0,0,0,0,0,0,610
BELLINGHAM - STALL BROOK,00250025,7,0,66,81,65,66,56,72,56,0,0,0,0,0,0,0,0,469
BELMONT - BELMONT HIGH,00260505,0,0,0,0,0,0,0,0,0,0,0,250,230,189,212,0,0,881
BELMONT - DANIEL BUTLER,00260015,0,0,62,60,48,65,56,61,0,0,0,0,0,0,0,0,0,352
BELMONT - MARY LEE BURBANK,00260010,0,0,62,54,61,59,59,45,0,0,0,0,0,0,0,0,0,340
BELMONT - ROGER E WELLINGTON,00260035,0,18,84,103,84,111,89,90,0,0,0,0,0,0,0,0,0,579
BELMONT - WINN BROOK,00260005,0,13,70,80,76,72,65,67,0,0,0,0,0,0,0,0,0,443
BELMONT - WINTHROP L CHENERY MIDDLE,00260305,0,0,0,0,0,0,0,0,290,259,253,0,0,0,0,0,0,802
BENJAMIN FRANKLIN CHARTER - BEN FRANKLIN CLASSICAL CS,04470205,0,0,39,39,20,32,20,0,0,0,0,0,0,0,0,0,0,150
BERKLEY - BERKLEY COMMUNITY SCHOOL,00270010,9,45,71,98,89,85,86,86,85,67,91,0,0,0,0,0,0,812
BERKSHIRE HILLS - HOUSATONIC GRAMMAR,06180015,0,0,43,36,44,36,0,0,0,0,0,0,0,0,0,0,0,159
BERKSHIRE HILLS - MONUMENT MT REG HIGH,06180505,6,0,0,0,0,0,0,0,0,0,0,186,176,174,167,0,0,709
BERKSHIRE HILLS - SEARLES MIDDLE,06180305,0,0,0,0,0,0,0,0,130,124,130,0,0,0,0,0,0,384
BERKSHIRE HILLS - STOCKBRIDGE PLAIN,06180030,0,7,19,31,21,20,124,133,0,0,0,0,0,0,0,0,0,355
BERKSHIRE HILLS - VILLAGE,06180025,0,0,11,18,9,19,0,0,0,0,0,0,0,0,0,0,0,57
BERKSHIRE HILLS - WILLIAM CULLEN BRYANT,06180005,0,0,33,34,38,29,0,0,0,0,0,0,0,0,0,0,0,134
BERLIN - BERLIN MEMORIAL,00280005,0,0,27,24,35,34,33,34,22,0,0,0,0,0,0,0,0,209
BERLIN-BOYLSTON - TAHANTO REG HIGH,06200505,0,0,0,0,0,0,0,0,0,76,67,54,58,54,61,0,0,370
BEVERLY - ABRAHAM EDWARDS,00300020,0,0,36,50,48,42,57,42,0,0,0,0,0,0,0,0,0,275
BEVERLY - AYERS/RYAL SIDE SCHOOL,00300055,0,0,65,58,68,60,77,58,0,0,0,0,0,0,0,0,0,386
BEVERLY - BEVERLY HIGH,00300505,0,43,36,0,0,0,0,0,0,0,0,326,316,295,268,0,0,"1,284"
BEVERLY - BRISCOE MIDDLE,00300305,0,0,0,0,0,0,0,0,208,189,160,0,0,0,0,0,0,557
BEVERLY - CENTERVILLE,00300010,3,0,33,50,41,46,47,40,0,0,0,0,0,0,0,0,0,260
BEVERLY - COVE,00300015,0,0,35,62,54,53,62,49,0,0,0,0,0,0,0,0,0,315
BEVERLY - HANNAH ELEMENTARY,00300033,0,0,63,78,62,46,53,61,0,0,0,0,0,0,0,0,0,363
BEVERLY - MEMORIAL MIDDLE,00300310,0,0,0,0,0,0,0,0,186,181,158,0,0,0,0,0,0,525
BEVERLY - NORTH BEVERLY ELEMENTARY,00300040,0,0,36,48,59,45,46,51,0,0,0,0,0,0,0,0,0,285
BEVERLY - WASHINGTON-BEADLE SCHOOL,00300060,17,0,42,39,45,32,35,46,0,0,0,0,0,0,0,0,0,256
BEVERLY - XXMCKAY,00300035,0,0,40,51,44,47,56,67,0,0,0,0,0,0,0,0,0,305
BILLERICA - BILLERICA MEM HIGH SCH,00310505,0,0,0,0,0,0,0,0,0,0,0,403,353,352,330,0,0,"1,438"
BILLERICA - EUGENE C VINING,00310030,0,0,77,65,69,62,65,73,0,0,0,0,0,0,0,0,0,411
BILLERICA - FREDERICK J DUTILE,00310007,9,0,77,75,88,80,78,56,0,0,0,0,0,0,0,0,0,463
BILLERICA - HAJJAR ELEMENTARY,00310026,0,0,121,125,158,124,122,122,0,0,0,0,0,0,0,0,0,772
BILLERICA - JOHN F KENNEDY,00310012,0,0,92,92,86,91,92,86,0,0,0,0,0,0,0,0,0,539
BILLERICA - LOCKE MIDDLE,00310310,0,0,0,0,0,0,0,0,206,224,180,0,0,0,0,0,0,610
BILLERICA - MARSHALL MIDDLE SCHOOL,00310305,0,0,0,0,0,0,0,0,263,276,259,0,0,0,0,0,0,798
BILLERICA - PARKER,00310015,0,0,81,82,81,79,85,86,0,0,0,0,0,0,0,0,0,494
BILLERICA - THOMAS DITSON,00310005,0,0,79,92,85,77,104,77,0,0,0,0,0,0,0,0,0,514
BLACKSTONE VALLEY REG - BLACKSTONE VALLEY,08050605,0,0,0,0,0,0,0,0,0,0,0,243,239,183,135,0,0,800
BLACKSTONE-MILLVILLE - A F MALONEY,06220305,0,0,0,0,0,0,137,170,120,0,0,0,0,0,0,0,0,427
BLACKSTONE-MILLVILLE - BLACKSTONE MILLVILLE REG,06220505,0,0,0,0,0,0,0,0,0,181,169,161,133,97,113,0,0,854
BLACKSTONE-MILLVILLE - JOHN F KENNEDY ELEM,06220008,10,0,131,155,134,154,0,0,0,0,0,0,0,0,0,0,0,584
BLACKSTONE-MILLVILLE - MILLVILLE ELEM,06220010,20,43,58,44,36,65,45,49,39,0,0,0,0,0,0,0,0,399
BLUE HILLS VOC - BLUE HILLS REG VOC TECH,08060605,0,0,0,0,0,0,0,0,0,0,0,228,227,198,184,72,0,909
BLUE HILLS VOC - RANDOLPH CAREER DEV,08060610,0,0,0,0,0,0,0,0,0,0,0,82,49,39,42,0,0,212
BOSTON - AGASSIZ,00350007,0,0,254,132,126,124,121,128,0,0,0,0,0,0,0,0,0,885
BOSTON - ALEXANDER HAMILTON,00350011,0,0,81,34,51,35,23,18,0,0,0,0,0,0,0,0,0,242
BOSTON - ANOTHER COURSE TO COLLEGE,00350541,0,0,0,0,0,0,0,0,0,0,0,0,0,47,58,0,0,105
BOSTON - BEETHOVEN,00350021,0,0,132,51,26,38,39,40,0,0,0,0,0,0,0,0,0,326
BOSTON - BLACKSTONE,00350390,0,0,256,155,153,101,110,115,0,0,0,0,0,0,0,0,0,890
BOSTON - BOSTON HIGH SCHOOL,00350650,0,0,0,0,0,0,0,0,0,0,0,246,264,219,192,0,0,921
BOSTON - BOSTON LATIN,00350560,0,0,0,0,0,0,0,0,0,380,438,441,392,355,371,0,0,"2,377"
BOSTON - BOSTON LATIN ACADEMY,00350545,0,0,0,0,0,0,0,0,0,354,309,292,265,206,183,0,0,"1,609"
BOSTON - BRIGHTON HIGH,00350505,0,0,0,0,0,0,0,0,0,0,0,343,304,236,250,0,0,"1,133"
BOSTON - CARTER DEVELOP DAY CARE,00350036,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,17
BOSTON - CHARLES H TAYLOR,00350054,0,0,151,100,93,102,101,114,0,0,0,0,0,0,0,0,0,661
BOSTON - CHARLES SUMNER,00350052,0,0,160,95,85,110,84,78,0,0,0,0,0,0,0,0,0,612
BOSTON - CHARLESTOWN HIGH,00350515,0,0,0,0,0,0,0,0,0,0,0,301,329,283,239,0,0,"1,152"
BOSTON - CLARENCE R EDWARDS MIDDLE,00350430,0,0,0,0,0,0,0,0,179,151,152,0,0,0,0,0,0,482
BOSTON - CURTIS GUILD,00350062,0,0,53,52,36,39,28,29,0,0,0,0,0,0,0,0,0,237
BOSTON - DANTE ALIGHIERI,00350066,0,0,61,28,25,26,26,18,0,0,0,0,0,0,0,0,0,184
BOSTON - DAVID A ELLIS,00350072,0,0,164,94,92,89,76,80,0,0,0,0,0,0,0,0,0,595
BOSTON - DEARBORN,00350074,0,0,0,0,0,0,0,0,145,128,130,0,0,0,0,0,0,403
BOSTON - DENNIS C HALEY,00350077,0,0,69,56,38,46,30,42,0,0,0,0,0,0,0,0,0,281
BOSTON - DONALD MCKAY,00350080,0,0,120,91,78,63,56,79,53,60,44,0,0,0,0,0,0,644
BOSTON - DORCHESTER HIGH,00350520,0,0,0,0,0,0,0,0,0,0,0,366,291,237,217,0,0,"1,111"
BOSTON - DOWNTOWN EVENING ACADEMY,00350085,0,0,0,0,0,0,0,0,0,0,0,24,32,37,30,0,0,123
BOSTON - EAST BOSTON HIGH,00350530,0,0,0,0,0,0,0,0,0,0,0,432,282,223,218,0,0,"1,155"
BOSTON - EDWARD EVERETT,00350088,0,0,99,56,56,63,46,54,0,0,0,0,0,0,0,0,0,374
BOSTON - ELC - EAST ZONE,00350005,0,0,128,47,0,0,0,0,0,0,0,0,0,0,0,0,0,175
BOSTON - ELC - NORTH ZONE,00350003,0,0,71,22,0,0,0,0,0,0,0,0,0,0,0,0,0,93
BOSTON - ELC - WEST ZONE,00350006,0,0,82,45,0,0,0,0,0,0,0,0,0,0,0,0,0,127
BOSTON - ELIHU GREENWOOD,00350094,0,0,91,83,86,87,94,93,0,0,0,0,0,0,0,0,0,534
BOSTON - ELIOT ELEMENTARY,00350096,0,0,24,53,57,39,38,44,0,0,0,0,0,0,0,0,0,255
BOSTON - ELLIS MENDELL,00350100,0,0,83,29,29,39,23,27,0,0,0,0,0,0,0,0,0,230
BOSTON - EMILY A FIFIELD,00350102,0,0,42,77,69,53,32,33,0,0,0,0,0,0,0,0,0,306
BOSTON - FARRAGUT,00350108,0,0,28,60,46,44,43,46,0,0,0,0,0,0,0,0,0,267
BOSTON - FENWAY MIDDLE COLLEGE,00350540,0,0,0,0,0,0,0,0,0,0,0,64,73,58,39,0,0,234
BOSTON - FRANK V THOMPSON MIDDLE,00350114,0,0,0,0,0,0,0,0,174,129,103,0,0,0,0,0,0,406
BOSTON - FRANKLIN D ROOSEVELT,00350116,0,0,129,57,57,52,52,49,0,0,0,0,0,0,0,0,0,396
BOSTON - GEORGE H CONLEY,00350122,0,0,115,33,38,38,40,39,0,0,0,0,0,0,0,0,0,303
BOSTON - GROVER CLEVELAND,00350415,0,0,0,0,0,0,0,0,228,240,216,0,0,0,0,0,0,684
BOSTON - HARRIET A BALDWIN,00350129,0,0,93,50,54,43,56,32,0,0,0,0,0,0,0,0,0,328
BOSTON - HARVARD-KENT,00350200,0,0,152,93,83,78,75,82,0,0,0,0,0,0,0,0,0,563
BOSTON - HENRY GREW,00350135,0,0,116,55,53,53,53,51,0,0,0,0,0,0,0,0,0,381
BOSTON - HENRY L HIGGINSON,00350137,0,0,61,35,44,28,19,25,0,0,0,0,0,0,0,0,0,212
BOSTON - HORACE MANN,00350750,0,0,34,9,8,9,9,12,5,6,12,5,6,11,8,0,0,134
BOSTON - HUGH ROE O'DONNELL,00350141,0,0,107,56,52,51,52,43,0,0,0,0,0,0,0,0,0,361
BOSTON - HYDE PARK HIGH SCHOOL,00350550,0,0,0,0,0,0,0,0,0,0,0,319,286,245,238,0,0,"1,088"
BOSTON - JACKSON MANN,00350013,0,0,112,131,132,107,106,89,0,0,0,0,0,0,0,0,0,677
BOSTON - JAMES A GARFIELD ELEM,00350152,0,0,91,51,55,60,57,47,0,1,0,0,0,0,0,0,0,362
BOSTON - JAMES CONDON ELEM,00350146,0,0,215,143,117,145,139,142,0,0,0,0,0,0,0,0,0,901
BOSTON - JAMES J CHITTICK,00350154,0,0,120,83,57,57,46,41,0,0,0,0,0,0,0,0,0,404
BOSTON - JAMES M CURLEY,00350384,0,0,77,49,58,52,50,59,0,0,0,0,0,0,0,0,0,345
BOSTON - JAMES OTIS,00350156,0,0,133,64,72,55,58,60,0,0,0,0,0,0,0,0,0,442
BOSTON - JAMES P TIMILTY MIDDLE,00350485,0,0,0,0,0,0,0,0,245,144,136,0,0,0,0,0,0,525
BOSTON - JAMES W HENNIGAN,00350153,0,0,64,78,101,98,166,137,0,0,0,0,0,0,0,0,0,644
BOSTON - JEREMIAH E BURKE HIGH,00350525,0,0,0,0,0,0,0,0,0,0,0,185,214,167,147,0,0,713
BOSTON - JOHN D PHILBRICK,00350172,0,0,54,32,26,19,16,18,0,0,0,0,0,0,0,0,0,165
