DISTRICT,ORG CODE,UG,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,13,14,TOTAL
BOSTON,00350000,0,"1,939","5,060","5,863","5,480","5,158","4,907","4,622","4,227","4,525","4,348","5,325","4,526","4,107","3,675",0,0,"63,762"
BOSTON RENAISSANCE CH SCH,04810000,0,0,108,107,109,104,112,120,128,166,123,0,0,0,0,0,0,"1,077"
BOURNE,00360000,0,4,231,216,196,216,223,199,214,215,182,164,152,147,125,0,0,"2,484"
BOXBOROUGH,00370000,0,0,89,83,88,82,88,72,77,0,0,0,0,0,0,0,0,579
BOXFORD,00380000,0,51,146,133,154,132,139,146,145,0,0,0,0,0,0,0,0,"1,046"
BOYLSTON,00390000,0,0,59,43,56,46,55,39,43,0,0,0,0,0,0,0,0,341
BRAINTREE,00400000,46,0,334,429,392,375,427,373,376,407,421,336,341,323,271,0,0,"4,851"
BREWSTER,00410000,0,22,114,119,111,137,133,118,0,0,0,0,0,0,0,0,0,754
BRIDGEWATER-RAYNHAM,06250000,0,85,431,464,477,468,465,447,461,433,447,370,355,387,341,0,0,"5,631"
BRIMFIELD,00430000,0,0,38,59,38,54,72,34,51,0,0,0,0,0,0,0,0,346
BRISTOL COUNTY AGR,09100000,0,0,0,0,0,0,0,0,0,0,0,118,98,96,65,0,0,377
BRISTOL-PLYMOUTH VOC TECH,08100000,0,0,0,0,0,0,0,0,0,0,0,224,210,194,140,39,0,807
BROCKTON,00440000,101,288,"1,329","1,515","1,475","1,335","1,369","1,298","1,264","1,317","1,188",999,"1,201",699,637,0,0,"16,015"
BROOKFIELD,00450000,0,21,48,41,45,56,50,41,44,0,0,0,0,0,0,0,0,346
BROOKLINE,00460000,74,0,424,478,510,490,488,506,465,423,476,449,438,414,438,0,0,"6,073"
BURLINGTON,00480000,25,0,272,314,322,302,304,278,268,264,271,211,241,230,237,0,0,"3,539"
CAMBRIDGE,00490000,116,36,800,661,625,674,641,574,577,537,524,485,469,495,461,4,0,"7,679"
CANTON,00500000,12,46,207,233,227,268,231,216,256,227,206,192,164,181,156,0,0,"2,822"
CAPE COD LIGHTHOUSE CHART,04320000,0,0,0,0,0,0,0,0,54,55,54,0,0,0,0,0,0,163
CAPE COD REGION VOC TECH,08150000,0,0,0,0,0,0,0,0,0,0,0,163,177,155,113,9,0,617
CARLISLE,00510000,0,14,76,60,92,77,78,93,75,77,73,0,0,0,0,0,0,715
CARVER,00520000,0,54,194,172,176,162,176,180,194,162,201,164,145,116,129,0,0,"2,225"
CENTRAL BERKSHIRE,06350000,0,41,159,175,199,199,184,202,213,195,187,186,199,192,167,0,0,"2,498"
CHATHAM,00550000,0,9,33,49,55,50,41,49,48,58,62,57,51,30,49,0,0,641
CHELMSFORD,00560000,0,0,413,447,479,446,452,396,410,438,402,392,362,393,374,0,0,"5,404"
CHELMSFORD ALLIANCE/ED CH,04350000,0,0,0,0,0,0,0,42,44,50,39,0,0,0,0,0,0,175
CHELSEA,00570000,10,276,528,554,576,510,454,410,398,374,331,423,287,231,171,0,0,"5,533"
CHESTERFIELD-GOSHEN,06320000,0,0,26,15,18,12,13,21,10,0,0,0,0,0,0,0,0,115
CHICOPEE,00610000,96,258,583,596,589,545,551,531,532,570,562,833,625,474,514,0,0,"7,859"
CITY ON A HILL CHARTER,04370000,0,0,0,0,0,0,0,0,0,0,0,53,43,41,9,0,0,146
CLARKSBURG,00630000,0,0,19,29,20,26,19,21,28,22,26,0,0,0,0,0,0,210
CLINTON,00640000,0,51,152,155,155,179,150,167,132,158,152,125,109,91,103,0,0,"1,879"
COHASSET,00650000,0,0,115,108,105,128,109,86,108,90,101,87,64,79,60,0,0,"1,240"
COMMUNITY DAY CHARTER SCH,04400000,0,0,45,33,33,22,23,21,19,0,0,0,0,0,0,0,0,196
CONCORD,00670000,0,0,228,274,228,246,225,208,200,205,197,0,0,0,0,0,0,"2,011"
CONCORD-CARLISLE,06400000,0,0,0,0,0,0,0,0,0,0,0,238,233,217,224,0,0,912
CONWAY,00680000,0,22,18,23,34,28,27,29,22,0,0,0,0,0,0,0,0,203
DANVERS,00710000,12,25,281,260,305,323,288,307,295,298,294,232,252,241,227,0,0,"3,640"
DARTMOUTH,00720000,18,20,247,321,297,310,311,321,307,365,353,278,291,313,252,0,0,"4,004"
DEDHAM,00730000,0,76,252,248,256,266,243,236,233,214,243,196,183,162,178,0,0,"2,986"
DEERFIELD,00740000,0,42,63,52,63,63,61,61,64,0,0,0,0,0,0,0,0,469
DENNIS-YARMOUTH,06450000,14,43,353,372,398,357,381,389,330,417,373,369,310,252,247,1,0,"4,606"
DIGHTON-REHOBOTH,06500000,0,79,213,204,238,249,217,247,253,242,253,212,210,228,212,0,0,"3,057"
DOUGLAS,00770000,2,0,0,105,101,82,103,100,92,103,102,86,71,43,57,0,0,"1,047"
DOVER,00780000,0,0,91,90,94,88,90,90,0,0,0,0,0,0,0,0,0,543
DOVER-SHERBORN,06550000,0,0,0,0,0,0,0,0,150,125,142,127,102,100,110,0,0,856
DRACUT,00790000,1,60,326,382,349,355,338,332,304,335,309,222,232,261,234,0,0,"4,040"
DUDLEY-CHARLTON REG,06580000,5,181,308,311,315,309,318,303,310,284,312,202,258,194,173,0,0,"3,783"
DUXBURY,00820000,0,43,216,231,214,236,242,250,234,249,212,214,224,204,191,0,0,"2,960"
EAST BRIDGEWATER,00830000,0,26,180,201,213,209,202,184,185,203,192,163,172,159,140,0,0,"2,429"
EAST LONGMEADOW,00870000,0,49,159,193,189,230,195,216,202,189,197,216,207,210,202,0,0,"2,654"
EASTHAM,00850000,0,0,55,47,47,67,70,57,0,0,0,0,0,0,0,0,0,343
EASTHAMPTON,00860000,2,11,150,170,167,176,147,146,144,185,147,146,116,95,120,0,0,"1,922"
EASTON,00880000,16,89,296,305,270,307,285,270,284,307,230,238,270,229,211,0,0,"3,607"
EDGARTOWN,00890000,0,13,43,54,42,48,41,50,49,47,55,0,0,0,0,0,0,442
ERVING,00910000,0,30,20,26,11,27,15,19,16,0,0,0,0,0,0,0,0,164
ESSEX,00920000,0,0,45,38,41,43,43,38,47,48,44,0,0,0,0,0,0,387
ESSEX AGR TECH,09130000,0,0,0,0,0,0,0,0,0,0,0,108,88,87,57,181,70,591
EVERETT,00930000,65,318,407,455,400,407,346,389,344,366,357,395,326,280,282,0,0,"5,137"
FAIRHAVEN,00940000,0,0,152,186,188,204,188,171,185,190,207,167,135,103,132,0,0,"2,208"
FALL RIVER,00950000,214,147,"1,037","1,032","1,092","1,013",940,946,956,"1,004","1,003",973,707,572,539,0,0,"12,175"
FALMOUTH,00960000,30,123,324,385,429,391,403,421,413,367,374,305,345,372,325,0,0,"5,007"
FARMINGTON RIVER REG,06620000,0,33,17,16,20,21,23,28,24,0,0,0,0,0,0,0,0,182
FITCHBURG,00970000,58,104,496,570,506,558,484,454,460,436,428,357,220,306,207,0,0,"5,644"
FLORIDA,00980000,0,0,12,12,13,14,11,13,22,15,13,0,0,0,0,0,0,125
FOXBOROUGH,00990000,0,88,199,266,235,239,238,218,252,227,199,188,194,188,149,0,0,"2,880"
FRAMINGHAM,01000000,63,162,635,751,665,752,657,638,593,610,557,493,441,440,394,0,0,"7,851"
FRANCIS W PARKER CHARTER,04780000,0,0,0,0,0,0,0,0,0,72,70,71,43,0,0,0,0,256
FRANKLIN,01010000,0,84,480,457,487,410,426,406,390,385,345,262,268,228,227,0,0,"4,855"
FRANKLIN COUNTY,08180000,0,0,0,0,0,0,0,0,0,0,0,138,128,117,84,0,0,467
FREETOWN,01020000,3,17,82,90,99,118,98,0,0,0,0,0,0,0,0,0,0,507
FREETOWN-LAKEVILLE,06650000,0,0,0,0,0,0,0,240,231,215,257,206,206,182,172,0,0,"1,709"
FRONTIER,06700000,0,0,0,0,0,0,0,0,0,126,136,107,123,100,80,0,0,672
GARDNER,01030000,0,61,245,271,247,253,254,230,253,257,248,245,214,178,167,0,0,"3,123"
GATEWAY,06720000,0,54,121,102,123,123,115,164,133,157,124,127,103,107,97,0,0,"1,650"
GEORGETOWN,01050000,0,108,124,110,110,122,103,110,93,115,86,70,79,73,83,0,0,"1,386"
GILL-MONTAGUE,06740000,13,24,116,129,128,105,131,117,124,165,159,115,110,96,103,0,0,"1,635"
GLOUCESTER,01070000,51,81,288,331,305,334,267,324,328,365,323,292,298,219,228,0,0,"4,034"
GRAFTON,01100000,3,12,195,214,179,211,141,155,171,179,162,139,105,102,95,0,0,"2,063"
GRANBY,01110000,0,30,64,97,91,65,92,68,92,107,87,85,88,55,60,0,0,"1,081"
GRANVILLE,01120000,0,14,29,18,30,32,27,26,25,22,29,0,0,0,0,0,0,252
GREATER FALL RIVER,08210000,0,0,0,0,0,0,0,0,0,0,0,326,309,267,250,49,0,"1,201"
GREATER LAWRENCE RVT,08230000,0,0,0,0,0,0,0,0,0,0,0,410,359,314,268,0,0,"1,351"
GREATER LOWELL VOC TEC,08280000,25,0,0,0,0,0,0,0,0,0,0,637,467,434,393,128,0,"2,084"
GREATER NEW BEDFORD,08250000,0,0,0,0,0,0,0,0,0,0,0,516,491,400,352,0,0,"1,759"
GREENFIELD,01140000,3,68,187,191,195,206,200,188,192,222,201,167,153,154,125,0,0,"2,452"
GROTON-DUNSTABLE,06730000,1,38,191,200,222,215,220,179,231,178,170,123,106,129,94,0,0,"2,297"
HADLEY,01170000,1,54,50,49,47,47,42,49,54,54,51,56,40,36,33,0,0,663
HALIFAX,01180000,0,0,100,105,106,81,134,110,92,0,0,0,0,0,0,0,0,728
HAMILTON-WENHAM,06750000,0,0,150,154,148,165,178,175,148,148,151,190,161,173,167,0,0,"2,108"
HAMPDEN-WILBRAHAM,06800000,0,56,172,271,259,289,287,289,276,295,292,320,267,232,235,0,0,"3,540"
HAMPSHIRE,06830000,0,0,0,0,0,0,0,0,0,169,167,171,135,110,110,0,0,862
HANCOCK,01210000,0,0,4,6,9,8,10,4,5,0,0,0,0,0,0,0,0,46
HANOVER,01220000,13,55,191,201,188,223,219,203,209,202,188,177,137,142,145,0,0,"2,493"
HARVARD,01250000,0,0,68,86,93,96,82,103,104,92,86,95,74,93,87,0,0,"1,159"
HARWICH,01260000,0,22,116,124,136,112,130,120,125,117,103,109,112,98,92,0,0,"1,516"
HATFIELD,01270000,0,45,41,40,43,28,31,36,37,36,38,29,35,43,29,0,0,511
HAVERHILL,01280000,58,167,650,853,774,799,726,797,748,732,669,479,409,369,312,0,0,"8,542"
HAWLEMONT,06850000,0,22,24,12,17,29,26,26,35,0,0,0,0,0,0,0,0,191
HILLTOWN CHARTER SCHOOL,04500000,0,0,11,18,12,12,7,7,5,0,0,0,0,0,0,0,0,72
HINGHAM,01310000,0,41,243,279,314,307,317,256,268,263,248,204,215,205,198,0,0,"3,358"
HOLBROOK,01330000,36,0,116,138,127,127,119,140,125,114,115,93,55,59,60,0,0,"1,424"
HOLLAND,01350000,0,42,37,46,49,38,30,54,38,0,0,0,0,0,0,0,0,334
HOLLISTON,01360000,0,60,231,270,272,222,248,263,258,238,222,236,202,219,194,0,0,"3,135"
HOLYOKE,01370000,148,155,654,696,627,646,563,583,582,585,522,645,561,439,384,30,0,"7,820"
HOPEDALE,01380000,0,82,87,83,86,104,77,107,91,73,65,86,90,62,46,0,0,"1,139"
HOPKINTON,01390000,0,27,233,213,239,215,215,197,189,184,162,135,118,105,97,0,0,"2,329"
HUDSON,01410000,0,110,217,237,238,233,227,170,230,237,192,147,159,136,125,0,0,"2,658"
HULL,01420000,0,27,119,118,133,120,114,126,123,140,101,119,96,91,86,0,0,"1,513"
IPSWICH,01440000,0,45,157,167,162,172,165,173,153,153,143,116,112,110,96,0,0,"1,924"
KING PHILIP,06900000,0,0,0,0,0,0,0,0,0,358,344,238,200,216,185,0,0,"1,541"
KINGSTON,01450000,0,0,170,143,179,163,153,167,145,0,0,0,0,0,0,0,0,"1,120"
LAKEVILLE,01460000,0,12,142,148,134,125,145,0,0,0,0,0,0,0,0,0,0,706
LANESBOROUGH,01480000,0,23,39,35,41,49,42,55,41,0,0,0,0,0,0,0,0,325
LAWRENCE,01490000,19,451,982,"1,276","1,226","1,136",999,"1,030","1,013",977,919,771,424,405,300,0,0,"11,928"
LAWRENCE FAMILY DEV CHART,04540000,0,0,62,60,59,41,39,40,0,0,0,0,0,0,0,0,0,301
LEE,01500000,6,30,55,51,62,53,59,48,65,85,66,91,82,82,74,0,0,909
LEICESTER,01510000,0,80,139,137,162,157,123,156,168,137,157,110,115,118,121,0,0,"1,880"
LENOX,01520000,7,23,55,49,63,61,67,57,59,63,60,64,61,61,55,0,0,805
LEOMINSTER,01530000,28,100,471,540,505,508,518,493,448,516,426,435,397,374,317,0,0,"6,076"
LEVERETT,01540000,0,17,15,25,34,25,27,24,31,0,0,0,0,0,0,0,0,198
LEXINGTON,01550000,0,0,381,454,521,462,467,439,470,456,446,396,385,374,319,0,0,"5,570"
LINCOLN,01570000,0,0,145,157,149,152,128,125,133,103,105,0,0,0,0,0,0,"1,197"
LINCOLN-SUDBURY,06950000,0,0,0,0,0,0,0,0,0,0,0,289,265,280,230,0,0,"1,064"
LITTLETON,01580000,31,39,118,124,123,121,129,97,85,92,92,80,68,71,58,0,0,"1,328"
LONGMEADOW,01590000,0,25,208,234,236,204,227,233,226,238,269,227,256,240,235,0,0,"3,058"
LOWELL,01600000,89,341,"1,477","1,487","1,555","1,454","1,356","1,398","1,343","1,343","1,300","1,025",870,655,587,0,0,"16,280"
LOWELL MIDDLESEX ACAD CH,04580000,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
LUDLOW,01610000,0,0,156,229,249,215,253,231,237,236,240,219,250,226,204,0,0,"2,945"
LUNENBURG,01620000,0,73,118,128,147,148,132,162,131,149,154,141,132,124,90,0,0,"1,829"
LYNN,01630000,177,446,"1,213","1,482","1,214","1,217","1,128","1,091","1,120","1,067","1,003","1,112",877,870,725,0,0,"14,742"
LYNN COMMUNITY CHARTER,04600000,0,0,30,30,30,30,15,15,0,0,0,0,0,0,0,0,0,150
LYNNFIELD,01640000,3,0,154,142,163,158,151,148,143,149,150,157,122,123,102,0,0,"1,865"
MA ACADEMY/MATH AND SCIENCE,04680000,0,0,0,0,0,0,0,0,0,0,0,0,0,35,33,0,0,68
MALDEN,01650000,140,297,390,485,472,470,425,386,353,412,419,371,320,394,329,0,0,"5,663"
MANCHESTER,01660000,0,0,55,66,59,78,74,61,80,77,77,82,75,76,61,0,0,921
MANSFIELD,01670000,0,32,375,430,382,364,339,355,274,273,262,244,212,193,155,0,0,"3,890"
MARBLEHEAD,01680000,0,28,248,233,241,256,243,196,197,202,208,164,199,182,152,0,0,"2,749"
MARBLEHEAD COMMUNITY CH,04640000,0,0,0,0,0,0,0,36,42,62,38,0,0,0,0,0,0,178
MARION,01690000,0,15,61,66,78,85,79,61,82,0,0,0,0,0,0,0,0,527
MARLBOROUGH,01700000,25,157,392,442,416,420,394,387,361,329,312,226,216,213,172,0,0,"4,462"
MARSHFIELD,01710000,13,86,368,365,368,359,367,354,369,362,326,309,317,285,251,0,0,"4,499"
MARTHA'S VINEYARD CHARTER,04660000,0,0,0,0,0,14,9,12,22,15,17,12,4,0,0,0,0,105
MARTHAS VINEYARD,07000000,0,0,0,0,0,0,0,0,0,0,0,186,189,163,135,0,0,673
MASCONOMET,07050000,0,0,0,0,0,0,0,0,0,333,274,258,255,221,240,0,0,"1,581"
MASHPEE,01720000,0,26,192,190,180,180,194,163,172,168,130,126,100,0,0,0,0,"1,821"
MATTAPOISETT,01730000,0,15,81,72,81,82,82,91,82,0,0,0,0,0,0,0,0,586
MAYNARD,01740000,0,52,154,169,143,128,116,129,112,115,110,65,64,75,61,0,0,"1,493"
MEDFIELD,01750000,0,42,203,235,243,263,211,256,206,172,175,149,153,119,113,0,0,"2,540"
MEDFORD,01760000,18,74,420,441,442,385,460,397,364,419,365,350,349,334,298,0,0,"5,116"
MEDWAY,01770000,0,48,224,216,179,207,202,209,204,182,177,145,135,132,114,0,0,"2,374"
MELROSE,01780000,55,0,259,293,298,272,300,266,268,285,281,255,257,241,240,0,0,"3,570"
MENDON-UPTON,07100000,0,0,158,180,153,161,144,148,133,121,137,102,98,94,90,0,0,"1,719"
METHUEN,01810000,58,87,448,552,566,546,575,533,523,541,513,453,406,361,377,0,0,"6,539"
MIDDLEBOROUGH,01820000,2,0,272,307,300,292,304,288,304,325,308,258,217,170,185,0,0,"3,532"
MIDDLETON,01840000,0,0,97,102,90,108,106,76,93,0,0,0,0,0,0,0,0,672
MILFORD,01850000,10,0,318,337,358,310,328,334,305,301,313,290,263,263,242,0,0,"3,972"
MILLBURY,01860000,9,40,149,178,175,172,150,150,136,138,112,123,122,88,105,0,0,"1,847"
MILLIS,01870000,0,61,115,119,109,118,108,102,74,106,80,74,65,61,64,0,0,"1,256"
MILTON,01890000,6,76,309,325,346,322,373,320,347,320,310,209,208,238,196,0,0,"3,905"
MINUTEMAN VOC TECH,08300000,0,0,0,0,0,0,0,0,0,0,0,227,215,203,173,86,21,925
MOHAWK TRAIL,07170000,0,64,101,126,127,124,119,139,119,154,175,149,133,125,96,0,0,"1,751"
MONSON,01910000,0,34,90,108,122,114,122,125,116,123,105,75,96,99,95,0,0,"1,424"
MONTACHUSETT VOC TECH REG,08320000,0,0,0,0,0,0,0,0,0,0,0,321,298,237,179,13,0,"1,048"
MOUNT GREYLOCK,07150000,0,0,0,0,0,0,0,0,0,140,136,151,156,110,115,0,0,808
NAHANT,01960000,0,0,40,21,25,37,43,39,45,0,0,0,0,0,0,0,0,250
NANTUCKET,01970000,0,22,99,94,108,105,103,78,93,91,86,93,83,69,81,1,0,"1,206"
NARRAGANSETT,07200000,0,29,95,114,140,120,143,116,128,123,92,108,107,88,90,0,0,"1,493"
NASHOBA,07250000,9,38,210,231,242,250,252,233,209,235,190,201,197,200,186,0,0,"2,883"
NASHOBA VALLEY TECH,08520000,0,0,0,0,0,0,0,0,0,0,0,137,158,138,118,0,0,551
NATICK,01980000,0,42,410,348,389,364,358,343,306,332,268,266,247,234,208,0,0,"4,115"
NAUSET,06600000,0,17,0,0,0,0,0,0,233,226,232,256,256,224,205,0,0,"1,649"
NEEDHAM,01990000,0,0,360,348,393,382,333,358,338,322,283,322,298,279,265,0,0,"4,281"
NEIGHBORHOOD HOUSE CHART,04440000,0,0,18,18,18,18,18,18,17,0,0,0,0,0,0,0,0,125
NEW BEDFORD,02010000,9,383,"1,105","1,338","1,315","1,318","1,261","1,146","1,153","1,153","1,129",857,952,869,740,0,0,"14,728"
NEW SALEM-WENDELL,07280000,0,35,23,19,33,18,26,26,24,0,0,0,0,0,0,0,0,204
NEWBURYPORT,02040000,0,23,159,191,222,209,236,195,208,177,211,192,177,144,154,0,0,"2,498"
NEWTON,02070000,164,0,808,887,873,878,923,873,838,836,828,776,748,752,754,6,0,"10,944"
NORFOLK,02080000,0,46,157,151,185,171,139,158,149,0,0,0,0,0,0,0,0,"1,156"
NORFOLK COUNTY AGR,09150000,0,0,0,0,0,0,0,0,0,0,0,120,116,100,115,0,0,451
NORTH ADAMS,02090000,3,76,173,180,180,189,174,196,166,192,186,187,147,157,119,0,0,"2,325"
NORTH ANDOVER,02110000,0,72,330,337,370,390,368,349,333,345,314,231,231,207,210,0,0,"4,087"
NORTH ATTLEBOROUGH,02120000,48,0,385,394,416,362,400,354,367,349,364,304,240,234,242,0,0,"4,459"
NORTH BROOKFIELD,02150000,0,0,58,85,79,67,81,68,68,72,75,45,40,43,50,0,0,831
NORTH MIDDLESEX,07350000,0,132,375,368,413,387,422,431,384,422,370,320,291,290,242,0,0,"4,847"
NORTH READING,02170000,11,16,215,228,205,196,215,194,194,132,165,159,141,118,128,0,0,"2,317"
NORTH SHORE REG VOC,08540000,0,0,0,0,0,0,0,0,0,0,0,130,108,103,112,4,0,457
NORTH STAR ACADEMY CH SCH,04730000,0,0,0,0,0,0,0,0,0,0,0,72,30,0,6,0,0,108
NORTHAMPTON,02100000,4,65,186,267,203,272,239,242,233,249,244,202,214,194,174,0,0,"2,988"
NORTHAMPTON-SMITH,04060000,1,0,0,0,0,0,0,0,0,0,0,148,145,138,109,0,0,541
NORTHBORO-SOUTHBORO,07300000,0,0,0,0,0,0,0,0,0,0,0,223,205,232,198,0,0,858
NORTHBOROUGH,02130000,0,0,211,255,209,241,218,205,215,205,207,0,0,0,0,0,0,"1,966"
NORTHBRIDGE,02140000,10,90,240,187,225,193,186,174,191,192,172,132,131,119,92,0,0,"2,334"
NORTHEAST METRO VOC,08530000,0,0,0,0,0,0,0,0,0,0,0,321,307,260,223,0,0,"1,111"
NORTHERN BERKSHIRE VOC,08510000,0,0,0,0,0,0,0,0,0,0,0,123,112,109,103,36,0,483
NORTON,02180000,12,54,272,296,254,253,232,224,208,190,216,146,164,149,128,0,0,"2,798"
NORWELL,02190000,0,22,165,159,155,165,146,146,143,140,146,142,117,114,111,0,0,"1,871"
NORWOOD,02200000,0,89,294,333,322,301,315,308,286,284,242,221,243,224,228,0,0,"3,690"
OAK BLUFFS,02210000,0,23,44,56,46,53,61,50,38,37,45,0,0,0,0,0,0,453
OLD COLONY REG VOC TECH,08550000,0,0,0,0,0,0,0,0,0,0,0,142,140,124,97,0,0,503
OLD ROCHESTER,07400000,0,0,0,0,0,0,0,0,0,210,224,168,162,144,150,0,0,"1,058"
ORANGE,02230000,0,78,79,111,129,129,125,123,138,0,0,0,0,0,0,0,0,912
ORLEANS,02240000,0,25,38,53,60,59,67,67,0,0,0,0,0,0,0,0,0,369
OXFORD,02260000,15,51,179,141,177,174,170,192,153,200,169,135,135,121,113,0,0,"2,125"
PALMER,02270000,9,32,183,199,160,159,169,166,212,169,196,169,131,113,107,0,0,"2,174"
PATHFINDER VOC TECH,08600000,64,0,0,0,0,0,0,0,0,0,0,166,162,145,131,0,0,668
PEABODY,02290000,64,93,526,551,526,543,530,484,525,489,477,491,425,402,328,0,0,"6,454"
PELHAM,02300000,0,0,14,24,25,17,23,22,17,0,0,0,0,0,0,0,0,142
PEMBROKE,02310000,0,0,245,250,290,259,265,251,273,0,0,0,0,0,0,0,0,"1,833"
PENTUCKET,07450000,0,95,245,278,296,283,273,270,303,273,262,228,179,186,165,0,0,"3,336"
PETERSHAM,02340000,0,0,10,14,16,11,15,15,14,0,0,0,0,0,0,0,0,95
PIONEER VALLEY,07500000,0,73,66,75,102,70,97,103,97,109,104,106,81,81,65,0,0,"1,229"
PIONEER VALLEY PERF ARTS,04790000,0,0,0,0,0,0,0,0,0,0,0,64,69,0,0,0,0,133
PITTSFIELD,02360000,197,122,528,526,548,511,501,524,506,467,511,546,537,489,432,11,0,"6,956"
PLAINVILLE,02380000,0,38,94,109,97,107,100,87,102,0,0,0,0,0,0,0,0,734
PLYMOUTH,02390000,0,118,710,741,745,739,718,687,679,690,699,630,619,589,515,0,0,"8,879"
PLYMPTON,02400000,0,0,40,41,44,36,35,41,44,0,0,0,0,0,0,0,0,281
PROVINCETOWN,02420000,0,27,14,23,12,29,18,21,25,40,23,23,38,32,29,0,0,354
QUABBIN,07530000,21,48,247,235,229,250,240,268,238,285,219,194,173,173,148,0,0,"2,968"
QUABOAG REGIONAL,07780000,0,76,93,131,128,145,144,138,132,106,106,108,109,102,78,0,0,"1,596"
QUINCY,02430000,165,242,606,697,734,705,692,675,675,663,627,690,667,592,555,0,0,"8,985"
RALPH C MAHAR,07550000,0,0,0,0,0,0,0,0,0,138,156,145,94,120,100,0,0,753
RANDOLPH,02440000,111,41,267,366,385,357,338,312,349,323,323,297,259,255,185,0,0,"4,168"
READING,02460000,0,0,319,363,376,319,350,370,336,345,295,258,279,264,244,0,0,"4,118"
REVERE,02480000,81,188,485,545,503,529,530,500,430,458,419,357,331,311,275,0,0,"5,942"
