DISTRICT,ORG CODE,UG,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,13,14,TOTAL
RICHMOND,02490000,0,0,18,15,25,27,18,19,27,28,26,0,0,0,0,0,0,203
ROCHESTER,02500000,0,14,57,58,73,64,62,61,62,0,0,0,0,0,0,0,0,451
ROCKLAND,02510000,24,88,234,248,237,195,246,223,225,227,215,176,171,171,142,0,0,"2,822"
ROCKPORT,02520000,0,0,106,100,81,111,91,102,80,101,111,89,66,49,49,0,0,"1,136"
ROWE,02530000,0,7,8,9,6,9,5,2,10,0,0,0,0,0,0,0,0,56
SABIS INTERNATIONAL,04410000,0,0,69,72,70,75,84,88,87,89,59,57,0,0,0,0,0,750
SALEM,02580000,0,183,501,459,465,491,393,393,347,343,335,317,333,233,231,0,0,"5,024"
SANDWICH,02610000,0,59,288,319,322,333,328,309,332,308,266,262,232,241,208,0,0,"3,807"
SAUGUS,02620000,0,66,256,305,239,259,281,278,242,278,255,269,245,200,188,0,0,"3,361"
SAVOY,02630000,0,11,9,7,6,7,10,7,0,0,0,0,0,0,0,0,0,57
SCITUATE,02640000,12,69,251,255,293,239,259,271,221,236,237,180,176,158,157,0,0,"3,014"
SEEKONK,02650000,0,9,128,163,177,180,191,177,204,185,180,151,166,142,139,0,0,"2,192"
SEVEN HILLS CHARTER SCH,04860000,0,0,56,84,84,81,83,56,83,82,51,0,0,0,0,0,0,660
SHARON,02660000,0,0,244,238,273,256,264,283,271,249,251,246,249,208,172,0,0,"3,204"
SHAWSHEEN VALLEY VOC TECH,08710000,0,0,0,0,0,0,0,0,0,0,0,284,300,297,261,0,0,"1,142"
SHERBORN,02690000,0,0,67,79,85,88,72,86,0,0,0,0,0,0,0,0,0,477
SHIRLEY,02700000,0,31,84,79,73,74,74,87,89,68,49,0,0,0,0,0,0,708
SHREWSBURY,02710000,16,98,330,364,400,389,348,360,330,331,291,196,225,264,239,0,0,"4,181"
SHUTESBURY,02720000,0,16,24,27,31,33,32,31,30,0,0,0,0,0,0,0,0,224
SILVER LAKE,07600000,0,0,0,0,0,0,0,0,0,530,494,447,430,420,379,2,0,"2,702"
SO MIDDLESEX VOC TECH REG,08290000,0,0,0,0,0,0,0,0,0,0,0,209,174,180,153,70,0,786
SOMERSET,02730000,0,70,125,189,192,190,225,191,233,236,197,233,262,274,244,0,0,"2,861"
SOMERVILLE,02740000,524,226,426,434,393,389,409,455,419,432,442,561,508,414,351,1,0,"6,384"
SOMERVILLE CHARTER SCHOOL,04870000,0,0,77,79,71,47,51,54,57,47,25,16,0,0,0,0,0,524
SOUTH HADLEY,02780000,0,55,152,179,178,179,188,200,209,196,206,165,136,155,152,0,0,"2,350"
SOUTH SHORE CHARTER SCH,04880000,0,0,35,35,32,40,19,19,27,19,32,34,36,21,6,0,0,355
SOUTH SHORE REG VOC TECH,08730000,0,0,0,0,0,0,0,0,0,0,0,150,143,131,126,0,0,550
SOUTHAMPTON,02750000,0,26,78,73,81,80,82,67,54,0,0,0,0,0,0,0,0,541
SOUTHBOROUGH,02760000,0,0,145,160,154,151,140,141,115,100,120,0,0,0,0,0,0,"1,226"
SOUTHBRIDGE,02770000,0,0,261,240,216,235,219,214,228,205,209,177,128,122,106,0,0,"2,560"
SOUTHEASTERN REG VOC TECH,08720000,0,0,0,0,0,0,0,0,0,0,0,322,305,271,236,154,0,"1,288"
SOUTHERN BERKSHIRE,07650000,0,32,125,86,74,82,78,75,97,73,92,100,67,48,61,0,0,"1,090"
SOUTHERN WORCESTER CTY VT,08760000,0,0,0,0,0,0,0,0,0,0,0,296,271,249,201,4,3,"1,024"
SOUTHWICK-TOLLAND,07660000,1,27,117,153,131,148,146,125,143,162,151,153,157,131,135,0,0,"1,880"
SPENCER-E BROOKFIELD,07670000,1,85,198,194,174,186,156,154,184,193,178,149,148,134,135,0,0,"2,269"
SPRINGFIELD,02810000,476,624,"1,918","2,345","2,134","2,048","2,022","1,793","1,593","1,848","1,777","2,267","1,764","1,284",985,2,0,"24,880"
STONEHAM,02840000,0,70,208,223,229,253,236,223,221,217,190,200,195,186,194,0,0,"2,845"
STOUGHTON,02850000,29,59,316,349,352,332,348,334,328,323,326,306,282,226,260,0,0,"4,170"
STURBRIDGE,02870000,0,44,100,104,118,114,123,137,126,0,0,0,0,0,0,0,0,866
SUDBURY,02880000,0,40,260,314,314,304,290,310,266,257,237,0,0,0,0,0,0,"2,592"
SUNDERLAND,02890000,0,23,49,36,44,26,35,33,30,0,0,0,0,0,0,0,0,276
SUTTON,02900000,3,39,126,134,121,136,120,133,123,123,97,83,83,76,87,0,0,"1,484"
SWAMPSCOTT,02910000,21,0,190,170,166,191,167,160,187,215,224,182,187,182,167,0,0,"2,409"
SWANSEA,02920000,16,51,155,169,161,182,160,194,182,207,177,211,182,135,143,0,0,"2,325"
TANTASQUA,07700000,0,0,0,0,0,0,0,0,0,271,308,271,259,229,229,1,0,"1,568"
TAUNTON,02930000,24,226,676,685,717,709,642,577,617,647,609,475,528,413,297,0,0,"7,842"
TEWKSBURY,02950000,75,50,325,383,409,386,341,337,365,310,296,222,212,199,182,0,0,"4,092"
TISBURY,02960000,0,14,40,31,41,41,52,40,41,48,55,0,0,0,0,0,0,403
TOPSFIELD,02980000,0,0,95,107,85,94,91,89,83,0,0,0,0,0,0,0,0,644
TRI COUNTY,08780000,0,0,0,0,0,0,0,0,0,0,0,234,216,207,185,0,0,842
TRITON,07730000,0,133,282,306,285,331,269,298,277,268,236,235,199,171,151,0,0,"3,441"
TRURO,03000000,0,20,19,17,16,29,26,16,25,0,0,0,0,0,0,0,0,168
TYNGSBOROUGH,03010000,0,90,138,160,171,157,171,176,152,148,151,120,122,113,105,0,0,"1,974"
UP-ISLAND REGIONAL,07740000,0,7,40,48,55,48,58,51,47,48,58,0,0,0,0,0,0,460
UPPER CAPE COD VOC TECH,08790000,0,0,0,0,0,0,0,0,0,0,0,162,143,113,98,31,0,547
UXBRIDGE,03040000,0,162,182,201,206,187,186,172,162,160,173,103,121,120,128,0,0,"2,263"
WACHUSETT,07750000,0,71,504,547,560,602,534,557,525,506,503,387,374,382,388,8,0,"6,448"
WAKEFIELD,03050000,40,0,224,286,282,282,244,298,277,283,265,265,256,236,218,0,0,"3,456"
WALES,03060000,1,43,19,20,25,33,29,23,28,0,0,0,0,0,0,0,0,221
WALPOLE,03070000,0,0,283,328,334,320,315,318,279,278,276,210,245,192,221,0,0,"3,599"
WALTHAM,03080000,4,81,461,453,438,409,385,397,386,423,386,362,411,374,368,0,0,"5,338"
WARE,03090000,6,44,108,98,132,113,126,105,97,91,129,103,86,64,53,0,0,"1,355"
WAREHAM,03100000,27,27,262,260,327,303,306,316,316,285,306,241,226,176,152,0,0,"3,530"
WATERTOWN,03140000,13,10,260,189,238,221,195,205,223,238,183,190,169,185,129,0,0,"2,648"
WAYLAND,03150000,0,0,223,253,225,230,229,204,220,209,204,176,179,154,173,0,0,"2,679"
WEBSTER,03160000,15,94,180,156,155,185,158,164,166,170,163,112,133,107,106,0,0,"2,064"
WELLESLEY,03170000,4,0,315,331,310,330,299,296,269,286,230,226,246,182,199,0,0,"3,523"
WELLFLEET,03180000,0,1,13,24,33,27,28,36,0,0,0,0,0,0,0,0,0,162
WEST BOYLSTON,03220000,0,0,80,106,88,89,96,86,103,82,91,80,79,77,52,0,0,"1,109"
WEST BRIDGEWATER,03230000,0,12,53,86,89,87,76,91,84,90,81,83,62,66,51,0,0,"1,011"
WEST SPRINGFIELD,03320000,0,74,269,299,324,312,285,304,298,284,328,397,294,279,231,0,0,"3,978"
WESTBOROUGH,03210000,10,30,256,285,304,270,279,254,254,245,213,202,201,198,174,0,0,"3,175"
WESTFIELD,03250000,0,131,459,508,511,504,536,486,475,500,549,521,529,482,415,0,0,"6,606"
WESTFORD,03260000,0,40,357,387,355,334,323,293,311,319,270,239,254,238,210,0,0,"3,930"
WESTHAMPTON,03270000,0,15,16,19,22,24,25,26,22,0,0,0,0,0,0,0,0,169
WESTON,03300000,0,0,167,166,177,188,180,178,185,137,133,117,139,111,93,0,0,"1,971"
WESTPORT,03310000,0,53,119,134,154,149,147,154,153,155,144,131,124,132,97,0,0,"1,846"
WESTWOOD,03350000,0,57,204,211,217,206,200,197,200,176,154,147,133,135,119,0,0,"2,356"
WEYMOUTH,03360000,35,202,549,560,597,542,501,492,553,476,505,487,479,459,350,3,0,"6,790"
WHATELY,03370000,0,24,17,18,14,17,19,22,16,0,0,0,0,0,0,0,0,147
WHITMAN-HANSON,07800000,8,138,349,352,351,386,356,366,348,341,370,291,283,239,241,0,0,"4,419"
WHITTIER VOC,08850000,0,0,0,0,0,0,0,0,0,0,0,418,331,307,251,0,0,"1,307"
WILLIAMSBURG,03400000,0,25,21,37,30,29,40,38,42,0,0,0,0,0,0,0,0,262
WILLIAMSTOWN,03410000,0,34,72,65,73,71,89,83,80,0,0,0,0,0,0,0,0,567
WILMINGTON,03420000,33,63,297,296,307,289,318,309,276,288,249,194,177,190,152,0,0,"3,438"
WINCHENDON,03430000,0,55,180,150,143,167,161,147,154,171,165,134,110,79,64,0,0,"1,880"
WINCHESTER,03440000,7,42,258,272,315,275,253,234,240,229,243,213,187,206,187,0,0,"3,161"
WINTHROP,03460000,0,49,184,177,184,200,201,186,177,179,160,130,164,141,149,0,0,"2,281"
WOBURN,03470000,15,69,340,407,436,385,366,395,388,375,364,333,271,287,263,0,0,"4,694"
WORCESTER,03480000,0,844,"2,305","2,341","2,359","2,212","2,051","1,968","1,882","1,698","1,651","1,548","1,034","1,077",995,0,0,"23,965"
WORCESTER TRADE COMPLEX,04080000,0,0,0,0,0,0,0,0,0,0,0,315,278,175,206,228,66,"1,268"
WRENTHAM,03500000,0,50,137,174,167,143,174,144,166,0,0,0,0,0,0,0,0,"1,155"
State Totals,00000000,"4,814","18,226","73,125","79,785","79,534","77,849","75,586","73,697","72,208","72,275","69,388","72,256","65,793","60,116","54,354","1,239",160,"950,405"
