DISTRICT,ORG CODE,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,TOTAL
Shawsheen Valley Voc Tech,08710000,0,0,0,0,0,0,0,0,0,0,307,313,309,249,3,"1,181"
Sherborn,02690000,9,59,75,64,78,65,90,0,0,0,0,0,0,0,0,440
Shirley,02700000,69,72,82,69,86,72,74,84,86,64,0,0,0,0,0,758
Shrewsbury,02710000,150,408,442,483,442,488,428,423,426,395,344,329,287,270,3,"5,318"
Shutesbury,02720000,22,21,18,22,26,15,28,31,0,0,0,0,0,0,0,183
Silver Lake,07600000,0,0,0,0,0,0,0,0,575,515,471,482,493,360,0,"2,896"
Smith Leadership Academy Charter,04190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
So Middlesex Voc Tech Reg,08290000,0,0,0,0,0,0,0,0,0,0,185,188,200,193,3,769
So.Boston Harbor Academy Charter,04490000,0,0,0,0,0,0,65,46,44,49,25,26,22,0,0,277
Somerset,02730000,74,172,188,190,196,172,184,225,227,234,318,251,257,203,0,"2,891"
Somerville,02740000,203,404,421,425,432,433,417,417,438,363,549,473,397,385,0,"5,757"
South Hadley,02780000,71,138,151,154,181,171,188,198,187,182,167,169,165,164,0,"2,286"
South Shore Charter,04880000,0,41,32,26,33,27,22,32,32,37,16,23,10,5,0,336
South Shore Reg Voc Tech,08730000,0,0,0,0,0,0,0,0,0,0,157,137,133,104,0,531
Southampton,02750000,24,58,67,71,93,61,88,78,0,0,0,0,0,0,0,540
Southborough,02760000,29,182,183,204,157,186,175,176,168,154,0,0,0,0,0,"1,614"
Southbridge,02770000,116,221,211,216,208,232,217,225,234,218,186,121,136,88,0,"2,629"
Southeastern Reg Voc Tech,08720000,0,0,0,0,0,0,0,0,0,0,323,302,274,260,0,"1,161"
Southern Berkshire,07650000,37,112,80,62,88,77,76,76,77,75,61,76,73,56,0,"1,026"
Southern Worcester Cty VT,08760000,0,0,0,0,0,0,0,0,0,0,286,277,237,212,0,"1,015"
Southwick-Tolland,07660000,30,134,129,142,136,128,140,154,131,155,155,156,134,144,1,"1,870"
Spencer-E Brookfield,07670000,75,161,182,143,161,155,190,200,192,193,137,148,165,118,0,"2,220"
Springfield,02810000,755,"2,055","2,149","2,170","2,206","2,071","2,216","2,110","2,122","2,017","2,654","1,695","1,238","1,136",0,"26,594"
Stoneham,02840000,144,193,211,208,217,212,223,229,227,262,228,226,194,195,0,"2,969"
Stoughton,02850000,80,294,277,261,319,313,338,351,352,357,319,297,309,254,0,"4,121"
Sturbridge,02870000,53,83,103,109,115,129,122,117,0,0,0,0,0,0,0,831
Sturgis Charter,04890000,0,0,0,0,0,0,0,0,0,0,97,110,36,43,0,286
Sudbury,02880000,73,359,356,336,363,323,258,343,335,333,0,0,0,0,0,"3,079"
Sunderland,02890000,21,38,36,32,33,34,48,36,0,0,0,0,0,0,0,278
Sutton,02900000,11,144,135,141,116,151,144,147,124,133,89,100,87,104,0,"1,626"
Swampscott,02910000,14,166,177,170,163,139,186,181,209,226,183,162,203,178,0,"2,357"
Swansea,02920000,41,141,162,174,171,162,178,170,186,203,167,171,154,152,0,"2,232"
Tantasqua,07700000,0,0,0,0,0,0,0,0,300,307,310,304,265,237,0,"1,723"
Taunton,02930000,203,646,705,693,702,698,702,706,725,717,604,449,469,362,14,"8,395"
Tewksbury,02950000,109,396,395,383,414,416,387,391,421,407,313,285,237,184,0,"4,738"
Tisbury,02960000,0,28,25,42,38,39,33,30,44,41,0,0,0,0,0,320
Topsfield,02980000,8,92,101,101,100,109,108,126,0,0,0,0,0,0,0,745
Tri County,08780000,0,0,0,0,0,0,0,0,0,0,215,241,204,187,0,847
Triton,07730000,151,252,239,237,290,281,310,284,281,302,296,247,199,196,0,"3,565"
Truro,03000000,3,16,18,15,14,16,19,12,0,0,0,0,0,0,0,113
Tyngsborough,03010000,115,153,196,164,159,152,154,159,196,183,164,159,141,130,0,"2,225"
Up-Island Regional,07740000,4,41,45,48,41,46,49,60,55,48,0,0,0,0,0,437
Uphams Corner Charter,04900000,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,74
Upper Cape Cod Voc Tech,08790000,0,0,0,0,0,0,0,0,0,0,178,165,144,123,0,610
Uxbridge,03040000,140,181,169,180,175,161,220,204,209,181,159,134,123,121,2,"2,359"
Wachusett,07750000,45,511,541,550,556,572,571,602,616,604,434,436,427,382,8,"6,855"
Wakefield,03050000,58,257,234,275,274,259,254,290,283,291,244,248,256,222,0,"3,445"
Wales,03060000,20,17,18,23,19,26,20,13,0,0,0,0,0,0,0,156
Walpole,03070000,96,298,258,296,271,291,299,324,290,313,254,258,215,213,0,"3,676"
Waltham,03080000,85,359,350,343,338,359,359,376,364,379,373,381,381,378,0,"4,825"
Ware,03090000,56,99,98,92,101,96,113,97,126,119,107,98,58,61,0,"1,321"
Wareham,03100000,42,229,271,260,293,262,293,280,324,323,329,208,212,163,0,"3,489"
Watertown,03140000,32,164,184,177,170,161,204,160,217,204,165,171,202,211,0,"2,422"
Wayland,03150000,0,194,191,244,231,248,238,246,254,248,226,198,212,192,0,"2,922"
Webster,03160000,71,145,148,123,143,138,156,148,152,164,138,123,101,109,0,"1,859"
Wellesley,03170000,59,360,365,353,353,337,326,332,284,291,295,253,224,247,0,"4,079"
Wellfleet,03180000,0,22,26,24,22,26,11,0,0,0,0,0,0,0,0,131
West Boylston,03220000,23,68,71,82,96,89,114,98,92,92,88,93,91,82,0,"1,179"
West Bridgewater,03230000,29,69,93,78,80,88,63,90,95,95,55,66,59,67,0,"1,027"
West Springfield,03320000,64,261,281,269,280,303,328,307,345,354,353,315,268,262,0,"3,990"
Westborough,03210000,66,269,258,243,234,295,320,284,301,285,261,254,230,228,0,"3,528"
Westfield,03250000,132,383,507,485,462,485,505,514,540,540,605,563,541,462,0,"6,724"
Westford,03260000,55,370,416,420,416,396,408,393,391,347,365,308,327,313,0,"4,925"
Westhampton,03270000,18,20,20,16,15,21,17,17,0,0,0,0,0,0,0,144
Weston,03300000,54,160,185,184,171,193,188,192,193,197,164,171,161,140,0,"2,353"
Westport,03310000,105,123,140,145,151,164,156,167,160,169,145,129,120,98,0,"1,972"
Westwood,03350000,29,228,209,227,224,222,422,220,219,5,193,176,167,156,0,"2,697"
Weymouth,03360000,295,550,566,494,510,472,544,550,604,599,490,485,472,400,5,"7,038"
Whately,03370000,12,10,17,19,20,21,17,21,0,0,0,0,0,0,0,137
Whitman-Hanson,07800000,145,304,338,335,352,342,383,382,374,396,323,293,277,277,0,"4,521"
Whittier Voc,08850000,0,0,0,0,0,0,0,0,0,0,399,384,331,261,0,"1,375"
Williamsburg,03400000,26,29,28,30,26,20,22,44,0,0,0,0,0,0,0,225
Williamstown,03410000,35,65,58,77,88,66,83,76,0,0,0,0,0,0,0,548
Wilmington,03420000,60,304,325,320,332,330,320,305,332,302,237,226,208,210,0,"3,811"
Winchendon,03430000,86,153,118,125,133,141,161,167,169,164,148,121,111,99,0,"1,896"
Winchester,03440000,56,253,279,304,265,278,284,284,308,274,239,226,231,220,0,"3,501"
Winthrop,03460000,47,147,165,154,173,171,184,188,165,211,179,129,131,94,0,"2,138"
Woburn,03470000,118,352,332,363,338,357,347,360,415,364,346,380,314,296,0,"4,682"
Worcester,03480000,897,"2,073","2,050","1,981","1,991","2,110","2,006","2,086","1,995","1,902","2,115","1,683","1,444","1,347",0,"25,712"
Wrentham,03500000,76,161,166,165,185,173,175,170,0,0,0,0,0,0,0,"1,271"
State Totals,00000000,"22,803","69,324","73,663","73,550","74,167","75,165","77,110","77,845","79,520","77,903","82,071","72,404","66,548","60,916",224,"983,313"
