DISTRICT,ORG CODE,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,TOTAL
Brockton,00440000,334,"1,226","1,213","1,238","1,350","1,335","1,402","1,389","1,502","1,382","1,508","1,175",779,848,19,"16,700"
Brookfield,00450000,47,40,44,46,42,42,32,3,0,0,0,0,0,0,0,296
Brookline,00460000,210,430,430,414,424,453,447,463,455,462,471,492,470,417,6,"6,044"
Burlington,00480000,0,306,307,276,274,288,293,282,305,276,232,241,218,213,0,"3,511"
Cambridge,00490000,56,646,587,531,493,513,538,499,483,540,490,428,492,469,10,"6,775"
Canton,00500000,44,215,233,248,256,241,239,218,223,252,214,188,206,180,0,"2,957"
Cape Cod Lighthouse Charter,04320000,0,0,0,0,0,0,0,60,60,60,0,0,0,0,0,180
Cape Cod Region Voc Tech,08150000,0,0,0,0,0,0,0,0,0,0,176,179,158,152,0,665
Carlisle,00510000,15,66,92,98,112,85,96,75,102,94,0,0,0,0,0,835
Carver,00520000,37,167,159,173,160,167,199,174,174,169,153,135,152,113,0,"2,132"
Central Berkshire,06350000,25,150,123,141,160,166,165,179,224,216,201,190,207,169,0,"2,316"
Champion HMCS,04340000,0,0,0,0,0,0,0,0,0,0,45,37,8,9,0,99
Chatham,00550000,12,55,56,56,53,57,41,58,63,55,57,59,54,63,0,739
Chelmsford,00560000,53,421,420,437,457,459,438,420,453,452,447,424,427,420,0,"5,728"
Chelsea,00570000,324,503,456,471,367,465,433,466,536,455,466,322,259,254,0,"5,777"
Chesterfield-Goshen,06320000,18,17,21,23,25,19,25,19,0,0,0,0,0,0,0,167
Chicopee,00610000,274,512,514,539,588,552,588,615,602,562,859,589,436,472,0,"7,702"
City On A Hill Charter,04370000,0,0,0,0,0,0,0,0,0,0,110,61,47,40,0,258
Clarksburg,00630000,0,21,16,24,27,23,22,32,19,27,0,0,0,0,0,211
Clinton,00640000,101,145,124,153,136,149,147,164,152,170,146,140,125,132,0,"1,984"
Codman Academy Charter,04380000,0,0,0,0,0,0,0,0,0,0,35,25,0,0,0,60
Cohasset,00650000,0,107,113,123,123,121,132,111,97,120,99,79,88,79,0,"1,392"
Community Day Charter,04400000,0,64,44,22,24,23,44,31,28,26,0,0,0,0,0,306
Concord,00670000,18,208,210,213,208,231,241,232,199,228,0,0,0,0,0,"1,988"
Concord-Carlisle,06400000,0,0,0,0,0,0,0,0,0,0,328,309,287,284,0,"1,208"
Conservatory Lab Charter,04390000,0,18,20,21,20,20,18,0,0,0,0,0,0,0,0,117
Conway,00680000,14,14,16,18,21,21,23,22,0,0,0,0,0,0,0,149
Danvers,00710000,29,295,273,272,273,301,309,274,334,318,262,250,248,258,0,"3,696"
Dartmouth,00720000,40,236,346,292,304,313,313,374,372,351,357,306,325,321,5,"4,255"
Dedham,00730000,114,209,249,230,258,240,251,205,243,241,215,208,168,152,0,"2,983"
Deerfield,00740000,37,58,61,52,59,59,61,55,0,0,0,0,0,0,0,442
Dennis-Yarmouth,06450000,81,299,305,308,351,323,357,349,392,350,382,285,266,277,4,"4,329"
Dighton-Rehoboth,06500000,75,203,231,247,251,224,275,257,283,291,229,268,264,209,0,"3,307"
Douglas,00770000,135,123,138,90,123,119,119,122,116,96,79,81,64,74,4,"1,483"
Dover,00780000,9,95,86,108,106,89,93,0,0,0,0,0,0,0,0,586
Dover-Sherborn,06550000,0,0,0,0,0,0,0,176,156,163,124,148,115,104,0,986
Dracut,00790000,50,290,351,317,322,360,367,381,363,366,310,279,245,258,0,"4,259"
Dudley-Charlton Reg,06580000,192,322,288,285,354,335,353,368,363,342,318,285,293,231,0,"4,329"
Duxbury,00820000,59,245,217,244,253,225,263,262,242,262,250,240,223,249,0,"3,234"
East Bridgewater,00830000,24,180,219,181,195,166,195,209,215,204,173,177,167,163,0,"2,468"
East Longmeadow,00870000,67,173,176,197,178,205,197,192,214,230,224,245,209,163,0,"2,670"
Eastham,00850000,0,48,33,31,36,50,60,0,0,0,0,0,0,0,0,258
Easthampton,00860000,48,108,109,130,146,128,144,173,153,143,118,94,83,127,1,"1,705"
Easton,00880000,75,270,304,311,322,314,315,314,283,290,251,255,266,273,5,"3,848"
Edgartown,00890000,0,42,33,42,35,33,39,50,38,46,0,0,0,0,0,358
Edward Brooke Charter,04280000,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,85
Erving,00910000,36,23,21,14,20,13,18,21,0,0,0,0,0,0,0,166
Essex Agr Tech,09130000,0,0,0,0,0,0,0,0,0,0,118,107,79,93,0,397
Everett,00930000,396,289,332,362,354,339,448,427,404,452,468,395,376,329,0,"5,371"
Excel Academy Charter,04100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairhaven,00940000,40,146,153,168,170,181,187,208,202,219,220,165,141,143,0,"2,343"
Fall River,00950000,217,993,958,990,912,963,994,"1,048","1,059","1,071","1,031",797,546,549,4,"12,132"
Falmouth,00960000,139,307,293,330,326,343,364,396,396,404,331,367,311,271,0,"4,578"
Farmington River Reg,06620000,28,18,17,18,29,32,17,19,0,0,0,0,0,0,0,178
Fitchburg,00970000,116,417,481,513,482,491,518,545,430,500,485,394,299,306,0,"5,977"
Florida,00980000,19,8,10,9,12,11,9,11,11,15,0,0,0,0,0,115
Four Rivers Charter,04130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foxboro Regional Charter,04460000,0,95,88,75,77,78,76,79,57,60,14,11,16,19,0,745
Foxborough,00990000,108,178,197,210,196,219,212,252,238,229,228,204,186,193,0,"2,850"
Framingham,01000000,216,661,706,739,675,680,709,622,639,751,535,492,516,423,0,"8,364"
Framingham Community Charter,04180000,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,97
Francis W. Parker Charter,04780000,0,0,0,0,0,0,0,0,63,71,67,61,41,46,0,349
Franklin,01010000,155,477,500,534,468,476,469,426,468,426,371,330,295,316,0,"5,711"
Franklin County,08180000,0,0,0,0,0,0,0,0,0,0,144,127,122,115,0,508
Frederick Douglass Charter,04420000,0,0,0,0,0,0,0,63,67,64,0,0,0,0,0,194
Freetown,01020000,22,109,95,94,92,104,0,0,0,0,0,0,0,0,0,516
Freetown-Lakeville,06650000,0,0,0,0,0,0,274,247,253,280,215,206,194,159,0,"1,828"
Frontier,06700000,0,0,0,0,0,0,0,0,142,112,112,115,101,87,1,670
Gardner,01030000,67,222,201,249,225,262,270,269,257,263,264,252,227,202,1,"3,231"
Gateway,06720000,52,99,102,102,106,107,106,108,113,119,128,116,87,113,0,"1,458"
Georgetown,01050000,152,117,134,111,134,117,132,114,102,122,100,103,87,97,0,"1,622"
Gill-Montague,06740000,42,94,87,95,89,91,99,120,139,126,135,118,95,95,0,"1,425"
Gloucester,01070000,62,289,328,293,287,327,295,321,283,346,348,373,301,293,0,"4,146"
Gosnold,01090000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Grafton,01100000,78,123,197,193,197,212,194,207,178,200,126,120,144,124,0,"2,293"
Granby,01110000,14,63,77,86,87,96,97,115,95,77,80,61,96,75,0,"1,119"
Granville,01120000,27,17,29,15,23,22,41,22,34,30,0,0,0,0,0,260
Greater Fall River,08210000,0,0,0,0,0,0,0,0,0,0,336,317,244,245,0,"1,142"
Greater Lawrence RVT,08230000,0,0,0,0,0,0,0,0,0,0,417,388,337,269,0,"1,412"
Greater Lowell Voc Tec,08280000,0,0,0,0,0,0,0,0,0,0,540,494,427,397,33,"1,891"
Greater New Bedford,08250000,0,0,0,0,0,0,0,0,0,0,536,516,419,354,0,"1,825"
Greenfield,01140000,70,163,162,146,182,159,180,194,196,213,187,158,123,111,0,"2,244"
Groton-Dunstable,06730000,70,206,241,232,231,251,226,222,231,197,191,155,199,122,1,"2,775"
Hadley,01170000,49,47,50,33,54,45,51,51,45,44,37,45,39,43,0,633
Halifax,01180000,0,97,109,98,100,93,101,108,0,0,0,0,0,0,0,706
Hamilton-Wenham,06750000,34,131,184,160,183,161,184,166,167,165,176,187,190,166,0,"2,254"
Hampden-Wilbraham,06800000,65,237,257,272,260,255,277,330,310,339,350,341,271,314,0,"3,878"
Hampshire,06830000,0,0,0,0,0,0,0,0,157,170,151,126,112,136,0,852
Hancock,01210000,10,3,6,7,9,7,6,9,0,0,0,0,0,0,0,57
Hanover,01220000,55,210,234,232,212,228,210,212,201,230,190,172,185,153,5,"2,729"
Harvard,01250000,0,69,94,85,89,102,81,113,105,111,89,99,106,78,0,"1,221"
Harwich,01260000,23,84,122,107,106,130,113,135,139,122,129,87,106,97,0,"1,500"
Hatfield,01270000,25,35,28,35,38,27,43,45,51,35,33,33,35,25,0,488
Haverhill,01280000,169,596,675,649,614,647,672,763,774,727,569,546,485,417,5,"8,308"
Hawlemont,06850000,23,13,12,14,19,11,18,13,0,0,0,0,0,0,0,123
Health Careers Academy HMCS,04520000,0,0,0,0,0,0,0,0,0,0,39,46,57,39,0,181
Hilltown Cooperative Charter,04500000,0,10,16,16,17,17,18,14,15,16,0,0,0,0,0,139
Hingham,01310000,57,282,271,303,280,266,273,281,305,286,261,234,213,238,0,"3,550"
Holbrook,01330000,25,97,119,84,123,130,111,145,140,130,88,70,93,81,0,"1,436"
Holland,01350000,40,26,27,25,32,34,40,46,0,0,0,0,0,0,0,270
Holliston,01360000,88,203,217,237,264,240,236,272,260,218,230,224,202,191,1,"3,083"
Holyoke,01370000,177,553,590,541,563,523,594,546,595,594,724,486,386,383,0,"7,255"
Hopedale,01380000,122,98,103,99,97,90,89,92,91,97,69,65,63,47,0,"1,222"
Hopkinton,01390000,0,271,284,8,265,285,271,254,262,225,230,207,191,171,1,"2,925"
Hudson,01410000,121,184,209,210,205,230,222,220,224,217,201,170,179,177,0,"2,769"
Hull,01420000,28,85,95,88,94,98,101,112,122,104,114,99,93,95,0,"1,328"
Ipswich,01440000,55,139,161,138,165,149,159,181,165,181,160,155,136,124,0,"2,068"
King Philip,06900000,0,0,0,0,0,0,0,0,423,388,297,283,278,231,0,"1,900"
Kingston,01450000,0,160,163,201,174,178,187,150,0,0,0,0,0,0,0,"1,213"
Lakeville,01460000,25,137,170,123,130,136,0,0,0,0,0,0,0,0,0,721
Lanesborough,01480000,25,36,48,35,37,37,49,40,0,0,0,0,0,0,0,307
Lawrence,01490000,376,893,"1,044","1,123","1,112","1,112","1,150","1,141","1,181","1,153",808,576,481,437,0,"12,587"
Lawrence Family Development Charter,04540000,0,59,61,57,53,56,54,48,57,28,0,0,0,0,0,473
Lee,01500000,25,52,44,52,63,56,57,53,75,75,103,70,100,72,2,899
Leicester,01510000,99,135,111,147,146,148,156,151,163,172,131,126,145,114,0,"1,944"
Lenox,01520000,19,48,53,59,57,53,80,66,70,61,73,61,63,61,1,825
Leominster,01530000,136,414,451,482,493,423,493,482,486,491,541,450,426,373,2,"6,146"
Leverett,01540000,13,12,14,31,12,16,16,26,0,0,0,0,0,0,0,140
Lexington,01550000,64,349,436,463,504,496,455,492,547,482,467,441,442,413,0,"6,051"
Lincoln,01570000,46,182,151,167,157,166,127,127,143,112,0,0,0,0,0,"1,378"
Lincoln-Sudbury,06950000,0,0,0,0,0,0,0,0,0,0,362,360,336,314,0,"1,372"
Littleton,01580000,45,125,160,130,155,129,126,121,105,102,115,76,74,87,0,"1,550"
Longmeadow,01590000,48,238,239,252,257,239,245,261,271,226,274,257,262,250,0,"3,319"
Lowell,01600000,409,"1,128","1,182","1,191","1,147","1,200","1,324","1,371","1,384","1,341","1,180","1,033",835,747,0,"15,479"
Lowell Community Charter,04560000,0,94,109,118,37,36,44,0,0,0,0,0,0,0,0,438
Lowell Middlesex Academy Charter,04580000,0,0,0,0,0,0,0,0,0,0,10,31,25,38,0,104
Ludlow,01610000,87,161,207,206,205,218,196,277,270,261,295,248,194,210,0,"3,035"
Lunenburg,01620000,66,124,122,118,136,133,143,150,151,156,153,172,132,131,0,"1,887"
Lynn,01630000,598,"1,036","1,237","1,161","1,146","1,153","1,197","1,121","1,084","1,165","1,312","1,103","1,018",783,0,"15,114"
Lynnfield,01640000,58,155,149,157,154,168,171,154,175,149,130,132,126,107,0,"1,985"
Ma Academy for Math and Science,04680000,0,0,0,0,0,0,0,0,0,0,0,0,60,47,0,107
Malden,01650000,210,450,482,463,442,454,446,493,502,472,451,386,350,344,0,"5,945"
Manchester Essex Regional,06980000,0,94,88,101,105,110,97,89,92,106,99,85,96,74,0,"1,236"
Mansfield,01670000,0,344,402,409,415,411,400,382,377,345,298,275,263,214,0,"4,535"
Marblehead,01680000,31,277,214,210,240,250,197,208,219,218,263,213,211,209,0,"2,960"
Marblehead Community Charter,04640000,0,0,0,0,0,0,44,44,44,44,0,0,0,0,0,176
Marion,01690000,12,66,63,59,72,77,81,66,0,0,0,0,0,0,0,496
Marlborough,01700000,142,345,371,408,383,398,390,377,410,438,312,295,265,195,0,"4,729"
Marshfield,01710000,115,366,389,347,384,344,367,342,346,355,337,296,335,331,0,"4,654"
Martha's Vineyard Charter,04660000,0,13,12,13,10,14,14,14,13,22,8,9,10,7,0,159
Marthas Vineyard,07000000,0,0,0,0,0,0,0,0,0,0,223,199,196,181,1,800
Masconomet,07050000,0,0,0,0,0,0,0,0,330,363,343,299,279,276,0,"1,890"
Mashpee,01720000,26,170,148,155,152,199,192,210,201,175,187,138,144,121,0,"2,218"
Mattapoisett,01730000,14,58,63,75,87,87,74,94,0,0,0,0,0,0,0,552
Maynard,01740000,56,116,125,107,108,117,131,112,125,100,74,90,75,97,0,"1,433"
Medfield,01750000,39,206,262,247,244,251,231,246,249,256,187,219,187,154,0,"2,978"
Medford,01760000,90,332,346,302,321,341,373,392,390,378,387,366,378,326,0,"4,722"
Media and Technology Charter,04690000,0,0,0,0,0,0,0,0,0,0,79,50,32,0,0,161
Medway,01770000,67,209,236,242,237,245,235,241,193,224,179,193,188,159,0,"2,848"
Melrose,01780000,65,273,288,261,282,257,294,270,271,250,255,244,255,233,0,"3,498"
Mendon-Upton,07100000,48,237,204,218,207,225,198,194,188,193,152,140,129,117,0,"2,450"
Methuen,01810000,135,516,545,559,532,566,566,652,614,574,505,477,413,403,38,"7,095"
Middleborough,01820000,50,289,274,306,286,281,302,314,327,322,281,230,258,184,0,"3,704"
Middleton,01840000,7,86,114,100,89,98,109,100,0,0,0,0,0,0,0,703
Milford,01850000,88,300,351,341,294,319,307,334,328,318,278,323,273,246,0,"4,100"
Millbury,01860000,63,146,129,139,130,169,160,175,167,179,128,126,122,95,0,"1,928"
Millis,01870000,57,116,121,100,110,121,108,112,91,107,74,70,66,73,0,"1,326"
Milton,01890000,85,209,286,268,277,307,343,291,309,274,238,235,244,231,0,"3,597"
Minuteman Voc Tech,08300000,0,0,0,0,0,0,0,0,0,0,178,201,148,166,0,729
Mohawk Trail,07170000,52,77,86,109,107,96,105,117,153,158,131,130,124,113,4,"1,562"
Monson,01910000,53,92,104,125,109,131,102,120,136,121,123,88,98,82,0,"1,484"
Montachusett Voc Tech Reg,08320000,0,0,0,0,0,0,0,0,0,0,326,292,272,248,0,"1,138"
Mount Greylock,07150000,0,0,0,0,0,0,0,0,141,144,142,138,121,115,0,801
Murdoch Middle Public Charter,04350000,0,0,0,0,0,0,54,69,68,60,0,0,0,0,0,251
Mystic Valley Regional Charter,04700000,0,139,120,120,120,118,87,74,67,66,20,0,0,0,0,931
Nahant,01960000,0,31,30,27,24,35,35,25,0,0,0,0,0,0,0,207
Nantucket,01970000,19,74,83,76,86,84,90,84,94,97,109,76,93,76,0,"1,141"
Narragansett,07200000,25,100,127,125,123,110,107,126,156,139,137,117,104,86,0,"1,582"
Nashoba,07250000,84,231,225,229,248,224,237,235,269,254,230,199,189,195,0,"3,049"
Nashoba Valley Tech,08520000,0,0,0,0,0,0,0,0,0,0,138,144,117,128,0,527
Natick,01980000,135,406,393,391,379,362,352,326,347,311,311,303,276,263,0,"4,555"
Nauset,06600000,80,0,0,0,0,0,0,232,238,269,316,258,241,213,3,"1,850"
Needham,01990000,73,434,305,348,360,332,373,331,380,358,357,355,319,314,0,"4,639"
Neighborhood House Charter,04440000,20,21,21,20,21,20,21,22,20,20,0,0,0,0,0,206
New Bedford,02010000,479,"1,109","1,320","1,193","1,262","1,203","1,222","1,110","1,198","1,150","1,052",820,820,642,0,"14,580"
New Bedford Global HMCS,04720000,0,0,0,0,0,0,0,90,96,62,0,0,0,0,0,248
New Leadership HMCS,04710000,0,0,0,0,0,0,0,75,77,70,43,27,27,0,0,319
New Salem-Wendell,07280000,32,17,19,18,19,21,25,27,0,0,0,0,0,0,0,178
Newburyport,02040000,50,170,164,187,164,184,164,172,189,192,233,183,172,151,0,"2,375"
Newton,02070000,127,792,805,798,817,858,900,915,873,889,925,878,900,881,2,"11,360"
Norfolk,02080000,61,153,151,160,162,169,155,147,0,0,0,0,0,0,0,"1,158"
Norfolk County Agr,09150000,0,0,0,0,0,0,0,0,0,0,111,102,100,106,0,419
North Adams,02090000,56,155,145,156,161,157,177,160,174,175,161,172,138,130,7,"2,124"
North Andover,02110000,69,311,323,329,358,349,361,352,372,382,312,275,265,262,0,"4,320"
North Attleborough,02120000,127,363,390,383,348,360,363,402,424,385,300,295,270,275,0,"4,685"
North Brookfield,02150000,0,53,69,62,75,70,64,76,68,63,64,48,50,48,0,810
North Central Charter Essential School,04740000,0,0,0,0,0,0,0,0,96,82,57,0,0,0,0,235
North Middlesex,07350000,148,291,353,343,379,362,400,380,390,400,346,333,276,258,0,"4,659"
North Reading,02170000,59,199,252,224,211,233,228,220,203,182,202,143,153,95,0,"2,604"
North Shore Reg Voc,08540000,0,0,0,0,0,0,0,0,0,0,122,108,101,95,0,431
Northampton,02100000,47,215,181,205,186,239,215,247,239,282,238,244,199,182,0,"2,919"
Northampton-Smith,04060000,0,0,0,0,0,0,0,0,0,0,124,113,113,97,0,447
Northboro-Southboro,07300000,0,0,0,0,0,0,0,0,0,0,297,299,294,256,1,"1,147"
Northborough,02130000,41,181,211,202,198,219,240,244,225,239,0,0,0,0,0,"2,000"
Northbridge,02140000,111,213,191,196,186,205,187,183,210,209,177,151,150,121,0,"2,490"
Northeast Metro Voc,08530000,0,0,0,0,0,0,0,0,0,0,329,330,269,248,0,"1,176"
Northern Berkshire Voc,08510000,0,0,0,0,0,0,0,0,0,0,125,110,104,88,0,427
Norton,02180000,105,258,290,293,293,264,274,263,268,247,194,186,157,139,0,"3,231"
Norwell,02190000,48,144,157,166,136,155,179,166,167,173,132,129,138,130,0,"2,020"
Norwood,02200000,110,269,309,264,231,269,316,290,314,274,282,294,272,247,0,"3,741"
Oak Bluffs,02210000,11,36,43,48,45,54,47,56,52,51,0,0,0,0,0,443
Old Colony Reg Voc Tech,08550000,0,0,0,0,0,0,0,0,0,0,148,146,134,122,0,550
Old Rochester,07400000,0,0,0,0,0,0,0,0,260,228,176,171,185,167,0,"1,187"
Orange,02230000,74,111,91,95,122,102,95,108,0,0,0,0,0,0,0,798
Orleans,02240000,0,34,41,35,41,39,39,0,0,0,0,0,0,0,0,229
Oxford,02260000,60,158,170,171,165,176,173,173,174,181,178,158,154,170,0,"2,261"
Palmer,02270000,47,118,168,154,175,153,206,185,167,191,131,149,155,115,0,"2,114"
Pathfinder Voc Tech,08600000,0,0,0,0,0,0,0,0,0,0,174,172,164,155,0,665
Peabody,02290000,168,483,516,532,485,547,504,526,509,553,494,461,443,420,1,"6,642"
Pelham,02300000,0,13,15,14,16,14,18,21,0,0,0,0,0,0,0,111
Pembroke,02310000,0,273,269,244,234,285,263,260,0,0,0,0,0,0,0,"1,828"
Pentucket,07450000,72,256,257,260,276,263,268,275,309,276,247,235,241,210,0,"3,445"
Petersham,02340000,0,14,18,17,17,14,12,16,0,0,0,0,0,0,0,108
Pioneer Valley,07500000,65,81,60,69,67,73,79,91,114,98,91,107,65,64,0,"1,124"
Pioneer Valley Performing Arts Charter,04790000,0,0,0,0,0,0,0,0,0,9,72,73,67,79,0,300
Pittsfield,02360000,204,464,513,491,514,500,496,523,550,507,600,552,442,358,0,"6,718"
Plainville,02380000,62,97,106,121,108,107,107,103,0,0,0,0,0,0,0,811
Plymouth,02390000,166,597,691,708,661,749,700,687,681,705,753,674,593,562,0,"8,931"
Plympton,02400000,0,29,31,33,31,41,50,41,0,0,0,0,0,0,0,256
Prospect Hill Academy Charter,04870000,0,52,59,59,74,84,65,69,63,41,33,24,21,11,0,655
Provincetown,02420000,24,10,13,18,11,19,11,22,17,35,25,24,26,36,0,291
Quabbin,07530000,76,190,198,222,225,252,252,264,275,289,265,274,216,216,1,"3,215"
Quaboag Regional,07780000,52,105,94,127,107,116,104,132,131,150,118,110,95,72,0,"1,513"
Quincy,02430000,268,506,632,657,645,637,648,666,693,713,810,684,679,608,0,"8,846"
Ralph C Mahar,07550000,0,0,0,0,0,0,0,0,162,143,119,106,114,85,0,729
Randolph,02440000,80,236,283,300,303,303,327,341,415,360,296,286,241,216,4,"3,991"
Reading,02460000,58,321,336,354,310,308,357,344,363,320,303,325,292,302,0,"4,293"
Revere,02480000,214,384,504,416,458,441,496,481,485,508,547,378,369,255,7,"5,943"
Richmond,02490000,0,17,15,15,17,27,24,18,29,28,0,0,0,0,0,190
Rising Tide Charter,04830000,0,0,0,0,0,0,57,58,57,48,0,0,0,0,0,220
River Valley Charter,04820000,0,0,36,32,30,32,39,21,42,24,0,0,0,0,0,256
Robert M. Hughes Academy Charter,04510000,0,21,22,20,24,22,22,19,14,16,0,0,0,0,0,180
Rochester,02500000,13,70,67,66,73,75,64,72,0,0,0,0,0,0,0,500
Rockland,02510000,58,188,234,194,216,234,213,236,233,196,213,199,198,184,0,"2,796"
Rockport,02520000,12,90,67,70,55,78,104,96,84,115,79,80,60,79,0,"1,069"
Rowe,02530000,11,7,4,5,4,7,5,7,0,0,0,0,0,0,0,50
Roxbury Charter,04220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roxbury Preparatory Charter,04840000,0,0,0,0,0,0,0,72,58,46,0,0,0,0,0,176
Sabis International Charter,04410000,0,96,100,97,155,169,120,120,120,87,84,68,40,56,0,"1,312"
Salem,02580000,166,370,356,422,338,429,427,407,403,407,454,313,283,225,0,"5,000"
Sandwich,02610000,74,290,317,335,318,318,323,345,336,371,306,288,295,255,0,"4,171"
Saugus,02620000,58,232,260,262,286,277,276,311,256,269,461,73,199,174,0,"3,394"
Savoy,02630000,13,8,10,4,8,4,8,0,0,0,0,0,0,0,0,55
Scituate,02640000,70,264,230,261,260,237,264,240,282,233,203,220,166,189,0,"3,119"
Seekonk,02650000,30,135,178,163,178,166,179,178,219,209,192,169,168,143,0,"2,307"
Seven Hills Charter,04860000,0,78,76,75,73,74,55,80,85,66,0,0,0,0,0,662
Sharon,02660000,79,215,255,296,253,272,263,264,283,285,269,281,268,262,0,"3,545"
