SCHOOL,ORG CODE,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,TOTAL
Agawam - James Clark School,00050030,0,73,79,74,78,80,0,0,0,0,0,0,0,0,0,384
Agawam - Robinson Park,00050025,0,76,90,84,87,79,0,0,0,0,0,0,0,0,0,416
Amesbury - Amesbury Elementary,00070005,54,87,83,90,93,79,0,0,0,0,0,0,0,0,0,486
Amesbury - Amesbury High,00070505,0,0,0,0,0,0,0,0,0,0,237,183,194,184,5,803
Amesbury - Amesbury Middle,00070013,0,0,0,0,0,0,189,212,197,189,0,0,0,0,0,787
Amesbury - Charles C Cashman El,00070010,35,111,105,97,96,93,0,0,0,0,0,0,0,0,0,537
Amherst - Crocker Farm Elementary,00080009,61,53,42,48,43,34,39,46,0,0,0,0,0,0,0,366
Amherst - Fort River Elementary,00080020,0,60,56,73,61,96,77,65,0,0,0,0,0,0,0,488
Amherst - Marks Meadow Laboratory,00080030,0,22,35,32,18,20,25,37,0,0,0,0,0,0,0,189
Amherst - Wildwood Elementary,00080050,0,57,58,54,71,59,68,73,0,0,0,0,0,0,0,440
Amherst-Pelham - Amherst Regional High,06050505,0,0,0,0,0,0,0,0,0,0,332,358,310,340,0,"1,340"
Amherst-Pelham - Amherst Regional MS,06050405,0,0,0,0,0,0,0,0,287,318,0,0,0,0,0,605
Andover - Andover High,00090505,0,0,0,0,0,0,0,0,0,0,470,444,456,358,3,"1,731"
Andover - Andover West Middle,00090310,0,0,0,0,0,0,0,163,161,163,0,0,0,0,0,487
Andover - Bancroft Elementary,00090003,0,78,69,64,85,77,78,0,0,0,0,0,0,0,0,451
Andover - Doherty Middle,00090305,0,0,0,0,0,0,0,183,194,185,0,0,0,0,0,562
Andover - Henry C Sanborn Elem,00090010,0,53,59,50,64,59,78,0,0,0,0,0,0,0,0,363
Andover - High Plain Elementary,00090004,0,69,82,102,93,104,85,0,0,0,0,0,0,0,0,535
Andover - Shawsheen School,00090005,71,79,58,69,0,0,0,0,0,0,0,0,0,0,0,277
Andover - South Elementary,00090020,0,76,101,81,80,98,108,0,0,0,0,0,0,0,0,544
Andover - West Elementary,00090025,0,86,67,76,126,142,119,0,0,0,0,0,0,0,0,616
Andover - Wood Hill Middle School,00090350,0,0,0,0,0,0,0,135,123,135,0,0,0,0,0,393
Arlington - Arlington High,00100505,0,0,0,0,0,0,0,0,0,0,287,280,300,252,0,"1,119"
Arlington - Brackett,00100010,0,84,65,73,68,64,48,0,0,0,0,0,0,0,0,402
Arlington - Cyrus E Dallin,00100025,0,52,64,57,50,68,59,0,0,0,0,0,0,0,0,350
Arlington - Hardy,00100030,0,63,41,56,57,42,50,0,0,0,0,0,0,0,0,309
Arlington - John A Bishop,00100005,0,61,73,73,64,55,63,0,0,0,0,0,0,0,0,389
Arlington - M Norcross Stratton,00100055,0,54,56,60,41,50,48,0,0,0,0,0,0,0,0,309
Arlington - Menotomy Preschool,00100038,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
Arlington - Ottoson Middle,00100410,0,0,0,0,0,0,0,346,292,334,0,0,0,0,0,972
Arlington - Peirce,00100045,0,41,39,43,45,34,35,0,0,0,0,0,0,0,0,237
Arlington - Thompson,00100050,0,51,67,44,49,51,59,0,0,0,0,0,0,0,0,321
Ashburnham-Westminster - Briggs Elem,06100025,25,68,90,76,66,83,95,0,0,0,0,0,0,0,0,503
Ashburnham-Westminster - Meetinghouse School,06100010,33,86,96,0,0,0,0,0,0,0,0,0,0,0,0,215
Ashburnham-Westminster - Oakmont Regional H S,06100505,0,0,0,0,0,0,0,0,0,0,196,169,160,163,8,696
Ashburnham-Westminster - Overlook Middle School,06100305,0,0,0,0,0,0,0,183,213,220,0,0,0,0,0,616
Ashburnham-Westminster - Westminster Elem,06100005,0,0,0,91,85,104,106,0,0,0,0,0,0,0,0,386
Ashland - Ashland High,00140505,0,0,0,0,0,0,0,0,0,0,171,166,169,145,0,651
Ashland - Ashland Middle,00140405,0,0,0,0,0,0,0,0,196,184,0,0,0,0,0,380
Ashland - David Mindess,00140015,0,0,0,0,0,209,201,209,0,0,0,0,0,0,0,619
Ashland - Henry E Warren Elem,00140010,0,0,244,179,221,0,0,0,0,0,0,0,0,0,0,644
Ashland - William Pittaway Elem,00140005,121,214,0,0,0,0,0,0,0,0,0,0,0,0,0,335
Assabet Valley - Assabet Valley Voc H S,08010605,0,0,0,0,0,0,0,0,0,0,242,252,216,197,0,907
Athol-Royalston - Athol High,06150505,0,0,0,0,0,0,0,0,0,0,187,182,133,119,0,621
Athol-Royalston - Athol-Royalston Middle School,06150305,0,0,0,0,0,0,0,165,167,154,0,0,0,0,0,486
Athol-Royalston - Ellen Bigelow,06150005,2,3,6,11,5,4,7,4,2,5,8,4,1,3,1,66
Athol-Royalston - Pleasant St,06150016,0,40,51,51,46,81,74,0,0,0,0,0,0,0,0,343
Athol-Royalston - Riverbend,06150020,2,19,17,25,20,55,76,0,0,0,0,0,0,0,0,214
Athol-Royalston - Royalston Community Sch,06150050,0,11,17,16,16,29,17,18,0,0,0,0,0,0,0,124
Athol-Royalston - Sanders Street,06150025,0,33,39,39,38,0,0,0,0,0,0,0,0,0,0,149
Athol-Royalston - Silver Lake,06150030,38,23,26,25,25,0,0,0,0,0,0,0,0,0,0,137
Atlantis Charter - Atlantis Charter School,04910550,0,85,89,92,92,69,71,72,66,64,0,0,0,0,0,700
Attleboro - A. Irvin Studley Elementary School,00160001,0,79,99,89,99,84,0,0,0,0,0,0,0,0,0,450
Attleboro - Attleboro High,00160505,0,0,0,0,0,0,0,0,0,0,587,510,435,408,0,"1,940"
Attleboro - Cyril K. Brennan Middle School,00160315,0,0,0,0,0,0,145,142,175,157,0,0,0,0,0,619
Attleboro - Early Learning Center,00160008,140,3,0,0,0,0,0,0,0,0,0,0,0,0,0,143
Attleboro - Hill-Roberts Elementary School,00160045,0,96,97,104,96,93,0,0,0,0,0,0,0,0,0,486
Attleboro - Hyman Fine Elementary School,00160040,0,77,103,94,102,100,0,0,0,0,0,0,0,0,0,476
Attleboro - Peter Thacher Elementary School,00160050,0,104,81,110,96,97,0,0,0,0,0,0,0,0,0,488
Attleboro - Robert J. Coelho Middle School,00160305,0,0,0,0,0,0,137,175,153,156,0,0,0,0,0,621
Attleboro - Thomas E. Willett School,00160035,0,80,89,71,80,102,0,0,0,0,0,0,0,0,0,422
Attleboro - Wamsutta Middle School,00160320,0,0,0,0,0,0,165,175,175,148,0,0,0,0,0,663
Auburn - Auburn Middle,00170305,0,0,0,0,0,0,0,186,217,180,0,0,0,0,0,583
Auburn - Auburn Senior High,00170505,0,0,0,0,0,0,0,0,0,0,153,167,152,160,1,633
Auburn - Bryn Mawr,00170010,0,74,76,86,0,0,0,0,0,0,0,0,0,0,0,236
Auburn - Julia Bancroft,00170005,0,0,0,0,100,93,103,0,0,0,0,0,0,0,0,296
Auburn - Mary D Stone,00170025,76,64,70,86,0,0,0,0,0,0,0,0,0,0,0,296
Auburn - Pakachoag,00170015,0,0,0,0,88,109,98,0,0,0,0,0,0,0,0,295
Avon - Avon Middle High School,00180510,0,0,0,0,0,0,0,0,63,65,60,62,58,44,0,352
Avon - Ralph D Butler,00180010,12,39,45,51,57,51,58,58,0,0,0,0,0,0,0,371
Ayer - Ayer High,00190510,0,0,0,0,0,0,0,0,0,0,97,95,90,102,0,384
Ayer - Ayer Middle,00190305,0,0,0,0,0,0,112,93,84,94,0,0,0,0,0,383
Ayer - Page-Hilltop,00190025,90,111,106,100,87,107,0,0,0,0,0,0,0,0,0,601
Barnstable - Barnstable Early Learning Center,00200004,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
Barnstable - Barnstable High,00200505,0,0,0,0,0,0,0,0,0,0,596,490,480,406,0,"1,972"
Barnstable - Barnstable Middle School,00200305,0,0,0,0,0,0,0,0,520,494,0,0,0,0,0,"1,014"
Barnstable - Centerville Elementary,00200010,3,62,63,75,76,88,0,0,0,0,0,0,0,0,0,367
Barnstable - Cotuit Elem,00200015,0,0,0,0,57,55,0,0,0,0,0,0,0,0,0,112
Barnstable - Hyannis Elementary,00200020,0,59,65,81,55,75,0,0,0,0,0,0,0,0,0,335
Barnstable - Hyannis West Elementary,00200025,2,53,60,60,73,62,0,0,0,0,0,0,0,0,0,310
Barnstable - Marstons Mills Elem,00200030,0,59,45,58,0,0,0,0,0,0,0,0,0,0,0,162
Barnstable - Osterville Bay Elementary,00200040,0,0,0,0,90,83,0,0,0,0,0,0,0,0,0,173
Barnstable - Osterville Elementary,00200035,0,63,96,89,0,0,0,0,0,0,0,0,0,0,0,248
Barnstable - West Barnstable Elem,00200005,0,47,55,52,62,63,0,0,0,0,0,0,0,0,0,279
Barnstable HMCS - Barnstable HMCS School,04230010,0,0,0,0,0,0,466,427,0,0,0,0,0,0,0,893
Bedford - Bedford High,00230505,0,0,0,0,0,0,0,0,0,0,196,180,184,166,0,726
Bedford - John Glenn Middle,00230305,0,0,0,0,0,0,0,169,153,187,0,0,0,0,0,509
Bedford - Lt Elezer Davis,00230010,19,175,164,179,0,0,0,0,0,0,0,0,0,0,0,537
Bedford - Lt Job Lane School,00230012,0,0,0,0,161,186,160,0,0,0,0,0,0,0,0,507
Belchertown - Belchertown High,00240505,0,0,0,0,0,0,0,0,0,0,209,201,166,153,0,729
Belchertown - Chestnut Hill Community,00240004,0,0,0,0,0,0,0,225,199,204,0,0,0,0,0,628
Belchertown - Cold Spring,00240005,0,164,89,95,0,0,0,0,0,0,0,0,0,0,0,348
Belchertown - Swift River Elem,00240018,40,0,0,0,209,203,188,0,0,0,0,0,0,0,0,640
Belchertown - Tadgell Hall,00240020,0,0,93,100,0,0,0,0,0,0,0,0,0,0,0,193
Bellingham - Bellingham ECC,00250003,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Bellingham - Bellingham High School,00250505,0,0,0,0,0,0,0,0,0,0,194,197,194,181,0,766
Bellingham - Bellingham Memorial Middle School,00250315,0,0,0,0,0,0,222,223,217,201,0,0,0,0,0,863
Bellingham - Clara Macy Elementary,00250009,0,56,51,54,58,61,0,0,0,0,0,0,0,0,0,280
Bellingham - Primavera Jr/Sr H S,00250510,0,0,0,0,0,0,0,0,0,5,8,11,12,8,0,44
Bellingham - South Elem,00250020,0,79,91,103,78,67,0,0,0,0,0,0,0,0,0,418
Bellingham - Stall Brook,00250025,0,52,65,62,62,59,0,0,0,0,0,0,0,0,0,300
Belmont - Belmont High,00260505,0,0,0,0,0,0,0,0,0,0,309,298,287,285,0,"1,179"
Belmont - Daniel Butler,00260015,0,45,51,36,46,53,0,0,0,0,0,0,0,0,0,231
Belmont - Mary Lee Burbank,00260010,0,50,57,61,55,62,0,0,0,0,0,0,0,0,0,285
Belmont - Roger E Wellington,00260035,0,96,86,73,86,85,0,0,0,0,0,0,0,0,0,426
Belmont - Winn Brook,00260005,56,57,78,81,88,74,0,0,0,0,0,0,0,0,0,434
Belmont - Winthrop L Chenery Middle,00260305,0,0,0,0,0,0,273,306,284,293,0,0,0,0,0,"1,156"
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,0,49,38,35,34,37,29,31,19,30,0,0,0,0,0,302
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,0,44,45,44,46,45,47,44,37,48,0,0,0,0,0,400
Berkley - Berkley Community School,00270010,78,104,104,103,88,101,0,0,0,0,0,0,0,0,0,578
Berkley - Berkley Middle School,00270305,0,0,0,0,0,0,103,109,129,117,0,0,0,0,0,458
Berkshire Arts and Technology Charter - Berkshire Arts and Technology Charter School,04140305,0,0,0,0,0,0,0,37,0,0,27,0,0,0,0,64
Berkshire Hills - Monument Mt Reg High,06180505,0,0,0,0,0,0,0,0,0,0,145,182,147,138,0,612
Berkshire Hills - Searles Middle,06180305,0,0,0,0,0,0,82,87,127,117,0,0,0,0,0,413
Berkshire Hills - Stockbridge Plain,06180030,10,75,68,69,78,66,0,0,0,0,0,0,0,0,0,366
Berlin - Berlin Memorial,00280005,12,45,33,34,27,38,34,34,0,0,0,0,0,0,0,257
Berlin-Boylston - Tahanto Reg High,06200505,0,0,0,0,0,0,0,0,97,89,68,76,73,57,0,460
Beverly - Ayers/Ryal Side Sch,00300055,33,75,73,70,69,72,84,0,0,0,0,0,0,0,0,476
Beverly - Beverly High,00300505,0,0,0,0,0,0,0,0,0,0,367,356,300,271,0,"1,294"
Beverly - Briscoe Middle,00300305,0,0,0,0,0,0,0,177,178,185,0,0,0,0,0,540
Beverly - Centerville Elementary,00300010,0,23,74,71,52,57,48,0,0,0,0,0,0,0,0,325
Beverly - Cove Elementary,00300015,45,73,62,65,83,79,75,0,0,0,0,0,0,0,0,482
Beverly - Hannah Elementary,00300033,0,60,47,46,47,67,43,0,0,0,0,0,0,0,0,310
Beverly - McKeown Elementary,00300037,0,39,41,44,39,43,40,0,0,0,0,0,0,0,0,246
Beverly - Memorial Middle,00300310,0,0,0,0,0,0,0,162,175,167,0,0,0,0,0,504
Beverly - North Beverly Elementary,00300040,0,57,46,53,68,56,57,0,0,0,0,0,0,0,0,337
Billerica - Billerica Memorial High School,00310505,108,0,0,0,0,0,0,0,0,0,415,402,385,343,0,"1,653"
Billerica - Eugene C Vining,00310030,0,54,61,70,59,51,46,0,0,0,0,0,0,0,0,341
Billerica - Frederick J Dutile,00310007,0,79,82,84,90,102,81,0,0,0,0,0,0,0,0,518
Billerica - Hajjar Elementary,00310026,0,103,126,96,89,90,112,0,0,0,0,0,0,0,0,616
Billerica - John F Kennedy,00310012,0,68,108,102,77,78,104,0,0,0,0,0,0,0,0,537
Billerica - Locke Middle,00310310,0,0,0,0,0,0,0,206,226,210,0,0,0,0,0,642
Billerica - Marshall Middle School,00310305,0,0,0,0,0,0,0,277,293,302,0,0,0,0,0,872
Billerica - Parker,00310015,0,54,76,70,68,77,76,0,0,0,0,0,0,0,0,421
Billerica - Thomas Ditson,00310005,0,105,141,134,140,134,130,0,0,0,0,0,0,0,0,784
Blackstone Valley Reg - Blackstone Valley,08050605,0,0,0,0,0,0,0,0,0,0,240,225,200,185,0,850
Blackstone-Millville - A F Maloney,06220015,0,0,0,0,0,138,136,0,0,0,0,0,0,0,0,274
Blackstone-Millville - Blackstone Millville RHS,06220505,0,0,0,0,0,0,0,0,0,0,174,148,113,152,0,587
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,0,0,0,0,0,0,0,181,205,214,0,0,0,0,0,600
Blackstone-Millville - John F Kennedy Elem,06220008,24,97,92,93,124,0,0,0,0,0,0,0,0,0,0,430
Blackstone-Millville - Millville Elem,06220010,68,45,50,51,52,53,40,0,0,0,0,0,0,0,0,359
Blue Hills Voc - Blue Hills Reg Voc Tech,08060605,0,0,0,0,0,0,0,0,0,0,212,202,192,174,0,780
Boston - Academy of Public Service,00350502,0,0,0,0,0,0,0,0,0,0,79,74,64,70,0,287
Boston - Agassiz,00350007,40,92,103,96,115,105,116,0,0,0,0,0,0,0,0,667
Boston - Alexander Hamilton,00350011,0,29,33,26,29,33,38,0,0,0,0,0,0,0,0,188
Boston - Another Course To College,00350541,0,0,0,0,0,0,0,0,0,0,70,63,51,50,0,234
Boston - Beethoven,00350021,0,43,45,44,54,57,47,0,0,0,0,0,0,0,0,290
Boston - Blackstone,00350390,41,93,102,87,90,104,109,0,0,0,0,0,0,0,0,626
Boston - Blue Hill Ave ECC,00350010,65,71,62,0,0,0,0,0,0,0,0,0,0,0,0,198
Boston - Boston Adult Academy,00350548,0,0,0,0,0,0,0,0,0,0,3,4,50,117,0,174
Boston - Boston Arts Academy,00350546,0,0,0,0,0,0,0,0,0,0,105,99,100,89,0,393
Boston - Boston Community Leadership Academy,00350558,0,0,0,0,0,0,0,0,0,0,87,63,92,131,0,373
Boston - Boston International  High School,00350507,0,0,0,0,0,0,0,0,0,0,41,61,39,0,0,141
Boston - Boston Latin,00350560,0,0,0,0,0,0,0,0,417,379,438,421,385,391,0,"2,431"
Boston - Boston Latin Academy,00350545,0,0,0,0,0,0,0,0,276,289,302,247,271,201,0,"1,586"
Boston - Boston Middle School Academy,00350413,0,0,0,0,0,0,0,1,8,14,0,0,0,0,0,23
Boston - Brighton High,00350505,0,0,0,0,0,0,0,0,0,0,353,374,328,272,0,"1,327"
Boston - Carter Develop Day Care,00350036,0,0,0,0,0,0,0,2,0,0,2,1,2,18,0,25
Boston - Charles H Taylor,00350054,15,59,74,89,92,96,93,0,0,0,0,0,0,0,0,518
Boston - Charles Sumner,00350052,0,74,87,77,76,76,97,0,0,0,0,0,0,0,0,487
Boston - Charlestown High,00350515,0,0,0,0,0,0,0,0,0,0,379,332,216,286,0,"1,213"
Boston - Clarence R Edwards Middle,00350430,0,0,0,0,0,0,0,171,151,173,0,0,0,0,0,495
Boston - Community Academy,00350518,0,0,0,0,0,0,0,0,0,0,10,8,7,10,0,35
Boston - Curtis Guild,00350062,0,40,47,42,42,36,30,0,0,0,0,0,0,0,0,237
Boston - Dante Alighieri,00350066,0,22,19,22,23,13,19,0,0,0,0,0,0,0,0,118
Boston - David A Ellis,00350072,0,42,54,55,70,55,56,0,0,0,0,0,0,0,0,332
Boston - Dearborn,00350074,0,0,0,0,0,0,0,156,145,179,0,0,0,0,0,480
Boston - Dennis C Haley,00350077,0,50,52,58,53,46,37,0,0,0,0,0,0,0,0,296
Boston - Donald Mckay,00350080,0,64,62,84,76,87,80,45,31,40,0,0,0,0,0,569
Boston - East Boston ECC,00350009,62,68,63,0,0,0,0,0,0,0,0,0,0,0,0,193
Boston - East Boston High,00350530,0,0,0,0,0,0,0,0,0,0,444,434,270,287,0,"1,435"
Boston - Economics and Business Academy,00350524,0,0,0,0,0,0,0,0,0,0,114,70,43,68,0,295
Boston - Edward Everett,00350088,14,42,43,40,45,42,46,0,0,0,0,0,0,0,0,272
Boston - Egleston Comm High School,00350543,0,0,0,0,0,0,0,0,0,0,15,10,21,37,0,83
Boston - ELC - East Zone,00350005,46,44,42,0,0,0,0,0,0,0,0,0,0,0,0,132
Boston - ELC - North Zone,00350003,89,37,19,0,0,0,0,0,0,0,0,0,0,0,0,145
Boston - ELC - West Zone,00350006,32,37,34,0,0,0,0,0,0,0,0,0,0,0,0,103
Boston - Elihu Greenwood,00350094,0,56,57,68,82,73,73,0,0,0,0,0,0,0,0,409
Boston - Eliot Elementary,00350096,0,21,27,27,26,27,35,0,0,0,0,0,0,0,0,163
Boston - Ellis Mendell,00350100,0,22,29,23,37,27,25,0,0,0,0,0,0,0,0,163
Boston - Emily A Fifield,00350102,0,44,61,62,57,48,39,0,0,0,0,0,0,0,0,311
Boston - Excel High School,00350522,0,0,0,0,0,0,0,0,0,0,125,125,75,52,0,377
Boston - Farragut,00350108,0,22,46,44,42,41,39,0,0,0,0,0,0,0,0,234
Boston - Fenway High School,00350540,0,0,0,0,0,0,0,0,0,0,70,68,64,65,0,267
Boston - Franklin D Roosevelt,00350116,0,42,42,41,47,49,40,0,0,0,0,0,0,0,0,261
Boston - George H Conley,00350122,37,29,32,34,35,27,26,0,0,0,0,0,0,0,0,220
Boston - Grover Cleveland,00350415,0,0,0,0,0,0,0,135,161,180,0,0,0,0,0,476
Boston - Harbor School,00350426,0,0,0,0,0,0,0,97,79,77,0,0,0,0,0,253
Boston - Harvard-Kent,00350200,5,74,96,71,74,77,63,0,0,0,0,0,0,0,0,460
Boston - Henry Grew,00350135,0,39,41,40,44,41,47,0,0,0,0,0,0,0,0,252
Boston - Henry L Higginson,00350137,5,30,32,23,22,25,19,0,0,0,0,0,0,0,0,156
Boston - Horace Mann,00350750,16,7,10,10,18,6,14,19,15,11,4,0,8,9,0,147
Boston - Hugh Roe O'Donnell,00350141,0,43,39,40,35,33,27,0,0,0,0,0,0,0,0,217
Boston - Hyde Park High School,00350550,0,0,0,0,0,0,0,0,0,0,376,256,208,271,0,"1,111"
Boston - Jackson Mann,00350013,6,80,83,100,95,97,76,0,0,0,0,0,0,0,0,537
Boston - James A Garfield Elem,00350152,0,40,37,40,32,39,32,0,0,0,0,0,0,0,0,220
Boston - James Condon Elem,00350146,66,84,93,88,117,111,123,0,0,0,0,0,0,0,0,682
Boston - James J Chittick,00350154,0,43,47,40,55,44,43,0,0,0,0,0,0,0,0,272
Boston - James M Curley,00350384,0,40,45,46,42,42,48,0,0,0,0,0,0,0,0,263
Boston - James Otis,00350156,0,27,49,50,47,53,41,0,0,0,0,0,0,0,0,267
Boston - James P Timilty Middle,00350485,0,0,0,0,0,0,0,256,222,203,0,0,0,0,0,681
Boston - James W Hennigan,00350153,0,46,78,80,87,121,111,0,0,0,0,0,0,0,0,523
Boston - Jeremiah E Burke High,00350525,0,0,0,0,0,0,0,0,0,0,263,198,175,181,0,817
Boston - John D Philbrick,00350172,0,26,27,24,18,18,18,0,0,0,0,0,0,0,0,131
Boston - John F Kennedy,00350166,0,38,77,88,64,69,63,0,0,0,0,0,0,0,0,399
Boston - John Marshall,00350178,0,97,102,117,92,100,114,0,0,0,0,0,0,0,0,622
Boston - John P Holland,00350167,0,93,122,124,116,118,114,0,0,0,0,0,0,0,0,687
Boston - John W McCormack,00350179,0,0,0,0,0,0,0,275,252,230,0,0,0,0,0,757
Boston - John Winthrop,00350180,21,43,43,44,53,54,52,0,0,0,0,0,0,0,0,310
Boston - Joseph J Hurley,00350182,6,57,51,51,45,35,39,0,0,0,0,0,0,0,0,284
Boston - Joseph Lee,00350183,34,41,101,84,89,95,110,0,0,0,0,0,0,0,0,554
Boston - Joseph P Manning,00350184,0,22,27,28,30,32,23,0,0,0,0,0,0,0,0,162
Boston - Joseph P Tynan,00350181,5,46,67,51,53,54,44,0,0,0,0,0,0,0,0,320
Boston - Josiah Quincy,00350286,30,120,123,108,116,144,144,0,0,0,0,0,0,0,0,785
Boston - Joyce Kilmer,00350190,0,44,43,44,46,46,37,0,0,0,0,0,0,0,0,260
Boston - Lee Academy,00350001,42,38,0,0,0,0,0,0,0,0,0,0,0,0,0,80
Boston - Lewis Middle School,00350455,0,0,0,0,0,0,0,110,95,86,0,0,0,0,0,291
Boston - Lucy Stone,00350211,0,22,23,24,24,31,25,0,0,0,0,0,0,0,0,149
Boston - Lyndon,00350262,0,52,48,54,52,52,53,64,42,40,0,0,0,0,0,457
Boston - Madison Park High,00350537,0,0,0,0,0,0,0,0,0,0,485,437,421,346,0,"1,689"
Boston - Manassah E Bradley,00350215,22,22,29,36,45,55,43,0,0,0,0,0,0,0,0,252
Boston - Martin Luther King Jr Mid,00350410,0,0,0,0,0,0,0,107,110,100,0,0,0,0,0,317
Boston - Mary E Curley Middle,00350420,0,0,0,0,0,0,0,232,221,216,0,0,0,0,0,669
Boston - Mary Lyon,00350004,0,13,11,13,13,11,17,15,13,13,0,0,0,0,0,119
Boston - Mather,00350227,0,55,83,72,85,82,88,0,0,0,0,0,0,0,0,465
Boston - Mattahunt,00350226,48,75,116,90,84,97,86,0,0,0,0,0,0,0,0,596
Boston - Mattapan ECC,00350008,57,61,52,0,0,0,0,0,0,0,0,0,0,0,0,170
Boston - Maurice J Tobin,00350229,0,38,58,54,54,48,59,43,27,25,0,0,0,0,0,406
Boston - Michael J Perkins,00350231,0,44,41,35,41,30,27,0,0,0,0,0,0,0,0,218
Boston - Mildred Avenue Middle School,00350381,0,0,0,0,0,0,0,184,207,248,0,0,0,0,0,639
Boston - Mission Hill School,00350382,0,19,19,20,20,16,16,21,12,10,0,0,0,0,0,153
Boston - Monument High School,00350538,0,0,0,0,0,0,0,0,0,0,147,86,84,54,0,371
Boston - Mozart,00350237,22,24,23,23,24,19,23,0,0,0,0,0,0,0,0,158
Boston - Nathan Hale,00350243,0,21,23,39,33,43,24,0,0,0,0,0,0,0,0,183
Boston - New Boston Pilot Middle School,00350383,0,0,0,0,0,0,0,234,238,186,0,0,0,0,0,658
Boston - New Mission High School,00350542,0,0,0,0,0,0,0,0,0,0,54,61,66,48,0,229
Boston - O W Holmes,00350138,17,29,30,29,31,33,29,0,0,0,0,0,0,0,0,198
Boston - O'Bryant Sch Math/Science,00350575,0,0,0,0,0,0,0,0,132,155,263,265,203,210,0,"1,228"
Boston - Odyssey High School,00350577,0,0,0,0,0,0,0,0,0,0,138,100,73,41,0,352
Boston - Oliver Hazard Perry,00350255,0,28,25,31,28,19,23,0,0,0,0,0,0,0,0,154
Boston - Orchard Gardens ,00350257,0,63,65,60,70,72,63,85,107,69,0,0,0,0,0,654
Boston - Patrick F Gavin Middle,00350435,0,0,0,0,0,0,0,180,177,208,0,0,0,0,0,565
Boston - Patrick J Kennedy,00350264,0,20,31,39,33,32,34,0,0,0,0,0,0,0,0,189
Boston - Patrick O'Hearn,00350266,34,22,45,23,23,41,39,0,0,0,0,0,0,0,0,227
