SCHOOL,ORG CODE,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,TOTAL
Agawam - James Clark School,00050030,0,83,69,71,69,81,0,0,0,0,0,0,0,0,0,373
Agawam - Roberta G. Doering School,00050303,0,0,0,0,0,0,293,349,5,2,0,0,0,0,0,649
Agawam - Robinson Park,00050025,0,75,68,78,69,89,0,0,0,0,0,0,0,0,0,379
Amesbury - Amesbury Elementary,00070005,52,82,72,78,81,77,0,0,0,0,0,0,0,0,0,442
Amesbury - Amesbury High,00070505,0,0,0,0,0,0,0,0,0,0,154,158,161,167,4,644
Amesbury - Amesbury Middle,00070013,0,0,0,0,0,0,169,204,205,173,0,0,0,0,0,751
Amesbury - Charles C Cashman El,00070010,24,96,111,100,113,104,0,0,0,0,0,0,0,0,0,548
Amesbury Academy Charter Public (District) - Amesbury Academy Charter Public School,04150505,0,0,0,0,0,0,0,0,0,0,7,12,14,16,0,49
Amherst - Crocker Farm Elementary,00080009,56,40,44,52,36,48,46,49,0,0,0,0,0,0,0,371
Amherst - Fort River Elementary,00080020,0,40,54,55,54,63,69,65,0,0,0,0,0,0,0,400
Amherst - Wildwood Elementary,00080050,0,50,67,68,77,79,60,70,0,0,0,0,0,0,0,471
Amherst-Pelham - Amherst Regional High,06050505,0,0,0,0,0,0,0,0,0,0,264,280,274,285,0,"1,103"
Amherst-Pelham - Amherst Regional MS,06050405,0,0,0,0,0,0,0,0,221,250,0,0,0,0,0,471
Andover - Andover High,00090505,0,0,0,0,0,0,0,0,0,0,460,470,440,432,0,"1,802"
Andover - Andover West Middle,00090310,0,0,0,0,0,0,0,189,177,177,0,0,0,0,0,543
Andover - Bancroft Elementary,00090003,0,80,62,87,89,85,80,0,0,0,0,0,0,0,0,483
Andover - Doherty Middle,00090305,0,0,0,0,0,0,0,198,197,168,0,0,0,0,0,563
Andover - Henry C Sanborn Elem,00090010,0,45,54,59,60,62,66,0,0,0,0,0,0,0,0,346
Andover - High Plain Elementary,00090004,0,65,85,93,97,95,92,0,0,0,0,0,0,0,0,527
Andover - Shawsheen School,00090005,63,79,57,68,0,0,0,0,0,0,0,0,0,0,0,267
Andover - South Elementary,00090020,0,86,93,82,99,116,97,0,0,0,0,0,0,0,0,573
Andover - West Elementary,00090025,3,80,75,89,152,135,137,0,0,0,0,0,0,0,0,671
Andover - Wood Hill Middle School,00090350,0,0,0,0,0,0,0,133,133,137,0,0,0,0,0,403
Arlington - Arlington High,00100505,0,0,0,0,0,0,0,0,0,0,297,318,286,295,0,"1,196"
Arlington - Brackett,00100010,0,84,67,80,64,76,73,0,0,0,0,0,0,0,0,444
Arlington - Cyrus E Dallin,00100025,0,86,74,70,63,67,64,0,0,0,0,0,0,0,0,424
Arlington - Hardy,00100030,0,42,65,57,69,56,40,0,0,0,0,0,0,0,0,329
Arlington - John A Bishop,00100005,0,68,55,72,64,60,44,0,0,0,0,0,0,0,0,363
Arlington - M Norcross Stratton,00100055,0,59,69,62,43,58,52,0,0,0,0,0,0,0,0,343
Arlington - Menotomy Preschool,00100038,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
Arlington - Ottoson Middle,00100410,0,0,0,0,0,0,0,344,347,360,0,0,0,0,0,"1,051"
Arlington - Peirce,00100045,0,44,50,47,40,47,38,0,0,0,0,0,0,0,0,266
Arlington - Thompson,00100050,0,65,61,45,52,63,49,0,0,0,0,0,0,0,0,335
Ashburnham-Westminster - Briggs Elem,06100025,0,77,74,74,70,67,83,0,0,0,0,0,0,0,0,445
Ashburnham-Westminster - Meetinghouse School,06100010,47,90,71,0,0,0,0,0,0,0,0,0,0,0,0,208
Ashburnham-Westminster - Oakmont Regional H S,06100505,0,0,0,0,0,0,0,0,0,0,150,164,190,173,8,685
Ashburnham-Westminster - Overlook Middle School,06100305,0,0,0,0,0,0,0,196,202,198,0,0,0,0,0,596
Ashburnham-Westminster - Westminster Elem,06100005,0,0,0,108,93,94,108,0,0,0,0,0,0,0,0,403
Ashland - Ashland High,00140505,0,0,0,0,0,0,0,0,0,0,183,186,186,163,0,718
Ashland - Ashland Middle,00140405,0,0,0,0,0,0,0,194,210,178,0,0,0,0,0,582
Ashland - David Mindess,00140015,0,0,0,0,217,194,194,0,0,0,0,0,0,0,0,605
Ashland - Henry E Warren Elem,00140010,126,0,212,209,0,0,0,0,0,0,0,0,0,0,0,547
Ashland - William Pittaway Elem,00140005,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,172
Assabet Valley Regional Vocational Technical - Assabet Valley Voc HS,08010605,0,0,0,0,0,0,0,0,0,0,264,265,246,222,0,997
Athol-Royalston - Athol High,06150505,0,0,0,0,0,0,0,0,0,0,125,89,111,120,6,451
Athol-Royalston - Athol-Royalston Middle School,06150305,0,0,0,0,0,0,102,86,134,134,0,0,0,0,0,456
Athol-Royalston - Ellen Bigelow,06150005,0,0,0,0,1,3,0,3,4,6,5,2,5,1,0,30
Athol-Royalston - Pleasant St,06150016,44,30,41,35,46,21,0,0,0,0,0,0,0,0,0,217
Athol-Royalston - Riverbend,06150020,0,20,20,25,24,59,2,0,0,0,0,0,0,0,0,150
Athol-Royalston - Royalston Community Sch,06150050,1,16,27,19,18,21,25,18,0,0,0,0,0,0,0,145
Athol-Royalston - Sanders Street,06150025,0,40,42,38,36,0,0,0,0,0,0,0,0,0,0,156
Atlantis Charter (District) - Atlantis Charter School,04910550,0,90,69,68,69,70,96,96,93,91,0,0,0,0,0,742
Attleboro - A. Irvin Studley Elementary School,00160001,0,77,88,72,90,83,0,0,0,0,0,0,0,0,0,410
Attleboro - Attleboro High,00160505,0,0,0,0,0,0,0,0,0,0,484,434,417,386,0,"1,721"
Attleboro - Cyril K. Brennan Middle School,00160315,0,0,0,0,0,0,140,142,171,133,0,0,0,0,0,586
Attleboro - Early Learning Center,00160008,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
Attleboro - Hill-Roberts Elementary School,00160045,0,76,113,105,92,111,0,0,0,0,0,0,0,0,0,497
Attleboro - Hyman Fine Elementary School,00160040,0,78,101,79,84,71,0,0,0,0,0,0,0,0,0,413
Attleboro - Peter Thacher Elementary School,00160050,0,101,85,96,90,95,0,0,0,0,0,0,0,0,0,467
Attleboro - Robert J. Coelho Middle School,00160305,0,0,0,0,0,0,143,159,173,168,0,0,0,0,0,643
Attleboro - Thomas E. Willett School,00160035,0,74,85,84,81,66,0,0,0,0,0,0,0,0,0,390
Attleboro - Wamsutta Middle School,00160320,0,0,0,0,0,0,135,139,129,156,0,0,0,0,0,559
Auburn - Auburn Middle,00170305,0,0,0,0,0,0,0,172,164,185,0,0,0,0,0,521
Auburn - Auburn Senior High,00170505,48,0,0,0,0,0,0,0,0,0,170,187,204,181,2,792
Auburn - Bryn Mawr,00170010,0,91,92,84,0,0,0,0,0,0,0,0,0,0,0,267
Auburn - Julia Bancroft,00170005,0,0,0,0,81,87,85,0,0,0,0,0,0,0,0,253
Auburn - Mary D Stone,00170025,0,74,89,83,0,0,0,0,0,0,0,0,0,0,0,246
Auburn - Pakachoag,00170015,0,0,0,0,88,95,101,0,0,0,0,0,0,0,0,284
Avon - Avon Middle High School,00180510,0,0,0,0,0,0,0,0,63,65,66,64,54,43,0,355
Avon - Ralph D Butler,00180010,19,43,57,54,54,62,63,65,0,0,0,0,0,0,0,417
Ayer - Ayer High School,00190510,0,0,0,0,0,0,0,0,0,0,85,79,96,74,0,334
Ayer - Page-Hilltop,00190025,37,105,91,69,80,107,92,0,0,0,0,0,0,0,0,581
Barnstable - Barnstable Early Learning Center,00200004,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
Barnstable - Barnstable High,00200505,0,0,0,0,0,0,0,0,0,403,428,407,456,325,11,"2,030"
Barnstable - Barnstable Intermediate School,00200315,0,0,0,0,0,0,0,364,414,0,0,0,0,0,0,778
Barnstable - Centerville Elementary,00200010,0,50,58,69,49,0,0,0,0,0,0,0,0,0,0,226
Barnstable - Hyannis West Elementary,00200025,0,76,66,80,86,0,0,0,0,0,0,0,0,0,0,308
Barnstable - West Barnstable Elem,00200005,0,69,61,58,64,0,0,0,0,0,0,0,0,0,0,252
Barnstable - West Villages Elementary School,00200045,0,93,116,105,113,0,0,0,0,0,0,0,0,0,0,427
Barnstable Community Horace Mann Charter Public (District) - Barnstable Community Horace Mann Charter Public School,04270010,0,88,61,96,89,0,0,0,0,0,0,0,0,0,0,334
Barnstable Horace Mann Charter (District) - Barnstable Horace Mann Charter School,04230010,0,0,0,0,0,414,403,0,0,0,0,0,0,0,0,817
Bedford - Bedford High,00230505,12,0,0,0,0,0,0,0,0,0,197,218,186,182,0,795
Bedford - John Glenn Middle,00230305,0,0,0,0,0,0,0,190,183,195,0,0,0,0,0,568
Bedford - Lt Elezer Davis,00230010,0,148,196,142,0,0,0,0,0,0,0,0,0,0,0,486
Bedford - Lt Job Lane School,00230012,0,0,0,0,170,183,181,0,0,0,0,0,0,0,0,534
Belchertown - Belchertown High,00240505,0,0,0,0,0,0,0,0,0,0,225,202,172,189,1,789
Belchertown - Chestnut Hill Community School,00240006,0,0,0,0,0,213,204,190,0,0,0,0,0,0,0,607
Belchertown - Cold Spring,00240005,19,198,0,0,0,0,0,0,0,0,0,0,0,0,0,217
Belchertown - Jabish Middle School,00240025,0,0,0,0,0,0,0,0,201,219,0,0,0,0,0,420
Belchertown - Swift River Elem,00240018,0,0,184,198,192,0,0,0,0,0,0,0,0,0,0,574
Bellingham - Bellingham ECC,00250003,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
Bellingham - Bellingham High School,00250505,0,0,0,0,0,0,0,0,0,0,177,170,192,170,0,709
Bellingham - Bellingham Memorial Middle School,00250315,0,0,0,0,0,0,168,191,203,222,0,0,0,0,0,784
Bellingham - Clara Macy Elementary,00250009,0,48,53,67,49,56,0,0,0,0,0,0,0,0,0,273
Bellingham - Primavera Jr/Sr H S,00250510,0,0,0,0,0,0,0,0,0,0,4,6,8,6,0,24
Bellingham - South Elem,00250020,0,92,85,95,97,73,0,0,0,0,0,0,0,0,0,442
Bellingham - Stall Brook,00250025,0,35,50,49,54,54,0,0,0,0,0,0,0,0,0,242
Belmont - Belmont High,00260505,0,0,0,0,0,0,0,0,0,0,281,257,281,285,0,"1,104"
Belmont - Daniel Butler,00260015,0,66,86,67,69,70,0,0,0,0,0,0,0,0,0,358
Belmont - Mary Lee Burbank,00260010,0,57,65,68,69,68,0,0,0,0,0,0,0,0,0,327
Belmont - Roger E Wellington,00260035,0,86,90,97,84,77,0,0,0,0,0,0,0,0,0,434
Belmont - Winn Brook,00260005,62,80,87,89,96,87,0,0,0,0,0,0,0,0,0,501
Belmont - Winthrop L Chenery Middle,00260305,0,0,0,0,0,0,318,300,306,280,0,0,0,0,0,"1,204"
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,0,59,43,56,58,58,43,24,0,0,0,0,0,0,0,341
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,0,50,50,48,49,49,51,52,49,40,0,0,0,0,0,438
Berkley - Berkley Community School,00270010,66,79,93,91,86,81,0,0,0,0,0,0,0,0,0,496
Berkley - Berkley Middle School,00270305,0,0,0,0,0,0,84,107,108,103,0,0,0,0,0,402
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,04140305,0,0,0,0,0,0,0,46,65,55,37,35,14,10,0,262
Berkshire Hills - Monument Mt Reg High,06180505,0,0,0,0,0,0,0,0,0,0,119,132,145,150,1,547
Berkshire Hills - Monument Valley Regional Middle School,06180310,0,0,0,0,0,0,91,93,103,104,0,0,0,0,0,391
Berkshire Hills - Muddy Brook Regional Elementary School,06180035,20,100,81,75,65,72,0,0,0,0,0,0,0,0,0,413
Berlin - Berlin Memorial,00280005,11,23,28,28,23,22,33,33,0,0,0,0,0,0,0,201
Berlin-Boylston - Tahanto Reg High,06200505,0,0,0,0,0,0,0,0,81,73,63,58,70,70,0,415
Beverly - Ayers/Ryal Side Sch,00300055,13,157,80,80,62,65,58,0,0,0,0,0,0,0,0,515
Beverly - Beverly High,00300505,0,0,0,0,0,0,0,0,0,0,354,322,285,268,8,"1,237"
Beverly - Briscoe Middle,00300305,0,0,0,0,0,0,0,307,308,317,0,0,0,0,0,932
Beverly - Centerville Elementary,00300010,0,41,61,57,76,57,73,0,0,0,0,0,0,0,0,365
Beverly - Cove Elementary,00300015,51,41,94,61,75,52,72,0,0,0,0,0,0,0,0,446
Beverly - Hannah Elementary,00300033,41,41,63,56,50,53,71,0,0,0,0,0,0,0,0,375
Beverly - North Beverly Elementary,00300040,0,45,61,61,64,70,80,0,0,0,0,0,0,0,0,381
Billerica - Billerica Memorial High School,00310505,105,0,0,0,0,0,0,0,0,0,400,360,398,328,8,"1,599"
Billerica - Eugene C Vining,00310030,0,39,39,42,60,38,44,0,0,0,0,0,0,0,0,262
Billerica - Frederick J Dutile,00310007,0,52,60,55,77,62,70,0,0,0,0,0,0,0,0,376
Billerica - Hajjar Elementary,00310026,0,84,82,77,105,89,84,0,0,0,0,0,0,0,0,521
Billerica - John F Kennedy,00310012,0,62,67,64,82,88,76,0,0,0,0,0,0,0,0,439
Billerica - Locke Middle,00310310,0,0,0,0,0,0,0,224,226,231,0,0,0,0,0,681
Billerica - Marshall Middle School,00310305,0,0,0,0,0,0,0,261,270,287,0,0,0,0,0,818
Billerica - Parker,00310015,0,52,54,69,62,69,63,0,0,0,0,0,0,0,0,369
Billerica - Thomas Ditson,00310005,0,88,108,128,131,142,130,0,0,0,0,0,0,0,0,727
Blackstone Valley Regional Vocational Technical - Blackstone Valley,08050605,0,0,0,0,0,0,0,0,0,0,300,287,283,276,0,"1,146"
Blackstone-Millville - A F Maloney,06220015,0,0,0,0,0,115,104,0,0,0,0,0,0,0,0,219
Blackstone-Millville - Blackstone Millville RHS,06220505,0,0,0,0,0,0,0,0,0,0,162,160,120,110,0,552
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,0,0,0,0,0,0,0,179,168,143,0,0,0,0,0,490
Blackstone-Millville - John F Kennedy Elem,06220008,0,96,117,100,117,0,0,0,0,0,0,0,0,0,0,430
Blackstone-Millville - Millville Elem,06220010,63,46,41,48,40,44,40,0,0,0,0,0,0,0,0,322
Blue Hills Regional Vocational Technical - Blue Hills Reg Voc Tech,08060605,0,0,0,0,0,0,0,0,0,0,222,220,210,197,0,849
Boston - Agassiz,00350007,31,96,77,93,71,73,71,0,0,0,0,0,0,0,0,512
Boston - Another Course To College,00350541,0,0,0,0,0,0,0,0,0,0,41,54,54,54,0,203
Boston - Baldwin ELC,00350003,94,49,31,0,0,0,0,0,0,0,0,0,0,0,0,174
Boston - Beethoven,00350021,44,77,46,45,49,0,0,0,0,0,0,0,0,0,0,261
Boston - Blackstone,00350390,78,84,95,84,88,87,72,0,0,0,0,0,0,0,0,588
Boston - Boston Adult Academy,00350548,0,0,0,0,0,0,0,0,0,0,6,1,85,185,2,279
Boston - Boston Arts Academy,00350546,0,0,0,0,0,0,0,0,0,0,103,103,84,94,0,384
Boston - Boston Community Leadership Academy,00350558,0,0,0,0,0,0,0,0,0,0,125,122,106,98,0,451
Boston - Boston International  High School,00350507,0,0,0,0,0,0,0,0,0,0,92,48,54,53,0,247
Boston - Boston Latin,00350560,0,0,0,0,0,0,0,0,405,367,421,400,408,383,0,"2,384"
Boston - Boston Latin Academy,00350545,0,0,0,0,0,0,0,0,274,304,295,273,302,268,0,"1,716"
Boston - Boston Middle School Academy,00350413,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,5
Boston - Boston Teachers Union School,00350012,22,24,31,22,23,0,0,49,48,0,0,0,0,0,0,219
Boston - Brighton High,00350505,0,0,0,0,0,0,0,0,0,0,301,296,292,334,10,"1,233"
Boston - Brook Farm Business and Service Career Academy,00350576,0,0,0,0,0,0,0,0,0,0,95,93,71,62,12,333
Boston - Carter Developmental Center,00350036,0,0,0,0,0,0,1,1,1,2,3,2,1,5,9,25
Boston - Charles H Taylor,00350054,36,67,77,71,69,80,72,0,0,0,0,0,0,0,0,472
Boston - Charles Sumner,00350052,42,73,73,73,76,71,64,0,0,0,0,0,0,0,0,472
Boston - Charlestown High,00350515,0,0,0,0,0,0,0,0,0,0,215,250,185,253,39,942
Boston - Clarence R Edwards Middle,00350430,0,0,0,0,0,0,0,175,192,167,0,0,0,0,0,534
Boston - Community Academy,00350518,0,0,0,0,0,0,0,0,0,0,5,13,9,18,0,45
Boston - Community Academy of Science and Health,00350581,0,0,0,0,0,0,0,0,0,0,97,68,141,96,0,402
Boston - Curley K-8 School,00350020,53,64,63,66,59,68,51,106,93,87,0,0,0,0,0,710
Boston - Curtis Guild,00350062,0,52,57,49,53,47,40,0,0,0,0,0,0,0,0,298
Boston - Dante Alighieri,00350066,0,22,22,22,24,21,15,0,0,0,0,0,0,0,0,126
Boston - David A Ellis,00350072,42,57,46,58,42,44,30,0,0,0,0,0,0,0,0,319
Boston - Dearborn,00350074,0,0,0,0,0,0,0,88,90,80,0,0,0,0,0,258
Boston - Dennis C Haley,00350077,22,44,40,45,44,44,33,0,0,0,0,0,0,0,0,272
Boston - Donald Mckay,00350080,0,62,74,81,77,89,92,93,55,47,0,0,0,0,0,670
Boston - Dorchester Academy,00350651,0,0,0,0,0,0,0,0,0,0,104,91,113,81,10,399
Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School,00350008,37,37,30,55,34,0,0,0,0,0,0,0,0,0,0,193
Boston - Dr. William Henderson,00350266,33,22,46,24,23,45,35,0,0,0,0,0,0,0,0,228
Boston - East Boston ECC,00350009,81,57,45,0,0,0,0,0,0,0,0,0,0,0,0,183
Boston - East Boston High,00350530,0,0,0,0,0,0,0,0,0,0,421,302,273,380,6,"1,382"
Boston - Edison K-8,00350375,44,70,62,73,60,74,67,133,93,98,0,0,0,0,0,774
Boston - Edward Everett,00350088,15,40,42,40,47,39,47,0,0,0,0,0,0,0,0,270
Boston - Egleston Comm High School,00350543,0,0,0,0,0,0,0,0,0,0,19,34,28,78,0,159
Boston - ELC - East Zone,00350005,50,44,38,0,0,0,0,0,0,0,0,0,0,0,0,132
Boston - ELC - West Zone,00350006,35,30,32,0,0,0,0,0,0,0,0,0,0,0,0,97
Boston - Elihu Greenwood Leadership Academy,00350094,0,43,62,69,55,56,50,0,0,0,0,0,0,0,0,335
Boston - Eliot Elementary,00350096,38,35,37,22,27,26,32,34,28,36,0,0,0,0,0,315
Boston - Ellis Mendell,00350100,33,42,34,34,22,35,17,0,0,0,0,0,0,0,0,217
Boston - Emily A Fifield,00350102,4,43,66,48,43,52,49,0,0,0,0,0,0,0,0,305
Boston - Excel High School,00350522,0,0,0,0,0,0,0,0,0,0,121,84,104,87,4,400
Boston - Farragut,00350108,0,24,39,40,35,33,34,0,0,0,0,0,0,0,0,205
Boston - Fenway High School,00350540,0,0,0,0,0,0,0,0,0,0,75,75,76,64,0,290
Boston - Franklin D Roosevelt,00350116,39,42,43,46,52,51,55,51,49,54,0,0,0,0,0,482
Boston - Gardner Pilot Academy,00350326,22,49,61,59,53,49,47,0,0,0,0,0,0,0,0,340
Boston - George H Conley,00350122,32,27,27,27,27,28,30,0,0,0,0,0,0,0,0,198
Boston - Harbor School,00350426,0,0,0,0,0,0,0,73,97,86,0,0,0,0,0,256
Boston - Harvard-Kent,00350200,35,56,77,78,66,67,69,0,0,0,0,0,0,0,0,448
Boston - Haynes Early Education Center,00350010,67,64,56,0,0,0,0,0,0,0,0,0,0,0,0,187
Boston - Henry Grew,00350135,0,43,44,41,41,44,35,0,0,0,0,0,0,0,0,248
Boston - Higginson/Lewis K-8,00350377,28,46,25,34,22,23,13,41,60,61,0,0,0,0,0,353
Boston - Horace Mann School for the Deaf,00350750,19,7,5,7,12,9,7,3,13,16,13,6,8,16,1,142
Boston - Hugh Roe O'Donnell,00350141,22,44,45,47,43,46,28,0,0,0,0,0,0,0,0,275
Boston - Jackson Mann,00350013,38,65,88,86,63,77,81,103,68,69,0,0,0,0,0,738
Boston - James Condon Elem,00350146,80,104,118,110,115,126,121,0,0,0,0,0,0,0,0,774
Boston - James J Chittick,00350154,29,46,44,41,45,44,39,0,0,0,0,0,0,0,0,288
Boston - James Otis,00350156,42,60,62,60,54,44,53,0,0,0,0,0,0,0,0,375
Boston - James P Timilty Middle,00350485,0,0,0,0,0,0,0,267,244,203,0,0,0,0,0,714
Boston - James W Hennigan,00350153,0,63,69,92,80,107,112,0,0,0,0,0,0,0,0,523
Boston - Jeremiah E Burke High,00350525,0,0,0,0,0,0,0,0,0,0,210,181,135,167,4,697
Boston - John D Philbrick,00350172,0,27,28,29,30,22,16,0,0,0,0,0,0,0,0,152
Boston - John F Kennedy,00350166,0,59,60,60,60,64,62,0,0,0,0,0,0,0,0,365
Boston - John Marshall,00350178,107,112,105,92,92,86,83,0,0,0,0,0,0,0,0,677
Boston - John P Holland,00350167,28,93,136,120,113,119,93,0,0,0,0,0,0,0,0,702
Boston - John W McCormack,00350179,0,0,0,0,0,0,0,213,188,171,0,0,0,0,0,572
Boston - John Winthrop,00350180,45,40,45,48,46,34,44,0,0,0,0,0,0,0,0,302
Boston - Joseph J Hurley,00350182,27,51,48,44,35,52,47,13,9,10,0,0,0,0,0,336
Boston - Joseph Lee,00350183,8,49,56,60,50,73,64,0,0,0,0,0,0,0,0,360
Boston - Joseph P Manning,00350184,14,21,25,26,28,22,13,0,0,0,0,0,0,0,0,149
Boston - Joseph P Tynan,00350181,15,65,64,62,47,46,40,0,0,0,0,0,0,0,0,339
Boston - Josiah Quincy,00350286,50,121,128,115,121,131,144,0,0,0,0,0,0,0,0,810
Boston - Joyce Kilmer,00350190,47,46,44,48,51,51,49,50,23,21,0,0,0,0,0,430
Boston - King K-8,00350376,36,52,51,42,36,25,25,33,28,46,0,0,0,0,0,374
Boston - Lee Academy,00350001,61,37,41,39,37,32,27,0,0,0,0,0,0,0,0,274
Boston - Lilla G. Frederick Middle School,00350383,0,0,0,0,0,0,0,196,215,204,0,0,0,0,0,615
Boston - Lyndon,00350262,44,54,51,55,67,60,56,64,35,33,0,0,0,0,0,519
Boston - Lyon K-8,00350004,0,10,12,15,13,15,13,15,12,16,0,0,0,0,0,121
Boston - Lyon Upper 9-12,00350655,0,0,0,0,0,0,0,0,0,0,30,26,0,0,0,56
Boston - Madison Park High,00350537,0,0,0,0,0,0,0,0,0,0,392,350,263,275,6,"1,286"
Boston - Manassah E Bradley,00350215,38,26,47,48,40,53,44,0,0,0,0,0,0,0,0,296
Boston - Mario Umana Middle School Academy,00350405,0,0,0,0,0,0,0,193,149,168,0,0,0,0,0,510
Boston - Mather,00350227,59,86,89,82,89,88,67,0,0,0,0,0,0,0,0,560
Boston - Mattahunt,00350226,61,96,92,97,96,95,89,0,0,0,0,0,0,0,0,626
Boston - Maurice J Tobin,00350229,12,43,61,60,53,58,57,44,26,46,0,0,0,0,0,460
Boston - Media Communications Technology High School,00350578,0,0,0,0,0,0,0,0,0,0,91,97,93,83,0,364
Boston - Michael J Perkins,00350231,0,42,41,34,29,28,24,0,0,0,0,0,0,0,0,198
Boston - Mildred Avenue K-8,00350378,0,0,0,33,53,47,51,153,158,176,0,0,0,0,0,671
Boston - Mission Hill School,00350382,0,21,18,23,22,16,18,19,12,13,0,0,0,0,0,162
Boston - Monument High School,00350538,0,0,0,0,0,0,0,0,0,0,59,80,104,80,2,325
Boston - Mozart,00350237,22,19,21,25,21,17,21,0,0,0,0,0,0,0,0,146
Boston - Nathan Hale,00350243,22,26,26,22,24,23,26,0,0,0,0,0,0,0,0,169
Boston - New Mission High School,00350542,0,0,0,0,0,0,0,0,0,0,61,60,64,66,1,252
Boston - O W Holmes,00350138,25,41,48,53,50,49,32,0,0,0,0,0,0,0,0,298
Boston - O'Bryant Sch Math/Science,00350575,0,0,0,0,0,0,0,0,142,87,282,322,199,202,0,"1,234"
Boston - Odyssey High School,00350577,0,0,0,0,0,0,0,0,0,0,86,88,79,62,1,316
Boston - Oliver Hazard Perry,00350255,21,22,22,28,22,31,20,22,22,25,0,0,0,0,0,235
Boston - Orchard Gardens,00350257,29,64,65,70,70,68,74,88,86,84,0,0,0,0,0,698
Boston - Parkway Academy of Technology and Health,00350574,0,0,0,0,0,0,0,0,0,0,116,65,73,53,1,308
Boston - Patrick F Gavin Middle,00350435,0,0,0,0,0,0,0,177,163,157,0,0,0,0,0,497
Boston - Patrick J Kennedy,00350264,28,46,50,42,39,34,36,0,0,0,0,0,0,0,0,275
Boston - Paul A Dever,00350268,22,85,84,84,76,69,62,0,0,0,0,0,0,0,0,482
Boston - Phineas Bates,00350278,12,45,42,48,39,63,54,0,0,0,0,0,0,0,0,303
Boston - Quincy Upper School,00350565,0,0,0,0,0,0,0,146,80,77,49,64,59,43,5,523
Boston - Rafael Hernandez,00350691,45,50,48,49,44,38,44,35,32,22,0,0,0,0,0,407
Boston - Ralph Waldo Emerson,00350288,4,44,46,40,45,35,43,0,0,0,0,0,0,0,0,257
Boston - Richard J Murphy,00350240,42,69,67,73,82,140,141,142,76,71,0,0,0,0,0,903
