SCHOOL,ORG CODE,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,TOTAL
Attleboro - Robert J. Coelho Middle School,00160305,0,0,0,0,0,0,159,166,171,169,0,0,0,0,0,665
Attleboro - Thomas E. Willett School,00160035,0,81,91,69,69,77,0,0,0,0,0,0,0,0,0,387
Attleboro - Wamsutta Middle School,00160320,0,0,0,0,0,0,138,152,157,159,0,0,0,0,0,606
Auburn - Auburn Middle,00170305,0,0,0,0,0,0,0,186,197,200,0,0,0,0,0,583
Auburn - Auburn Senior High,00170505,0,0,0,0,0,0,0,0,0,0,193,176,192,149,2,712
Auburn - Bryn Mawr,00170010,0,80,82,83,0,0,0,0,0,0,0,0,0,0,0,245
Auburn - Julia Bancroft,00170005,0,0,0,0,81,92,78,0,0,0,0,0,0,0,0,251
Auburn - Mary D Stone,00170025,51,83,88,94,0,0,0,0,0,0,0,0,0,0,0,316
Auburn - Pakachoag,00170015,0,0,0,0,95,79,81,0,0,0,0,0,0,0,0,255
Avon - Avon Middle High School,00180510,0,0,0,0,0,0,0,0,64,66,66,61,55,52,0,364
Avon - Ralph D Butler,00180010,13,42,47,52,52,61,59,59,0,0,0,0,0,0,0,385
Ayer - Ayer High,00190510,0,0,0,0,0,0,0,0,0,0,96,90,97,102,0,385
Ayer - Ayer Middle,00190305,0,0,0,0,0,0,0,79,69,81,0,0,0,0,0,229
Ayer - Page-Hilltop,00190025,43,83,75,111,90,89,97,0,0,0,0,0,0,0,0,588
Barnstable - Barnstable Early Learning Center,00200004,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
Barnstable - Barnstable High,00200505,0,0,0,0,0,0,0,0,0,0,471,391,472,363,8,"1,705"
Barnstable - Barnstable Middle School,00200305,0,0,0,0,0,0,0,0,422,457,0,0,0,0,0,879
Barnstable - Centerville Elementary,00200010,0,60,42,54,62,66,0,0,0,0,0,0,0,0,0,284
Barnstable - Cotuit Elem,00200015,0,0,0,0,56,72,0,0,0,0,0,0,0,0,0,128
Barnstable - Hyannis Elementary,00200020,0,50,55,51,47,56,0,0,0,0,0,0,0,0,0,259
Barnstable - Hyannis West Elementary,00200025,0,63,82,69,57,53,0,0,0,0,0,0,0,0,0,324
Barnstable - Marstons Mills Elem,00200030,0,43,62,63,0,0,0,0,0,0,0,0,0,0,0,168
Barnstable - Osterville Elementary,00200035,0,45,43,56,45,38,0,0,0,0,0,0,0,0,0,227
Barnstable - West Barnstable Elem,00200005,0,50,48,49,54,63,0,0,0,0,0,0,0,0,0,264
Barnstable Horace Mann Charter (District) - Barnstable Horace Mann Charter School,04230010,0,0,0,0,0,0,431,410,0,0,0,0,0,0,0,841
Bedford - Bedford High,00230505,12,0,0,0,0,0,0,0,0,0,213,193,170,203,0,791
Bedford - John Glenn Middle,00230305,0,0,0,0,0,0,0,200,182,195,0,0,0,0,0,577
Bedford - Lt Elezer Davis,00230010,21,143,160,181,0,0,0,0,0,0,0,0,0,0,0,505
Bedford - Lt Job Lane School,00230012,0,0,0,0,186,185,176,0,0,0,0,0,0,0,0,547
Belchertown - Belchertown High,00240505,0,0,0,0,0,0,0,0,0,0,209,204,172,176,6,767
Belchertown - Chestnut Hill Community School,00240006,0,0,0,0,0,181,199,215,0,0,0,0,0,0,0,595
Belchertown - Cold Spring,00240005,33,197,0,0,0,0,0,0,0,0,0,0,0,0,0,230
Belchertown - Jabish Middle School,00240025,0,0,0,0,0,0,0,0,224,224,0,0,0,0,0,448
Belchertown - Swift River Elem,00240018,0,0,201,211,203,0,0,0,0,0,0,0,0,0,0,615
Bellingham - Bellingham ECC,00250003,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
Bellingham - Bellingham High School,00250505,0,0,0,0,0,0,0,0,0,0,212,173,198,177,1,761
Bellingham - Bellingham Memorial Middle School,00250315,0,0,0,0,0,0,209,222,189,196,0,0,0,0,0,816
Bellingham - Clara Macy Elementary,00250009,0,60,49,57,48,56,0,0,0,0,0,0,0,0,0,270
Bellingham - Primavera Jr/Sr H S,00250510,0,0,0,0,0,0,0,0,0,0,3,14,7,9,0,33
Bellingham - South Elem,00250020,0,93,92,69,75,83,0,0,0,0,0,0,0,0,0,412
Bellingham - Stall Brook,00250025,0,54,56,58,44,46,0,0,0,0,0,0,0,0,0,258
Belmont - Belmont High,00260505,0,0,0,0,0,0,0,0,0,0,295,294,291,282,0,"1,162"
Belmont - Daniel Butler,00260015,0,61,74,67,46,68,0,0,0,0,0,0,0,0,0,316
Belmont - Mary Lee Burbank,00260010,0,58,62,56,74,59,0,0,0,0,0,0,0,0,0,309
Belmont - Roger E Wellington,00260035,0,90,78,74,101,88,0,0,0,0,0,0,0,0,0,431
Belmont - Winn Brook,00260005,72,80,92,88,97,76,0,0,0,0,0,0,0,0,0,505
Belmont - Winthrop L Chenery Middle,00260305,0,0,0,0,0,0,296,270,296,278,0,0,0,0,0,"1,140"
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,0,66,59,59,45,36,26,21,0,0,0,0,0,0,0,312
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,0,45,43,46,49,46,51,52,45,39,0,0,0,0,0,416
Berkley - Berkley Community School,00270010,83,87,89,90,86,106,0,0,0,0,0,0,0,0,0,541
Berkley - Berkley Middle School,00270305,0,0,0,0,0,0,109,100,92,109,0,0,0,0,0,410
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,04140305,0,0,0,0,0,0,0,57,55,58,31,24,8,12,0,245
Berkshire Hills - Monument Mt Reg High,06180505,0,0,0,0,0,0,0,0,0,0,142,145,175,162,1,625
Berkshire Hills - Monument Valley Regional Middle School,06180310,0,0,0,0,0,0,79,79,109,87,0,0,0,0,0,354
Berkshire Hills - Muddy Brook Regional Elementary School,06180035,19,135,70,90,78,5,0,0,0,0,0,0,0,0,0,397
Berlin - Berlin Memorial,00280005,12,26,31,21,39,40,36,34,0,0,0,0,0,0,0,239
Berlin-Boylston - Tahanto Reg High,06200505,0,0,0,0,0,0,0,0,78,82,73,73,89,71,0,466
Beverly - Ayers/Ryal Side Sch,00300055,39,84,68,75,68,73,80,0,0,0,0,0,0,0,0,487
Beverly - Beverly High,00300505,0,0,0,0,0,0,0,0,0,0,351,264,320,276,2,"1,213"
Beverly - Briscoe Middle,00300305,0,0,0,0,0,0,0,298,319,313,0,0,0,0,0,930
Beverly - Centerville Elementary,00300010,0,34,65,66,71,57,73,0,0,0,0,0,0,0,0,366
Beverly - Cove Elementary,00300015,77,70,80,51,67,68,52,0,0,0,0,0,0,0,0,465
Beverly - Hannah Elementary,00300033,0,71,57,59,75,60,54,0,0,0,0,0,0,0,0,376
Beverly - North Beverly Elementary,00300040,0,49,64,66,82,61,60,0,0,0,0,0,0,0,0,382
Billerica - Billerica Memorial High School,00310505,121,0,0,0,0,0,0,0,0,0,418,363,393,332,4,"1,631"
Billerica - Eugene C Vining,00310030,0,32,63,42,43,53,50,0,0,0,0,0,0,0,0,283
Billerica - Frederick J Dutile,00310007,0,58,76,65,79,85,81,0,0,0,0,0,0,0,0,444
Billerica - Hajjar Elementary,00310026,0,74,102,90,84,108,97,0,0,0,0,0,0,0,0,555
Billerica - John F Kennedy,00310012,0,60,82,91,83,86,102,0,0,0,0,0,0,0,0,504
Billerica - Locke Middle,00310310,0,0,0,0,0,0,0,240,226,242,0,0,0,0,0,708
Billerica - Marshall Middle School,00310305,0,0,0,0,0,0,0,286,276,278,0,0,0,0,0,840
Billerica - Parker,00310015,0,59,62,71,70,76,59,0,0,0,0,0,0,0,0,397
Billerica - Thomas Ditson,00310005,0,94,127,115,145,128,129,0,0,0,0,0,0,0,0,738
Blackstone Valley Regional Vocational Technical - Blackstone Valley,08050605,0,0,0,0,0,0,0,0,0,0,287,288,273,255,0,"1,103"
Blackstone-Millville - A F Maloney,06220015,0,0,0,0,0,122,108,0,0,0,0,0,0,0,0,230
Blackstone-Millville - Blackstone Millville RHS,06220505,0,0,0,0,0,0,0,0,0,0,153,128,136,154,0,571
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,0,0,0,0,0,0,0,138,191,194,0,0,0,0,0,523
Blackstone-Millville - John F Kennedy Elem,06220008,30,94,131,107,111,0,0,0,0,0,0,0,0,0,0,473
Blackstone-Millville - Millville Elem,06220010,52,56,44,47,40,57,52,0,0,0,0,0,0,0,0,348
Blue Hills Regional Vocational Technical - Blue Hills Reg Voc Tech,08060605,0,0,0,0,0,0,0,0,0,0,229,213,202,200,0,844
Boston - Academy of Public Service,00350502,0,0,0,0,0,0,0,0,0,0,96,54,75,61,2,288
Boston - Agassiz,00350007,30,83,77,89,71,81,97,0,0,0,0,0,0,0,0,528
Boston - Alexander Hamilton,00350011,22,24,21,11,29,19,34,0,0,0,0,0,0,0,0,160
Boston - Another Course To College,00350541,0,0,0,0,0,0,0,0,0,0,60,58,53,50,1,222
Boston - Baldwin ELC,00350003,78,49,37,0,0,0,0,0,0,0,0,0,0,0,0,164
Boston - Beethoven,00350021,0,42,46,48,46,52,47,0,0,0,0,0,0,0,0,281
Boston - Blackstone,00350390,70,88,91,85,91,88,78,0,0,0,0,0,0,0,0,591
Boston - Boston Adult Academy,00350548,0,0,0,0,0,0,0,0,0,0,4,5,66,203,5,283
Boston - Boston Arts Academy,00350546,0,0,0,0,0,0,0,0,0,0,91,124,106,78,0,399
Boston - Boston Community Leadership Academy,00350558,0,0,0,0,0,0,0,0,0,0,132,101,91,78,1,403
Boston - Boston International  High School,00350507,0,0,0,0,0,0,0,0,0,0,29,63,30,52,0,174
Boston - Boston Latin,00350560,0,0,0,0,0,0,0,0,408,406,443,404,407,381,0,"2,449"
Boston - Boston Latin Academy,00350545,0,0,0,0,0,0,0,0,279,249,345,300,271,254,0,"1,698"
Boston - Boston Middle School Academy,00350413,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,14
Boston - Brighton High,00350505,0,0,0,0,0,0,0,0,0,0,331,264,324,328,4,"1,251"
Boston - Brook Farm Business and Service Career Academy,00350576,0,0,0,0,0,0,0,0,0,0,98,93,89,60,1,341
Boston - Carter Developmental Center,00350036,0,0,0,0,0,0,0,3,1,0,4,1,2,8,5,24
Boston - Charles H Taylor,00350054,27,71,88,84,76,76,80,0,0,0,0,0,0,0,0,502
Boston - Charles Sumner,00350052,37,80,82,85,78,74,70,0,0,0,0,0,0,0,0,506
Boston - Charlestown High,00350515,0,0,0,0,0,0,0,0,0,0,200,257,252,299,9,"1,017"
Boston - Clarence R Edwards Middle,00350430,0,0,0,0,0,0,0,171,93,113,0,0,0,0,0,377
Boston - Community Academy,00350518,0,0,0,0,0,0,0,0,0,0,5,24,10,24,0,63
Boston - Community Academy of Science and Health,00350581,0,0,0,0,0,0,0,0,0,0,106,92,101,86,3,388
Boston - Curley K-8 School,00350020,52,56,41,47,40,50,68,93,85,153,0,0,0,0,0,685
Boston - Curtis Guild,00350062,0,51,58,49,47,47,30,0,0,0,0,0,0,0,0,282
Boston - Dante Alighieri,00350066,0,22,23,23,20,22,24,0,0,0,0,0,0,0,0,134
Boston - David A Ellis,00350072,31,52,51,56,38,51,39,0,0,0,0,0,0,0,0,318
Boston - Dearborn,00350074,0,0,0,0,0,0,0,76,122,158,0,0,0,0,0,356
Boston - Dennis C Haley,00350077,22,43,44,49,51,40,45,0,0,0,0,0,0,0,0,294
Boston - Donald Mckay,00350080,0,65,71,108,105,101,91,60,56,54,0,0,0,0,0,711
Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School,00350008,58,66,63,0,0,0,0,0,0,0,0,0,0,0,0,187
Boston - East Boston ECC,00350009,65,58,51,0,0,0,0,0,0,0,0,0,0,0,0,174
Boston - East Boston High,00350530,0,0,0,0,0,0,0,0,0,0,440,345,310,331,19,"1,445"
Boston - Edward Everett,00350088,13,42,44,43,49,50,48,0,0,0,0,0,0,0,0,289
Boston - Egleston Comm High School,00350543,0,0,0,0,0,0,0,0,0,0,12,18,17,55,0,102
Boston - ELC - East Zone,00350005,42,36,40,0,0,0,0,0,0,0,0,0,0,0,0,118
Boston - ELC - West Zone,00350006,28,36,33,0,0,0,0,0,0,0,0,0,0,0,0,97
Boston - Elihu Greenwood,00350094,0,60,53,65,73,57,55,0,0,0,0,0,0,0,0,363
Boston - Eliot Elementary,00350096,31,20,21,23,28,27,29,34,15,27,0,0,0,0,0,255
Boston - Ellis Mendell,00350100,22,41,21,38,24,34,21,0,0,0,0,0,0,0,0,201
Boston - Emily A Fifield,00350102,6,42,61,63,56,51,46,0,0,0,0,0,0,0,0,325
Boston - Excel High School,00350522,0,0,0,0,0,0,0,0,0,0,119,100,102,76,2,399
Boston - Farragut,00350108,0,24,48,37,37,43,38,0,0,0,0,0,0,0,0,227
Boston - Fenway High School,00350540,0,0,0,0,0,0,0,0,0,0,75,73,75,67,0,290
Boston - Franklin D Roosevelt,00350116,45,42,41,43,47,45,48,53,0,0,0,0,0,0,0,364
Boston - Gardner Pilot Academy,00350326,22,48,52,63,58,46,39,0,0,0,0,0,0,0,0,328
Boston - George H Conley,00350122,24,24,33,24,33,29,30,0,0,0,0,0,0,0,0,197
Boston - Harbor School,00350426,0,0,0,0,0,0,0,91,86,83,0,0,0,0,0,260
Boston - Harvard-Kent,00350200,38,49,82,78,87,63,63,0,0,0,0,0,0,0,0,460
Boston - Haynes Early Education Center,00350010,59,57,66,0,0,0,0,0,0,0,0,0,0,0,0,182
Boston - Henry Grew,00350135,0,42,38,50,36,38,35,0,0,0,0,0,0,0,0,239
Boston - Henry L Higginson,00350137,27,25,32,24,12,21,18,0,0,0,0,0,0,0,0,159
Boston - Horace Mann School for the Deaf,00350750,10,6,9,8,10,4,12,14,15,7,7,14,4,10,0,130
Boston - Hugh Roe O'Donnell,00350141,22,44,43,42,44,42,27,0,0,0,0,0,0,0,0,264
Boston - Jackson Mann,00350013,36,81,57,68,82,91,84,97,45,50,0,0,0,0,0,691
Boston - James A Garfield Elem,00350152,22,43,37,41,39,30,26,0,0,0,0,0,0,0,0,238
Boston - James Condon Elem,00350146,80,90,88,108,116,108,116,0,0,0,0,0,0,0,0,706
Boston - James J Chittick,00350154,22,44,46,45,41,46,47,0,0,0,0,0,0,0,0,291
Boston - James Otis,00350156,27,51,46,46,50,45,47,0,0,0,0,0,0,0,0,312
Boston - James P Timilty Middle,00350485,0,0,0,0,0,0,0,225,213,206,0,0,0,0,0,644
Boston - James W Hennigan,00350153,0,33,67,77,84,109,109,0,0,0,0,0,0,0,0,479
Boston - Jeremiah E Burke High,00350525,0,0,0,0,0,0,0,0,0,0,345,174,144,127,1,791
Boston - John D Philbrick,00350172,0,29,26,29,28,16,19,0,0,0,0,0,0,0,0,147
Boston - John F Kennedy,00350166,0,56,58,64,61,54,68,0,0,0,0,0,0,0,0,361
Boston - John Marshall,00350178,85,92,94,103,86,85,95,0,0,0,0,0,0,0,0,640
Boston - John P Holland,00350167,30,88,120,128,124,102,105,0,0,0,0,0,0,0,0,697
Boston - John W McCormack,00350179,0,0,0,0,0,0,0,187,207,199,0,0,0,0,0,593
Boston - John Winthrop,00350180,40,38,39,39,44,62,49,0,0,0,0,0,0,0,0,311
Boston - Joseph J Hurley,00350182,28,47,40,63,58,38,40,12,3,0,0,0,0,0,0,329
Boston - Joseph Lee,00350183,10,28,52,58,43,59,57,0,0,0,0,0,0,0,0,307
Boston - Joseph P Manning,00350184,0,21,23,29,28,33,12,0,0,0,0,0,0,0,0,146
Boston - Joseph P Tynan,00350181,14,49,64,66,61,33,48,0,0,0,0,0,0,0,0,335
Boston - Josiah Quincy,00350286,42,108,123,119,121,138,146,0,0,0,0,0,0,0,0,797
Boston - Joyce Kilmer,00350190,46,50,44,44,51,46,50,49,23,0,0,0,0,0,0,403
Boston - Lee Academy,00350001,70,38,38,42,39,40,0,0,0,0,0,0,0,0,0,267
Boston - Lewis Middle School,00350455,0,0,0,0,0,0,0,64,83,89,0,0,0,0,0,236
Boston - Lilla G. Frederick Middle School,00350383,0,0,0,0,0,0,0,197,217,226,0,0,0,0,0,640
Boston - Lucy Stone,00350211,19,21,20,23,16,22,22,0,0,0,0,0,0,0,0,143
Boston - Lyndon,00350262,44,51,55,56,57,60,59,63,33,33,0,0,0,0,0,511
Boston - Madison Park High,00350537,0,0,0,0,0,0,0,0,0,0,463,405,331,283,21,"1,503"
Boston - Manassah E Bradley,00350215,32,30,45,44,45,50,41,0,0,0,0,0,0,0,0,287
Boston - Mario Umana Middle School Academy,00350405,0,0,0,0,0,0,0,177,191,203,0,0,0,0,0,571
Boston - Martin Luther King Jr Mid,00350410,0,0,0,0,0,0,0,91,81,66,0,0,0,0,0,238
Boston - Mary Lyon,00350004,0,11,13,14,14,14,15,14,14,15,0,0,0,0,0,124
Boston - Mather,00350227,64,75,73,98,88,82,83,0,0,0,0,0,0,0,0,563
Boston - Mattahunt,00350226,51,65,92,102,82,87,56,0,0,0,0,0,0,0,0,535
Boston - Maurice J Tobin,00350229,11,38,57,59,56,64,45,42,37,30,0,0,0,0,0,439
Boston - Media Communications Technology High School,00350578,0,0,0,0,0,0,0,0,0,0,99,83,87,86,2,357
Boston - Michael J Perkins,00350231,0,40,37,34,35,32,31,0,0,0,0,0,0,0,0,209
Boston - Mildred Avenue Middle School,00350381,0,0,0,0,0,0,0,174,186,192,0,0,0,0,0,552
Boston - Mission Hill School,00350382,0,19,24,23,18,20,17,18,15,14,0,0,0,0,0,168
Boston - Monument High School,00350538,0,0,0,0,0,0,0,0,0,0,77,95,104,85,2,363
Boston - Mozart,00350237,22,23,21,25,27,21,19,0,0,0,0,0,0,0,0,158
Boston - Nathan Hale,00350243,22,26,24,22,40,21,22,0,0,0,0,0,0,0,0,177
Boston - New Mission High School,00350542,0,0,0,0,0,0,0,0,0,0,60,80,46,58,0,244
Boston - Noonan Business Academy,00350524,0,0,0,0,0,0,0,0,0,0,107,59,46,33,0,245
Boston - O W Holmes,00350138,24,28,31,29,30,29,25,0,0,0,0,0,0,0,0,196
Boston - O'Bryant Sch Math/Science,00350575,0,0,0,0,0,0,0,0,124,148,268,251,251,229,0,"1,271"
Boston - Odyssey High School,00350577,0,0,0,0,0,0,0,0,0,0,120,75,82,79,0,356
Boston - Oliver Hazard Perry,00350255,21,20,25,28,32,25,23,27,25,23,0,0,0,0,0,249
Boston - Orchard Gardens ,00350257,22,52,56,69,70,77,69,78,79,89,0,0,0,0,0,661
Boston - Parkway Academy of Technology and Health,00350574,0,0,0,0,0,0,0,0,0,0,117,61,69,60,1,308
