SCHOOL,ORG CODE,UG,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,13,14,TOTAL
BOSTON - JAMES OTIS,00350156,0,41,59,73,71,65,66,56,0,0,0,0,0,0,0,0,0,431
BOSTON - JAMES P TIMILTY MIDDLE,00350485,0,0,0,0,0,0,0,0,236,234,168,0,0,0,0,0,0,638
BOSTON - JAMES W HENNIGAN,00350153,0,39,43,95,107,122,169,173,0,0,0,0,0,0,0,0,0,748
BOSTON - JEREMIAH E BURKE HIGH,00350525,0,0,0,0,0,0,0,0,0,0,0,194,152,155,174,0,0,675
BOSTON - JOHN D PHILBRICK,00350172,0,0,22,35,26,29,22,25,0,0,0,0,0,0,0,0,0,159
BOSTON - JOHN F KENNEDY,00350166,0,0,77,114,101,74,73,80,0,0,0,0,0,0,0,0,0,519
BOSTON - JOHN MARSHALL,00350178,0,62,174,171,167,133,104,92,0,0,0,0,0,0,0,0,0,903
BOSTON - JOHN P HOLLAND,00350167,0,44,139,172,170,162,148,108,0,0,0,0,0,0,0,0,0,943
BOSTON - JOHN W MCCORMACK,00350179,0,0,0,0,0,0,0,0,271,229,192,0,0,0,0,0,0,692
BOSTON - JOHN WINTHROP,00350180,0,49,80,29,25,36,38,46,0,0,0,0,0,0,0,0,0,303
BOSTON - JOSEPH H BARNES MIDDLE,00350405,0,0,0,0,0,0,0,0,280,256,261,0,0,0,0,0,0,797
BOSTON - JOSEPH J HURLEY,00350182,0,0,66,67,61,72,56,44,0,0,0,0,0,0,0,0,0,366
BOSTON - JOSEPH LEE,00350183,0,62,94,124,114,96,80,119,0,0,0,0,0,0,0,0,0,689
BOSTON - JOSEPH P MANNING,00350184,0,0,20,30,31,34,27,38,0,0,0,0,0,0,0,0,0,180
BOSTON - JOSEPH P TYNAN,00350181,0,27,56,93,101,100,76,74,0,0,0,0,0,0,0,0,0,527
BOSTON - JOSIAH QUINCY,00350286,0,35,120,149,134,136,154,147,0,0,0,0,0,0,0,0,0,875
BOSTON - JOYCE KILMER,00350190,0,25,81,58,70,28,34,33,0,0,0,0,0,0,0,0,0,329
BOSTON - LEWIS MIDDLE SCHOOL,00350455,0,0,0,0,0,0,0,0,119,105,109,0,0,0,0,0,0,333
BOSTON - LUCY STONE,00350211,0,24,33,31,34,31,38,29,0,0,0,0,0,0,0,0,0,220
BOSTON - LYNDON,00350262,0,0,64,71,73,70,52,0,0,0,0,0,0,0,0,0,0,330
BOSTON - MADISON PARK HIGH,00350537,0,0,0,0,0,0,0,0,0,0,0,528,464,385,313,0,0,"1,690"
BOSTON - MANASSAH E BRADLEY,00350215,0,29,48,56,54,47,54,42,0,0,0,0,0,0,0,0,0,330
BOSTON - MARGARET FULLER,00350217,0,24,34,56,28,25,46,36,0,0,0,0,0,0,0,0,0,249
BOSTON - MARTIN LUTHER KING JR MID,00350410,0,0,0,0,0,0,0,0,174,138,131,0,0,0,0,0,0,443
BOSTON - MARY E CURLEY MIDDLE,00350420,0,0,0,0,0,0,0,0,281,269,202,0,0,0,0,0,0,752
BOSTON - MARY LYON,00350004,0,0,8,13,12,17,7,15,0,0,0,0,0,0,0,0,0,72
BOSTON - MATHER,00350227,0,0,93,109,105,94,100,107,0,0,0,0,0,0,0,0,0,608
BOSTON - MATTAHUNT,00350226,0,61,102,175,135,117,121,98,0,0,0,0,0,0,0,0,0,809
BOSTON - MAURICE J TOBIN,00350229,0,44,71,99,68,65,44,45,43,22,26,0,0,0,0,0,0,527
BOSTON - MICHAEL J PERKINS,00350231,0,0,60,56,51,42,31,32,0,0,0,0,0,0,0,0,0,272
BOSTON - MISSION SCHOOL,00350382,0,0,23,18,21,15,10,10,0,0,0,0,0,0,0,0,0,97
BOSTON - MOZART,00350237,0,26,49,31,29,22,28,28,0,0,0,0,0,0,0,0,0,213
BOSTON - MULTICULTURAL MIDDLE COLL,00350542,0,0,0,0,0,0,0,0,0,0,0,44,53,28,10,0,0,135
BOSTON - NATHAN HALE,00350243,0,0,23,56,52,17,28,27,0,0,0,0,0,0,0,0,0,203
BOSTON - O W HOLMES,00350138,0,24,33,39,39,44,41,36,0,0,0,0,0,0,0,0,0,256
BOSTON - O'BRYANT SCH MATH/SCIENCE,00350575,0,0,0,0,0,0,0,0,0,219,154,325,285,253,207,0,0,"1,443"
BOSTON - OLIVER HAZARD PERRY,00350255,0,17,37,40,38,29,30,25,0,0,0,0,0,0,0,0,0,216
BOSTON - PATRICK F GAVIN MIDDLE,00350435,0,0,0,0,0,0,0,0,198,194,182,0,0,0,0,0,0,574
BOSTON - PATRICK J KENNEDY,00350264,0,24,60,59,54,52,44,39,0,0,0,0,0,0,0,0,0,332
BOSTON - PATRICK O'HEARN,00350266,0,48,29,30,30,29,27,23,0,0,0,0,0,0,0,0,0,216
BOSTON - PAUL A DEVER,00350268,0,23,63,121,105,87,109,75,0,0,0,0,0,0,0,0,0,583
BOSTON - PAULINE AGASSIZ SHAW,00350270,0,16,84,68,54,54,56,39,0,0,0,0,0,0,0,0,0,371
BOSTON - PHINEAS BATES,00350278,0,25,35,57,59,51,77,76,0,0,0,0,0,0,0,0,0,380
BOSTON - PHYLLIS WHEATLEY MIDDLE,00350139,0,0,0,0,0,0,0,0,97,99,84,0,0,0,0,0,0,280
BOSTON - QUINCY E DICKERMAN,00350284,0,21,59,84,56,46,37,27,0,0,0,0,0,0,0,0,0,330
BOSTON - RAFAEL HERNANDEZ,00350691,0,30,46,51,48,48,45,47,36,28,25,0,0,0,0,0,0,404
BOSTON - RALPH WALDO EMERSON,00350288,0,0,31,52,53,44,45,39,0,0,0,0,0,0,0,0,0,264
BOSTON - RICHARD J MURPHY,00350240,0,32,96,119,156,146,161,162,0,0,0,0,0,0,0,0,0,872
BOSTON - ROBERT GOULD SHAW MIDDLE,00350475,0,0,0,0,0,0,0,0,131,124,125,0,0,0,0,0,0,380
BOSTON - ROGER CLAP,00350298,0,0,47,30,31,34,25,34,0,0,0,0,0,0,0,0,0,201
BOSTON - SAMUEL ADAMS,00350302,0,23,32,79,63,63,35,39,0,0,0,0,0,0,0,0,0,334
BOSTON - SAMUEL W MASON,00350304,0,47,58,33,34,33,29,27,0,0,0,0,0,0,0,0,0,261
BOSTON - SARAH GREENWOOD,00350308,0,23,50,48,50,57,52,53,40,32,38,0,0,0,0,0,0,443
BOSTON - SNOWDEN INT'L HIGH,00350690,0,0,0,0,0,0,0,0,0,0,0,145,111,104,101,0,0,461
BOSTON - SOLOMON LEWENBERG MIDDLE,00350450,0,0,0,0,0,0,0,0,203,211,198,0,0,0,0,0,0,612
BOSTON - SOUTH BOSTON HIGH,00350570,0,0,0,0,0,0,0,0,0,0,0,343,285,264,221,0,0,"1,113"
BOSTON - THE ENGLISH HIGH,00350535,0,0,0,0,0,0,0,0,0,0,0,389,325,279,297,0,0,"1,290"
BOSTON - THOMAS A EDISON JR HIGH,00350425,0,0,0,0,0,0,0,0,258,171,167,0,0,0,0,0,0,596
BOSTON - THOMAS GARDNER,00350326,0,15,88,79,76,73,71,70,0,0,0,0,0,0,0,0,0,472
BOSTON - THOMAS J KENNY,00350328,0,23,74,47,52,54,48,50,0,0,0,0,0,0,0,0,0,348
BOSTON - WARREN-PRESCOTT,00350346,0,1,61,92,72,72,54,50,0,0,0,0,0,0,0,0,0,402
BOSTON - WASHINGTON IRVING MIDDLE,00350445,0,0,0,0,0,0,0,0,305,256,255,0,0,0,0,0,0,816
BOSTON - WEST ROXBURY SCH,00350573,0,0,0,0,0,0,0,0,0,0,0,386,326,360,281,0,0,"1,353"
BOSTON - WILLIAM E RUSSELL,00350366,0,0,70,75,77,97,58,56,0,0,0,0,0,0,0,0,0,433
BOSTON - WILLIAM ELLERY CHANNING,00350360,0,20,68,63,51,52,71,71,0,0,0,0,0,0,0,0,0,396
BOSTON - WILLIAM H OHRENBERGER,00350258,0,29,92,116,117,105,90,98,0,0,0,0,0,0,0,0,0,647
BOSTON - WILLIAM H TAFT MIDDLE,00350480,0,0,0,0,0,0,0,0,194,140,140,0,0,0,0,0,0,474
BOSTON - WILLIAM MCKINLEY,00350363,0,0,0,9,12,10,22,35,38,31,67,80,65,37,23,0,0,429
BOSTON - WILLIAM MONROE TROTTER,00350370,0,8,102,109,106,96,98,92,0,0,0,0,0,0,0,0,0,611
BOSTON - WINSHIP ELEMENTARY,00350374,0,71,48,51,44,44,38,46,0,0,0,0,0,0,0,0,0,342
BOSTON - WM B ROGERS MIDDLE,00350470,0,0,0,0,0,0,0,0,249,195,202,0,0,0,0,0,0,646
BOSTON - WM E ENDICOTT,00350362,0,16,34,29,26,27,51,24,0,0,0,0,0,0,0,0,0,207
BOSTON - WOODROW WILSON MIDDLE,00350490,0,0,0,0,0,0,0,0,206,184,172,0,0,0,0,0,0,562
BOSTON - YOUNG ACHIEVERS,00350380,0,39,39,39,40,39,37,0,0,0,0,0,0,0,0,0,0,233
BOSTON RENAISSANCE CH SCH - BOSTON RENAISSANCE CS,04810550,0,0,108,107,109,104,112,120,128,166,123,0,0,0,0,0,0,"1,077"
BOURNE - BOURNE HIGH,00360505,0,0,0,0,0,0,0,0,0,0,182,164,152,147,125,0,0,770
BOURNE - COL JAMES P LYLE MIDDLE,00360310,0,0,0,0,0,0,0,100,96,105,0,0,0,0,0,0,0,301
BOURNE - EDWARD C STONE MIDDLE,00360315,0,0,0,0,0,0,0,99,118,110,0,0,0,0,0,0,0,327
BOURNE - ELLA F HOXIE SCHOOL,00360015,0,0,0,0,0,89,92,0,0,0,0,0,0,0,0,0,0,181
BOURNE - JAMES F PEEBLES ELEM,00360010,0,0,112,95,83,127,131,0,0,0,0,0,0,0,0,0,0,548
BOURNE - OTIS MEMORIAL,00360020,0,4,119,121,113,0,0,0,0,0,0,0,0,0,0,0,0,357
BOXBOROUGH - BLANCHARD MEMORIAL,00370005,0,0,89,83,88,82,88,72,77,0,0,0,0,0,0,0,0,579
BOXFORD - HARRY LEE COLE,00380005,0,51,146,133,154,0,0,0,0,0,0,0,0,0,0,0,0,484
BOXFORD - SPOFFORD POND,00380013,0,0,0,0,0,132,139,146,145,0,0,0,0,0,0,0,0,562
BOYLSTON - BOYLSTON ELEMENTARY,00390005,0,0,59,43,56,46,55,39,43,0,0,0,0,0,0,0,0,341
BRAINTREE - ALBERTO ELDRIDGE,00400010,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
BRAINTREE - ARCHIE T MORRISON,00400033,0,0,0,71,68,52,86,69,0,0,0,0,0,0,0,0,0,346
BRAINTREE - BRAINTREE HIGH,00400505,7,0,0,0,0,0,0,0,0,0,0,336,341,323,271,0,0,"1,278"
BRAINTREE - DONALD ROSS,00400050,0,0,0,56,47,44,63,52,0,0,0,0,0,0,0,0,0,262
BRAINTREE - EAST MIDDLE SCHOOL,00400305,0,0,0,0,0,0,0,0,205,226,250,0,0,0,0,0,0,681
BRAINTREE - HIGHLANDS,00400015,0,0,47,78,73,68,74,63,0,0,0,0,0,0,0,0,0,403
BRAINTREE - HOLLIS,00400005,21,0,39,60,52,44,64,34,0,0,0,0,0,0,0,0,0,314
BRAINTREE - LIBERTY,00400025,0,0,52,64,62,69,56,57,0,0,0,0,0,0,0,0,0,360
BRAINTREE - MARY E FLAHERTY SCHOOL,00400020,18,0,56,59,53,59,45,65,0,0,0,0,0,0,0,0,0,355
BRAINTREE - MONATIQUOT,00400030,0,0,33,41,37,39,39,33,0,0,0,0,0,0,0,0,0,222
BRAINTREE - SOUTH MIDDLE SCHOOL,00400310,0,0,0,0,0,0,0,0,171,181,171,0,0,0,0,0,0,523
BREWSTER - EDDY ELEMENTARY (02/97),00410010,0,0,49,50,41,62,55,48,0,0,0,0,0,0,0,0,0,305
BREWSTER - STONY BROOK ELEMENTARY,00410005,0,22,65,69,70,75,78,70,0,0,0,0,0,0,0,0,0,449
BRIDGEWATER-RAYNHAM - BRIDGEWATER ELEM,06250045,0,59,247,255,257,250,261,0,0,0,0,0,0,0,0,0,0,"1,329"
BRIDGEWATER-RAYNHAM - BRIDGEWATER-RAYNHAM REG,06250505,0,0,0,0,0,0,0,0,0,0,0,370,355,387,341,0,0,"1,453"
BRIDGEWATER-RAYNHAM - BURNELL LABORATORY SCHOOL,06250005,0,0,48,54,60,52,58,58,58,0,0,0,0,0,0,0,0,388
BRIDGEWATER-RAYNHAM - DR E J LALIBERTE J H,06250305,0,0,0,0,0,0,0,0,165,152,157,0,0,0,0,0,0,474
BRIDGEWATER-RAYNHAM - LILLIE B MERRILL,06250020,0,0,90,0,0,166,146,162,0,0,0,0,0,0,0,0,0,564
BRIDGEWATER-RAYNHAM - NORTH,06250025,0,0,0,45,46,0,0,0,0,0,0,0,0,0,0,0,0,91
BRIDGEWATER-RAYNHAM - SOUTH,06250030,0,26,0,41,45,0,0,0,0,0,0,0,0,0,0,0,0,112
BRIDGEWATER-RAYNHAM - WILLIAM J SULLIVAN,06250035,0,0,46,69,69,0,0,0,0,0,0,0,0,0,0,0,0,184
BRIDGEWATER-RAYNHAM - WILLIAMS MIDDLE,06250310,0,0,0,0,0,0,0,227,238,281,290,0,0,0,0,0,0,"1,036"
BRIMFIELD - BRIMFIELD ELEMENTARY,00430005,0,0,38,59,38,54,72,34,51,0,0,0,0,0,0,0,0,346
BRISTOL COUNTY AGR - BRISTOL COUNTY AGR HIGH,09100705,0,0,0,0,0,0,0,0,0,0,0,118,98,96,65,0,0,377
BRISTOL-PLYMOUTH VOC TECH - BRISTOL-PLYMOUTH VOC TECH,08100605,0,0,0,0,0,0,0,0,0,0,0,224,210,194,140,39,0,807
BROCKTON - ASHFIELD,00440004,0,0,0,105,105,85,101,118,102,0,0,0,0,0,0,0,0,616
BROCKTON - B B RUSSELL,00440080,0,0,0,42,39,32,45,34,50,0,0,0,0,0,0,0,0,242
BROCKTON - BELMONT STREET ELEMENTARY,00440006,0,0,0,98,105,104,56,40,26,0,0,0,0,0,0,0,0,429
BROCKTON - BELMONT STREET KDG,00440005,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273
BROCKTON - BROCKTON HIGH,00440505,0,82,0,0,0,0,0,0,1,8,13,988,"1,190",693,630,0,0,"3,605"
BROCKTON - BROOKFIELD,00440010,0,0,437,126,117,81,72,78,80,0,0,0,0,0,0,0,0,991
BROCKTON - DOWNEY,00440110,37,0,0,112,124,118,123,108,103,0,0,0,0,0,0,0,0,725
BROCKTON - DR W ARNONE COMM SCH,00440001,0,0,0,114,128,123,150,111,122,0,0,0,0,0,0,0,0,748
BROCKTON - EAST JUNIOR HIGH,00440405,18,0,0,0,0,0,0,0,0,297,283,0,0,0,0,0,0,598
BROCKTON - EDGAR B DAVIS,00440023,9,0,547,170,161,99,81,74,59,0,0,0,0,0,0,0,0,"1,200"
BROCKTON - FRANKLIN,00440030,0,0,0,67,56,67,54,55,54,0,0,0,0,0,0,0,0,353
BROCKTON - GILMORE,00440035,0,0,24,91,83,72,77,86,83,0,0,0,0,0,0,0,0,516
BROCKTON - GODDARD,00440015,0,0,24,24,19,25,25,28,44,0,0,0,0,0,0,0,0,189
BROCKTON - HANCOCK,00440045,5,0,0,128,132,134,130,134,126,0,0,0,0,0,0,0,0,789
BROCKTON - HOWARD CENTER,00440050,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206
BROCKTON - HUNTINGTON,00440055,0,0,0,100,76,73,87,100,73,0,0,0,0,0,0,0,0,509
BROCKTON - JOHN F KENNEDY,00440017,0,0,0,102,101,95,105,97,94,0,0,0,0,0,0,0,0,594
BROCKTON - NORTH JUNIOR HIGH,00440410,0,0,0,0,0,0,0,0,0,342,297,0,0,0,0,0,0,639
BROCKTON - OSCAR F RAYMOND,00440078,24,0,24,143,131,133,155,130,138,0,0,0,0,0,0,0,0,878
BROCKTON - SOUTH JUNIOR HIGH,00440415,0,0,0,0,0,0,0,0,0,323,283,0,0,0,0,0,0,606
BROCKTON - ST COLEMAN SCHOOL,00440095,0,0,0,46,49,40,52,53,54,0,0,0,0,0,0,0,0,294
BROCKTON - THE ITHAKA SCHOOL,00440400,8,0,0,0,0,0,0,0,0,5,5,11,11,6,7,0,0,53
BROCKTON - WEST JUNIOR HIGH,00440420,0,0,0,0,0,0,0,0,0,342,307,0,0,0,0,0,0,649
BROCKTON - WHITMAN,00440100,0,0,0,47,49,54,56,52,55,0,0,0,0,0,0,0,0,313
BROOKFIELD - BROOKFIELD ELEMENTARY,00450005,0,21,48,41,45,56,50,41,44,0,0,0,0,0,0,0,0,346
BROOKLINE - BROOKLINE HIGH,00460505,0,0,0,0,0,0,0,0,0,0,0,449,438,414,438,0,0,"1,739"
BROOKLINE - EDITH C BAKER,00460005,31,0,61,67,79,69,77,73,65,66,54,0,0,0,0,0,0,642
BROOKLINE - EDWARD DEVOTION,00460015,18,0,70,85,92,70,89,86,77,76,82,0,0,0,0,0,0,745
BROOKLINE - HEATH,00460025,0,0,38,51,48,44,45,45,42,37,45,0,0,0,0,0,0,395
BROOKLINE - JOHN D RUNKLE,00460045,2,0,44,51,48,61,42,61,65,39,58,0,0,0,0,0,0,471
BROOKLINE - LAWRENCE,00460030,0,0,67,57,67,60,69,65,50,48,63,0,0,0,0,0,0,546
BROOKLINE - MICHAEL DRISCOLL,00460020,6,0,38,45,46,41,42,51,42,51,67,0,0,0,0,0,0,429
BROOKLINE - PIERCE,00460040,17,0,57,68,65,82,66,72,73,62,55,0,0,0,0,0,0,617
BROOKLINE - WILLIAM H LINCOLN,00460035,0,0,49,54,65,63,58,53,51,44,52,0,0,0,0,0,0,489
BURLINGTON - BURLINGTON HIGH,00480505,0,0,0,0,0,0,0,0,0,0,0,211,241,230,237,0,0,919
BURLINGTON - FOX HILL,00480007,0,0,69,83,99,74,94,68,0,0,0,0,0,0,0,0,0,487
BURLINGTON - FRANCIS WYMAN ELEM,00480035,25,0,105,110,106,110,109,106,0,0,0,0,0,0,0,0,0,671
BURLINGTON - MARSHALL SIMONDS MIDDLE,00480303,0,0,0,0,0,0,0,0,268,264,271,0,0,0,0,0,0,803
BURLINGTON - MEMORIAL,00480015,0,0,40,45,46,46,39,44,0,0,0,0,0,0,0,0,0,260
BURLINGTON - PINE GLEN ELEMENTARY,00480020,0,0,58,76,71,72,62,60,0,0,0,0,0,0,0,0,0,399
CAMBRIDGE - AGASSIZ,00490005,0,0,55,41,37,42,36,41,31,30,27,0,0,0,0,0,0,340
CAMBRIDGE - CAMB RINDGE & LATIN,00490506,11,0,0,0,0,0,0,0,0,0,0,485,469,495,461,4,0,"1,925"
CAMBRIDGE - CHARLES G HARRINGTON,00490025,6,0,90,60,58,78,80,66,58,63,54,0,0,0,0,0,0,613
CAMBRIDGE - FLETCHER,00490015,2,0,46,34,43,39,31,30,43,26,28,0,0,0,0,0,0,322
CAMBRIDGE - GRAHAM/PARKS NEW ALTERN,00490080,0,0,46,38,45,48,42,38,39,42,48,0,0,0,0,0,0,386
CAMBRIDGE - HAGGERTY,00490020,0,13,49,41,38,35,31,38,22,0,0,0,0,0,0,0,0,267
CAMBRIDGE - JOHN M TOBIN,00490065,9,0,75,76,71,76,71,66,58,85,86,0,0,0,0,0,0,673
CAMBRIDGE - KING,00490030,22,0,39,33,32,26,25,23,20,25,21,0,0,0,0,0,0,266
CAMBRIDGE - KING OPEN,00490035,0,0,56,43,41,38,35,37,31,32,37,0,0,0,0,0,0,350
CAMBRIDGE - LONGFELLOW,00490040,8,0,48,47,45,58,48,32,85,65,67,0,0,0,0,0,0,503
CAMBRIDGE - M E FITZGERALD,00490010,2,23,66,48,41,41,42,40,41,34,34,0,0,0,0,0,0,412
CAMBRIDGE - MAYNARD,00490060,8,0,35,35,30,39,33,0,0,0,0,0,0,0,0,0,0,180
CAMBRIDGE - MORSE,00490045,4,0,47,38,33,29,25,22,20,20,22,0,0,0,0,0,0,260
CAMBRIDGE - NEW SCHOOL/CAMBRIDGEPORT,00490007,0,0,38,34,25,36,34,26,20,14,0,0,0,0,0,0,0,227
CAMBRIDGE - PEABODY,00490050,14,0,54,43,47,44,46,43,36,40,41,0,0,0,0,0,0,408
CAMBRIDGE - ROBERT F KENNEDY,00490055,30,0,56,50,39,45,62,72,73,61,59,0,0,0,0,0,0,547
CANTON - CANTON HIGH,00500505,0,0,0,0,0,0,0,0,0,0,0,192,164,181,156,0,0,693
CANTON - DEAN S LUCE,00500020,0,0,39,76,61,76,49,50,0,0,0,0,0,0,0,0,0,351
CANTON - JOHN F KENNEDY,00500017,0,0,88,66,69,91,93,86,0,0,0,0,0,0,0,0,0,493
CANTON - LT PETER M HANSEN,00500012,12,46,80,91,97,101,89,80,0,0,0,0,0,0,0,0,0,596
CANTON - WM H GALVIN MIDDLE,00500305,0,0,0,0,0,0,0,0,256,227,206,0,0,0,0,0,0,689
CAPE COD LIGHTHOUSE CHART - CAPE COD LIGHTHOUSE CS,04320530,0,0,0,0,0,0,0,0,54,55,54,0,0,0,0,0,0,163
CAPE COD REGION VOC TECH - CAPE COD REGION VOC TECH,08150605,0,0,0,0,0,0,0,0,0,0,0,163,177,155,113,9,0,617
CARLISLE - CARLISLE SCHOOL,00510025,0,14,76,60,92,77,78,93,75,77,73,0,0,0,0,0,0,715
CARVER - CARVER HIGH SCHOOL,00520505,0,0,0,0,0,0,0,0,0,0,0,164,145,116,129,0,0,554
CARVER - CARVER MIDDLE,00520305,0,0,0,0,0,0,0,0,194,162,201,0,0,0,0,0,0,557
CARVER - GOV JOHN CARVER ELEM,00520010,0,0,0,0,0,162,176,180,0,0,0,0,0,0,0,0,0,518
CARVER - GOV JOHN CARVER PRIMARY,00520005,0,54,194,172,176,0,0,0,0,0,0,0,0,0,0,0,0,596
CENTRAL BERKSHIRE - BECKET CONSOLIDATED,06350005,0,24,29,21,35,33,37,34,0,0,0,0,0,0,0,0,0,213
CENTRAL BERKSHIRE - BERKSHIRE TRAIL ELEM,06350010,0,0,23,28,22,32,20,22,0,0,0,0,0,0,0,0,0,147
CENTRAL BERKSHIRE - CENTRAL BERKSHIRE ECC,06350003,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
CENTRAL BERKSHIRE - CRANEVILLE,06350025,0,0,62,87,103,80,85,101,0,0,0,0,0,0,0,0,0,518
CENTRAL BERKSHIRE - KITTREDGE,06350035,0,0,45,39,39,54,42,45,0,0,0,0,0,0,0,0,0,264
CENTRAL BERKSHIRE - NESSACUS MIDDLE,06350305,0,0,0,0,0,0,0,0,213,195,187,0,0,0,0,0,0,595
CENTRAL BERKSHIRE - WAHCONAH REGIONAL HIGH,06350505,0,0,0,0,0,0,0,0,0,0,0,186,199,192,167,0,0,744
CHATHAM - CHATHAM ELEMENTARY,00550005,0,9,33,49,55,50,41,49,48,0,0,0,0,0,0,0,0,334
CHATHAM - CHATHAM HIGH,00550505,0,0,0,0,0,0,0,0,0,58,62,57,51,30,49,0,0,307
CHELMSFORD - BYAM SCHOOL,00560030,0,0,132,106,122,109,112,0,0,0,0,0,0,0,0,0,0,581
CHELMSFORD - CHARLES D HARRINGTON,00560025,0,0,99,112,136,106,130,0,0,0,0,0,0,0,0,0,0,583
CHELMSFORD - CHELMSFORD HIGH,00560505,0,0,0,0,0,0,0,0,0,0,0,392,362,393,374,0,0,"1,521"
CHELMSFORD - COL MOSES PARKER SCHL,00560305,0,0,0,0,0,0,0,190,193,223,178,0,0,0,0,0,0,784
CHELMSFORD - MCCARTHY MIDDLE SCHOOL,00560310,0,0,0,0,0,0,0,206,217,215,224,0,0,0,0,0,0,862
CHELMSFORD - SOUTH ROW,00560015,0,0,100,130,130,118,117,0,0,0,0,0,0,0,0,0,0,595
CHELMSFORD - WESTLANDS ELEMENTARY,00560020,0,0,82,99,91,113,93,0,0,0,0,0,0,0,0,0,0,478
CHELMSFORD ALLIANCE/ED CH - CHELMSFORD PUB CS,04350305,0,0,0,0,0,0,0,42,44,50,39,0,0,0,0,0,0,175
CHELSEA - CHELSEA EARLY CHILDHOOD,00570003,0,276,528,228,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,032"
CHELSEA - CHELSEA HIGH,00570505,0,0,0,0,0,0,0,0,0,0,0,423,287,231,171,0,0,"1,112"
CHELSEA - EDGAR A HOOKS ELEM,00570030,0,0,0,92,119,114,118,118,0,0,0,0,0,0,0,0,0,561
CHELSEA - FRANK M SOKOLOWSKI ELEM,00570040,0,0,0,62,136,136,132,111,0,0,0,0,0,0,0,0,0,577
CHELSEA - GEORGE D KELLY ELEM,00570035,0,0,0,75,159,99,112,113,0,0,0,0,0,0,0,0,0,558
CHELSEA - WILLIAM A BERKOWITZ ELEM,00570025,0,0,0,97,162,161,92,68,0,0,0,0,0,0,0,0,0,580
CHELSEA - WILLIAMS NORTH MIDDLE,00570305,10,0,0,0,0,0,0,0,187,183,170,0,0,0,0,0,0,550
CHELSEA - WILLIAMS SOUTH MIDDLE,00570310,0,0,0,0,0,0,0,0,211,191,161,0,0,0,0,0,0,563
CHESTERFIELD-GOSHEN - CENTER SCHOOL,06320010,0,0,26,15,18,12,13,21,10,0,0,0,0,0,0,0,0,115
CHICOPEE - BARRY,00610003,0,0,77,70,67,68,65,62,0,0,0,0,0,0,0,0,0,409
CHICOPEE - BELCHER,00610010,0,0,98,78,79,77,0,0,0,0,0,0,0,0,0,0,0,332
CHICOPEE - BELLAMY MIDDLE,00610305,0,0,0,0,0,0,0,0,323,341,354,0,0,0,0,0,0,"1,018"
CHICOPEE - BOWE,00610015,0,0,62,72,87,46,60,43,0,0,0,0,0,0,0,0,0,370
CHICOPEE - BOWIE,00610020,0,0,75,77,75,74,64,65,0,0,0,0,0,0,0,0,0,430
CHICOPEE - CHAPIN,00610025,0,0,63,72,68,54,0,0,0,0,0,0,0,0,0,0,0,257
CHICOPEE - CHICOPEE COMPREHENSIVE HS,00610510,4,0,0,0,0,0,0,0,0,0,0,472,353,253,276,0,0,"1,358"
CHICOPEE - CHICOPEE HIGH,00610505,0,0,0,0,0,0,0,0,0,0,0,342,263,221,238,0,0,"1,064"
CHICOPEE - FAIRVIEW MIDDLE,00610310,0,0,0,0,0,0,0,0,209,226,201,0,0,0,0,0,0,636
CHICOPEE - GEN JOHN J STEFANIK,00610090,0,0,72,103,85,97,73,59,0,0,0,0,0,0,0,0,0,489
CHICOPEE - HORIZON ACADEMY,00610021,0,0,0,0,0,0,0,0,0,3,7,19,9,0,0,0,0,38
CHICOPEE - LAMBERT-LAVOIE,00610040,8,0,53,46,59,57,55,51,0,0,0,0,0,0,0,0,0,329
CHICOPEE - LITWIN,00610022,66,0,28,26,22,27,27,26,0,0,0,0,0,0,0,0,0,222
CHICOPEE - SELSER,00610050,8,0,0,0,0,0,147,167,0,0,0,0,0,0,0,0,0,322
CHICOPEE - STREIBER MEMORIAL SCHOOL,00610065,10,0,55,52,47,45,60,58,0,0,0,0,0,0,0,0,0,327
CHICOPEE - SZETELA ECC,00610001,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
CITY ON A HILL CHARTER - CITY ON A HILL CS,04370505,0,0,0,0,0,0,0,0,0,0,0,53,43,41,9,0,0,146
CLARKSBURG - CLARKSBURG ELEMENTARY,00630010,0,0,19,29,20,26,19,21,28,22,26,0,0,0,0,0,0,210
CLINTON - CLINTON ELEM,00640050,0,0,152,155,155,20,0,0,0,0,0,0,0,0,0,0,0,482
CLINTON - CLINTON MIDDLE SCHOOL,00640305,0,0,0,0,0,159,150,167,132,158,152,0,0,0,0,0,0,918
CLINTON - CLINTON SENIOR HIGH,00640505,0,0,0,0,0,0,0,0,0,0,0,125,109,91,103,0,0,428
CLINTON - PARKHURST,00640035,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
COHASSET - COHASSET JR SR HIGH,00650505,0,0,0,0,0,0,0,0,0,90,101,87,64,79,60,0,0,481
