SCHOOL,ORG CODE,UG,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,13,14,TOTAL
Wachusett - Mountview Middle,07750305,0,0,0,0,0,0,0,0,237,242,240,0,0,0,0,0,0,719
Wachusett - Naquag Elementary,07750035,0,0,113,108,101,117,102,0,0,0,0,0,0,0,0,0,0,541
Wachusett - Paxton Center,07750040,0,0,44,43,70,52,69,63,72,66,52,0,0,0,0,0,0,531
Wachusett - Thomas Prince,07750045,0,0,41,46,62,57,56,62,64,47,50,0,0,0,0,0,0,485
Wachusett - Wachusett Regional High,07750505,0,0,0,0,0,0,0,0,0,0,0,420,426,399,411,0,0,"1,656"
Wakefield - Dolbeare,03050005,0,19,81,105,97,85,89,0,0,0,0,0,0,0,0,0,0,476
Wakefield - Doyle,03050010,0,0,13,0,0,67,63,0,0,0,0,0,0,0,0,0,0,143
Wakefield - Galvin Middle School,03050310,0,0,0,0,0,0,0,286,288,301,266,0,0,0,0,0,0,"1,141"
Wakefield - Greenwood,03050020,0,36,0,0,70,68,51,0,0,0,0,0,0,0,0,0,0,225
Wakefield - Wakefield Memorial High,03050505,0,0,0,0,0,0,0,0,0,0,0,250,265,225,213,0,0,953
Wakefield - Walton,03050040,0,1,28,75,69,0,0,0,0,0,0,0,0,0,0,0,0,173
Wakefield - Woodville School,03050015,0,0,32,50,41,41,41,0,0,0,0,0,0,0,0,0,0,205
Wakefield - Yeuell,03050055,0,0,66,52,0,0,0,0,0,0,0,0,0,0,0,0,0,118
Wales - Wales Elementary,03060005,0,20,15,23,24,25,19,16,27,0,0,0,0,0,0,0,0,169
Walpole - Bird Middle,03070305,0,0,0,0,0,0,0,0,163,148,156,0,0,0,0,0,0,467
Walpole - Boyden,03070010,0,0,0,52,68,45,60,65,0,0,0,0,0,0,0,0,0,290
Walpole - Eleanor N Johnson Middle,03070310,0,0,0,0,0,0,0,0,143,164,133,0,0,0,0,0,0,440
Walpole - Elm Street School,03070005,0,114,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360
Walpole - Fisher,03070015,0,0,0,139,114,136,129,143,0,0,0,0,0,0,0,0,0,661
Walpole - Old Post Road,03070018,0,0,0,94,86,108,109,112,0,0,0,0,0,0,0,0,0,509
Walpole - Walpole High,03070505,0,0,0,0,0,0,0,0,0,0,0,256,231,217,223,0,0,927
Waltham - Douglas MacArthur Elementary School,03080032,0,0,63,63,61,53,68,73,64,0,0,0,0,0,0,0,0,445
Waltham - Ezra C Fitch Elem,03080015,0,3,39,39,32,43,44,48,35,0,0,0,0,0,0,0,0,283
Waltham - Henry Whittemore Elementary School,03080065,0,0,43,41,54,42,56,54,42,0,0,0,0,0,0,0,0,332
Waltham - James Fitzgerald Elementary School,03080060,0,0,45,40,46,44,37,39,0,0,0,0,0,0,0,0,0,251
Waltham - John F Kennedy Middle,03080404,0,0,0,0,0,0,0,0,111,222,196,0,0,0,0,0,0,529
Waltham - John W. McDevitt Middle School,03080415,0,0,0,0,0,0,0,0,21,152,153,0,0,0,0,0,0,326
Waltham - Jonathan Bright Elementary School,03080010,0,0,9,24,24,30,32,23,0,0,0,0,0,0,0,0,0,142
Waltham - Northeast Elementary School,03080040,0,0,47,43,62,56,47,59,0,0,0,0,0,0,0,0,0,314
Waltham - Phineas Lawrence,03080003,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
Waltham - Thomas R Plympton Elementary School,03080050,0,0,44,60,30,60,49,48,64,0,0,0,0,0,0,0,0,355
Waltham - Waltham Sr High,03080505,0,0,0,0,0,0,0,0,0,0,0,404,377,397,340,0,0,"1,518"
Waltham - William F. Stanley Elementary School,03080005,0,0,53,54,48,43,45,36,38,0,0,0,0,0,0,0,0,317
Ware - Stanley M Koziol Elem Sch,03090020,0,51,94,98,91,88,0,0,0,0,0,0,0,0,0,0,0,422
Ware - Ware High,03090505,0,0,0,0,0,0,0,0,0,108,124,131,62,70,78,0,0,573
Ware - Ware Middle School,03090305,0,0,0,0,0,0,116,100,132,0,0,0,0,0,0,0,0,348
Wareham - East Wareham Elem,03100025,0,32,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
Wareham - Ethel E Hammond,03100020,0,0,0,57,52,61,0,0,0,0,0,0,0,0,0,0,0,170
Wareham - John William Decas,03100003,0,0,0,149,148,134,139,145,0,0,0,0,0,0,0,0,0,715
Wareham - Minot Forest,03100017,0,0,0,70,80,69,148,134,0,0,0,0,0,0,0,0,0,501
Wareham - Wareham Middle,03100305,0,0,0,0,0,0,0,0,323,329,302,0,0,0,0,0,0,954
Wareham - Wareham Senior High,03100505,0,0,0,0,0,0,0,0,0,0,0,281,234,173,195,0,0,883
Wareham - West Wareham School,03100030,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
Watertown - Cunniff,03140015,0,7,45,47,46,43,49,34,0,0,0,0,0,0,0,0,0,271
Watertown - Hosmer,03140020,0,84,77,87,60,70,88,71,0,0,0,0,0,0,0,0,0,537
Watertown - James Russell Lowell,03140025,0,6,65,35,63,59,65,54,0,0,0,0,0,0,0,0,0,347
Watertown - Watertown High,03140505,0,0,0,0,0,0,0,0,0,0,0,178,191,226,164,0,0,759
Watertown - Watertown Middle,03140305,0,0,0,0,0,0,0,0,220,203,189,0,0,0,0,0,0,612
Wayland - Claypit Hill School,03150005,0,0,78,117,95,111,107,97,4,0,0,0,0,0,0,0,0,609
Wayland - Happy Hollow School,03150015,0,0,49,70,69,73,64,76,0,0,0,0,0,0,0,0,0,401
Wayland - Loker School,03150020,0,0,58,58,57,65,70,69,2,0,0,0,0,0,0,0,0,379
Wayland - Wayland High School,03150505,0,0,0,0,0,0,0,0,0,0,0,206,214,193,191,0,0,804
Wayland - Wayland Middle School,03150305,0,0,0,0,0,0,0,0,256,244,231,0,0,0,0,0,0,731
Webster - Anthony J Sitkowski,03160305,0,0,0,0,0,87,161,149,145,0,0,0,0,0,0,0,0,542
Webster - Bartlett Jr Sr High Sch,03160505,0,0,0,0,0,0,0,0,0,157,150,137,119,134,100,0,0,797
Webster - Park Avenue Elementary,03160015,0,0,146,122,148,46,0,0,0,0,0,0,0,0,0,0,0,462
Wellesley - Ernest F Upham,03170050,0,0,43,45,61,51,45,37,0,0,0,0,0,0,0,0,0,282
Wellesley - Hunnewell,03170025,0,0,72,53,57,61,66,59,0,0,0,0,0,0,0,0,0,368
Wellesley - John D Hardy,03170020,0,0,63,59,56,54,46,57,0,0,0,0,0,0,0,0,0,335
Wellesley - Joseph E Fiske,03170015,0,0,49,53,49,39,50,47,0,0,0,0,0,0,0,0,0,287
Wellesley - Katharine Lee Bates,03170005,0,0,66,78,62,77,66,80,0,0,0,0,0,0,0,0,0,429
Wellesley - Schofield,03170045,0,0,56,57,63,46,52,58,0,0,0,0,0,0,0,0,0,332
Wellesley - Sprague Elementary School,03170048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellesley - Wellesley Middle,03170305,0,22,0,0,0,0,0,0,288,296,301,0,0,0,0,0,0,907
Wellesley - Wellesley Sr High,03170505,0,0,0,0,0,0,0,0,0,0,0,255,224,247,217,0,0,943
Wellfleet - Wellfleet Elementary,03180005,0,0,26,20,22,25,11,22,0,0,0,0,0,0,0,0,0,126
West Boylston - Major Edwards Elementary,03220005,0,20,61,80,94,82,110,97,0,0,0,2,1,0,1,0,0,548
West Boylston - West Boylston Jr-Sr High,03220505,0,0,0,0,0,0,0,0,91,95,103,89,96,81,72,0,0,627
West Bridgewater - Howard School,03230305,0,0,0,0,0,0,6,87,92,0,0,0,0,0,0,0,0,185
West Bridgewater - Rose L Macdonald,03230003,0,21,83,76,76,84,62,1,2,0,0,0,0,0,0,0,0,405
West Bridgewater - Spring Street School,03230005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bridgewater - West Bridgewater Jr-Sr,03230505,0,0,0,0,0,0,0,0,0,100,76,66,58,73,45,0,0,418
West Springfield - John Ashley,03320005,0,69,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303
West Springfield - John R Fausey,03320010,0,0,0,69,76,91,80,87,0,0,0,0,0,0,0,0,0,403
West Springfield - Memorial,03320025,0,0,0,42,41,43,49,38,0,0,0,0,0,0,0,0,0,213
West Springfield - Mittineague,03320030,0,0,0,31,35,34,43,22,0,0,0,0,0,0,0,0,0,165
West Springfield - Philip G Coburn,03320007,0,0,0,85,78,78,82,70,0,0,0,0,0,0,0,0,0,393
West Springfield - Tatham,03320040,0,0,0,45,40,55,53,54,0,0,0,0,0,0,0,0,0,247
West Springfield - West Springfield High,03320505,0,0,0,0,0,0,0,0,0,0,0,395,321,263,232,0,0,"1,211"
West Springfield - West Springfield Middle,03320305,0,0,0,0,0,0,0,0,340,353,319,0,0,0,0,0,0,"1,012"
Westborough - Annie E Fales,03210010,0,0,111,99,117,128,3,5,3,3,7,3,2,2,3,0,0,486
Westborough - Elsie A Hastings Elem,03210025,0,68,122,141,111,148,1,0,0,0,0,0,0,0,0,0,0,591
Westborough - J Harding Armstrong,03210005,0,0,0,0,0,2,302,278,0,0,0,0,0,0,0,0,0,582
Westborough - Mill Pond School,03210045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Westborough - Sarah W Gibbons Middle,03210305,0,0,0,0,0,0,0,0,291,284,263,0,0,0,0,0,0,838
Westborough - Westborough High,03210505,0,0,0,0,0,0,0,0,0,0,0,246,219,228,183,0,0,876
Westfield - Abner Gibbs,03250020,0,0,33,38,37,43,52,43,0,0,0,0,0,0,0,0,0,246
Westfield - East Mountain Road School,03250011,0,0,0,0,0,0,2,2,1,1,3,0,0,0,0,0,0,9
Westfield - Fort Meadow ECC,03250003,0,107,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
Westfield - Franklin Ave,03250015,0,0,28,36,42,46,40,44,0,0,0,0,0,0,0,0,0,236
Westfield - Highland,03250025,0,0,62,86,82,61,57,68,0,0,0,0,0,0,0,0,0,416
Westfield - Juniper Park,03250055,0,0,54,86,80,93,77,83,0,0,0,0,0,0,0,0,0,473
Westfield - Moseley,03250030,0,0,28,35,32,42,38,43,0,0,0,0,0,0,0,0,0,218
Westfield - Munger Hill,03250033,0,0,59,66,72,48,70,78,0,0,0,0,0,0,0,0,0,393
Westfield - North Middle School,03250305,0,0,0,0,0,0,0,0,277,266,282,0,0,0,0,0,0,825
Westfield - Paper Mill,03250036,0,0,61,87,61,70,89,72,0,0,0,0,0,0,0,0,0,440
Westfield - South Middle School,03250310,0,0,0,0,0,0,0,0,255,259,279,0,0,0,0,0,0,793
Westfield - Southampton Road,03250040,0,0,66,61,56,77,69,85,0,0,0,0,0,0,0,0,0,414
Westfield - Westfield High,03250505,0,0,0,0,0,0,0,0,0,0,0,456,408,406,413,0,0,"1,683"
Westfield - Westfield Voc Tech High,03250605,0,0,0,0,0,0,0,0,0,0,0,116,130,130,128,0,0,504
Westford - Abbot Elem,03260004,0,0,0,0,0,135,134,137,121,0,0,0,0,0,0,0,0,527
Westford - Blanchard Middle,03260310,0,0,0,0,0,0,0,0,137,341,352,0,1,0,0,0,0,831
Westford - Col John Robinson,03260025,0,0,197,192,201,40,0,0,0,0,0,0,0,0,0,0,0,630
Westford - Day Elementary,03260007,0,0,0,0,0,139,148,139,126,0,0,0,0,0,1,0,0,553
Westford - John A. Crisafulli Elementary School,03260045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Westford - Millennium Elementary,03260013,0,0,0,0,0,11,116,105,0,0,0,0,0,0,0,0,0,232
Westford - Nabnasset,03260015,0,52,165,223,199,67,1,0,0,0,0,0,0,0,0,0,0,707
Westford - Rita E. Miller Elementary School,03260055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Westford - Stony Brook School,03260330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Westford - Westford Academy,03260505,0,0,0,0,1,0,0,0,0,0,0,306,331,312,255,0,0,"1,205"
Westhampton - Westhampton Elem School,03270005,0,19,19,14,16,22,16,19,20,0,0,0,0,0,0,0,0,145
Weston - Country,03300010,0,0,84,103,103,87,0,0,0,0,0,0,0,0,0,0,0,377
Weston - Field Elem School,03300012,0,0,0,0,0,0,185,196,0,0,0,0,0,0,0,0,0,381
Weston - Weston High,03300505,0,0,0,0,0,0,0,0,0,0,0,169,167,140,107,0,0,583
Weston - Weston Middle,03300305,0,0,0,0,0,0,0,0,190,193,176,0,0,0,0,0,0,559
Weston - Woodland,03300015,0,0,97,78,79,100,0,0,0,0,0,0,0,0,0,0,0,354
Westport - Alice A Macomber,03310015,0,114,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257
Westport - Westport Elementary,03310030,0,0,0,147,144,164,149,0,0,0,0,0,0,0,0,0,0,604
Westport - Westport High,03310505,0,0,0,0,0,0,0,0,0,0,0,145,145,112,88,0,0,490
Westport - Westport Middle,03310305,0,0,0,0,0,0,0,169,148,175,162,0,0,0,0,0,0,654
Westwood - Deerfield School,03350010,0,0,33,40,33,39,40,35,0,0,0,0,0,0,0,0,0,220
Westwood - Downey,03350012,0,14,37,40,38,39,30,56,0,0,0,0,0,0,0,0,0,254
Westwood - E W Thurston Middle,03350305,0,0,0,0,0,0,0,0,216,206,202,0,0,0,0,0,0,624
Westwood - Martha Jones,03350017,0,0,47,62,53,64,48,41,0,0,0,0,0,0,0,0,0,315
Westwood - Paul Hanlon,03350015,0,0,28,19,43,31,27,29,0,0,0,0,0,0,0,0,0,177
Westwood - Westwood High,03350505,0,0,0,0,0,0,0,0,0,0,0,173,172,159,162,0,0,666
Westwood - William E Sheehan,03350025,0,0,46,64,57,47,69,58,0,0,0,0,0,0,0,0,0,341
Weymouth - Abigail Adams Intermed,03360310,0,0,0,0,0,0,0,332,349,309,0,0,0,0,0,0,0,990
Weymouth - Academy Avenue,03360005,0,0,67,59,62,54,67,0,0,0,0,0,0,0,0,0,0,309
Weymouth - Frederick C Murphy,03360050,0,0,37,66,56,55,57,0,0,0,0,0,0,0,0,0,0,271
Weymouth - Johnson ECC,03360003,0,138,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
Weymouth - Lawrence W Pingree,03360065,0,0,45,57,54,70,53,0,0,0,0,0,0,0,0,0,0,279
Weymouth - Ralph Talbot,03360085,0,0,56,58,49,60,77,0,0,0,0,0,0,0,0,0,0,300
Weymouth - South Intermediate,03360320,0,0,0,0,0,0,0,219,253,282,0,0,0,0,0,0,0,754
Weymouth - Thomas V Nash,03360060,0,0,56,51,44,51,47,0,0,0,0,0,0,0,0,0,0,249
Weymouth - Union Street,03360105,0,145,114,95,93,79,93,0,0,0,0,0,0,0,0,0,0,619
Weymouth - Wessagusset,03360110,0,0,56,79,82,98,81,0,0,0,0,0,0,0,0,0,0,396
Weymouth - Weymouth High/Commercial St,03360505,0,0,0,0,0,0,0,0,0,0,0,64,502,438,438,0,0,"1,442"
Weymouth - Weymouth High/Pleasant St,03360515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weymouth - Weymouth Jr H S,03360425,0,0,0,0,0,0,0,0,0,0,553,440,0,0,0,0,0,993
Weymouth - William Seach,03360080,0,0,49,81,64,82,75,0,0,0,0,0,0,0,0,0,0,351
Whately - Whately Elementary,03370005,0,10,16,18,20,22,17,20,18,0,0,0,0,0,0,0,0,141
Whitman-Hanson - Hanson Middle School,07800315,0,0,0,0,0,0,0,0,168,145,164,0,1,0,0,0,0,478
Whitman-Hanson - Indian Head,07800035,0,0,0,0,0,140,173,158,0,0,0,0,0,0,0,0,0,471
Whitman-Hanson - John H Duval,07800030,0,0,0,89,111,96,113,109,1,0,0,0,0,0,0,0,0,519
Whitman-Hanson - Louise A Conley,07800010,0,0,0,84,72,94,106,104,0,1,0,0,0,0,0,0,0,461
Whitman-Hanson - Maquan Elementary,07800025,0,64,144,158,164,2,0,0,0,0,0,0,0,0,0,0,0,532
Whitman-Hanson - Park Avenue ECC,07800003,0,84,184,5,1,0,0,0,0,0,0,0,0,0,0,0,0,274
Whitman-Hanson - Whitman Hanson Regional,07800505,0,0,0,0,0,0,0,0,0,0,0,318,281,270,285,0,0,"1,154"
Whitman-Hanson - Whitman Middle,07800310,0,0,0,0,0,0,0,0,200,247,198,0,0,0,0,0,0,645
Whittier Voc - Whittier Reg Voc,08850605,0,0,0,0,0,0,0,0,0,0,0,390,351,300,291,0,0,"1,332"
Williamsburg - Anne T Dunphy,03400005,0,0,0,0,0,0,23,42,28,0,0,0,0,0,0,0,0,93
Williamsburg - Helen James,03400015,0,23,28,32,28,21,0,0,0,0,0,0,0,0,0,0,0,132
Williamstown - Williamstown Elementary,03410010,0,35,56,65,82,71,70,76,84,0,0,0,0,0,0,0,0,539
Wilmington - Boutwell,03420005,0,30,149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,180
Wilmington - North Intermediate,03420060,0,0,0,0,0,0,156,150,0,0,0,0,0,0,0,0,0,306
Wilmington - Shawsheen Elem,03420025,0,0,0,156,164,141,0,0,0,0,0,0,0,0,0,0,0,461
Wilmington - West Intermediate,03420080,0,0,0,0,0,0,163,151,0,0,0,0,0,0,0,0,0,314
Wilmington - Wildwood,03420015,0,29,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182
Wilmington - Wilmington High,03420505,0,0,0,0,0,0,0,0,0,0,0,227,206,218,166,0,0,817
Wilmington - Wilmington Middle School,03420330,0,0,0,0,0,0,0,0,320,301,303,0,0,0,0,0,0,924
Wilmington - Woburn Street,03420020,0,0,0,170,172,186,0,0,0,0,0,0,0,0,0,0,0,528
Winchendon - Memorial,03430040,0,87,122,121,129,135,0,0,0,0,0,0,0,0,0,0,0,594
Winchendon - Murdock Middle/High,03430505,0,0,0,0,0,0,0,0,0,163,165,137,133,102,97,0,0,797
Winchendon - Toy Town Elem,03430050,0,0,0,0,0,0,169,170,151,0,0,0,0,0,0,0,0,490
Winchester - Ambrose Elementary,03440045,0,0,37,63,55,58,41,51,0,0,0,0,0,27,1,0,0,333
Winchester - Lincoln,03440005,0,10,63,62,66,68,71,65,0,0,0,0,0,52,1,0,0,458
Winchester - Lynch Elementary,03440020,0,25,59,55,47,55,59,58,0,0,0,0,0,29,0,0,0,387
Winchester - McCall Middle,03440305,0,0,0,0,0,0,0,0,318,270,262,0,2,18,1,0,0,871
Winchester - Muraco,03440040,0,20,45,51,46,48,41,72,0,0,0,0,0,38,0,0,0,361
Winchester - Vinson-Owen,03440025,0,0,42,59,50,52,67,34,0,0,0,0,0,0,0,0,0,304
Winchester - Winchester High School,03440505,0,0,0,0,0,0,0,0,0,0,0,230,226,33,216,0,0,705
Winthrop - Arthur W Dalrymple,03460010,0,0,54,52,59,58,70,0,0,0,0,0,0,0,0,0,0,293
Winthrop - Fort Banks Elementary,03460015,0,44,99,104,107,110,110,0,0,0,0,0,0,0,0,0,0,574
Winthrop - Winthrop Middle School,03460305,0,0,0,0,0,0,0,187,160,210,186,0,0,0,0,0,0,743
Winthrop - Winthrop Sr High,03460505,0,0,0,0,0,0,0,0,0,0,0,121,144,100,106,0,3,474
Woburn - Clyde Reeves,03470040,0,0,62,56,64,69,69,60,0,0,0,0,0,0,0,0,0,380
Woburn - Daniel L Joyce Middle School,03470410,0,0,0,1,0,0,0,0,203,185,181,0,0,0,0,0,0,570
Woburn - Daniel P Hurld,03470020,0,0,31,31,37,49,39,40,0,0,0,0,0,0,0,0,0,227
Woburn - George I Clapp,03470005,0,0,24,33,37,39,30,43,0,0,0,0,0,0,0,0,0,206
Woburn - Goodyear,03470015,0,0,49,49,30,44,44,47,56,0,0,0,0,0,0,0,0,319
Woburn - John F Kennedy Middle School,03470405,0,0,0,0,0,0,0,0,33,189,163,0,0,0,0,0,0,385
Woburn - Linscott-Rumford,03470025,0,0,1,33,48,33,33,34,41,0,0,0,0,0,0,0,0,223
Woburn - Malcolm White,03470055,0,0,44,33,36,44,38,40,18,0,0,0,0,0,0,0,0,253
Woburn - Mary D Altavesta,03470065,0,0,31,35,32,29,38,37,35,0,0,0,0,0,0,0,0,237
Woburn - Shamrock,03470043,0,0,30,38,33,31,24,28,0,0,0,0,0,0,0,0,0,184
Woburn - Woburn High,03470505,0,0,0,0,0,0,0,0,0,0,0,333,328,301,276,0,0,"1,238"
Woburn - Wyman,03470060,0,0,24,34,36,24,39,41,39,0,0,0,0,0,0,0,0,237
Worcester - Accelerated Learning Lab,03480275,0,14,72,73,74,67,77,70,98,79,54,57,35,47,29,0,0,846
Worcester - Adams Street,03480010,0,12,28,20,18,24,22,19,13,0,0,0,0,0,0,0,0,156
Worcester - Belmont Street Community,03480020,0,38,69,66,56,71,70,68,79,0,0,0,0,0,0,0,0,517
Worcester - Burncoat Middle School,03480405,0,0,0,0,0,0,0,0,0,343,366,0,0,0,0,0,0,709
Worcester - Burncoat Senior High,03480503,0,0,0,0,0,0,0,0,0,0,0,438,288,270,224,0,0,"1,220"
Worcester - Burncoat Street,03480035,0,14,30,31,25,38,35,36,33,0,0,0,0,0,0,0,0,242
Worcester - Canterbury,03480045,0,16,44,50,43,59,50,30,53,0,0,0,0,0,0,0,0,345
Worcester - Chandler Elem Community,03480050,0,52,46,43,53,45,39,47,45,0,0,0,0,0,0,0,0,370
Worcester - Chandler Magnet,03480052,0,40,64,75,86,89,87,110,78,0,0,0,0,0,0,0,0,629
Worcester - City View,03480053,0,29,60,68,64,94,74,82,81,0,0,0,0,0,0,0,0,552
Worcester - Clark St Community,03480055,0,12,41,38,36,33,32,49,44,0,0,0,0,0,0,0,0,285
Worcester - Columbus Park,03480060,0,29,51,43,51,57,48,56,56,0,0,0,0,0,0,0,0,391
Worcester - Doherty Memorial High,03480512,0,0,0,0,0,0,0,0,0,45,44,460,321,362,360,0,0,"1,592"
Worcester - Elm Park Community,03480095,0,28,59,59,49,51,54,70,69,0,0,0,0,0,0,0,0,439
Worcester - Flagg Street,03480090,0,16,76,71,69,67,74,68,69,0,0,0,0,0,0,0,0,510
Worcester - Forest Grove Middle,03480415,0,0,0,0,0,0,0,0,0,441,438,0,0,0,0,0,0,879
Worcester - Francis J McGrath Elem,03480177,0,15,37,49,31,38,36,34,46,0,0,0,0,0,0,0,0,286
Worcester - Gates Lane,03480110,0,55,84,105,90,86,89,90,84,0,0,0,0,0,0,0,0,683
Worcester - Goddard Sch/Science Tech,03480100,0,26,67,70,86,85,70,84,73,0,0,0,0,0,0,0,0,561
Worcester - Grafton Street,03480115,0,36,50,46,51,61,61,51,54,0,0,0,0,0,0,0,0,410
Worcester - Granite Street,03480120,0,14,26,29,30,26,16,37,26,0,0,0,0,0,0,0,0,204
Worcester - Greendale,03480125,0,11,26,27,26,23,32,26,40,0,0,0,0,0,0,0,0,211
Worcester - Harlow Street,03480130,0,13,29,36,28,31,33,25,35,0,0,0,0,0,0,0,0,230
Worcester - Heard Street,03480136,0,16,44,33,40,39,26,36,25,0,0,0,0,0,0,0,0,259
Worcester - Jacob Hiatt Magnet,03480140,0,61,84,83,97,83,87,73,86,0,0,0,0,0,0,0,0,654
Worcester - Lake View,03480145,0,0,49,48,41,51,43,50,38,0,0,0,0,0,0,0,0,320
Worcester - Lincoln Street,03480160,0,22,44,36,31,34,28,19,20,0,0,0,0,0,0,0,0,234
Worcester - May Street,03480175,0,11,31,37,31,44,39,41,38,0,0,0,0,0,0,0,0,272
Worcester - Midland Street,03480185,0,0,37,36,38,43,34,38,44,0,0,0,0,0,0,0,0,270
Worcester - Mill Swan,03480190,0,14,27,28,26,32,21,38,37,0,0,0,0,0,0,0,0,223
Worcester - Multiple Intelligences,03480065,0,15,28,33,31,45,55,38,45,0,0,0,0,0,0,0,0,290
Worcester - Nelson Place,03480200,0,0,63,70,61,87,71,72,80,0,0,0,0,0,0,0,0,504
Worcester - New Ludlow,03480165,0,0,33,38,34,32,40,39,44,0,0,0,0,0,0,0,0,260
Worcester - Norrback Avenue,03480202,0,30,110,98,96,74,74,71,60,0,0,0,0,0,0,0,0,613
Worcester - North High,03480515,0,0,0,0,0,0,0,0,0,0,0,432,252,236,209,0,0,"1,129"
Worcester - Quinsigamond,03480210,0,16,102,128,111,118,91,83,106,0,0,0,0,0,0,0,0,755
Worcester - Rice Square,03480215,0,15,55,53,59,38,49,48,54,0,0,0,0,0,0,0,0,371
Worcester - Roosevelt,03480220,0,34,94,92,86,79,73,81,84,0,0,0,0,0,0,0,0,623
Worcester - South High Community,03480520,0,0,0,0,0,0,0,0,0,0,0,420,315,292,249,0,0,"1,276"
Worcester - Sullivan Middle,03480423,0,0,0,0,0,0,0,0,0,538,505,0,0,0,0,0,0,"1,043"
Worcester - Tatnuck,03480230,0,27,57,71,58,72,79,76,84,0,0,0,0,0,0,0,0,524
Worcester - Thorndyke Road,03480235,0,16,50,49,45,51,41,53,48,0,0,0,0,0,0,0,0,353
Worcester - Union Hill School,03480240,0,15,30,44,26,40,42,53,39,0,0,0,0,0,0,0,0,289
Worcester - University Pk Campus Sch,03480285,0,0,0,0,0,0,0,0,0,39,35,34,28,30,0,0,0,166
Worcester - Vernon Hill School,03480280,0,14,76,49,51,56,42,61,55,0,0,0,0,0,0,0,0,404
Worcester - Wawecus Road School,03480026,0,0,21,21,39,19,24,23,27,0,0,0,0,0,0,0,0,174
Worcester - West Tatnuck,03480260,0,50,44,49,45,46,31,33,52,0,0,0,0,0,0,0,0,350
Worcester - Worcester Arts Magnet Sch,03480225,0,30,39,44,45,55,53,51,43,0,0,0,0,0,0,0,0,360
Worcester - Worcester East Middle,03480420,0,0,0,0,0,0,0,0,0,453,397,0,0,0,0,0,0,850
Worcester - Worcester Voc High,03480605,0,0,0,0,0,0,0,0,0,0,0,322,261,204,180,26,0,993
Wrentham - Charles E Roderick,03500010,0,0,0,0,0,0,174,169,172,0,0,0,0,0,0,0,0,515
Wrentham - Delaney,03500003,0,46,152,149,104,130,0,0,0,0,0,0,0,0,0,0,0,581
Wrentham - Vogel,03500005,0,0,0,0,83,38,0,0,0,0,0,0,0,0,0,0,0,121
State Totals - State Totals,00000000,0,"20,865","68,576","75,107","73,440","75,380","76,602","77,580","78,825","78,164","75,241","80,410","69,707","64,187","59,607",207,121,"974,015"
