orgcode,address,latitude,longitude
350146,"200 D Street, South Boston, MA 02127",42.33739336,-71.05267082
350154,"154 Ruskindale Road, Mattapan, MA 02126",,
350156,"218 Marion Street, East Boston, MA 02128",42.37528885,-71.03450008
350485,"205 Roxbury Street, Roxbury, MA 02119",42.330097,-71.091339
350153,"200 Heath Street, Jamaica Plain, MA 02130",,
350525,"60 Washington Street, Dorchester, MA 02121",42.29732915,-71.071885
350172,"40 Philbrick Street, Roslindale, MA 02131",42.28562613,-71.11787936
350166,"7 Bolster Street, Jamaica Plain, MA 02130",,
350179,"315 Mt Vernon Street, Dorchester, MA 02125",42.31883404,-71.04549146
350180,"35 Brookford Street, Dorchester, MA 02125",42.318304,-71.075313
350182,"70 Worcester Street, Boston, MA 02118",42.339252,-71.077948
350183,"155 Talbot Avenue, Dorchester, MA 02124",42.29257983,-71.08033375
350184,"130 Louders Lane, Jamaica Plain, MA 02130",42.3058964,-71.13207576
350181,"650 E.  Fourth Street, South Boston, MA 02127",42.33481183,-71.03781962
350286,"885 Washington Street, Boston, MA 02111",42.3554537,-71.0605142
350190,"35 Baker Street, West Roxbury, MA 02132",42.27158228,-71.16294279
350376,"77 Lawrence Avenue, Dorchester, MA 02121",42.31141102,-71.07607526
350001,"25 Dunbar Avenue, Dorchester, MA 02124",42.28651455,-71.07225844
350383,"270 Columbia Road, Dorchester, MA 02121",42.3085229,-71.07507363
350262,"20 Mt. Vernon Street, West Roxbury, MA 02132",42.282893,-71.15762269
350004,"50 Beechcroft Street, Brighton, MA 02135",42.35096531,-71.16128574
350655,"95 Beechcroft Street, Brighton, MA 02135",42.35212805,-71.16072809
350537,"75 Malcolm X Blvd, Roxbury, MA 02120",42.3312769,-71.09073805
350215,"110 Beachview Road, East Boston, MA 02128",,
350549,"20 Child Street, Boston, MA 02130",42.30680958,-71.11448778
350656,"312 Border Street, East Boston, MA 02128",42.37851103,-71.04012807
350227,"1 Parish Street, Dorchester, MA 02122",,
350226,"100 Hebron Street, Mattapan, MA 02126",42.2757444,-71.10359733
350229,"40 Smith St, Roxbury, MA 02120",42.33360855,-71.09805789
350231,"50 Burke Street, South Boston, MA 02127",,
350378,"5 Mildred Avenue, Mattapan, MA 02126",42.2755619,-71.09205983
350382,"20 Child Street, Jamaica Plain, MA 02130",42.30680958,-71.11448778
350237,"236 Beech Street, Roslindale, MA 02131",42.277592,-71.1358959
350243,"51 Cedar Street, Roxbury, MA 02119",42.3252492,-71.09111779
350542,"655 Metropolitan Ave, Hyde Park, MA 02136",42.2630655,-71.11787887
350138,"40 School Street, Dorchester, MA 02124",42.29662968,-71.07495201
350575,"55 Malcolm X Blvd, Roxbury, MA 02120",42.33118935,-71.09006741
350255,"745 E. 7th Street, South Boston, MA 02127",,
350257,"906 Albany Street, Roxbury, MA 02119",42.33019382,-71.07842053
350264,"343 Saratoga Street, East Boston, MA 02128",42.37853725,-71.030954
350268,"325 Mt Vernon Street, Dorchester, MA 02125",42.3187433,-71.04521113
350014,"429 Norfolk Street, Dorchester, MA 02124",42.283234,-71.0838279
350278,"426 Beech Street, Roslindale, MA 02131",42.2776778,-71.13511018
350565,"152 Arlington Street, Boston, MA 02116",42.3485318,-71.069247
350691,"61 School Street, Roxbury, MA 02119",42.3138059,-71.09815739
350240,"1 Worrell Street, Dorchester, MA 02122",42.293856,-71.049353
350298,"35 Harvest Street, Dorchester, MA 02125",,
350302,"165 Webster Street, East Boston, MA 02128",42.36569405,-71.03490284
350304,"150 Norfolk Avenue, Roxbury, MA 02119",42.326251,-71.070662
350308,"189 Glenway Street, Dorchester, MA 02121",42.29679429,-71.08072421
350690,"150 Newbury Street, Boston, MA 02116",42.35077,-71.077873
350657,"9 Peacevale Road, Dorchester, MA 02124",42.28793203,-71.07678331
350535,"144 McBride Street, Jamaica Plain, MA 02130",42.306091,-71.110101
350328,"19 Oakton Avenue, Dorchester, MA 02122",42.28664657,-71.05350123
350167,"85 Olney Street, Dorchester, MA 02121",42.30556334,-71.07285309
350579,"1205 V.F.W. Parkway, West Roxbury, MA 02132",,
350346,"50 School Street, Charlestown, MA 02129",42.378678,-71.0638035
350445,"105 Cummins Highway, Roslindale, MA 02131",,
