"grade","latlong","longitude","latitude","2005","2010","2015","stu_2015_2010","stu_2015_2005","stu_2015_2010_abs","stu_2015_2005_abs","name","address"
1,"42.250 -71.126","-71.126","42.250",147,190,124,-66,-23,66,23,"Boston Renaissance Charter Public (District) - Boston Renaissance Charter  Public School","1415 Hyde Park Ave, Hyde Park, MA 02136"
1,"42.251 -71.133","-71.133","42.251",42,48,41,-7,-1,7,1,"Boston - William Ellery Channing","35 Sunnyside Street, Hyde Park, MA 02136"
1,"42.256 -71.126","-71.126","42.256",41,41,45,4,4,4,4,"Boston - Henry Grew","40 Gordon Avenue, Hyde Park, MA 02136"
1,"42.261 -71.148","-71.148","42.261",85,51,0,-51,-85,51,85,"Boston - William H Ohrenberger","175 West  Boundary Road, West Roxbury, MA 02132"
1,"42.263 -71.155","-71.155","42.263",45,45,86,41,41,41,41,"Boston - Beethoven","5125 Washington Street, West Roxbury, MA 02132"
1,"42.265 -71.117","-71.117","42.265",57,61,62,1,5,1,5,"Boston - Elihu Greenwood Leadership Academy","612 Metropolitan Avenue, Hyde Park, MA 02136"
1,"42.267 -71.105","-71.105","42.267",47,44,47,3,0,3,0,"Boston - James J Chittick","154 Ruskindale Road, Mattapan, MA 02126"
1,"42.271 -71.092","-71.092","42.271",52,56,35,-21,-17,21,17,"Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School","108 Babson Street, Mattapan, MA 02126"
1,"42.271 -71.163","-71.163","42.271",43,46,69,23,26,23,26,"Boston - Joyce Kilmer","35 Baker Street, West Roxbury, MA 02132"
1,"42.274 -71.106","-71.106","42.274",116,91,107,16,-9,16,9,"Boston - Mattahunt","100 Hebron Street, Mattapan, MA 02126"
1,"42.274 -71.127","-71.127","42.274",32,24,55,31,23,31,23,"Boston - George H Conley","450 Poplar Street, Roslindale, MA 02131"
1,"42.275 -71.091","-71.091","42.275",0,39,0,-39,0,39,0,"Boston - Mildred Avenue K-8","5 Mildred Avenue, Mattapan, MA 02126"
1,"42.276 -71.066","-71.066","42.276",23,20,52,32,29,32,29,"Conservatory Lab Charter - Conservatory Lab Charter School","2120 Dorchester Avenue, Dorchester, MA 02124"
1,"42.277 -71.077","-71.077","42.277",74,81,88,7,14,7,14,"Boston - Charles H Taylor","1060 Morton Street, Mattapan, MA 02126"
1,"42.277 -71.135","-71.135","42.277",42,44,44,0,2,0,2,"Boston - Phineas Bates","426 Beech Street, Roslindale, MA 02131"
1,"42.281 -71.093","-71.093","42.281",43,43,58,15,15,15,15,"Boston - Solomon Lewenberg Middle","20 Outlook Rd, Mattapan, MA 02126"
1,"42.281 -71.122","-71.122","42.281",0,63,66,3,66,3,66,"Edward Brooke Charter - Edward Brooke Charter School","190 Cummins Highway, Roslindale, MA 02131"
1,"42.281 -71.141","-71.141","42.281",23,22,23,1,0,1,0,"Boston - Mozart","236 Beech Street, Roslindale, MA 02131"
1,"42.282 -71.086","-71.086","42.282",42,0,0,0,-42,0,42,"Boston - Pauline Agassiz Shaw","429 Norfolk St, Dorchester, MA 02124"
1,"42.282 -71.158","-71.158","42.282",48,51,81,30,33,30,33,"Boston - Lyndon","20 Mt. Vernon Street, West Roxbury, MA 02132"
1,"42.285 -71.117","-71.117","42.285",27,31,27,-4,0,4,0,"Boston - John D Philbrick","40 Philbrick Street, Roslindale, MA 02131"
1,"42.286 -71.053","-71.053","42.286",21,29,53,24,32,24,32,"Boston - Thomas J Kenny","19 Oakton Avenue, Dorchester, MA 02122"
1,"42.286 -71.072","-71.072","42.286",61,96,76,-20,15,20,15,"Boston - Emily A Fifield","25 Dunbar Ave, Dorchester, MA 02124"
1,"42.286 -71.107","-71.107","42.286",52,43,40,-3,-12,3,12,"Boston - Dennis C Haley","570 American Legion Highway, Roslindale, MA 02131"
1,"42.286 -71.126","-71.126","42.286",87,81,104,23,17,23,17,"Boston - Charles Sumner","15 Basile Street, Roslindale, MA 02131"
1,"42.292 -71.080","-71.080","42.292",101,50,58,8,-43,8,43,"Boston - Joseph Lee","155 Talbot Avenue, Dorchester, MA 02124"
1,"42.293 -71.053","-71.053","42.293",22,41,42,1,20,1,20,"Neighborhood House Charter (District) - Neighborhood House Charter School","21 Queen Street, Dorchester, MA 02122"
1,"42.293 -71.062","-71.062","42.293",45,24,26,2,-19,2,19,"Boston - Dr. William Henderson Lower","1669 Dorchester Avenue, Dorchester, MA 02122"
1,"42.294 -71.049","-71.049","42.294",71,68,67,-1,-4,1,4,"Boston - Richard J Murphy","1 Worrell Street, Dorchester, MA 02122"
1,"42.294 -71.115","-71.115","42.294",0,24,24,0,24,0,24,"Boston - Boston Teachers Union School","25 Walk Hill Street, Jamaica Plain, MA 02130"
1,"42.295 -71.071","-71.071","42.295",23,0,0,0,-23,0,23,"Boston - Lucy Stone","22 Regina Rd, Dorchester, MA 02124"
1,"42.295 -71.091","-71.091","42.295",0,0,64,64,64,64,64,"Brooke Charter School Mattapan - Brooke Charter School Mattapan","150 American Legion Highway, Boston, MA 02124"
1,"42.296 -71.072","-71.072","42.296",0,0,22,22,22,22,22,"Codman Academy Charter Public (District) - Codman Academy Charter Public School","637 Washington Street, Dorchester, MA 02124"
1,"42.296 -71.074","-71.074","42.296",30,47,59,12,29,12,29,"Boston - O W Holmes","40 School Street, Dorchester, MA 02124"
1,"42.296 -71.080","-71.080","42.296",46,41,46,5,0,5,0,"Boston - Sarah Greenwood","189 Glenway Street, Dorchester, MA 02121"
1,"42.299 -71.070","-71.070","42.299",102,114,96,-18,-6,18,6,"UP Academy Charter School of Dorchester (District) - UP Academy Charter School of Dorchester","35 Westville Street, Boston, MA 02124"
1,"42.301 -71.085","-71.085","42.301",0,0,38,38,38,38,38,"Bridge Boston Charter School - Bridge Boston Charter School","2 McLellan Street, Dorchester, MA 02121"
1,"42.305 -71.131","-71.131","42.305",27,26,23,-3,-4,3,4,"Boston - Joseph P Manning","130 Louders Lane, Jamaica Plain, MA 02130"
1,"42.306 -71.073","-71.073","42.306",122,109,141,32,19,32,19,"Boston - UP Academy Holland","85 Olney Street, Dorchester, MA 02121"
1,"42.307 -71.062","-71.062","42.307",83,79,86,7,3,7,3,"Boston - Mather","1 Parish Street, Dorchester, MA 02122"
1,"42.307 -71.113","-71.113","42.307",19,25,20,-5,1,5,1,"Boston - Margarita Muniz Academy","20 Child Street, Boston, MA 02130"
1,"42.307 -71.114","-71.114","42.307",103,87,0,-87,-103,87,103,"Boston - Agassiz","20 Child St, Jamaica Plain, MA 02130"
1,"42.311 -71.071","-71.071","42.311",42,38,0,-38,-42,38,42,"Boston - ELC - East Zone","370 Columbia Rd, Dorchester, MA 02125"
1,"42.311 -71.073","-71.073","42.311",45,0,0,0,-45,0,45,"Boston - Quincy E Dickerman","206 Magnolia St, Dorchester, MA 02121"
1,"42.311 -71.076","-71.076","42.311",0,37,66,29,66,29,66,"Boston - Martin Luther King Jr Mid","77 Lawrence Ave., Dorchester, MA 02121"
1,"42.313 -71.098","-71.098","42.313",50,50,48,-2,-2,2,2,"Boston - Rafael Hernandez","61 School Street, Roxbury, MA 02119"
1,"42.314 -71.059","-71.059","42.314",43,39,44,5,1,5,1,"Boston - Edward Everett","71 Pleasant Street, Dorchester, MA 02125"
1,"42.315 -71.078","-71.078","42.315",62,68,70,2,8,2,8,"Boston - Haynes Early Education Center","263 Blue Hill Avenue, Roxbury , MA 02119"
1,"42.315 -71.087","-71.087","42.315",94,76,94,18,0,18,0,"Boston - William Monroe Trotter","135 Humboldt Avenue, Dorchester, MA 02121"
1,"42.316 -71.093","-71.093","42.316",54,54,62,8,8,8,8,"Boston - David A Ellis","302 Walnut Avenue, Roxbury, MA 02119"
1,"42.316 -71.101","-71.101","42.316",29,29,41,12,12,12,12,"Boston - Ellis Mendell","164 School Street, Roxbury, MA 02119"
1,"42.317 -71.042","-71.042","42.317",86,88,89,1,3,1,3,"Boston - Paul A Dever","325 Mt Vernon Street, Dorchester, MA 02125"
1,"42.317 -71.091","-71.091","42.317",32,0,51,51,19,51,19,"Boston - Higginson","160 Harrishof Street, Roxbury, MA 02119"
1,"42.318 -71.075","-71.075","42.318",43,42,61,19,18,19,18,"Boston - John Winthrop","35 Brookford Street, Dorchester, MA 02125"
1,"42.318 -71.113","-71.113","42.318",45,54,94,40,49,40,49,"Boston - Mary E Curley Middle","493 Centre St, Jamaica Plain, MA 02130"
1,"42.320 -71.059","-71.059","42.320",59,56,83,27,24,27,24,"Boston - William E Russell","750 Columbia Road, Dorchester, MA 02125"
1,"42.321 -71.085","-71.085","42.321",0,34,50,16,50,16,50,"Boston - Higginson/Lewis K-8","131 Walnut Avenue, Roxbury, MA 02119"
1,"42.321 -71.106","-71.106","42.321",77,54,67,13,-10,13,10,"Boston - John F Kennedy","7 Bolster Street, Jamaica Plain, MA 02130"
1,"42.323 -71.058","-71.058","42.323",23,22,31,9,8,9,8,"Boston - Roger Clap","35 Harvest Street, Dorchester, MA 02125"
1,"42.323 -71.073","-71.073","42.323",27,42,44,2,17,2,17,"Dudley Street Neighborhood Charter School - Dudley Street Neighborhood Charter School","6 Shirley Street, Boston, MA 02119"
1,"42.325 -71.091","-71.091","42.325",23,29,24,-5,1,5,1,"Boston - Nathan Hale","51 Cedar Street, Roxbury, MA 02119"
1,"42.326 -71.071","-71.071","42.326",33,32,40,8,7,8,7,"Boston - Samuel W Mason","150 Norfolk Avenue, Roxbury, MA 02119"
1,"42.326 -71.106","-71.106","42.326",112,100,107,7,-5,7,5,"Boston - James W Hennigan","200 Heath Street, Jamaica Plain, MA 02130"
1,"42.330 -71.077","-71.077","42.330",65,58,83,25,18,25,18,"Boston - Orchard Gardens ","906 Albany Street, Roxbury, MA 02119"
1,"42.331 -71.050","-71.050","42.331",41,41,42,1,1,1,1,"Boston - Michael J Perkins","50 Burke Street, South Boston, MA 02127"
1,"42.332 -71.030","-71.030","42.332",25,23,22,-1,-3,1,3,"Boston - Oliver Hazard Perry","745 E. 7th Street, South Boston, MA 02127"
1,"42.333 -71.098","-71.098","42.333",58,61,60,-1,2,1,2,"Boston - Maurice J Tobin","40 Smith St, Roxbury, MA 02120"
1,"42.334 -71.038","-71.038","42.334",67,62,73,11,6,11,6,"Boston - Joseph P Tynan","650 E.  Fourth Street, South Boston, MA 02127"
1,"42.334 -71.106","-71.106","42.334",46,41,0,-41,-46,41,46,"Boston - Farragut","10 Fenwood Road, Boston, MA 02115"
1,"42.338 -71.052","-71.052","42.338",93,97,125,28,32,28,32,"Boston - James Condon Elementary","200 D Street, South Boston, MA 02127"
1,"42.339 -71.077","-71.077","42.339",51,44,49,5,-2,5,2,"Boston - Joseph J Hurley","70 Worcester Street, Boston, MA 02118"
1,"42.340 -71.073","-71.073","42.340",102,86,99,13,-3,13,3,"Boston - Blackstone","380 Shawmut Avenue, Boston, MA 02118"
1,"42.340 -71.154","-71.154","42.340",33,0,0,0,-33,0,33,"Boston - Alexander Hamilton","198 Strathmore Rd, Brighton, MA 02135"
1,"42.341 -71.140","-71.140","42.341",19,41,37,-4,18,4,18,"Boston - Baldwin Early Learning Center","121 Corey Road, Brighton, MA 02135"
1,"42.344 -71.073","-71.073","42.344",2,1,5,4,3,4,3,"Boston - William McKinley","90 Warren Avenue, Boston, MA 02116"
1,"42.345 -71.160","-71.160","42.345",0,55,71,16,71,16,71,"Boston - Thomas A Edison Jr High","60 Glenmont Road, Brighton, MA 02135"
1,"42.347 -71.064","-71.064","42.347",123,109,127,18,4,18,4,"Boston - Josiah Quincy","885 Washington Street, Boston, MA 02111"
1,"42.347 -71.154","-71.154","42.347",46,52,47,-5,1,5,1,"Boston - Winship Elementary","54 Dighton Street, Brighton, MA 02135"
1,"42.351 -71.137","-71.137","42.351",93,96,88,-8,-5,8,5,"Boston - Horace Mann School for the Deaf","40 Armington  Street, Allston, MA 02134"
1,"42.351 -71.161","-71.161","42.351",11,15,12,-3,1,3,1,"Boston - Lyon K-8","50 Beechcroft Street, Brighton, MA 02135"
1,"42.352 -71.120","-71.120","42.352",0,0,50,50,50,50,50,"Media and Technology Charter - Media and Technology Charter School","1001 Commonwealth Avenue, Boston, MA 02215"
1,"42.352 -71.160","-71.160","42.352",37,0,0,0,-37,0,37,"Boston - Lyon Upper 9-12","95 Beechcroft Street, Brighton, MA 02135"
1,"42.360 -71.133","-71.133","42.360",52,54,36,-18,-16,18,16,"Boston - Thomas Gardner","30 Athol Street, Allston, MA 02134"
1,"42.365 -71.034","-71.034","42.365",48,44,50,6,2,6,2,"Boston - Samuel Adams","165 Webster Street, East Boston, MA 02128"
1,"42.366 -71.053","-71.053","42.366",27,22,57,35,30,35,30,"Boston - Eliot Elementary","16 Charter Street, Boston, MA 02113"
1,"42.375 -71.033","-71.033","42.375",49,51,57,6,8,6,8,"Boston - James Otis","218 Marion Street, East Boston, MA 02128"
1,"42.376 -71.057","-71.057","42.376",96,69,108,39,12,39,12,"Boston - Harvard-Kent","50 Bunker Hill Street, Charlestown, MA 02129"
1,"42.378 -71.030","-71.030","42.378",31,50,73,23,42,23,42,"Boston - Patrick J Kennedy","343 Saratoga Street, East Boston, MA 02128"
1,"42.378 -71.038","-71.038","42.378",39,47,45,-2,6,2,6,"Boston - Hugh Roe ODonnell","33 Trenton Street, East Boston, MA 02128"
1,"42.378 -71.040","-71.040","42.378",0,0,64,64,64,64,64,"Boston - Mario Umana Middle School Academy","312 Border St, East Boston, MA 02128"
1,"42.378 -71.064","-71.064","42.378",42,52,68,16,26,16,26,"Boston - Warren-Prescott","50 School Street, Charlestown, MA 02129"
1,"42.382 -71.016","-71.016","42.382",0,0,64,64,64,64,64,"Brooke Charter School East Boston - Brooke Charter School East Boston","94 Horace, East Boston, MA 02128"
1,"42.388 -71.004","-71.004","42.388",47,51,63,12,16,12,16,"Boston - Curtis Guild","195 Leyden Street, East Boston, MA 02128"
1,"42.390 -71.027","-71.027","42.390",62,73,70,-3,8,3,8,"Boston - Donald Mckay","122 Cottage Street, East Boston, MA 02128"
1,"42.391 -71.005","-71.005","42.391",29,46,51,5,22,5,22,"Boston - Manassah E Bradley","110 Beachview Road, East Boston, MA 02128"
1,"42.391 -71.027","-71.027","42.391",63,54,41,-13,-22,13,22,"Boston - East Boston Early Childhood Center","135 Grove Street, East Boston, MA 02128"
1,"42.392 -71.031","-71.031","42.392",19,19,16,-3,-3,3,3,"Boston - Dante Alighieri","37 Grove Street, East Boston, MA 02128"
2,"42.242 -71.123","-71.123","42.242",41,41,45,4,4,4,4,"Boston - Franklin D Roosevelt","95 Needham Road, Hyde Park, MA 02136"
2,"42.250 -71.126","-71.126","42.250",143,179,128,-51,-15,51,15,"Boston Renaissance Charter Public (District) - Boston Renaissance Charter  Public School","1415 Hyde Park Ave, Hyde Park, MA 02136"
2,"42.251 -71.133","-71.133","42.251",35,42,43,1,8,1,8,"Boston - William Ellery Channing","35 Sunnyside Street, Hyde Park, MA 02136"
2,"42.256 -71.126","-71.126","42.256",40,38,44,6,4,6,4,"Boston - Henry Grew","40 Gordon Avenue, Hyde Park, MA 02136"
2,"42.261 -71.148","-71.148","42.261",92,58,0,-58,-92,58,92,"Boston - William H Ohrenberger","175 West  Boundary Road, West Roxbury, MA 02132"
2,"42.263 -71.155","-71.155","42.263",44,48,87,39,43,39,43,"Boston - Beethoven","5125 Washington Street, West Roxbury, MA 02132"
2,"42.265 -71.117","-71.117","42.265",68,62,58,-4,-10,4,10,"Boston - Elihu Greenwood Leadership Academy","612 Metropolitan Avenue, Hyde Park, MA 02136"
2,"42.267 -71.105","-71.105","42.267",40,45,48,3,8,3,8,"Boston - James J Chittick","154 Ruskindale Road, Mattapan, MA 02126"
2,"42.271 -71.092","-71.092","42.271",0,50,33,-17,33,17,33,"Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School","108 Babson Street, Mattapan, MA 02126"
2,"42.271 -71.163","-71.163","42.271",44,45,48,3,4,3,4,"Boston - Joyce Kilmer","35 Baker Street, West Roxbury, MA 02132"
2,"42.274 -71.106","-71.106","42.274",90,92,109,17,19,17,19,"Boston - Mattahunt","100 Hebron Street, Mattapan, MA 02126"
2,"42.274 -71.127","-71.127","42.274",34,27,23,-4,-11,4,11,"Boston - George H Conley","450 Poplar Street, Roslindale, MA 02131"
2,"42.275 -71.091","-71.091","42.275",0,39,0,-39,0,39,0,"Boston - Mildred Avenue K-8","5 Mildred Avenue, Mattapan, MA 02126"
2,"42.276 -71.066","-71.066","42.276",24,21,47,26,23,26,23,"Conservatory Lab Charter - Conservatory Lab Charter School","2120 Dorchester Avenue, Dorchester, MA 02124"
2,"42.277 -71.077","-71.077","42.277",89,72,86,14,-3,14,3,"Boston - Charles H Taylor","1060 Morton Street, Mattapan, MA 02126"
2,"42.277 -71.135","-71.135","42.277",47,45,44,-1,-3,1,3,"Boston - Phineas Bates","426 Beech Street, Roslindale, MA 02131"
2,"42.281 -71.093","-71.093","42.281",41,40,58,18,17,18,17,"Boston - Solomon Lewenberg Middle","20 Outlook Rd, Mattapan, MA 02126"
2,"42.281 -71.122","-71.122","42.281",0,60,63,3,63,3,63,"Edward Brooke Charter - Edward Brooke Charter School","190 Cummins Highway, Roslindale, MA 02131"
2,"42.281 -71.141","-71.141","42.281",23,22,22,0,-1,0,1,"Boston - Mozart","236 Beech Street, Roslindale, MA 02131"
2,"42.282 -71.086","-71.086","42.282",37,0,0,0,-37,0,37,"Boston - Pauline Agassiz Shaw","429 Norfolk St, Dorchester, MA 02124"
2,"42.282 -71.158","-71.158","42.282",54,59,62,3,8,3,8,"Boston - Lyndon","20 Mt. Vernon Street, West Roxbury, MA 02132"
2,"42.285 -71.117","-71.117","42.285",24,26,23,-3,-1,3,1,"Boston - John D Philbrick","40 Philbrick Street, Roslindale, MA 02131"
2,"42.286 -71.053","-71.053","42.286",42,43,37,-6,-5,6,5,"Boston - Thomas J Kenny","19 Oakton Avenue, Dorchester, MA 02122"
2,"42.286 -71.072","-71.072","42.286",62,81,0,-81,-62,81,62,"Boston - Emily A Fifield","25 Dunbar Ave, Dorchester, MA 02124"
2,"42.286 -71.107","-71.107","42.286",58,41,61,20,3,20,3,"Boston - Dennis C Haley","570 American Legion Highway, Roslindale, MA 02131"
2,"42.286 -71.126","-71.126","42.286",77,92,102,10,25,10,25,"Boston - Charles Sumner","15 Basile Street, Roslindale, MA 02131"
2,"42.292 -71.080","-71.080","42.292",84,55,56,1,-28,1,28,"Boston - Joseph Lee","155 Talbot Avenue, Dorchester, MA 02124"
2,"42.293 -71.053","-71.053","42.293",22,41,40,-1,18,1,18,"Neighborhood House Charter (District) - Neighborhood House Charter School","21 Queen Street, Dorchester, MA 02122"
2,"42.293 -71.062","-71.062","42.293",23,22,49,27,26,27,26,"Boston - Dr. William Henderson Lower","1669 Dorchester Avenue, Dorchester, MA 02122"
2,"42.294 -71.049","-71.049","42.294",96,72,76,4,-20,4,20,"Boston - Richard J Murphy","1 Worrell Street, Dorchester, MA 02122"
2,"42.294 -71.115","-71.115","42.294",0,22,26,4,26,4,26,"Boston - Boston Teachers Union School","25 Walk Hill Street, Jamaica Plain, MA 02130"
2,"42.295 -71.071","-71.071","42.295",24,0,0,0,-24,0,24,"Boston - Lucy Stone","22 Regina Rd, Dorchester, MA 02124"
2,"42.295 -71.091","-71.091","42.295",0,0,63,63,63,63,63,"Brooke Charter School Mattapan - Brooke Charter School Mattapan","150 American Legion Highway, Boston, MA 02124"
2,"42.296 -71.072","-71.072","42.296",0,0,23,23,23,23,23,"Codman Academy Charter Public (District) - Codman Academy Charter Public School","637 Washington Street, Dorchester, MA 02124"
2,"42.296 -71.074","-71.074","42.296",29,47,56,9,27,9,27,"Boston - O W Holmes","40 School Street, Dorchester, MA 02124"
2,"42.296 -71.080","-71.080","42.296",49,48,52,4,3,4,3,"Boston - Sarah Greenwood","189 Glenway Street, Dorchester, MA 02121"
2,"42.299 -71.070","-71.070","42.299",117,103,104,1,-13,1,13,"UP Academy Charter School of Dorchester (District) - UP Academy Charter School of Dorchester","35 Westville Street, Boston, MA 02124"
2,"42.301 -71.085","-71.085","42.301",0,0,37,37,37,37,37,"Bridge Boston Charter School - Bridge Boston Charter School","2 McLellan Street, Dorchester, MA 02121"
2,"42.305 -71.131","-71.131","42.305",28,27,24,-3,-4,3,4,"Boston - Joseph P Manning","130 Louders Lane, Jamaica Plain, MA 02130"
2,"42.306 -71.073","-71.073","42.306",124,123,122,-1,-2,1,2,"Boston - UP Academy Holland","85 Olney Street, Dorchester, MA 02121"
2,"42.307 -71.062","-71.062","42.307",72,80,94,14,22,14,22,"Boston - Mather","1 Parish Street, Dorchester, MA 02122"
2,"42.307 -71.113","-71.113","42.307",20,23,32,9,12,9,12,"Boston - Margarita Muniz Academy","20 Child Street, Boston, MA 02130"
2,"42.307 -71.114","-71.114","42.307",96,84,0,-84,-96,84,96,"Boston - Agassiz","20 Child St, Jamaica Plain, MA 02130"
2,"42.311 -71.073","-71.073","42.311",44,0,0,0,-44,0,44,"Boston - Quincy E Dickerman","206 Magnolia St, Dorchester, MA 02121"
2,"42.311 -71.076","-71.076","42.311",0,42,64,22,64,22,64,"Boston - Martin Luther King Jr Mid","77 Lawrence Ave., Dorchester, MA 02121"
2,"42.313 -71.098","-71.098","42.313",43,49,45,-4,2,4,2,"Boston - Rafael Hernandez","61 School Street, Roxbury, MA 02119"
2,"42.314 -71.059","-71.059","42.314",40,42,47,5,7,5,7,"Boston - Edward Everett","71 Pleasant Street, Dorchester, MA 02125"
2,"42.315 -71.087","-71.087","42.315",86,65,88,23,2,23,2,"Boston - William Monroe Trotter","135 Humboldt Avenue, Dorchester, MA 02121"
2,"42.316 -71.093","-71.093","42.316",55,56,75,19,20,19,20,"Boston - David A Ellis","302 Walnut Avenue, Roxbury, MA 02119"
2,"42.316 -71.101","-71.101","42.316",23,20,43,23,20,23,20,"Boston - Ellis Mendell","164 School Street, Roxbury, MA 02119"
2,"42.317 -71.042","-71.042","42.317",84,84,90,6,6,6,6,"Boston - Paul A Dever","325 Mt Vernon Street, Dorchester, MA 02125"
2,"42.317 -71.091","-71.091","42.317",23,0,51,51,28,51,28,"Boston - Higginson","160 Harrishof Street, Roxbury, MA 02119"
2,"42.318 -71.075","-71.075","42.318",44,44,58,14,14,14,14,"Boston - John Winthrop","35 Brookford Street, Dorchester, MA 02125"
2,"42.318 -71.113","-71.113","42.318",46,52,87,35,41,35,41,"Boston - Mary E Curley Middle","493 Centre St, Jamaica Plain, MA 02130"
2,"42.320 -71.059","-71.059","42.320",53,56,59,3,6,3,6,"Boston - William E Russell","750 Columbia Road, Dorchester, MA 02125"
2,"42.321 -71.085","-71.085","42.321",0,26,48,22,48,22,48,"Boston - Higginson/Lewis K-8","131 Walnut Avenue, Roxbury, MA 02119"
2,"42.321 -71.106","-71.106","42.321",88,64,73,9,-15,9,15,"Boston - John F Kennedy","7 Bolster Street, Jamaica Plain, MA 02130"
2,"42.323 -71.058","-71.058","42.323",22,23,27,4,5,4,5,"Boston - Roger Clap","35 Harvest Street, Dorchester, MA 02125"
2,"42.323 -71.073","-71.073","42.323",30,46,43,-3,13,3,13,"Dudley Street Neighborhood Charter School - Dudley Street Neighborhood Charter School","6 Shirley Street, Boston, MA 02119"
2,"42.325 -71.091","-71.091","42.325",39,20,22,2,-17,2,17,"Boston - Nathan Hale","51 Cedar Street, Roxbury, MA 02119"
2,"42.326 -71.071","-71.071","42.326",33,28,36,8,3,8,3,"Boston - Samuel W Mason","150 Norfolk Avenue, Roxbury, MA 02119"
2,"42.326 -71.106","-71.106","42.326",80,74,89,15,9,15,9,"Boston - James W Hennigan","200 Heath Street, Jamaica Plain, MA 02130"
2,"42.330 -71.077","-71.077","42.330",60,64,100,36,40,36,40,"Boston - Orchard Gardens ","906 Albany Street, Roxbury, MA 02119"
2,"42.331 -71.050","-71.050","42.331",35,31,45,14,10,14,10,"Boston - Michael J Perkins","50 Burke Street, South Boston, MA 02127"
2,"42.332 -71.030","-71.030","42.332",31,27,27,0,-4,0,4,"Boston - Oliver Hazard Perry","745 E. 7th Street, South Boston, MA 02127"
2,"42.333 -71.098","-71.098","42.333",54,58,60,2,6,2,6,"Boston - Maurice J Tobin","40 Smith St, Roxbury, MA 02120"
2,"42.334 -71.038","-71.038","42.334",51,48,78,30,27,30,27,"Boston - Joseph P Tynan","650 E.  Fourth Street, South Boston, MA 02127"
2,"42.334 -71.106","-71.106","42.334",44,38,0,-38,-44,38,44,"Boston - Farragut","10 Fenwood Road, Boston, MA 02115"
2,"42.338 -71.052","-71.052","42.338",88,92,132,40,44,40,44,"Boston - James Condon Elementary","200 D Street, South Boston, MA 02127"
2,"42.339 -71.077","-71.077","42.339",51,43,50,7,-1,7,1,"Boston - Joseph J Hurley","70 Worcester Street, Boston, MA 02118"
2,"42.340 -71.073","-71.073","42.340",87,89,107,18,20,18,20,"Boston - Blackstone","380 Shawmut Avenue, Boston, MA 02118"
2,"42.340 -71.154","-71.154","42.340",26,0,0,0,-26,0,26,"Boston - Alexander Hamilton","198 Strathmore Rd, Brighton, MA 02135"
2,"42.344 -71.073","-71.073","42.344",5,9,12,3,7,3,7,"Boston - William McKinley","90 Warren Avenue, Boston, MA 02116"
2,"42.345 -71.160","-71.160","42.345",0,56,93,37,93,37,93,"Boston - Thomas A Edison Jr High","60 Glenmont Road, Brighton, MA 02135"
2,"42.347 -71.064","-71.064","42.347",108,123,122,-1,14,1,14,"Boston - Josiah Quincy","885 Washington Street, Boston, MA 02111"
2,"42.347 -71.154","-71.154","42.347",35,42,64,22,29,22,29,"Boston - Winship Elementary","54 Dighton Street, Brighton, MA 02135"
2,"42.351 -71.137","-71.137","42.351",110,69,92,23,-18,23,18,"Boston - Horace Mann School for the Deaf","40 Armington  Street, Allston, MA 02134"
2,"42.351 -71.161","-71.161","42.351",13,13,15,2,2,2,2,"Boston - Lyon K-8","50 Beechcroft Street, Brighton, MA 02135"
2,"42.352 -71.120","-71.120","42.352",0,0,50,50,50,50,50,"Media and Technology Charter - Media and Technology Charter School","1001 Commonwealth Avenue, Boston, MA 02215"
2,"42.352 -71.160","-71.160","42.352",40,0,0,0,-40,0,40,"Boston - Lyon Upper 9-12","95 Beechcroft Street, Brighton, MA 02135"
2,"42.360 -71.133","-71.133","42.360",49,53,38,-15,-11,15,11,"Boston - Thomas Gardner","30 Athol Street, Allston, MA 02134"
2,"42.365 -71.034","-71.034","42.365",43,50,51,1,8,1,8,"Boston - Samuel Adams","165 Webster Street, East Boston, MA 02128"
2,"42.366 -71.053","-71.053","42.366",27,25,71,46,44,46,44,"Boston - Eliot Elementary","16 Charter Street, Boston, MA 02113"
2,"42.375 -71.033","-71.033","42.375",50,46,63,17,13,17,13,"Boston - James Otis","218 Marion Street, East Boston, MA 02128"
2,"42.376 -71.057","-71.057","42.376",71,73,108,35,37,35,37,"Boston - Harvard-Kent","50 Bunker Hill Street, Charlestown, MA 02129"
2,"42.378 -71.030","-71.030","42.378",39,37,64,27,25,27,25,"Boston - Patrick J Kennedy","343 Saratoga Street, East Boston, MA 02128"
2,"42.378 -71.038","-71.038","42.378",40,42,44,2,4,2,4,"Boston - Hugh Roe ODonnell","33 Trenton Street, East Boston, MA 02128"
2,"42.378 -71.040","-71.040","42.378",0,0,77,77,77,77,77,"Boston - Mario Umana Middle School Academy","312 Border St, East Boston, MA 02128"
2,"42.378 -71.064","-71.064","42.378",44,47,71,24,27,24,27,"Boston - Warren-Prescott","50 School Street, Charlestown, MA 02129"
2,"42.382 -71.016","-71.016","42.382",0,0,68,68,68,68,68,"Brooke Charter School East Boston - Brooke Charter School East Boston","94 Horace, East Boston, MA 02128"
2,"42.388 -71.004","-71.004","42.388",42,55,81,26,39,26,39,"Boston - Curtis Guild","195 Leyden Street, East Boston, MA 02128"
