"grade","latlong","longitude","latitude","2005","2010","2015","stu_2015_2010","stu_2015_2005","stu_2015_2010_abs","stu_2015_2005_abs","name","address"
5,"42.242 -71.123","-71.123","42.242",40,40,40,0,0,0,0,"Boston - Franklin D Roosevelt","95 Needham Road, Hyde Park, MA 02136"
5,"42.246 -71.131","-71.131","42.246",0,84,77,-7,77,7,77,"Academy Of the Pacific Rim Charter Public (District) - Academy Of the Pacific Rim Charter Public School","1 Westinghouse Plaza, Hyde Park, MA 02136"
5,"42.250 -71.126","-71.126","42.250",170,94,121,27,-49,27,49,"Boston Renaissance Charter Public (District) - Boston Renaissance Charter  Public School","1415 Hyde Park Ave, Hyde Park, MA 02136"
5,"42.251 -71.133","-71.133","42.251",53,62,48,-14,-5,14,5,"Boston - William Ellery Channing","35 Sunnyside Street, Hyde Park, MA 02136"
5,"42.256 -71.126","-71.126","42.256",47,38,33,-5,-14,5,14,"Boston - Henry Grew","40 Gordon Avenue, Hyde Park, MA 02136"
5,"42.261 -71.148","-71.148","42.261",74,117,104,-13,30,13,30,"Boston - William H Ohrenberger","175 West  Boundary Road, West Roxbury, MA 02132"
5,"42.263 -71.155","-71.155","42.263",47,0,0,0,-47,0,47,"Boston - Beethoven","5125 Washington Street, West Roxbury, MA 02132"
5,"42.265 -71.117","-71.117","42.265",73,56,48,-8,-25,8,25,"Boston - Elihu Greenwood Leadership Academy","612 Metropolitan Avenue, Hyde Park, MA 02136"
5,"42.267 -71.105","-71.105","42.267",43,43,38,-5,-5,5,5,"Boston - James J Chittick","154 Ruskindale Road, Mattapan, MA 02126"
5,"42.271 -71.163","-71.163","42.271",37,46,46,0,9,0,9,"Boston - Joyce Kilmer","35 Baker Street, West Roxbury, MA 02132"
5,"42.274 -71.106","-71.106","42.274",86,80,58,-22,-28,22,28,"Boston - Mattahunt","100 Hebron Street, Mattapan, MA 02126"
5,"42.274 -71.127","-71.127","42.274",26,30,22,-8,-4,8,4,"Boston - George H Conley","450 Poplar Street, Roslindale, MA 02131"
5,"42.275 -71.091","-71.091","42.275",0,48,37,-11,37,11,37,"Boston - Mildred Avenue K-8","5 Mildred Avenue, Mattapan, MA 02126"
5,"42.276 -71.066","-71.066","42.276",19,19,42,23,23,23,23,"Conservatory Lab Charter - Conservatory Lab Charter School","2120 Dorchester Avenue, Dorchester, MA 02124"
5,"42.277 -71.077","-71.077","42.277",93,75,75,0,-18,0,18,"Boston - Charles H Taylor","1060 Morton Street, Mattapan, MA 02126"
5,"42.277 -71.135","-71.135","42.277",67,47,46,-1,-21,1,21,"Boston - Phineas Bates","426 Beech Street, Roslindale, MA 02131"
5,"42.281 -71.069","-71.069","42.281",0,0,43,43,43,43,43,"Boston - Harbor School","18 Croftland Av  , Dorchester, MA 02124"
5,"42.281 -71.093","-71.093","42.281",24,38,46,8,22,8,22,"Boston - Solomon Lewenberg Middle","20 Outlook Rd, Mattapan, MA 02126"
5,"42.281 -71.122","-71.122","42.281",86,48,54,6,-32,6,32,"Edward Brooke Charter - Edward Brooke Charter School","190 Cummins Highway, Roslindale, MA 02131"
5,"42.281 -71.141","-71.141","42.281",23,19,21,2,-2,2,2,"Boston - Mozart","236 Beech Street, Roslindale, MA 02131"
5,"42.282 -71.086","-71.086","42.282",55,0,0,0,-55,0,55,"Boston - Pauline Agassiz Shaw","429 Norfolk St, Dorchester, MA 02124"
5,"42.282 -71.158","-71.158","42.282",53,65,44,-21,-9,21,9,"Boston - Lyndon","20 Mt. Vernon Street, West Roxbury, MA 02132"
5,"42.285 -71.117","-71.117","42.285",18,9,23,14,5,14,5,"Boston - John D Philbrick","40 Philbrick Street, Roslindale, MA 02131"
5,"42.286 -71.053","-71.053","42.286",57,38,37,-1,-20,1,20,"Boston - Thomas J Kenny","19 Oakton Avenue, Dorchester, MA 02122"
5,"42.286 -71.072","-71.072","42.286",39,80,0,-80,-39,80,39,"Boston - Emily A Fifield","25 Dunbar Ave, Dorchester, MA 02124"
5,"42.286 -71.107","-71.107","42.286",37,44,46,2,9,2,9,"Boston - Dennis C Haley","570 American Legion Highway, Roslindale, MA 02131"
5,"42.286 -71.126","-71.126","42.286",97,66,57,-9,-40,9,40,"Boston - Charles Sumner","15 Basile Street, Roslindale, MA 02131"
5,"42.292 -71.080","-71.080","42.292",110,69,78,9,-32,9,32,"Boston - Joseph Lee","155 Talbot Avenue, Dorchester, MA 02124"
5,"42.293 -71.053","-71.053","42.293",20,42,41,-1,21,1,21,"Neighborhood House Charter (District) - Neighborhood House Charter School","21 Queen Street, Dorchester, MA 02122"
5,"42.293 -71.062","-71.062","42.293",39,20,0,-20,-39,20,39,"Boston - Dr. William Henderson Lower","1669 Dorchester Avenue, Dorchester, MA 02122"
5,"42.294 -71.049","-71.049","42.294",167,137,114,-23,-53,23,53,"Boston - Richard J Murphy","1 Worrell Street, Dorchester, MA 02122"
5,"42.294 -71.115","-71.115","42.294",0,0,20,20,20,20,20,"Boston - Boston Teachers Union School","25 Walk Hill Street, Jamaica Plain, MA 02130"
5,"42.295 -71.071","-71.071","42.295",25,0,0,0,-25,0,25,"Boston - Lucy Stone","22 Regina Rd, Dorchester, MA 02124"
5,"42.295 -71.091","-71.091","42.295",0,0,57,57,57,57,57,"Brooke Charter School Mattapan - Brooke Charter School Mattapan","150 American Legion Highway, Boston, MA 02124"
5,"42.296 -71.072","-71.072","42.296",0,0,16,16,16,16,16,"Codman Academy Charter Public (District) - Codman Academy Charter Public School","637 Washington Street, Dorchester, MA 02124"
5,"42.296 -71.074","-71.074","42.296",29,42,34,-8,5,8,5,"Boston - O W Holmes","40 School Street, Dorchester, MA 02124"
5,"42.296 -71.080","-71.080","42.296",37,31,38,7,1,7,1,"Boston - Sarah Greenwood","189 Glenway Street, Dorchester, MA 02121"
5,"42.299 -71.070","-71.070","42.299",114,98,79,-19,-35,19,35,"UP Academy Charter School of Dorchester (District) - UP Academy Charter School of Dorchester","35 Westville Street, Boston, MA 02124"
5,"42.305 -71.131","-71.131","42.305",23,26,25,-1,2,1,2,"Boston - Joseph P Manning","130 Louders Lane, Jamaica Plain, MA 02130"
5,"42.306 -71.073","-71.073","42.306",114,97,75,-22,-39,22,39,"Boston - UP Academy Holland","85 Olney Street, Dorchester, MA 02121"
5,"42.307 -71.062","-71.062","42.307",88,75,74,-1,-14,1,14,"Boston - Mather","1 Parish Street, Dorchester, MA 02122"
5,"42.307 -71.113","-71.113","42.307",16,18,19,1,3,1,3,"Boston - Margarita Muniz Academy","20 Child Street, Boston, MA 02130"
5,"42.307 -71.114","-71.114","42.307",116,71,0,-71,-116,71,116,"Boston - Agassiz","20 Child St, Jamaica Plain, MA 02130"
5,"42.311 -71.063","-71.063","42.311",0,0,40,40,40,40,40,"Dorchester Collegiate Academy Charter - Dorchester Collegiate Academy Charter","131 HANCOCK ST, DORCHESTER, MA 02125"
5,"42.311 -71.073","-71.073","42.311",22,0,0,0,-22,0,22,"Boston - Quincy E Dickerman","206 Magnolia St, Dorchester, MA 02121"
5,"42.311 -71.076","-71.076","42.311",0,23,27,4,27,4,27,"Boston - Martin Luther King Jr Mid","77 Lawrence Ave., Dorchester, MA 02121"
5,"42.313 -71.098","-71.098","42.313",40,41,38,-3,-2,3,2,"Boston - Rafael Hernandez","61 School Street, Roxbury, MA 02119"
5,"42.314 -71.059","-71.059","42.314",46,39,41,2,-5,2,5,"Boston - Edward Everett","71 Pleasant Street, Dorchester, MA 02125"
5,"42.315 -71.087","-71.087","42.315",90,62,39,-23,-51,23,51,"Boston - William Monroe Trotter","135 Humboldt Avenue, Dorchester, MA 02121"
5,"42.316 -71.093","-71.093","42.316",56,41,33,-8,-23,8,23,"Boston - David A Ellis","302 Walnut Avenue, Roxbury, MA 02119"
5,"42.316 -71.101","-71.101","42.316",25,28,24,-4,-1,4,1,"Boston - Ellis Mendell","164 School Street, Roxbury, MA 02119"
5,"42.317 -71.042","-71.042","42.317",65,62,72,10,7,10,7,"Boston - Paul A Dever","325 Mt Vernon Street, Dorchester, MA 02125"
5,"42.317 -71.081","-71.081","42.317",0,0,72,72,72,72,72,"KIPP Academy Boston Charter School (District) - KIPP Academy Boston Charter School","384 Warren Street, Boston, MA 02119"
5,"42.317 -71.091","-71.091","42.317",19,0,0,0,-19,0,19,"Boston - Higginson","160 Harrishof Street, Roxbury, MA 02119"
5,"42.318 -71.075","-71.075","42.318",52,56,41,-15,-11,15,11,"Boston - John Winthrop","35 Brookford Street, Dorchester, MA 02125"
5,"42.318 -71.113","-71.113","42.318",48,53,87,34,39,34,39,"Boston - Mary E Curley Middle","493 Centre St, Jamaica Plain, MA 02130"
5,"42.320 -71.059","-71.059","42.320",63,54,41,-13,-22,13,22,"Boston - William E Russell","750 Columbia Road, Dorchester, MA 02125"
5,"42.321 -71.060","-71.060","42.321",66,99,103,4,37,4,37,"Boston Collegiate Charter (District) - Boston Collegiate Charter School","11 Mayhew Street, Dorchester, MA 02125"
5,"42.321 -71.085","-71.085","42.321",0,26,42,16,42,16,42,"Boston - Higginson/Lewis K-8","131 Walnut Avenue, Roxbury, MA 02119"
5,"42.321 -71.106","-71.106","42.321",63,53,55,2,-8,2,8,"Boston - John F Kennedy","7 Bolster Street, Jamaica Plain, MA 02130"
5,"42.323 -71.058","-71.058","42.323",23,24,21,-3,-2,3,2,"Boston - Roger Clap","35 Harvest Street, Dorchester, MA 02125"
5,"42.323 -71.073","-71.073","42.323",36,41,0,-41,-36,41,36,"Dudley Street Neighborhood Charter School - Dudley Street Neighborhood Charter School","6 Shirley Street, Boston, MA 02119"
5,"42.325 -71.091","-71.091","42.325",24,18,22,4,-2,4,2,"Boston - Nathan Hale","51 Cedar Street, Roxbury, MA 02119"
5,"42.326 -71.071","-71.071","42.326",28,28,32,4,4,4,4,"Boston - Samuel W Mason","150 Norfolk Avenue, Roxbury, MA 02119"
5,"42.326 -71.106","-71.106","42.326",111,111,100,-11,-11,11,11,"Boston - James W Hennigan","200 Heath Street, Jamaica Plain, MA 02130"
5,"42.327 -71.105","-71.105","42.327",0,0,249,249,249,249,249,"Roxbury Preparatory Charter (District) - Roxbury Preparatory Charter School","120 Fisher Avenue, Roxbury, MA 02120"
5,"42.330 -71.077","-71.077","42.330",63,73,97,24,34,24,34,"Boston - Orchard Gardens ","906 Albany Street, Roxbury, MA 02119"
5,"42.331 -71.050","-71.050","42.331",27,24,23,-1,-4,1,4,"Boston - Michael J Perkins","50 Burke Street, South Boston, MA 02127"
5,"42.332 -71.030","-71.030","42.332",23,20,23,3,0,3,0,"Boston - Oliver Hazard Perry","745 E. 7th Street, South Boston, MA 02127"
5,"42.333 -71.098","-71.098","42.333",59,62,29,-33,-30,33,30,"Boston - Maurice J Tobin","40 Smith St, Roxbury, MA 02120"
5,"42.334 -71.038","-71.038","42.334",44,31,47,16,3,16,3,"Boston - Joseph P Tynan","650 E.  Fourth Street, South Boston, MA 02127"
5,"42.334 -71.106","-71.106","42.334",39,42,0,-42,-39,42,39,"Boston - Farragut","10 Fenwood Road, Boston, MA 02115"
5,"42.338 -71.052","-71.052","42.338",123,108,121,13,-2,13,2,"Boston - James Condon Elementary","200 D Street, South Boston, MA 02127"
5,"42.339 -71.035","-71.035","42.339",64,0,0,0,-64,0,64,"Uphams Corner Charter - Uphams Corner Charter School","7 Elkins Street, Boston, MA 02127"
5,"42.339 -71.077","-71.077","42.339",39,37,35,-2,-4,2,4,"Boston - Joseph J Hurley","70 Worcester Street, Boston, MA 02118"
5,"42.340 -71.073","-71.073","42.340",109,73,69,-4,-40,4,40,"Boston - Blackstone","380 Shawmut Avenue, Boston, MA 02118"
5,"42.340 -71.154","-71.154","42.340",38,0,0,0,-38,0,38,"Boston - Alexander Hamilton","198 Strathmore Rd, Brighton, MA 02135"
5,"42.344 -71.073","-71.073","42.344",33,21,32,11,-1,11,1,"Boston - William McKinley","90 Warren Avenue, Boston, MA 02116"
5,"42.345 -71.160","-71.160","42.345",0,56,83,27,83,27,83,"Boston - Thomas A Edison Jr High","60 Glenmont Road, Brighton, MA 02135"
5,"42.347 -71.064","-71.064","42.347",144,138,139,1,-5,1,5,"Boston - Josiah Quincy","885 Washington Street, Boston, MA 02111"
5,"42.347 -71.154","-71.154","42.347",24,23,40,17,16,17,16,"Boston - Winship Elementary","54 Dighton Street, Brighton, MA 02135"
5,"42.351 -71.137","-71.137","42.351",90,90,77,-13,-13,13,13,"Boston - Horace Mann School for the Deaf","40 Armington  Street, Allston, MA 02134"
5,"42.351 -71.161","-71.161","42.351",17,13,16,3,-1,3,1,"Boston - Lyon K-8","50 Beechcroft Street, Brighton, MA 02135"
5,"42.352 -71.120","-71.120","42.352",0,0,50,50,50,50,50,"Media and Technology Charter - Media and Technology Charter School","1001 Commonwealth Avenue, Boston, MA 02215"
5,"42.352 -71.160","-71.160","42.352",32,0,0,0,-32,0,32,"Boston - Lyon Upper 9-12","95 Beechcroft Street, Brighton, MA 02135"
5,"42.360 -71.133","-71.133","42.360",45,47,42,-5,-3,5,3,"Boston - Thomas Gardner","30 Athol Street, Allston, MA 02134"
5,"42.365 -71.034","-71.034","42.365",30,28,27,-1,-3,1,3,"Boston - Samuel Adams","165 Webster Street, East Boston, MA 02128"
5,"42.366 -71.053","-71.053","42.366",35,30,39,9,4,9,4,"Boston - Eliot Elementary","16 Charter Street, Boston, MA 02113"
5,"42.375 -71.033","-71.033","42.375",41,43,39,-4,-2,4,2,"Boston - James Otis","218 Marion Street, East Boston, MA 02128"
5,"42.376 -71.057","-71.057","42.376",63,62,72,10,9,10,9,"Boston - Harvard-Kent","50 Bunker Hill Street, Charlestown, MA 02129"
5,"42.378 -71.030","-71.030","42.378",34,25,22,-3,-12,3,12,"Boston - Patrick J Kennedy","343 Saratoga Street, East Boston, MA 02128"
5,"42.378 -71.038","-71.038","42.378",27,38,46,8,19,8,19,"Boston - Hugh Roe ODonnell","33 Trenton Street, East Boston, MA 02128"
5,"42.378 -71.040","-71.040","42.378",0,0,26,26,26,26,26,"Boston - Mario Umana Middle School Academy","312 Border St, East Boston, MA 02128"
5,"42.378 -71.064","-71.064","42.378",45,52,57,5,12,5,12,"Boston - Warren-Prescott","50 School Street, Charlestown, MA 02129"
5,"42.382 -71.016","-71.016","42.382",0,0,60,60,60,60,60,"Brooke Charter School East Boston - Brooke Charter School East Boston","94 Horace, East Boston, MA 02128"
5,"42.382 -71.018","-71.018","42.382",0,54,167,113,167,113,167,"Excel Academy Charter - Excel Academy Charter School","58 Moore Street, East Boston, MA 02128"
5,"42.388 -71.004","-71.004","42.388",30,41,38,-3,8,3,8,"Boston - Curtis Guild","195 Leyden Street, East Boston, MA 02128"
5,"42.390 -71.027","-71.027","42.390",80,101,76,-25,-4,25,4,"Boston - Donald Mckay","122 Cottage Street, East Boston, MA 02128"
5,"42.391 -71.005","-71.005","42.391",43,44,36,-8,-7,8,7,"Boston - Manassah E Bradley","110 Beachview Road, East Boston, MA 02128"
5,"42.392 -71.031","-71.031","42.392",19,21,0,-21,-19,21,19,"Boston - Dante Alighieri","37 Grove Street, East Boston, MA 02128"
6,"42.242 -71.123","-71.123","42.242",0,54,47,-7,47,7,47,"Boston - Franklin D Roosevelt","95 Needham Road, Hyde Park, MA 02136"
6,"42.246 -71.131","-71.131","42.246",77,83,74,-9,-3,9,3,"Academy Of the Pacific Rim Charter Public (District) - Academy Of the Pacific Rim Charter Public School","1 Westinghouse Plaza, Hyde Park, MA 02136"
6,"42.250 -71.126","-71.126","42.250",174,66,96,30,-78,30,78,"Boston Renaissance Charter Public (District) - Boston Renaissance Charter  Public School","1415 Hyde Park Ave, Hyde Park, MA 02136"
6,"42.254 -71.123","-71.123","42.254",106,87,58,-29,-48,29,48,"Boston Preparatory Charter Public - Boston Preparatory Charter Public School","1286 Hyde Park Avenue, Hyde Park, MA 02136"
6,"42.258 -71.122","-71.122","42.258",189,247,73,-174,-116,174,116,"Boston - Wm B Rogers Middle","15 Everett Street, Hyde Park, MA 02136"
6,"42.261 -71.148","-71.148","42.261",0,127,115,-12,115,12,115,"Boston - William H Ohrenberger","175 West  Boundary Road, West Roxbury, MA 02132"
6,"42.271 -71.163","-71.163","42.271",0,46,57,11,57,11,57,"Boston - Joyce Kilmer","35 Baker Street, West Roxbury, MA 02132"
6,"42.275 -71.091","-71.091","42.275",0,155,110,-45,110,45,110,"Boston - Mildred Avenue K-8","5 Mildred Avenue, Mattapan, MA 02126"
6,"42.276 -71.066","-71.066","42.276",0,0,35,35,35,35,35,"Conservatory Lab Charter - Conservatory Lab Charter School","2120 Dorchester Avenue, Dorchester, MA 02124"
6,"42.276 -71.090","-71.090","42.276",184,0,0,0,-184,0,184,"Boston - Mildred Avenue Middle School","5 Mildred Ave, Boston, MA 02126"
6,"42.280 -71.069","-71.069","42.280",133,0,0,0,-133,0,133,"Boston - Woodrow Wilson Middle","18 Croftland Ave, Dorchester, MA 02124"
6,"42.281 -71.069","-71.069","42.281",97,107,66,-41,-31,41,31,"Boston - Harbor School","18 Croftland Av  , Dorchester, MA 02124"
6,"42.281 -71.093","-71.093","42.281",165,50,52,2,-113,2,113,"Boston - Solomon Lewenberg Middle","20 Outlook Rd, Mattapan, MA 02126"
6,"42.281 -71.121","-71.121","42.281",71,0,0,0,-71,0,71,"Frederick Douglass Charter - Frederick Douglass Charter School","190 Cummins Highway,Roslindale,MA,02131"
6,"42.281 -71.122","-71.122","42.281",85,39,53,14,-32,14,32,"Edward Brooke Charter - Edward Brooke Charter School","190 Cummins Highway, Roslindale, MA 02131"
6,"42.282 -71.158","-71.158","42.282",64,65,65,0,1,0,1,"Boston - Lyndon","20 Mt. Vernon Street, West Roxbury, MA 02132"
6,"42.283 -71.125","-71.125","42.283",273,212,113,-99,-160,99,160,"Boston - Washington Irving Middle","105 Cummins Highway, Roslindale, MA 02131"
6,"42.285 -71.075","-71.075","42.285",0,114,0,-114,0,114,0,"Boston - TechBoston Upper Academy","9 Peacevale Road, Dorchester, MA 02124"
6,"42.286 -71.107","-71.107","42.286",0,0,44,44,44,44,44,"Boston - Dennis C Haley","570 American Legion Highway, Roslindale, MA 02131"
6,"42.287 -71.076","-71.076","42.287",0,0,123,123,123,123,123,"Boston - TechBoston Academy","9 Peacevale Road, Dorchester, MA 02124"
6,"42.292 -71.080","-71.080","42.292",0,0,92,92,92,92,92,"Boston - Joseph Lee","155 Talbot Avenue, Dorchester, MA 02124"
6,"42.293 -71.053","-71.053","42.293",22,41,42,1,20,1,20,"Neighborhood House Charter (District) - Neighborhood House Charter School","21 Queen Street, Dorchester, MA 02122"
6,"42.294 -71.049","-71.049","42.294",142,142,142,0,0,0,0,"Boston - Richard J Murphy","1 Worrell Street, Dorchester, MA 02122"
6,"42.294 -71.115","-71.115","42.294",0,47,47,0,47,0,47,"Boston - Boston Teachers Union School","25 Walk Hill Street, Jamaica Plain, MA 02130"
6,"42.295 -71.091","-71.091","42.295",0,0,38,38,38,38,38,"Brooke Charter School Mattapan - Brooke Charter School Mattapan","150 American Legion Highway, Boston, MA 02124"
6,"42.296 -71.072","-71.072","42.296",0,0,21,21,21,21,21,"Codman Academy Charter Public (District) - Codman Academy Charter Public School","637 Washington Street, Dorchester, MA 02124"
6,"42.296 -71.080","-71.080","42.296",30,28,42,14,12,14,12,"Boston - Sarah Greenwood","189 Glenway Street, Dorchester, MA 02121"
6,"42.299 -71.070","-71.070","42.299",0,0,50,50,50,50,50,"UP Academy Charter School of Dorchester (District) - UP Academy Charter School of Dorchester","35 Westville Street, Boston, MA 02124"
6,"42.301 -71.058","-71.058","42.301",86,50,69,19,-17,19,17,"Helen Y. Davis Leadership Academy Charter Public (District) - Helen Y. Davis Leadership Academy Charter Public School","23 Leonard Street, Boston, MA 02122"
6,"42.307 -71.081","-71.081","42.307",156,67,49,-18,-107,18,107,"Boston - Jeremiah E Burke High","60 Washington Street, Dorchester, MA 02121"
6,"42.307 -71.113","-71.113","42.307",21,16,18,2,-3,2,3,"Boston - Margarita Muniz Academy","20 Child Street, Boston, MA 02130"
6,"42.308 -71.074","-71.074","42.308",234,204,147,-57,-87,57,87,"Boston - Lilla G. Frederick Middle School","270 Columbia Road, Dorchester, MA 02121"
6,"42.311 -71.063","-71.063","42.311",0,0,29,29,29,29,29,"Dorchester Collegiate Academy Charter - Dorchester Collegiate Academy Charter","131 HANCOCK ST, DORCHESTER, MA 02125"
6,"42.311 -71.076","-71.076","42.311",107,36,40,4,-67,4,67,"Boston - Martin Luther King Jr Mid","77 Lawrence Ave., Dorchester, MA 02121"
6,"42.313 -71.098","-71.098","42.313",39,39,39,0,0,0,0,"Boston - Rafael Hernandez","61 School Street, Roxbury, MA 02119"
6,"42.315 -71.087","-71.087","42.315",0,0,51,51,51,51,51,"Boston - William Monroe Trotter","135 Humboldt Avenue, Dorchester, MA 02121"
6,"42.317 -71.044","-71.044","42.317",275,232,194,-38,-81,38,81,"Boston - John W McCormack","315 Mt Vernon Street, Dorchester, MA 02125"
6,"42.317 -71.081","-71.081","42.317",0,0,72,72,72,72,72,"KIPP Academy Boston Charter School (District) - KIPP Academy Boston Charter School","384 Warren Street, Boston, MA 02119"
6,"42.318 -71.113","-71.113","42.318",232,105,97,-8,-135,8,135,"Boston - Mary E Curley Middle","493 Centre St, Jamaica Plain, MA 02130"
6,"42.320 -71.086","-71.086","42.320",110,0,0,0,-110,0,110,"Boston - Lewis Middle School","131 Walnut Avenue, Roxbury, MA 02119"
6,"42.321 -71.060","-71.060","42.321",88,98,100,2,12,2,12,"Boston Collegiate Charter (District) - Boston Collegiate Charter School","11 Mayhew Street, Dorchester, MA 02125"
6,"42.321 -71.085","-71.085","42.321",0,62,26,-36,26,36,26,"Boston - Higginson/Lewis K-8","131 Walnut Avenue, Roxbury, MA 02119"
6,"42.326 -71.106","-71.106","42.326",0,0,92,92,92,92,92,"Boston - James W Hennigan","200 Heath Street, Jamaica Plain, MA 02130"
6,"42.327 -71.105","-71.105","42.327",74,100,244,144,170,144,170,"Roxbury Preparatory Charter (District) - Roxbury Preparatory Charter School","120 Fisher Avenue, Roxbury, MA 02120"
6,"42.330 -71.077","-71.077","42.330",85,98,77,-21,-8,21,8,"Boston - Orchard Gardens ","906 Albany Street, Roxbury, MA 02119"
6,"42.330 -71.091","-71.091","42.330",256,273,145,-128,-111,128,111,"Boston - James P Timilty Middle","205 Roxbury Street, Roxbury, MA 02119"
6,"42.332 -71.030","-71.030","42.332",0,26,25,-1,25,1,25,"Boston - Oliver Hazard Perry","745 E. 7th Street, South Boston, MA 02127"
6,"42.333 -71.050","-71.050","42.333",181,152,165,13,-16,13,16,"UP Academy Charter School of Boston - UP Academy Charter School of Boston","215 Dorchester Street, South Boston, MA 02127"
6,"42.333 -71.098","-71.098","42.333",43,36,42,6,-1,6,1,"Boston - Maurice J Tobin","40 Smith St, Roxbury, MA 02120"
6,"42.339 -71.035","-71.035","42.339",44,0,0,0,-44,0,44,"Uphams Corner Charter - Uphams Corner Charter School","7 Elkins Street, Boston, MA 02127"
6,"42.339 -71.077","-71.077","42.339",0,12,30,18,30,18,30,"Boston - Joseph J Hurley","70 Worcester Street, Boston, MA 02118"
6,"42.340 -71.084","-71.084","42.340",2,1,0,-1,-2,1,2,"Boston - Carter Develop Day Care","396 Northampton Street, Boston, MA 02118"
6,"42.344 -71.073","-71.073","42.344",30,16,28,12,-2,12,2,"Boston - William McKinley","90 Warren Avenue, Boston, MA 02116"
6,"42.345 -71.160","-71.160","42.345",246,118,109,-9,-137,9,137,"Boston - Thomas A Edison Jr High","60 Glenmont Road, Brighton, MA 02135"
6,"42.348 -71.069","-71.069","42.348",142,147,131,-16,-11,16,11,"Boston - Quincy Upper School","152 Arlington Street, Boston, MA 02116"
6,"42.350 -71.145","-71.145","42.350",0,0,69,69,69,69,69,"Boston - Another Course To College","20 Warren Street, Brighton, MA 02135"
6,"42.351 -71.137","-71.137","42.351",19,108,95,-13,76,13,76,"Boston - Horace Mann School for the Deaf","40 Armington  Street, Allston, MA 02134"
6,"42.351 -71.161","-71.161","42.351",15,15,18,3,3,3,3,"Boston - Lyon K-8","50 Beechcroft Street, Brighton, MA 02135"
6,"42.352 -71.120","-71.120","42.352",0,87,90,3,90,3,90,"Media and Technology Charter - Media and Technology Charter School","1001 Commonwealth Avenue, Boston, MA 02215"
6,"42.356 -71.069","-71.069","42.356",135,0,0,0,-135,0,135,"Boston - Grover Cleveland","11 Charles St, Boston, MA 02114"
6,"42.360 -71.133","-71.133","42.360",0,0,44,44,44,44,44,"Boston - Thomas Gardner","30 Athol Street, Allston, MA 02134"
6,"42.366 -71.053","-71.053","42.366",0,33,39,6,39,6,39,"Boston - Eliot Elementary","16 Charter Street, Boston, MA 02113"
6,"42.378 -71.040","-71.040","42.378",216,144,170,26,-46,26,46,"Boston - Mario Umana Middle School Academy","312 Border St, East Boston, MA 02128"
6,"42.378 -71.064","-71.064","42.378",43,55,56,1,13,1,13,"Boston - Warren-Prescott","50 School Street, Charlestown, MA 02129"
6,"42.379 -71.066","-71.066","42.379",171,224,121,-103,-50,103,50,"Boston - Clarence R Edwards Middle","28 Walker Street, Charlestown, MA 02129"
6,"42.382 -71.016","-71.016","42.382",0,0,45,45,45,45,45,"Brooke Charter School East Boston - Brooke Charter School East Boston","94 Horace, East Boston, MA 02128"
6,"42.382 -71.018","-71.018","42.382",95,54,168,114,73,114,73,"Excel Academy Charter - Excel Academy Charter School","58 Moore Street, East Boston, MA 02128"
6,"42.390 -71.027","-71.027","42.390",45,68,82,14,37,14,37,"Boston - Donald Mckay","122 Cottage Street, East Boston, MA 02128"
7,"42.242 -71.123","-71.123","42.242",0,51,46,-5,46,5,46,"Boston - Franklin D Roosevelt","95 Needham Road, Hyde Park, MA 02136"
7,"42.246 -71.131","-71.131","42.246",71,75,77,2,6,2,6,"Academy Of the Pacific Rim Charter Public (District) - Academy Of the Pacific Rim Charter Public School","1 Westinghouse Plaza, Hyde Park, MA 02136"
7,"42.250 -71.126","-71.126","42.250",99,0,0,0,-99,0,99,"Boston Renaissance Charter Public (District) - Boston Renaissance Charter  Public School","1415 Hyde Park Ave, Hyde Park, MA 02136"
7,"42.254 -71.123","-71.123","42.254",0,83,58,-25,58,25,58,"Boston Preparatory Charter Public - Boston Preparatory Charter Public School","1286 Hyde Park Avenue, Hyde Park, MA 02136"
7,"42.258 -71.122","-71.122","42.258",192,161,100,-61,-92,61,92,"Boston - Wm B Rogers Middle","15 Everett Street, Hyde Park, MA 02136"
7,"42.261 -71.148","-71.148","42.261",0,0,90,90,90,90,90,"Boston - William H Ohrenberger","175 West  Boundary Road, West Roxbury, MA 02132"
7,"42.271 -71.163","-71.163","42.271",0,23,21,-2,21,2,21,"Boston - Joyce Kilmer","35 Baker Street, West Roxbury, MA 02132"
7,"42.275 -71.091","-71.091","42.275",0,174,62,-112,62,112,62,"Boston - Mildred Avenue K-8","5 Mildred Avenue, Mattapan, MA 02126"
7,"42.276 -71.066","-71.066","42.276",0,0,19,19,19,19,19,"Conservatory Lab Charter - Conservatory Lab Charter School","2120 Dorchester Avenue, Dorchester, MA 02124"
7,"42.276 -71.090","-71.090","42.276",207,0,0,0,-207,0,207,"Boston - Mildred Avenue Middle School","5 Mildred Ave, Boston, MA 02126"
7,"42.280 -71.069","-71.069","42.280",156,0,0,0,-156,0,156,"Boston - Woodrow Wilson Middle","18 Croftland Ave, Dorchester, MA 02124"
7,"42.281 -71.069","-71.069","42.281",79,88,58,-30,-21,30,21,"Boston - Harbor School","18 Croftland Av  , Dorchester, MA 02124"
7,"42.281 -71.093","-71.093","42.281",156,77,48,-29,-108,29,108,"Boston - Solomon Lewenberg Middle","20 Outlook Rd, Mattapan, MA 02126"
