"name","org.code","year","students","grade","maxgrade","address","latitude","longitude","zip","boston","charter","charter.alt","boston2","mingrade"
"Boston - John Marshall",350178,"2011","112",0,5,"35 Westville Street, Boston, MA 02124",42.2996393,-71.0708375,2124,TRUE,FALSE,FALSE,TRUE,-1
"Boston - John P Holland",350167,"2011","93",0,5,"85 Olney Street, Dorchester, MA 02121",42.30607986,-71.07362366,2121,TRUE,FALSE,FALSE,TRUE,-1
"Boston - John Winthrop",350180,"2011","40",0,5,"35 Brookford Street, Dorchester, MA 02125",42.31838509,-71.07556365,2125,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Joseph J Hurley",350182,"2011","51",0,8,"70 Worcester Street, Boston, MA 02118",42.33913198,-71.07775837,2118,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Joseph Lee",350183,"2011","49",0,5,"155 Talbot Avenue, Dorchester, MA 02124",42.29253732,-71.0800463,2124,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Joseph P Manning",350184,"2011","21",0,5,"130 Louders Lane, Jamaica Plain, MA 02130",42.3054657,-71.13144684,2130,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Joseph P Tynan",350181,"2011","65",0,5,"650 E.  Fourth Street, South Boston, MA 02127",42.33478747,-71.03828095,2127,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Josiah Quincy",350286,"2011","121",0,5,"885 Washington Street, Boston, MA 02111",42.34798813,-71.06498718,2111,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Joyce Kilmer",350190,"2011","46",0,8,"35 Baker Street, West Roxbury, MA 02132",42.27159262,-71.16305999,2132,TRUE,FALSE,FALSE,TRUE,-1
"Boston - King K-8",350376,"2011","52",0,8,"77 Lawrence Avenue, Dorchester, MA 02121",42.311054,-71.076484,2121,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Lee Academy",350001,"2011","37",0,5,"25 Dunbar Avenue, Dorchester, MA 02124",42.28679276,-71.07270813,2124,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Lyndon",350262,"2011","54",0,8,"20 Mt. Vernon Street, West Roxbury, MA 02132",42.282932,-71.158668,2132,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Lyon K-8",350004,"2011","10",0,8,"50 Beechcroft Street, Brighton, MA 02135",42.35105515,-71.16161346,2135,TRUE,FALSE,FALSE,TRUE,0
"Boston - Manassah E Bradley",350215,"2011","26",0,5,"110 Beachview Road, East Boston, MA 02128",42.39142835,-71.00563981,2128,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Mather",350227,"2011","86",0,5,"1 Parish Street, Dorchester, MA 02122",42.30793521,-71.06253549,2122,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Mattahunt",350226,"2011","96",0,5,"100 Hebron Street, Mattapan, MA 02126",42.27426142,-71.10606708,2126,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Maurice J Tobin",350229,"2011","43",0,8,"40 Smith St, Roxbury, MA 02120",42.333023,-71.098335,2120,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Michael J Perkins",350231,"2011","42",0,5,"50 Burke Street, South Boston, MA 02127",42.33109273,-71.05071299,2127,TRUE,FALSE,FALSE,TRUE,0
"Boston - Mission Hill School",350382,"2011","21",0,8,"20 Child Street, Jamaica Plain, MA 02130",42.30730438,-71.11374664,2130,TRUE,FALSE,FALSE,TRUE,0
"Boston - Mozart",350237,"2011","19",0,5,"236 Beech Street, Roslindale, MA 02131",42.28120422,-71.14104462,2131,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Nathan Hale",350243,"2011","26",0,5,"51 Cedar Street, Roxbury, MA 02119",42.32513152,-71.09103128,2119,TRUE,FALSE,FALSE,TRUE,-1
"Boston - O W Holmes",350138,"2011","41",0,5,"40 School Street, Dorchester, MA 02124",42.2966783,-71.0749007,2124,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Oliver Hazard Perry",350255,"2011","22",0,8,"745 E. 7th Street, South Boston, MA 02127",42.33234398,-71.0302826,2127,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Orchard Gardens",350257,"2011","64",0,8,"906 Albany Street, Roxbury, MA 02119",42.3305706,-71.0772767,2119,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Patrick J Kennedy",350264,"2011","46",0,5,"343 Saratoga Street, East Boston, MA 02128",42.3785345,-71.0304827,2128,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Paul A Dever",350268,"2011","85",0,5,"325 Mt Vernon Street, Dorchester, MA 02125",42.31726837,-71.04293823,2125,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Phineas Bates",350278,"2011","45",0,5,"426 Beech Street, Roslindale, MA 02131",42.27768326,-71.13510132,2131,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Rafael Hernandez",350691,"2011","50",0,8,"61 School Street, Roxbury, MA 02119",42.31377706,-71.09818339,2119,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Ralph Waldo Emerson",350288,"2011","44",0,5,"6 Shirley St, Roxbury, MA 02119",42.32364,-71.073134,2119,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Richard J Murphy",350240,"2011","69",0,8,"1 Worrell Street, Dorchester, MA 02122",42.29459189,-71.04997672,2122,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Roger Clap",350298,"2011","22",0,5,"35 Harvest Street, Dorchester, MA 02125",42.32306555,-71.05832711,2125,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Samuel Adams",350302,"2011","45",0,5,"165 Webster Street, East Boston, MA 02128",42.36572675,-71.03488259,2128,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Samuel W Mason",350304,"2011","35",0,5,"150 Norfolk Avenue, Roxbury, MA 02119",42.32642703,-71.07100323,2119,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Sarah Greenwood",350308,"2011","45",0,8,"189 Glenway Street, Dorchester, MA 02121",42.29650879,-71.08069611,2121,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Thomas J Kenny",350328,"2011","36",0,5,"19 Oakton Avenue, Dorchester, MA 02122",42.28668876,-71.05346225,2122,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Warren-Prescott",350346,"2011","69",0,8,"50 School Street, Charlestown, MA 02129",42.37807833,-71.06417768,2129,TRUE,FALSE,FALSE,TRUE,-1
"Boston - William E Russell",350366,"2011","53",0,5,"750 Columbia Road, Dorchester, MA 02125",42.32005142,-71.05957299,2125,TRUE,FALSE,FALSE,TRUE,-1
"Boston - William Ellery Channing",350360,"2011","39",0,5,"35 Sunnyside Street, Hyde Park, MA 02136",42.251552,-71.133338,2136,TRUE,FALSE,FALSE,TRUE,-1
"Boston - William McKinley",350363,"2011","1",0,12,"90 Warren Avenue, Boston, MA 02116",42.34417343,-71.0734024,2116,TRUE,FALSE,FALSE,TRUE,0
"Boston - William Monroe Trotter",350370,"2011","68",0,5,"135 Humboldt Avenue, Dorchester, MA 02121",42.31533542,-71.08781531,2121,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Winship Elementary",350374,"2011","42",0,5,"54 Dighton Street, Brighton, MA 02135",42.34754004,-71.15443468,2135,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Young Achievers",350380,"2011","52",0,8,"20 Outlook Road, Mattapan, MA 02126",42.28198349,-71.09399311,2126,TRUE,FALSE,FALSE,TRUE,-1
"Boston Renaissance Charter Public (District) - Boston Renaissance Charter  Public School",4810550,"2011","220",0,6,"1415 Hyde Park Ave, Hyde Park, MA 02136",42.25043869,-71.1269455,2136,TRUE,TRUE,FALSE,TRUE,0
"Conservatory Lab Charter (District) - Conservatory Lab Charter School",4390050,"2011","26",0,5,"2120 Dorchester Avenue, Dorchester, MA 02124",42.27657549,-71.06682234,2124,TRUE,TRUE,FALSE,FALSE,-1
"Edward Brooke Charter (District) - Edward Brooke Charter School",4280305,"2011","61",0,8,"190 Cummins Highway, Roslindale, MA 02131",42.28187561,-71.12200165,2131,TRUE,TRUE,FALSE,FALSE,0
"Neighborhood House Charter (District) - Neighborhood House Charter School",4440205,"2011","42",0,8,"21 Queen Street, Dorchester, MA 02122",42.29316711,-71.05335999,2122,TRUE,TRUE,FALSE,FALSE,-1
"Boston - Baldwin Early Learning Center",350003,"2012","56",0,1,"121 Corey Road, Brighton, MA 02135",42.34194565,-71.14056396,2135,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Beethoven",350021,"2012","76",0,3,"5125 Washington Street, West Roxbury, MA 02132",42.26351929,-71.15582275,2132,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Blackstone",350390,"2012","97",0,5,"380 Shawmut Avenue, Boston, MA 02118",42.3402746,-71.07350707,2118,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Boston Teachers Union School",350012,"2012","26",0,8,"25 Walk Hill Street, Jamaica Plain, MA 02130",42.29466248,-71.11599731,2130,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Charles H Taylor",350054,"2012","84",0,5,"1060 Morton Street, Mattapan, MA 02126",42.27751091,-71.07775569,2126,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Charles Sumner",350052,"2012","86",0,5,"15 Basile Street, Roslindale, MA 02131",42.28640747,-71.12687683,2131,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Curley K-8 School",350020,"2012","66",0,8,"493 Centre St., Jamaica Plain, MA 02130",42.31862259,-71.11360168,2130,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Curtis Guild",350062,"2012","43",0,5,"195 Leyden Street, East Boston, MA 02128",42.38860801,-71.00412302,2128,TRUE,FALSE,FALSE,TRUE,0
"Boston - David A Ellis",350072,"2012","65",0,5,"302 Walnut Avenue, Roxbury, MA 02119",42.31639624,-71.09320253,2119,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Dennis C Haley",350077,"2012","42",0,5,"570 American Legion Highway, Roslindale, MA 02131",42.286377,-71.107826,2131,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Donald Mckay",350080,"2012","61",0,8,"122 Cottage Street, East Boston, MA 02128",42.39048,-71.027297,2128,TRUE,FALSE,FALSE,TRUE,0
"Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School",350008,"2012","39",0,3,"108 Babson Street, Mattapan, MA 02126",42.27180116,-71.09209344,2126,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Dr. William Henderson",350266,"2012","47",0,5,"1669 Dorchester Avenue, Dorchester, MA 02122",42.29376376,-71.06213249,2122,TRUE,FALSE,FALSE,TRUE,-1
"Boston - East Boston Early Childhood Center",350009,"2012","45",0,2,"135 Grove Street, East Boston, MA 02128",42.391456,-71.027336,2128,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Edison K-8",350375,"2012","58",0,8,"60 Glenmont Road, Brighton, MA 02135",42.34571075,-71.16068268,2135,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Edward Everett",350088,"2012","42",0,5,"71 Pleasant Street, Dorchester, MA 02125",42.31405869,-71.05980903,2125,TRUE,FALSE,FALSE,TRUE,-1
"Boston - ELC - West Zone",350006,"2012","33",0,1,"200 Heath Street, Jamaica Plain, MA 02130",42.32602692,-71.10681915,2130,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Elihu Greenwood Leadership Academy",350094,"2012","58",0,5,"612 Metropolitan Avenue, Hyde Park, MA 02136",42.2653839,-71.1174871,2136,TRUE,FALSE,FALSE,TRUE,0
"Boston - Eliot Elementary",350096,"2012","35",0,8,"16 Charter Street, Boston, MA 02113",42.3661499,-71.05348206,2113,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Ellis Mendell",350100,"2012","37",0,5,"164 School Street, Roxbury, MA 02119",42.3169155,-71.1013381,2119,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Franklin D Roosevelt",350116,"2012","43",0,8,"95 Needham Road, Hyde Park, MA 02136",42.24251747,-71.12335794,2136,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Gardner Pilot Academy",350326,"2012","60",0,5,"30 Athol Street, Allston, MA 02134",42.360779,-71.133957,2134,TRUE,FALSE,FALSE,TRUE,-1
"Boston - George H Conley",350122,"2012","28",0,5,"450 Poplar Street, Roslindale, MA 02131",42.2746048,-71.12731934,2131,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Harvard-Kent",350200,"2012","84",0,5,"50 Bunker Hill Street, Charlestown, MA 02129",42.3767399,-71.05702758,2129,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Haynes Early Education Center",350010,"2012","68",0,1,"263 Blue Hill Avenue, Roxbury , MA 02119",42.31538169,-71.07848391,2119,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Henry Grew",350135,"2012","42",0,5,"40 Gordon Avenue, Hyde Park, MA 02136",42.256637,-71.126968,2136,TRUE,FALSE,FALSE,TRUE,0
"Boston - Higginson/Lewis K-8",350377,"2012","74",0,8,"131 Walnut Avenue, Roxbury, MA 02119",42.32109211,-71.08590022,2119,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Horace Mann School for the Deaf",350750,"2012","8",0,12,"40 Armington  Street, Allston, MA 02134",42.3519992,-71.1377044,2134,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Hugh Roe O'Donnell",350141,"2012","41",0,5,"33 Trenton Street, East Boston, MA 02128",42.37824664,-71.03807576,2128,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Jackson Mann",350013,"2012","75",0,8,"40 Armington Street, Allston, MA 02134",42.351989,-71.137687,2134,TRUE,FALSE,FALSE,TRUE,-1
"Boston - James Condon Elementary",350146,"2012","110",0,5,"200 D Street, South Boston, MA 02127",42.33834839,-71.05284882,2127,TRUE,FALSE,FALSE,TRUE,-1
"Boston - James J Chittick",350154,"2012","49",0,5,"154 Ruskindale Road, Mattapan, MA 02126",42.26719379,-71.10501565,2126,TRUE,FALSE,FALSE,TRUE,-1
"Boston - James Otis",350156,"2012","59",0,5,"218 Marion Street, East Boston, MA 02128",42.37525558,-71.03387451,2128,TRUE,FALSE,FALSE,TRUE,-1
"Boston - James W Hennigan",350153,"2012","63",0,5,"200 Heath Street, Jamaica Plain, MA 02130",42.32602692,-71.10681915,2130,TRUE,FALSE,FALSE,TRUE,0
"Boston - John D Philbrick",350172,"2012","25",0,5,"40 Philbrick Street, Roslindale, MA 02131",42.28538513,-71.11769104,2131,TRUE,FALSE,FALSE,TRUE,0
"Boston - John F Kennedy",350166,"2012","63",0,5,"7 Bolster Street, Jamaica Plain, MA 02130",42.32190013,-71.10617235,2130,TRUE,FALSE,FALSE,TRUE,0
"Boston - John Marshall",350178,"2012","109",0,5,"35 Westville Street, Boston, MA 02124",42.2996393,-71.0708375,2124,TRUE,FALSE,FALSE,TRUE,-1
"Boston - John P Holland",350167,"2012","121",0,5,"85 Olney Street, Dorchester, MA 02121",42.30607986,-71.07362366,2121,TRUE,FALSE,FALSE,TRUE,-1
"Boston - John Winthrop",350180,"2012","65",0,5,"35 Brookford Street, Dorchester, MA 02125",42.31838509,-71.07556365,2125,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Joseph J Hurley",350182,"2012","48",0,8,"70 Worcester Street, Boston, MA 02118",42.33913198,-71.07775837,2118,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Joseph P Manning",350184,"2012","22",0,5,"130 Louders Lane, Jamaica Plain, MA 02130",42.3054657,-71.13144684,2130,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Joseph P Tynan",350181,"2012","69",0,5,"650 E.  Fourth Street, South Boston, MA 02127",42.33478747,-71.03828095,2127,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Josiah Quincy",350286,"2012","113",0,5,"885 Washington Street, Boston, MA 02111",42.34798813,-71.06498718,2111,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Joyce Kilmer",350190,"2012","44",0,8,"35 Baker Street, West Roxbury, MA 02132",42.27159262,-71.16305999,2132,TRUE,FALSE,FALSE,TRUE,-1
"Boston - King K-8",350376,"2012","47",0,8,"77 Lawrence Avenue, Dorchester, MA 02121",42.311054,-71.076484,2121,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Lee Academy",350001,"2012","46",0,1,"25 Dunbar Avenue, Dorchester, MA 02124",42.28679276,-71.07270813,2124,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Lyndon",350262,"2012","62",0,8,"20 Mt. Vernon Street, West Roxbury, MA 02132",42.282932,-71.158668,2132,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Lyon K-8",350004,"2012","11",0,8,"50 Beechcroft Street, Brighton, MA 02135",42.35105515,-71.16161346,2135,TRUE,FALSE,FALSE,TRUE,0
"Boston - Manassah E Bradley",350215,"2012","24",0,5,"110 Beachview Road, East Boston, MA 02128",42.39142835,-71.00563981,2128,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Mather",350227,"2012","83",0,5,"1 Parish Street, Dorchester, MA 02122",42.30793521,-71.06253549,2122,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Mattahunt",350226,"2012","130",0,5,"100 Hebron Street, Mattapan, MA 02126",42.27426142,-71.10606708,2126,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Maurice J Tobin",350229,"2012","40",0,8,"40 Smith St, Roxbury, MA 02120",42.333023,-71.098335,2120,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Michael J Perkins",350231,"2012","66",0,5,"50 Burke Street, South Boston, MA 02127",42.33109273,-71.05071299,2127,TRUE,FALSE,FALSE,TRUE,0
"Boston - Mission Hill School",350382,"2012","18",0,8,"20 Child Street, Jamaica Plain, MA 02130",42.30730438,-71.11374664,2130,TRUE,FALSE,FALSE,TRUE,0
"Boston - Mozart",350237,"2012","20",0,5,"236 Beech Street, Roslindale, MA 02131",42.28120422,-71.14104462,2131,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Nathan Hale",350243,"2012","22",0,5,"51 Cedar Street, Roxbury, MA 02119",42.32513152,-71.09103128,2119,TRUE,FALSE,FALSE,TRUE,-1
"Boston - O W Holmes",350138,"2012","46",0,5,"40 School Street, Dorchester, MA 02124",42.2966783,-71.0749007,2124,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Oliver Hazard Perry",350255,"2012","22",0,8,"745 E. 7th Street, South Boston, MA 02127",42.33234398,-71.0302826,2127,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Orchard Gardens",350257,"2012","70",0,8,"906 Albany Street, Roxbury, MA 02119",42.3305706,-71.0772767,2119,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Patrick J Kennedy",350264,"2012","45",0,5,"343 Saratoga Street, East Boston, MA 02128",42.3785345,-71.0304827,2128,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Paul A Dever",350268,"2012","96",0,5,"325 Mt Vernon Street, Dorchester, MA 02125",42.31726837,-71.04293823,2125,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Phineas Bates",350278,"2012","44",0,5,"426 Beech Street, Roslindale, MA 02131",42.27768326,-71.13510132,2131,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Rafael Hernandez",350691,"2012","50",0,8,"61 School Street, Roxbury, MA 02119",42.31377706,-71.09818339,2119,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Richard J Murphy",350240,"2012","71",0,8,"1 Worrell Street, Dorchester, MA 02122",42.29459189,-71.04997672,2122,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Roger Clap",350298,"2012","28",0,5,"35 Harvest Street, Dorchester, MA 02125",42.32306555,-71.05832711,2125,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Samuel Adams",350302,"2012","45",0,5,"165 Webster Street, East Boston, MA 02128",42.36572675,-71.03488259,2128,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Samuel W Mason",350304,"2012","37",0,5,"150 Norfolk Avenue, Roxbury, MA 02119",42.32642703,-71.07100323,2119,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Sarah Greenwood",350308,"2012","45",0,8,"189 Glenway Street, Dorchester, MA 02121",42.29650879,-71.08069611,2121,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Thomas J Kenny",350328,"2012","32",0,5,"19 Oakton Avenue, Dorchester, MA 02122",42.28668876,-71.05346225,2122,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Umana/Alighieri K-8",350656,"2012","25",0,8,"312 Border Street, East Boston, MA 02128",42.37838209,-71.04005858,2128,TRUE,FALSE,FALSE,TRUE,0
"Boston - Warren-Prescott",350346,"2012","67",0,8,"50 School Street, Charlestown, MA 02129",42.37807833,-71.06417768,2129,TRUE,FALSE,FALSE,TRUE,-1
"Boston - William E Russell",350366,"2012","59",0,5,"750 Columbia Road, Dorchester, MA 02125",42.32005142,-71.05957299,2125,TRUE,FALSE,FALSE,TRUE,-1
"Boston - William Ellery Channing",350360,"2012","41",0,5,"35 Sunnyside Street, Hyde Park, MA 02136",42.251552,-71.133338,2136,TRUE,FALSE,FALSE,TRUE,-1
"Boston - William Monroe Trotter",350370,"2012","68",0,5,"135 Humboldt Avenue, Dorchester, MA 02121",42.31533542,-71.08781531,2121,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Winship Elementary",350374,"2012","49",0,5,"54 Dighton Street, Brighton, MA 02135",42.34754004,-71.15443468,2135,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Young Achievers",350380,"2012","45",0,8,"20 Outlook Road, Mattapan, MA 02126",42.28198349,-71.09399311,2126,TRUE,FALSE,FALSE,TRUE,-1
"Boston Renaissance Charter Public (District) - Boston Renaissance Charter Public School",4810550,"2012","154",0,6,"1415 Hyde Park Ave, Hyde Park, MA 02136",42.25043869,-71.1269455,2136,TRUE,TRUE,FALSE,TRUE,0
"Bridge Boston Charter School (District) - Bridge Boston Charter School",4170205,"2012","35",0,0,"2 McLellan Street, Dorchester, MA 02121",42.30119281,-71.08557701,2121,TRUE,TRUE,FALSE,FALSE,-1
"Conservatory Lab Charter (District) - Conservatory Lab Charter School",4390050,"2012","26",0,6,"2120 Dorchester Avenue, Dorchester, MA 02124",42.27657549,-71.06682234,2124,TRUE,TRUE,FALSE,FALSE,-1
"Edward Brooke Charter (District) - Edward Brooke Charter School",4280305,"2012","60",0,8,"190 Cummins Highway, Roslindale, MA 02131",42.28187561,-71.12200165,2131,TRUE,TRUE,FALSE,FALSE,0
"Edward W. Brooke Charter School 2 (District) - Edward W. Brooke Charter School 2",4430205,"2012","60",0,5,"150 American Legion Highway, Boston, MA 02124",42.29512787,-71.09182739,2124,TRUE,TRUE,FALSE,FALSE,0
"Neighborhood House Charter (District) - Neighborhood House Charter School",4440205,"2012","41",0,8,"21 Queen Street, Dorchester, MA 02122",42.29316711,-71.05335999,2122,TRUE,TRUE,FALSE,FALSE,-1
"Boston - Baldwin Early Learning Center",350003,"2013","46",0,1,"121 Corey Road, Brighton, MA 02135",42.34194565,-71.14056396,2135,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Beethoven",350021,"2013","83",0,3,"5125 Washington Street, West Roxbury, MA 02132",42.26351929,-71.15582275,2132,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Blackstone",350390,"2013","115",0,5,"380 Shawmut Avenue, Boston, MA 02118",42.3402746,-71.07350707,2118,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Boston Teachers Union School",350012,"2013","27",0,8,"25 Walk Hill Street, Jamaica Plain, MA 02130",42.29466248,-71.11599731,2130,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Charles H Taylor",350054,"2013","84",0,5,"1060 Morton Street, Mattapan, MA 02126",42.27751091,-71.07775569,2126,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Charles Sumner",350052,"2013","110",0,5,"15 Basile Street, Roslindale, MA 02131",42.28640747,-71.12687683,2131,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Curley K-8 School",350020,"2013","68",0,8,"493 Centre St., Jamaica Plain, MA 02130",42.31862259,-71.11360168,2130,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Curtis Guild",350062,"2013","67",0,5,"195 Leyden Street, East Boston, MA 02128",42.38860801,-71.00412302,2128,TRUE,FALSE,FALSE,TRUE,0
"Boston - David A Ellis",350072,"2013","65",0,5,"302 Walnut Avenue, Roxbury, MA 02119",42.31639624,-71.09320253,2119,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Dennis C Haley",350077,"2013","63",0,5,"570 American Legion Highway, Roslindale, MA 02131",42.286377,-71.107826,2131,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Donald Mckay",350080,"2013","63",0,8,"122 Cottage Street, East Boston, MA 02128",42.39048,-71.027297,2128,TRUE,FALSE,FALSE,TRUE,0
"Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School",350008,"2013","34",0,3,"108 Babson Street, Mattapan, MA 02126",42.27180116,-71.09209344,2126,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Dr. William Henderson",350266,"2013","46",0,5,"1669 Dorchester Avenue, Dorchester, MA 02122",42.29376376,-71.06213249,2122,TRUE,FALSE,FALSE,TRUE,-1
"Boston - East Boston Early Childhood Center",350009,"2013","51",0,3,"135 Grove Street, East Boston, MA 02128",42.391456,-71.027336,2128,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Edison K-8",350375,"2013","60",0,8,"60 Glenmont Road, Brighton, MA 02135",42.34571075,-71.16068268,2135,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Edward Everett",350088,"2013","42",0,5,"71 Pleasant Street, Dorchester, MA 02125",42.31405869,-71.05980903,2125,TRUE,FALSE,FALSE,TRUE,-1
"Boston - ELC - West Zone",350006,"2013","35",0,1,"200 Heath Street, Jamaica Plain, MA 02130",42.32602692,-71.10681915,2130,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Elihu Greenwood Leadership Academy",350094,"2013","62",0,5,"612 Metropolitan Avenue, Hyde Park, MA 02136",42.2653839,-71.1174871,2136,TRUE,FALSE,FALSE,TRUE,0
"Boston - Eliot Elementary",350096,"2013","55",0,8,"16 Charter Street, Boston, MA 02113",42.3661499,-71.05348206,2113,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Ellis Mendell",350100,"2013","39",0,5,"164 School Street, Roxbury, MA 02119",42.3169155,-71.1013381,2119,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Franklin D Roosevelt",350116,"2013","42",0,8,"95 Needham Road, Hyde Park, MA 02136",42.24251747,-71.12335794,2136,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Gardner Pilot Academy",350326,"2013","44",0,6,"30 Athol Street, Allston, MA 02134",42.360779,-71.133957,2134,TRUE,FALSE,FALSE,TRUE,-1
"Boston - George H Conley",350122,"2013","26",0,5,"450 Poplar Street, Roslindale, MA 02131",42.2746048,-71.12731934,2131,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Harvard-Kent",350200,"2013","86",0,5,"50 Bunker Hill Street, Charlestown, MA 02129",42.3767399,-71.05702758,2129,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Haynes Early Education Center",350010,"2013","68",0,1,"263 Blue Hill Avenue, Roxbury , MA 02119",42.31538169,-71.07848391,2119,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Henry Grew",350135,"2013","42",0,5,"40 Gordon Avenue, Hyde Park, MA 02136",42.256637,-71.126968,2136,TRUE,FALSE,FALSE,TRUE,0
"Boston - Higginson/Lewis K-8",350377,"2013","49",0,8,"131 Walnut Avenue, Roxbury, MA 02119",42.32109211,-71.08590022,2119,TRUE,FALSE,FALSE,TRUE,-1
"Boston - Horace Mann School for the Deaf",350750,"2013","8",0,12,"40 Armington  Street, Allston, MA 02134",42.3519992,-71.1377044,2134,TRUE,FALSE,FALSE,TRUE,-1
