"name","org.code","year","students","grade","maxgrade","address","latitude","longitude","zip","boston","charter","charter.alt","boston2"
"Boston - Blackstone",350390,"2003","114",2,,"380 Shawmut Avenue, Boston, MA 02118",42.3402746,-71.07350707,2118,TRUE,FALSE,FALSE,TRUE
"Boston - Charles H Taylor",350054,"2003","104",2,,"1060 Morton Street, Mattapan, MA 02126",42.27751091,-71.07775569,2126,TRUE,FALSE,FALSE,TRUE
"Boston - Charles Sumner",350052,"2003","96",2,,"15 Basile Street, Roslindale, MA 02131",42.28640747,-71.12687683,2131,TRUE,FALSE,FALSE,TRUE
"Boston - Curtis Guild",350062,"2003","50",2,,"195 Leyden Street, East Boston, MA 02128",42.38860801,-71.00412302,2128,TRUE,FALSE,FALSE,TRUE
"Boston - Dante Alighieri",350066,"2003","23",2,,"37 Grove Street, East Boston, MA 02128",42.39274599,-71.03190869,2128,TRUE,FALSE,FALSE,TRUE
"Boston - David A Ellis",350072,"2003","63",2,,"302 Walnut Avenue, Roxbury, MA 02119",42.31639624,-71.09320253,2119,TRUE,FALSE,FALSE,TRUE
"Boston - Dennis C Haley",350077,"2003","60",2,,"570 American Legion Highway, Roslindale, MA 02131",42.286377,-71.107826,2131,TRUE,FALSE,FALSE,TRUE
"Boston - Donald Mckay",350080,"2003","74",2,,"122 Cottage Street, East Boston, MA 02128",42.39048,-71.027297,2128,TRUE,FALSE,FALSE,TRUE
"Boston - Edward Everett",350088,"2003","46",2,,"71 Pleasant Street, Dorchester, MA 02125",42.31405869,-71.05980903,2125,TRUE,FALSE,FALSE,TRUE
"Boston - Elihu Greenwood",350094,"2003","64",2,,"612 Metropolitan Avenue, Hyde Park, MA 02136",42.2653839,-71.1174871,2136,TRUE,FALSE,FALSE,TRUE
"Boston - Eliot Elementary",350096,"2003","39",2,,"16 Charter Street, Boston, MA 02113",42.3661499,-71.05348206,2113,TRUE,FALSE,FALSE,TRUE
"Boston - Ellis Mendell",350100,"2003","24",2,,"164 School Street, Roxbury, MA 02119",42.3169155,-71.1013381,2119,TRUE,FALSE,FALSE,TRUE
"Boston - Emily A Fifield",350102,"2003","62",2,,"25 Dunbar Ave, Dorchester, MA 02124",42.286794,-71.072708,2124,TRUE,FALSE,FALSE,TRUE
"Boston - Farragut",350108,"2003","39",2,,"10 Fenwood Road, Boston, MA 02115",42.3341394,-71.1062231,2115,TRUE,FALSE,FALSE,TRUE
"Boston - Franklin D Roosevelt",350116,"2003","44",2,,"95 Needham Road, Hyde Park, MA 02136",42.24251747,-71.12335794,2136,TRUE,FALSE,FALSE,TRUE
"Boston - George H Conley",350122,"2003","29",2,,"450 Poplar Street, Roslindale, MA 02131",42.2746048,-71.12731934,2131,TRUE,FALSE,FALSE,TRUE
"Boston - Harriet A Baldwin",350129,"2003","29",2,,"121 Corey Road, Brighton, MA 02135",42.341947,-71.140567,2135,TRUE,FALSE,FALSE,TRUE
"Boston - Harvard-Kent",350200,"2003","69",2,,"50 Bunker Hill Street, Charlestown, MA 02129",42.3767399,-71.05702758,2129,TRUE,FALSE,FALSE,TRUE
"Boston - Henry Grew",350135,"2003","43",2,,"40 Gordon Avenue, Hyde Park, MA 02136",42.256637,-71.126968,2136,TRUE,FALSE,FALSE,TRUE
"Boston - Henry L Higginson",350137,"2003","24",2,,"160 HARRISHOF STREET, Roxbury, MA 2119",42.317677,-71.0915746,2119,TRUE,FALSE,FALSE,TRUE
"Boston - Horace Mann",350750,"2003","18",2,,"40 Armington  Street, Allston, MA 02134",42.3519992,-71.1377044,2134,TRUE,FALSE,FALSE,TRUE
"Boston - Hugh Roe O'Donnell",350141,"2003","43",2,,"33 Trenton Street, East Boston, MA 02128",42.37824664,-71.03807576,2128,TRUE,FALSE,FALSE,TRUE
"Boston - Jackson Mann",350013,"2003","112",2,,"40 Armington Street, Allston, MA 02134",42.351989,-71.137687,2134,TRUE,FALSE,FALSE,TRUE
"Boston - James A Garfield Elem",350152,"2003","60",2,,"95 BEECHCROFT STREET, Brighton, MA 2135",42.352183,-71.1607736,2135,TRUE,FALSE,FALSE,TRUE
"Boston - James Condon Elem",350146,"2003","103",2,,"200 D Street, South Boston, MA 02127",42.33834839,-71.05284882,2127,TRUE,FALSE,FALSE,TRUE
"Boston - James J Chittick",350154,"2003","47",2,,"154 Ruskindale Road, Mattapan, MA 02126",42.26719379,-71.10501565,2126,TRUE,FALSE,FALSE,TRUE
"Boston - James M Curley",350384,"2003","46",2,,"493 Centre St, Jamaica Plain, MA 02130",42.318622,-71.113604,2130,TRUE,FALSE,FALSE,TRUE
"Boston - James Otis",350156,"2003","72",2,,"218 Marion Street, East Boston, MA 02128",42.37525558,-71.03387451,2128,TRUE,FALSE,FALSE,TRUE
"Boston - James W Hennigan",350153,"2003","98",2,,"200 Heath Street, Jamaica Plain, MA 02130",42.32602692,-71.10681915,2130,TRUE,FALSE,FALSE,TRUE
"Boston - John D Philbrick",350172,"2003","27",2,,"40 Philbrick Street, Roslindale, MA 02131",42.28538513,-71.11769104,2131,TRUE,FALSE,FALSE,TRUE
"Boston - John F Kennedy",350166,"2003","75",2,,"7 Bolster Street, Jamaica Plain, MA 02130",42.32190013,-71.10617235,2130,TRUE,FALSE,FALSE,TRUE
"Boston - John Marshall",350178,"2003","130",2,,"35 Westville Street, Boston, MA 02124",42.2996393,-71.0708375,2124,TRUE,FALSE,FALSE,TRUE
"Boston - John P Holland",350167,"2003","128",2,,"85 Olney Street, Dorchester, MA 02121",42.30607986,-71.07362366,2121,TRUE,FALSE,FALSE,TRUE
"Boston - John Winthrop",350180,"2003","45",2,,"35 Brookford Street, Dorchester, MA 02125",42.31838509,-71.07556365,2125,TRUE,FALSE,FALSE,TRUE
"Boston - Joseph J Hurley",350182,"2003","51",2,,"70 Worcester Street, Boston, MA 02118",42.33913198,-71.07775837,2118,TRUE,FALSE,FALSE,TRUE
"Boston - Joseph Lee",350183,"2003","112",2,,"155 Talbot Avenue, Dorchester, MA 02124",42.29253732,-71.0800463,2124,TRUE,FALSE,FALSE,TRUE
"Boston - Joseph P Manning",350184,"2003","30",2,,"130 Louders Lane, Jamaica Plain, MA 02130",42.3054657,-71.13144684,2130,TRUE,FALSE,FALSE,TRUE
"Boston - Joseph P Tynan",350181,"2003","68",2,,"650 E.  Fourth Street, South Boston, MA 02127",42.33478747,-71.03828095,2127,TRUE,FALSE,FALSE,TRUE
"Boston - Josiah Quincy",350286,"2003","118",2,,"885 Washington Street, Boston, MA 02111",42.34798813,-71.06498718,2111,TRUE,FALSE,FALSE,TRUE
"Boston - Joyce Kilmer",350190,"2003","44",2,,"35 Baker Street, West Roxbury, MA 02132",42.27159262,-71.16305999,2132,TRUE,FALSE,FALSE,TRUE
"Boston - Lucy Stone",350211,"2003","23",2,,"22 Regina Rd, Dorchester, MA 02124",42.295497,-71.071087,2124,TRUE,FALSE,FALSE,TRUE
"Boston - Lyndon",350262,"2003","57",2,,"20 Mt. Vernon Street, West Roxbury, MA 02132",42.282932,-71.158668,2132,TRUE,FALSE,FALSE,TRUE
"Boston - Manassah E Bradley",350215,"2003","42",2,,"110 Beachview Road, East Boston, MA 02128",42.39142835,-71.00563981,2128,TRUE,FALSE,FALSE,TRUE
"Boston - Margaret Fuller",350217,"2003","26",2,,"25 Glen Rd, Jamaica Plain, MA 02130",42.3089393,-71.103468,2130,TRUE,FALSE,FALSE,TRUE
"Boston - Mary Lyon",350004,"2003","13",2,,"50 Beechcroft Street, Brighton, MA 02135",42.35105515,-71.16161346,2135,TRUE,FALSE,FALSE,TRUE
"Boston - Mather",350227,"2003","84",2,,"1 Parish Street, Dorchester, MA 02122",42.30793521,-71.06253549,2122,TRUE,FALSE,FALSE,TRUE
"Boston - Mattahunt",350226,"2003","105",2,,"100 Hebron Street, Mattapan, MA 02126",42.27426142,-71.10606708,2126,TRUE,FALSE,FALSE,TRUE
"Boston - Maurice J Tobin",350229,"2003","71",2,,"40 Smith St, Roxbury, MA 02120",42.333023,-71.098335,2120,TRUE,FALSE,FALSE,TRUE
"Boston - Michael J Perkins",350231,"2003","40",2,,"50 Burke Street, South Boston, MA 02127",42.33109273,-71.05071299,2127,TRUE,FALSE,FALSE,TRUE
"Boston - Mission Hill School",350382,"2003","20",2,,"20 Child Street, Jamaica Plain, MA 02130",42.30730438,-71.11374664,2130,TRUE,FALSE,FALSE,TRUE
"Boston - Mozart",350237,"2003","21",2,,"236 Beech Street, Roslindale, MA 02131",42.28120422,-71.14104462,2131,TRUE,FALSE,FALSE,TRUE
"Boston - Nathan Hale",350243,"2003","42",2,,"51 Cedar Street, Roxbury, MA 02119",42.32513152,-71.09103128,2119,TRUE,FALSE,FALSE,TRUE
"Boston - O W Holmes",350138,"2003","34",2,,"40 School Street, Dorchester, MA 02124",42.2966783,-71.0749007,2124,TRUE,FALSE,FALSE,TRUE
"Boston - Oliver Hazard Perry",350255,"2003","27",2,,"745 E. 7th Street, South Boston, MA 02127",42.33234398,-71.0302826,2127,TRUE,FALSE,FALSE,TRUE
"Boston - Patrick J Kennedy",350264,"2003","42",2,,"343 Saratoga Street, East Boston, MA 02128",42.3785345,-71.0304827,2128,TRUE,FALSE,FALSE,TRUE
"Boston - Patrick O'Hearn",350266,"2003","40",2,,"1669 Dorchester Avenue, Dorchester, MA 02122",42.29376376,-71.06213249,2122,TRUE,FALSE,FALSE,TRUE
"Boston - Paul A Dever",350268,"2003","96",2,,"325 Mt Vernon Street, Dorchester, MA 02125",42.31726837,-71.04293823,2125,TRUE,FALSE,FALSE,TRUE
"Boston - Pauline Agassiz Shaw",350270,"2003","43",2,,"429 Norfolk St, Dorchester, MA 02124",42.282101,-71.086933,2124,TRUE,FALSE,FALSE,TRUE
"Boston - Phineas Bates",350278,"2003","49",2,,"426 Beech Street, Roslindale, MA 02131",42.27768326,-71.13510132,2131,TRUE,FALSE,FALSE,TRUE
"Boston - Quincy E Dickerman",350284,"2003","40",2,,"206 Magnolia St, Dorchester, MA 02121",42.3113409,-71.0735227,2121,TRUE,FALSE,FALSE,TRUE
"Boston - Rafael Hernandez",350691,"2003","48",2,,"61 School Street, Roxbury, MA 02119",42.31377706,-71.09818339,2119,TRUE,FALSE,FALSE,TRUE
"Boston - Ralph Waldo Emerson",350288,"2003","35",2,,"6 Shirley St, Roxbury, MA 02119",42.32364,-71.073134,2119,TRUE,FALSE,FALSE,TRUE
"Boston - Richard J Murphy",350240,"2003","124",2,,"1 Worrell Street, Dorchester, MA 02122",42.29459189,-71.04997672,2122,TRUE,FALSE,FALSE,TRUE
"Boston - Roger Clap",350298,"2003","26",2,,"35 Harvest Street, Dorchester, MA 02125",42.32306555,-71.05832711,2125,TRUE,FALSE,FALSE,TRUE
"Boston - Samuel Adams",350302,"2003","25",2,,"165 Webster Street, East Boston, MA 02128",42.36572675,-71.03488259,2128,TRUE,FALSE,FALSE,TRUE
"Boston - Samuel W Mason",350304,"2003","28",2,,"150 Norfolk Avenue, Roxbury, MA 02119",42.32642703,-71.07100323,2119,TRUE,FALSE,FALSE,TRUE
"Boston - Sarah Greenwood",350308,"2003","51",2,,"189 Glenway Street, Dorchester, MA 02121",42.29650879,-71.08069611,2121,TRUE,FALSE,FALSE,TRUE
"Boston - Thomas Gardner",350326,"2003","62",2,,"30 Athol Street, Allston, MA 02134",42.360779,-71.133957,2134,TRUE,FALSE,FALSE,TRUE
"Boston - Thomas J Kenny",350328,"2003","37",2,,"19 Oakton Avenue, Dorchester, MA 02122",42.28668876,-71.05346225,2122,TRUE,FALSE,FALSE,TRUE
"Boston - Warren-Prescott",350346,"2003","64",2,,"50 School Street, Charlestown, MA 02129",42.37807833,-71.06417768,2129,TRUE,FALSE,FALSE,TRUE
"Boston - William E Russell",350366,"2003","67",2,,"750 Columbia Road, Dorchester, MA 02125",42.32005142,-71.05957299,2125,TRUE,FALSE,FALSE,TRUE
"Boston - William Ellery Channing",350360,"2003","41",2,,"35 Sunnyside Street, Hyde Park, MA 02136",42.251552,-71.133338,2136,TRUE,FALSE,FALSE,TRUE
"Boston - William H Ohrenberger",350258,"2003","89",2,,"175 West  Boundary Road, West Roxbury, MA 02132",42.26125717,-71.14873505,2132,TRUE,FALSE,FALSE,TRUE
"Boston - William McKinley",350363,"2003","11",2,,"90 Warren Avenue, Boston, MA 02116",42.34417343,-71.0734024,2116,TRUE,FALSE,FALSE,TRUE
"Boston - William Monroe Trotter",350370,"2003","99",2,,"135 Humboldt Avenue, Dorchester, MA 02121",42.31533542,-71.08781531,2121,TRUE,FALSE,FALSE,TRUE
"Boston - Winship Elementary",350374,"2003","38",2,,"54 Dighton Street, Brighton, MA 02135",42.34754004,-71.15443468,2135,TRUE,FALSE,FALSE,TRUE
"Boston - Wm E Endicott",350362,"2003","20",2,,"2 Mclellan Street
 Dorchester, MA 02121",42.3012516,-71.0856939,2121,TRUE,FALSE,FALSE,TRUE
"Boston - Young Achievers",350380,"2003","39",2,,"20 Outlook Road, Mattapan, MA 02126",42.28198349,-71.09399311,2126,TRUE,FALSE,FALSE,TRUE
"Boston Renaissance Charter - Boston Renaissance Charter School",4810550,"2003","191",2,,"1415 Hyde Park Ave, Hyde Park, MA 02136",42.25043869,-71.1269455,2136,TRUE,TRUE,FALSE,TRUE
"Conservatory Lab Charter - Conservatory Lab Charter School",4390050,"2003","21",2,,"2120 Dorchester Avenue, Dorchester, MA 02124",42.27657549,-71.06682234,2124,TRUE,TRUE,FALSE,FALSE
"Neighborhood House Charter - Neighborhood House Charter School",4440205,"2003","20",2,,"21 Queen Street, Dorchester, MA 02122",42.29316711,-71.05335999,2122,TRUE,TRUE,FALSE,FALSE
"Boston - Agassiz",350007,"2004","104",2,,"20 Child St, Jamaica Plain, MA 02130",42.3073176,-71.1144849,2130,TRUE,FALSE,FALSE,TRUE
"Boston - Alexander Hamilton",350011,"2004","32",2,,"198 Strathmore Rd, Brighton, MA 02135",42.3400691,-71.1545111,2135,TRUE,FALSE,FALSE,TRUE
"Boston - Beethoven",350021,"2004","46",2,,"5125 Washington Street, West Roxbury, MA 02132",42.26351929,-71.15582275,2132,TRUE,FALSE,FALSE,TRUE
"Boston - Blackstone",350390,"2004","99",2,,"380 Shawmut Avenue, Boston, MA 02118",42.3402746,-71.07350707,2118,TRUE,FALSE,FALSE,TRUE
"Boston - Charles H Taylor",350054,"2004","100",2,,"1060 Morton Street, Mattapan, MA 02126",42.27751091,-71.07775569,2126,TRUE,FALSE,FALSE,TRUE
"Boston - Charles Sumner",350052,"2004","71",2,,"15 Basile Street, Roslindale, MA 02131",42.28640747,-71.12687683,2131,TRUE,FALSE,FALSE,TRUE
"Boston - Curtis Guild",350062,"2004","44",2,,"195 Leyden Street, East Boston, MA 02128",42.38860801,-71.00412302,2128,TRUE,FALSE,FALSE,TRUE
"Boston - Dante Alighieri",350066,"2004","21",2,,"37 Grove Street, East Boston, MA 02128",42.39274599,-71.03190869,2128,TRUE,FALSE,FALSE,TRUE
"Boston - David A Ellis",350072,"2004","62",2,,"302 Walnut Avenue, Roxbury, MA 02119",42.31639624,-71.09320253,2119,TRUE,FALSE,FALSE,TRUE
"Boston - Dennis C Haley",350077,"2004","49",2,,"570 American Legion Highway, Roslindale, MA 02131",42.286377,-71.107826,2131,TRUE,FALSE,FALSE,TRUE
"Boston - Donald Mckay",350080,"2004","77",2,,"122 Cottage Street, East Boston, MA 02128",42.39048,-71.027297,2128,TRUE,FALSE,FALSE,TRUE
"Boston - Edward Everett",350088,"2004","44",2,,"71 Pleasant Street, Dorchester, MA 02125",42.31405869,-71.05980903,2125,TRUE,FALSE,FALSE,TRUE
"Boston - Elihu Greenwood",350094,"2004","58",2,,"612 Metropolitan Avenue, Hyde Park, MA 02136",42.2653839,-71.1174871,2136,TRUE,FALSE,FALSE,TRUE
"Boston - Eliot Elementary",350096,"2004","24",2,,"16 Charter Street, Boston, MA 02113",42.3661499,-71.05348206,2113,TRUE,FALSE,FALSE,TRUE
"Boston - Ellis Mendell",350100,"2004","44",2,,"164 School Street, Roxbury, MA 02119",42.3169155,-71.1013381,2119,TRUE,FALSE,FALSE,TRUE
"Boston - Emily A Fifield",350102,"2004","55",2,,"25 Dunbar Ave, Dorchester, MA 02124",42.286794,-71.072708,2124,TRUE,FALSE,FALSE,TRUE
"Boston - Farragut",350108,"2004","37",2,,"10 Fenwood Road, Boston, MA 02115",42.3341394,-71.1062231,2115,TRUE,FALSE,FALSE,TRUE
"Boston - Franklin D Roosevelt",350116,"2004","40",2,,"95 Needham Road, Hyde Park, MA 02136",42.24251747,-71.12335794,2136,TRUE,FALSE,FALSE,TRUE
"Boston - George H Conley",350122,"2004","28",2,,"450 Poplar Street, Roslindale, MA 02131",42.2746048,-71.12731934,2131,TRUE,FALSE,FALSE,TRUE
"Boston - Harvard-Kent",350200,"2004","67",2,,"50 Bunker Hill Street, Charlestown, MA 02129",42.3767399,-71.05702758,2129,TRUE,FALSE,FALSE,TRUE
"Boston - Henry Grew",350135,"2004","48",2,,"40 Gordon Avenue, Hyde Park, MA 02136",42.256637,-71.126968,2136,TRUE,FALSE,FALSE,TRUE
"Boston - Henry L Higginson",350137,"2004","23",2,,"160 HARRISHOF STREET, Roxbury, MA 2119",42.317677,-71.0915746,2119,TRUE,FALSE,FALSE,TRUE
"Boston - Horace Mann",350750,"2004","7",2,,"40 Armington  Street, Allston, MA 02134",42.3519992,-71.1377044,2134,TRUE,FALSE,FALSE,TRUE
"Boston - Hugh Roe O'Donnell",350141,"2004","40",2,,"33 Trenton Street, East Boston, MA 02128",42.37824664,-71.03807576,2128,TRUE,FALSE,FALSE,TRUE
"Boston - Jackson Mann",350013,"2004","97",2,,"40 Armington Street, Allston, MA 02134",42.351989,-71.137687,2134,TRUE,FALSE,FALSE,TRUE
"Boston - James A Garfield Elem",350152,"2004","36",2,,"95 BEECHCROFT STREET, Brighton, MA 2135",42.352183,-71.1607736,2135,TRUE,FALSE,FALSE,TRUE
"Boston - James Condon Elem",350146,"2004","101",2,,"200 D Street, South Boston, MA 02127",42.33834839,-71.05284882,2127,TRUE,FALSE,FALSE,TRUE
"Boston - James J Chittick",350154,"2004","43",2,,"154 Ruskindale Road, Mattapan, MA 02126",42.26719379,-71.10501565,2126,TRUE,FALSE,FALSE,TRUE
"Boston - James M Curley",350384,"2004","45",2,,"493 Centre St, Jamaica Plain, MA 02130",42.318622,-71.113604,2130,TRUE,FALSE,FALSE,TRUE
"Boston - James Otis",350156,"2004","53",2,,"218 Marion Street, East Boston, MA 02128",42.37525558,-71.03387451,2128,TRUE,FALSE,FALSE,TRUE
"Boston - James W Hennigan",350153,"2004","84",2,,"200 Heath Street, Jamaica Plain, MA 02130",42.32602692,-71.10681915,2130,TRUE,FALSE,FALSE,TRUE
"Boston - John D Philbrick",350172,"2004","24",2,,"40 Philbrick Street, Roslindale, MA 02131",42.28538513,-71.11769104,2131,TRUE,FALSE,FALSE,TRUE
"Boston - John F Kennedy",350166,"2004","68",2,,"7 Bolster Street, Jamaica Plain, MA 02130",42.32190013,-71.10617235,2130,TRUE,FALSE,FALSE,TRUE
"Boston - John Marshall",350178,"2004","99",2,,"35 Westville Street, Boston, MA 02124",42.2996393,-71.0708375,2124,TRUE,FALSE,FALSE,TRUE
"Boston - John P Holland",350167,"2004","136",2,,"85 Olney Street, Dorchester, MA 02121",42.30607986,-71.07362366,2121,TRUE,FALSE,FALSE,TRUE
"Boston - John Winthrop",350180,"2004","44",2,,"35 Brookford Street, Dorchester, MA 02125",42.31838509,-71.07556365,2125,TRUE,FALSE,FALSE,TRUE
"Boston - Joseph J Hurley",350182,"2004","43",2,,"70 Worcester Street, Boston, MA 02118",42.33913198,-71.07775837,2118,TRUE,FALSE,FALSE,TRUE
"Boston - Joseph Lee",350183,"2004","91",2,,"155 Talbot Avenue, Dorchester, MA 02124",42.29253732,-71.0800463,2124,TRUE,FALSE,FALSE,TRUE
"Boston - Joseph P Manning",350184,"2004","30",2,,"130 Louders Lane, Jamaica Plain, MA 02130",42.3054657,-71.13144684,2130,TRUE,FALSE,FALSE,TRUE
"Boston - Joseph P Tynan",350181,"2004","63",2,,"650 E.  Fourth Street, South Boston, MA 02127",42.33478747,-71.03828095,2127,TRUE,FALSE,FALSE,TRUE
"Boston - Josiah Quincy",350286,"2004","115",2,,"885 Washington Street, Boston, MA 02111",42.34798813,-71.06498718,2111,TRUE,FALSE,FALSE,TRUE
"Boston - Joyce Kilmer",350190,"2004","48",2,,"35 Baker Street, West Roxbury, MA 02132",42.27159262,-71.16305999,2132,TRUE,FALSE,FALSE,TRUE
"Boston - Lucy Stone",350211,"2004","26",2,,"22 Regina Rd, Dorchester, MA 02124",42.295497,-71.071087,2124,TRUE,FALSE,FALSE,TRUE
"Boston - Lyndon",350262,"2004","50",2,,"20 Mt. Vernon Street, West Roxbury, MA 02132",42.282932,-71.158668,2132,TRUE,FALSE,FALSE,TRUE
"Boston - Manassah E Bradley",350215,"2004","42",2,,"110 Beachview Road, East Boston, MA 02128",42.39142835,-71.00563981,2128,TRUE,FALSE,FALSE,TRUE
"Boston - Mary Lyon",350004,"2004","13",2,,"50 Beechcroft Street, Brighton, MA 02135",42.35105515,-71.16161346,2135,TRUE,FALSE,FALSE,TRUE
"Boston - Mather",350227,"2004","87",2,,"1 Parish Street, Dorchester, MA 02122",42.30793521,-71.06253549,2122,TRUE,FALSE,FALSE,TRUE
"Boston - Mattahunt",350226,"2004","85",2,,"100 Hebron Street, Mattapan, MA 02126",42.27426142,-71.10606708,2126,TRUE,FALSE,FALSE,TRUE
"Boston - Maurice J Tobin",350229,"2004","53",2,,"40 Smith St, Roxbury, MA 02120",42.333023,-71.098335,2120,TRUE,FALSE,FALSE,TRUE
"Boston - Michael J Perkins",350231,"2004","42",2,,"50 Burke Street, South Boston, MA 02127",42.33109273,-71.05071299,2127,TRUE,FALSE,FALSE,TRUE
"Boston - Mission Hill School",350382,"2004","22",2,,"20 Child Street, Jamaica Plain, MA 02130",42.30730438,-71.11374664,2130,TRUE,FALSE,FALSE,TRUE
"Boston - Mozart",350237,"2004","23",2,,"236 Beech Street, Roslindale, MA 02131",42.28120422,-71.14104462,2131,TRUE,FALSE,FALSE,TRUE
"Boston - Nathan Hale",350243,"2004","35",2,,"51 Cedar Street, Roxbury, MA 02119",42.32513152,-71.09103128,2119,TRUE,FALSE,FALSE,TRUE
"Boston - O W Holmes",350138,"2004","32",2,,"40 School Street, Dorchester, MA 02124",42.2966783,-71.0749007,2124,TRUE,FALSE,FALSE,TRUE
"Boston - Oliver Hazard Perry",350255,"2004","25",2,,"745 E. 7th Street, South Boston, MA 02127",42.33234398,-71.0302826,2127,TRUE,FALSE,FALSE,TRUE
"Boston - Orchard Gardens ",350257,"2004","64",2,,"906 Albany Street, Roxbury, MA 02119",42.3305706,-71.0772767,2119,TRUE,FALSE,FALSE,TRUE
"Boston - Patrick J Kennedy",350264,"2004","38",2,,"343 Saratoga Street, East Boston, MA 02128",42.3785345,-71.0304827,2128,TRUE,FALSE,FALSE,TRUE
"Boston - Patrick O'Hearn",350266,"2004","23",2,,"1669 Dorchester Avenue, Dorchester, MA 02122",42.29376376,-71.06213249,2122,TRUE,FALSE,FALSE,TRUE
"Boston - Paul A Dever",350268,"2004","96",2,,"325 Mt Vernon Street, Dorchester, MA 02125",42.31726837,-71.04293823,2125,TRUE,FALSE,FALSE,TRUE
"Boston - Pauline Agassiz Shaw",350270,"2004","44",2,,"429 Norfolk St, Dorchester, MA 02124",42.282101,-71.086933,2124,TRUE,FALSE,FALSE,TRUE
"Boston - Phineas Bates",350278,"2004","46",2,,"426 Beech Street, Roslindale, MA 02131",42.27768326,-71.13510132,2131,TRUE,FALSE,FALSE,TRUE
"Boston - Quincy E Dickerman",350284,"2004","43",2,,"206 Magnolia St, Dorchester, MA 02121",42.3113409,-71.0735227,2121,TRUE,FALSE,FALSE,TRUE
"Boston - Rafael Hernandez",350691,"2004","44",2,,"61 School Street, Roxbury, MA 02119",42.31377706,-71.09818339,2119,TRUE,FALSE,FALSE,TRUE
"Boston - Ralph Waldo Emerson",350288,"2004","36",2,,"6 Shirley St, Roxbury, MA 02119",42.32364,-71.073134,2119,TRUE,FALSE,FALSE,TRUE
"Boston - Richard J Murphy",350240,"2004","97",2,,"1 Worrell Street, Dorchester, MA 02122",42.29459189,-71.04997672,2122,TRUE,FALSE,FALSE,TRUE
"Boston - Roger Clap",350298,"2004","27",2,,"35 Harvest Street, Dorchester, MA 02125",42.32306555,-71.05832711,2125,TRUE,FALSE,FALSE,TRUE
"Boston - Samuel Adams",350302,"2004","44",2,,"165 Webster Street, East Boston, MA 02128",42.36572675,-71.03488259,2128,TRUE,FALSE,FALSE,TRUE
"Boston - Samuel W Mason",350304,"2004","32",2,,"150 Norfolk Avenue, Roxbury, MA 02119",42.32642703,-71.07100323,2119,TRUE,FALSE,FALSE,TRUE
"Boston - Sarah Greenwood",350308,"2004","51",2,,"189 Glenway Street, Dorchester, MA 02121",42.29650879,-71.08069611,2121,TRUE,FALSE,FALSE,TRUE
"Boston - Thomas Gardner",350326,"2004","67",2,,"30 Athol Street, Allston, MA 02134",42.360779,-71.133957,2134,TRUE,FALSE,FALSE,TRUE
"Boston - Thomas J Kenny",350328,"2004","37",2,,"19 Oakton Avenue, Dorchester, MA 02122",42.28668876,-71.05346225,2122,TRUE,FALSE,FALSE,TRUE
"Boston - Warren-Prescott",350346,"2004","40",2,,"50 School Street, Charlestown, MA 02129",42.37807833,-71.06417768,2129,TRUE,FALSE,FALSE,TRUE
"Boston - William E Russell",350366,"2004","61",2,,"750 Columbia Road, Dorchester, MA 02125",42.32005142,-71.05957299,2125,TRUE,FALSE,FALSE,TRUE
"Boston - William Ellery Channing",350360,"2004","44",2,,"35 Sunnyside Street, Hyde Park, MA 02136",42.251552,-71.133338,2136,TRUE,FALSE,FALSE,TRUE
"Boston - William H Ohrenberger",350258,"2004","104",2,,"175 West  Boundary Road, West Roxbury, MA 02132",42.26125717,-71.14873505,2132,TRUE,FALSE,FALSE,TRUE
"Boston - William McKinley",350363,"2004","12",2,,"90 Warren Avenue, Boston, MA 02116",42.34417343,-71.0734024,2116,TRUE,FALSE,FALSE,TRUE
"Boston - William Monroe Trotter",350370,"2004","96",2,,"135 Humboldt Avenue, Dorchester, MA 02121",42.31533542,-71.08781531,2121,TRUE,FALSE,FALSE,TRUE
"Boston - Winship Elementary",350374,"2004","29",2,,"54 Dighton Street, Brighton, MA 02135",42.34754004,-71.15443468,2135,TRUE,FALSE,FALSE,TRUE
"Boston - Young Achievers",350380,"2004","43",2,,"20 Outlook Road, Mattapan, MA 02126",42.28198349,-71.09399311,2126,TRUE,FALSE,FALSE,TRUE
"Boston Renaissance Charter - Boston Renaissance Charter School",4810550,"2004","143",2,,"1415 Hyde Park Ave, Hyde Park, MA 02136",42.25043869,-71.1269455,2136,TRUE,TRUE,FALSE,TRUE
"Conservatory Lab Charter - Conservatory Lab Charter School",4390050,"2004","26",2,,"2120 Dorchester Avenue, Dorchester, MA 02124",42.27657549,-71.06682234,2124,TRUE,TRUE,FALSE,FALSE
"Neighborhood House Charter - Neighborhood House Charter School",4440205,"2004","22",2,,"21 Queen Street, Dorchester, MA 02122",42.29316711,-71.05335999,2122,TRUE,TRUE,FALSE,FALSE
"Boston - Agassiz",350007,"2005","96",2,,"20 Child St, Jamaica Plain, MA 02130",42.3073176,-71.1144849,2130,TRUE,FALSE,FALSE,TRUE
"Boston - Alexander Hamilton",350011,"2005","26",2,,"198 Strathmore Rd, Brighton, MA 02135",42.3400691,-71.1545111,2135,TRUE,FALSE,FALSE,TRUE
"Boston - Beethoven",350021,"2005","44",2,,"5125 Washington Street, West Roxbury, MA 02132",42.26351929,-71.15582275,2132,TRUE,FALSE,FALSE,TRUE
