"name","org.code","year","students","grade","maxgrade","address","latitude","longitude","zip","boston","charter","charter.alt","boston2"
"BOSTON - PHYLLIS WHEATLEY MIDDLE",350139,"1996","92",8,,"20 Kearsarge Avenue, Roxbury, MA 02119",42.3269068,-71.0817247,2119,TRUE,FALSE,FALSE,TRUE
"BOSTON - RAFAEL HERNANDEZ",350691,"1996","23",8,,"61 School Street, Roxbury, MA 02119",42.31377706,-71.09818339,2119,TRUE,FALSE,FALSE,TRUE
"BOSTON - ROBERT GOULD SHAW MIDDLE",350475,"1996","105",8,,"20 Mt Vernon Street, West Roxbury, MA 02132",42.2828894,-71.1586118,2132,TRUE,FALSE,FALSE,TRUE
"BOSTON - SARAH GREENWOOD",350308,"1996","29",8,,"189 Glenway Street, Dorchester, MA 02121",42.29650879,-71.08069611,2121,TRUE,FALSE,FALSE,TRUE
"BOSTON - SOLOMON LEWENBERG MIDDLE",350450,"1996","179",8,,"20 Outlook Rd, Mattapan, MA 02126",42.2819765,-71.0939092,2126,TRUE,FALSE,FALSE,TRUE
"BOSTON - THOMAS A EDISON JR HIGH",350425,"1996","178",8,,"60 Glenmont Road, Brighton, MA 02135",42.3455224,-71.1601606,2135,TRUE,FALSE,FALSE,TRUE
"BOSTON - WASHINGTON IRVING MIDDLE",350445,"1996","246",8,,"105 Cummins Highway, Roslindale, MA 02131",42.28325653,-71.12528229,2131,TRUE,FALSE,FALSE,TRUE
"BOSTON - WILLIAM H TAFT MIDDLE",350480,"1996","160",8,,"20 Warren Street, Brighton, MA 02135",42.350336,-71.145552,2135,TRUE,FALSE,FALSE,TRUE
"BOSTON - WILLIAM MCKINLEY",350363,"1996","62",8,,"90 Warren Avenue, Boston, MA 02116",42.34417343,-71.0734024,2116,TRUE,FALSE,FALSE,TRUE
"BOSTON - WM B ROGERS MIDDLE",350470,"1996","206",8,,"15 Everett Street, Hyde Park, MA 02136",42.25800705,-71.12204742,2136,TRUE,FALSE,FALSE,TRUE
"BOSTON - WOODROW WILSON MIDDLE",350490,"1996","179",8,,"18 Croftland Ave, Dorchester, MA 02124",42.2809384,-71.0697433,2124,TRUE,FALSE,FALSE,TRUE
"BOSTON - BOSTON LATIN",350560,"1997","375",8,,"78 Avenue Louis Pasteur, Boston, MA 02115",42.33782578,-71.10128784,2115,TRUE,FALSE,FALSE,TRUE
"BOSTON - BOSTON LATIN ACADEMY",350545,"1997","341",8,,"205 Townsend Street, Dorchester, MA 02121",42.31620789,-71.08453369,2121,TRUE,FALSE,FALSE,TRUE
"BOSTON - CARTER DEVELOP DAY CARE",350036,"1997","1",8,,"396 Northampton Street, Boston, MA 02118",42.34015726,-71.08400188,2118,TRUE,FALSE,FALSE,TRUE
"BOSTON - CLARENCE R EDWARDS MIDDLE",350430,"1997","154",8,,"28 Walker Street, Charlestown, MA 02129",42.37909421,-71.06695175,2129,TRUE,FALSE,FALSE,TRUE
"BOSTON - DEARBORN",350074,"1997","133",8,,"60 Washington St, Dorchester, MA 02121",42.3071524,-71.081162,2121,TRUE,FALSE,FALSE,TRUE
"BOSTON - DONALD MCKAY",350080,"1997","47",8,,"122 Cottage Street, East Boston, MA 02128",42.39048,-71.027297,2128,TRUE,FALSE,FALSE,TRUE
"BOSTON - FRANK V THOMPSON MIDDLE",350114,"1997","114",8,,"100 Maxwell Street,Dorchester,MA,02124",42.281211,-71.0808629,2124,TRUE,FALSE,FALSE,TRUE
"BOSTON - GROVER CLEVELAND",350415,"1997","216",8,,"11 Charles St, Boston, MA 02114",42.356567,-71.069346,2114,TRUE,FALSE,FALSE,TRUE
"BOSTON - HORACE MANN",350750,"1997","5",8,,"40 Armington  Street, Allston, MA 02134",42.3519992,-71.1377044,2134,TRUE,FALSE,FALSE,TRUE
"BOSTON - JAMES P TIMILTY MIDDLE",350485,"1997","133",8,,"205 Roxbury Street, Roxbury, MA 02119",42.3305905,-71.0912076,2119,TRUE,FALSE,FALSE,TRUE
"BOSTON - JOHN W MCCORMACK",350179,"1997","194",8,,"315 Mt Vernon Street, Dorchester, MA 02125",42.31782913,-71.04441833,2125,TRUE,FALSE,FALSE,TRUE
"BOSTON - JOSEPH H BARNES MIDDLE",350405,"1997","283",8,,"312 Border St, East Boston, MA 02128",42.3783625,-71.0407417,2128,TRUE,FALSE,FALSE,TRUE
"BOSTON - LEWIS MIDDLE SCHOOL",350455,"1997","92",8,,"131 Walnut Avenue, Roxbury, MA 02119",42.3205357,-71.0865803,2119,TRUE,FALSE,FALSE,TRUE
"BOSTON - MARTIN LUTHER KING JR MID",350410,"1997","141",8,,"77 Lawrence Ave., Dorchester, MA 02121",42.311055,-71.076481,2121,TRUE,FALSE,FALSE,TRUE
"BOSTON - MARY E CURLEY MIDDLE",350420,"1997","193",8,,"493 Centre St, Jamaica Plain, MA 02130",42.318622,-71.113604,2130,TRUE,FALSE,FALSE,TRUE
"BOSTON - MAURICE J TOBIN",350229,"1997","23",8,,"40 Smith St, Roxbury, MA 02120",42.333023,-71.098335,2120,TRUE,FALSE,FALSE,TRUE
"BOSTON - O'BRYANT SCH MATH/SCIENCE",350575,"1997","189",8,,"55 Malcolm X Blvd, Roxbury, MA 02120",42.331951,-71.088394,2120,TRUE,FALSE,FALSE,TRUE
"BOSTON - PATRICK F GAVIN MIDDLE",350435,"1997","157",8,,"215 Dorchester Street, Boston, MA 02127",42.3336225,-71.0507751,2127,TRUE,FALSE,FALSE,TRUE
"BOSTON - PHYLLIS WHEATLEY MIDDLE",350139,"1997","78",8,,"20 Kearsarge Avenue, Roxbury, MA 02119",42.3269068,-71.0817247,2119,TRUE,FALSE,FALSE,TRUE
"BOSTON - RAFAEL HERNANDEZ",350691,"1997","24",8,,"61 School Street, Roxbury, MA 02119",42.31377706,-71.09818339,2119,TRUE,FALSE,FALSE,TRUE
"BOSTON - ROBERT GOULD SHAW MIDDLE",350475,"1997","129",8,,"20 Mt Vernon Street, West Roxbury, MA 02132",42.2828894,-71.1586118,2132,TRUE,FALSE,FALSE,TRUE
"BOSTON - SARAH GREENWOOD",350308,"1997","24",8,,"189 Glenway Street, Dorchester, MA 02121",42.29650879,-71.08069611,2121,TRUE,FALSE,FALSE,TRUE
"BOSTON - SOLOMON LEWENBERG MIDDLE",350450,"1997","182",8,,"20 Outlook Rd, Mattapan, MA 02126",42.2819765,-71.0939092,2126,TRUE,FALSE,FALSE,TRUE
"BOSTON - THOMAS A EDISON JR HIGH",350425,"1997","170",8,,"60 Glenmont Road, Brighton, MA 02135",42.3455224,-71.1601606,2135,TRUE,FALSE,FALSE,TRUE
"BOSTON - WASHINGTON IRVING MIDDLE",350445,"1997","233",8,,"105 Cummins Highway, Roslindale, MA 02131",42.28325653,-71.12528229,2131,TRUE,FALSE,FALSE,TRUE
"BOSTON - WILLIAM H TAFT MIDDLE",350480,"1997","157",8,,"20 Warren Street, Brighton, MA 02135",42.350336,-71.145552,2135,TRUE,FALSE,FALSE,TRUE
"BOSTON - WILLIAM MCKINLEY",350363,"1997","74",8,,"90 Warren Avenue, Boston, MA 02116",42.34417343,-71.0734024,2116,TRUE,FALSE,FALSE,TRUE
"BOSTON - WM B ROGERS MIDDLE",350470,"1997","203",8,,"15 Everett Street, Hyde Park, MA 02136",42.25800705,-71.12204742,2136,TRUE,FALSE,FALSE,TRUE
"BOSTON - WOODROW WILSON MIDDLE",350490,"1997","180",8,,"18 Croftland Ave, Dorchester, MA 02124",42.2809384,-71.0697433,2124,TRUE,FALSE,FALSE,TRUE
"BOSTON RENAISSANCE CH SCH - BOSTON RENAISSANCE CS",4810550,"1997","105",8,,"1415 Hyde Park Ave, Hyde Park, MA 02136",42.25043869,-71.1269455,2136,TRUE,TRUE,TRUE,TRUE
"BOSTON - BOSTON LATIN",350560,"1998","364",8,,"78 Avenue Louis Pasteur, Boston, MA 02115",42.33782578,-71.10128784,2115,TRUE,FALSE,FALSE,TRUE
"BOSTON - BOSTON LATIN ACADEMY",350545,"1998","372",8,,"205 Townsend Street, Dorchester, MA 02121",42.31620789,-71.08453369,2121,TRUE,FALSE,FALSE,TRUE
"BOSTON - CLARENCE R EDWARDS MIDDLE",350430,"1998","148",8,,"28 Walker Street, Charlestown, MA 02129",42.37909421,-71.06695175,2129,TRUE,FALSE,FALSE,TRUE
"BOSTON - DEARBORN",350074,"1998","134",8,,"60 Washington St, Dorchester, MA 02121",42.3071524,-71.081162,2121,TRUE,FALSE,FALSE,TRUE
"BOSTON - DONALD MCKAY",350080,"1998","34",8,,"122 Cottage Street, East Boston, MA 02128",42.39048,-71.027297,2128,TRUE,FALSE,FALSE,TRUE
"BOSTON - EXPULSION ALT SCHOOL",350580,"1998","3",8,,"515 Hyde Park Avenue, Roslindale, MA 02131",42.2827786,-71.1191751,2131,TRUE,FALSE,FALSE,TRUE
"BOSTON - FRANK V THOMPSON MIDDLE",350114,"1998","144",8,,"100 Maxwell Street,Dorchester,MA,02124",42.281211,-71.0808629,2124,TRUE,FALSE,FALSE,TRUE
"BOSTON - GROVER CLEVELAND",350415,"1998","245",8,,"11 Charles St, Boston, MA 02114",42.356567,-71.069346,2114,TRUE,FALSE,FALSE,TRUE
"BOSTON - HORACE MANN",350750,"1998","6",8,,"40 Armington  Street, Allston, MA 02134",42.3519992,-71.1377044,2134,TRUE,FALSE,FALSE,TRUE
"BOSTON - JAMES P TIMILTY MIDDLE",350485,"1998","168",8,,"205 Roxbury Street, Roxbury, MA 02119",42.3305905,-71.0912076,2119,TRUE,FALSE,FALSE,TRUE
"BOSTON - JOHN W MCCORMACK",350179,"1998","192",8,,"315 Mt Vernon Street, Dorchester, MA 02125",42.31782913,-71.04441833,2125,TRUE,FALSE,FALSE,TRUE
"BOSTON - JOSEPH H BARNES MIDDLE",350405,"1998","261",8,,"312 Border St, East Boston, MA 02128",42.3783625,-71.0407417,2128,TRUE,FALSE,FALSE,TRUE
"BOSTON - LEWIS MIDDLE SCHOOL",350455,"1998","109",8,,"131 Walnut Avenue, Roxbury, MA 02119",42.3205357,-71.0865803,2119,TRUE,FALSE,FALSE,TRUE
"BOSTON - MARTIN LUTHER KING JR MID",350410,"1998","131",8,,"77 Lawrence Ave., Dorchester, MA 02121",42.311055,-71.076481,2121,TRUE,FALSE,FALSE,TRUE
"BOSTON - MARY E CURLEY MIDDLE",350420,"1998","202",8,,"493 Centre St, Jamaica Plain, MA 02130",42.318622,-71.113604,2130,TRUE,FALSE,FALSE,TRUE
"BOSTON - MAURICE J TOBIN",350229,"1998","26",8,,"40 Smith St, Roxbury, MA 02120",42.333023,-71.098335,2120,TRUE,FALSE,FALSE,TRUE
"BOSTON - O'BRYANT SCH MATH/SCIENCE",350575,"1998","154",8,,"55 Malcolm X Blvd, Roxbury, MA 02120",42.331951,-71.088394,2120,TRUE,FALSE,FALSE,TRUE
"BOSTON - PATRICK F GAVIN MIDDLE",350435,"1998","182",8,,"215 Dorchester Street, Boston, MA 02127",42.3336225,-71.0507751,2127,TRUE,FALSE,FALSE,TRUE
"BOSTON - PHYLLIS WHEATLEY MIDDLE",350139,"1998","84",8,,"20 Kearsarge Avenue, Roxbury, MA 02119",42.3269068,-71.0817247,2119,TRUE,FALSE,FALSE,TRUE
"BOSTON - RAFAEL HERNANDEZ",350691,"1998","25",8,,"61 School Street, Roxbury, MA 02119",42.31377706,-71.09818339,2119,TRUE,FALSE,FALSE,TRUE
"BOSTON - ROBERT GOULD SHAW MIDDLE",350475,"1998","125",8,,"20 Mt Vernon Street, West Roxbury, MA 02132",42.2828894,-71.1586118,2132,TRUE,FALSE,FALSE,TRUE
"BOSTON - SARAH GREENWOOD",350308,"1998","38",8,,"189 Glenway Street, Dorchester, MA 02121",42.29650879,-71.08069611,2121,TRUE,FALSE,FALSE,TRUE
"BOSTON - SOLOMON LEWENBERG MIDDLE",350450,"1998","198",8,,"20 Outlook Rd, Mattapan, MA 02126",42.2819765,-71.0939092,2126,TRUE,FALSE,FALSE,TRUE
"BOSTON - THOMAS A EDISON JR HIGH",350425,"1998","167",8,,"60 Glenmont Road, Brighton, MA 02135",42.3455224,-71.1601606,2135,TRUE,FALSE,FALSE,TRUE
"BOSTON - WASHINGTON IRVING MIDDLE",350445,"1998","255",8,,"105 Cummins Highway, Roslindale, MA 02131",42.28325653,-71.12528229,2131,TRUE,FALSE,FALSE,TRUE
"BOSTON - WILLIAM H TAFT MIDDLE",350480,"1998","140",8,,"20 Warren Street, Brighton, MA 02135",42.350336,-71.145552,2135,TRUE,FALSE,FALSE,TRUE
"BOSTON - WILLIAM MCKINLEY",350363,"1998","67",8,,"90 Warren Avenue, Boston, MA 02116",42.34417343,-71.0734024,2116,TRUE,FALSE,FALSE,TRUE
"BOSTON - WM B ROGERS MIDDLE",350470,"1998","202",8,,"15 Everett Street, Hyde Park, MA 02136",42.25800705,-71.12204742,2136,TRUE,FALSE,FALSE,TRUE
"BOSTON - WOODROW WILSON MIDDLE",350490,"1998","172",8,,"18 Croftland Ave, Dorchester, MA 02124",42.2809384,-71.0697433,2124,TRUE,FALSE,FALSE,TRUE
"BOSTON RENAISSANCE CH SCH - BOSTON RENAISSANCE CS",4810550,"1998","123",8,,"1415 Hyde Park Ave, Hyde Park, MA 02136",42.25043869,-71.1269455,2136,TRUE,TRUE,TRUE,TRUE
"Academy Of the Pacific Rim Charter - Academy Of the Pacific Rim Charter School",4120530,"1999","22",8,,"1 Westinghouse Plaza, Hyde Park, MA 02136",42.24610138,-71.1317215,2136,TRUE,TRUE,FALSE,FALSE
"Boston - Boston Latin",350560,"1999","388",8,,"78 Avenue Louis Pasteur, Boston, MA 02115",42.33782578,-71.10128784,2115,TRUE,FALSE,FALSE,TRUE
"Boston - Boston Latin Academy",350545,"1999","263",8,,"205 Townsend Street, Dorchester, MA 02121",42.31620789,-71.08453369,2121,TRUE,FALSE,FALSE,TRUE
"Boston - Clarence R Edwards Middle",350430,"1999","152",8,,"28 Walker Street, Charlestown, MA 02129",42.37909421,-71.06695175,2129,TRUE,FALSE,FALSE,TRUE
"Boston - Dearborn",350074,"1999","174",8,,"60 Washington St, Dorchester, MA 02121",42.3071524,-71.081162,2121,TRUE,FALSE,FALSE,TRUE
"Boston - Donald Mckay",350080,"1999","37",8,,"122 Cottage Street, East Boston, MA 02128",42.39048,-71.027297,2128,TRUE,FALSE,FALSE,TRUE
"Boston - Expulsion Alt School",350580,"1999","2",8,,"515 Hyde Park Avenue, Roslindale, MA 02131",42.2827786,-71.1191751,2131,TRUE,FALSE,FALSE,TRUE
"Boston - Frank V Thompson Middle",350114,"1999","119",8,,"100 Maxwell Street,Dorchester,MA,02124",42.281211,-71.0808629,2124,TRUE,FALSE,FALSE,TRUE
"Boston - Grover Cleveland",350415,"1999","234",8,,"11 Charles St, Boston, MA 02114",42.356567,-71.069346,2114,TRUE,FALSE,FALSE,TRUE
"Boston - Horace Mann",350750,"1999","6",8,,"40 Armington  Street, Allston, MA 02134",42.3519992,-71.1377044,2134,TRUE,FALSE,FALSE,TRUE
"Boston - James P Timilty Middle",350485,"1999","213",8,,"205 Roxbury Street, Roxbury, MA 02119",42.3305905,-71.0912076,2119,TRUE,FALSE,FALSE,TRUE
"Boston - John W McCormack",350179,"1999","222",8,,"315 Mt Vernon Street, Dorchester, MA 02125",42.31782913,-71.04441833,2125,TRUE,FALSE,FALSE,TRUE
"Boston - Lewis Middle School",350455,"1999","113",8,,"131 Walnut Avenue, Roxbury, MA 02119",42.3205357,-71.0865803,2119,TRUE,FALSE,FALSE,TRUE
"Boston - Martin Luther King Jr Mid",350410,"1999","141",8,,"77 Lawrence Ave., Dorchester, MA 02121",42.311055,-71.076481,2121,TRUE,FALSE,FALSE,TRUE
"Boston - Mary E Curley Middle",350420,"1999","232",8,,"493 Centre St, Jamaica Plain, MA 02130",42.318622,-71.113604,2130,TRUE,FALSE,FALSE,TRUE
"Boston - Maurice J Tobin",350229,"1999","26",8,,"40 Smith St, Roxbury, MA 02120",42.333023,-71.098335,2120,TRUE,FALSE,FALSE,TRUE
"Boston - O'Bryant Sch Math/Science",350575,"1999","206",8,,"55 Malcolm X Blvd, Roxbury, MA 02120",42.331951,-71.088394,2120,TRUE,FALSE,FALSE,TRUE
"Boston - Patrick F Gavin Middle",350435,"1999","200",8,,"215 Dorchester Street, Boston, MA 02127",42.3336225,-71.0507751,2127,TRUE,FALSE,FALSE,TRUE
"Boston - Phyllis Wheatley Middle",350139,"1999","95",8,,"20 Kearsarge Avenue, Roxbury, MA 02119",42.3269068,-71.0817247,2119,TRUE,FALSE,FALSE,TRUE
"Boston - Rafael Hernandez",350691,"1999","22",8,,"61 School Street, Roxbury, MA 02119",42.31377706,-71.09818339,2119,TRUE,FALSE,FALSE,TRUE
"Boston - Robert Gould Shaw Middle",350475,"1999","128",8,,"20 Mt Vernon Street, West Roxbury, MA 02132",42.2828894,-71.1586118,2132,TRUE,FALSE,FALSE,TRUE
"Boston - Sarah Greenwood",350308,"1999","34",8,,"189 Glenway Street, Dorchester, MA 02121",42.29650879,-71.08069611,2121,TRUE,FALSE,FALSE,TRUE
"Boston - Solomon Lewenberg Middle",350450,"1999","206",8,,"20 Outlook Rd, Mattapan, MA 02126",42.2819765,-71.0939092,2126,TRUE,FALSE,FALSE,TRUE
"Boston - Thomas A Edison Jr High",350425,"1999","173",8,,"60 Glenmont Road, Brighton, MA 02135",42.3455224,-71.1601606,2135,TRUE,FALSE,FALSE,TRUE
"Boston - Umana/Barnes Middle",350405,"1999","281",8,,"312 Border St, East Boston, MA 02128",42.3783625,-71.0407417,2128,TRUE,FALSE,FALSE,TRUE
"Boston - Washington Irving Middle",350445,"1999","236",8,,"105 Cummins Highway, Roslindale, MA 02131",42.28325653,-71.12528229,2131,TRUE,FALSE,FALSE,TRUE
"Boston - William H Taft Middle",350480,"1999","132",8,,"20 Warren Street, Brighton, MA 02135",42.350336,-71.145552,2135,TRUE,FALSE,FALSE,TRUE
"Boston - William McKinley",350363,"1999","63",8,,"90 Warren Avenue, Boston, MA 02116",42.34417343,-71.0734024,2116,TRUE,FALSE,FALSE,TRUE
"Boston - Wm B Rogers Middle",350470,"1999","212",8,,"15 Everett Street, Hyde Park, MA 02136",42.25800705,-71.12204742,2136,TRUE,FALSE,FALSE,TRUE
"Boston - Woodrow Wilson Middle",350490,"1999","192",8,,"18 Croftland Ave, Dorchester, MA 02124",42.2809384,-71.0697433,2124,TRUE,FALSE,FALSE,TRUE
"Boston Renaissance Charter - Boston Renaissance Charter School",4810550,"1999","145",8,,"1415 Hyde Park Ave, Hyde Park, MA 02136",42.25043869,-71.1269455,2136,TRUE,TRUE,FALSE,TRUE
"ACADEMY OF PACIFIC RIM CH - ACADEMY OF PACIFIC RIM CS",4120530,"2000","44",8,,"1 Westinghouse Plaza, Hyde Park, MA 02136",42.24610138,-71.1317215,2136,TRUE,TRUE,TRUE,FALSE
"BOSTON - BOSTON LATIN",350560,"2000","352",8,,"78 Avenue Louis Pasteur, Boston, MA 02115",42.33782578,-71.10128784,2115,TRUE,FALSE,FALSE,TRUE
"BOSTON - BOSTON LATIN ACADEMY",350545,"2000","246",8,,"205 Townsend Street, Dorchester, MA 02121",42.31620789,-71.08453369,2121,TRUE,FALSE,FALSE,TRUE
"BOSTON - CLARENCE R EDWARDS MIDDLE",350430,"2000","195",8,,"28 Walker Street, Charlestown, MA 02129",42.37909421,-71.06695175,2129,TRUE,FALSE,FALSE,TRUE
"BOSTON - DEARBORN",350074,"2000","175",8,,"60 Washington St, Dorchester, MA 02121",42.3071524,-71.081162,2121,TRUE,FALSE,FALSE,TRUE
"BOSTON - DONALD MCKAY",350080,"2000","39",8,,"122 Cottage Street, East Boston, MA 02128",42.39048,-71.027297,2128,TRUE,FALSE,FALSE,TRUE
"BOSTON - FRANK V THOMPSON MIDDLE",350114,"2000","137",8,,"100 Maxwell Street,Dorchester,MA,02124",42.281211,-71.0808629,2124,TRUE,FALSE,FALSE,TRUE
"BOSTON - GROVER CLEVELAND",350415,"2000","238",8,,"11 Charles St, Boston, MA 02114",42.356567,-71.069346,2114,TRUE,FALSE,FALSE,TRUE
"BOSTON - HARBOR SCHOOL",350426,"2000","56",8,,"18 Croftland Av  , Dorchester, MA 02124",42.28103533,-71.0695307,2124,TRUE,FALSE,FALSE,TRUE
"BOSTON - HORACE MANN",350750,"2000","8",8,,"40 Armington  Street, Allston, MA 02134",42.3519992,-71.1377044,2134,TRUE,FALSE,FALSE,TRUE
"BOSTON - JAMES P TIMILTY MIDDLE",350485,"2000","170",8,,"205 Roxbury Street, Roxbury, MA 02119",42.3305905,-71.0912076,2119,TRUE,FALSE,FALSE,TRUE
"BOSTON - JOHN W MCCORMACK",350179,"2000","220",8,,"315 Mt Vernon Street, Dorchester, MA 02125",42.31782913,-71.04441833,2125,TRUE,FALSE,FALSE,TRUE
"BOSTON - LEWIS MIDDLE SCHOOL",350455,"2000","103",8,,"131 Walnut Avenue, Roxbury, MA 02119",42.3205357,-71.0865803,2119,TRUE,FALSE,FALSE,TRUE
"BOSTON - MARTIN LUTHER KING JR MID",350410,"2000","150",8,,"77 Lawrence Ave., Dorchester, MA 02121",42.311055,-71.076481,2121,TRUE,FALSE,FALSE,TRUE
"BOSTON - MARY E CURLEY MIDDLE",350420,"2000","193",8,,"493 Centre St, Jamaica Plain, MA 02130",42.318622,-71.113604,2130,TRUE,FALSE,FALSE,TRUE
"BOSTON - MAURICE J TOBIN",350229,"2000","38",8,,"40 Smith St, Roxbury, MA 02120",42.333023,-71.098335,2120,TRUE,FALSE,FALSE,TRUE
"BOSTON - O'BRYANT SCH MATH/SCIENCE",350575,"2000","146",8,,"55 Malcolm X Blvd, Roxbury, MA 02120",42.331951,-71.088394,2120,TRUE,FALSE,FALSE,TRUE
"BOSTON - PATRICK F GAVIN MIDDLE",350435,"2000","190",8,,"215 Dorchester Street, Boston, MA 02127",42.3336225,-71.0507751,2127,TRUE,FALSE,FALSE,TRUE
"BOSTON - PHYLLIS WHEATLEY MIDDLE",350139,"2000","98",8,,"20 Kearsarge Avenue, Roxbury, MA 02119",42.3269068,-71.0817247,2119,TRUE,FALSE,FALSE,TRUE
"BOSTON - RAFAEL HERNANDEZ",350691,"2000","22",8,,"61 School Street, Roxbury, MA 02119",42.31377706,-71.09818339,2119,TRUE,FALSE,FALSE,TRUE
"BOSTON - ROBERT GOULD SHAW MIDDLE",350475,"2000","128",8,,"20 Mt Vernon Street, West Roxbury, MA 02132",42.2828894,-71.1586118,2132,TRUE,FALSE,FALSE,TRUE
"BOSTON - SARAH GREENWOOD",350308,"2000","37",8,,"189 Glenway Street, Dorchester, MA 02121",42.29650879,-71.08069611,2121,TRUE,FALSE,FALSE,TRUE
"BOSTON - SOLOMON LEWENBERG MIDDLE",350450,"2000","190",8,,"20 Outlook Rd, Mattapan, MA 02126",42.2819765,-71.0939092,2126,TRUE,FALSE,FALSE,TRUE
"BOSTON - THOMAS A EDISON JR HIGH",350425,"2000","167",8,,"60 Glenmont Road, Brighton, MA 02135",42.3455224,-71.1601606,2135,TRUE,FALSE,FALSE,TRUE
"BOSTON - UMANA/BARNES MIDDLE",350405,"2000","287",8,,"312 Border St, East Boston, MA 02128",42.3783625,-71.0407417,2128,TRUE,FALSE,FALSE,TRUE
"BOSTON - WASHINGTON IRVING MIDDLE",350445,"2000","240",8,,"105 Cummins Highway, Roslindale, MA 02131",42.28325653,-71.12528229,2131,TRUE,FALSE,FALSE,TRUE
"BOSTON - WILLIAM H TAFT MIDDLE",350480,"2000","144",8,,"20 Warren Street, Brighton, MA 02135",42.350336,-71.145552,2135,TRUE,FALSE,FALSE,TRUE
"BOSTON - WILLIAM MCKINLEY",350363,"2000","67",8,,"90 Warren Avenue, Boston, MA 02116",42.34417343,-71.0734024,2116,TRUE,FALSE,FALSE,TRUE
"BOSTON - WM B ROGERS MIDDLE",350470,"2000","219",8,,"15 Everett Street, Hyde Park, MA 02136",42.25800705,-71.12204742,2136,TRUE,FALSE,FALSE,TRUE
"BOSTON - WOODROW WILSON MIDDLE",350490,"2000","193",8,,"18 Croftland Ave, Dorchester, MA 02124",42.2809384,-71.0697433,2124,TRUE,FALSE,FALSE,TRUE
"BOSTON RENAISSANCE CH SCH - BOSTON RENAISSANCE CS",4810550,"2000","88",8,,"1415 Hyde Park Ave, Hyde Park, MA 02136",42.25043869,-71.1269455,2136,TRUE,TRUE,TRUE,TRUE
"NEIGHBORHOOD HOUSE CHART - NEIGHBORHOOD HOUSE CS",4440205,"2000","19",8,,"21 Queen Street, Dorchester, MA 02122",42.29316711,-71.05335999,2122,TRUE,TRUE,TRUE,FALSE
"S.BOSTON HARBOR ACAD CH - S.BOSTON HARBOR ACAD CS",4490305,"2000","39",8,,"11 Mayhew Street, Dorchester, MA 02125",42.32168198,-71.06095886,2125,TRUE,TRUE,TRUE,FALSE
"ACADEMY OF PACIFIC R           - ACADEMY OF PACIFIC RIM CS",4120530,"2001","48",8,,"1 Westinghouse Plaza, Hyde Park, MA 02136",42.24610138,-71.1317215,2136,TRUE,TRUE,TRUE,FALSE
"BOSTON                         - BOSTON LATIN",350560,"2001","415",8,,"78 Avenue Louis Pasteur, Boston, MA 02115",42.33782578,-71.10128784,2115,TRUE,FALSE,FALSE,TRUE
"BOSTON                         - BOSTON LATIN ACADEMY",350545,"2001","269",8,,"205 Townsend Street, Dorchester, MA 02121",42.31620789,-71.08453369,2121,TRUE,FALSE,FALSE,TRUE
"BOSTON                         - CLARENCE R EDWARDS MIDDLE",350430,"2001","169",8,,"28 Walker Street, Charlestown, MA 02129",42.37909421,-71.06695175,2129,TRUE,FALSE,FALSE,TRUE
"BOSTON                         - DEARBORN",350074,"2001","141",8,,"60 Washington St, Dorchester, MA 02121",42.3071524,-71.081162,2121,TRUE,FALSE,FALSE,TRUE
"BOSTON                         - DONALD MCKAY",350080,"2001","25",8,,"122 Cottage Street, East Boston, MA 02128",42.39048,-71.027297,2128,TRUE,FALSE,FALSE,TRUE
"BOSTON                         - FRANK V THOMPSON MIDDLE",350114,"2001","134",8,,"100 Maxwell Street,Dorchester,MA,02124",42.281211,-71.0808629,2124,TRUE,FALSE,FALSE,TRUE
"BOSTON                         - GROVER CLEVELAND",350415,"2001","231",8,,"11 Charles St, Boston, MA 02114",42.356567,-71.069346,2114,TRUE,FALSE,FALSE,TRUE
"BOSTON                         - HARBOR SCHOOL",350426,"2001","74",8,,"18 Croftland Av  , Dorchester, MA 02124",42.28103533,-71.0695307,2124,TRUE,FALSE,FALSE,TRUE
"BOSTON                         - HORACE MANN",350750,"2001","9",8,,"40 Armington  Street, Allston, MA 02134",42.3519992,-71.1377044,2134,TRUE,FALSE,FALSE,TRUE
"BOSTON                         - JAMES P TIMILTY MIDDLE",350485,"2001","161",8,,"205 Roxbury Street, Roxbury, MA 02119",42.3305905,-71.0912076,2119,TRUE,FALSE,FALSE,TRUE
"BOSTON                         - JOHN W MCCORMACK",350179,"2001","201",8,,"315 Mt Vernon Street, Dorchester, MA 02125",42.31782913,-71.04441833,2125,TRUE,FALSE,FALSE,TRUE
"BOSTON                         - LEWIS MIDDLE SCHOOL",350455,"2001","106",8,,"131 Walnut Avenue, Roxbury, MA 02119",42.3205357,-71.0865803,2119,TRUE,FALSE,FALSE,TRUE
"BOSTON                         - MARTIN LUTHER KING JR MID",350410,"2001","160",8,,"77 Lawrence Ave., Dorchester, MA 02121",42.311055,-71.076481,2121,TRUE,FALSE,FALSE,TRUE
"BOSTON                         - MARY E CURLEY MIDDLE",350420,"2001","232",8,,"493 Centre St, Jamaica Plain, MA 02130",42.318622,-71.113604,2130,TRUE,FALSE,FALSE,TRUE
"BOSTON                         - MARY LYON",350004,"2001","13",8,,"50 Beechcroft Street, Brighton, MA 02135",42.35105515,-71.16161346,2135,TRUE,FALSE,FALSE,TRUE
